"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","eventTime"
"1101","2019-11-08 08:56:37-03","FURB","FURB","62355","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Kassner-Filho, A.","2018","09","12","Kassner-Filho, A.","2018","09","12","Brasil","Santa Catarina","Penha","-48.6163889","-26.8019444","-48.6163889","-26.8019444","FURB62355","FURB62355","3571","J.B. World Entretenimentos S/A.","7","7","flor azulada Habitat: borda do fragmento Habito: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","2020-10-14 10:06:45-03","FURB","FURB","63366","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Caxambu, M. G.","2018","11","30","Caxambu, M. G.","2018","11","08","Brasil","Paraná","Mamborê","-52.4516667","-24.2797223","-52.4516667","-24.2797223","FURB63366","FURB63366","8620","Estação ecológica municipal David perdoncini.","671","671","Arvoreta heliófita, ca. 5m. Frutos imaturos verdes; flores com cálice verde e corola roxa Habitat: Relevo suave-ondulado Habito: Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","2020-10-14 10:06:45-03","FURB","FURB","6434","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Gasper, AL de","2009","05","05","Stival-Santos, A.; Uller, H.F. & Silveira, S.","2008","12","15","Brasil","Santa Catarina","Celso Ramos","-51.3019444","-27.6297223","-51.3019444","-27.6297223","FURB44292","FURB44292","303","Linha Fabris.","749","749","Florística IFFSC 1187 Habitat: Floresta Estacional Decidual; Habito: Fruto verde; flor lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","2020-10-14 10:06:45-03","FURB","FURB","66055","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Schwirkowski, P.","2020","01","18","Schwirkowski, P.","2020","01","18","Brasil","Santa Catarina","Rio Negrinho","-49.5436111","-26.2394444","-49.5436111","-26.2394444","FURB66055","FURB66055","3964","Bairro Vista Alegre. Linha férrea, próximo ao Rio Negrinho.","900","900","Campo de altitude Habitat: Heliófita, frutos amarelos quando maduros Habito: Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","2020-10-14 10:06:45-03","FURB","FURB","66182","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Dani, J.G.","2019","03","19","Abreu, F.P.; Gonzatti, F.; Dani, J.G.","2018","12","04","Brasil","Rio Grande do Sul","Caxias do Sul","-51.2363889","-29.1847222","-51.2363889","-29.1847222","FURB66182","FURB66182","116","Parque Jardim da Lagoa - Desvio Rizzo.","740","740","Em banhado, herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","2020-10-14 10:06:45-03","FURB","FURB","7030","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Sobral, M","2008","04","01","Gasper, A.L. de; Brogni, E. & Santos, E.M.","2007","11","08","Brasil","Santa Catarina","Canoinhas","-50.5802778","-26.3813889","-50.5802778","-26.3813889","FURB44278","FURB44278","1194","Rio dos Pardos/Serra da Morte.","1226","1226","Fito IFFSC 978/O/53 Habitat: Floresta Ombrófila Mista; Habito: flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","2020-10-14 10:06:45-03","FURB","FURB","8524","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Gasper, AL de","2008","09","22","Verdi, M.; Dreveck, S.","2008","02","17","Brasil","Santa Catarina","Salto Veloso","-51.3883333","-26.9072222","-51.3883333","-26.9072222","FURB44274","FURB44274","240","Próximo ao Centro.","1089","1089","Florística IFFSC 668. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: arbórea; Fruto verde; flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","2020-10-14 10:06:45-03","FURB","FURB","8786","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Sobral, M","2008","04","01","Godoy, M.B.; Verdi, M. & Dreveck, S.","2008","01","17","Brasil","Santa Catarina","Rio Negrinho","-49.5905555","-26.4597222","-49.5905555","-26.4597222","FURB44281","FURB44281","146","Volta Grande.","890","890","IFFSC 949/L/04. Habitat: Floresta Ombrófila Mista; Habito: Fruto verde; flor botão floral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","2020-10-14 10:06:45-03","FURB","FURB","9093","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Gasper, AL de","2008","04","08","Gasper, A.L. de; Dreveck, S. & Brogni, E.","2008","04","08","Brasil","Santa Catarina","Santa Terezinha","-50.04","-26.73","-50.0400000","-26.7300000","FURB44286","FURB44286","1701","Morro do Taió.","765","765","Florística IFFSC 796 (entorno). Habitat: Floresta Ombrófila Densa; Estágio Avançado; pastagem Habito: arbórea; Fruto verde; flor lilas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","2020-10-14 10:06:45-03","FURB","FURB","9160","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Sobral, M","2008","04","01","Gasper, A.L. de; Brogni, E. & Wolff, A.G.B.","2008","01","11","Brasil","Santa Catarina","Porto União","-50.9380555","-26.3711111","-50.9380555","-26.3711111","FURB44271","FURB44271","1200","Bom Princípio.","1011","1011","IFFSC 974/N/11. Habitat: Floresta Ombrófila Mista; Estágio Médio a Avançado (explorado) Habito: arbórea; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","2020-10-14 10:06:45-03","FURB","FURB","9406","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Sobral, M","2008","04","01","Gasper, A.L. de; Brogni, E. & Wolff, A.G.B.","2008","01","23","Brasil","Santa Catarina","Rio das Antas","-51.0327778","-26.9091667","-51.0327778","-26.9091667","FURB44293","FURB44293","1371","Retiro Saudoso.","970","970","Florística IFFSC 672. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: arbórea; flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","2020-10-14 10:06:45-03","FURB","FURB","9552","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Verdi, M","2008","04","01","Dreveck, S.; Verdi, M. & Godoy, M.B.","2007","12","13","Brasil","Santa Catarina","Rio Negrinho","-49.68","-26.55","-49.6800000","-26.5500000","FURB44289","FURB44289","81","Butiá II.","979","979","Florística IFFSC 902. Habitat: Floresta Ombrófila Mista; Habito: flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","2019-11-08 08:56:35-03","FURB","FURB","52918","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Mentz, LA","1995",NA,NA,"Mentz, LA; et al.","1983","11","10","Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"FURB52918","FURB52918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"1114","2020-10-14 10:06:45-03","FURB","FURB","62195","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Padilha. P.T.","2018","03","21","Medeiros, A.","2017","09","15","Brasil","Santa Catarina","Balneário Camboriú","-48.6347007751465","-26.9906005859375",NA,NA,"FURB62195","FURB62195","684","Barra.",NA,NA,"Coleta 684. Habitat: Terrestre Habito: Herbácea",NA,NA,NA,NA,NA,NA,"8793","auto",NA,NA,NA,NA,NA,NA,NA
"1115","2020-10-14 10:06:45-03","FURB","FURB","62178","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Colares, R.","2018","03","12","Medeiros, A.","2017","08","31","Brasil","Santa Catarina","Balneário Camboriú","-48.6347007751465","-26.9906005859375",NA,NA,"FURB62178","FURB62178","711","Praia do Estaleiro (mirante).",NA,NA,"Coleta 711. Flor lilás.",NA,NA,NA,NA,NA,NA,"8793","auto",NA,NA,NA,NA,NA,NA,NA
"1116","2019-11-08 08:56:35-03","FURB","FURB","1198","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Cordeiro, J","2006",NA,NA,"Cristofolini, L.","2000","03","31","Brasil","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,"FURB44287","FURB44287",NA,"Velha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA
"1117","2019-11-08 08:56:35-03","FURB","FURB","3413","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Karstedt, F; Vendruscolo, GS","2006","09",NA,"Gasper, A.L. de","2005","07","22","Brasil","Santa Catarina","Indaial","-49.2317008972168","-26.8978004455566",NA,NA,"FURB44249","FURB44249","364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29534","auto",NA,NA,NA,NA,NA,NA,NA
"1118","2020-10-14 10:06:45-03","FURB","FURB","5727","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Gasper, AL de","2007","07","19","Piaz, G.K.","2006","10","19","Brasil","Santa Catarina","Massaranduba","-49.00830078125","-26.6105995178223",NA,NA,"FURB03606","FURB03606",NA,"Sítio Verde-Amarelo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18914","auto",NA,NA,NA,NA,NA,NA,NA
"1119","2020-10-14 10:06:45-03","FURB","FURB","4113","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Gasper, AL de","2007","07","19","Gasper, A.L. de","2005","09","10","Brasil","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,"FURB44297","FURB44297","418","Próximo Cepa.","800","800",NA,NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA
"1120","2021-03-16 17:55:11-03","UCS","HUCS","33398","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Ribas, O.S.","2007",NA,NA,"Ribas, O.S.","2007","07","19","Brasil","Paraná","Dr Ulysses",NA,NA,NA,NA,NA,NA,"7859","Mata da Porda - Varzeão",NA,NA,"Árvore 5m, flor azul.&nf;Floresta Ombrófila Densa&nf;Herbarium MBM",NA,NA,NA,NA,"Angiospermae","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","2021-03-16 17:55:11-03","UCS","HUCS","22731","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Wasum, R.A.",NA,NA,NA,"Brunetto, A.","2004","04","05","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"54","Ana Rech - Faxinal, interior da mata.",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Solanales","49662","auto",NA,NA,NA,NA,NA,NA,NA
"1122","2021-03-16 17:55:11-03","UCS","HUCS","16041a","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Grizzon, M.","2012",NA,NA,"Wasum, R.A.","2011","02","19","Brasil","Rio Grande do Sul","São Marcos","-51.0680999755859","-28.9710998535156",NA,NA,NA,NA,"4809","Bairro Francisco Doncato",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Solanales","15120","auto",NA,NA,NA,NA,NA,NA,NA
"1123","2021-03-16 17:55:11-03","UCS","HUCS","17883","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Senna, R.M.",NA,NA,NA,"Spanholi, J.","2000","07","21","Brasil","Santa Catarina","Celso Ramos","-51.3363990783691","-27.6343994140625",NA,NA,NA,NA,"s.n.","Barra do Rio Canoas",NA,NA,"Herbario HAS 37229",NA,NA,NA,NA,"Angiospermae","Solanales","13642","auto",NA,NA,NA,NA,NA,NA,NA
"1124","2021-03-16 17:55:11-03","UCS","HUCS","27557","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Mentz, L.A.","2007","03","23","Wasum, R.A.","2006","01","17","Brasil","Paraná","Paulo Frontin","-50.8358001708984","-26.0396995544434",NA,NA,NA,NA,"3425","Em orla da estrada.",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Solanales","20486","auto",NA,NA,NA,NA,NA,NA,NA
"1125","2021-03-16 17:55:11-03","UCS","HUCS","17495","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Smith, S.F.","2002","02",NA,"Wasum, R.A.","2000","11","26","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"772","Est. para Taquara, na orla da mata.",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Solanales","76715","auto",NA,NA,NA,NA,NA,NA,NA
"1126","2021-03-16 17:55:11-03","UCS","HUCS","23650","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Ribas, O.S.","2004",NA,NA,"Ribas, O.S.","2003","12","21","Brasil","Paraná","São Pedro do Ivaí","-51.8563995361328","-23.8652992248535",NA,NA,NA,NA,"5710","Fazenda Barbacena",NA,NA,"Arvore de 6m, flor lilás.&nf;Floresta Estacional Semidecídua.&nf;Herbário MBM.",NA,NA,NA,NA,"Angiospermae","Solanales","16604","auto",NA,NA,NA,NA,NA,NA,NA
"1127","2021-03-16 17:55:11-03","UCS","HUCS","32373","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Wasum, R.A.","2007",NA,NA,"Magrin, M.A.","2007","04","15","Brasil","Rio Grande do Sul","Nova Petrópolis","-51.1143989562988","-29.3763999938965",NA,NA,NA,NA,"09","Linha Araripe, potreiro.",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Solanales","14669","auto",NA,NA,NA,NA,NA,NA,NA
"1128","2021-03-16 17:55:11-03","UCS","HUCS","18553","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Senna, R.M.",NA,NA,NA,"Kern, L.","2002","12","11","Brasil","Rio Grande do Sul","Machadinho","-51.6678009033203","-27.5669002532959",NA,NA,NA,NA,"s.n.","Linha Canudo",NA,NA,"Arbusto - fumo bravo.&nf;Herbário Alarich Schultz HAS - 39168",NA,NA,NA,NA,"Angiospermae","Solanales","14933","auto",NA,NA,NA,NA,NA,NA,NA
"1129","2021-03-16 17:55:11-03","UCS","HUCS","18583","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Senna, R.M.",NA,NA,NA,"Molina, R.","2000","12","07","Brasil","Rio Grande do Sul","Machadinho","-51.6678009033203","-27.5669002532959",NA,NA,NA,NA,"s.n.","Linha Coqueiro, arbusto - fumo-bravo.",NA,NA,"Herbário HAS 39301.",NA,NA,NA,NA,"Angiospermae","Solanales","14933","auto",NA,NA,NA,NA,NA,NA,NA
"1130","2021-03-16 17:55:11-03","UCS","HUCS","10990","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Smith, S.F.","1996","01",NA,"Butzke, A.","1993","11","19","Brasil","Rio Grande do Sul","Gaurama","-52.0942001342773","-27.5841999053955",NA,NA,NA,NA,"s.n.","Linha Tonello, em beira da mata.",NA,NA,"HERBARA 7292",NA,NA,NA,NA,"Angiospermae","Solanales","11998","auto",NA,NA,NA,NA,NA,NA,NA
"1131","2021-03-16 17:55:11-03","UCS","HUCS","13188","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Mentz, L.A.","1995","10","19","Kunniyoshi, Y.S.","1976","08","27","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"3875","Mananciais da Serra",NA,NA,"Árvore de 10m - frequente na mata.",NA,NA,NA,NA,"Angiospermae","Solanales","12577","auto",NA,NA,NA,NA,NA,NA,NA
"1132","2021-03-16 17:55:11-03","UCS","HUCS","12771","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Smith, S.F.","1998","12",NA,"Kegler, A.","1998","08","19","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"11","Margem rota do sol, Ana Rech.",NA,NA,"Em orla do capoeirão.",NA,NA,NA,NA,"Angiospermae","Solanales","49662","auto",NA,NA,NA,NA,NA,NA,NA
"1133","2021-03-16 17:55:11-03","UCS","HUCS","35351","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Magrini, S.; Wasum, R.A.",NA,NA,NA,"Magrini, S.","2009","10","14","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"50","Mato Sanvitto, em borda de mata.",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Solanales","49662","auto",NA,NA,NA,NA,NA,NA,NA
"1134","2021-03-16 17:55:11-03","UCS","HUCS","27251","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Mentz, L.A.","2007","03","23","Wasum, R.A.","2005","11","08","Brasil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"s.n.","Minas de Xisto, orla da mata.",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Solanales","31353","auto",NA,NA,NA,NA,NA,NA,NA
"1135","2021-03-16 17:55:11-03","UCS","HUCS","25738","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Mentz, L.A.","2007","03","23","Wasum, R.A.","2007","04","19","Brasil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"2717","Minas Xisto, orla da mata.",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Solanales","31353","auto",NA,NA,NA,NA,NA,NA,NA
"1136","2021-03-16 17:55:14-03","UCS","HUCS","49866","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Dani, J.G.","2019","03","19","Abreu, F.P.","2018","12","04","Brasil","Rio Grande do Sul","Caxias do Sul","-51.401197","-29.313939","-51.401197","-29.313939",NA,NA,"116","Parque Jardim da Lagoa - Desvio Rizzo","740","740","Em banhado, herbácea",NA,NA,NA,NA,"Angiospermae","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","2021-03-16 17:55:14-03","UCS","HUCS","42467","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Gonzatti, F.","2015","03","16","Valduga, E.","2015","01","19","Brasil","Rio Grande do Sul","Osório","-50.412689","-29.953117","-50.412689","-29.953117",NA,NA,"585","Próximo à Lagoa dos Barros","14","14","arbusto de 3m de altura; campo",NA,NA,NA,NA,"Angiospermae","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","2021-03-16 17:55:14-03","UCS","HUCS","42099","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Gasper, A.L.","2009","10","25","Gasper, A.L.","2009","10","25","Brasil","Santa Catarina","Indaial","-49.179722","-27.116111","-49.179722","-27.116111",NA,NA,"2467","Faxinal do Bepe, Parque Nacional da Serra do Itajaí","780","780","Altura 5m, flor roxa. FURB 16274.; FOD, arbórea.",NA,NA,NA,NA,"Angiospermae","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","2021-03-16 17:55:14-03","UCS","HUCS","51130","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Cortellini, F.","2020","05","01","Cortellini, F.","2020","05","01","Brasil","Rio Grande do Sul","Fagundes Varela","-51.721667","-28.845278","-51.721667","-28.845278",NA,NA,"s.n.","Linha General Neto, São Judas Tadeu","509","509","Borda de floresta. Árvore com 4 m de altura e folhas esbranquiçadas na parte inferior",NA,NA,NA,NA,"Angiospermae","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","2021-03-16 17:55:14-03","UCS","HUCS","28156","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Stehmann, J.R.","2006","02",NA,"Berger, J.Z.","2006","02","12","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"351",NA,NA,NA,"Arvoreta, flor lilás.&nf;Herbário MBM.",NA,NA,NA,NA,"Angiospermae","Solanales","25180","auto",NA,NA,NA,NA,NA,NA,NA
"1141","2021-03-16 17:55:14-03","UCS","HUCS","26782","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.",NA,NA,NA,NA,"Echeverrigaray, S.","2005","10","30","Brasil","Rio Grande do Sul","Camaquã","-51.812198638916","-30.8511009216309",NA,NA,NA,NA,"s.n.",NA,"200","200","em orla da mata",NA,NA,NA,NA,"Angiospermae","Solanales","49429","auto",NA,NA,NA,NA,NA,NA,NA
"1142","2021-03-16 17:55:14-03","UCS","HUCS","18555","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Senna, R.M.",NA,NA,NA,"Antune, J.","2000","11","10","Brasil","Rio Grande do Sul","Maximiliano de Almeida","-51.8032989501953","-27.6322002410889",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Arbusto, fumo bravo.&nf;Herbário Alarich Schultz - HAS - 39227",NA,NA,NA,NA,"Angiospermae","Solanales","13380","auto",NA,NA,NA,NA,NA,NA,NA
"1143","2021-03-16 17:55:14-03","UCS","HUCS","46434","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Mentz, L.A.","2011",NA,NA,"Wasum, R.A.","2005","11","05","Brasil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"3089","arredores","800","800","orla da mata",NA,NA,NA,NA,"Angiospermae","Solanales","31353","auto",NA,NA,NA,NA,NA,NA,NA
