"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","stateProvince","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","469396","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso",NA,NA,NA,NA,"R. M. Klein","848","1954","11","29","Brazil","Itajaí","Cunhas, Itajaí","-48.6617","-26.9081",NA,NA,"15","15","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41912' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469396","NY00469396_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","469392","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso",NA,NA,NA,NA,"R. Reitz","6582","1958","03","07","Brazil","Presidente Nereu","Sabiá, Presidente Nereu","-49.3903","-27.2772",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41905' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469392","NY00469392_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","538090","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","47335","1984","01","11","Brazil","Guarapuava","Guara","-51.4581","-25.3956",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742108' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538090","NY00538090_01","Paraná","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","469390","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso",NA,NA,NA,NA,"R. Reitz","3152","1956","04","19","Brazil","Luiz Alves","Braço Joaquim, Luis Alves, Itajai","-48.941177","-26.748537",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469390","NY00469390_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","538091","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","J. G. Rohwer",NA,NA,NA,"G. G. Hatschbach","13668","1966","02","08","Brazil","Lapa","Rod. do Xisto, Agua Amarela","-49.7156","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742110' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538091","NY00538091_01","Paraná","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","538108","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","I. de Vattimo",NA,NA,NA,"R. M. Klein","2908","1962","09","13","Brazil","Lages","Alto da Serra, Encruzilhada, Lajes","-50.3258","-27.8161",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742103' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538108","NY00538108_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","538106","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","I. de Vattimo",NA,NA,NA,"R. Reitz","10579","1960","12","26","Brazil","Sao José","Serra da Boa Vista, Sao José","-48.6272","-27.6156",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742102' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538106","NY00538106_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","538102","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","I. de Vattimo",NA,NA,NA,"L. B. Smith","10642","1957","02","02","Brazil","Mafra","East of Mafra","-49.7556","-26.183307",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742106' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538102","NY00538102_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","538095","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso",NA,NA,NA,NA,"A. C. Cervi","2927","1989","10","27","Brazil","Ponta Grossa","Parque Estadual Vila Velha, Rio Quebra Perna","-50.011477","-25.232383",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538095","NY00538095_01","Paraná","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","469386","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso",NA,NA,NA,NA,"R. Reitz","2727","1956","02","16","Brazil","Luiz Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469386","NY00469386_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","538103","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","I. de Vattimo",NA,NA,NA,"L. B. Smith","8887","1956","12","20","Brazil","Pôrto Uniao","South of Pôrto Uniao on the road to Matos Costa (42 km)","-51.0781","-26.2383",NA,NA,"750","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742098' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538103","NY00538103_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","538093","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","H. H. van der Werff",NA,NA,NA,"R. Reitz","17959","1965","12","18","Brazil","Piraí do Sul","Serra das Furnas, Piraí do Sul","-49.9483","-24.5261",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742092' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538093","NY00538093_01","Paraná","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","469393","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso",NA,NA,NA,NA,"R. Reitz","6585","1958","03","07","Brazil","Presidente Nereu","Sabiá, Presidente Nereu","-49.3903","-27.2772",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469393","NY00469393_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","538105","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","I. de Vattimo",NA,NA,NA,"R. M. Klein","3171","1962","12","04","Brazil","Lages","Alto da Serra, Lajes","-50.3258","-27.8161",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742101' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538105","NY00538105_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","469395","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso",NA,NA,NA,NA,"R. Reitz","4019","1951","05","05","Brazil","Brusque","Brusque","-48.9172","-27.0983",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41896' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469395","NY00469395_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","538086","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","J. B. Baitello",NA,NA,NA,"M. E. Medri","s.n.","1990","01","16","Brazil","Teixeira Soares","Floresta Nacional de Irati-Ibama. Cidade: Teixeira Soares","-50.4606","-25.3683",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538086","NY00538086_01","Paraná","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","538096","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","H. H. van der Werff",NA,NA,NA,"G. G. Hatschbach","17624","1967","10","27","Brazil","Rio Branco do Sul","Sao Vicente","-49.3142","-25.1903",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742094' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538096","NY00538096_01","Paraná","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","469385","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso",NA,NA,NA,NA,"R. Reitz","2621","1956","02","04","Brazil","Ibirama","Horto Florestal I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41908' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469385","NY00469385_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","538088","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","40415","1977","10","29","Brazil","Piraquara","Nova Tirol","-49.048057","-25.507775",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742107' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538088","NY00538088_01","Paraná","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","538109","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","I. de Vattimo",NA,NA,NA,"R. M. Klein","4070","1963","10","28","Brazil","Curitibanos","Curitibanos","-50.617613","-27.287336",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742104' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538109","NY00538109_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","469405","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso",NA,NA,NA,NA,"G. G. Hatschbach","19423","1968","06","25","Brazil","Guaratuba","Serra de Araraquara","-48.5744","-25.8831",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469405","NY00469405_01","Paraná","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","469401","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso",NA,NA,NA,NA,"R. M. Klein","2421","1960","03","11","Brazil","Blumenau","Morro Spitzkopf, Blumenau","-49.136514","-27.027101",NA,NA,"650","650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41902' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469401","NY00469401_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","538101","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","I. de Vattimo",NA,NA,NA,"R. M. Klein","1956","1956","05","18","Brazil","Ibirama","Hôrto Florestal I.N.P., Ibirama","-49.5178","-27.0569",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538101","NY00538101_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","538092","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","H. H. van der Werff",NA,NA,NA,"G. G. Hatschbach","17407","1967","10","10","Brazil","Ponta Grossa","Passo do Pupo","-49.96198","-25.145584",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742091' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538092","NY00538092_01","Paraná","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","538104","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","I. de Vattimo",NA,NA,NA,"R. Reitz","13857","1952","10","29","Brazil","Lebon Régis","Rio dos Patos, Lebon Regis","-50.691887","-26.968671",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742100' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538104","NY00538104_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","469404","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso",NA,NA,NA,NA,"M. Sobral","3675","1985","01","13","Brazil","Viamao","Itapua, Viamao. Em beira de mata proxima a Laguna dos Patos","-51.0231","-30.0811",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469404","NY00469404_01","Rio Grande do Sul","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","538099","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","J. B. Baitello",NA,NA,NA,"M. das G. L. Wanderley","95","1976","10","22","Brazil","Sao Paulo","Sao Paulo, Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538099","NY00538099_01","São Paulo","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","469394","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso",NA,NA,NA,NA,"R. Reitz","7134","1958","09","12","Brazil","Rio do Sul","Rio do Sul","-49.6431","-27.2144",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41899' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469394","NY00469394_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","538089","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","G. G. Hatschbach",NA,NA,NA,"J. C. Lindeman","13668b","1966","02","08","Brazil","Antônio Olinto","Rodovia do Xisto, near Rio Agua Amarela, 25 km E of S. Mateus do Sul","-50.1969","-25.9861",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742109' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538089","NY00538089_01","Paraná","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","469391","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso",NA,NA,NA,NA,"R. Reitz","3286","1956","06","08","Brazil","Santo Amaro da Imperatriz","Piloes, Santo Amaro da Imperatriz","-48.7783","-27.6883",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41904' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469391","NY00469391_01","Santa Catarina","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","538098","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","H. H. van der Werff",NA,NA,NA,"A. J. B. Chevalier","s.n.","1928","08","28","Brazil","Ponta Grossa","Ponta Grossa","-50.077154","-25.140873",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538098","NY00538098_01","Paraná","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","538097","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","H. H. van der Werff",NA,NA,NA,"G. Eiten","5903","1965","02","08","Brazil","Paraguaçú Paulista","Fazenda Sao José, 1 km W of Rio Sao Mateus and a few km N of main highway (Raposo Tavares) at km 484","-50.808","-22.542",NA,NA,"425","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538097","NY00538097_01","São Paulo","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","538087","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","J. B. Baitello",NA,NA,NA,"F. C. Hoehne","23123","1928","10","20","Brazil","Curitiba","Curityba. Caminho para Paranaguá","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742111' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538087","NY00538087_01","Paraná","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","355763","PreservedSpecimen","Plantae","Lauraceae","Oreodaphne","porosa","Oreodaphne porosa","Nees",NA,NA,NA,NA,"F. Sellow","s.n.",NA,NA,NA,"Brazil",NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Com. am. DC. 1862 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=262539' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355763","NY00355763_01",NA,"Magnoliophyta","Laurales","South America","sheet","probable syntype",NA,NA,NA,NA,NA,NA,NA
"45","2020-11-13 09:20:05-03","UFRJ","RFA","8388","PreservedSpecimen","Plantae","Lauraceae","Ocotea","porosa","Ocotea porosa","(Nees & Mart.) Barroso","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach; J.Lindeman e H.Haas","13668","1966","02","08","Brasil","Lapa","Rodovia do Xisto, Água Amarela","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"Árvore 10 m de altura","RFA27532",NA,"Paraná",NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA
