"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","931384","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","D. Philcox","3072","1967","11","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931384","Magnoliophyta","Lamiales","Silva Manso",NA,"Mato Grosso",NA,"Roadside, km. 272, Xavantina-Cachimbo road.","-51.77","-12.82","NY00931384_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00402701","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","I. L. do Amaral","1040","1983","04","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489072' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402701","Magnoliophyta","Lamiales","Silva Manso","A. H. Gentry","Pará","Itaituba","Estrada Santarém-Cuiabá, Br 163, km 780, com penetraçao de 1 km dentro da mata, Serra do Cachimbo.","-54.9","-9.37","NY00402701_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","931381","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","G. G. Hatschbach","37469","1975","11","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931381","Magnoliophyta","Lamiales","Silva Manso","A. H. Gentry","Mato Grosso","Dom Aquino","Rod. MT-364","-54.9178","-15.8108","NY00931381_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00938342","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","Collector unspecified","117x",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2491624' target='other'> <mi>dwc_moreinfo</mi></a>","NY00938342","Magnoliophyta","Lamiales","Silva Manso",NA,NA,NA,NA,NA,NA,"NY00938342_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","931374","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","H. S. Irwin","34670","1972","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011488' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931374","Magnoliophyta","Lamiales","Silva Manso","A. H. Gentry","Goiás","Niquelândia","ca. 15 km S. of Niquelândia","-48.45","-14.58557","NY00931374_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","402700","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","G. M. Magalhaes","19242","1963","05","21","South America","Brazil","sheet",NA,"See fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489075' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402700","Magnoliophyta","Lamiales","Silva Manso","I. de Vattimo","Minas Gerais","Monte Alegre","8 Km Noroeste da cidade Monte Alegre. Bacia do Rio Paranaiba.",NA,NA,"NY00402700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","931385","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","C. L. Collenette","186","1927","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931385","Magnoliophyta","Lamiales","Silva Manso",NA,"Mato Grosso","Cuiabá","Burity, N.E. of Cuyabá","-55.77825","-15.432","NY00931385_01 NY00931385_02","686","686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02108779","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","C. A. Cid Ferreira","4467","1984","06","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2267900' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108779","Magnoliophyta","Lamiales","Silva Manso",NA,"Rondônia","Vilhena","BR-364, rodovia Porto Velho-Cuiabá, Km 39","-60.62","-12.13","NY02108779_01 NY02108779_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01177676","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","M. G. Vieira","956","1979","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418099' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177676","Magnoliophyta","Lamiales","Silva Manso","A. H. Gentry","Rondônia",NA,"Fazenda Sao Francisco de Assis, km 645 da estrada Vilhena-Pimenta Bueno","-60.17","-12.75","NY01177676_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02108777","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","M. G. Vieira","623","1979","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2267897' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108777","Magnoliophyta","Lamiales","Silva Manso",NA,"Rondônia",NA,"a 4 Km próximo de Vilhena","-60.166667","-12.75","NY02108777_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","931373","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","H. S. Irwin","11811","1966","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011486' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931373","Magnoliophyta","Lamiales","Silva Manso","A. H. Gentry","Goiás","Goiás","Serra Dourada, Summit of Serra Dourada, 20 km S.E. of Goiás Velho","-50.00122","-16.0611","NY00931373_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","402699","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","P. E. Gibbs","3404","1976","11","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489070' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402699","Magnoliophyta","Lamiales","Silva Manso","I. de Vattimo","São Paulo","Moji-Guaçu","25 km NW de Mogi-Guaçú. Estaçao Experimental de Mogi-Guaçú (Fazenda Campininha)","-47.164784","-22.242395","NY00402699_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","931372","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","H. S. Irwin","11124A","1965","12","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931372","Magnoliophyta","Lamiales","Silva Manso","A. H. Gentry","Distrito Federal","Brasília","Immediately south of Brasília","-47.9167","-15.79234","NY00931372_01","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02108778","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","M. G. da Silva","4072","1979","01","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2267899' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108778","Magnoliophyta","Lamiales","Silva Manso",NA,"Rondônia",NA,"Vilhena, arredores do aeroporto","-60.099174","-12.694217","NY02108778_01 NY02108778_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","931382","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","G. G. Hatschbach","65613","1996","11","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011515' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931382","Magnoliophyta","Lamiales","Silva Manso","G. G. Hatschbach","Mato Grosso","Vila Bela da Santíssima Trindade","Rodovia para Rio Verde, km 30-40","-59.9506","-15.0083","NY00931382_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01177674","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","M. G. Vieira","956","1979","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418090' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177674","Magnoliophyta","Lamiales","Silva Manso","A. H. Gentry","Rondônia",NA,"Fazenda Sao Francisco de Assis, km 645 da estrada Vilhena-Pimenta Bueno","-60.17","-12.75","NY01177674_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01177671","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","G. T. Prance","P25003","1977","11","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1417979' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177671","Magnoliophyta","Lamiales","Silva Manso","A. H. Gentry","Pará",NA,"BR 163 Cuiabá-Santarém; km 823","-54.869467","-9.2187147","NY01177671_01","570","570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","402863","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","J. C. Solomon","7732","1982","05","21","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489074' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402863","Magnoliophyta","Lamiales","Silva Manso","I. de Vattimo","El Beni","Vaca Díez","37 km E of Riberalta on road to Guayaramerín.","-65.75","-11.08",NA,"230","230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","931371","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","H. S. Irwin","7464","1964","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931371","Magnoliophyta","Lamiales","Silva Manso","A. H. Gentry","Goiás","Caiapônia","Ca. 40 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","-51.78","-17.27","NY00931371_01","800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","931379","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","R. Souza","10418","1968","10","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011508' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931379","Magnoliophyta","Lamiales","Silva Manso","D. R. Hunt","Mato Grosso",NA,"12 km to S. of base camp, along road.","-51.77","-12.82","NY00931379_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01177672","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","J. M. Pires","6227","1956","12","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1417980' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177672","Magnoliophyta","Lamiales","Silva Manso","N. Y. Sandwith","Pará",NA,NA,NA,NA,"NY01177672_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","931375","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","E. P. Heringer","18002","1980","12","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011491' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931375","Magnoliophyta","Lamiales","Silva Manso","I. de Vattimo","Goiás","Luziânia","(15 km ao sul da cidade)","-47.9503","-16.2528","NY00931375_01 NY00931375_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01177675","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","M. G. Vieira","673","1979","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418092' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177675","Magnoliophyta","Lamiales","Silva Manso","A. H. Gentry","Rondônia",NA,"A 4 km próximo de Vilhena","-60.17","-12.75","NY01177675_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","931377","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","G. T. Prance","18896","1973","10","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011500' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931377","Magnoliophyta","Lamiales","Silva Manso","A. H. Gentry","Mato Grosso","Chapada dos Guimarães","Cerradão behind Colegio de Buriti.","-55.80725","-15.415111","NY00931377_01","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","13820","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","Amaral Jr., A.","103","1985","10","24",NA,"Brasil",NA,NA,"Flores brancas","BOTU013820",NA,NA,"Silva Manso",NA,"São Paulo","Botucatu","À margem da Rodovia sem pavimentação que liga Vitoriana ao Rio Bonito (Estrada do Roberto)",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-08 11:07:42-03","UNESP-IBB","BOTU","10573","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","Gottsberger, I.S.","101074","1974","05","10",NA,"Brasil",NA,NA,"Altitude ca. 550m. Uma área de cerrado, consistindo de dois morros e um vale no meio. A área é preservada pela Usina de Açúcar de São Manuel; declive a oeste; cerrado aberto com árvore de 2-5m de altura; queimado em jul; Coleção: Cer","BOTU010573",NA,NA,"Silva Manso","Gottsberger, G.","São Paulo","Botucatu","18km ao norte de Botucatu, 14km a leste de São manuel. Ao longo da estrada São Manuel-Piracicaba. Perto da Estação 13 de maio, da antiga linha de trem.","-48.416667","-22.75",NA,NA,NA,"48°25'w","22°45's","1982",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 11:07:42-03","UNESP-IBB","BOTU","13819","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","Bicudo, L.R.H.","248","1986","01","07",NA,"Brasil",NA,NA,"Planta com 50 cm de altura, flores lilás com face da corola mais intenso e tubo claro no lado interior, odor suave, quase imperceptivel","BOTU013819",NA,NA,"Silva Manso",NA,"São Paulo","Botucatu",NA,"-48.284722","-22.8",NA,NA,NA,"48°17'5w","22°48's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","7555","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","Almeida, C.M.P.R.","7","1979","11","13",NA,"Brasil",NA,NA,"Arbusto com 1,5 m de altura, com flores amarelas","BOTU007555",NA,NA,"Silva Manso",NA,"São Paulo","Botucatu","A 18 km ao norte de Botucatu, 14 km leste de São Manuel ao longo da estrada São Manuel-PiracicaBahia perto da antiga estação 13 de Maio",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","11769","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","Ary","13","1983","11","03",NA,"Brasil",NA,NA,"Plantas que recentemente haviam sido cortados e o ramo presente seriam os primeiros a surgirem","BOTU011769",NA,NA,"Silva Manso",NA,"São Paulo","Itapetininga","AlamBahiari",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","21763","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","Salvador, J.L.G.","15","1998","06","18",NA,"Brasil",NA,NA,"Árvore 5m, flores roxas, caule liso.","BOTU021763",NA,NA,"Silva Manso",NA,"Mato Grosso do Sul","Anaurilândia",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","8966","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","Yanagizawa, Y.",NA,"1981","01","12",NA,"Brasil",NA,NA,"Planta com xilopodio, e flores roxas cheirosas","BOTU008966",NA,NA,"Silva Manso",NA,"São Paulo","Botucatu","Santa Maria do Araqua, cerrado 13 de Maio",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 11:07:42-03","UNESP-IBB","BOTU","10575","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","Gottsberger, I.S.","24R","1971","05","20",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010575",NA,NA,"Silva Manso","Gottsberger, G.","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"48°25'w","22°45's","1975",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 11:07:42-03","UNESP-IBB","BOTU","10574","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","Gottsberger, I.S.","60","1970","03","24",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010574",NA,NA,"Silva Manso","Gottsberger, G.","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"48°25'w","22°45's","1975",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-07-03 08:31:56-03","UNEMAT","TANG","138","S","Plantae","Fabaceae","Jacaranda","rufa","Jacaranda rufa","Anônimo","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"corola verde, Herbário UFMT,","TANG000000138",NA,NA,"Silva Manso",NA,"Mato Grosso","Tangará da Serra",NA,"-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:35:35-03","EAO","IAN","129088","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","rufa","Jacaranda rufa","Pires, JM; Belém, RP","12994","1970","09",NA,"Southern America","Brasil",NA,NA,"Árvore com 10m e 30cm diam. Solo de várzea.","IAN129088","Dicotiledônea",NA,"Silva Manso","Oliveira, E","Pará",NA,"Rio Itacaiunas, afl. do Rio Tocantins, Serra Buritirama (B4), região com minério de manganês.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
