"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","maximumElevationInMeters","fieldNumber","individualCount","typeStatus"
"11","2021-03-01 16:18:54-03","UNICAMP","UEC","170476","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Dutilh, JHA","s.n.","2001","07","03",NA,"Brazil","São Paulo",NA,NA,"Cultivado na beira da estrada.","UEC010280","UEC010280",NA,"Eldorado","-48.392083","-24.646639",NA,NA,NA,NA,"-48.392083","-24.646639",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:18:54-03","UNICAMP","UEC","170476","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Dutilh, JHA","s.n.","2001","07","03",NA,"Brazil","São Paulo",NA,NA,"Cultivado na beira da estrada.","UEC010280","UEC010280",NA,"Eldorado","-48.469444","-24.6175",NA,NA,NA,NA,"-48.469444","-24.6175",NA,NA,NA,NA,NA,NA,NA
"13","2019-08-20 09:59:00-03","UNICAMP","UEC","21690","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Heringer, EP; Rizzini; Mattos, JR","15889","1976","06","23",NA,"Brazil","Distrito Federal",NA,NA,"flor, Afloramento de rocha calcárea. Planta colmatosa, às vezes inclinando-se pelas fendas da rocha, flores com haste de 50cm, flores vermelhas.","UEC106048","UEC106048","Dutilh, JHA","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"2001","08",NA,NA,NA,NA,NA
"14","2019-08-20 09:59:00-03","UNICAMP","UEC","21689","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Heringer, EP","15463","1976","12","23",NA,"Brazil","Distrito Federal","Residência do Prof. Heringer",NA,"flor, Coletada na região calcárea de Brasília e cultivada na residência do prof. Heringer.","UEC106051","UEC106051","Dutilh, JHA","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"2001","08",NA,NA,NA,NA,NA
"15","2019-08-20 09:59:00-03","UNICAMP","UEC","21683","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Heringer, EP; Mendonça, RC; Paula, JE; Heringer-Salles, AE","15945","1976","09","09",NA,"Brazil","Distrito Federal","UnB",NA,"flor, Cultivada na UnB, procedente de Corumbá. Planta colmosa, às vezes, os colmos se agregam nas fendas de calcário. Flores vermelhas. Afloramentos calcáreos e suas imediações.","UEC106050","UEC106050","Dutilh, JHA","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"2001","08",NA,NA,NA,NA,NA
"16","2019-08-20 09:59:00-03","UNICAMP","UEC","170475","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Dutilh, JHA","s.n.","1995","08","13",NA,"Brazil","Minas Gerais",NA,NA,NA,"UEC010279","UEC010279",NA,"Carmo do Rio Claro","-46.1189002990723","-20.9719009399414","25874","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-20 09:59:00-03","UNICAMP","UEC","68741","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Marcondes-Ferreira, W; Dutilh, JHA","25673","1991","08","21",NA,"Brazil","Minas Gerais","Represa de Furnas",NA,"flor, Herbácea, escapo com duas flores, folhas apontando. Flores vermelhas, com centro esverdeado. Paraperigônio com muitas fímbrias, tubo 2cm muito estreito. Cresce em ilhas de rochas calcáreas com muitas cactáceas e pseudobombax. Col","UEC090262","UEC090262",NA,"Formiga","-45.426399230957","-20.4643993377686","46203","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:18:54-03","UNICAMP","UEC","170592","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Dutilh, JHA; Semir, J","s.n.","2008","08","11",NA,"Brazil","Santa Catarina",NA,NA,"Coletada e cultivada por M. Peixoto, em Mogi das Cruzes.","UEC010156","UEC010156",NA,"Blumenau","-49.0661010742188","-26.9193992614746","34291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-09-27 18:03:26-03","UFES","VIES","35308","S","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Borges, W.S.; Armengol, J.B.","7","2014","07","28",NA,"Brasil","Espírito Santo","Matilde.",NA,NA,"VIES035308","VIES035308","Dutilh, J.H.A.","Alfredo Chaves","-40.749698638916","-20.6350002288818","32447","auto",NA,NA,NA,NA,"2015","11","23",NA,NA,NA,NA
"20","2020-12-21 16:11:34-03","MBM","MBM","36061","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Hatschbach, G.; Smith, L.B.; Pabst, G.; Pereira, E.; Smith, L.B.; Pabst, G.; Pereira, E.","35838","1975","01","30","Southern America","Brazil","Rio de Janeiro","Planalto",NA,"Das rochas e campo. Flor vermelha, base verde","MBM036061","MBM036061","Ravenna, P.","Itatiaia","-44.5633010864258","-22.4960994720459","19648","auto","2400",NA,NA,NA,"1981",NA,NA,"2400",NA,NA,NA
"21","2015-09-03 20:16:13-03","MNHN","RECOLNAT_MNHN_P","P02055557","PreservedSpecimen",NA,NA,NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Harley, R.M.|Pinheiro, R.|Renvoize, S.A.|Erskine, C.M.|brighton, C.A.",NA,"1974","5","28",NA,"Brasil","Bahia","Serra da Jacobina, W. of Estiva, ca. 12 km. N. of Senhor do Bonfim on the BA 130 to Juazeiro. Upper W.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02055557' target='other'> <mi>dwc_moreinfo</mi></a>","P02055557","P02055557_01",NA,NA,"-40.25","-10.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16546",NA,NA
"22","2020-10-01 14:25:45-03","JBB","HEPH","21172","S","Plantae","Monocotyledon","Asparagales","Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","Herb.","Salles, AEH","3373","2004","11","15","Southern America","Brasil","Minas Gerais","BR 367 entre Datas e Diamantina-MG. Nascente do Rio Jequitinhonha",NA,"Coordenadas: 1834020 4328305.",NA,NA,"Salles, AEH","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-29 17:16:16-03","UFMG","BHCB","192575","PreservedSpecimen","Plantae","Monocotyledon",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","Herb.","Ferreira, VL; Stehmann, JR","38","2018","09","18","Southern America","Brasil","Minas Gerais","Lapa do Baú",NA,"Flor vermelha.; Afloramento de calcáreo, em fissura no maciço.","BHCB192575",NA,NA,"Pedro Leopoldo","-43.992222","-19.548611",NA,NA,"733",NA,"-43.992222","-19.548611","2020","11",NA,"733",NA,NA,NA
"24","2021-01-29 17:16:16-03","UFMG","BHCB","199648","PreservedSpecimen","Plantae","Monocotyledon",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","Herb.","Ferreira, VL; Bragioni, TLS; Santos, GVA","328","2019","04","23","Southern America","Brasil","Minas Gerais","Gruta da Lapinha",NA,"Afloramento de calcário.;Fissura vertical no maciço.","BHCB199648",NA,NA,"Lagoa Santa","-43.96","-19.560556",NA,NA,"715",NA,"-43.96","-19.560556","2019","06","05","715",NA,NA,NA
"25","2011-06-09 17:53:00-03","MO","MOBOT","1804427","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","miniata","Amaryllis miniata","Ruiz & Pav.","C. Vargas C.","Vargas Calderón 2981","1942","11","8","South America","Peru","Cusco","Cuzco. Cultivada.",NA,NA,NA,NA,NA,"Cusco",NA,NA,NA,NA,"3380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2009-06-25 13:34:00-03","MO","MOBOT","2056335","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","miniata","Amaryllis miniata","Ruiz & Pav.","Paul C. Hutchison|J. Kenneth Wright","Hutchison 3835","1964","1","27","South America","Peru","Amazonas","Vicinity of Campomiento Ingenio 1 to3 km. up road to Pomacocha, and Rioja, from camp along the Río Ingenio.",NA,NA,NA,NA,NA,"Bongará",NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,"1400.00000000","159",NA,NA
"27","2012-04-26 09:03:00-03","MO","MOBOT","3030113","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","miniata","Amaryllis miniata","Ruiz & Pav.","Gert G. Hatschbach","Hatschbach 8297","1961","9","26","South America","Brazil","Pará","Mun. Piraquara.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","1197028","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","reginae","Amaryllis reginae","L.","Anonymous","Anonymous K748","1962","11","19","South America","Peru",NA,"Bulb was received from Iquitos, Peru 11/19/62.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","1804367","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","reginae","Amaryllis reginae","L.","Moore","Moore 1209","1965","7",NA,"South America","Peru","San Martín","Near Moyobamba.",NA,NA,NA,NA,NA,"Moyobamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2009-07-17 07:31:00-03","MO","MOBOT","1964972","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","reginae","Amaryllis reginae","L.","Paul C. Hutchison","Hutchison 1454","1957","9","30","South America","Peru","Amazonas","In deep jungle on the Río Utcubamba. On Cerro Tapur an hour's jeep-ride above Hacienda Misqui ca. 40 km south of Bagua Grande.",NA,NA,NA,NA,NA,"Bagua",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,"15",NA,NA
"31","2020-03-29 09:58:00-03","MO","MOBOT","3029971","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","reginae","Amaryllis reginae","L.","Pe. Raulino Reitz|Roberto M. Klein","Reitz 9101","1959","7","9","South America","Brazil",NA,"Capoeira. Morro do Cavolo, Palhoca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"32","2020-07-09 15:49:00-03","MO","MOBOT","3030209","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","reginae","Amaryllis reginae","L.","Reinaldo Espinosa","Espinosa 1632","1947","7","16","South America","Ecuador",NA,"Cerca de landangui (unos 28km S.Loja).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"33","2019-02-19 04:30:00-03","MO","MOBOT","3031396","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","martianum","Hippeastrum martianum","Schenk","C.F.P. Martius","Martius 18963","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-05-02 22:48:00-03","MO","MOBOT","100864842","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","miniatum","Hippeastrum miniatum","(Ruiz & Pav.) Herb.","Alfredo F. Fuentes|C. Mamani|D. Carrión","Fuentes Claros 19469","2015","8","18","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Apolobamba, Chullina, sector donde se encuentran casas de campo y plantaciones de Eucalipto que dan al río Paján.",NA,NA,NA,NA,"R. Lara (LPB)","Bautista Saavedra","-68.9013889","-15.1594444",NA,NA,"3600.00000000",NA,NA,NA,NA,NA,NA,NA,"15-11","1",NA
"35","2010-03-24 18:50:00-03","MO","MOBOT","1802696","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","miniatum","Hippeastrum miniatum","(Ruiz & Pav.) Herb.","Hipólito Ruiz L.|José A. Pavón","Ruiz López 10/7","1778",NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2010-01-01 20:51:00-02","MO","MOBOT","1803419","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Michael O. Dillon|James Aronson|Alan Herrera|Paul E. Berry","Dillon 1159","1978","7","17","South America","Peru","Puno","Ollachea to San Gabon.",NA,NA,NA,NA,NA,NA,"-70.47888","-13.66194",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,"2000.00000000",NA,NA,NA
"37","2016-04-07 14:03:33-03","UNIOESTE","UNOP","422","S","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Martins, F.","1","2014","09","28",NA,"Brasil","Paraná","Loteamento próximo a UFPR, na Rua Pioneiro.",NA,"Herbácea, bulbosa, flores com coloração vermelho vinho.",NA,NA,"Martins, F.","Palotina","-53.8400001525879","-24.283899307251","20826","auto","320",NA,NA,NA,"2014","09",NA,"320",NA,NA,NA
"38","2019-12-19 11:16:56-03","UFG","UFG","62826","S","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Mendonça, R.C.; et al.","4468","2001","10","17",NA,"Brasil","Goiás",NA,NA,"Erva ereta heliófila com até 0,50 m de altura. Raiz bulbosa. Folhas membranáceas. Flor vistosa, corola de cor coral, fauce branco e anteras amarelas. Abundante em áreas descampadas.","UFG0062826",NA,"Mendonça, R.C.","Posse","-46.420556","-14.075",NA,NA,"715",NA,"-46.420556","-14.075","2001","11","30","715",NA,NA,NA
"39","2020-09-12 05:00:02-03","US","US","2688606","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Amaryllis","miniata","Amaryllis miniata",NA,"R. A. Ferreyra & C. Acleto O.","15265","1963","8","19","South America - Neotropics","Peru","Amazonas","between Jazan and Chachapoyas",NA,NA,"US00008323",NA,NA,"Bongará",NA,NA,NA,NA,"1400","Monocotyledonae",NA,NA,NA,NA,NA,"1500",NA,"1",NA
"40","2020-09-12 05:00:02-03","US","US","2404098","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Amaryllis","miniata","Amaryllis miniata",NA,"P. C. Hutchison","1454","1957","9","30","South America - Neotropics","Peru","Amazonas","on the Río Utcubamba, on Cerro Tapur, an hour's jeep ride above Hacienda Misqui, ca. 40 km S of Bagua Grande",NA,NA,"US00042754",NA,NA,"Bagua",NA,NA,NA,NA,"1200","Monocotyledonae",NA,NA,NA,NA,NA,"1200",NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","2593178A","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Amaryllis","miniata","Amaryllis miniata",NA,"G. T. Prance","2396","1966","9","19","South America - Neotropics","Brazil","Amazonas","Opposite boca do acre, rios purus",NA,NA,"US00008324","US00008324_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2020-09-12 05:00:02-03","US","US","1280848","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","P. K. Dusén","6869","1908","10","11","South America","Brazil","Paraná","Balsa Nova, in palndosis",NA,NA,"US00042673","US00042673_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2020-09-12 05:00:02-03","US","US","1800377","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","M. B. Foster & R. Foster","587","1940","7","10","South America - Neotropics","Brazil","Minas Gerais","Pico de piedade",NA,NA,"US00042672","US00042672_01",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711","17082","auto","1300","Monocotyledonae",NA,NA,NA,NA,NA,"1300",NA,"1",NA
"44","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","P. Acevedo-Rodriguez, M. R. Pace, G. M. Antar & J. Fabri","16541","2017","8","29","South America - Neotropics","Brazil","Mato Grosso do Sul","Bonito; Serra da Bodoquena, northern area of southern sector","Photograph; Photograph; Photograph","US, NY",NA,NA,"Strong, Mark T., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"-56.7188","-21.1144",NA,NA,"500","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2020-09-12 05:00:02-03","US","US","1800379","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","M. B. Foster & R. Foster","790","1940","8","1","South America - Neotropics","Brazil","Espírito Santo","Linhores",NA,NA,"US00042674","US00042674_01",NA,NA,NA,NA,NA,NA,"30","Monocotyledonae",NA,NA,NA,NA,NA,"30",NA,"1",NA
"46","2020-09-12 05:00:02-03","US","US","2109950","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","M. Barreto","614","1933","6","16","South America - Neotropics","Brazil","Minas Gerais","Serra da Piedade",NA,NA,"US00054019","US00054019_01",NA,"Caeté","-43.6697006225586","-19.8799991607666","22051","auto",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2020-09-12 05:00:02-03","US","US","1800381","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","M. B. Foster","1047","1940","9","18","South America - Neotropics","Brazil","Mato Grosso do Sul","Morro do Urucum",NA,NA,"US00054018","US00054018_01",NA,"Corumbá","-57.6533012390137","-19.0091991424561","295160","auto","600","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"48","2020-09-12 05:00:02-03","US","US","2839896","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","R. M. Harley","16546","1974","2","28","South America - Neotropics","Brazil","Bahia","Serra da jacobina, w of estiva, ca 12 km n of ba 130 to juazeiro, upper w facing slope",NA,NA,"US00042671","US00042671_01",NA,NA,NA,NA,NA,NA,"1100","Monocotyledonae",NA,NA,NA,NA,NA,"1100",NA,"1",NA
"49","2020-09-02 16:19:17-03","Cenargen","CEN","67463","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Glocimar Pereira-Silva","11225","2007","01","21",NA,"Brasil","RS","Margem esquerda do lago da UHE Barra Grande.","Unicata","Plantas vegetando nas fendas das rochas no predão. Área de influência direta (lago).","CEN00067463","CEN00067463","A. C. Amaral-Lopes","VACARIA","-50.827777","-28.120555",NA,NA,"650",NA,"-50.827777","-28.120555","2007","01",NA,"650",NA,NA,NA
"50","2020-09-02 16:19:17-03","Cenargen","CEN","58173","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Luciano de Bem Bianchetti","1502","1996","12","18",NA,"Brasil","GO","Área a ser inundada.","Exsicatas","Material herborizado no mês de agosto de 2003. Flor vermelha com estrela verde na parte interna das pétalas.","CEN00058173","CEN00058173","A. C. Amaral-Lopes","COLINAS DO SUL","-48.290833","-13.721111",NA,NA,NA,NA,"-48.290833","-13.721111","2007","01",NA,NA,NA,"3",NA
"51","2020-09-02 16:19:17-03","Cenargen","CEN","57028","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Rui Américo Mendes","362","2001","08","22",NA,"Brasil","MG","Sítio Rancho Itapoã.","Exsicatas","Coletada uma muda e mantida em cultivo no Cenargen desde então. As exsicatas são oriundas do material herborizado em casa de vegetação.","CEN00057028","CEN00057028","A. C. Amaral-Lopes","BOM SUCESSO","-44.75","-21.033333",NA,NA,"800",NA,"-44.75","-21.033333","2006","08",NA,"800",NA,"2",NA
