"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","typeStatus","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00907639","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","E. P. Heringer","8600/794","1961","08","19","South America","Brazil","Distrito Federal","Brasília","Horto do Guará","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907639","NY00907639_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00907636","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","E. P. Heringer","14820","1975","08","03","South America","Brazil","Distrito Federal","Brasília","Catetinho","-47.988069","-15.948311",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907636","NY00907636_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00917849","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","E. P. Heringer","14789","1975","08","01","South America","Brazil","Distrito Federal","Brasília","Estaçao Florestal Cabeça do Veado","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917849","NY00917849_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00907610","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","H. S. Irwin","6142","1964","09","12","South America","Brazil","Distrito Federal","Brasília","Catetinho, ca. 15 km. S.W. of Brasília.","-48.13","-15.9","700","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907610","NY00907610_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00907634","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","E. P. Heringer","1903","1979","07","24","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu. Córrego Capao da Onça","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907634","NY00907634_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00907611","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","H. S. Irwin","8464","1965","09","19","South America","Brazil","Distrito Federal","Brasília","Chapada do Contagem, ca. 30 km N.E. of Brasília","-47.71872","-15.5916","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907611","NY00907611_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00917851","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora cipoensis","Proença","B. K. Holst","L. O. Williams","8028","1945","08","06","South America","Brazil","Minas Gerais","Nova Lima","Serra do Curral.","-43.8467","-19.9858","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994039' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917851","NY00917851_01","cipoensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00907631","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","E. P. Heringer","2067","1979","09","26","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907631","NY00907631_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00917825","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","E. P. Heringer","15610","1973","11","04","South America","Brazil","Distrito Federal","Brasilia","Catetinho","-47.988069","-15.948311",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994019' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917825","NY00917825_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00917820","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","M. L. Kawasaki","C. A. Cid Ferreira","6329","1985","10","04","South America","Brazil","Mato Grosso","Sinop","BR 080, a 142 de Peixoto de Azevedo. Estr. da Faz. Reseg.","-53.92","-10.67",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917820","NY00917820_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","617067","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg",NA,"H. C. de Lima","3720","1989","10","25","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, margens do rio Macaé","-42.05","-22",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617067","NY00617067_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","617066","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg",NA,"G. Martinelli","11939","1986","11","27","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores","-42.05","-22","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617066","NY00617066_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00907633","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","E. P. Heringer","1923","1979","08","08","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907633","NY00907633_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00907614","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","E. P. Heringer","1861","1980","07","17","South America","Brazil","Distrito Federal","Brasília","Parque Nacional de Aguas Emendadas","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907614","NY00907614_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00907613","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","E. P. Heringer",NA,NA,NA,NA,"South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986996' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907613","NY00907613_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00917823","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","E. P. Heringer","7248","1981","07","29","South America","Brazil","Goiás","Luziânia","Rio Vermelho, 11 km abaixo da cidade de Luziania","-47.9503","-16.2528",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917823","NY00917823_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","617068","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","H. S. Irwin","10516","1965","11","19","South America","Brazil","Minas Gerais",NA,"Serra do Rio Preto. Cerrado and lake margin in Minas Gerais, 25 km E of Cabeceiras (ca. 4 km E of Goiás-Minas Gerais border).","-47","-16","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617068","NY00617068_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00917847","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","E. P. Heringer","14792","1975","08","02","South America","Brazil","Distrito Federal","Brasília","Reserva Ecológica Águas Emendada. Margeando o corrego Alexandre Brade.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917847","NY00917847_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00907615","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","C. E. B. Proença","A. P. Duarte","2872","1950","08","24","South America","Brazil","Minas Gerais",NA,"Patos de Minas a 800 m. [illegible] Olaria",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907615","NY00907615_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG1194","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora",NA,"Sobral, M.","Colombini, M.A.G.; Gomes, JAS; Resende, LGM",NA,"2009","10","24",NA,"Brasil","Minas Gerais","Nova Lima","parque estad. Serra do Rola Moça","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG1741","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora",NA,NA,"Teixeira et al.",NA,"1993","07","29",NA,"Brasil","Minas Gerais","Ouro Preto","Estação ecológica de Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Fora da área do esperto.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG1740","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora",NA,"V.L. Oliveira","Meyer e Teixeira",NA,"1992","09","23",NA,"Brasil","Minas Gerais","Ouro Preto","Estação ecológica de Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Fora da área do esperto.",NA,NA,NA,"44599","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG1208","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora",NA,"Sobral, M.","Colombini,MAG, Gomes, JAS, Paiva, JAM",NA,"2008","11","01",NA,"Brasil","Minas Gerais","Nova Lima","Parque Estadual Serra do do Rola Moça","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:45:49-03","EAO","IAN","93579","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","chnoosepala","Eugenia chnoosepala angustifolia","Kiaersk.",NA,"Glaziou, AFM","2592","1907",NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"IAN093579",NA,"angustifolia",NA,NA,NA,"isosintipo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-02 16:29:06-03","CPAN-UFMS","COR","4329","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg",NA,"Melo, E.; Franca, F.","359","1990","07","31",NA,"Brasil","Distrito Federal","Brasília","Mumunhas.","-47.316667","-16.05","785","785",NA,"Com Flor: branca Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,"47º19'0''W","16º3'0''S",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-26 18:08:58-03","CPAN-UFMS","COR","9721","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Mecenas, V. V.","Mecenas, V. V.; Leite, L. Q. & Augusto, M. M.","239","1997","09","23",NA,"Brasil","Distrito Federal","Brasília","Apa de Cafuringa; fazenda Palestina","-47.93","-15.780278","810","810",NA,"Árvore, 3 m de altura Habito: Árvore",NA,NA,NA,NA,NA,"2001",NA,"47º55'48''W","15º46'49''S",NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:21:46-03","UFBA","ALCB","125858","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O. Berg.","Sobral, M","Sobral, M","14924","2012","08","01","Southern America","Brasil","Minas Gerais",NA,"Rio Parnaíba","-46.149722","-19.421111","1205","1205",NA,"ca. 3m, casca rugosa, flores creme.; Mata de Cerrado","ALCB030008",NA,NA,NA,NA,"2012",NA,"-46.149722","-19.421111",NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:21:46-03","UFBA","ALCB","125859","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O. Berg.","Sobral, M","Sobral, M","14925","2012","08","01","Southern America","Brasil","Minas Gerais","São Gotardo",NA,"-46.072222","-19.334722","1150","1150",NA,"ca. 6m alt. casca rugosa, flores cremes.; Interior de mata de cerrado.","ALCB030009",NA,NA,NA,NA,"2012",NA,"-46.072222","-19.334722",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:21:46-03","UFBA","ALCB","129598","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O. Berg.","Souza, M","Saddi, EM; Samor, PO; Neves, S; Chaves, R","820","2012","07","28","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Parcela 24 para os estudos do EIA do Mireduto Morro do Pilar/MG - Linhares/ES.","-43.171667","-19.154444",NA,NA,NA,"Com cerca de 8 m de altura. Botões florais alvos.; Floresta Estacional Semidecidual Submontana.","ALCB047198","ALCB047198",NA,NA,NA,"2012",NA,"-43.171667","-19.154444","12",NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:21:46-03","UFBA","ALCB","129599","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O. Berg.","Souza, M","Saddi, EM; Samor, PO; Neves, S; Chaves, R","836","2012","08","02","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Parcela 24 para os estudos do EIA do Mireduto Morro do Pilar/MG - Linhares/ES.","-43.269444","-19.196667",NA,NA,NA,"Em fragmentos de mata no topo do morro com cerca de 6m de altura. Frutos axilares de cor verde.; Floresta Estacional Semidecidual Montana.","ALCB047199","ALCB047199",NA,NA,NA,"2012",NA,"-43.269444","-19.196667","12",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:21:46-03","UFBA","ALCB","129049","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O. Berg.",NA,"Faria, JEQ; Vasconcelos, TNC; Stadnik, AMS","6407","2016","08","06","Southern America","Brasil","Minas Gerais","Diamantina","Margem da rodovia chegando em Diamantina, próximo à entranda para o Guinda","-43.676667","-28.261944","1387","1387",NA,"ca 3 m de altura, botões flrais verdes avermelhados; campo rupestre","ALCB046559","ALCB046559",NA,NA,NA,"2016",NA,"-43.676667","-28.261944","08",NA,NA,NA,NA,NA,NA
"42","2019-11-25 16:51:17-03","UFBA","ALCB","138349","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O. Berg.","Stadnik, A","Stadnik, A; Vasconcelos, T; Faria, J","370","2016","07","12","Southern America","Brasil","Minas Gerais","Itambé do Mato Dentro","Trilha para Cabeça de Boi.","-43.343056","-19.409444","663","663",NA,"ca. 8m. Folhas discolores. Botões verdes.","ALCB069188","ALCB069188",NA,NA,NA,"2016",NA,"-43.343056","-19.409444","07",NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:21:46-03","UFBA","ALCB","134156","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O. Berg.","Stadnik, A","Guedes, ML; Lopes, EB; Araújo, F","30838","2018","09","03","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico","-48.383889","-16.460556","1140","1140",NA,"Folhas cartáceas, discolores. Inflorescência cauliflora, flores em botões.","ALCB055683","ALCB055683",NA,NA,NA,"2019",NA,"-48.383889","-16.460556","03",NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:21:46-03","UFBA","ALCB","125856","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O. Berg.","Sobral, M; Mazine, FF","Mazine, FF; Lucas, EJ; Forster, W; Sobral, M","1050","2003","11","23","Southern America","Brasil","Minas Gerais","Belo Horizonte","Retiro das Pedras","-43.937801361084","-19.9207992553711",NA,NA,NA,"ca. 4m alt. frutos verdes a roxos.","ALCB030006",NA,NA,"17082","auto","2003",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA
