"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","class","individualCount"
"12","2017-11-21 12:11:42-02","MNHN","RECOLNAT_MNHN_P","P00705094","PreservedSpecimen",NA,NA,NA,"Fabaceae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby","isotype","Hatschbach, G.",NA,"1967","9","8",NA,"Brésil",NA,"Passo do Pupo (Mun. Ponta Grossa), Parana",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00705094' target='other'> <mi>dwc_moreinfo</mi></a>","P00705094","P00705094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17143",NA,NA
"13","2021-02-11 17:19:02-03","UFPR","UPCB","77262","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby",NA,"Savassi-Coutinho, A.P. | Sampaio, D. | Silva, J.M. | Campos, O.R.","1079","2006","10","19",NA,"Brasil","Paraná","Estrada Ponta Grossa-Passo do Pupo, a 4km da PR 090. Beira de estrada, afloramento rochoso de arenito. Floresta de Araucária.","-50.1618995666504","-25.0949993133545",NA,"Arbusto, cerca de 2,5-5,0 m de altura. Frutos imaturos bege..",NA,NA,"Savassi-Coutinho, A.P.","Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2008-05-27 22:02:00-03","MO","MOBOT","2753143","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby","Holotype","Gert G. Hatschbach","Hatschbach 17143","1967","9","8","South America","Brazil","Paraná","Passo do Pupo (Mun. Ponts Grosse) Paraná.",NA,NA,NA,NA,NA,NA,"R. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2018-09-12 14:48:12-03","UNIOESTE","UNOP","1931","S","Plantae",NA,NA,"Fabaceae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby",NA,"Silva, J.M.; Motta, J.T.; Motta, J.T.","8396","2013","10","11",NA,"Brasil","Paraná","Furnas de Itaiacoca","-49.955556","-25.146944",NA,"Arbusto 2 m. Frutos imaturos. Beira de barranco.",NA,NA,"Barboza, E.","Ponta Grossa",NA,NA,"2013","11","21","-49.955556","-25.146944","1035","1035",NA,NA,NA
"16","2020-09-12 05:00:02-03","US","US","2536512","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby","Isotype","G. Hatschbach","17143","1967","9","8","South America","Brazil","Paraná","Passo do Pupo.",NA,NA,NA,NA,"US00170466","US00170466_01",NA,"Penta Oressa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"17","2019-11-13 11:22:39-03","USP","SPF","179482","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby",NA,"Silva, JM","5143","2006","10","19",NA,"Brasil","Paraná",NA,"-50.1618995666504","-25.0949993133545",NA,NA,"SPF00179482",NA,"Barbosa, E; Cordeiro, J","Ponta Grossa","46557","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-13 11:22:39-03","USP","SPF","214225","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby",NA,"Savassi-Coutinho, AP","1079","2006","10","19",NA,"Brasil","Paraná",NA,"-50.1618995666504","-25.0949993133545",NA,NA,"SPF00214225",NA,"Savassi-Coutinho, AP","Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-04 11:16:36-03","UEFS","HUEFS","174364","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby",NA,"Silva, J.M.","5143","2006","10","19",NA,"Brasil","Paraná","Passo do Pupo.","-50.1618995666504","-25.0949993133545",NA,"Beira do Capão. Solo úmido.","HUEFS0174364","HUEFS0174364","J.Cordeiro","Ponta Grossa","46557","auto","2006",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"20","2020-11-04 17:29:29-03","UEM","HUEM","20518","S","Plantae",NA,NA,"Leguminosae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby",NA,"Savassi-Coutinho, AP; Sampaio, D; Silva, JM; Campos, OR","1079","2006","10","19",NA,"Brasil","Paraná","Estrada Ponta Grossa - Passo do Pupo, Beira da estrada em afloramento rochoso de arenito. A 4 km da PR-090.&nf;&nf;Floresta de Araucaria.","-50.1618995666504","-25.0949993133545",NA,"Arbusto, cerca de 2,5-5,0 m de altura. Fruto imaturo de coloração bege.","HUEM000006155","HUEM000006155","Savassi-Coutinho, AP","Ponta Grossa","46557","auto","2006","10","19",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-12 16:59:34-03","UEL","FUEL","51797","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby",NA,"Savassi-Coutinho, AP; Sampaio, D; Silva, JM; Campos, OR","1079","2006","10","19",NA,"Brasil","Paraná","Estrada Ponta Grossa - Passo do Pupo, a 4km da PR-090","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Savassi-Coutinho, AP","Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-12 16:59:34-03","UEL","FUEL","40904","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby",NA,"Silva, JM; Sampaio, D; Coutinho, APS","5143","2006","10","19",NA,"Brasil","Paraná","Passo do Pupo","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Barbosa, E; Cordeiro, J","Ponta Grossa","46557","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-01 15:00:07-03","UnB","UB","200852","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby",NA,"Silva, JM; et al.","5143","2006","10","19","Southern America","Brasil","Paraná ","Passo do Pupo","-50.1618995666504","-25.0949993133545",NA,"Arbusto 3m. Fruto imaturo; Beira do capão, solo úmido",NA,NA,"Cordeiro, J; Barbosa, E","Ponta Grossa","46557","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-03 10:03:46-03","UFSCar","SORO","2419","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby",NA,"Savassi-Coutinho, A.P.; Sampaio, D.; Silva, J.M.; Campos, O.R.","1079","2006","10","19",NA,"Brasil","Paraná","Estrada Ponta Grossa - Passo do Pupo, a 4 Km da PR - 090","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-08-20 14:56:06-03","UFSC","FLOR","60955","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby",NA,"Savassi-Coutinho, A.P.; Sampaio, D.; Silva, J.M. & Campos, O.R.","1079","2006","10","19",NA,"Brasil","Paraná","Estrada Ponta Grossa-Passo do Pupo, à 4Km da PR-090,.","-50.1618995666504","-25.0949993133545",NA,"Arbusto, ca de 2,5-5,0m alt, frutos imaturos bege","FLOR0060955","FLOR0060955","Savassi-Coutinho, A.P.","Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-04 15:43:19-03","IF","SPSF","44971","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby",NA,"A.P.Savassi-Coutinho & D.Sampaio & J.M.Silva & O.R.Campos","1079","2006","10","19","América do Sul","Brasil","PR","estrada Ponta Grossa a Passo do Pupo","-50.1618995666504","-25.0949993133545",NA,"COLETA: Floresta de araucária; afloramento rochoso de arenito.&nf;Arbusto 2,5-5,0m altura; frutos imaturos de cor bege.; GEOGRAFIA: Margem da estrada, a 04km da PR-090.;",NA,NA,"A.P.Savassi-Coutinho","Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"27","2021-03-04 15:43:19-03","IF","SPSF","39534","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby",NA,"J.M.Silva & D.Samapio & A.P.S.Coutinho","5143","2006","10","19","América do Sul","Brasil","PR","Passo do Pupo","-50.1618995666504","-25.0949993133545",NA,"COLETA: Arbusto com 3m., fruto imaturo.; GEOGRAFIA: Beira do capão, solo úmido.;",NA,NA,"J.Cordeiro","Ponta Grossa","46557","auto","2006","12","30",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"28","2014-10-09 13:58:23-03","UHH","HBG","519429","S","Plantae",NA,NA,"Leguminosae/Fabaceae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby","Isotype","Hatschbach, G.","17143","1967","09","08","South America","Brazil",NA,"Passo do Pupo (mun. Ponta Grossa) Paraná, regiao de arenito, proximidades de corrego",NA,NA,NA,NA,"HBG519429",NA,"Barneby, R.",NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 10:06:08-03","IBt","SP","477156","S","Plantae",NA,NA,"Fabaceae","Mimosa","bathyrrhena","Mimosa bathyrrhena","Barneby",NA,"Savassi-Coutinho, AP; Sampaio, D; Silva, JM; Campos, OR","1079","2006","10","19",NA,"Brasil","Paraná","Estrada Ponta Grossa - Passo do Pupo, a 4 km da PR - 090, beira da estrada em afloramento rochoso de arenito","-50.1618995666504","-25.0949993133545",NA,NA,"SP041024","SP041024","Savassi-Coutinho, AP","Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
