"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"47","2021-03-15 16:37:00-03","NY","NYBG","503872","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","C. D. Rennó",NA,NA,NA,"D. S. Sabino","1985","10","18","Brazil","São Paulo","Jacareí","-45.96","-23.3",NA,NA,NA,NA,"NY00503872","NY00503872_01","Jacareí. Mata da Escola Técnica Agrícola Conego José Bento","12","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589460' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","3926552","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"M. H. Nee","1985","09","28","Bolivia","La Paz","Sud Yungas","-67.57","-16.37",NA,NA,"2000",NA,"NY03926552",NA,"4.5 km by road W of Huancane","31979","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4212703' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","3926583","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"B. M. Boom","1985","02","01","Venezuela","Amazonas","Río Negro","-66.17","0.83",NA,NA,"140",NA,"NY03926583",NA,"Neblina Base Camp, Río Mawarinuma","5497","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4212743' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","503833","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","G. L. Webster",NA,NA,NA,"S. A. Mori","1979","07","21","Brazil","Bahia","Rio de Contas","-41.77","-13.53",NA,NA,"1000","1000","NY00503833","NY00503833_01","4 km ao N de Rio de Contas","12424","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589493' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","01300862","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","W. Punt",NA,NA,NA,"E. Lleras","1973","08","16","Brazil","Amazonas","São Paulo de Olivença","-70.0094587","-4.3722572",NA,NA,NA,NA,"NY01300862","NY01300862_01","Rio Solimões e Rio Javari.","P17309","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1323117' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","503883","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","A. Schinini",NA,NA,NA,"R. O. Vanni","1993","12","04","Argentina","Misiones","Iguazú",NA,NA,NA,NA,"225","225","NY00503883","NY00503883_01","P. N. I., alrededores del CIES","3260","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589459' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","818148","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","E. Jablonski",NA,NA,NA,"H. S. Irwin","1965","11","01","Brazil","Goiás","Cristalina","-47.6","-16.79518",NA,NA,"1175","1175","NY00818148",NA,"Serra dos Cristais. 5 km W. of Cristalina","9740","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=857942' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","01300859","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","G. L. Webster",NA,NA,NA,"M. G. da Silva","1984","03","15","Brazil","Amazonas","Barcelos","-63.316667","0.816667",NA,NA,NA,NA,"NY01300859","NY01300859_01","Encosta da parte central da Serra do Aracá, sobre pedras de arenito.","7142","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1548821' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","3926569","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"H. H. Rusby","1888","05",NA,"Bolivia","La Paz",NA,NA,NA,NA,NA,"1524",NA,"NY03926569",NA,"Mapiri.","2656","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4212728' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","3926644","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"R. L. Liesner","1984","02","11","Venezuela","Amazonas","Río Negro","-66.17","0.83",NA,NA,"140",NA,"NY03926644",NA,"5 to 7 km by river east of Cerro de La Neblina Base Camp on Río Mawarinuma. Along river. Ca. 2 km by air","15858","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4212806' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","01300866","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","G. L. Webster",NA,NA,NA,"G. T. Prance","1967","02","17","Brazil","Roraima",NA,"-61.755459","3.760455",NA,NA,"1200","1200","NY01300866","NY01300866_01","Serra Tepequem, forest on upper west facing slopes.","4445","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1326918' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","503844","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","I. Cordeiro",NA,NA,NA,"R. M. Harley","1988","11","11","Brazil","Bahia","Rio de Contas","-41.95","-13.53",NA,NA,"1500","1500","NY00503844","NY00503844_01","Pico das Almas. Vertente leste. Campo do Queiroz","26389","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589472' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","3926572","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"S. G. Beck","1991","02","11","Bolivia","La Paz","Sud Yungas",NA,NA,NA,NA,"2400",NA,"NY03926572",NA,"Huancané 9.5 kms hacia San Isidro","19811","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4212731' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","01300863","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","W. Punt",NA,NA,NA,"G. T. Prance","1971","02","27","Brazil","Roraima",NA,"-63.183333","3.55",NA,NA,NA,NA,"NY01300863","NY01300863_01","Vicinity of Uaicá airstrip, Rio Uraricoera.","10747","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1326914' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","503866","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","L. B. Smith",NA,NA,NA,"R. Reitz","1959","12","11","Brazil","Santa Catarina","Sombrio","-49.6167","-29.1142",NA,NA,"10","10","NY00503866","NY00503866_01","Pirao Frio, Sombrio","9381","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589509' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","503860","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","L. B. Smith",NA,NA,NA,"R. M. Klein","1950","01","13","Brazil","Santa Catarina","Brusque","-48.93331","-27.068261",NA,NA,"50","50","NY00503860","NY00503860_01","Mata S. Pedro, Brusque","65","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589503' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","1015830","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","I. Cordeiro",NA,NA,NA,"F. C. Hoehne","1931","12","16","Brazil","São Paulo","São Paulo","-46.621883","-23.654505",NA,NA,NA,NA,"NY01015830","NY01015830_01","Capital, Parque do Estado.","s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114084' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","870141","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","I. G. Vargas Caballero",NA,NA,NA,"H. S. Irwin","1969","01","23","Brazil","Minas Gerais","Diamantina","-43.6859","-18.2901",NA,NA,"1350","1350","NY00870141","NY00870141_01","Serra do Espinhaço, ca. 12 km S.W. of Diamantina","22479","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097295' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","503882","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","M. J. Huft",NA,NA,NA,"J. C. Solomon","1985","09","29","Bolivia","La Paz","Sud Yungas","-67.55","-16.38",NA,NA,"2000","2000","NY00503882","NY00503882_01","3,8 km W of Huancané on the road to Chuspipata","14299","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589513' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","01300861","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","J. F. Ramos",NA,NA,NA,"C. A. Cid Ferreira","1982","10","21","Brazil","Amazonas","Tefé","-64.7","-3.366667",NA,NA,NA,NA,"NY01300861","NY01300861_01","Rio Solimões, estrada das Missões, atrás da cidade de Tefé.","3338","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1549388' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","629636","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","I. Cordeiro",NA,NA,NA,"W. Ganev","1993","10","25","Brazil","Bahia","Abaíra","-41.85","-13.38",NA,NA,"1480","1480","NY00629636","NY00629636_01","Cabaceira. Riacho Fundo, atrás da Serra do Bicota","2334","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589476' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","1181406","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","R. C. Forzza",NA,NA,NA,"R. C. Forzza","2006","11","20","Brazil","Minas Gerais","Lima Duarte","-43.887946","-21.704555",NA,NA,NA,NA,"NY01181406","NY01181406_01","Parque Estadual do Ibitipoca.","4307","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1369938' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","777926","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"M. Alves","2001","03","13","Brazil","Rio de Janeiro",NA,"-41.5964","-22.2333",NA,NA,"20","30","NY00777926","NY00777926_01","Município de Carapebus, Parque Nacional da Restinga de Juturnaíba, estrada para a praia de Carapebus","2370","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589533' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","3926576","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"J. A. Steyermark","1943","06","05","Ecuador","Azuay",NA,NA,NA,NA,NA,"1830","1950","NY03926576",NA,"west and southwast-facing upper slopes bordering Río Norcay, on east and southeast side of Río Norcay, across Río Norcay from Molleturo","52852","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4212736' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","3926551","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"R. T. Pennington","1988","08","17","Bolivia","Pando",NA,"-69.08","-11.42",NA,NA,"250",NA,"NY03926551",NA,"74 km SW Cobija. Puerto Oro","134","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4212702' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","503834","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","J. Augusto",NA,NA,NA,"M. Kirizawa","1982","03","21","Brazil","Paraná","Guairá","-54.2556","-24.08",NA,NA,NA,NA,"NY00503834","NY00503834_01","Guaíra. Parque Nacional de Sete Quedas","753","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589488' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","3926650","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"L. J. Dorr","1995","07","15","Venezuela","Trujillo","Boconó","-70.2","9.22",NA,NA,"1950",NA,"NY03926650",NA,"Parque Nacional Guaramacal, on road from Boconó to Guaramacal, SE of Guaramacal","8141","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4212812' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","503849","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","D. C. Daly",NA,NA,NA,"M. M. Arbo","1997","01","18","Brazil","Bahia","Morro do Chapéu","-41.22","-11.58",NA,NA,"1170","1170","NY00503849","NY00503849_01","Morrao, 8 km al S de Morro do Chapéu","7459","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589465' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","1279951","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","I. M. M. Sá e Silva",NA,NA,NA,"B. D. Sucre","1968","09","15","Brazil","Rio de Janeiro","Cabo Frio","-42.032149","-22.874703",NA,NA,NA,NA,"NY01279951","NY01279951_01","Restinga de Cabo Frio","3635","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514719' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","3926629","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"M. Rimachi Y.","1975","05","19","Peru","Loreto","Maynas",NA,NA,NA,NA,NA,NA,"NY03926629",NA,"Dtto. Iquitos. Rio Nanay, below Bellavista, Carretera de Picuruyacu, sandy upland forest, zancudo caps","1622","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4212791' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","503857","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","E. Pereira",NA,NA,NA,"E. Pereira","1968","06","23","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,"NY00503857","NY00503857_01","Restinga do Recreio dos Bandeirantes","10707","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589480' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","3926611","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"E. M. Zardini","1987","12","04","Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,NA,"NY03926611",NA,"Cerro Tobatí, en roquedales.","3866","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4212773' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","01300865","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","G. L. Webster",NA,NA,NA,"G. T. Prance","1967","02","17","Brazil","Roraima",NA,"-61.755459","3.760455",NA,NA,"1200","1200","NY01300865","NY01300865_01","Serra Tepequem, forest on upper west facing slopes.","4462","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1326917' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","503836","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","G. G. Hatschbach",NA,NA,NA,"J. C. Lindeman","1966","01","19","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NY00503836","NY00503836_01","Road from Serra Negra to Cacatu","13553","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589514' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","3926642","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"R. L. Liesner","1982","04","07","Venezuela","Aragua",NA,"-67.32","10.37",NA,NA,"1600",NA,"NY03926642",NA,"6 km southwest of Colonia Tovar by air on road to La Victoria 1 to 2 km south of road to Capachal","13520","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4212804' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 16:37:00-03","NY","NYBG","503839","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"A. Cavalheiro","1999","09","21","Brazil","Paraná","Bela Vista do Paraíso","-51.1906","-22.9969",NA,NA,NA,NA,"NY00503839","NY00503839_01","Bela Vista do Paraiso. Fazenda Horizonte","s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589529' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-15 16:37:00-03","NY","NYBG","01300868","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","W. Punt",NA,NA,NA,"P. J. M. Maas","1971","05","09","Brazil","Acre","Cruzeiro do Sul","-72.6697","-7.6311",NA,NA,NA,NA,"NY01300868","NY01300868_01","Igarapé Sao Francisco","P12828","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589481' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
