"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","typeStatus","fieldNumber","verbatimLongitude","verbatimLatitude","individualCount","dayIdentified"
"11","2015-09-05 04:02:30-03","MNHN","RECOLNAT_MNHN_P","P05092041","PreservedSpecimen",NA,NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Marloth ex Koehne",NA,"Regnell, A.F.",NA,"1855","10","1",NA,"Brasil","São Paulo",NA,"Brésil. Prov. S. Paulo",NA,NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092041' target='other'> <mi>dwc_moreinfo</mi></a>","P05092041","P05092041_01",NA,NA,NA,NA,NA,NA,"III 543",NA,NA,NA,NA
"12","2015-09-05 04:02:31-03","MNHN","RECOLNAT_MNHN_P","P05092042","PreservedSpecimen",NA,NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Marloth ex Koehne",NA,"Irwin, H.S.|Ramos, J.|Onishi, E.|Santos, R.R.|Souza, R.|Fonsêca, S.F.",NA,"1970","1","24",NA,"Brasil","Goiás",NA,"Ca. 25 km N.E. of Catalão, Goiás",NA,NA,"900",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092042' target='other'> <mi>dwc_moreinfo</mi></a>","P05092042","P05092042_01",NA,NA,NA,NA,NA,NA,"25261",NA,NA,NA,NA
"13","2015-09-05 04:02:31-03","MNHN","RECOLNAT_MNHN_P","P05092045","PreservedSpecimen",NA,NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Marloth ex Koehne",NA,"Duarte, L.",NA,"1966","10","15",NA,"Brasil","Minas Gerais",NA,"Estrada Uberaba-Belo Horizonte; 28km de Uberaba.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092045' target='other'> <mi>dwc_moreinfo</mi></a>","P05092045","P05092045_01",NA,NA,NA,NA,NA,NA,"783",NA,NA,NA,NA
"14","2015-09-05 04:03:12-03","MNHN","RECOLNAT_MNHN_P","P05092047","PreservedSpecimen",NA,NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Marloth ex Koehne",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Jater Rio São Francisco et Curvellos",NA,NA,NA,NA,"hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092047' target='other'> <mi>dwc_moreinfo</mi></a>","P05092047","P05092047_01",NA,NA,NA,NA,NA,NA,"2596",NA,NA,NA,NA
"15","2015-09-05 04:02:31-03","MNHN","RECOLNAT_MNHN_P","P05092044","PreservedSpecimen",NA,NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Marloth ex Koehne",NA,"Hatschbach, G.|Koczicki, C.",NA,"1973","11","11",NA,"Brasil","Mato Grosso do Sul","Camapuã","Capão Redondo","-54.0438995361328","-19.531400680542",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092044' target='other'> <mi>dwc_moreinfo</mi></a>","P05092044","P05092044_01","123887","auto",NA,NA,NA,NA,"33061",NA,NA,NA,NA
"16","2015-09-05 04:02:31-03","MNHN","RECOLNAT_MNHN_P","P05092043","PreservedSpecimen",NA,NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Marloth ex Koehne",NA,"Hatschbach, G.|Barbosa, E.",NA,"1992","11","29",NA,"Brasil","Goiás","Campo Alegre de Goiás","Rodovia BR-050, próximo ao Rio Imbiruçu","-47.7783012390137","-17.6331005096436",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092043' target='other'> <mi>dwc_moreinfo</mi></a>","P05092043","P05092043_01","53964","auto",NA,NA,NA,NA,"58271",NA,NA,NA,NA
"17","2010-12-15 10:49:00-02","MO","MOBOT","3155494","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","A. Lourteig","Shirley A. Graham","Graham 33061","2002","12",NA,"South America","Brazil",NA,NA,"Chapáo Redondo mun. Camapua Mato Grosso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2008-05-27 22:02:00-03","MO","MOBOT","3155631","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","A. Lourteig","Howard S. Irwin","Irwin 25261","1970","1","24","South America","Brazil","Minas Gerais",NA,"Serr do Facao. Cerrado ca. 25 km N.E. of Catalao.",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-07-18 04:38:00-03","MO","MOBOT","3268377","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","S. Graham","R. Romero|J.N. Nakajima|Daniela Guimarães Simão","Romero 1727","1995","1","11","South America","Brazil","Minas Gerais",NA,"Apos a entrada para o Retiro de Pedras, Estrada para Sacramento, PARNA Serra da Canastra, São Roque de Minas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","3268382","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","S. Graham","J.N. Nakajima","Nakajima 876","1995","3","18","South America","Brazil","Minas Gerais",NA,"Estrada para Sacramento, apos o Curral de pedras, PARNA Serra da Canastra, São Roque de Minas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-01-25 13:36:34-02","CPQBA","CPMA","1201","S","Plantae","Magnoliophyta","Myrtales","Lythraceae¹","Diplusodon","ovatus","Diplusodon ovatus","Pohl",NA,"Narciso",NA,"1981","02","03",NA,"Brasil","São Paulo","Leme",NA,"-47.390278","-22.185556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"CPQBA 807","47º 23' 25 W","22º 11' 08 S",NA,NA
"22","2020-09-12 05:00:02-03","US","US","1341658","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl",NA,"A. Regnell","543","1848",NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,"Cidade de Uberava.",NA,NA,NA,NA,NA,NA,"US03040837","US03040837_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"23","2020-09-12 05:00:02-03","US","US","2862148","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl",NA,"H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza & et al.","25261","1970","1","24","South America - Neotropics","Brazil","Goiás",NA,"Planalto do Brasil. Serra do Facao. Cerrado ca. 25km N.E. of Catalão.",NA,NA,"900",NA,NA,NA,"US03040838","US03040838_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"24","2020-09-12 05:00:02-03","US","US","1383254","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl",NA,"A. Regnell","543","1848","10","8","South America - Neotropics","Brazil","Minas Gerais",NA,"Cidade de Uberava.",NA,NA,NA,NA,NA,NA,"US03040836","US03040836_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"25","2020-09-02 16:31:39-03","Cenargen","CEN","101635","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","T. B. Cavalcanti","Glocimar Pereira-Silva","16915","2016","11","19",NA,"Brasil","GO","IPAMERI","Margem esquerda do rio Imbiruçu, BR 050.","-47.779722","-17.406944","900","900","Unicata",NA,"CEN00101635","CEN00101635",NA,NA,"2016","11",NA,NA,NA,"-47.779722","-17.406944","1",NA
"26","2020-09-02 16:31:39-03","Cenargen","CEN","101600","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","T. B. Cavalcanti","Glocimar Pereira-Silva","16880","2016","11","16",NA,"Brasil","GO","CAMPO ALEGRE DE GOIAS","Rodovia GO 213, a 24,2 km a leste da BR 050.","-47.64","-17.507777","870","870","Exsicatas","Plantas ocorrendo sob a linha de transmissão.","CEN00101600","CEN00101600",NA,NA,"2016","11",NA,NA,NA,"-47.64","-17.507777","4",NA
"27","2020-09-02 16:31:39-03","Cenargen","CEN","46860","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","T. B. Cavalcanti","Rosana Romero","1727","1995","01","11",NA,"Brasil","MG","SAO ROQUE DE MINAS","Após a entrada para o Retiro de Pedras. Estrada para Sacramento, Parna Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Cálice verde-vinho. Corola púrpura. estames amarelados. Doação do Herbário Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00046860","CEN00046860","57119","auto","2003","07",NA,NA,NA,NA,NA,"1",NA
"28","2020-09-02 16:31:39-03","Cenargen","CEN","46853","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","T. B. Cavalcanti","Jimi Naoki Nakajima","1699","1996","03","21",NA,"Brasil","MG","SAO ROQUE DE MINAS","Estrada para Cachoeira dos Rolinhos.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Cálice vinho-esverdeado. Corola púrpura. Filetes e estilete róseo. Anteras amareladas. Doação do Herbário Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00046853","CEN00046853","57119","auto","2003","07",NA,NA,NA,NA,NA,"1",NA
"29","2020-09-02 16:31:39-03","Cenargen","CEN","46850","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","T. B. Cavalcanti","Jimi Naoki Nakajima","876","1995","03","18",NA,"Brasil","MG","SAO ROQUE DE MINAS","Estrada para Sacramento, após o Curral de Pedras, Parna Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Hipanto e lacínios do cálice vinho. Doação do Herbário Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00046850","CEN00046850","57119","auto","2003","07",NA,NA,NA,NA,NA,"1",NA
"30","2020-09-02 16:31:39-03","Cenargen","CEN","101943","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","T. B. Cavalcanti","Rosana Romero","4968","1998","01","10",NA,"Brasil","MG","SAO ROQUE DE MINAS","Morro antes do córrego dos Passageiros, Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Herbácea ca. 0,4 m. Cálice verde-vinho. Corola púrpura. Estames amarelos. Doação do Herbário Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00101943","CEN00101943","57119","auto","2017","06",NA,NA,NA,NA,NA,"1",NA
"31","2020-09-02 16:31:39-03","Cenargen","CEN","28639","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","T. B. Cavalcanti","Gert Guenther Hatschbach","64063","1996","01","14",NA,"Brasil","MG","UBERABA","Rodovia BR-050, próximo do Rio Tejuco.","-47.9319000244141","-19.7483005523682",NA,NA,"Exsicatas","Doação da Prefeitura Municipal de Curitiba - Museu Botânico Municipal.","CEN00028639","CEN00028639","73879","auto","1998",NA,NA,NA,NA,NA,NA,"1",NA
"32","2019-11-13 11:24:03-03","USP","SPF","172672","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","Sasaki, D","Sasaki, D","879","2003","12","13",NA,"Brasil","São Paulo","Pedregulho","Parque Estadual das Furnas do Bom Jesus","-47.460278","-20.247778","1000","1000",NA,NA,"SPF00172672",NA,NA,NA,"2004",NA,NA,NA,NA,"-47.460278","-20.247778",NA,NA
"33","2019-11-13 11:24:03-03","USP","SPF","134161","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","Cavalcanti, TB","Farinaccio, MA","256","1998","12","16",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"SPF00134161",NA,"57119","auto","2002","10",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-13 11:24:03-03","USP","SPF","172671","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","Sasaki, D","Farinaccio, MA","546","2003","11","29",NA,"Brasil","São Paulo","Pedregulho","Parque Estadual das Furnas do Bom Jesus","-47.4700012207031","-20.25",NA,NA,NA,NA,"SPF00172671",NA,"27552","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-03-07 08:37:15-03","F","FMNH-SEEDPLANTS","V0218537F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0218537F","V0218537F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"36","2015-03-07 08:37:15-03","F","FMNH-SEEDPLANTS","V0218538F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0218538F","V0218538F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"37","2015-03-07 08:37:15-03","F","FMNH-SEEDPLANTS","V0218539F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0218539F","V0218539F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"38","2019-11-01 15:02:29-03","UnB","UB","93311","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","Cavalcanti, TB","Irwin, HS","25261","1970","01","24","Southern America","Brasil","Goiás",NA,"25km ao NE de Catalão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-05-06 11:58:35-03","UFU","HUFU","12455","S","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","Andrade, T.","Nakajima, J.N.; Romero, R.","1699","1996","03","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Estrada da cachoeira dos Rolinhos.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Subarbusto, ca. 0,5m. Cálice vinho-esverdeado, corola púrpura, filetes e estilete róseos, anteras amareladas.; Campo limpo com afloramento rochoso.","HUFU00039379",NA,"57119","auto","2005","02",NA,NA,NA,NA,NA,NA,"21"
"40","2019-05-06 11:58:35-03","UFU","HUFU","39257","S","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","Cavalcanti, T.B.","Oliveira, G.C.","2139","2002","12","26",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda das Perobas, 250m da BR 497 na altura do km 18.","-48.459167","-19.006944",NA,NA,NA,"Herbácea, ca. 0,9 m. Róseo-lilás.; Vereda.","HUFU00012391","HUFU00012391",NA,NA,"2017","06",NA,NA,NA,"-48.459167","-19.006944",NA,"27"
"41","2019-05-06 11:58:35-03","UFU","HUFU","7393","S","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","Graham, S.A.","Romero, R.; et al.","1727","1995","01","11",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Após o Curral de Pedras.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Erva, ca. 0,40m. Cálice verde-vinho, corola púrpura estames amarelos.; Campo sujo.","HUFU00039377",NA,"57119","auto","1995","09",NA,NA,NA,NA,NA,NA,NA
"42","2019-05-06 11:58:35-03","UFU","HUFU","8352","S","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","Graham, S.A.","Nakajima, J.N.; Romero, R.; Cesar, R. & Zanini, E.","876","1995","03","18",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para Sacramento, após o Curral de Pedras.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Arbusto, ca. 0,5m. Hipanto e lacínias do cálice vinho.; Campo limpo.","HUFU00039378",NA,"57119","auto","1995","09",NA,NA,NA,NA,NA,NA,NA
"43","2019-05-06 11:58:35-03","UFU","HUFU","17551","S","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl","Cavalcanti, T.B.","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4968","1998","01","10",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro antes do córrego dos Passageiros.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Erva, ca. 0,4m. Cálice verde-vinho, corola púrpura e estames amarelos.; Campo limpo.","HUFU00039380",NA,"57119","auto","2017","06",NA,NA,NA,NA,NA,NA,"27"
"44","2021-03-04 15:44:54-03","IF","SPSF","36699","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Diplusodon","ovatus","Diplusodon ovatus",NA,NA,"M.A.Farinaccio & D.Sassaki","546","2003","11","29","América do Sul","Brasil","SP","Pedregulho","P.E.Furnas do Bom Jesus","-47.4700012207031","-20.25",NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: cerrado próximo à Sede&nf;;",NA,NA,"27552","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:10:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl",NA,"Riedel, L","2596",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"ad Rio S. Francisco et Curvellos",NA,NA,NA,NA,NA,NA,NA,"P13P2N0057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:10:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl",NA,"Burchell, WJ","5722","1827","09","12","Southern America","Brazil","Minas Gerais","Diamantina","Lanhoso to Tejuco","-48","-19.583333",NA,NA,NA,NA,NA,"P13P2N0057",NA,NA,NA,NA,NA,NA,NA,"-48","-19.583333",NA,NA
"47","2017-09-11 17:10:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl",NA,"Pohl, JBE","589",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in pascuis graminosis campisque editis provinciae Minas Geraes",NA,NA,NA,NA,NA,"Erro INB revisado.",NA,"P13P2N0057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 10:07:43-03","IBt","SP","14222","S","Plantae",NA,NA,"Lythraceae","Diplusodon","ovatus","Diplusodon ovatus","Pohl",NA,"Loefgren, A; Edwall, G","CGG2178","1893","01","16",NA,"Brasil","São Paulo","Franca","Campo.","-47.4000015258789","-20.5300006866455",NA,NA,NA,"Frut. lign. fl. claro-rosea.","SP006684","SP006684","27521","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
