"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","monthIdentified","dayIdentified","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","imagecode","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"44","2020-11-24 17:10:38-03","UTFPR","DVPR","5554","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Silva, DR","2018","Rocha Filho, JA; Piva, J; Machado, C","590","2018","01","30","Brasil","Paraná","Capitão Leonidas Marques","Futura área do reservatório da UHE Baixo Iguaçu, próximo à foz do córrego Leãozinho.","-53.3439","-25.3056",NA,"Árvore 6 m de altura. Ramos vináceas, lactescentes. Folhas variando de membranáceas a cartáceas, glabras, lactescentes. Frutos secos, tricocas verdes. Ponto 559; Floresta ripária sobre solo argiloso, associação entre Latossolo e Nitos","DVPR005554",NA,"03","28",NA,"252","252","Magnoliophyta",NA,NA,NA,NA,"-53.3439","-25.3056",NA,NA,NA,NA,NA,NA
"45","2020-11-24 17:10:38-03","UTFPR","DVPR","2685","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Cordeiro, I","2009","Francisco, EM; Slusarski, SR; Lovato, MC","25","2003","01","15","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379","20625","Arbusto, flores e frutos esverdeados.; Borda da mata.","DVPR002685","auto","04",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-24 17:10:38-03","UTFPR","DVPR","2999","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Cordeiro, I","2009","Barros, JC; Ito, ET","s.n.","1997","09","12","Brasil","Paraná","Tibagi","Canyon Guartelá, mata ciliar","-50.4136009216309","-24.5093994140625","56988","Árvore aprox. 4m, inflorescência creme.","DVPR002999","auto","04",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:38:17-03","EAO","IAN","99516","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Nascimento, EAP","2017","Fróes, RL","33284","1957","08","20","Brasil","Minas Gerais",NA,"Rio das Velas afluente do rio S. Francisco, localidade Betin.",NA,NA,NA,"Arbusto em formeção de colônia ao longo da várzea.","IAN099516",NA,"08","14",NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:38:17-03","EAO","IAN","14953","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Nascimento, EAP","2017","Oliveira, JE de","s.n.","1938","11","25","Brasil","Minas Gerais","Santa Luzia","Nas pedras no leito do rio Cipó; fazenda do Cipó.","-43.8513984680176","-19.7696990966797","19939",NA,"IAN014953","auto","08","14",NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:38:17-03","EAO","IAN","35674","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Nascimento, EAP","2017","Viégas, AP","2910","1938","11","06","Brasil","São Paulo","Campinas","fAZENDA rIQUEZA, j.eGIDIO.","-47.060001373291","-22.8999996185303","23900","aRBUSTO.","IAN035674","auto","08","14",NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-04-08 17:38:29-03","EAO","IAN","7182","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Lundell, CL","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN007182",NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,"IAN007182_f",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-12-04 15:25:09-03","PUCPR","HUCP","19021-B","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Mull. Arg.) Mull. Arg.","Selusniaki, M",NA,"Selusniaki, M; Kersten, RA","1284","2007","06","30","Brasil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602","27346",NA,"HUCP00011160","auto",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"HUCP00011160",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-10-09 11:14:33-03","UFBA","ALCB","73086","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","(Müll.Arg.) Müll.Arg.","Oliveira, LSD de","2011","Hatschbach, G; Hatschbach, M; Barbosa, E","77298","2004","03","19","Brasil","Mato Grosso do Sul","Bonito","Rodovia Bonito - Anastácio, Taquaruçu","-56.4818992614746","-21.1210994720459","71352","ereto. Flor lilás.","ALCB053555","auto","10",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-10-09 11:14:33-03","UFBA","ALCB","74521","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","(Müll.Arg.) Müll.Arg.","Ribas, OS","2006","Ribas, OS; Silva, JM","7327","2006","06","30","Brasil","Paraná","Fênix","PArque Estadual Vila Rica do Espírito Santo","-51.966667","-23.9",NA,"1,50 m. Flor creme-esverdeada.; semidecídua, margem do rio.","ALCB053528",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,"-51.966667","-23.9",NA,NA,NA,NA,NA,NA
"54","2019-10-09 11:14:33-03","UFBA","ALCB","68875","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","(Müll.Arg.) Müll.Arg.","Oliveira, LSD de","2014","Silva, JM; Cordeiro, J; Poliquesi, CB","1817","1996","12","13","Brasil","Paraná","Tibagi","CÂnion Guartelá","-50.4","-20.5",NA,"6 m. Fruto imaturo verde.","ALCB053556",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,"-50.4","-20.5",NA,NA,NA,NA,NA,NA
"55","2020-02-08 09:48:40-03","NBC","NL-BOTANY","L.1060144","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1060144 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1060144",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-L1060144",NA,NA,"Magnoliopsidae","Uw14355",NA,NA,NA,NA
"56","2020-02-08 09:48:40-03","NBC","NL-BOTANY","L.1060625","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1060625 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1060625",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-L1060625",NA,NA,"Magnoliopsidae","Uw14355",NA,NA,NA,NA
"57","2020-02-08 09:48:40-03","NBC","NL-BOTANY","U 0076283","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200076283 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0076283",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","Uw14355",NA,NA,NA,NA
"58","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260661","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Lindeman JC; Haas JH de",NA,"1967","01","24","Brazil",NA,NA,"Flora Brasiliae Australis. Hab. Est. Parana. Guaira, 7 Quedas, Island in rapids.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260661 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260661",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1260661",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"59","2020-02-08 09:50:24-03","NBC","NL-BOTANY","AMD.66878","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Herter WG",NA,"1929","10","12","Uruguay",NA,NA,"Dep de Maldonado, Abra Perdomo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.66878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD66878",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-AMD66878",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"60","2020-02-08 09:50:24-03","NBC","NL-BOTANY","L.2256844","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Marchesi EH",NA,"1964","11","29","Uruguay","Canelones",NA,"En la costa del Rio Santa Lucia",NA,NA,NA,"River bank<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2256844 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2256844",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-L2256844",NA,NA,"Magnoliopsidae","L 0138763",NA,NA,NA,NA
"61","2020-02-08 09:50:24-03","NBC","NL-BOTANY","L.2256845","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Pedersen TM",NA,"Pedersen TM",NA,"1967","09","26","Paraguay","Caaguazu",NA,NA,NA,NA,NA,"Scrub on the bank of a little stream<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2256845 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2256845",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-L2256845",NA,NA,"Magnoliopsidae","L 0138764 | 392061",NA,NA,NA,NA
"62","2020-02-08 09:50:24-03","NBC","NL-BOTANY","L.2256846","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Smith LB",NA,"Reitz R; Klein RM",NA,"1960","02","06","Brazil","Santa Catarina",NA,"Salto Weissbach, Blumenau",NA,NA,NA,"Beira rio<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2256846 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2256846",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-L2256846",NA,NA,"Magnoliopsidae","L 0138765 | 961268450",NA,NA,NA,NA
"63","2020-02-08 09:50:24-03","NBC","NL-BOTANY","L.2256847","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Smith LB",NA,"Hatschbach GG",NA,"1959","09","07","Brazil","Paraná",NA,"Fda. Morungava, Rio do Funil",NA,NA,NA,"Margens do rio<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2256847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2256847",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-L2256847",NA,NA,"Magnoliopsidae","L 0138766 | 96055353",NA,NA,NA,NA
"64","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260648","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Punt W","2000","Tameirão Neto E",NA,"1991","05","14","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260648 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260648",NA,"10","01",NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1260648",NA,NA,"Magnoliopsidae","U 0142574",NA,NA,NA,NA
"65","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260649","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Punt W","2000","Carvalho MG; Silva ST",NA,"1991","12","03","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260649 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260649",NA,"10","01",NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1260649",NA,NA,"Magnoliopsidae","U 0142581",NA,NA,NA,NA
"66","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260650","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Punt W","2000","Andrade PM; Lopes MA",NA,"1985","02","25","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260650",NA,"10","01",NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1260650",NA,NA,"Magnoliopsidae","U 0142585",NA,NA,NA,NA
"67","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260651","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Punt W","2000","Tameirão Neto E",NA,"1996","03","04","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260651 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260651",NA,"10","01",NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1260651",NA,NA,"Magnoliopsidae","U 0142575",NA,NA,NA,NA
"68","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260652","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Punt W","2000","Tameirão Neto E; Werueda MS",NA,"1991","12","14","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260652 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260652",NA,"10","01",NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1260652",NA,NA,"Magnoliopsidae","U 0142578",NA,NA,NA,NA
"69","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260653","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Punt W","2000","Lopes MA",NA,"1985","04","14","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260653 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260653",NA,"10","01",NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1260653",NA,NA,"Magnoliopsidae","U 0143704",NA,NA,NA,NA
"70","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260654","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Punt W","2003","Silva JM; Cordeiro J; Poliquesi CB",NA,"1996","12","13","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260654 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260654",NA,"06","01",NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1260654",NA,NA,"Magnoliopsidae","U 0088444",NA,NA,NA,NA
"71","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260655","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Simonis JE; Cordeiro I",NA,"1983","02","28","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260655 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260655",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1260655",NA,NA,"Magnoliopsidae","U 0039320",NA,NA,NA,NA
"72","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260656","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Lindeman JC; Haas JH de",NA,"1967","06","22","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Parana Hab. Est. Parana. Guaira, 7 Quedas; islet in rapids.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260656 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260656",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1260656",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"73","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260657","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Lindeman JC; Irgang BE; Valls JFM",NA,"1971","10","31","Brazil",NA,NA,"Brasil Parque do Turvo, mato na beira alta do Rio Uruguai.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260657 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260657",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1260657",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"74","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260658","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Irwin HS; Sousa R; Reis dos Santos R",NA,"1966","01","06","Brazil",NA,NA,"Distrito Federal, riberao Torto, near Sobradinho, D.F.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260658 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260658",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1260658",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"75","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260659","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Lindeman JC",NA,"1970","05","14","Brazil",NA,NA,"Flora Brasiliae Australis. Rio Grande do sul. Bank of Arroio das Lavras, W of Lavras do Sul near dam.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260659 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260659",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1260659",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"76","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260660","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Lindeman JC; Haas JH de",NA,"1967","06","21","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Parana Bank of Rio Parana below Porto Mendes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260660 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260660",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1260660",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"77","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1261620","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Meyer T",NA,"1944","03","21","Argentina",NA,NA,"Gob. de Misiones. Cataratas del Iguazu: Garganta del Diablo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1261620 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1261620",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1261620",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"78","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1261621","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Bertoni MB",NA,"1945","08","04","Paraguay",NA,NA,"Dep. Holto Parana. Km 2067- Sta Teresa.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1261621 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1261621",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1261621",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"79","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1261622","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Herter WG",NA,"1928","11","27","Uruguay",NA,NA,"Dep. De Rio Negro. Dict. San Javier.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1261622 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1261622",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-U1261622",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"80","2020-02-08 09:50:24-03","NBC","NL-BOTANY","WAG.1337504","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Irwin HS; et al.",NA,"1970","03","13","Brazil",NA,NA,"Estado de Mnas Gerais, Serra do Espinhaco, rio Jequiti, ca. 20km E. of Diamantina.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1337504 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1337504",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-WAG1337504",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"81","2020-02-08 09:50:24-03","NBC","NL-BOTANY","WAG.1337505","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Anderson WR",NA,"1973","04","06","Brazil",NA,NA,"Estado de Goias, rio Cristal, 44 km by road SE of Cristalina.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1337505 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1337505",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-WAG1337505",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"82","2020-02-08 09:50:24-03","NBC","NL-BOTANY","WAG.1337506","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Hatschbach GG",NA,"1976","10","04","Brazil",NA,NA,"Rio Corumba (mun. Ipameri) Goias.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1337506 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1337506",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Southern America",NA,"NL-WAG1337506",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
