"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","locality","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","typeStatus","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","402627","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","I. de Vattimo","R. Reitz","1958","12","29","Brazil","Santa Catarina","Rio do Sul","-49.6431","-27.2144",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271493' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402627","NY00402627_01","6079","Serra do Matador, Rio do Sul.",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","402629","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","I. de Vattimo","R. Reitz","1965","12","10","Brazil","Santa Catarina","Itaiópolis","-49.9064","-26.3367",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271491' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402629","NY00402629_01","17351","Itaió, Itaiópolis",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","402625","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","I. de Vattimo","R. Reitz","1951","12","10","Brazil","Santa Catarina","Brusque","-48.9172","-27.0983",NA,NA,"35","35","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402625","NY00402625_01","4200","Brusque",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","402634","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","I. de Vattimo","P. K. H. Dusén","1915","01","01","Brazil","Paraná","Jaguariaíva","-49.713647","-24.340602",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402634","NY00402634_01","16243","Jaguariahyva.",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","402626","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","I. de Vattimo","R. Reitz","1957","11","25","Brazil","Santa Catarina","Ibirama","-49.534691","-27.013976",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271496' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402626","NY00402626_01","5690","Ibirama",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","402624","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","G. G. Hatschbach","G. G. Hatschbach","1986","12","16","Brazil","Paraná","Rio Branco do Sul","-49.3142","-25.1903",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271488' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402624","NY00402624_01","50841","S. Vicente",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","402630","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","I. de Vattimo","R. M. Klein",NA,NA,NA,"Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271495' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402630","NY00402630_01","1996","Hôrto Florestal I.N.P., Ibirama",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","402632","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","S. M. Silva","A. Uhlmann","1994","09","28","Brazil","Paraná","Jaguariaíva","-49.68","-24.23",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402632","NY00402632_01","78","Parque Estadual do Cerrado, Jaguariaíva",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","402635","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","I. de Vattimo","H. M. Curran","1914","07","08","Argentina",NA,NA,"-54.567325","-25.617865",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271492' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402635",NA,"12","Vicinity of Puerto Aguirre, Gobernacion de Misiones",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","402623","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","G. G. Hatschbach","G. G. Hatschbach","1986","12","16","Brazil","Paraná","Rio Branco do Sul","-49.3142","-25.1903",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271487' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402623","NY00402623_01","50841","S. Vicente",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","402631","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","I. de Vattimo","L. R. Landrum","1982","01","06","Brazil","Paraná","Cerro Azul","-49.17","-24.83",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402631","NY00402631_01","4094","Cerro Azul, road from Cerro Azul to Mato Preto.",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"22","2016-09-27 16:03:00-03","NY","NYBG","402835","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha",NA,NA,"M. E. Múlgura de Romero","1997","12","14","Argentina","Misiones","San Pedro","-54.07","-26.53",NA,NA,"660","660","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271504' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402835",NA,"1842","Borde de ruta 20 a 5 km del cruce con la ruta 14.",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","931339","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","R. Callejas Posada","M. Macedo","1980","06","09","Brazil","Mato Grosso do Sul","Guia Lopes da Laguna","-56.1142","-21.4581",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931339","NY00931339_01","1561","Nioac-Bela Vista Road, Km. 45, Nioac, Bela Vista.",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","402633","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","I. de Vattimo","J. P. Lanna Sobrinho","1963","08","01","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271498' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402633","NY00402633_01","641","Guanabara, Tijuca, Hôrto",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","402617","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro","Petrópolis","-43.1783","-22.505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402617","NY00402617_01 NY00402617_02","11248","(Rio Jan.) Petropolis, Correa",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","402620","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","I. de Vattimo","G. G. Hatschbach","1966","02","16","Brazil","Paraná","Chopinzinho","-52.5231","-25.8558",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271486' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402620","NY00402620_01","15529","Chopinzinho",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","402622","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","I. de Vattimo","G. G. Hatschbach","1970","12","20","Brazil","Paraná","Ivaí","-50.8589","-25.0108",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271500' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402622","NY00402622_01","25926","Saltinho",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","402628","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","I. de Vattimo","R. Reitz","1959","12","10","Brazil","Santa Catarina","Jacinto Machado","-49.766476","-29.084523",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402628","NY00402628_01","9356","Sanga da Areia, Jacinto Machado",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA
"29","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","5563","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","Miyagi, P.H.","Novelli, E.L.B.","1974","10","12","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,"Planta não trepadeira, flores roxas","BOTU005563",NA,"3","Fazenda Sant'Ana - Botucatu","1995","01","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","1437","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","Assis, M.A.","Assis Camargo, P.F.","1997","11","11","Brasil","São Paulo","Agudos",NA,NA,"9999","9999",NA,NA,"Árvore 10,0 m, caule suberoso, folhas cartáceas, flor cálice verde com extremidades lilás, corola lilás e estígma com pilosidade amarelo-ouro, planta com pilosidade branca","BOTU001437",NA,"492","Fazenda Santa Rita","1998","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-13 09:19:10-03","UFRJ","RFA","10891","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","G.G. Hatschbach","G.G. Hatschbach","1970","12","20","Brasil","Paraná","Ivaí","-50.8588981628418","-25.010799407959",NA,NA,NA,NA,"Árvore, tronco de 40 cm, flor lilás.","RFA10840",NA,"25926","Saltinho.",NA,NA,NA,"21096","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:29:29-03","UFRJ","RFA","31246","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","C. M. Vieira","M. A. Louzada; J.C. Gomes et al.l","2002",NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"RFA34316",NA,NA,"Matas de encosta.",NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-24 17:10:32-03","UTFPR","DVPR","5590","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","Silva, DR","Rocha Filho, JA; Piva, J; Machado, C","2018","01","30","Brasil","Paraná","Capitão Leonidas Marques","-53.3754","-25.2859","-53.3754","-25.2859","293","293","Árvore 18 m. Folhas cartáceas. Flores roxas. Frutos verdes, imaturos. Ponto 555.; Região de cobertura vegetal de atividade agrárias e fragmentos de Floresta Estacional Semidecidual em estágio médio de secessão secundária. Associação e","DVPR005590",NA,"584","Estrada parelela ao Rio Monteiro, sentido à Comunidade São João e à balsa no Rio Iguaçu.","2018","02","09",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-24 17:10:32-03","UTFPR","DVPR","1847","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","Duarte, E","Estevan, DA","2014","10","30","Brasil","Paraná","Dois Vizinhos","-53.055018","-25.431179","-53.055018","-25.431179","539","539","Árvore ca. 7 m, frutos.","DVPR001847","DVPR001847","2018","Estrada para comunidade Pinheirinho","2014","11","06",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-24 17:10:32-03","UTFPR","DVPR","3704","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","Barboza, E","Siqueira, EL; et al.","2014","11","13","Brasil","Paraná","Fênix","-51.57562","-23.51453","-51.57562","-23.51453","330","330","árvore ca. 10 m, heliófita. Flores roxas.; Relevo: suave-ondulado - Vegetação: Floresta Estacional Semidecidual Submontana","DVPR003704",NA,"1285","RPPN Vila Rica - Propriedade de Bernard Philippe Marie Philibert de Laguiche","2016","02",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-24 17:10:32-03","UTFPR","DVPR","2893","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.",NA,"Fadelli, L; et al.","2001","01","18","Brasil","Paraná","Rancho Alegre","-50.9131011962891","-23.0699996948242",NA,NA,NA,NA,"Árvore 11m, fruto imaturo, CAP 0,9m, projeção 8X8m. Copa cheia.; Borda e interior da mata.","DVPR002893",NA,"30","Faz. Congonha",NA,NA,NA,"11419","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-01-20 14:40:22-03","UPM","MACK","138","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","A. V. G. Sousa; J. S. Ferraz","J. S. Ferraz","2008","11","10","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"Jardim da Universidade Presbiteriana Mackenzie","2008","12","11","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-01-20 14:40:22-03","UPM","MACK","137","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","A. V. G. Sousa; J. S. Ferraz","J. S. Ferraz","2008","11","10","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"Jardim da Universidade Presbiteriana Mackenzie","2008","12","11","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-04 15:24:57-03","PUCPR","HUCP","14892","S","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","Jaszczerski, JC","Kotleuski, LR","2002","11","14","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00008868","HUCP00008868","006","Capão da Imbuia",NA,NA,NA,"25180","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-12-04 15:24:57-03","PUCPR","HUCP","5297","S","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","Acra, LA","Berezowki, W","1985","10","25","Brasil","Paraná","Almirante Tamandaré","-49.310001373291","-25.3246994018555",NA,NA,NA,NA,NA,"HUCP00008238","HUCP00008238","008","Lamenha Pequena",NA,NA,NA,"18684","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-04 15:24:57-03","PUCPR","HUCP","5300","S","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","Acra, LA","Henezaryte, A","1985","09","17","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00008186","HUCP00008186","002","Jardim Schaffer",NA,NA,NA,"25180","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-12-04 15:24:57-03","PUCPR","HUCP","18759","S","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","Selusniaki, M","Selusniaki, M","2005","03","06","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00008816","HUCP00008816","269","Zoológico Iguaçu","2008",NA,NA,"25180","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:24:57-03","PUCPR","HUCP","23981","S","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","Adenesky, E","Bochorny, T","2012","01","27","Brasil","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,NA,"028",NA,NA,NA,NA,"35037","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-04 15:24:57-03","PUCPR","HUCP","18867","S","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.","Bonaldi, R","Bonaldi, R","2008","03","31","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00008271","HUCP00008271","354","Tinguçu",NA,NA,NA,"24916","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:30:27-03","NBC","NL-BOTANY","U.1160490","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.",NA,"Mexia YEJ","1929","12","04","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1160490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1160490","NL-U1160490",NA,"State of Espiritu Santo, Santa Barbara de Caparaó, steep, rocky hill north of village, rising above bamboo jungle.",NA,NA,NA,NA,NA,NA,"Lamiales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"46","2020-02-08 09:30:27-03","NBC","NL-BOTANY","L 0003409","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.",NA,"Sello F",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200003409 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0003409","NL-L0003409",NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Lamiales","Southern America",NA,"Magnoliopsidae","isotype","89819981",NA,NA,NA
"47","2020-02-08 09:30:27-03","NBC","NL-BOTANY","L.1054582","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.",NA,"Unknown",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1054582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1054582","NL-L1054582",NA,NA,NA,NA,NA,NA,NA,NA,"Lamiales","Southern America",NA,"Magnoliopsidae",NA,"Kw13627",NA,NA,NA
"48","2020-02-08 09:30:27-03","NBC","NL-BOTANY","L.2815126","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","micrantha","Jacaranda micrantha","Cham.",NA,"Reitz R; Klein RM","1957","11","25","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2815126 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2815126","NL-L2815126",NA,"Santa Catarina. Ibirama.",NA,NA,NA,NA,NA,NA,"Lamiales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
