"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","infraspecificEpithet","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relationshipType","relatedCatalogItem"
"11","2017-02-01 14:52:00-02","NY","NYBG","02065541","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla intermedia","Hassl.",NA,"E. Hassler","3307",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2202614' target='other'> <mi>dwc_moreinfo</mi></a>","NY02065541",NA,NA,"intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","319227","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"sheet","This appears to be Riedel 805 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=351510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00319227","NY00319227_01","possible type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2017-02-01 14:52:00-02","NY","NYBG","02065537","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla glabrata","Meisn.",NA,"E. Hassler","5023",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2202643' target='other'> <mi>dwc_moreinfo</mi></a>","NY02065537",NA,NA,"glabrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2017-02-01 14:52:00-02","NY","NYBG","02065529","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla laciniata","Meisn.",NA,"E. Hassler","5023a",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2202651' target='other'> <mi>dwc_moreinfo</mi></a>","NY02065529",NA,NA,"laciniata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","319228","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.","C. A. O'Donell","L. Riedel","805","1824","10",NA,"South America","Brazil","Minas Gerais",NA,"In siccis Rio Pardo et in campis glareosis",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=351509' target='other'> <mi>dwc_moreinfo</mi></a>","NY00319228","NY00319228_01","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:19:22-03","UFRJ","RFA","9522","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","J.I. Falcão","G.G. Hatschbach","23225","1969","12","13",NA,"Brasil","Paraná","Ponta Grossa","Fortaleza","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Reptante, flôr lilás","RFA28105",NA,NA,NA,"1970","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:34:20-03","NBC","NL-BOTANY","L.2741189","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Hatschbach GG",NA,"1969","12","13","Southern America","Brazil",NA,NA,"Fortaleza (mun. P. Grossa) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2741189 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2741189","NL-L2741189",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:05:27-03","ESALQ","ESA","99218","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris",NA,"Falcão","Krieger, L.","11208.0","1971","12","18",NA,"Brasil","Paraná","Vila Velha",NA,NA,NA,NA,NA,NA,NA,"ESA099218","ESA099218",NA,NA,"1977",NA,NA,NA,"07","18",NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:05:28-03","ESALQ","ESA","264","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Ipomoea","subspicata","Ipomoea subspicata","(Meisn.) O'Donell","Simão-Bianchini, R.","Viegas, A.P. ; Lima, A.S.",NA,"1940","12","12",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA000264","ESA000264",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:27:21-03","MN","R","120612","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Lutz, A.","1576","1919","12","09",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:27:21-03","MN","R","12343","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R.","Glaziou, A.F.M","21788","1895","09","23",NA,"Brasil","Minas Gerais","Paracatú",NA,"-46.874698638916","-17.2222003936768",NA,NA,NA,"Plantas do Brasil Central","R000012343","R000012343_001",NA,NA,"2000","72344","auto",NA,"02","15",NA,NA,NA,NA,NA,NA
"22","2020-12-20 21:16:41-03","UFV","VIC","036639","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Rodrigues, A.C.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Paraopeba","FLONA de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,"Corola lilás.","VIC036639","VIC036639",NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:33:36-03","UFJF","CESJ","11208","PreservedSpecimen","Plantae","Angiosperma",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"L. Krieger","CESJ11208","1971","12","18","América do Sul","Brasil","Paraná","Vilha Velha","Reserva Estadual, Campo",NA,NA,NA,NA,NA,"Arbusto, flores roxas","CESJ011208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:33:36-03","UFJF","CESJ","41867","PreservedSpecimen","Plantae","Angiosperma",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"A. O. Soares; et al.","s.n.","2003","04","25","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Mata da faculdade de Educação Física - UFJF","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Liana, borda de mata.","CESJ041867",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:33:36-03","UFJF","CESJ","12967","PreservedSpecimen","Plantae","Angiosperma",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","R.S. Bianchini","L. Krieger","CESJ12967",NA,NA,NA,"América do Sul","Brasil","Minas Gerais",NA,"Serra do Espinhaço",NA,NA,NA,NA,NA,"Flor lilás","CESJ012967",NA,NA,NA,"2004",NA,NA,NA,"04","18",NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:33:36-03","UFJF","CESJ","44587","PreservedSpecimen","Plantae","Angiosperma",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","R.N.Leite","C. Proença; L.C. Milhomens","2711","2003","10","25","América do Sul","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília, Lago Sul","-47.833333","-15.866667","1070","1070",NA,"Campo sujo. Erva, corola lilás","CESJ044587",NA,NA,NA,"2003",NA,NA,NA,NA,NA,"-47.833333","-15.866667",NA,NA,NA,NA
"27","2021-03-01 16:28:38-03","UNICAMP","UEC","22474","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Gabrielli, AC; et al.","358","1980","11","05",NA,"Brazil","Minas Gerais","Campo do Saco",NA,"-46.564722","-21.838889",NA,NA,NA,"Erva prostrada, flores lilases.","UEC044438","UEC044438",NA,NA,"1997",NA,NA,NA,"09","15","-46.564722","-21.838889",NA,NA,NA,NA
"28","2021-03-01 16:28:38-03","UNICAMP","UEC","22984","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Holler, MT","Leitão Filho, HF; Shepherd, GJ; Joly, CA","1916","1982","12","03",NA,"Brazil","Minas Gerais","Poços de Caldas",NA,"-46.564722","-21.838889",NA,NA,NA,"De fisionomia campestre com afloramentos. Herbáceo prostado, flores roxo claro.",NA,NA,NA,NA,"1982",NA,NA,NA,"12","03","-46.564722","-21.838889",NA,NA,NA,NA
"29","2021-03-01 16:28:38-03","UNICAMP","UEC","29802","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Holler, MT","Leitão Filho, HF; Shepherd, GJ; Joly, CA","1916","1982","12","03",NA,"Brazil","Minas Gerais","Poços de Caldas",NA,"-46.564722","-21.838889",NA,NA,NA,"De fisionomia campestre com afloramentos. Herbáceo prostado, flores roxo claro.","UEC044437","UEC044437",NA,NA,"1982",NA,NA,NA,"12","03","-46.564722","-21.838889",NA,NA,NA,NA
"30","2019-08-20 10:10:16-03","UNICAMP","UEC","31498","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Garcia, WG","13737","1979",NA,NA,NA,"Brazil","Mato Grosso do Sul","Amambai","Arredores da Tribo Caiuá.","-55.320619","-23.118472",NA,NA,NA,NA,"UEC044439","UEC044439",NA,NA,"2003",NA,NA,NA,"11","05","-55.320619","-23.118472",NA,NA,NA,NA
"31","2019-08-20 10:10:16-03","UNICAMP","UEC","31687","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Garcia, WG","13976","1979",NA,NA,NA,"Brazil","Mato Grosso do Sul","Amambai","Arredores da Tribo Caiuá.","-55.320619","-23.118472",NA,NA,NA,NA,"UEC044436","UEC044436",NA,NA,"2004",NA,NA,NA,"11","17","-55.320619","-23.118472",NA,NA,NA,NA
"32","2021-03-01 16:28:38-03","UNICAMP","UEC","9507","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Holler, MT","Leitão Filho, HF; Shepherd, GJ; Joly, CA","1916","1982","12","03",NA,"Brazil","Minas Gerais","Poços de Caldas",NA,"-46.564722","-21.838889",NA,NA,NA,"De fisionomia campestre com afloramentos. Herbáceo prostado, flores roxo claro.","UEC093673","UEC093673",NA,NA,"1982",NA,NA,NA,"12","03","-46.564722","-21.838889",NA,NA,NA,NA
"33","2021-03-01 16:28:38-03","UNICAMP","UEC","22570","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Holler, MT","Stubblebine, WH; et al.","503","1980","11","19",NA,"Brazil","Minas Gerais","Campo do Saco",NA,"-46.564722","-21.838889",NA,NA,NA,"Ervas de 40cm, flores lilás.","UEC044440","UEC044440",NA,NA,"1983",NA,NA,NA,"03","25","-46.564722","-21.838889",NA,NA,NA,NA
"34","2021-03-01 16:28:38-03","UNICAMP","UEC","22984","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Stubblebine, WH; et al.","598","1980","12","02",NA,"Brazil","Minas Gerais","Campo do Saco",NA,"-46.564722","-21.838889",NA,NA,NA,"Erva de flores róseo-lilases.","UEC044435","UEC044435",NA,NA,"2000",NA,NA,NA,"02","15","-46.564722","-21.838889",NA,NA,NA,NA
"35","2019-08-20 10:10:16-03","UNICAMP","UEC","125587","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Kinoshita, LS; Galvão, JC","00220","2000","11","22",NA,"Brazil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Acima da Fazenda Alto Palácio.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"flor, Campo rupestre.",NA,NA,NA,NA,"2004","26557","auto",NA,"11",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:21:24-03","MBM","MBM","20499","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris",NA,"Simão-Bianchini, R.","Hatschbach, G.; Pelanda, P.; Pelanda, P.","27787","1971","11","12","Southern America","Brazil","Minas Gerais","Gouveia","Serra do Espinhaço","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,"MBM020499","MBM020499",NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:21:30-03","MBM","MBM","151533","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","virgata","Ipomoea virgata angustata","Meisn.","Smith, S.F.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55947","1991","11","08","Southern America","Brazil","Goiás","Alto Paraíso de Goiás","Córrego Vereda","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"MBM151533","MBM151533",NA,"angustata",NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-09-04 12:55:38-03","MNHN","RECOLNAT_MNHN_P","P00746443","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746443' target='other'> <mi>dwc_moreinfo</mi></a>","P00746443","P00746443_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1949 2",NA,NA,NA
"39","2015-09-28 18:01:39-03","MNHN","RECOLNAT_MNHN_P","P00758766","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Saint-Paul",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758766' target='other'> <mi>dwc_moreinfo</mi></a>","P00758766","P00758766_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816-1821/C1 1060",NA,NA,NA
"40","2015-09-04 12:53:35-03","MNHN","RECOLNAT_MNHN_P","P03536450","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini","Claussen",NA,"1838","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03536450' target='other'> <mi>dwc_moreinfo</mi></a>","P03536450","P03536450_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"302",NA,NA,NA
"41","2015-09-04 12:56:32-03","MNHN","RECOLNAT_MNHN_P","P03537975","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini","s.c.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03537975' target='other'> <mi>dwc_moreinfo</mi></a>","P03537975","P03537975_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-09-04 12:50:10-03","MNHN","RECOLNAT_MNHN_P","P03538057","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini","Claussen",NA,"1838","1","1",NA,"Brasil","Minas Gerais",NA,"Brésil. Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03538057' target='other'> <mi>dwc_moreinfo</mi></a>","P03538057","P03538057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"290",NA,NA,NA
"43","2015-09-04 12:38:58-03","MNHN","RECOLNAT_MNHN_P","P03878978","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Warming, E.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Lagoa Santa",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03878978' target='other'> <mi>dwc_moreinfo</mi></a>","P03878978","P03878978_01 P03878978_02","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-04 13:01:28-03","MNHN","RECOLNAT_MNHN_P","P03866241","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguay",NA,NA,"Yerbales, montium Sierra de Maracayu : in regione fluminis Tapiraguay",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03866241' target='other'> <mi>dwc_moreinfo</mi></a>","P03866241","P03866241_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5023",NA,NA,NA
"45","2015-09-04 13:01:28-03","MNHN","RECOLNAT_MNHN_P","P03866242","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.",NA,"Herb. Richard",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03866242' target='other'> <mi>dwc_moreinfo</mi></a>","P03866242","P03866242_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2015-09-04 12:58:56-03","MNHN","RECOLNAT_MNHN_P","P03539435","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","subspicata","Ipomoea subspicata","(Meisn) O'Donell","Wood","Glaziou, A.",NA,"1895","9","23",NA,"Brasil","Minas Gerais","Paracatu",NA,"-46.874698638916","-17.2222003936768",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03539435' target='other'> <mi>dwc_moreinfo</mi></a>","P03539435","P03539435_01",NA,NA,NA,"72344","auto",NA,NA,NA,NA,NA,"21788",NA,NA,NA
"47","2020-10-01 14:25:08-03","JBB","HEPH","12401","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Nóbrega, MGG","Boaventura, M","373","1996","12","10","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667","1102","1102",NA,NA,NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA
"48","2020-10-01 14:25:08-03","JBB","HEPH","12402","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Nóbrega, MGG","Boaventura, M","374","1996","12","10","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667","1102","1102",NA,NA,NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA
