"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","infraspecificEpithet","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relationshipType","relatedCatalogItem"
"104","2019-11-01 14:56:50-03","UnB","UB","149166","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Bianchini, RS","Irwin, HS","20554","1968","02","20","Southern America","Brasil","Minas Gerais",NA,"Palácio, Serra do Cipó. Km 125, 150km N. of Belo Horizonte.",NA,NA,NA,NA,NA,"Procumbent, to 25cm long.",NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-11-01 14:56:50-03","UnB","UB","87635","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Bianchini, RS","Heringer, EP","11291","1967","01",NA,"Southern America","Brasil","Goiás",NA,"Rio Corumbá, 120km de Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,"07","20",NA,NA,NA,NA,NA,NA
"106","2019-11-01 14:56:50-03","UnB","UB","9741","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Proença, CEB","Brito, DS; Gomes, BM; Guimarães, PJF; Proença, CEB","103","2000","10","15","Southern America","Brasil","Distrito Federal","Brasília","Parque Recreativo e Reserva Ecológica do Gama","-48.055","-16.048333",NA,NA,NA,"Estigmas e anteras brancas; pelos prateados.; Erva 0,3m. Flor lilás; Cerrado sensu stricto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.055","-16.048333",NA,NA,NA,NA
"107","2019-11-01 14:56:50-03","UnB","UB","146082","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Freitas, RIP; Freitas, GS","s.n.","1996",NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-01 14:56:53-03","UnB","UB","198591","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.","Buril, MT","Amaral, AG; Santos, TRR","2900","2012","05","23","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros. Parcela 2500 norte. Seg 170-180; UA 1-2.","-47.71966","-14.10209",NA,NA,NA,"Trepadeira. 150 cm. Flor botão, aberta. Sépala verde, pétala roxa. Folha madura.; Cerrado rupestre.",NA,NA,NA,NA,"2012",NA,NA,NA,"06",NA,"-47.71966","-14.10209",NA,NA,NA,NA
"109","2019-11-01 14:56:53-03","UnB","UB","198607","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.","Buril, MT","Amaral, AG; Santos, TRR","2916","2012","05","24","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros. Parcela 3500 norte.","-47.72763","-14.1067",NA,NA,NA,"Trepadeira. 100 cm. Flor aberta, murcha. Pétalas lilás, estames brancos. Folha madura.; Cerrado sensu stricto em cambissolo; solo arenoso.",NA,NA,NA,NA,"2012",NA,NA,NA,"06",NA,"-47.72763","-14.1067",NA,NA,NA,NA
"110","2019-11-01 14:56:53-03","UnB","UB","98357","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.","Austin, DF","Gates, B","106","1979","02","03","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Alto Paraíso de Goiás","-47.516667","-14.116667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.516667","-14.116667",NA,NA,NA,NA
"111","2019-05-06 11:54:57-03","UFU","HUFU","17571","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Biachini, R.","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4956","1998","01","10",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro após o córrego dos Passageiros.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea rasteira. Cálice vinho. Corola com tubos róseo, fauce e lacínias pink. Estames e estilete creme.; Campo rupestre.","HUFU00052161","HUFU00052161",NA,NA,"2004","57119","auto",NA,"12","16",NA,NA,NA,NA,NA,NA
"112","2021-03-04 15:46:40-03","IF","SPSF","05135","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","R.Simão-Bianchini","D.Bento Pickel",NA,"1953","03","12","América do Sul","Brasil","SP","Pirassununga","Fazenda Santa Teresa da Bela Cruz","-47.4199981689453","-21.9899997711182",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Cerrado.;",NA,NA,NA,NA,"1997","24621","auto","Magnoliopsida","09","15",NA,NA,NA,NA,NA,NA
"113","2017-09-11 17:09:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in campis ad Lagoa Santa prov. Minarum, m.Nov. Febr. florens.",NA,NA,NA,NA,NA,"Oreas.; HABITAT: Oreas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2017-09-11 17:09:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Loco non indicato.",NA,NA,NA,NA,NA,"Oreas; HABITAT: Oreas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2017-09-11 17:09:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Habitat in campis prope Curvello prov. Minarum et cum var. b in siccis et campis glareosis inter gramina ad Rio Pardo provinciae S.Pauli, m.Oct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2017-09-11 17:09:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","virgata","Ipomoea virgata angustata","Meisn.",NA,"Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"In Serra de Christaes.",NA,NA,NA,NA,NA,"Oreas.; HABITAT: Oreas.",NA,NA,NA,"angustata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-08-27 12:19:17-03","IBt","SP","308679","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Irwin, HS","10585","1965","11","22",NA,"Brasil","Distrito Federal","Brazlândia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-08-27 12:19:17-03","IBt","SP","308680","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Irwin, HS","10083","1965","11","08",NA,"Brasil","Distrito Federal","Sobradinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-08-27 12:19:17-03","IBt","SP","308682","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Irwin, HS","9175","1965","10","13",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-08-27 12:19:17-03","IBt","SP","308684","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Irwin, HS","8573","1965","09","23",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-01-21 15:28:52-03","IBt","SP","350348","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Munhoz, CBR","2247","2000","06","22",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-01-21 15:28:52-03","IBt","SP","351144","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Munhoz, CBR","2084","2000","10","10",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-11-26 09:59:51-03","IBt","SP","370062","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Guarino, ESG","2","1999","11","08",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-11-26 09:59:51-03","IBt","SP","370063","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Guarino, ESG","540","2000","12","20",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-10 11:27:10-03","IBt","SP","399372","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Aparecida da Silva, M","5719","2004","11","25",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-22 10:12:39-03","IBt","SP","343713","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Batalha, MA","3524","1999","06","10",NA,"Brasil","Goiás","Chapadão do Céu","Parque Nacional das Emas","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-11-19 09:28:59-03","IBt","SP","361363","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Fonseca, ML","3177","2002","03","13",NA,"Brasil","Goiás","Corumbá de Goiás",NA,"-48.8086013793945","-15.9236001968384",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41388","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-06-04 11:03:21-03","IBt","SP","271923","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Zappi, DC","CFSC9997","1987","02","02",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-11-26 09:59:51-03","IBt","SP","373158","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Romero, R","4956","1998","01","10",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-01-21 15:28:52-03","IBt","SP","514762","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Romero, R","4956","1998","01","10",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-21 10:03:16-03","IBt","SP","10818","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão Bianchini, R","Edwall, G","CGG3386","1896","11",NA,NA,"Brasil","São Paulo","Botucatu",NA,"-48.439998626709","-22.8799991607666",NA,NA,NA,NA,"SP023827","SP023827",NA,NA,"2000","40412","auto",NA,"02","15",NA,NA,NA,NA,NA,NA
"132","2019-11-21 10:03:16-03","IBt","SP","10819","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão Bianchini, R","Campos Novaes, J","CGG5833",NA,NA,NA,NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"SP023825","SP023825",NA,NA,"1997","23900","auto",NA,"09","15",NA,NA,NA,NA,NA,NA
"133","2019-11-21 10:03:16-03","IBt","SP","10825","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão Bianchini, R","Loefgren, A; Edwall, G","CGG2029","1893","01","03",NA,"Brasil","São Paulo","Franca",NA,"-47.4000015258789","-20.5300006866455",NA,NA,NA,NA,"SP023829","SP023829",NA,NA,"1997","27521","auto",NA,"09","15",NA,NA,NA,NA,NA,NA
"134","2019-11-21 10:03:16-03","IBt","SP","10825a","Extra","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão Bianchini, R","Loefgren, A; Edwall, G","CGG2029","1893","01","03",NA,"Brasil","São Paulo","Franca",NA,"-47.4000015258789","-20.5300006866455",NA,NA,NA,NA,"SP023830","SP023830",NA,NA,"1997","27521","auto",NA,"09","15",NA,NA,NA,NA,NA,NA
"135","2019-11-21 10:03:16-03","IBt","SP","10823","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão Bianchini, R","Hammar, A","CGG5834","1901","11","15",NA,"Brasil","São Paulo","Mogi Mirim",NA,"-46.9500007629395","-22.4300003051758",NA,NA,NA,NA,"SP023826","SP023826",NA,NA,"2000","19575","auto",NA,"02","15",NA,NA,NA,NA,NA,NA
"136","2019-11-21 10:03:16-03","IBt","SP","10826","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão Bianchini, R","Loefgren, A","CGG583","1888","06","05",NA,"Brasil","São Paulo","Rio Claro","Campo ao pé da linha para Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,"SP023828","SP023828",NA,NA,"1997","21773","auto",NA,"09","15",NA,NA,NA,NA,NA,NA
"137","2014-09-23 10:57:10-03","G","G","G00227874","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.","Staples, G. W.","Glaziou, A. F. M.","21789",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=209722&base=img&lang=en","G00227874","G00227874","TYPUS of Ipomoea aurifolia Dammer",NA,"2009",NA,NA,NA,"01","01","-53.08972222","-10.77305556",NA,NA,NA,NA
