"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","483792","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","digitalis","Zeyheria digitalis","I. Mimura","382","1962","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483792","Magnoliophyta","Lamiales","(Vell.) Hoehne & Kuhlm.","J. J. Wurdack","São Paulo","Sao José dos Campos","Ca. 9,7 km SSE em linha reta da praça principal de Sao José dos Campos. Uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamente por mata.","-45.88","-23.1703","NY00483792_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","886433","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","digitalis","Zeyheria digitalis","J. A. Ratter","R4304","1978","11","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023924' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886433","Magnoliophyta","Lamiales","(Vell.) Hoehne & Kuhlm.",NA,"São Paulo","Santo Antônio de Posse","± 20 km from Campinas on the road to Moji-Mirim","-46.9097","-22.6003","NY00886433_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","483785","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","digitalis","Zeyheria digitalis","W. R. Anderson","36710","1972","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483785","Magnoliophyta","Lamiales","(Vell.) Hoehne & Kuhlm.","A. H. Gentry","Bahia","Barreiras","Espigao Mestre, ca. 100 km WSW of Barreiras;","-44.99","-12.15","NY00483785_01","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","483789","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","digitalis","Zeyheria digitalis","I. Silberbauer-Gottsberger","85","1970","04","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485975' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483789","Magnoliophyta","Lamiales","(Vell.) Hoehne & Kuhlm.","A. H. Gentry","São Paulo","Botucatu","Distrito de Rubiao Junior. 1-2 km SW da Faculdade de Ciências Médicas e Biológicas de Botucatu.","-48.4397","-22.88","NY00483789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","483794","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","digitalis","Zeyheria digitalis","I. Mimura","281","1962","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483794","Magnoliophyta","Lamiales","(Vell.) Hoehne & Kuhlm.","L. B. Smith; S. F. Smith","São Paulo","Sao José dos Campos","Ca. 9,6 km SSE em linha reta da praça principal de Sao José dos Campos. Uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamente por mata.","-45.88","-23.1703","NY00483794_01","585","585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","483787","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","digitalis","Zeyheria digitalis","L. B. Smith","14817","1965","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483787","Magnoliophyta","Lamiales","(Vell.) Hoehne & Kuhlm.","L. B. Smith","Paraná","Sengés","Dense cerrado (scrub), thicket, Fazenda Morungava, Rio Funil.","-49.37","-24.13","NY00483787_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","483795","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","digitalis","Zeyheria digitalis","I. Mimura","358","1962","05","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483795","Magnoliophyta","Lamiales","(Vell.) Hoehne & Kuhlm.","J. J. Wurdack","São Paulo","Sao José dos Campos","Uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamente por mata. Parte superior da encosta leste do vale do Córrego da Ressaca, 6-6 1/2 km ao SW (ao longo da Rodovia Pres. Dutra) da saída para Sao José dos Campos, 100-500 m ao lado SE da rodovia.","-45.88","-23.1703","NY00483795_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","483786","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","digitalis","Zeyheria digitalis","W. R. Anderson","36710","1972","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483786","Magnoliophyta","Lamiales","(Vell.) Hoehne & Kuhlm.","A. H. Gentry","Bahia","Barreiras","Espigao Mestre, ca. 100 km WSW of Barreiras;","-44.99","-12.15","NY00483786_01","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","886435","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","digitalis","Zeyheria digitalis","G. Davidse","12090","1976","04","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023928' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886435","Magnoliophyta","Lamiales","(Vell.) Hoehne & Kuhlm.","A. H. Gentry","Bahia",NA,"11 km N of the intersection of Highway BR-020 and the Rio Roda Velha.",NA,NA,"NY00886435_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","483784","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","digitalis","Zeyheria digitalis","W. R. Anderson","36489","1972","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483784","Magnoliophyta","Lamiales","(Vell.) Hoehne & Kuhlm.","A. H. Gentry","Bahia","Barreiras","Espigao Mestre. Serra 22 km W of Barreiras;","-44.99","-12.15","NY00483784_01","620","620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","948752","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","D. R. Hunt","5454","1966","05","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948752","Magnoliophyta","Lamiales","Mart.",NA,"Distrito Federal","Brasília","Near Palace Hotel.","-47.9294","-15.7797","NY00948752_01","900","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","948749","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","E. P. Heringer","237","1938","07","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948749","Magnoliophyta","Lamiales","Mart.","E. P. Heringer","Minas Gerais",NA,"Lavras",NA,NA,"NY00948749_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","948774","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","H. S. Irwin","28401","1970","03","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015965' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948774","Magnoliophyta","Lamiales","Mart.",NA,"Minas Gerais","Diamantina","Serra do Espinhaço, ca. 2 km S. of São João da Chapada","-43.7833","-18.0833","NY00948774_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00907727","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","J. A. Ratter","R3070","1976","05","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907727","Magnoliophyta","Lamiales","Mart.",NA,"Distrito Federal","Brasília","Close to the Escola Fazendária, c. 11 km SE of the Brasília TV Tower.","-47.9294","-15.7797","NY00907727_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","948785","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","H. S. Irwin","15099","1966","04","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015994' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948785","Magnoliophyta","Lamiales","Mart.",NA,"Goiás","Formosa","Serra do Morcêgo, Côrrego Estrema, ca. 40 km N.E. of Formosa","-47.06965","-15.27769","NY00948785_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","886438","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","A. Uhlmann","s.n.","1997","04","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886438","Magnoliophyta","Lamiales","Mart.","A. Uhlmann","Paraná","Jaguariaíva","Parque Estadual do Cerrado.","-49.65","-24.2","NY00886438_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1005064","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","H. S. Irwin","26535","1970","02","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1071545' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005064","Magnoliophyta","Lamiales","Mart.",NA,"Distrito Federal","Brasília","Ca. 10 km E. of Lago Paranoá, DF-6","-47.7274","-15.75885","NY01005064_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","687511","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","M. A. Farinaccio","492","2002","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=876784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687511","Magnoliophyta","Lamiales","Mart.","M. A. Farinaccio","São Paulo","Franco da Rocha","Parque Estadual do Juquery.","-46.72","-23.32","NY00687511_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","948756","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","H. S. Irwin","5338","1964","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015845' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948756","Magnoliophyta","Lamiales","Mart.",NA,"Distrito Federal","Brasília","Ca. 38 km E. of Brasília.","-47.85","-15.68","NY00948756_01","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","948780","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","H. S. Irwin","24734","1969","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948780","Magnoliophyta","Lamiales","Mart.",NA,"Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 16 km south of Alto Paraíso (formerly Veadeiros)","-47.5167","-14.26131","NY00948780_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","483807","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","J. S. Blanchet",NA,NA,NA,NA,"South America","Brazil","sheet",NA,"Acc. 1840 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743373' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483807","Magnoliophyta","Lamiales","Mart.",NA,"Piauí",NA,"Brasil. trop.",NA,NA,"NY00483807_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","948789","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","J. H. Kirkbride Jr.","5124","1983","01",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948789","Magnoliophyta","Lamiales","Mart.",NA,"Goiás","Cidade Ocidental","Morro da Cruz","-47.8","-16.05","NY00948789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","948776","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","G. M. Barroso","7286","1963","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015967' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948776","Magnoliophyta","Lamiales","Mart.","G. M. Barroso","Minas Gerais",NA,"B. Horizonte-Pampulha",NA,NA,"NY00948776_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","948833","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","H. S. Irwin","17652","1966","06","23","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948833","Magnoliophyta","Lamiales","Mart.",NA,"Goiás","Piranhas","Ca. 70 km. S. E. of Aragarças, road to Piranhas. Drainage of the Upper Rio Araguaia.","-52.03","-16.4","NY00948833_01 NY00948833_02","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00907702","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","W. R. Anderson","8588","1973","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907702","Magnoliophyta","Lamiales","Mart.",NA,"Minas Gerais",NA,"6 km by road N of Gouvêia on road to Diamantina. Serra do Espinhaço.","-43.7117","-18.4","NY00907702_01","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00748770","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","H. S. Irwin","8476","1965","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=882058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748770","Magnoliophyta","Lamiales","Mart.",NA,"Distrito Federal","Brasília","Chapada do Contagem, ca. 30 km N.E. of Brasília","-47.71872","-15.5916","NY00748770_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","483800","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","H. S. Irwin","14791","1966","04","14","South America","Brazil","sheet",NA,"Wood voucher <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743366' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483800","Magnoliophyta","Lamiales","Mart.","A. H. Gentry","Bahia","Sao Desidério","Drainage of the Rio Corrente, Western Bahia. Near Rio Piau, ca. 150 km SW of Barreiras.","-44.9731","-12.3633","NY00483800_01","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","948781","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","H. S. Irwin","24539","1969","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015982' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948781","Magnoliophyta","Lamiales","Mart.",NA,"Goiás","Cavalcante","Chapada dos Veadeiros, ca. 38 km north of Veadeiros","-47.5167","-13.77324","NY00948781_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","948758","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","H. S. Irwin","11599","1966","01","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015853' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948758","Magnoliophyta","Lamiales","Mart.",NA,"Distrito Federal","Brasília","Summit of Chapada da Contagem, ca. 10 km E. of Brasília","-47.82337","-15.7833","NY00948758_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","948737","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","S. Tsugaru","B-159","1987","07","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948737","Magnoliophyta","Lamiales","Mart.","A. R. Zuntini","Goiás","Caldas Novas","Near Caldas Novas","-48.6247","-17.7419","NY00948737_01","730","730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00907726","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","E. Pereira","8834","1964","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907726","Magnoliophyta","Lamiales","Mart.",NA,"Minas Gerais",NA,"Serra do Cipó","-43.570329","-19.392384","NY00907726_01","1060","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","948757","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","H. S. Irwin","5338","1964","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948757","Magnoliophyta","Lamiales","Mart.",NA,"Distrito Federal","Brasília","Ca. 38 km E. of Brasília.","-47.85","-15.68","NY00948757_01","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
