"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","eventTime"
"16","2021-03-15 16:37:00-03","NY","NYBG","579624","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","L. R. Landrum",NA,NA,NA,"L. R. Landrum","3978","1981","12","05","Brazil","Santa Catarina","Itajaí","Itajai, hills at S end of Playa Cabecudas.","-48.630681","-26.9317121",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=450894' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579624","NY00579624_01","30","30","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","579621","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","L. R. Landrum",NA,NA,NA,"L. R. Landrum","3971","1981","12","05","Brazil","Santa Catarina","Itajaí","Itajai, hills at S end of Playa Cabecudas.","-48.630681","-26.9317121",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=450891' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579621","NY00579621_01","30","30","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","579617","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","L. R. Landrum",NA,NA,NA,"R. Reitz","2133","1954","09","30","Brazil","Santa Catarina","Luiz Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=450889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579617","NY00579617_01","300","300","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","579619","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","L. R. Landrum",NA,NA,NA,"R. M. Klein","1480","1955","07","26","Brazil","Santa Catarina","Itajaí","Cunjas, Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=450888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579619","NY00579619_01","15","15","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-01-20 14:40:42-03","UPM","MACK","1279","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D. Legrand","A. Korte","2009","10","21","A. Korte; A. Kniess","602","2009","10","21","Brasil","SC","Vidal Ramos","Águas Frias. Floresta Ombrófila densa,estadio sucessivo médio de regeneração","-49.3558006286621","-27.3918991088867","S","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21797","auto",NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U 0004976","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Landrum LR",NA,NA,NA,"Reitz R",NA,"1948","09","16","Brazil","Santa Catarina",NA,"Santa CatarinaAzambuja, Brusque",NA,NA,NA,NA,"Capoeira<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200004976 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0004976","NL-U0004976",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae","isotype","58741 B",NA,NA,NA
"22","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1441022","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","07","14","Brazil",NA,NA,"Est. Santa Catarina. Parque do Monte bau N.W. of Blumenau.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441022","NL-U1441022",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2019-08-27 13:31:18-03","IAP","PACA-AGP","86191","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D. Legrand","J. Mattos","1978",NA,NA,"Sehnem, A.","12324","1971","07","18","Brasil","SC","Garopaba",NA,"-48.6133003234863","-28.0233001708984",NA,NA,"Habitat: arbustum in pascua","PACA086191",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"11115","auto","Magnoliatae",NA,NA,NA,NA,NA
"24","2020-12-21 16:37:25-03","IAP","PACA-AGP","109956","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D. Legrand","A. Korte","2009","11","05","Korte & Kniess","715","2009","11","05","Brasil","SC","Leoberto Leal","Rio Feijão.","-49.230556","-27.450278","49°13'50W","27°27'01S","FURB 15683 Hábito: arbustiva Ecossistema: floresta ombrófila densa","PACA109956",NA,"850","850","Magnoliophyta","Myrtales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"25","2019-08-27 13:31:18-03","IAP","PACA-AGP","57967","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D. Legrand","D. Legrand","1955",NA,NA,"R. Klein","222","1950","06","20","Brasil","SC","Brusque","Mata do Hoffmann","-48.9174995422363","-27.0981006622314",NA,NA,"Eq. Ecologia nr. 102, árvore de 10 metros Habitat: mata","PACA057967",NA,"50","50","Magnoliophyta","Myrtales",NA,NA,"19684","auto","Magnoliatae",NA,NA,NA,NA,NA
"26","2019-08-27 13:31:18-03","IAP","PACA-AGP","67505","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D. Legrand","C.D. Legrand","1967",NA,NA,"R. Klein","7557","1967","08","23","Brasil","SC","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,"Arvoreta de 4m Habitat: capoeira","PACA067505",NA,"150","150","Magnoliophyta","Myrtales",NA,NA,"27000","auto","Magnoliatae",NA,NA,NA,NA,NA
"27","2019-08-27 13:31:18-03","IAP","PACA-AGP","64892","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D. Legrand","C.D. Legrand","1956",NA,NA,"R. Klein","1480","1955","07","26","Brasil","SC","Itajaí","cunhas","-48.6618995666504","-26.9078006744385",NA,NA,"arvoreta de 8m Habitat: orla da mata","PACA064892",NA,"15","15","Magnoliophyta","Myrtales",NA,NA,"27253","auto","Magnoliatae",NA,NA,NA,NA,NA
"28","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009581","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","Diego Legrand","M. Sobral, 1997.",NA,NA,NA,"J. M. Silva; C.B. Poliquesi, E. Barbosa","1648","1996","4","9","Brazil","Parana","Piraquara","Serra Piramirim, Estrada Itupava.","-49.0667","-25.4333",NA,NA,"Coor from www.fallingrain.com/world",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-04 13:19:27-03","UDESC","LUSC","6343","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Gomes, J.P.","2013","11","22","Gomes, J.P.",NA,"2012","05","30","Brasil","Santa Catarina","Correia Pinto",NA,"-50.3610992431641","-27.5846996307373",NA,NA,NA,"LUSC006991","LUSC006991",NA,NA,NA,NA,NA,NA,"21488","auto",NA,NA,NA,NA,NA,NA
"30","2019-01-17 11:26:37-02","PUCRS","MPUC","15758","S","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D. Legrand","C.A. Mondin","2012","01","01",NA,NA,"2012","03","17","Brasil","SC","Governador Celso Ramos","Ponta dos Ganchos","-48.5591666667","-27.3147222222","-48.5591666667","-27.3147222222",NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,"3609","1",NA
"31","2019-01-17 11:26:37-02","PUCRS","MPUC","21038","S","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D. Legrand","C.A. Mondin","2015","01","01",NA,NA,"2015","09","05","Brasil","SC","Florianópolis","Pântano do Sul, Costa de Cima","-48.5491981506348","-27.596700668335",NA,NA,"Na beira da estrada",NA,NA,NA,NA,NA,"Myrtales","South America",NA,"27000","auto","Magnoliopsida",NA,NA,"3709","1",NA
"32","2019-11-08 08:53:45-03","FURB","FURB","12853","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Oliveira, AA de","2010","04","12","Beckhauser, T.A.","43","2006","09","18","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0788889","-26.9052778","-49.0788889","-26.9052778",NA,"FURB32012","FURB32012","38","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-10-14 10:03:21-03","FURB","FURB","13906","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Stival-Santos, A","2009","08","14","Stival-Santos, A.; Silveira, S.","811","2009","08","14","Brasil","Santa Catarina","São Pedro de Alcântara",NA,"-48.7869444","-27.5508333","-48.7869444","-27.5508333","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; pastagem Habito: arbórea; flor branca","FURB32019","FURB32019","210","210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-10-14 10:03:21-03","FURB","FURB","13910","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Stival-Santos, A","2009","08","11","Stival-Santos, A.; Silveira, S.","782","2009","08","11","Brasil","Santa Catarina","Águas Mornas","Rio dos Porcos.","-48.9688889","-27.81","-48.9688889","-27.8100000","Coleta Extra IFFSC (Arvoreta) Habitat: Floresta Ombrófila Densa; beira da estrada Habito: arvoreta; flor botão","FURB32008","FURB32008","511","511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-08 08:53:45-03","FURB","FURB","13954","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Schmitt, J","2009","08","25","Schmitt, J.L.","2","2009","08","25","Brasil","Santa Catarina","Gaspar","Belchior.","-49.0108333","-26.85","-49.0108333","-26.8500000",NA,"FURB32007","FURB32007","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:03:21-03","FURB","FURB","13955","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Verdi, M","2009","08","14","Verdi, M.; Klemz, G. & Torres, J.F.","2572","2009","08","14","Brasil","Santa Catarina","Anitápolis","Maracujá.","-49.1688889","-27.8458333","-49.1688889","-27.8458333","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; área aberta Habito: arvoreta; flor branca","FURB32020","FURB32020","745","745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:03:21-03","FURB","FURB","15089","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Stival-Santos, A","2009","09","18","Stival-Santos, A.; Legal, E. & Silveira, S.","1012","2009","09","18","Brasil","Santa Catarina","Blumenau","Garcia.","-49.14","-27.0002778","-49.1400000","-27.0002778","Florística IFFSC 636 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; beira da estrada Habito: arbórea; Fruto verde;","FURB32010","FURB32010","351","351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:03:22-03","FURB","FURB","15683","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Korte, A","2009","11","05","Korte, A.; Kniess, A.","715","2009","11","05","Brasil","Santa Catarina","Leoberto Leal","Rio Feijão.","-49.2305556","-27.4502778","-49.2305556","-27.4502778","Florística IFFSC 384 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB32014","FURB32014","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:03:22-03","FURB","FURB","15794","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Korte, A","2009","10","21","Korte, A.; Kniess, A.","602","2009","10","21","Brasil","Santa Catarina","Vidal Ramos","Águas Frias.","-49.4105556","-27.3605556","-49.4105556","-27.3605556","Florística IFFSC 422 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arvoreta;","FURB32013","FURB32013","895","895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:03:22-03","FURB","FURB","17796","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Stival-Santos, A","2010","01","25","Stival-Santos, A.; Legal, E. & Silveira, S.","1308","2009","11","23","Brasil","Santa Catarina","Indaial","Faxinal do Bepe, Parque Nacional da Serra do Itajaí.","-49.1797223","-27.1161111","-49.1797223","-27.1161111","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Inicial; beira da estrada Habito: arbórea; Fruto amarela;","FURB32011","FURB32011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-08 08:53:45-03","FURB","FURB","1867","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Cordeiro, J","2006",NA,NA,"Sevegnani, L.",NA,"2001","06","16","Brasil","Santa Catarina","Ibirama","Ilha das Cutias.","-49.5483333","-27.0411111","-49.5483333","-27.0411111","Projeto Mata Ciliar FURB / EMBRAPA","FURB32023","FURB32023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:03:22-03","FURB","FURB","19303","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Korte, A","2010","01","25","Korte, A.; Kniess, A.","1198","2009","12","01","Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras.","-49.3211111","-27.6313889","-49.3211111","-27.6313889","Florística IFFSC 311 (Arbórea) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB32018","FURB32018","942","942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:03:22-03","FURB","FURB","22097","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Verdi, M","2010","03","30","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3703","2010","02","22","Brasil","Santa Catarina","Orleans","Barra do Rio Novo.","-49.3191667","-28.3480555","-49.3191667","-28.3480555","Florística IFFSC 97 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB32017","FURB32017","206","206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:03:22-03","FURB","FURB","24","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Sevegnani, L","2000","08","28","Cristofolini, L.",NA,"1999","10","19","Brasil","Santa Catarina","Blumenau","FURB.","-49.0791667","-26.9055556","-49.0791667","-26.9055556","Nº antigo 122.","FURB32024","FURB32024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:03:22-03","FURB","FURB","26653","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Verdi, M","2010","06","07","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4849","2010","06","07","Brasil","Santa Catarina","Palhoça","Guarda do Embaú/Parque Estadual da Serra do Tabuleiro.","-48.5875","-27.9036111","-48.5875000","-27.9036111","Coleta Extra IFFSC (Arbusto) Habitat: Restinga; Estágio Médio; interior do fragmento Habito: arbustiva; flor branca","FURB32015","FURB32015","20","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 10:03:22-03","FURB","FURB","32202","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Korte, A","2010","11","09","Korte, A.; Kniess, A.","4838","2010","10","29","Brasil","Santa Catarina","Biguaçu","Timbé.","-48.6902777","-27.3613889","-48.6902777","-27.3613889","Florística IFFSC 430b (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: arbórea; flor amarela","FURB32006","FURB32006","75","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-08 08:53:45-03","FURB","FURB","3259","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Cordeiro, J","2006",NA,NA,"Sobral, M.",NA,"2000","10","16","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,"FURB32009","FURB32009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-08 08:53:45-03","FURB","FURB","38449","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","reitziana","Campomanesia reitziana","D.Legrand","Funez, L.A.","2012","06","26","Funez, L.A.","606","2012","06","16","Brasil","Santa Catarina","Blumenau","Rua Pastor Osvaldo Hesse.","-49.0502778","-26.9275","-49.0502778","-26.9275000",NA,"FURB02411","FURB02411","22","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
