"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","barcode","phylum","continentOcean","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","class","order","identifiedBy","yearIdentified","monthIdentified","dayIdentified","imagecode","minimumElevationInMeters","maximumElevationInMeters","individualCount","typeStatus","preparationType"
"11","2020-09-12 05:00:02-03","US","US","1647850","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi et al.","A. F. C. P. de Saint-Hilaire","2079","1816",NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"12","2020-09-12 05:00:02-03","US","US","1960844","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi et al.","J. R. Swallen","7525","1945","11","29","Brazil","Rio Grande do Sul",NA,"Bank of arroyo. Fazenda Experimental de Criacão Bagé.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"13","2020-09-12 05:00:02-03","US","US","3299519","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi et al.","J. R. Swallen","7250","1945","10","31","Brazil","Rio Grande do Sul",NA,"Campo, margin of banhado, Instituto Agronomico do Sul, Pelotas.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"14","2020-09-12 05:00:02-03","US","US","1960845","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi et al.","J. R. Swallen","7068","1945","10","20","Brazil","Rio Grande do Sul",NA,"In dense shade near edge of capao, Fazenda da Palma, Pelotas.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"15","2020-09-12 05:00:02-03","US","US","2205253","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi et al.","J. C. Sacco","163","1954","9","13","Brazil","Rio Grande do Sul",NA,"IAS. - Pelotas - R.G.S. Terreno areno, úmido.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"16","2020-09-12 05:00:02-03","US","US","2154983","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi et al.","J. C. Sacco","185","1954","10","5","Brazil","Rio Grande do Sul",NA,"IAS - Pelotas - RGS.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"17","2020-09-12 05:00:02-03","US","US","1763426","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi et al.","Rosengurtt","B-3027","1939","10","8","Uruguay","Maldonado",NA,"Cerro Pan de Azúcar escasa en pedregales; comienza.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"18","2020-09-12 05:00:02-03","US","US","1960843","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi et al.","J. R. Swallen","7250","1945","10","31","Brazil","Rio Grande do Sul",NA,"Campo, margin of banhado, Instituto Agronomico do Sul, Pelotas.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"19","2020-09-12 05:00:02-03","US","US","1763427","PreservedSpecimen","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","B. Rosengurtt","B-3054","1939","10","15","Uruguay",NA,NA,"Minas: cerro Arequita",NA,NA,"US01165267",NA,"South America",NA,NA,NA,"Tropicos (Sep. 2013) cites type as Rosengurtt 3154, but with same collection data as this specimen (B-3054); type mis-labeled or mis-cited?",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,NA,"1","Possible type",NA
"20","2020-09-02 16:36:22-03","Cenargen","CEN","34904","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","José Francisco Montenegro Valls","2249","1972","10","11","Brasil","RS","PIRATINI","Estrada Canguçu a Piratini, 56 km após Canguçu",NA,NA,"CEN00034904",NA,NA,"-53.1041984558105","-31.4480991363525","62286","Vegeta em solo fertil de beira de lavoura, Doação do Herbário depto. Bot. da U.F.R.G.S. - Porto Alegre. no. ICN 23.077","auto",NA,NA,"J. F. M. Valls","2016","02",NA,"CEN00034904",NA,NA,"1",NA,"Exsicatas"
"21","2020-09-02 16:36:22-03","Cenargen","CEN","30500","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","José Francisco Montenegro Valls","2239","1972","10","11","Brasil","RS","PIRATINI","Estrada Canguçu a Piratini, 56 km após Canguçu",NA,NA,"CEN00030500",NA,NA,"-53.1041984558105","-31.4480991363525","62286","Local semi-sombreadoe bastante modificado, Doação do Herbário depto. Bot. da U.F.R.G.S. - Porto Alegre. no. ICN 23.067","auto",NA,NA,"J. F. M. Valls","2016","02",NA,"CEN00030500",NA,NA,"1",NA,"Exsicatas"
"22","2019-06-24 08:11:30-03","IAC","IAC","39654","S","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","D#?#Ávila & Fernandes et al.","33","1972","10","20","Brasil","Rio Grande do Sul","Pelotas","Campus Ipeas Ufpel","-52.3425","-31.7719",NA,NA,NA,"-52.3425","-31.7719",NA,"obtida do IZ",NA,NA,NA,"D#?#Ávila et al.","1972","10","20",NA,NA,NA,NA,NA,NA
"23","2019-11-01 15:16:14-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","Debarba; et al.","44","1972","09","18","Brasil","Rio Grande do Sul","Pelotas","Campus IPEAS - UFPEL",NA,NA,"UB0020320","Monocotyledonae","Southern America","-52.3424987792969","-31.771900177002","51462",NA,"auto",NA,NA,NA,NA,NA,NA,"UB0020320",NA,NA,NA,NA,NA
"24","2020-08-20 14:59:43-03","UFSC","FLOR","18211","PreservedSpecimen","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","Sacco, J.C.","163a","1954","09","27","Brasil","Rio Grande do Sul","Pelotas","I. A. S.",NA,NA,"FLOR0018211",NA,NA,"-52.3424987792969","-31.771900177002","51462","Ocasional","auto",NA,"Poales","Sacco, J.C.; Swallen, J.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-08 12:52:52-03","UFRGS","ICN","180281","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","da Silva, LN; Tacuatiá, LO","LNS669","2014","10","28","Brasil","RS","Piratini","Estrada de chão de Piratini a Pinheiro Machado, em beira de estrada","-53.236111","-31.521667",NA,"Monocotyledon","América do Sul","-53.236111","-31.521667",NA,"testemunho de análise de genética de populações; ameaçada de extinção.; beira de estrada, com umidade e afloramentos rochosos graníticos",NA,NA,NA,"da Silva, LN","2014","10","28",NA,NA,NA,NA,NA,NA
"26","2021-02-08 12:52:52-03","UFRGS","ICN","180278","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","da Silva, LN; Boldrini, II","LNS656","2014","10","15","Brasil","RS","Lavras do Sul","Fazenda São Crispim","-53.969444","-30.698611",NA,"Monocotyledon","América do Sul","-53.969444","-30.698611",NA,"folhas de 8 indivíduos coletadas para genética de populações; ameaçada de extinção; vegetando sob Senecio brasiliensis e Baccharis coridifolia; campo arbustivo",NA,NA,NA,"da Silva, LN","2014","10","15",NA,"324","324",NA,NA,NA
"27","2021-02-08 12:52:52-03","UFRGS","ICN","180279","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","da Silva, LN; Tacuatiá, LO","LNS660","2014","10","27","Brasil","RS","Piratini","Estrada de chão de Piratini a Pinheiro Machado, em beira de estrada","-53.18","-31.464444",NA,"Monocotyledon","América do Sul","-53.18","-31.464444",NA,"testemunho de análise de genética de populações; ameaçada de extinção.; campo úmido, rochoso e sombreado",NA,NA,NA,"da Silva, LN","2014","10","27",NA,NA,NA,NA,NA,NA
"28","2021-02-08 12:52:52-03","UFRGS","ICN","180282","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","da Silva, LN; Tacuatiá, LO","LNS670","2014","10","28","Brasil","RS","Piratini","Balneário da cidade, em gramado úmido próximo a gruta com Santa","-53.123611","-31.45",NA,"Monocotyledon","América do Sul","-53.123611","-31.45",NA,"testemunho de análise de genética de populações; comum no local; ameaçada de extinção; campo úmido, sombreado e rochoso, em margem de rio",NA,NA,NA,"da Silva, LN","2014","10","28",NA,NA,NA,NA,NA,NA
"29","2021-02-08 12:52:52-03","UFRGS","ICN","180286","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","da Silva, LN; Welker, CAD","LNS676","2014","11","06","Brasil","RS","Lavras do Sul","Estrada de chão para o Rincão do Inferno, logo após a saída de Lavras","-53.886944","-30.848056",NA,"Monocotyledon","América do Sul","-53.886944","-30.848056",NA,"testemunho de análise de genética de populações; vegetando em locais semisombreados, protegido por arbustos e Eryngium sp.; campo úmido, pedregoso, próximo a córrego",NA,NA,NA,"da Silva, LN","2014","11","06",NA,"340","340",NA,NA,NA
"30","2021-02-08 12:52:52-03","UFRGS","ICN","180287","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","da Silva, LN; Forgiarini, C","LNS680","2014","11","10","Brasil","RS","Bagé","Fazenda Santa Umbelina, em encosta de morro","-53.889444","-31.077222",NA,"Monocotyledon","América do Sul","-53.889444","-31.077222",NA,"testemunho de análise de genética de populações; vegetando entre Eryngium e Baccharis; ameaçada de extinção; campo pedregoso, em encosta de morro, próximo a córrego",NA,NA,NA,"da Silva, LN","2014","11","10",NA,NA,NA,NA,NA,NA
"31","2021-02-08 12:52:52-03","UFRGS","ICN","180288","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","da Silva, LN; Forgiarini, C","LNS684","2014","11","11","Brasil","RS","Pinheiro Machado","Entrada para Torrinhas a partir da BR293, estrada de chão","-53.511944","-31.517778",NA,"Monocotyledon","América do Sul","-53.511944","-31.517778",NA,"testemunho de análise de genética de populações; vegetando entre Eryngium horridum e Baccharis crispa; ameaçada de extinção; campo pedregoso e arbustivo, próximo a córrego",NA,NA,NA,"da Silva, LN","2014","11","11",NA,NA,NA,NA,NA,NA
"32","2021-02-08 12:52:52-03","UFRGS","ICN","180290","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","da Silva, LN; Focchezzato, J; Tacuatiá, LO","LNS689","2014","11","28","Brasil","RS","Pinheiro Machado","Estrada de chão para Pedras Altas","-53.575833","-31.518611",NA,"Monocotyledon","América do Sul","-53.575833","-31.518611",NA,"testemunho de análise de genética de populações; ameaçada de extinção.; campo pedregoso, de encosta, próximo a córrego",NA,NA,NA,"da Silva, LN","2014","11","28",NA,NA,NA,NA,NA,NA
"33","2021-02-08 12:52:52-03","UFRGS","ICN","186804","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","da Silva, LN; Forgiarini, C","LNS690","2015","09","29","Brasil","RS","Encruzilhada do Sul","PCH Abranjo","-52.6275","-30.797222",NA,"Monocotyledon","América do Sul","-52.6275","-30.797222",NA,"testemunho de análise de genética de populações; vegetando em locais sombreados e úmidos, entre espécies de Eryngium e Baccharis; campo arbustivo, com afloramentos graníticos, em encosta de morros",NA,NA,NA,"da Silva, LN","2015","09","29",NA,NA,NA,NA,NA,NA
"34","2021-02-08 12:52:52-03","UFRGS","ICN","186805","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","da Silva, LN; Forgiarini, C","LNS691","2015","09","29","Brasil","RS","Encruzilhada do Sul","Estrada de chão a caminho da PCH Abranjo","-52.662778","-30.764167",NA,"Monocotyledon","América do Sul","-52.662778","-30.764167",NA,"testemunho de análise de genética de populações; vegetando em locais úmidos, entre espécies arbustivas. Plantas altas e robustas. Ausência de pastejo.; campo arbustivo, úmido, com vegetação herbácea alta, em enconsta de um pequeno morro. Solo pedrego",NA,NA,NA,"da Silva, LN","2015","09","29",NA,NA,NA,NA,NA,NA
"35","2021-02-08 12:52:52-03","UFRGS","ICN","186806","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","da Silva, LN; Essi, L","LNS692","2015","10","16","Brasil","RS","Pedras Altas","RS608, estrada de chão entre Pedras Altas e Herval","-53.613056","-31.768333",NA,"Monocotyledon","América do Sul","-53.613056","-31.768333",NA,"testemunho de análise de genética de populações; vegetando em locais sombreados e úmidos, entre espécies de Eryngium e Baccharis; campo arbustivo, com intenso afloramento rochoso.",NA,NA,NA,"da Silva, LN","2015","10","16",NA,"379","379",NA,NA,NA
"36","2021-02-08 12:52:52-03","UFRGS","ICN","194832","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","da Silva, LN; González, A","LNS714","2016","10","15","Uruguai","Rocha","Rocha","Cerro Aguirre","-54.146944","-34.332778",NA,"Monocotyledon","América do Sul","-54.146944","-34.332778",NA,"vegetando entre Baccharis e Eryngium; na encosta do morro",NA,NA,NA,"da Silva, LN","2016","10","15",NA,"170","170",NA,NA,NA
"37","2021-02-08 12:52:52-03","UFRGS","ICN","201527","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","Souza, LS; Silva, LN; Lima, C","40","2019","11","07","Brasil","RS","Pedras Altas",NA,"-56.610833","-31.768611",NA,"Monocotyledon","América do Sul","-56.610833","-31.768611",NA,"Campo pedregoso.",NA,NA,NA,"Silva, LN","2019","11","07",NA,NA,NA,NA,NA,NA
"38","2021-02-08 12:52:52-03","UFRGS","ICN","186807","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","da Silva, LN; Essi, L","LNS694","2015","10","17","Brasil","RS","Santana da Boa Vista","Estrada de chão, próximo aos limites com o município de Piratini","-52.934167","-30.944722",NA,"Monocotyledon","América do Sul","-52.934167","-30.944722",NA,"testemunho de análise de genética de populações; vegetando entre indivíduos de Eryngium. Plantas pequenas devido a pressão do pastejo; campo arbustivo, pastejado, próximo a cerca",NA,NA,NA,"da Silva, LN","2015","10","17",NA,"186","186",NA,NA,NA
"39","2021-02-08 12:52:52-03","UFRGS","ICN","186808","S","Plantae","Poaceae","Chascolytrum","bulbosum","Chascolytrum bulbosum","(Parodi) L. Essi, Longhi-Wagner & Souza-Chies","da Silva, LN; Lucas, D","LNS701","2015","09","09","Brasil","RS","Piratini","Estrada para Curral de Pedra e Cerro Alegre","-53.3525","-31.435",NA,"Monocotyledon","América do Sul","-53.3525","-31.435",NA,"testemunho de análise de genética de populações; vegetando entre arbustos.; campo arbustivo, úmido, com vegetação herbácea alta, afloramentos graníticos",NA,NA,NA,"da Silva, LN","2015","09","09",NA,NA,NA,NA,NA,NA
"40","2021-02-08 12:53:33-03","UFRGS","ICN","029773","S","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","Longhi; et al.","182","1975","11","14","Brasil","RS","Canguçu","estrada de terra em Bairro Teixeira à esquerda",NA,NA,NA,"Monocotyledon","América do Sul","-52.6755981445312","-31.3950004577637","68702","Espécie ameaçada de extinção (Em perigo).","auto",NA,NA,"Longhi, H",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 12:53:33-03","UFRGS","ICN","023838","S","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","Felisbino; et al.","35","1972","11","13","Brasil","RS","Pelotas","Campus IPEAS-UFPEL",NA,NA,NA,"Monocotyledon","América do Sul","-52.3424987792969","-31.771900177002","51462","Espécie ameaçada de extinção (Em perigo).; Frequente.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 12:53:33-03","UFRGS","ICN","029816","S","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","Longhi; et al.","224","1975","11","15","Brasil","RS","Pinheiro Machado","BR 293 Bagé 15 Km antes do Arroio Lajeado",NA,NA,NA,"Monocotyledon","América do Sul","-53.3810997009277","-31.5783004760742","70026","Espécie ameaçada de extinção (Em perigo).","auto",NA,NA,"Longhi, H",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 12:53:33-03","UFRGS","ICN","023067","S","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","Valls, JFM; et al.","2239","1972","10","11","Brasil","RS","Piratini","estrada Canguçu a Piratini 52 Km após Canguçu",NA,NA,NA,"Monocotyledon","América do Sul","-53.1041984558105","-31.4480991363525","62286","Espécie ameaçada de extinção (Em perigo).; Na beira da estrada, local semi-sombreado, e bastante modificado.","auto",NA,NA,"Valls, JFM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 12:53:33-03","UFRGS","ICN","029804","S","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","Longhi; et al.","212","1975","11","15","Brasil","RS","Piratini","saída logo após Ponte do Arroio Piratini Menor",NA,NA,NA,"Monocotyledon","América do Sul","-53.1041984558105","-31.4480991363525","62286","Espécie ameaçada de extinção (Em perigo).; À direita da entrada, perto do Arroio.","auto",NA,NA,"Longhi, H",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 12:53:33-03","UFRGS","ICN","029921","S","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","Sampaio; et al.","49","1975","11","15","Brasil","RS","Piratini","saída logo após Ponte do Arroio Piratini Menor",NA,NA,NA,"Monocotyledon","América do Sul","-53.1041984558105","-31.4480991363525","62286","Espécie ameaçada de extinção (Em perigo).; À direita da estrada.","auto",NA,NA,"Hickenbick, MC; Longhi, H",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 12:53:33-03","UFRGS","ICN","132549","S","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","Essi, L; Valls, JFM; Guglieri, A; Hefler, S","50","2003","11","16","Brasil","RS","Piratini","morro em frente da ponte do Arroio Piratini, próximo a gruta com Santa S31°26'58 9 W053°07'24 2","-53.123333","-31.449444",NA,"Monocotyledon","América do Sul","-53.123333","-31.449444",NA,"Folhas coletadas para extração de DNA e cortes anatômicos",NA,NA,NA,"Valls, JFM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-08 12:53:33-03","UFRGS","ICN","132559","S","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","Essi, L; Valls, JFM; Guglieri, A; Hefler, S","60","2003","11","16","Brasil","RS","Piratini","morro em frente à ponte do Arroio Piratini S31°26'58 9 W053°07'24 2","-53.123333","-31.449444",NA,"Monocotyledon","América do Sul","-53.123333","-31.449444",NA,"Testemunho de análise molecular;folhas coletadas para cortes anatômicos.",NA,NA,NA,"Valls, JFM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-08 12:53:33-03","UFRGS","ICN","134881","S","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","Essi, L; Longhi-Wagner, HM","284","2004","10","11","Brasil","RS","Piratini","BR 392 morro ao lado do rio S31°27'00 9 W053°07'25 5","-53.123611","-31.45",NA,"Monocotyledon","América do Sul","-53.123611","-31.45",NA,"Testemunho de análise molecular; -",NA,NA,NA,"Essi, L",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-08 12:53:33-03","UFRGS","ICN","023813","S","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","Luz; et al.","37","1972","10","09","Brasil","RS","Pelotas","Campus IPEAS-UFPEL",NA,NA,NA,"Monocotyledon","América do Sul","-52.3424987792969","-31.771900177002","51462","Espécie ameaçada de extinção (Em perigo).; Comum.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-08 12:53:33-03","UFRGS","ICN","136607","S","Plantae","Poaceae","Erianthecium","bulbosum","Erianthecium bulbosum","Parodi","Longhi-Wagner, HM; Essi, L","9292","2004","10","11","Brasil","RS","Piratini","beira do arroio Piratini Menor após a ponte saindo de Piratini",NA,NA,NA,"Monocotyledon","América do Sul","-53.1041984558105","-31.4480991363525","62286","Espécie ameaçada de extinção (Em perigo).","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
