"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount"
"11","2020-02-08 08:58:11-03","NBC","NL-BOTANY","U.1197966","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Pedersen TM","1956","12","20","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1197966","NL-U1197966",NA,"Celastrales",NA,"Southern America","University Copenhagen, in the undergrowth, here and there, 'Santa Maria', Dep. Mburucuya, Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197966 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:58:11-03","NBC","NL-BOTANY","U.1197967","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Herter","1931","11","01","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1197967","NL-U1197967",NA,"Celastrales",NA,"Southern America","Magnit. 5 gm, asocc. edaph. camp sax, Penitente.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1197967 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:58:11-03","NBC","NL-BOTANY","U.1198749","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Biral L","Bernardi L","1978","10","20","Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,NA,"NL-U1198749","NL-U1198749",NA,"Celastrales",NA,"Southern America","in Cerro San Jose, haud procul a civitate Ybicuí.",NA,"Nemorosus.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1198749 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:58:11-03","NBC","NL-BOTANY","U.1198750","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Biral L","Bernardi L","1978","10","20","Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,NA,"NL-U1198750","NL-U1198750",NA,"Celastrales",NA,"Southern America","in Cerro San Jose, haud procul a civitate Ybicuí.",NA,"Nemorosus.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1198750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:04:44-03","ESALQ","ESA","39981","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Jarenkow, J.A.","Jarenkow, J.A.","1996","08","01","Brasil","Santa Catarina","Concórdia","-52.0278015136719","-27.2341995239258",NA,NA,NA,NA,"ESA039981","ESA039981","Magnoliophyta",NA,"3132.0",NA,NA,NA,NA,NA,NA,"24608","auto",NA,NA,NA,NA,NA
"16","2019-08-27 13:34:12-03","IAP","PACA-AGP","84693.1","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Grings, M.","Sehnem, A.","1971","06","20","Brasil","RS","Picada Café","-51.1363983154297","-29.4442005157471",NA,NA,NA,NA,"PACA084693-1",NA,"Magnoliophyta","Celastrales",NA,NA,"Jammerthale, Morro dos Bugres",NA,"Habitat: in silva primavera arbustiva","Magnoliopsida",NA,"11930","auto","2019","04","03",NA,NA
"17","2021-03-01 16:27:53-03","UNICAMP","UEC","177662","S","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Sobral, M","Verdi, M; Grosch, B; Klemz, G","2008","12","11","Brazil","Santa Catarina","Capão Alto","-50.5119018554688","-27.9368991851807",NA,NA,NA,NA,"UEC042855","UEC042855","Magnoliopsida",NA,"1149",NA,"Fazenda Pessegueirinho.&nf;28º 10' 12''S , 50º 45' 38'' O&nf;Altitude: 762m.",NA,"Fruto imaturo verde.; Regeneração IFFSC 529/ L/ 4; Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual.",NA,NA,"41668","auto",NA,NA,NA,NA,NA
"18","2020-10-14 10:00:33-03","FURB","FURB","10863","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Sobral, M","Verdi, M.; Grosch, B. & Klemz, G.","2008","12","11","Brasil","Santa Catarina","Capão Alto","-50.7605556","-28.17","-50.7605556","-28.1700000","762","762","FURB01269","FURB01269",NA,NA,"1149",NA,"Fazenda Pessegueirinho.",NA,"Regeneração IFFSC 529/L/4 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Habito: Fruto verde;",NA,NA,NA,NA,"2009","03",NA,NA,NA
"19","2020-10-14 10:00:33-03","FURB","FURB","11204","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Sobral, M","Dreveck, S.; Carneiro, F.E.","2009","02","27","Brasil","Santa Catarina","Chapecó","-52.74","-26.9547222","-52.7400000","-26.9547222","604","604","FURB22052","FURB22052",NA,NA,"688",NA,"Linha Figueira.",NA,"Fito IFFSC 2531/S/8 Habitat: Floresta Estacional Decidual; Habito: arbórea; Fruto vermelho;",NA,NA,NA,NA,"2009","03",NA,NA,NA
"20","2019-11-08 08:51:07-03","FURB","FURB","49136","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Oliveira, AA de","Oliveira, A.A. de","2016","01","07","Brasil","Santa Catarina","Celso Ramos","-51.3019444","-27.6297223","-51.3019444","-27.6297223","749","749","FURB49136","FURB49136",NA,NA,"2879",NA,"Linha Fabris.",NA,NA,NA,NA,NA,NA,"2016","01","07",NA,NA
"21","2020-10-14 10:00:33-03","FURB","FURB","61678","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2018","11","01","Brasil","Santa Catarina","Guatambú","-52.83","-27.09","-52.8300000","-27.0900000","480","480","FURB61678","FURB61678",NA,NA,"3841",NA,"Linha Feliz.",NA,"fruto imaturo Habitat: interior da unidade amostral Habito: arvoreta",NA,NA,NA,NA,"2018","11","01",NA,NA
"22","2020-10-14 10:00:33-03","FURB","FURB","63191","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Kassner-Filho, A.","Kassner-Filho, A.","2018","11","27","Brasil","Santa Catarina","Zortéa","-51.6138889","-27.4941666","-51.6138889","-27.4941666","661","661","FURB63191","FURB63191",NA,NA,"4128",NA,"Passo raso.",NA,"Arvoreta 3m; fruto imaturo",NA,NA,NA,NA,"2018","11","27",NA,NA
"23","2020-10-14 10:00:33-03","FURB","FURB","9197","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Sobral, M","Verdi, M.; Dreveck, S.","2008","02","21","Brasil","Santa Catarina","Curitibanos","-50.6713889","-27.2691667","-50.6713889","-27.2691667","908","908","FURB22053","FURB22053",NA,NA,"333",NA,"Estrada do Lucro / Fazenda Bela Vista.",NA,"IFFSC 450/S/Regeneração 01. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: Fruto laranja;",NA,NA,NA,NA,"2008","04","01",NA,NA
"24","2020-10-14 10:00:33-03","FURB","FURB","41851","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Verdi, M","Verdi, M.; Malysz, M.","2013","04","25","Brasil","Rio Grande do Sul","Mato Castelhano","-52.1916999816895","-28.278299331665",NA,NA,NA,NA,"FURB22051","FURB22051",NA,NA,"6395",NA,"Floresta Nacional de Passo Fundo.",NA,"florestas nativas, nativas plantadas e pinus Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arbustivo; Fruto vermelho;",NA,NA,"13310","auto","2013","04","25",NA,NA
"25","2021-03-16 17:51:41-03","UCS","HUCS","41158","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Verdi, M.","Verdi, M.","2013","04","25","Brasil","Rio Grande do Sul","Mato Castelhano","-52.1916999816895","-28.278299331665",NA,NA,NA,NA,NA,NA,"Angiospermae","Celastrales","6395",NA,"Floresta Nacional de Passo Fundo",NA,NA,NA,NA,"13310","auto","2013","04","25",NA,NA
"26","2020-06-29 09:30:01-03","UFRRJ","RBR","45876","S","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","M. Gomes","J.O. Mendonça-Junior","2015","09","10","Brasil","Rio de Janeiro","Arraial do Cabo","-42.029722","-22.949722","42º1'47''W","22º56'59''S","66","66","RBR00045876",NA,NA,NA,"s/n",NA,"Parque Estadual Costa do Sol. Mata seca, vegetação xerófila com predomínio de cactus. PE da Costa do Sol",NA,NA,NA,NA,NA,NA,"2018","01","29",NA,NA
"27","2019-11-25 12:11:44-03","UFSM","SMDB","5533","S","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Alvarez, A.F.","Alvarez, A.F.; et al.",NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB005533",NA,NA,NA,"s.n.",NA,"Cerrito",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"28","2019-11-25 12:11:44-03","UFSM","SMDB","18771","S","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Figueira, M; Schindler, B.","Figueira, M; Schindler, B.","2019","03","10","Brasil","Rio Grande do Sul","Santa Maria","-53.784389","-29.702417","-53.784389","-29.702417",NA,NA,"SMDB018771",NA,NA,NA,"CFSM946",NA,"Morro do Cerrito",NA,"Arvoreta, abundante, no topo do morro, área de encosta, sub-bosque, aprox. 3,5 m de alt., casca externa áspera, casca interna creme, fruto vermelho, globoso a sub-globoso; Floresta Estacional Subtropical do Domínio Atlântico, relevo forte-ondulado, s",NA,NA,NA,NA,"2019","03","10",NA,NA
"29","2020-12-21 16:20:35-03","MBM","MBM","39056","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","1974","09","29","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM039056","MBM039056",NA,NA,"26481","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:20:35-03","MBM","MBM","212532","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Jarenkow, J.A.","Jarenkow, J.A.","1996","08","25","Brazil","Santa Catarina","Concórdia","-52.0278015136719","-27.2341995239258",NA,NA,NA,NA,"MBM212532",NA,NA,NA,"3132","Southern America","Próximo ao Rio Uruguai",NA,NA,NA,NA,"24608","auto",NA,NA,NA,NA,NA
"31","2020-12-21 16:20:35-03","MBM","MBM","397095","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Sobral, M.","Biral, L.; Gomes, D.G.; Gomes, D.G.","2010","01","13","Brazil","São Paulo","Botucatu","-48.854333","-23.404778","-48.854333","-23.404778",NA,NA,"MBM397095","MBM397095",NA,NA,"589","Southern America","Mata da Pavuna, à esquerda na trilha da direita, antes do inínio da descida que leva à cachoeira",NA,"Arbusto, 2 m, folhas membranáceas, frutos verdes.; Mata atlântica, floresta estacional semidecídual.",NA,NA,NA,NA,"2012","02",NA,NA,NA
"32","2020-12-21 16:20:35-03","MBM","MBM","141035","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Schinini, A.; et al.; et al.","1976","10","03","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM141035","MBM141035",NA,NA,"13630","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:20:35-03","MBM","MBM","16469","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Pedersen, T.M.","1970","01","29","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM016469","MBM016469",NA,NA,"9633","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:20:35-03","MBM","MBM","57941","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Pedersen, T.M.","Pedersen, T.M.","1977","10","05","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM057941",NA,NA,NA,"11917","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:20:35-03","MBM","MBM","405005","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Farney, C.","Farney, C.; Coelho, H.; Coelho, H.","2007","03","29","Brazil","Rio de Janeiro","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"50","50","MBM405005","MBM405005",NA,NA,"4649","Southern America","Morro do Mico",NA,"Arvoreta, 4 m; tronco com leves fissuras; muito ramificada; folhas verdes discolores; frutos imaturos verdes, em maturação variando de alaranjados a vermelhos.; Floresta Estacional Semidecídua.",NA,NA,"40069","auto","2014",NA,NA,NA,NA
"36","2020-12-21 16:20:35-03","MBM","MBM","178232","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Jarenkow, J.A.","Jarenkow, J.A.; et al.; et al.","1991","09","20","Brazil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"MBM178232",NA,NA,NA,"1900","Southern America","Reserva da CORSAN",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"37","2017-09-17 18:15:32-03","MNHN","RECOLNAT_MNHN_P","P05586217","PreservedSpecimen",NA,"Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Pedersen","Pedersen, T.M.","1957","9","23","Argentina",NA,NA,"-58.5225","-28.72889",NA,NA,NA,NA,"P05586217","P05586217_01",NA,NA,NA,NA,"Rincón de Luna, estancia La Alicia Ana. Dep. Concepción. Prov. Corrientes.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586217' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"4621",NA
"38","2017-09-17 18:19:04-03","MNHN","RECOLNAT_MNHN_P","P05586218","PreservedSpecimen",NA,"Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Lourteig","Venturi, S.","1924","10","19","Argentina",NA,NA,NA,NA,NA,NA,"550",NA,"P05586218","P05586218_01",NA,NA,NA,NA,"Capital. Banarca Colorada. Prov. Tucumá.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586218' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"906 b",NA
"39","2017-09-17 18:15:32-03","MNHN","RECOLNAT_MNHN_P","P05586220","PreservedSpecimen",NA,"Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Lourteig","Pedersen, T.M.","1956","9","15","Argentina",NA,NA,"-58.95028","-27.34611",NA,NA,NA,NA,"P05586220","P05586220_01",NA,NA,NA,NA,"Prov. Chaco.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586220' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"3985",NA
"40","2017-09-17 18:19:04-03","MNHN","RECOLNAT_MNHN_P","P05586221","PreservedSpecimen",NA,"Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Lourteig","Pedersen, T.M.","1956","9","15","Argentina",NA,NA,"-58.95028","-27.34611",NA,NA,NA,NA,"P05586221","P05586221_01",NA,NA,NA,NA,"Prov. Chaco. Dep. Resistencia. Colonia Benitez.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586221' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"3985",NA
"41","2015-09-05 09:31:17-03","MNHN","RECOLNAT_MNHN_P","P05586222","PreservedSpecimen",NA,"Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Pedersen","Pedersen, T.M.","1970","1","29","Argentina",NA,NA,"-58.53167","-27.35528",NA,NA,NA,NA,"P05586222","P05586222_01",NA,NA,NA,NA,"Near San Cosme. Prov. Corrientes.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586222' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"9633",NA
"42","2017-09-17 18:15:32-03","MNHN","RECOLNAT_MNHN_P","P05586243","PreservedSpecimen",NA,"Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Arenas, P.","1976","2","3","Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,"P05586243","P05586243_01",NA,NA,NA,NA,"Dpto. Pte. Hates. Loc. Colonia Menno, Mision Nueva Vida.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586243' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"1544",NA
"43","2015-09-05 09:31:18-03","MNHN","RECOLNAT_MNHN_P","P05586244","PreservedSpecimen",NA,"Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Lourteig","Pedersen, T.M.","1956","8","19","Argentina",NA,NA,"-57.75361","-27.37056",NA,NA,NA,NA,"P05586244","P05586244_01",NA,NA,NA,NA,"Estancia Tuyuti. Dep. Itati. Prov. Corrientes.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586244' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"3963",NA
"44","2015-09-05 09:31:18-03","MNHN","RECOLNAT_MNHN_P","P05586245","PreservedSpecimen",NA,"Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Krapovickas, A.","1947","1","26","Argentina",NA,NA,"-59.2025","-33.97417",NA,NA,NA,NA,"P05586245","P05586245_01",NA,NA,NA,NA,"Buenos Aires. Grab. Uriburu. Atucha.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586245' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"3273",NA
"45","2017-09-17 18:15:32-03","MNHN","RECOLNAT_MNHN_P","P05586246","PreservedSpecimen",NA,"Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Boelcke, O.","1951","9","19","Argentina",NA,NA,"-60.33528","-31.74389",NA,NA,NA,NA,"P05586246","P05586246_01",NA,NA,NA,NA,"Entre Rios dppto. Parque San Martin.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586246' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"4717",NA
"46","2015-09-05 09:32:28-03","MNHN","RECOLNAT_MNHN_P","P05586249","PreservedSpecimen",NA,"Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Hassler, E.","1885","1","1","Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,"P05586249","P05586249_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586249' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"1022",NA
"47","2017-09-17 18:15:32-03","MNHN","RECOLNAT_MNHN_P","P05586219","PreservedSpecimen",NA,"Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Pedersen","Pedersen, T.M.","1956","12","20","Argentina",NA,NA,NA,"-28.06528",NA,NA,NA,NA,"P05586219","P05586219_01",NA,NA,NA,NA,"Estancia Santa MAria. Dep. Mburucuyá. Proc. Corrientes.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586219' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"4419",NA
