"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem"
"11","2008-05-27 22:02:00-03","MO","MOBOT","3395232","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne","T. B. Cavalcanti","PEREIRA-SILVA","PEREIRA-SILVA 7928","2003",NA,NA,"South America","Brazil","Distrito Federal",NA,"Entrocamento da BR-050 com a rodovia de acesso a BR-251, cerca de 100 m a Leste da BR. Cerrado (campo rupestre). Plano.","-47.62055","-16.73166","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2013-06-29 06:07:00-03","MO","MOBOT","3395705","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne",NA,"Taciana B. Cavalcanti|G.P. da Silva","Cavalcanti 3182","2003",NA,NA,"South America","Brazil","Distrito Federal",NA,"Folhas, Foto. Area ao lado da entrada para o restaurante Milho Verdo. Campo sujo pedregoso Plano com afloramentos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-19 08:13:20-03","UFG","UFG","3637","S","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus pemphoides","(D.C.) Koehne","Cavalcanti, T.B.","Rizzo, J.A.","9102","1973","06","28",NA,"Brasil","Goiás","Cristalina","Serra do Topázio, 20 Km antes de Cristalina, Rodovia Belém-Brasília - Belo Horizonte. Campo rupestre.","-47.6136016845703","-16.7686004638672",NA,NA,NA,"Arbusto, 60 cm de altura, corola roxa.","UFG0003637","UFG0003637","1994",NA,NA,NA,NA,"85457","auto","pemphoides","05","25",NA,NA,NA
"14","2020-09-12 05:00:02-03","US","US","3087883","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne",NA,"G. Hatschbach","46597","1983","6","22","South America - Neotropics","Brazil","Goiás",NA,"Campo Alegre, arredores.",NA,NA,NA,NA,NA,NA,"US03040926","US03040926_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"15","2020-09-12 05:00:02-03","US","US","3670686","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne",NA,"S. Romaniuc Neto & M. Sajo","388","1985","7","31","South America - Neotropics","Brazil","Goiás",NA,"Cristalina.",NA,NA,NA,NA,NA,NA,"US03040925","US03040925_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"16","2020-09-02 16:31:39-03","Cenargen","CEN","52117","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne",NA,"Taciana Barbosa Cavalcanti","3182","2003","07","10",NA,"Brasil","GO","CRISTALINA","Área ao lado da entrada para o restaurante Milho Verde.","-47.6136016845703","-16.7686004638672",NA,NA,"Exsicatas","Pequena população ameaçada.","CEN00052117","CEN00052117",NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,"4",NA
"17","2020-09-02 16:31:39-03","Cenargen","CEN","8055","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne","T. B. Cavalcanti","Scott Allan Mori","16947","1984","07","24",NA,"Brasil","GO","CRISTALINA","BR-040, 1 km ao SE de Cristalina.","-47.6136016845703","-16.7686004638672","107","107","Exsicatas","Corolla, filaments and style purple, anthers yellow. Doação de The New York Botanical Garden.","CEN00008055","CEN00008055","1994",NA,NA,NA,NA,"85457","auto",NA,"03",NA,NA,"1",NA
"18","2020-09-02 16:31:39-03","Cenargen","CEN","61938","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne",NA,"Taciana Barbosa Cavalcanti","3649","2005","11","21",NA,"Brasil","GO","CRISTALINA","BR-040, Brasília - Cristalina, 2 km de Cristalina.","-47.621111","-16.733055","1215","1215","Exsicatas",NA,"CEN00061938","CEN00061938",NA,"-47.621111","-16.733055",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"19","2020-09-02 16:31:39-03","Cenargen","CEN","50702","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne","T. B. Cavalcanti","Glocimar Pereira-Silva","7928","2003","06","17",NA,"Brasil","GO","CRISTALINA","Entrocamento da BR-050 com a rodovia de acesso à BR-251, cerca de 100 m a Leste da BR.","-47.620555","-16.731666","1100","1100","Exsicatas","14 estames, flor com 3 cm de diâmetro, folhas sub-eretas.","CEN00050702","CEN00050702","2007","-47.620555","-16.731666",NA,NA,NA,NA,NA,"04",NA,NA,"6",NA
"20","2020-09-02 16:31:39-03","Cenargen","CEN","50887","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne",NA,"Taciana Barbosa Cavalcanti","3207","2003","09","04",NA,"Brasil","GO","CRISTALINA","Na entrada de terra Cristalina - PADF.","-47.620555","-16.731666","1218","1218","Exsicatas","Pequena população muito localizada.","CEN00050887","CEN00050887",NA,"-47.620555","-16.731666",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"21","2020-09-02 16:31:39-03","Cenargen","CEN","54366","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne","T. B. Cavalcanti","José Floriano Barêa Pastore","1008","2004","06","13",NA,"Brasil","GO","CRISTALINA","Linda Serra dos Topázios.","-47.684444","-16.721666","1091","1091","Exsicatas",NA,"CEN00054366","CEN00054366","2005","-47.684444","-16.721666",NA,NA,NA,NA,NA,"08",NA,NA,"6",NA
"22","2020-09-02 16:31:39-03","Cenargen","CEN","80028","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne","T. B. Cavalcanti","Jair Eustáquio Quintino de Faria Jr.","1458","2011","07","30",NA,"Brasil","GO","CRISTALINA","Margem da BR 040 ca. 5 KM ao sul de Cristalina, Cerrado rupestre, . alt. 1141 m.","-47.575277","-16.786666","1141","1141","Exsicatas","Arbusto ca. 0,6 m de altura, botão arroxeado e flor rosa escura, HERBÁRIO UB - Brasil - Goiás.","CEN00080028","CEN00080028","2013","-47.575277","-16.786666",NA,NA,NA,NA,NA,"03",NA,NA,"1",NA
"23","2020-09-02 16:31:39-03","Cenargen","CEN","18581","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne","T. B. Cavalcanti","Sérgio Romaniuc Neto","388","1985","07","31",NA,"Brasil","GO","CRISTALINA",NA,"-47.6136016845703","-16.7686004638672",NA,NA,"Exsicatas","Flores com pétalas lilases, estames com filetes lilás e anteras amarelas. Doação do Instituto de Botânica - São Paulo.","CEN00018581","CEN00018581","1994",NA,NA,NA,NA,"85457","auto",NA,"03",NA,NA,"1",NA
"24","2020-09-02 16:31:39-03","Cenargen","CEN","69785","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne","T. B. Cavalcanti","Mariana M. Saavedra","391","2007","07","17",NA,"Brasil","GO","CRISTALINA","7 Km da entrada de Cristalina em direção a Paracatu. BR 040.","-47.6136016845703","-16.7686004638672","1108","1108","Exsicatas","Beira de estrada. Flores com cálice vináceo, corola rosa, anteras amarelas, estiletes vináceo. Doação: Jardim Botânico do Rio de Janerio - RB (RB 461853)","CEN00069785","CEN00069785","2012","-47565277.0","-16803888.0",NA,NA,"85457","auto",NA,"10",NA,NA,"1",NA
"25","2019-11-13 11:24:03-03","USP","SPF","185165","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne","Cavalcanti, TB","Saavedra, MM","391","2007","07","17",NA,"Brasil","Goiás","Cristalina",NA,"-47.565278","-16.803889","1108","1108",NA,NA,"SPF00185165",NA,"2015","-47.565278","-16.803889",NA,NA,NA,NA,NA,"09",NA,NA,NA,NA
"26","2019-09-04 18:39:55-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus",NA,NA,"A. Glaziou","21416","1895","6","19","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"27","2015-03-07 08:37:15-03","F","FMNH-SEEDPLANTS","V0218540F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0218540F","V0218540F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"28","2015-03-07 08:37:15-03","F","FMNH-SEEDPLANTS","V0218541F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0218541F","V0218541F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"29","2020-07-23 12:10:26-03","CEPLAC","CEPEC","35683","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus",NA,"T. B. Cavalcanti","S. A. Mori","16947","1984","07","24",NA,"Brasil","Goiás","CRISTALINA","BR-040, 1Km ao SE cidade, Km 107.","-47.6136016845703","-16.7686004638672",NA,NA,NA,NA,NA,NA,NA,"0W0'0",NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA,"30/12/1993"
"30","2021-02-23 13:22:40-03","MN","R-TIPOS","177","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne","Lourteig, A.","Glaziou, A.F.M.","21416","1894","09","19",NA,"Brasil","Goiás",NA,"Cabeceira do Rio Sambambaia",NA,NA,NA,NA,NA,NA,"R000000177","R000000177_001","1989",NA,NA,"Isotypus",NA,NA,NA,NA,"07","05",NA,NA,NA
"31","2018-09-18 22:12:32-03","UFMT","UFMT","11491","S","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne","Amorim Neto, L.","Dubs, B.","2100","1996","03","17",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Road from Buriti to Agua Fria.","-55.783333","-15.4",NA,NA,NA,"Subshrub, 50 cm high; petals rose, anthers yellow.; Cerrado.",NA,NA,"2008","-55.783333","-15.4",NA,NA,NA,NA,NA,"07","15",NA,NA,NA
"32","2019-11-21 10:07:43-03","IBt","SP","205493","S","Plantae",NA,NA,"Lythraceae","Diplusodon","panniculatus","Diplusodon panniculatus","Koehne","Cavalcanti, TB","Romaniuc Neto, S; Sajo, MG","388","1985","07","31",NA,"Brasil","Goiás","Cristalina",NA,"-47.6136016845703","-16.7686004638672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA
