"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","individualCount","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","previousCatalogNumber"
"23","2019-08-27 13:26:31-03","IAP","PACA-AGP","82106","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","cf. regnellii","Bulbophyllum cf. regnellii","Rchb. f.","Mancinelli & Smith","2010","04","10","R. Wasum","1972","04","23","Brasil","RS","Morro Reuter",NA,"-51.0807991027832","-29.5380992889404",NA,NA,"Habitat: Sobre tronco de árvore Fenofase: flor Hábito: epífito","PACA082106",NA,NA,"Magnoliophyta","Orchidales","613",NA,NA,NA,NA,NA,"12924","auto","Liliatae",NA,NA,NA
"24","2019-08-27 13:26:31-03","IAP","PACA-AGP","103259","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb. f.","J. Brustulin","2008","04","12","J. Brustulin","2008","03","30","Brasil","RS","São Francisco de Paula","Parque Municipal da Ronda.","-50.594722","-29.450833","50°35'41W","29°27'03S","Hábito: epífita","PACA103259",NA,NA,"Magnoliophyta","Orchidales","67",NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"25","2019-08-27 13:26:31-03","IAP","PACA-AGP","103274","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb. f.","J. Brustulin","2007","10","21","C.H. Brustulin","2007","06","09","Brasil","RS","Farroupilha","Parque dos Pinheiros.","-51.438889","-29.241667","51°26'20W","29°14'30S","Hábito: epífita","PACA103274",NA,NA,"Magnoliophyta","Orchidales","16",NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"26","2019-08-27 13:26:31-03","IAP","PACA-AGP","82074","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb. f.","E.C. Smidt","2007","08",NA,"Sehnem, A.","1951","01","28","Brasil","RS","Passo do Socorro","Vacaria",NA,NA,NA,NA,"Confirmado por Mancinelli & Smith em 2010.","PACA082074",NA,NA,"Magnoliophyta","Orchidales","5789",NA,"700","700",NA,NA,NA,NA,"Liliatae",NA,NA,NA
"27","2021-03-10 14:35:12-03","UFSC","CTBS","4653","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Melo, E.A.","2019",NA,NA,"Texeira, V.",NA,NA,NA,"Brasil","Santa Catarina","Fraiburgo","Parque Ecológico René Frey","-50.929722","-27.017222","50°55'47W","27°01'02S","Epifítas vasculares",NA,NA,NA,NA,NA,"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-10 14:35:12-03","UFSC","CTBS","4652","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Melo, E.A.","2019",NA,NA,"Texeira, V.",NA,NA,NA,"Brasil","Santa Catarina","Fraiburgo","Parque Ecológico René Frey","-50.929722","-27.017222","50°55'47W","27°01'02S","Epifítas vasculares",NA,NA,NA,NA,NA,"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:40:39-03","UFJF","CESJ","58549","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","L. Menini Neto","2012","04",NA,"F.E. Alves; L. Menini Neto; R. Ottoni","2011","07","28","Brasil","Minas Gerais","Olaria","Serra do Cruz, Capão de mata. 21º 53'57S, 44º0438O. 1440 m.s.m.","-44.077222","-21.899167","-44.077222","-21.899167","Epífita em capão de mata. Inflorescência passada. Folhas pequenas. Observada em grande quantidade. Em arvore = ou - 1,90 m de altura.","CESJ058549",NA,NA,"Angiosperma",NA,"130","América do Sul","1440","1440",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:40:39-03","UFJF","CESJ","63527","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","L. Menini Neto; S.G. Furtado","2013","03","29","S.G. Furtado; L. Menini Neto","2013","03","29","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Floresta Ombrófila Mista.","-44.8899993896484","-21.9589004516602",NA,NA,"Epífita em Podocarpus, interior de mata, comum. Flores creme estriadas de vináceo.","CESJ063527",NA,NA,"Angiosperma",NA,"242","América do Sul",NA,NA,NA,NA,"29865","auto",NA,NA,NA,NA
"31","2019-11-21 14:40:39-03","UFJF","CESJ","59280","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","L. Menini Neto","2012","09","10","L. Menini Neto; F.R.G. Salimena; V.A.O. Dittrich; F.S. Souza; L.C.Pereira; R.Macedo; P.H. Nobre","2010","07","24","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Trilha da ponte do Rio do Charco, próximo à sede. 22º08.548S, 44º43.704W. 1686m.s.m.","-44.736222","-22.148556","-44.736222","-22.148556","Erva epífita em Podocarpus, frequente. Pseudobulbos verde-amarelados, folhas verde-escuras, frutos passados.","CESJ059280",NA,NA,"Angiosperma",NA,"785","América do Sul","1686","1686",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:40:39-03","UFJF","CESJ","59091","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","L. Menini Neto","2012","09","10","L. Menini Neto; L.C.Pereira; R.M.Mello","2010","02","27","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Floresta ombrófila mista, com Podocarpus e Araucaria. Em frente ao Centro de Pesquisadores.","-44.8899993896484","-21.9589004516602",NA,NA,"Erva epífita, reptante, revestindo o tronco de Podocarpus, no interior e borda de floresta ombrófila mista, pseudobulbo e folha verde-claro, flores alvas.","CESJ059091",NA,NA,"Angiosperma",NA,"775","América do Sul",NA,NA,NA,NA,"29865","auto",NA,NA,NA,NA
"33","2019-11-21 14:40:39-03","UFJF","CESJ","60109","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","L. Menini Neto","2012","09","10","D.S. Santiago; F.R.G. Salimena; P. H. Nobre; L. C. Pereira","2012","07","06","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Interior da Mata de Araucária.","-44.8899993896484","-21.9589004516602",NA,NA,"Epífita.","CESJ060109",NA,NA,"Angiosperma",NA,"43","América do Sul",NA,NA,NA,NA,"29865","auto",NA,NA,NA,NA
"34","2021-03-01 16:20:06-03","UNICAMP","UEC","135359","S","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Singer, RB","2005","05","14","Simões, AO; Jannini, AW; Singer, RB","1999","04","27","Brazil","Minas Gerais","Carrancas","Cachoeira da Zilda","-44.6425018310547","-21.4874992370605",NA,NA,"Epífita. Com frutos secos.; Em beira de curso d'água. Mata.","UEC064678","UEC064678",NA,"Liliopsida",NA,"781",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA
"35","2021-03-01 16:20:06-03","UNICAMP","UEC","135432","S","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Singer, RB","2005","05","14","Kinoshita, LS; Belinello, R; Simões, AO; Endress, PK; Endress, ME","2000","02","16","Brazil","Minas Gerais","Carrancas","Cachoeira da Zilda","-44.6425018310547","-21.4874992370605",NA,NA,"Epífita. Flores brancas com faixas vináceas.; Na beira de curso d'água. Mata em beira de riacho.","UEC064675","UEC064675",NA,"Liliopsida",NA,"2000333",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA
"36","2019-08-20 10:00:33-03","UNICAMP","UEC","112233","S","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Borba, EL","2001","06",NA,"Borba, EL; Dutilh, JHA; Verola, CF","2000","03","27","Brazil","São Paulo","Atibaia","Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,"Campo rupestre. Rucipola, ca. 0,8m. Calice e corola,internamente creme, estrias vinho. Labelo preto. Coluna esverdeada.","UEC064695","UEC064695",NA,"Liliopsida",NA,"587",NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA
"37","2021-03-01 16:20:06-03","UNICAMP","UEC","122330","S","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Verola, CF",NA,NA,NA,"Verola, CF; Semir, J; Borba, EL","2001","03","15","Brazil","São Paulo","Atibaia","Reserva Municipal da Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,"Ervas exclusivamente epífitas de mata mesófila em árvores emergentes (Pseudobombax sp.). Pseudobulbos bem separados. Inflorescências.; Topo de morro.","UEC064682","UEC064682",NA,"Liliopsida",NA,"s.n.",NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA
"38","2021-03-01 16:20:06-03","UNICAMP","UEC","140432","S","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Breier, TB",NA,NA,NA,"Breier, TB","2005","06","11","Brazil","São Paulo","Atibaia","Reserva Municipal da Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,"Rupestre. Sombra.",NA,NA,NA,"Liliopsida",NA,"1268",NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA
"39","2019-08-20 10:00:33-03","UNICAMP","UEC","105346","S","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Pansarin, ER","2006","09",NA,"Pansarin, ER","1999","02","21","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido Bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC064680","UEC064680",NA,"Liliopsida",NA,"402",NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA
"40","2019-08-20 10:00:33-03","UNICAMP","UEC","129657","S","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Pansarin, ER","2003","02",NA,"Pansarin, ER; Mickeliunas, L","2003","02","21","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido Bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,"997",NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA
"41","2020-10-14 10:03:57-03","FURB","FURB","21248","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Schmitt, J","2010","03","15","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","01","28","Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.8697223","-28.1647222","-48.8697223","-28.1647222","Epífita IFFSC e148a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;","FURB34610","FURB34610",NA,NA,NA,"1099",NA,"666","666",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:03:57-03","FURB","FURB","27853","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Cadorin, TJ","2010","08","25","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","07","10","Brasil","Santa Catarina","Antônio Carlos","RPPN Caraguatá.","-48.87","-27.45","-48.8700000","-27.4500000","Epífita IFFSC e388b (Acima de 4m) - sobre forófito 9 Habitat: Floresta Ombrófila Densa Montana; Estágio Avançado; interior do fragmento Habito: epífita;","FURB34611","FURB34611",NA,NA,NA,"2987",NA,"710","710",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:03:57-03","FURB","FURB","29239","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Ceolin, LM","2010","07","13","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","05","19","Brasil","Santa Catarina","Treviso","Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","Epífita IFFSC e74b (Acima de 4m). Forófito 6. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;","FURB34613","FURB34613",NA,NA,NA,"2498",NA,"572","572",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:03:57-03","FURB","FURB","29246","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Ceolin, LM","2010","07","13","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","05","15","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","Epífita IFFSC e37b (Acima de 4m). Forófito 5. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;","FURB02705","FURB02705",NA,NA,NA,"2318",NA,"203","203",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:03:57-03","FURB","FURB","43868","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Caetano, JO","2013","11","08","Caetano, J.O.; Laitano, T. & Guimarães, L.","2013","11","08","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4919444","-26.8988889","-49.4919444","-26.8988889",NA,"FURB34608","FURB34608",NA,NA,NA,"50",NA,"840","840",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 10:03:57-03","FURB","FURB","6744","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Rchb.f.","Mancinelli, WS","2010","01","25","Gasper, A.L. de; Verdi, M.","2007","10","03","Brasil","Santa Catarina","Caçador","Estação Experimental da Epagri.","-50.9638889","-26.8611111","-50.9638889","-26.8611111","Comum nos galhos caídos da floresta.","FURB34612","FURB34612",NA,NA,NA,"781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-16 17:50:18-03","UCS","HUCS","51217","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","regnellii","Bulbophyllum regnellii","Reichb.f.","et al.; Silva, V.T.","2020","10","22","Gonzatti, F.","2020","10","15","Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico de Caxias do Sul","-51.152778","-29.139722","-51.152778","-29.139722","erva longo rizomatosa, com bulbos carnosos interligados entre si. Em botão. Formando longas populações.",NA,NA,NA,"Angiospermae","Asparagales","5548",NA,"830","830",NA,NA,NA,NA,NA,NA,NA,NA
