"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","scientificNameAuthorship","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"11","2021-04-08 20:48:27-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16289","S","Plantae","Tracheophyta","Lycopodiales","Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","B. Ollgaard et Windisch","P.G. Windisch","8742","1997","04","27","América do Sul","Brasil","Rio Grande do Sul","S. José dos Ausentes","pico montenegro",NA,NA,NA,"GEOGRAFIA: epífita na mata nebular;",NA,NA,NA,NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 09:58:44-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02284","S","Plantae","Tracheophyta","Lycopodiales","Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","B. Ollgaard et Windisch","Aug. Gehrt",NA,"1930","11","30","América do Sul","Brasil","São Paulo","São Paulo","Cidade Jardim","-46.6300010681152","-23.5400009155273",NA,"GEOGRAFIA: nada consta;",NA,NA,NA,NA,NA,"Lycopodiopsida","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-08 20:48:28-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","04796","S","Plantae","Tracheophyta","Lycopodiales","Lycopodiaceae","Lycopodium","quadrangulare","Lycopodium quadrangulare","A. Sehnem","G. Hatschbach","16459","1967","05","20","América do Sul","Brasil","Paraná","Campina Grande do Sul","pico caratuva","-49.0553016662598","-25.3055992126465",NA,"GEOGRAFIA: epífita, pendente da matinha nebular 1900 m serra do mar;",NA,NA,NA,"Spr.",NA,"Lycopodiopsida","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 09:58:46-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03479","S","Plantae","Tracheophyta","Lycopodiales","Lycopodiaceae","Lycopodium","quadrangulare","Lycopodium quadrangulare",NA,"B. Ollgaard et Windisch","4685",NA,NA,NA,"América do Sul","Brasil","São Paulo","Campos do Jordão","arredores","-45.5900001525879","-22.7299995422363",NA,"GEOGRAFIA: mata próxima da margem do cerrado subalpino com 2000 m, epífita pendente;",NA,NA,NA,"Spr.",NA,"Lycopodiopsida","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 09:58:46-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","06387","S","Plantae","Tracheophyta","Lycopodiales","Lycopodiaceae","Lycopodium","quadrangulare","Lycopodium quadrangulare",NA,"B. Ollgaard et Windisch","2965","1980","11","20","América do Sul","Brasil","São Paulo","Campos do Jordão","divisa com Pindamonhangaba","-45.5900001525879","-22.7299995422363",NA,"GEOGRAFIA: campo de altitude com capões de mata nebular, no campo, sobre rocha;",NA,NA,NA,"Spr.",NA,"Lycopodiopsida","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-04 15:26:03-03","PUCPR","HUCP","21039","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Kersten, RA","Kersten, RA","862","2004","04","30",NA,"Brasil","Paraná","Bocaiúva do Sul","Morro Capivari Grande","-49.1150016784668","-25.2061004638672",NA,NA,"HUCP00001029","HUCP00001029","1600","(Bory) B. Øllg.","1600",NA,"61623","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:26:03-03","PUCPR","HUCP","19172","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Kersten, RA","Jaqueline","s.n.","2007","11","11",NA,"Brasil","Paraná","Antonina","Pico Paraná","-48.7118988037109","-25.4286003112793",NA,NA,"HUCP00001007","HUCP00001007",NA,"(Bory) B. Øllg.",NA,NA,"38300","auto","2008","07","09",NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:26:03-03","PUCPR","HUCP","21059","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Labiak, P","Kersten, RA","856","2004","04","30",NA,"Brasil","Paraná","Bocaiúva do Sul","Morro Capivari Grande","-49.1150016784668","-25.2061004638672",NA,NA,"HUCP00001095","HUCP00001095",NA,"(Bory) B. Øllg.",NA,NA,"61623","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:26:03-03","PUCPR","HUCP","13723","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Labiak, P","Silva, JM; Barboza, E; Ribas, OS; Costa, EF","3406","2001","08","18",NA,"Brasil","Paraná","Campina Grande do Sul","Serra de Ibitiraquire, Trilha Pico Paraná.","-49.0553016662598","-25.3055992126465",NA,NA,"HUCP00001074","HUCP00001074",NA,"(Bory) B. Øllg.",NA,NA,"55154","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:26:03-03","PUCPR","HUCP","20561","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Michelon, C","Michelon, C","488","2009","08","12",NA,"Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,"HUCP00001050","HUCP00001050","1250","(Bory) B. Øllg.","1250",NA,"12577","auto","2009","08","17",NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:26:03-03","PUCPR","HUCP","21775","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus",NA,"Michelon, C","492",NA,NA,NA,NA,"Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,"HUCP00001012","HUCP00001012",NA,"(Bory) B. Øllg.",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:26:03-03","PUCPR","HUCP","21814","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Kersten, RA","Kersten, RA","1536","2011","05","06",NA,"Brasil","Paraná","Piraquara","Reserva Cayuguava","-49.0633010864258","-25.4416999816895",NA,NA,"HUCP00001021","HUCP00001021",NA,"(Bory) B. Øllg.",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:26:03-03","PUCPR","HUCP","21076","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Kersten, RA","Kersten, RA","1110","2007","04","05",NA,"Brasil","Paraná","Tijucas do Sul","Morro dos Perdidos","-49.1988983154297","-25.9281005859375",NA,NA,"HUCP00001011","HUCP00001011","1400","(Bory) B. Øllg.","1400",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:26:03-03","PUCPR","HUCP","21078","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Kersten, RA","Kersten, RA","1309","2007","11","24",NA,"Brasil","Paraná","Tijucas do Sul","Morro dos Perdidos","-49.1988983154297","-25.9281005859375",NA,NA,"HUCP00001044","HUCP00001044","1450","(Bory) B. Øllg.","1450",NA,"25228","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-08 21:33:18-03","UFBA","ALCB","11039","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Lycopodium","quadrangulare","Lycopodium quadrangulare",NA,"s.col.","PHs/n",NA,NA,NA,"Southern America","Brasil",NA,NA,"pende das árvores nas matas virgens do Rio de Janeiro e de outras províncias",NA,NA,NA,"epífita","ALCB013345","ALCB013345",NA,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 21:33:18-03","UFBA","ALCB","11040","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Lycopodium","quadrangulare","Lycopodium quadrangulare",NA,"s.col.","PHs/n",NA,NA,NA,"Southern America","Brasil",NA,NA,"pende das árvores nas matas virgens do Rio de Janeiro, São Paulo",NA,NA,NA,"epífita","ALCB013346","ALCB013346",NA,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-08 21:33:18-03","UFBA","ALCB","60487","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Sylvestre, L","Hatschbach, G; Cervi, AC; Barbosa, E","72475","2001","11","08","Southern America","Brasil","Santa Catarina","Urubici","Rod. SC-420, próximo do alto da serra.","-49.583333","-28",NA,"Epífita, pendente.; Matinha nebular.","ALCB000236","ALCB000236",NA,"(Bory) B.Øllg.",NA,NA,NA,NA,"2014",NA,NA,"-49.583333","-28",NA,NA,NA,NA,NA
"28","2020-02-08 08:41:40-03","NBC","NL-BOTANY","L 0057311","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Ñllgaard B","Sello F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200057311 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0057311","NL-L0057311",NA,"(Bory ex Duperrey) Rothm.",NA,"Lycopsida",NA,NA,NA,NA,NA,NA,NA,"syntype","908342279",NA,NA,NA
"29","2020-02-08 08:41:40-03","NBC","NL-BOTANY","U.1016640","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata",NA,"Lindeman JC; Haas JH de",NA,"1967","08","02","Southern America","Brazil",NA,NA,"Est Parana Cloud forest on top of Garatuva Epiphyte.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1016640 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1016640","NL-U1016640",NA,"(Bory) Rothm.",NA,"Lycopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:21:14-03","ESALQ","ESA","55023","PreservedSpecimen","Plantae","Pteridophyta",NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Salino, A.","Salino, A.","11954.0","2007","04","03",NA,"Brasil","Santa Catarina","Painel","Fazenda Farofa. Trilha do Pasto Sujo atrás da sede. Área com Floresta Ombrófila Mista e Campos. Trecho de pasto sujo.","-50.1049995422363","-27.9288997650146",NA,"Epífita na borda de capão","ESA055023",NA,"1360","(Bory) Rothm.","1360",NA,"26535","auto","2007","04","03",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:21:14-03","ESALQ","ESA","69307","PreservedSpecimen","Plantae","Pteridophyta",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gissi, D.S.","Cordeiro, J. et al.",NA,"1999","07","01",NA,"Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,NA,"ESA069307",NA,NA,NA,NA,NA,"55154","auto","2014","07","07",NA,NA,NA,NA,NA,NA,NA
"32","2019-12-19 08:08:12-03","FPS","FPS","2412","MachineObservation","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gissi, DS","Schwirkowski, P.","1847","2016","09","23",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Trilha do Parque das Aves","-49.276775","-26.362928",NA,NA,"FPS02412,SAMES07501,FURB51953","FPS02412_v01 FPS02412_v02 FPS02412_v03 FPS02412_v04 FPS02412_v05 FPS02412_v06 FPS02412_v07 FPS02412_v08 FPS02412_v09 FURB51953",NA,"(Bory) B.Øllg.",NA,NA,NA,NA,"2016","09","23","-49.276775","-26.362928",NA,"FURB 51953, SAMES 7501","voucher",NA,NA
"33","2019-08-27 13:36:41-03","IAP","PACA-AGP","45489","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Kerber, Kelli T. B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PACA045489",NA,NA,"(Bory) Rothm.",NA,"Lycopodiopsida",NA,NA,"2007","01","28",NA,NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:36:41-03","IAP","PACA-AGP","88941","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","A. Salino & T. E. Almeida","Windisch, P. G.","9165","1999","05","14",NA,"Brasil","SP","Campos do Jordão","Divisa com Pindamonhagaba, Serra da Mantiqueira, São José dos Alpes.","-45.583333","-22.733333",NA,"HASU 11854 Habitat: Região de mata nebular e campo, epífita na mata nebular.","PACA088941",NA,"1600","(Bory) Rothm.","1700","Lycopodiopsida",NA,NA,"2006","04",NA,"45°35'W","22°44'S",NA,NA,NA,NA,NA
"35","2019-08-27 13:36:41-03","IAP","PACA-AGP","104882","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Nervo, M. H.","Windisch, P. G.","10169","2007","10","12",NA,"Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,"Habitat: epífita","PACA104882",NA,NA,"(Bory) Rothm.",NA,"Lycopodiopsida","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:36:41-03","IAP","PACA-AGP","108620","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","C.R. Lehn","C.R. Lehn","413","2002","06","27",NA,"Brasil","RS","São Francisco de Paula","Tainhas, Serra do Pinto.","-50.5835990905762","-29.4480991363525",NA,"HASU 13969 Habitat: interior de mata; epífita de D. sellowiana","PACA108620",NA,"975","(Bory) Rothm.","975","Lycopodiopsida","76715","auto","2002","07","02",NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:36:41-03","IAP","PACA-AGP","90830","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","P. G. Windisch","Windisch, P. G.","8742","1997","04","27",NA,"Brasil","RS","São José dos Ausentes","Distrito Silveiras, Pico Montenegro, coxilhas com campo e formações de araucária.","-50.0657997131348","-28.7483005523682",NA,"HASU 7452 Habitat: mata nebular Hábito: epífito","PACA090830",NA,"1300","(Bory) Rothm.","1400","Lycopodiopsida","42598","auto","1997","04",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:36:41-03","IAP","PACA-AGP","75636","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Windisch","Hatschbach, G.","20218","1968","11","06",NA,"Brasil","PR","Morretes","Col. Floresta","-48.834400177002","-25.476900100708",NA,"Herbário Hatschbach 20218&nf;Revisado por Windisch em 2005 Habitat: encosta de morro Hábito: epífita, pendente Ecossistema: MATA PLUVIAL","PACA075636",NA,"100","(Bory) Rothm.","100","Lycopodiopsida","30514","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:36:41-03","IAP","PACA-AGP","75635","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Windisch","G.Hatschbach","19463","1968","07","10",NA,"Brasil","PR","Morretes","Rio Sagrado de Cima","-48.834400177002","-25.476900100708",NA,"Museu Botânico Municipal/Curitiba.&nf;Revisado por Windisch em 2005. Habitat: encosta de morro Hábito: epífita, pendente Ecossistema: MATA PLUVIAL","PACA075635",NA,"200","(Bory) Rothm.","200","Lycopodiopsida","30514","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:36:41-03","IAP","PACA-AGP","100359","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Nervo, M.H.","Mynssen, C.M.","1057","2006","11","11",NA,"Brasil","RS","Cambará do Sul","Parque Nacional da Serra Geral, Cânion Foetaleza.","-50.1446990966797","-29.0478000640869",NA,"Hábito: epífita, semiciófila","PACA100359",NA,"900","(Bory) Rothm.","900","Lycopodiopsida","30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:36:41-03","IAP","PACA-AGP","108587","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","C. Curra","C.R. Lehn","357","2002","05","05",NA,"Brasil","RS","São Francisco de Paula","Tainhas, Serra do Pinto.","-50.5835990905762","-29.4480991363525",NA,"HASU 13907 Habitat: epífita, borda de mata","PACA108587",NA,"975","(Bory) Rothm.","975","Lycopodiopsida","76715","auto","2002","06","10",NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:36:41-03","IAP","PACA-AGP","75632","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Windisch","Waechter","1606","1980","05","17",NA,"Brasil","RS","Torres","Lagoadinha.","-49.7268981933594","-29.3353004455566",NA,"Sobre Tabebuia umbellata ca. 5 m de altura; planta cespitosa, pendente, com esporângios amarelos-pálidos.&nf;Revisado por Windisch em 2005.&nf;ICN 47441 Habitat: interior de mata Hábito: epífito","PACA075632",NA,NA,"(Bory) Rothm.",NA,"Lycopodiopsida","20837","auto","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:36:45-03","IAP","PACA-AGP","75209","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Lycopodium","quadrangulare","Lycopodium quadrangulare","Sehnem","Sehnem, A.","1269","1942","01","16",NA,"Brasil","RS",NA,"Serra da Rocinha - Aparados da Serra",NA,NA,NA,"Habitat: epiphytum","PACA075209",NA,"1000","Spring","1000","Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:36:45-03","IAP","PACA-AGP","75210","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Lycopodium","quadrangulare","Lycopodium quadrangulare","Sehnem","Sehnem, A.","1271","1942","01","14",NA,"Brasil","RS",NA,"Serra da Rocinha - Aparados da Serra.",NA,NA,NA,"Habitat: epiphytum in silva nebulari","PACA075210",NA,"1000","Spring","1000","Lycopodiopsida",NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:36:45-03","IAP","PACA-AGP","75213","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Lycopodium","quadrangulare","Lycopodium quadrangulare","Sehnem","Sehnem, A.","6266","1953","02","02",NA,"Brasil","RS",NA,"Serra da Rocinha - Aparados da Serra",NA,NA,NA,"Habitat: epiphytum in silva nebulosa","PACA075213",NA,"1000","Spring","1000","Lycopodiopsida",NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:36:45-03","IAP","PACA-AGP","100407","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Lycopodium","quadrangulare","Lycopodium quadrangulare","Windisch, P. G","Sehnem, A.","5209","1950","12","18",NA,"Brasil","RS","São Francisco de Paula","Serra do Faxinal","-50.5835990905762","-29.4480991363525",NA,"N.V.: L. fontinaloides Spring. Habitat: epiphytum in silva nebulosa","PACA100407",NA,"1","Spring","1","Lycopodiopsida","76715","auto","2009","05","29",NA,NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:36:45-03","IAP","PACA-AGP","75214","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Lycopodium","quadrangulare","Lycopodium quadrangulare","Sehnem","Sehnem, A.","6948","1957","01","16",NA,"Brasil","SC","Bom Retiro","Campo dos Padres","-49.489200592041","-27.7971992492676",NA,"Habitat: epiphytum","PACA075214",NA,"1700","Spring","1700","Lycopodiopsida","35974","auto","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA
