"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","imagecode","maximumElevationInMeters","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","individualCount","class"
"13","2019-06-27 10:25:37-03","UFES","VIES","23859","S","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","R. Goldenberg; A.P. Fontana; C.N. Fraga; L. Kollmann; A.M. Amorim; L. Daneu; J. Meirelles","1448","2009","04","12",NA,"Brasil","Espírito Santo","Viana","São Paulo de Viana. Estrada próximo ao Pesque e pague do Nenem. Reserve Biológica Duas Bocas","-40.4961013793945","-20.3903007507324",NA,NA,"VIES023859",NA,"VIES023859",NA,"R. Goldenberg","2017",NA,NA,NA,NA,"15195","auto",NA,NA,NA
"14","2020-12-21 16:34:08-03","MBM","MBM","422855","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","6225","2019","04","07","Southern America","Brazil","Espírito Santo","Pancas","Pedra da Colina","-40.87","-19.231667",NA,"Arbusto com 1,5 m de altura; frutos verdes.; Floresta Estacional Semidecidual.","MBM422855","740",NA,"740","Goldenberg, R.","2019","-40.87","-19.231667",NA,NA,NA,NA,NA,NA,NA
"15","2021-02-11 17:19:39-03","UFPR","UPCB","96739","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Bochorny, T. | Bacci, L.F. | Bolson, M.","193","2016","01","17",NA,"Brasil","Espiríto Santo","Santa Lúcia","Estação Ecológica Santa Lúcia, trilha principal, na Ponte dos Amigos do Museu","-40.528333","-19.973056",NA,"Árvore, 6m, botões florais e frutos secos antigos.","UPCB0047050","650",NA,"650","Bochorny, T.","2016","-40.528333","-19.973056","01",NA,NA,NA,NA,NA,NA
"16","2021-02-11 17:19:39-03","UFPR","UPCB","83346","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","Goldenberg, R.","138","2015","05","10",NA,"Brasil","Espírito Santo","Santa Leopoldina","Luxemburgo, trilha para o topo da Pedra Preta.","-40.996","-20.292",NA,"Árvore, ca. 4m alt. Frutos imaturos verdes..","UPCB0012513",NA,"UPCB0012513",NA,"Goldenberg, R.","2015","-40.996","-20.292",NA,NA,NA,NA,NA,NA,NA
"17","2021-02-11 17:19:39-03","UFPR","UPCB","86568","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Forzza, R.C. et al.","8757","2016","03","13",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina.","-40.876667","-19.231111",NA,"Arvoreta, 2,5m alt. Cálice verde; corola alva; estames amarelos. Habitat: Inselbergue com floresta alterada..","UPCB0012542","745","UPCB0012542","745","Goldenberg, R.","2016","-40.876667","-19.231111",NA,NA,NA,NA,NA,NA,NA
"18","2021-02-11 17:19:39-03","UFPR","UPCB","63980","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Demuner, V.","3844","2007","04","26",NA,"Brasil","Espírito Santo","Governador Lindemberg","BLOQUEADO",NA,NA,NA,"Arvoreta 6m, frutos verdes. Interior de mata secundária..","UPCB0012526","350","UPCB0012526","650","Goldenberg, R.","2009","9999","9999","01","01",NA,NA,NA,NA,NA
"19","2021-02-11 17:19:39-03","UFPR","UPCB","63981","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Kollmann, L.","9907","2007","07","16",NA,"Brasil","Espírito Santo","Afonso Cláudio","BLOQUEADO",NA,NA,NA,"Arvoreto 2,5m no sol. Frutos secos..","UPCB0012528",NA,"UPCB0012528",NA,"Goldenberg, R.","2009","9999","9999","01","01",NA,NA,NA,NA,NA
"20","2021-02-11 17:19:38-03","UFPR","UPCB","53396","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Fontana, A.P.","1417","2005","05","06",NA,"Brasil","Espírito Santo","Ibiraçú","BLOQUEADO",NA,NA,NA,"Arbusto 3m, frutos verdes..","UPCB0012527","992","UPCB0012527","992","Goldenberg, R.","2005","9999","9999","01","01",NA,NA,NA,NA,NA
"21","2021-02-11 17:19:38-03","UFPR","UPCB","53394","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Fontana, A.P.","67","2003","12","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","BLOQUEADO",NA,NA,NA,"Arvoreta 4m, cálice verde, corola branca, estames amarelo-alaranjados, estigma verde. Afloramento rochoso com vegetação rupestre..","UPCB0012530","590","UPCB0012530","590","Goldenberg, R.","2005","9999","9999","01","01",NA,NA,NA,NA,NA
"22","2021-02-11 17:19:38-03","UFPR","UPCB","53395","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Boudet Fernandes, H.","2906","1990","03","13",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"Arvoreta, 5m x 18cm, pétalas brancas com base amarela, estames amarelos. Floresta, base da cachoeira, margem direita..","UPCB0002386","550","UPCB0002386","600","Wurdack, J.J.","1991","9999","9999","01","01",NA,NA,"Isotype",NA,NA
"23","2021-02-11 17:19:38-03","UFPR","UPCB","53397","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Fontana, A.P.","1174","2005","03","15",NA,"Brasil","Espírito Santo","Santa Leopoldina","BLOQUEADO",NA,NA,NA,"Arbusto 4m, flor branca. Vegetação arbustiva 8m..","UPCB0012543","1020","UPCB0012543","1020","Goldenberg, R.","2005","9999","9999","01","01",NA,NA,NA,NA,NA
"24","2021-02-11 17:19:38-03","UFPR","UPCB","53398","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Boudet Fernandes, H.","2450","1988","04","11",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"Arvoreta, 5m, fuste 1m x 16cm, casca inteira, parda, com lenticelas, pétalas brancas com base vermelha, filete vermelho. Capoeira rupestre, margem da cachoeira do rio Timbuí, ao sol..","UPCB0002387",NA,"UPCB0002387",NA,"Goldenberg, R.","2005","9999","9999","01","01",NA,NA,"Paratype",NA,NA
"25","2021-02-11 17:19:38-03","UFPR","UPCB","53399","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Fontana, A.P.","518","2003","03","09",NA,"Brasil","Espírito Santo","Fundão","BLOQUEADO",NA,NA,NA,"Arbusto, frutos verdes. Mata primária arbustiva..","UPCB0012533","600","UPCB0012533","650","Goldenberg, R.","2005","9999","9999","01","01",NA,NA,NA,NA,NA
"26","2021-02-11 17:19:38-03","UFPR","UPCB","53400","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Demuner, V.","1071","2000","05","16",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"Arvoreta 6m, flores brancas e frutos verdes, sobre a rocha com leve camada de substrato..","UPCB0012546",NA,"UPCB0012546",NA,"Goldenberg, R.","2005","9999","9999","01","01",NA,NA,NA,NA,NA
"27","2021-02-11 17:19:38-03","UFPR","UPCB","53401","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Lopes, W.P.","633","1999","05","05",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"Árvore 6m, DAP 18cm, fuste 2m, frutos imaturos verdes. Parte baixa da cachoeira do rio..","UPCB0012550",NA,"UPCB0012550",NA,"Goldenberg, R.","2005","9999","9999","01","01",NA,NA,NA,NA,NA
"28","2021-02-11 17:19:38-03","UFPR","UPCB","53402","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Chamas, C.C.","69","1995","04","12",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"Árvore, folha discolor, pecíolo marrom, pétala branca, gineceu vermelho, androceu amarelo, pedicelo e cálice verde. Próximo a cachoeira. Mata Atlântica de encosta..","UPCB0012545","500","UPCB0012545","950","Goldenberg, R.","2005","9999","9999","01","01",NA,NA,NA,NA,NA
"29","2021-02-11 17:19:38-03","UFPR","UPCB","53403","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Kollmann, R.L.","541","1998","04","15",NA,"Brasil","Espírito Santo","Fundão","BLOQUEADO",NA,NA,NA,"Rupícola, arbusto 3m, flor branca, estame amarelo..","UPCB0012532","750","UPCB0012532","750","Goldenberg, R.","2005","9999","9999","01","01",NA,NA,NA,NA,NA
"30","2021-02-11 17:19:38-03","UFPR","UPCB","53404","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Kollmann, R.L.","2977","2000","06","01",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"Arbusto 2m, fruto verde, no sol..","UPCB0012525",NA,"UPCB0012525",NA,"Goldenberg, R.","2005","9999","9999","01","01",NA,NA,NA,NA,NA
"31","2021-02-11 17:19:38-03","UFPR","UPCB","53405","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Fraga, C.N.","966","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","BLOQUEADO",NA,NA,NA,"Arbusto, ca. 3m, folha verde brilhosa, flor de corola branca, estames vermelhos. Floresta Atlântica de encosta, área rupestre ensolarada..","UPCB0012531","750","UPCB0012531","750","Goldenberg, R.","2005","9999","9999","01","01",NA,NA,NA,NA,NA
"32","2021-02-11 17:19:38-03","UFPR","UPCB","53406","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Demuner, V.","1064","2000","05","16",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"Arbusto 4m, fruto imaturo de cor verde, sobre a rocha..","UPCB0012536",NA,"UPCB0012536",NA,"Goldenberg, R.","2005","9999","9999","01","01",NA,NA,NA,NA,NA
"33","2021-02-11 17:19:38-03","UFPR","UPCB","53407","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Demuner, V.","670","2000","02","01",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"Arvoreta 7m, botões florais, cálice verde, pétalas brancas, estames amarelos. Ao lado da trilha, lado esquerdo subindo a rocha..","UPCB0012548",NA,"UPCB0012548",NA,"Goldenberg, R.","2005","9999","9999","01","01",NA,NA,NA,NA,NA
"34","2021-02-11 17:19:38-03","UFPR","UPCB","53408","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Kollmann, R.L.","1951","1999","02","11",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"Arvoreta 5m, DAP 18cm, fuste 1m, flor branca, estame amarelo..","UPCB0012538","550","UPCB0012538","550","Goldenberg, R.","2005","9999","9999","01","01",NA,NA,NA,NA,NA
"35","2021-02-11 17:19:39-03","UFPR","UPCB","63978","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Kollmann, L.","9791","2007","05","17",NA,"Brasil","Espírito Santo","São Roque do Canaã","BLOQUEADO",NA,NA,NA,"Arvoreto no sol. Frutos secos..","UPCB0012554",NA,"UPCB0012554",NA,"Goldenberg, R.","2009","9999","9999","01","01",NA,NA,NA,NA,NA
"36","2021-02-11 17:19:39-03","UFPR","UPCB","63979","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Magnago, L.F.S.","1107","2006","07","26",NA,"Brasil","Espírito Santo","Águia Branca","BLOQUEADO",NA,NA,NA,"Arbusto 3,5m de alt. Frutos verdes. Vegetação rupestre..","UPCB0012553","170","UPCB0012553","600","Goldenberg, R.","2009","9999","9999","01","01",NA,NA,NA,NA,NA
"37","2021-02-11 17:19:39-03","UFPR","UPCB","63982","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Demuner, V.","3289","2007","02","21",NA,"Brasil","Espírito Santo","Marilândia","BLOQUEADO",NA,NA,NA,"Arbusto, 3m, botões florais e flores brancas, anteras amarelas. Afloramento rochoso, leve camada de subarbusto..","UPCB0012512","650","UPCB0012512","850","Goldenberg, R.","2009","9999","9999","01","01",NA,NA,NA,NA,NA
"38","2021-02-11 17:19:39-03","UFPR","UPCB","63986","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Demuner, V.","2587","2006","07","12",NA,"Brasil","Espírito Santo","Colatina","BLOQUEADO",NA,NA,NA,"Arvoreta 6m, flores brancas, estames amarelos. Ambiente rupestre..","UPCB0012540","250","UPCB0012540","550","Goldenberg, R.","2009","9999","9999","01","01",NA,NA,NA,NA,NA
"39","2021-02-11 17:19:39-03","UFPR","UPCB","65934","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Goldenberg, R.","1258","2009","01","19",NA,"Brasil","Espírito Santo","Viana","BLOQUEADO",NA,NA,NA,"Arvoreta 4m, flores com hipanto verde, pétalas brancas, estames novos amarelo-ouro, nas flores mais velhas avermelhados. Vegetação rupícola, herbácea ou florestal, sobre Inselberg..","UPCB0012529","700","UPCB0012529","700","Goldenberg, R.","2009","9999","9999","01","01",NA,NA,NA,NA,NA
"40","2021-02-11 17:19:39-03","UFPR","UPCB","68246","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Fontana, A.P.","2801","2007","02","07",NA,"Brasil","Espírito Santo","Ibiraçu","BLOQUEADO",NA,NA,NA,"Arbusto 1 a 3m, pétalas 4 brancas, cálice verde e ovário verde, estames alaranjados com ápice amarelo. Floresta ombrófila densa, mata de encosta..","UPCB0012537","689","UPCB0012537","689","Goldenberg, R.","2010","9999","9999","01","01",NA,NA,NA,NA,NA
"41","2021-02-11 17:19:39-03","UFPR","UPCB","82554","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Goldenberg, R.","2216","2015","06","04",NA,"Brasil","Espírito Santo","Santa Leopoldina","Luxemburgo, Pedra Preta, macega na base da pedra","-40.614331","-20.166781",NA,"Arvoreta 3m; flores com hipanto verde, pétalas brancas e estames amrelos.","UPCB0012557",NA,"UPCB0012557",NA,NA,NA,"-40.614331","-20.166781",NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:19:39-03","UFPR","UPCB","82815","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Kollmann, L.","12596","2013","01","16",NA,"Brasil","Espírito Santo","Santa Teresa","Pedra da Onça","-40.816","-19.899",NA,"Árvore 5m ao sol, flores brancas..","UPCB0012509","900","UPCB0012509","900","Goldenberg, R.","2015","-40.816","-19.899",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-11 17:19:39-03","UFPR","UPCB","82850","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Kollmann, L.","11757","2009","07","06",NA,"Brasil","Minas Gerais","Caraí","Afloramento rochoso","-41.341","-17.171",NA,"Arvoreto 6m, flores brancas, estames amarelos..","UPCB0012562","865","UPCB0012562","865","Goldenberg, R.","2015","-41.341","-17.171",NA,NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:19:39-03","UFPR","UPCB","83032","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","Bochorny, T.","144","2015","05","12",NA,"Brasil","Espírito Santo","Governador Lindenberg","Subida para a Pedra da Santa Luzia.",NA,NA,NA,"Árvore, ca. 4m alt. Flores com pétalas brancas assimétricas e base ligeiramente rosada, estames amarelos subisomorfos. Frutos imaturos verdes..","UPCB0012571","350","UPCB0012571","650","Goldenberg, R.","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-11 17:19:39-03","UFPR","UPCB","90329","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Fraga, C.N. et al.","3506","2013","04","13",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, Pedra da Colina, caminho para a rampa de vôo livre. Inselberg de gnaisse","-40.876389","-19.230833",NA,"Arbusto, ca. 3m. Folhas verdes, brilhosas, discolores. Flores em botões verde-esbranquiçados. Frutos castanho escuro..","UPCB0030685","775","UPCB0030685","775","Fraga, C.N.","2013","-40.876389","-19.230833","04","13",NA,NA,NA,NA,NA
"46","2021-02-11 17:19:39-03","UFPR","UPCB","82691","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Fontana, A.P.","5098","2008","04","28",NA,"Brasil","Espírito Santo","Água Doce do Norte","Santa Luzia do Córrego Azul, Pedra da Torre, ao lado do vilarejo, afloramento rochoso granítico","-41.173","-18.488",NA,"Arbusto, ca. 4m. Flores brancas com estames amarelos. Frutos verdes..","UPCB0012567",NA,"UPCB0012567",NA,"Goldenberg, R.","2015","-41.173","-18.488",NA,NA,NA,NA,NA,NA,NA
"47","2021-02-11 17:19:39-03","UFPR","UPCB","82817","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Fontana, A.P.","2801","2007","02","07",NA,"Brasil","Espírito Santo","Ibiraçu","APA Goiapaba-açu. Piabas, propriedade de Francisco Tófoli. Floresta Ombrófila Densa, Mata de Encosta.","-40.588","-19.866",NA,"Arbusto de 1 a 3m. Pétalas 4 brancas, cálice verde e ovário verde, estames laranjas com ápice amarelo..","UPCB0012559","689","UPCB0012559","689","Goldenberg, R.","2015","-40.588","-19.866",NA,NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","24210",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","A. P. Fontana; et al","1417","2005","05","06",NA,"Brasil","Espírito Santo","Ibiraçu","Lombardia","-40.369701385498","-19.8318996429443",NA,"Arbusto 3m, frutos verdes.","MBML024210",NA,"MBML024210",NA,"R. Goldenberg/2015",NA,NA,NA,NA,NA,"13709","auto",NA,NA,NA
