"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","class","individualCount","relatedCatalogItem"
"48","2021-02-25 10:11:37-03","CVRD","CVRD","13992","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Mota, N.F.O.","J.R. Stehmann","4618","2007","02","06","América do Sul","BRASIL","ES","Linhares","Curso de Taxonomia UFMG","-40.056944","-19.160361","46","46",NA,"Herbácea em interior de mata. Flores amarelas e brácteas vináceas. <ll>dwc_commonname:</ll> Caeté corôa","CVRD013992",NA,NA,NA,NA,NA,NA,"40°03'25,0W","19°09'37,3S",NA,"Liliopsida",NA,NA
"49","2021-02-25 10:11:37-03","CVRD","CVRD","14037","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Mota, N.F.O.","J.R. Stehmann","4610","2007","02","06","América do Sul","BRASIL","ES","Linhares","Curso de Taxonomia UFMG","-40.056944","-19.160361","46","46",NA,"Herbácea em borda de mata. Brácteas rosas na base e amarelas no ápice. Flores amarelas. <ll>dwc_commonname:</ll> Caeté corôa","CVRD014037",NA,NA,NA,NA,NA,NA,"40°03'25,0W","19°09'37,3S",NA,"Liliopsida",NA,NA
"50","2021-02-25 10:11:37-03","CVRD","CVRD","14042","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Mota, N.F.O.","J.R. Stehmann","4615","2007","02","06","América do Sul","BRASIL","ES","Linhares","Curso de Taxonomia UFMG","-40.056944","-19.160361","46","46",NA,"Herbácea de 1-2 m. de altura. Flores amarelas, raque e brácteas vináceas. <ll>dwc_commonname:</ll> Caeté corôa","CVRD014042",NA,NA,NA,NA,NA,NA,"40°03'25,0W","19°09'37,3S",NA,"Liliopsida",NA,NA
"51","2021-02-25 10:11:37-03","CVRD","CVRD","9900","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Silvana Vieira","Vieira, S.","270","2006","12","12","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"Próximo a entrada para estrada da Jueirana vermelha <ll>dwc_commonname:</ll> Caeté corôa","CVRD009900","CVRD009900","2006","48094","auto","12","12",NA,NA,NA,"Liliopsida",NA,NA
"52","2021-02-25 10:11:37-03","CVRD","CVRD","3733","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Domingos A. Folli","Folli, D.A.","1580","1992","01","30","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Caeté corôa","CVRD003733",NA,"1992","48094","auto","01","30",NA,NA,NA,"Liliopsida",NA,NA
"53","2021-02-25 10:11:37-03","CVRD","CVRD","9891","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Silvana Vieira","Vieira, S.","260","2006","12","11","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"RFL- 089/86 <ll>dwc_commonname:</ll> Caeté corôa","CVRD009891",NA,"2006","48094","auto","12","11",NA,NA,NA,"Liliopsida",NA,NA
"54","2021-02-25 10:11:37-03","CVRD","CVRD","5836","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","João Marcelo Alvarenga Braga","Folli, D.A.","3099","1998","01","19","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Caeté corôa","CVRD005836",NA,"1999","48094","auto","07","12",NA,NA,NA,"Liliopsida",NA,NA
"55","2021-02-25 10:11:37-03","CVRD","CVRD","1660","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Paul J. M. Maas","Anderson, L.","1708","1986","02","20","América do Sul","BRASIL","ES","Linhares","Crescendo por toda floresta, florescendo principalmente na márgem, todas plantas vistas muito depois de ter florescido.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Caules aéreos em grupos, até 1m de altura. Folhas coriáceas, verde acinzentado por baixo, verde escuro em cima. <ll>dwc_commonname:</ll> Caeté corôa","CVRD001660",NA,"1992","48094","auto","10","13",NA,NA,NA,"Liliopsida",NA,NA
"56","2021-02-25 10:11:37-03","CVRD","CVRD","8519","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","João Marcelo Alvarenga Braga","Braga, J.M.A.","7315","2003","12","04","América do Sul","BRASIL","ES","Linhares","farinha seca , km.2 _ 45 msm.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Caeté corôa","CVRD008519",NA,"2003","48094","auto","12","04",NA,NA,NA,"Liliopsida",NA,NA
"57","2021-02-25 10:11:37-03","CVRD","CVRD","3057","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Domingos A. Folli","Folli, D.A.","1278","1991","02","10","América do Sul","BRASIL","ES","Linhares","Próximo à sede.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Folhas brilhantes, verde escuras em cima, verde acinzentado em baixo, tingidas de arroxeada na márgem. Pulvino arroxeado, quase preto. Pecíolo verde escuro. <ll>dwc_commonname:</ll> Caeté corôa","CVRD003057",NA,"1991","48094","auto","02","10",NA,NA,NA,"Liliopsida",NA,NA
"58","2021-02-25 10:11:37-03","CVRD","CVRD","3054","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Helen Kennedy","Folli, D.A.","1275","1991","02","05","América do Sul","BRASIL","ES","Linhares","Próximo a sede. Folhas brilhantes, verde escuras em cima, semi-brilhosas e verde acinzentadas em baixo. Pulvino verde oliva, pecíolo verde escuro.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Bainha verde a arroxeado escuro. Brácteas marrons. Sepalos transparentes no ápice e vermelhos na base. Estaminodios externos brancos estam. coloso branco c/ um mancha. <ll>dwc_commonname:</ll> Caeté corôa","CVRD003054",NA,"1991","48094","auto","02","05",NA,NA,NA,"Liliopsida",NA,NA
"59","2020-09-02 16:32:55-03","Cenargen","CEN","106744","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","S. Vieira","S. Vieira","250","2006","12","08",NA,"Brasil","ES","JAGUARE","Estrada para o município, saindo da BR 101.","-40.076099395752","-18.9055995941162",NA,NA,"Exsicatas","Planta ca. 1 m; folhas concolores, verdes; brácteas arroxeadas; flores lilases com estaminódios do ciclo interno amarelos. Crescendo em remanescente de floresta, sobre serrapilheira, na sombra. Prensado em álcool. Doação da Universidade de São paulo - Herbário SPF.","CEN00106744","CEN00106744","2006","43085","auto","12",NA,NA,NA,NA,NA,"1",NA
"60","2019-10-07 09:22:53-03","UEFS","HUEFS","250477","PreservedSpecimen","Plantae","Angiospermae","Zingiberales","Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.",NA,"Vieira, S.","254","2006","12","08",NA,"Brasil","Espírito Santo","Jaguaré","Estrada para o município, saindo da BR 101.","-40.076099395752","-18.9055995941162",NA,NA,NA,NA,"HUEFS0250477","HUEFS0250477",NA,"43085","auto",NA,NA,NA,NA,NA,"Lilianae",NA,NA
"61","2020-07-23 12:12:28-03","CEPLAC","CEPEC","43640","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita",NA,"L. Andersson","G. Hatschbach","47798","1984","04","10",NA,"Brasil","Bahia","NOVA VIÇOSA",NA,"-39.371898651123","-17.8918991088867",NA,NA,NA,NA,NA,NA,NA,"70538","auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1995"
"62","2020-07-23 12:12:28-03","CEPLAC","CEPEC","7563","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita",NA,"L. Andersson","T. S. dos Santos","2025","1983","11","01",NA,"Brasil","Espírito Santo","LINHARES","Km 10 ao N Rod. p/ Bananal.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1982"
"63","2020-07-23 12:12:28-03","CEPLAC","CEPEC","25938","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita",NA,"L. Andersson","J. L. Hage","1531","1981","11","18",NA,"Brasil","Bahia","ILHÉUS","Faz. Sta. Luzia ao lado do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"0*0'0","0*0'0",NA,NA,NA,"19/11/1984"
"64","2020-07-23 12:12:28-03","CEPLAC","CEPEC","16106","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita",NA,"L. Andersson","T. S. dos Santos","3493","1979","04","18",NA,"Brasil","Bahia","ILHÉUS","Quadra N do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,"28/02/1986"
"65","2020-07-23 12:12:28-03","CEPLAC","CEPEC","3651","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita",NA,"S. Vieira","S. G. da Vinha","171","1986","03","06",NA,"Brasil","Bahia","ITAMARAJÚ","Próximo a Itamarajú.","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,NA,NA,NA,"55932","auto",NA,NA,NA,NA,NA,NA,NA,"30/04/2007"
"66","2020-07-23 12:12:28-03","CEPLAC","CEPEC","38975","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita",NA,"L. Andersson","L. Andersson","1708","1986","02","20",NA,"Brasil","Espírito Santo","LINHARES","20Km N Linhares. Res. Comp. Vale do Rio Doce.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1986"
