"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","yearIdentified","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem","dayIdentified"
"48","2020-09-12 05:00:02-03","US","US","1124168","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Bock",NA,"A. F. M. Glaziou","20945","1893","11","22","South America","Brazil",NA,NA,"Sta Lucia da Sabara",NA,NA,NA,NA,NA,"US02256611","US02256611_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US","2719524","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Bock",NA,"Viega & Capell","44",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Nova Friburgo",NA,NA,NA,NA,NA,"US02256612","US02256612_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"50","2020-09-12 05:00:02-03","US","US","3458554","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Bock",NA,"ex herb. de A. Glaziou","20545*","1893","11","22","South America","Brazil",NA,NA,"Sta Lucia da Sabara, Bresil",NA,NA,NA,NA,NA,"US02256614","US02256614_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"51","2020-09-12 05:00:02-03","US","US","203580","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Bock",NA,"A. Regnell","II 297","1845","10","20","South America - Neotropics","Brazil","Minas Gerais",NA,"Caldas",NA,NA,NA,NA,NA,"US02256616","US02256616_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","1399673","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Bock",NA,"O. Buchtien","7159","1922","12","30","South America - Neotropics","Bolivia","La Paz",NA,"La Paz, Tipuani Valley, Hacienda Casana, aufden Granbergen [interpreted]",NA,NA,"1500",NA,NA,"US01941015",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","3732358","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Bock",NA,"J. S. Martin","s. n.","2015","11","23","South America - Neotropics","Brazil","Minais Gerais",NA,"Sao Roque de Minas: Serra da Canastra",NA,NA,NA,NA,NA,"US03471125","US03471125_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","2220339","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Bock",NA,"P. Viega & P. Capell","44",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Nova Friburgo",NA,NA,NA,NA,NA,"US02256615","US02256615_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","2584680","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Bock","Strong, M. T., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","J. A. Steyermark","93678 2","1964","5","11","South America - Neotropics","Venezuela","Bolívar",NA,"Auyan-tepuí, Río Churún, Drizzly Camp to Second Wall","-62.55","5.83","1660",NA,NA,"US00866416","US00866416_01","1800",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"56","2019-09-04 18:50:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Cyperaceae","Dichromena","nardifolia","Dichromena nardifolia",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"57","2019-09-04 18:50:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Cyperaceae","Dichromena","nardifolia","Dichromena nardifolia",NA,NA,"F. Sellow",NA,"1836",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"58","2020-07-23 12:04:39-03","CEPLAC","CEPEC","98048","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia",NA,"P. I. S. Silva Filho","R. C. Oliveira","914","1997","09","23",NA,"Brasil","Distrito Federal","BRASÍLIA","Jardim Botânico, próximo a área de laser,caminho p/ CESB. CENTRO OESTE. Inclinado.","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,"47W51'","15S52'",NA,NA,NA,NA,NA,NA,"30/12/1997",NA
"59","2020-07-29 09:06:34-03","UnB","UB","193418","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","Boeckeler","Rocha, ES","Sampaio, A","7113","1934","02","25","Southern America","Brasil","Minas Gerais","Belo Horizonte","Serra do Taquaril.","-43.937801361084","-19.9207992553711",NA,NA,"Herbácea 0,40","UB0010776",NA,NA,"1997",NA,NA,NA,"17082","auto","06",NA,NA,NA,NA,"23"
"60","2019-11-01 15:14:30-03","UnB","UB","193424","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","Silva Filho, PJS","Duarte, AP","444","1946","11","14","Southern America","Brasil","Minas Gerais","Carandaí","Carandaí-Fumaça","-43.8064002990723","-20.9535999298096",NA,NA,NA,"UB0011399",NA,NA,"2018",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA
"61","2019-11-01 15:14:30-03","UnB","UB","171929","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","Silva Filho, PJS","Oliveira, RC; Wondracek, DC; Miranda, TD; Reis, PA; Almeida, JV","2638","2011","10","29","Southern America","Brasil","Goiás","Cavalcante","RPPN Serra do Tombador.","-47.833333","-13.644444","857",NA,"Área queimada recentemente.; Cespitosa.; Borda de Vereda, relevo levemente ondulado, substrato argila arenoso.","UB0010370",NA,"857","2018",NA,"-47.833333","-13.644444",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-01 15:14:30-03","UnB","UB","191113","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","Silva Filho, PJS","Hatschbach, G; Pereira, E; Pabst, G","11499","1964","09","13","Southern America","Brasil","Minas Gerais",NA,"Rod. BR-3, Serra da Moeda.",NA,NA,NA,NA,NA,"UB0010390",NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-01 15:14:30-03","UnB","UB","192637","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","Boeckeler","Koyama, TM","Coradin, L","146","1975","02","28","Southern America","Brasil","Pará",NA,"Martins Pinheiro, Campina do Mangaba",NA,NA,NA,NA,"Campo, solo arenoso","UB0012221",NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-01 15:14:30-03","UnB","UB","78139","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","Boeckeler","Silva Filho, PJS","Argent, GCG","6443","1967","09","20","Southern America","Brasil","Mato Grosso","Nova Xavantina","Nova Xavantina, 6km ao S de Nova Xavantina","-52.35","-14.666667",NA,NA,"Mais informações","UB0010999",NA,NA,"2018",NA,"-52.35","-14.666667",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-01 15:14:30-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","Boeckeler","Silva Filho, PJS","Argent, GCG","6443","1967","09","20","Southern America","Brasil","Mato Grosso","Nova Xavantina","Nova Xavantina, 6km ao S de Nova Xavantina","-52.35","-14.666667",NA,NA,"Mais informações","UB0010999",NA,NA,"2018",NA,"-52.35","-14.666667",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-08-20 14:59:16-03","UFSC","FLOR","64704","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","Trevisan, R.","Mendonça, J.G.F.; Landoz, E.","102","2015","09","12",NA,"Brasil","Minas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Caminho do Charco.","-44.720833","-22.130833","1660",NA,"Erva, 30 cm. Inflorescência marrom. Estames amarelos","FLOR0064704","FLOR0064704","1660","2016",NA,"44º43'15''W","22º7'51''S",NA,NA,"09",NA,NA,NA,NA,"20"
"67","2021-02-08 12:51:34-03","UFRGS","ICN","096662","S","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","cf. nardifolia","Rhynchospora cf. nardifolia","(Kunth) Boeckeler","Silva Filho, PJS","Longhi-Wagner, HM; et al.","2521","1992","12","14","América do Sul","Brasil","PR","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"Campo rupestre, comum.","ICN00009703","ICN00009703",NA,"2012",NA,NA,NA,"46557","auto","10",NA,NA,NA,NA,"16"
"68","2021-02-08 12:51:34-03","UFRGS","ICN","112329","S","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","cf. nardifolia","Rhynchospora cf. nardifolia","(Kunth) Boeckeler","Silva Filho, PJS","Windisch, PG; et al.","7606","1994","12","26","América do Sul","Brasil","GO","Caiapônia","ca. 72km de Montevidiu e 36km de Caiapônia ca 900-930 m.s.m. ca. 17 10'S 51 35'W","-51.583333","-17.166667",NA,NA,"Cerrado com afloramento rochoso. Borda de chapada, no campo.","ICN00009704","ICN00009704",NA,"2012",NA,"-51.583333","-17.166667",NA,NA,"10",NA,NA,NA,NA,"16"
"69","2021-02-08 12:51:40-03","UFRGS","ICN","141823","S","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Longhi-Wagner, HM; Coelho, C","9950","2006","01","08","América do Sul","Brasil","MG","Ouro Branco","Serra de Ouro Branco ÁREA 3. Campo rupestre. Lat. 20°29'6 3 S long. 0 43°42'40 8 W","-43.6918983459473","-20.5207996368408","1575",NA,"Comum.","ICN00009706","ICN00009706 ICN00009706_1","1575",NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:51:40-03","UFRGS","ICN","198814","S","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","Silva Filho, PJS","Amaral","s.n.","2000","10","28","América do Sul","Brasil","MG","Uberlândia","Clube Caça e Pesca Itororó de Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,"ICN00035350",NA,NA,"2018",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"71","2021-02-08 12:51:40-03","UFRGS","ICN","144337","S","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","Silva Filho, PJS","Kühn, E; Kuhlmann, M","2046","1949","11","22","América do Sul","Brasil","SP","Campos do Jordão","Umuarama ao lado da cas do Mackenzie","-45.5900001525879","-22.7299995422363","1750",NA,"Doação Herbário SP.","ICN00033847",NA,"1750","2018",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:51:40-03","UFRGS","ICN","153674","S","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Coelho, C","10449","2007","12","04","América do Sul","Brasil","MG","Ouro Branco","Serra do Ouro Branco área 3 no sentido da extremidade da Serra 20°29'18 1 S 43°43'12 8 W","-43.72","-20.488333","1482",NA,"Campo graminoso quartzítico. Comum.","ICN00009707","ICN00009707","1482",NA,NA,"-43.72","-20.488333",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-02-08 12:51:40-03","UFRGS","ICN","153676","S","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Coelho, C","10331","2007","12","02","América do Sul","Brasil","MG","Ouro Branco","Serra do Ouro Branco área 1 20°30'22 S 43°37'59 3 W","-43.633056","-20.506111","1275",NA,"Bainhas velhas desfiadas.","ICN00009708","ICN00009708","1275",NA,NA,"-43.633056","-20.506111",NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-08 12:51:40-03","UFRGS","ICN","153677","S","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Coelho, C","10383","2007","12","03","América do Sul","Brasil","MG","Ouro Branco","Serra do Ouro Branco área 3 20°30'19 2 S 43°40'05 2 W","-43.668056","-20.505278","1360",NA,"Campo graminoso quartzítico. Abundante.","ICN00009705","ICN00009705","1360",NA,NA,"-43.668056","-20.505278",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:51:40-03","UFRGS","ICN","161008","S","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler",NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10401","2007","12","03","América do Sul","Brasil","MG","Ouro Branco","Serra do Ouro Branco área 3 solo canga 20°29'14 5 S 43°41'13 9 W","-43.686944","-20.487222","1447",NA,"Rara.","ICN00033848",NA,"1447","2018",NA,"-43.686944","-20.487222",NA,NA,NA,NA,NA,NA,NA,NA
"76","2014-09-23 10:57:15-03","G","G","G00098534","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","?","Sellow, F.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=117782&base=img&lang=en","G00098534","G00098534",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,"ISOTYPUS of Dichromena nardifolia Kunth",NA,NA
"77","2014-09-23 10:57:15-03","G","G","G00098535","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","nardifolia","Rhynchospora nardifolia","(Kunth) Boeckeler","?","Sellow, F.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=117783&base=img&lang=en","G00098535","G00098535",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,"ISOTYPUS of Dichromena nardifolia Kunth",NA,NA
