"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus"
"110","2020-11-12 16:58:16-03","UEL","FUEL","48136","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Reis-Silva, GA","Rossetto, EFS; Cotarelli, VM; Francisco, EM","2010","09","10","Brasil","Paraná","Santo Antonio do Paraíso","Salto do rio Congonhas, na beira do rio, a montante da queda","-50.607472","-23.499861","-50.607472","-23.499861","FUEL018421",NA,"Less.","2018","03","03","106",NA,NA,NA,"Tracheophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-11-12 16:58:16-03","UEL","FUEL","46111","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Reis-Silva, GA","Dall#?#Agnol, RF; et al.","2009","08","05","Brasil","Paraná","Mauá da Serra","Estância Manain, beira da trilha","-51.2294006347656","-23.9013996124268",NA,NA,"FUEL018729",NA,"Less.","2019","05",NA,"100",NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"16036","auto",NA,NA,NA,NA,NA,NA
"112","2020-11-12 16:58:16-03","UEL","FUEL","15722","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Reis-Silva, GA","Záchia, RA","1995","11","24","Brasil","Rio Grande do Sul","São Francisco de Paula","RS 20, no Belvedere, na capoeira na beira da estrada","-50.5835990905762","-29.4480991363525",NA,NA,"FUEL018425",NA,"Less.","2017","03",NA,"2138",NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA
"113","2020-11-12 16:58:16-03","UEL","FUEL","8749","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Magenta, M","Soares-Silva, LH; Francisco das Chagas e Silva","1987","02","02","Brasil","São Paulo","Bauru","SP-225, Próximo ao Campus Universitário","-49.060001373291","-22.3099994659424",NA,NA,"FUEL018456",NA,"Less.","2002","09",NA,"72",NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA
"114","2019-11-01 14:53:28-03","UnB","UB","114513","PreservedSpecimen","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Roth, L","1955","07","23","Brasil","Minas Gerais","Betim",NA,"-44.198299407959","-19.9678001403809",NA,NA,NA,NA,"Less.",NA,NA,NA,"1471",NA,NA,"Flores amarelas.; Arbusto escandente.; Capoeira.","Dicotyledoneae",NA,"Southern America",NA,"15199","auto",NA,NA,NA,NA,NA,NA
"115","2019-05-06 11:52:47-03","UFU","HUFU","51925","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Magenta, M.","Soares; Silva, L.H.; Chagas & Silva, F.","1987","02","02","Brasil","São Paulo","Bauru","SP-225, Próximo ao Campus Universitário.","-49.060001373291","-22.3099994659424",NA,NA,"HUFU00043754","HUFU00043754","Less.","2002","09",NA,"72",NA,NA,"Subarbusto com 0,4 m. Capítulo amarelo. Frequente.; Cerrado.",NA,NA,NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA
"116","2019-05-06 11:52:47-03","UFU","HUFU","56830","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Reis-Silva, G.A.","Pott, A.; Pott, V.J.","2005","08","22","Brasil","Mato Grosso do Sul","Conginhos","Cachoeira","-55.265278","-19.997222","-55.265278","-19.997222","HUFU00043796","HUFU00043796","Less.","2016","08","24","13150","230","230","Subarbusto, ca. 1,2 m. Flor amarela.; Vegetação ripéria em área de cerrado, com Inga vera. Solo areno-siltoso aluvial. Relevo várzea fluvial.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-05-06 11:52:47-03","UFU","HUFU","40652","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Magenta, M.","Sasaki, D.; Mello-Silva, R.; Junqueira, A.B. & Capeli, F.M.","2003","04","17","Brasil","São Paulo","Pedregulho","Usina de Estreito, Acampamento de Estreito.","-47.277222","-20.157778","-47.277222","-20.157778","HUFU00043750","HUFU00043750","Less.","2004",NA,NA,"645","720","720","Subarbusto, ca. 0,5 m. Folhas pouco discolores, mais claras na face abaxial. Brácteas involucrais amarelo-esverdeadas. Flores amarelas.; Encosta a margem da represa, próxima a barragem. Campo sujo com afloramento rochoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-05-06 11:52:47-03","UFU","HUFU","56849","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Reis-Silva, G.A.","Pott, V.J.","2006","02","08","Brasil","Mato Grosso do Sul","Corguinho","Fazenda Salto do Taboco, Cachoeira do rio Taboco.","-54.8293991088867","-19.8316993713379",NA,NA,"HUFU00043793","HUFU00043793","Less.","2016","08","22","13957",NA,NA,"Erva ereta, ca. 1 m. Flor amarela.; Vegetação secundária de cerrado. Solo arenoso raso, subsolo arenito. Relevo quase plano.",NA,NA,NA,NA,"56513","auto",NA,NA,NA,NA,NA,NA
"119","2019-05-06 11:52:47-03","UFU","HUFU","52261","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Roth, L.","1955","07","23","Brasil","Minas Gerais","Betim",NA,"-44.198299407959","-19.9678001403809",NA,NA,"HUFU00043753","HUFU00043753","Less.",NA,NA,NA,"1471",NA,NA,"Arbusto escandente, da capoeira. Flores amarelas.; Capoeira.",NA,NA,NA,NA,"15199","auto",NA,NA,NA,NA,NA,NA
"120","2019-05-06 11:52:47-03","UFU","HUFU","33254","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Nakajima, J.N.","Ribeiro, E.","1992","08","01","Brasil","Minas Gerais","Olaria","Fazenda Cachoeirinha, Fco. Prata.","-43.937198638916","-21.8607997894287",NA,NA,"HUFU00043751","HUFU00043751","Less.","2003","06",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"15222","auto",NA,NA,NA,NA,NA,NA
"121","2017-09-11 17:07:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Riedel, L",NA,NA,NA,"?",NA,NA,"in umbrosis siccis ad Rio Parahyba",NA,NA,NA,NA,NA,"P06P3N0076","Less.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2017-09-11 17:07:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Gardner, G",NA,NA,NA,"Brazil",NA,NA,"prope Morro Velho",NA,NA,NA,NA,NA,"P06P3N0076","Less.",NA,NA,NA,"4926",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2017-09-11 17:07:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Sello, HL",NA,NA,NA,"Brazil",NA,NA,"Registro Velho",NA,NA,NA,NA,NA,"P06P3N0076","Less.",NA,NA,NA,"876",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2017-09-11 17:07:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Sello, HL",NA,NA,NA,"Brazil",NA,NA,"ad Registro Velho",NA,NA,NA,NA,NA,"P06P3N0076","Less.",NA,NA,NA,"1105",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2017-09-11 17:07:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Lindberg, GA",NA,NA,NA,"Brazil","Minas Gerais","Caldas",NA,"-46.3861","-21.9236",NA,NA,NA,"P06P3N0076","Less.",NA,NA,NA,"81",NA,NA,NA,NA,NA,"Southern America",NA,"25710","auto",NA,NA,NA,NA,NA,NA
"126","2017-09-11 17:07:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Sello, HL",NA,NA,NA,"Brazil",NA,NA,"Registro Velho",NA,NA,NA,NA,NA,"P06P3N0076","Less.",NA,NA,NA,"1105",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2017-09-11 17:07:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Riedel, L",NA,NA,NA,"Brazil",NA,NA,"in umbrosis siccis ad Rio Parahyba",NA,NA,NA,NA,NA,"P06P3N0076","Less.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2017-09-11 17:07:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Burchell, WJ","1827","09","06","Brazil","São Paulo","Cachoeira Paulista","Cachoeira","-45","-22.66",NA,NA,NA,"P06P3N0076","Less.",NA,NA,NA,"5557",NA,NA,NA,NA,NA,"Southern America",NA,"23173","auto",NA,NA,NA,NA,NA,NA
"129","2017-09-11 17:07:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Riedel, L",NA,NA,NA,"Brazil","?",NA,NA,NA,NA,NA,NA,NA,"P06P3N0076","Less.",NA,NA,NA,"s.n.",NA,NA,"In umbrosis siccis ad Rio Parahyba.; HABITAT: In umbrosis siccis ad Rio Parahyba.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2017-09-11 17:07:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Regnell, AF",NA,NA,NA,"Brazil",NA,NA,"Habitat in silvis apertis Brasiliae orientalis",NA,NA,NA,NA,NA,"P06P3N0076","Less.",NA,NA,NA,"790",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2017-09-11 17:07:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Sello, HL",NA,NA,NA,"Brazil",NA,NA,"ad Registro Velho",NA,NA,NA,NA,NA,"P06P3N0076","Less.",NA,NA,NA,"876",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2017-09-11 17:07:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Lindberg, GA",NA,NA,NA,"Brazil",NA,NA,"Habitat in silvis apertis Brasiliae orientalis",NA,NA,NA,NA,NA,"P06P3N0076","Less.",NA,NA,NA,"81",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2017-09-11 17:07:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Regnell, AF",NA,NA,NA,"Brazil","Minas Gerais","Caldas",NA,"-46.3861","-21.9236",NA,NA,NA,"P06P3N0076","Less.",NA,NA,NA,"ser. III790",NA,NA,"Habitat in silvis apertis Brasiliae orientalis.; HABITAT: Habitat in silvis apertis Brasiliae orientalis.",NA,NA,"Southern America",NA,"25710","auto",NA,NA,NA,NA,NA,NA
"134","2021-02-08 12:36:01-03","UFRGS","ICN","173474","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Pasini, E","Pasini, E; Schneider, AA; Baumhardt, E; Dal Ri, L","2010","12","10","Brasil","RS","Cambará do Sul","Parque dos Aparados da Serra","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Less.",NA,NA,NA,"840","950","950","flores amarelas do raio; Na beira da mata com araucária, em caminho aos cânions","Dicotyledon",NA,"América do Sul",NA,"30776","auto",NA,NA,NA,NA,NA,NA
"135","2021-02-08 12:36:01-03","UFRGS","ICN","121345a","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Rodrigues, RS","1995","09","25","Brasil","RS","Porto Alegre","Morro do Osso","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Less.",NA,NA,NA,"226",NA,NA,"Trepadeira em beira de mata. Subxerófila; capítulos amarelos.","Dicotyledon",NA,"América do Sul",NA,"29946","auto",NA,NA,NA,NA,NA,NA
"136","2019-11-21 10:00:10-03","IBt","SP","385359","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Magenta, M","Sasaki, D; Calió, MFA","2004","03","22","Brasil","São Paulo","Pedregulho","Estreito. usina de Estreito. Encosta à margem da represa, próxima à barragem.","-47.277222","-20.157778","-47.277222","-20.157778",NA,NA,"Less.","2004",NA,NA,"994","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-21 10:00:10-03","IBt","SP","341418","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Magenta, M","Hashimoto, G","1986","09","20","Brasil","Minas Gerais","Camanducaia","Monte Verde.","-46.1446990966797","-22.7553005218506",NA,NA,"SP031907","SP031907","Less.","2000","02",NA,"20983",NA,NA,NA,NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA
"138","2019-11-21 10:00:10-03","IBt","SP","101823","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Coleman, JR","1966","09","09","Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Less.",NA,NA,NA,"467",NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"139","2019-11-21 10:00:10-03","IBt","SP","341408","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata","Magenta, M","Hashimoto, G","1941","08","14","Brasil","São Paulo","Campos do Jordão","Lageado.","-45.5900001525879","-22.7299995422363",NA,NA,"SP031906","SP031906","Less.","1999","11","23","21021","1650","1650",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"140","2019-11-21 10:00:10-03","IBt","SP","16833","S","Plantae","Asteraceae","Calea","serrata",NA,"Calea serrata",NA,"Loefgren, A; Edwall, G","1892","11","09","Brasil","São Paulo","Taubaté",NA,"-45.5499992370605","-23.0200004577637",NA,NA,"SP057794","SP057794","Less.",NA,NA,NA,"CGG1836",NA,NA,NA,NA,NA,NA,NA,"25704","auto",NA,NA,NA,NA,NA,NA
