"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","infraspecificEpithet","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","typeStatus","previousCatalogNumber"
"14","2020-02-08 10:31:41-03","NBC","NL-BOTANY","U.1578529","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.",NA,"Mexia YEJ",NA,"1930","11","20","Southern America","Brazil",NA,NA,"Plants of Brazil, State of Minas Gerais. Road to São Miguel, near km 5.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1578529 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1578529",NA,"NL-U1578529",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:31:41-03","NBC","NL-BOTANY","U 0293125","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum juniperinum","(Poepp.) Reynel",NA,"Williams L",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200293125 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0293125","juniperinum",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw35117",NA,NA,NA,NA,NA
"16","2020-02-08 10:31:41-03","NBC","NL-BOTANY","U 0293145","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum juniperinum","(Poepp.) Reynel",NA,"Maguire B; et al.",NA,NA,NA,NA,"Southern America","Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200293145 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0293145","juniperinum",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw17296",NA,NA,NA,NA,NA
"17","2020-11-04 11:19:06-03","ESALQ","ESA","120941","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum",NA,"Cielo Filho, R.","Garcia, L.C.","179.0","2009","02","01",NA,"Brasil","São Paulo","Campinas","Distrito de Souzas, Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira","-46.926084","-22.833228","711","711",NA,"Árvore de 6m, frutos imaduros","ESA120941",NA,NA,"-46.926084","-22.833228","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:19:06-03","ESALQ","ESA","68605","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Pirani, J.R.","Romão, G.O. ; Mazine, F.F.","38.0","1999","03","31",NA,"Brasil","Mato Grosso do Sul","Miranda",NA,"-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"ESA068605",NA,"ESA068605",NA,NA,"2004","01","92112","auto",NA,NA,"01",NA,NA,NA,NA
"19","2020-11-04 11:19:06-03","ESALQ","ESA","10563","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Pirani, J.R.","Fernandes, G.D. ; Vitti, F.X.","295.0","1993","04","16",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA010563",NA,"ESA010563",NA,NA,"2004","01","44778","auto",NA,NA,"01",NA,NA,NA,NA
"20","2015-07-02 14:04:07-03","JBP","HPL","7177","S","Plantae",NA,NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","V.C. Souza","H. Lorenzi","1064","1993","10","25",NA,"Brasil","SP","São Antônio de Posse","Coletado em área de mata da Fazenda Palmital - há uns 600 m da entrada principal, do lado carreador (havia várias árvores no local).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","04",NA,NA,NA,NA,"09",NA,NA,NA,NA
"21","2019-02-15 11:50:00-02","IPA","IPA","23284","S","Plantae","Plantae",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Pirani, J.R.","Luetzelburg","26330","1936","03","25","Southern America","Brasil","Ceará",NA,"Cariri Cearense. Carrasco.",NA,NA,NA,NA,NA,"15m de altura.","IPA0023284",NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046513","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Fagara","minutiflora","Fagara minutiflora",NA,NA,"C. W. Wood","462","1976","1","23",NA,"Venezuela","Distrito Capital",NA,"Camuri Grande. Lower slopes of Cordillera Costal, above Playa Los Angeles.","-66.724271","10.623037","70",NA,NA,"Tree 2-8 m tall. Spiny bark. Leaves matte green. Aromatic berries, green.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-07 11:48:28-03","UFMS","CGMS","73041","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","A. Pott","A. Pott; V.J. Pott; I.M. Bortolotto; L.C. Garcia","17110","2015","12","08",NA,"Brasil","Mato Grosso do Sul","Terenos","Reserva Legal do Assentamento Santa Mônica.","-54.9011111","-20.6491666","324","324",NA,"Flor ausente. Fruto imaturo verde. Odor cítrico. Habitat: Cerradão perturbado em regeneração. Solo arenoso vermelho. Relevo meia encosta de ondulado. Esparsa. Habito: Árvore, 4,00 m de altura.","CGMS1105848",NA,NA,"-54,9011111","-20,6491666","2015","12",NA,NA,NA,NA,"08",NA,NA,NA,NA
"24","2021-03-01 16:40:30-03","UNICAMP","UEC","22276","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acreanum","Zanthoxylum acreanum","(K.Krause) J.F.Macbr.","Pirani, JR","Silva, MG; Bahia, R","3571","1978","05","15",NA,"Brazil","Pará","Tucuruí","Pará, Rio Tocantins, Tucurui, Vila do Repartimento.","-49.6725006103516","-3.76610994338989",NA,NA,NA,"Árvore de 15m, flor branca com cheiro de limão.; Mata de terra firme, solo areno-argiloso.","UEC081496",NA,"UEC081496",NA,NA,"1997",NA,"59618","auto",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:40:30-03","UNICAMP","UEC","172188","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Cielo-Filho, R","Garcia, LC","179","2009","02","06",NA,"Brazil","São Paulo","Campinas","Distrito de Souzas, condôminio Colinas do Atibaia, Mata Ribeirão Cachoeira.","-47.533333","-23.392222","711","711",NA,"Árvore de 6m, frutos imaduros.; Mata Atlântica, Floresta Estacional Semidecídua.","UEC016342",NA,"UEC016342","-47.533333","-23.392222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:40:30-03","UNICAMP","UEC","108210","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Pirani, JR","Grombone-Guaratini, MT; Galvão, JC; Belinello, R","216","1997","01","02",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-47.109167","-22.829167",NA,NA,NA,"Árvore com 7m alt.; espinhos no caule; frutos imaturos verdes.","UEC049762",NA,"UEC049762","-47.109167","-22.829167","2003","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:40:30-03","UNICAMP","UEC","108216","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Pirani, JR","Grombone-Guaratini, MT; Galvão, JC; Belinello, R","219","1996","11","07",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-47.109167","-22.829167",NA,NA,NA,"Árvore com 5m de alt.; flores creme; espinhos no caule.","UEC049765",NA,"UEC049765","-47.109167","-22.829167","2003","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:40:30-03","UNICAMP","UEC","108217","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Pirani, JR","Grombone-Guaratini, MT; Galvão, JC; Belinello, R","217","1996","11","07",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-47.109167","-22.829167",NA,NA,NA,"Árvore com 15m alt; flores creme.","UEC049764",NA,"UEC049764","-47.109167","-22.829167","2003","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:40:30-03","UNICAMP","UEC","108442","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Pirani, JR","Grombone-Guaratini, MT; Belinello, R; Galvão, JC","218","1996","11","28",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-47.109167","-22.829167",NA,NA,NA,"Árvore com 3,5m de altura. Frutos jovens.","UEC051472",NA,"UEC051472","-47.109167","-22.829167","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-20 10:25:31-03","UNICAMP","UEC","148731","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Pirani, JR","Queiroz, RT; Galvão, JC; Tozzi, AMGA; Aragaki, S; Fortuna-Perez, AP; Silva, MJ; Guerin, N; S","1281","2008","11","19",NA,"Brazil","Minas Gerais","Itaú de Minas","beira de estrada, beira de estrada","-46","-20","953","953",NA,"árvore, 8m, flores e estames alvos","UEC051471",NA,"UEC051471","-46","-20","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:40:30-03","UNICAMP","UEC","171659","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Santos, K","Santos, K; Belinello, R","660","1999","12","22",NA,"Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira (Área C2); Área total: 244.9ha.","-46.916667","-22.816667","660","660",NA,"Árvore zoocórica; cortex rugoso, alturatotal: 12 m; altura do fuste: 8 m; PAP: 50 cm.; Floresta Estacional Semidecidual.","UEC045277",NA,"UEC045277","-46.916667","-22.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:40:30-03","UNICAMP","UEC","171660","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Santos, K","Santos, K; Belinello, R","406","1999","08","16",NA,"Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira (Área C1); Área total: 244.9ha.","-46.916667","-22.816667","653","653",NA,"Árvore zoocórica; cortex rugoso, alturatotal: 8 m; altura do fuste: 2.5 m; PAP: 62 cm. 01-25% da copa infestada por lianas.; Floresta Estacional Semidecidual.","UEC045282",NA,"UEC045282","-46.916667","-22.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:40:30-03","UNICAMP","UEC","171662","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Santos, K","Santos, K; Belinello, R","606","1999","10","06",NA,"Brazil","São Paulo","Campinas","Mata Furnas (Fragmento P2); Área total:13.2ha.","-47","-22.783333","658","658",NA,"Árvore zoocórica; cortex rugoso, alturatotal: 10 m; altura do fuste: 3 m; PAP: 47 cm. 26-50% da copa infestada por lianas.; Floresta Estacional Semidecidual.","UEC045275",NA,"UEC045275","-47","-22.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:40:30-03","UNICAMP","UEC","47274","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Reynel, C","Gentry, A; Silva, A","58712","1987","08","27",NA,"Brazil","São Paulo","Campinas","Santa Genebra Forest Reserve, Barão Geraldo near Campinas.","-46.083333","-22.866667","550","550",NA,"Tree 10m, old fruits brown, non-spiny.; Disturbed semideciduous forest.","UEC074785",NA,"UEC074785","-46.083333","-22.866667","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:40:30-03","UNICAMP","UEC","47462","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Reynel, C","Gentry, A","58787","1987","08","31",NA,"Brazil","São Paulo","Campinas","Santa Genebra Forest Reserve, Barão Geraldo near Campinas.","-46.083333","-22.866667","550","550",NA,"Sterile tree 1 dbh, strong lemon odor, spiny.; Disturbed semideciduous forest.","UEC074789",NA,"UEC074789","-46.083333","-22.866667","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:40:30-03","UNICAMP","UEC","49850","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Reynel, C","Bernacci, LC","287","1986","10","04",NA,"Brazil","São Paulo",NA,"Fazenda Sta Carlota.",NA,NA,NA,NA,NA,"Árvore ca. 15m alt. caule com acúleos; inflorescências jovens esverdeadas.","UEC081494",NA,"UEC081494",NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:40:30-03","UNICAMP","UEC","202604","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Pires, TP","Silva, BG; Duarte, LSC","452","2018","08","02",NA,"Brazil","São Paulo","Campinas","Mata de Santa Genebra, Local: Borda da trilha, à meia sombra. Solo: Latossolo vermelho, serrapilheira.","-47.600433","-23.435264",NA,NA,NA,"Hábito: Arbóroeo. Altura: 4m. Látex: Ausente. Cor: Sementes pretas brilhantes. Odor: Ausente. Outros: Espinhos no caule.","UEC190836",NA,"UEC190836 UEC190836_v01 UEC190836_v02 UEC190836_v03","-47.600433","-23.435264","2019","02",NA,NA,NA,NA,"22",NA,NA,NA,NA
"38","2021-03-01 16:40:30-03","UNICAMP","UEC","96266","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Pirani, JR","Penha, AS; Hayashi, AH","14","1997","11","05",NA,"Brazil","São Paulo","Campinas","Fazenda Santa Elisa, Instituto Agronômico.","-47.083333","-22.9",NA,NA,NA,"Árvore, 5m de altura, flores brancas.","UEC081486",NA,"UEC081486","-47.083333","-22.9","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:40:30-03","UNICAMP","UEC","99006","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Santos, K","Santos, K; Belinello, R","885","2000","08","17",NA,"Brazil","São Paulo","Campinas","Mata da Fazenda Capoeira Grande (Fragemento M1); Área total: 19.9 ha.","-46.9","-22.866667","885","885",NA,"Árvore zoocórica; cortex rugoso, alturatotal: 9 m; altura do fuste: 6 m; PAP: 61 cm. 01-25% da copa infestada por lianas.; Floresta Estacional Semidecidual.","UEC045280",NA,"UEC045280","-46.9","-22.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:40:30-03","UNICAMP","UEC","99007","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Santos, K","Santos, K; Belinello, R","1323","2000","05","06",NA,"Brazil","São Paulo","Campinas","Mata do Macuco (Fragmento G1); Área total: 41.8ha.","-46.933333","-22.783333","739","739",NA,"Árvore zoocórica; cortex rugoso, alturatotal: 11m; altura do fuste: 3 m; PAP: 60 cm. 01-25% da copa infestada por lianas.; Floresta Estacional Semidecidual.","UEC045278",NA,"UEC045278","-46.933333","-22.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:40:30-03","UNICAMP","UEC","149695","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Yamamoto, LF","Yamamoto, LF","591","2002","08","29",NA,"Brazil","Minas Gerais","Extrema","Parque de Eventos.","-46.3182983398438","-22.854700088501","1000","1000",NA,"5m. Flor creme esverdeado.","UEC013435",NA,"UEC013435",NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:40:30-03","UNICAMP","UEC","52247","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Pirani, JR","Weyland Vieira, MC","948","1986","04","07",NA,"Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa.","-46.3675003051758","-21.3264007568359",NA,NA,NA,"Árvore 386, quadrante 97. Frutos.; Mato Oleria.","UEC081489",NA,"UEC081489",NA,NA,"1998",NA,"16667","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:40:30-03","UNICAMP","UEC","62795","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Reynel, C","Viein, HPW","946","1986","04","07",NA,"Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa.","-46.3675003051758","-21.3264007568359",NA,NA,NA,"Arvore 4II, quedrante I03.; Mato Olaria.","UEC074790",NA,"UEC074790",NA,NA,"1995",NA,"16667","auto",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:40:30-03","UNICAMP","UEC","95614","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","acuminatum","Zanthoxylum acuminatum","(Sw.) Sw.","Pirani, JR","Leitão Filho, HF","1299","1994","08","23",NA,"Brazil","Minas Gerais","Monte Belo","Mata da Olária, Fazenda Lagoa.&nf;Trilha 10 - 198 Placa nº 790","-46.3675003051758","-21.3264007568359",NA,NA,NA,"Material estéril na trilha. Árvore.","UEC074783",NA,"UEC074783",NA,NA,"2003","06","16667","auto",NA,NA,NA,NA,NA,NA,NA
