"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","class","individualCount","typeStatus"
"11","2015-09-03 20:46:41-03","MNHN","RECOLNAT_MNHN_P","P01797397","PreservedSpecimen",NA,NA,NA,"Arecaceae","Attalea","brasiliensis","Attalea brasiliensis","Glassman","Glaziou, A.",NA,"1891","9","12",NA,"Brasil","Goiás","Brésil. Goyaz. Meia Ponte, au Rio Vaga Lume","hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797397' target='other'> <mi>dwc_moreinfo</mi></a>","P01797397","P01797397_01",NA,"Pirenópolis","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,NA,"40887","auto",NA,NA,"22270",NA,NA,NA
"12","2015-09-03 20:46:41-03","MNHN","RECOLNAT_MNHN_P","P01797398","PreservedSpecimen",NA,NA,NA,"Arecaceae","Attalea","brasiliensis","Attalea brasiliensis","Glassman","Glaziou, A.",NA,"1894","9","12",NA,"Brasil","Goiás","Meia Ponte, au Rio Vaga Lume. Goyaz.","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797398' target='other'> <mi>dwc_moreinfo</mi></a>","P01797398","P01797398_01",NA,"Pirenópolis","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,NA,"40887","auto",NA,NA,"22270",NA,NA,NA
"13","2020-10-01 14:25:45-03","JBB","HEPH","23841","S","Plantae","Monocotyledon","Arecales","Arecaceae","Attalea","brasiliensis","Attalea brasiliensis","Glassman","Martins, RC","879","2008","05","13","Southern America","Brasil","Distrito Federal","Granja do Ipê. Park Way.",NA,NA,NA,NA,NA,"Brasília","-47.985278","-15.911389",NA,"Martins, RC",NA,NA,NA,NA,NA,"-47.985278","-15.911389",NA,NA,NA,NA
"14","2020-10-01 14:25:45-03","JBB","HEPH","23883","S","Plantae","Monocotyledon","Arecales","Arecaceae","Attalea","brasiliensis","Attalea brasiliensis","Glassman","Martins, RC","899","2008","05","20","Southern America","Brasil","Distrito Federal","Granja do Ipê. Babaçual",NA,NA,NA,NA,NA,"Brasília","-47.985278","-15.911389",NA,"Martins, RC",NA,NA,NA,NA,NA,"-47.985278","-15.911389",NA,NA,NA,NA
"15","2020-10-01 14:25:45-03","JBB","HEPH","23884","S","Plantae","Monocotyledon","Arecales","Arecaceae","Attalea","brasiliensis","Attalea brasiliensis","Glassman","Martins, RC","900","2008","05","20","Southern America","Brasil","Distrito Federal","Granja do Ipê. Babaçual",NA,NA,NA,NA,NA,"Brasília","-47.985278","-15.911389",NA,"Martins, RC",NA,NA,NA,NA,NA,"-47.985278","-15.911389",NA,NA,NA,NA
"16","2020-12-11 11:43:24-03","UFMG","BHCB","40354","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Attalea","brasiliensis","Attalea brasiliensis",NA,"Noblick, LR; Behr, N von","5162","1997","07","31","Southern America","Brasil","Distrito Federal","Sobradinho, Fercal. 5km before cement factory Tocantins, near the turn off to Alto Belo Vista, 13km from the Colorado Gas Station on BR-020 (intersection of BR-020 with DF150/DF2)",NA,"Palmeira is the common name. Nicolaus tells me that although these palms have a propensity for regions of calcareous bedrock, they are not necessarily restricted to such regions. We visited a second palm locality to the on the road","BHCB050126","BHCB050126 BHCB050126_1 BHCB050126_2",NA,"Brasília","-47.87445","-15.598622",NA,NA,NA,NA,NA,NA,NA,"-47.87445","-15.598622",NA,NA,NA,NA
"17","2020-12-11 11:43:24-03","UFMG","BHCB","23592","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Attalea","compta","Attalea compta",NA,"Noblick, LR","4855","1992","03","29","Southern America","Brasil","Minas Gerais","2km a leste da cidade, Fazenda Jaburu(propriedade de Antonio Corrêa)",NA,"Babaçu is the common name. Very common in this area.; Solitary palm with 4-8 m x 18-20 cm trunk. 18-20 LEAVES in crown, spirally arranged and Strongly ascending. Leaf sheath plus petiole is 100+ cm long with a true leaf petiole usuall","BHCB050127","BHCB050127 BHCB050127_1 BHCB050127_3 BHCB050127_4 BHCB050127_5","650","Vazante","-46.9","-18.016667","700",NA,NA,NA,NA,NA,NA,"-46.9","-18.016667",NA,NA,NA,NA
"18","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","139",NA,"Plantae",NA,NA,"Palmae","Attalea","compta","Attalea compta","Mart.","H. Q. Boudet Fernandes","1890","1986","03","11",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Árvore 10m, 2m X 40cm, estipe encoberto pelas bainhas, folhas cerca de 120m pares de folíolos, raque 4m, pecíolo 2m, bainha 1,2m, frutos marrons avermelhados, espata 2m, heliófila, capoeirão em orla da mata, crista de morro, cacho na c","MBML000139",NA,NA,"Santa Teresa","-40.530278","-19.971389",NA,"J. T. M. Costa/1987",NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA
"19","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","56",NA,"Plantae",NA,NA,"Palmae","Attalea","compta","Attalea compta","Mart.","H. Q. Boudet Fernandes","1751","1985","12","19",NA,"Brasil","Espírito Santo","Vale do Canaã",NA,"Indaiaçu, árvore jovem, 9m, estipe com 2m, encoberta por bainhas secas, folha 7,8m, raque 5,8m, espádice a 3,5m do solo, pêndulo, frutos marrons avermelhados, 14 folhas contemporâneas, heliófila, capoeirão.","MBML000056",NA,NA,"Santa Teresa","-40.601944","-19.906111",NA,"J. T. M. Costa/1987",NA,NA,NA,NA,NA,"40W36'7","19S54'22",NA,NA,NA,NA
"20","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","574",NA,"Plantae",NA,NA,"Palmae","Attalea","compta","Attalea compta","Mart.","H. Q. Boudet Fernandes","1994","1986","05","21",NA,"Brasil","Espírito Santo","Saltinho",NA,"(folhas não coletadas).","MBML000574",NA,NA,"Santa Teresa","-40.506944","-19.936111",NA,"H. Q. B. Fernandes/1994",NA,NA,NA,NA,NA,"40W30'25","19S56'10",NA,NA,NA,NA
"21","2020-09-22 12:01:05-03","MBML","MBML-HERBARIO","6484",NA,"Plantae",NA,NA,"Palmae","Attalea","compta","Attalea compta","Mart.","L. R. Noblick","4855","1992","03","29",NA,"Brasil","Minas Gerais","2 km SE of the city, Fazenda Jaburu (Property of Afonso Corrêa. Semi-deciduous seasonal forest with red lateritic soils over (often exposed) limestone bedrock. Elevation 650-700 m",NA,"Babaçu is the common name. Solitary palm with 4-8 m x 18-20cm trunk. 18-20 LEAVES in crown, spirally arranged and Strongly ascending. Leaf sheath plus petiole is 100+cm long with a true leaf petiole usually absent but occasionally up t","MBML006484",NA,NA,"Vazante","-46.9","-18.016667",NA,NA,NA,NA,NA,NA,NA,"46W54'","18S1'",NA,NA,NA,NA
"22","2020-09-17 15:32:39-03","MBML","MBML-HERBARIO","6528",NA,"Plantae",NA,NA,"Palmae","Attalea","compta","Attalea compta","Mart.","H. Q. Boudet Fernandes; et al","3106","1994","01","26",NA,"Brasil","Espírito Santo","Serra das Torres (região do Moitão do Sul). Propriedade dos Assis. Altitude aproximada 550 m/s.m. Floresta pluvial tropical de encosta.",NA,"Arborescente, com cerca de 10m de altura, caule encoberto por pecíolos remanescentes, pecíolo 2,5m com projeçõs rígidas entre fibras caducas, raque com cerca de 7m de comp., com 210 pares de folíolos. Mata secundária.","MBML006528",NA,NA,"Atílio Vivácqua","-41.2","-21",NA,"H. Q. B. Fernandes",NA,NA,NA,NA,NA,"41W12'","21S0'",NA,NA,NA,NA
"23","2020-09-16 16:42:31-03","MBML","MBML-HERBARIO","7620",NA,"Plantae",NA,NA,"Palmae","Attalea","compta","Attalea compta","Mart.","H. Q. Boudet Fernandes; et al","3211","1997","05","23",NA,"Brasil","São Paulo","distrito Silvânia, Fazenda São Francisco, área conhecida como Coqueiral. Mata de baixada.",NA,"Arborescente solitário, ca 14m de altura. Estipe 3.5m (+ca de 3.5m encobertos por bainhas) x32cm, entrenós 13cm. Raque foliar 7.6m. Ápice do pecíolo com 10cm de largura x 5.5 de espessura. Folíolos, 180 pares, regularmente distribuido","MBML007620",NA,NA,"Matão","-48.288889","-21.609167",NA,NA,NA,NA,NA,NA,NA,"48W17'20","21S36'33",NA,NA,NA,NA
"24","2020-07-22 20:15:30-03","MBML","MBML-HERBARIO","7623",NA,"Plantae",NA,NA,"Palmae","Attalea","compta","Attalea compta","Mart.","H. Q. Boudet Fernandes; et al","3210","1997","05","23",NA,"Brasil","São Paulo","Praça Leonor Mendes de Barros",NA,"Palmeira arborescente, estipe solitário. Grande número de exemplares adultos na praça, cerca de 200. Podadas regularmente para controle de ratazanas que fazem ninho entre as folhas. Frutos maduros (coleta de cachos).","MBML007623",NA,NA,"Araraquara","-48.178333","-21.782778",NA,NA,NA,NA,NA,NA,NA,"48W10'42","21S46'58",NA,NA,NA,NA
"25","2020-09-14 16:46:06-03","MBML","MBML-HERBARIO","573",NA,"Plantae",NA,NA,"Palmae","Attalea","compta","Attalea compta","Mart.","H. Q. Boudet Fernandes",NA,"1985",NA,NA,NA,"Brasil","Espírito Santo","Sede, acima de 650 m de altitude",NA,"Frutos achados em diversos locais e datas, caidos no chão de mata, comidos possivelmente por caxinguelês. Carpoteca","MBML000573",NA,NA,"Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA
"26","2020-06-15 15:28:38-03","UNESP-RC","HRCB","39205","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","brasiliensis","Attalea brasiliensis","Glassman","Martins, R.C.","203","1998","03","13",NA,"Brasil","Distrito Federal","APA Cafuringa",NA,"Palmeira solitária com aproximadamente 3,5m de altura e de diâmetro. Folhas 21 (+-). Bainha da folha + pecíolo com 41cm de comprimento. Pecíolo: 16cm de circunferência e 65cm de espessura. Face adaxia <ll>dwc_commonname:</ll> babacu",NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","3240113","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Attalea","compta","Attalea compta",NA,"L. R. Noblick","4855","1992","3","29","South America - Neotropics","Brazil","Minas Gerais","Vazante, se of fazenda jaburu",NA,NA,"US00427641","US00427641_01","650",NA,"-46.9","-18.0167","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"28","2020-09-12 05:00:02-03","US","US","32400112","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Attalea","compta","Attalea compta",NA,"L. R. Noblick","4855","1992","3","29","South America - Neotropics","Brazil","Minas Gerais","Vazante, se of fazenda jaburu",NA,NA,NA,NA,"650",NA,"-46.9","-18.0167","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"29","2020-09-12 05:00:02-03","US","US","3240112","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Attalea","compta","Attalea compta",NA,"L. R. Noblick","4855","1992","3","29","South America - Neotropics","Brazil","Minas Gerais","2 Km SE of the city, Fazenda Jaburu (Property of Antonio Corrêa)",NA,NA,"US00427640","US00427640_01","650","Vazante","-46.9","-18.02","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"30","2020-09-12 05:00:02-03","US","US","3240114","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Attalea","compta","Attalea compta",NA,"L. R. Noblick","4855","1992","3","29","South America - Neotropics","Brazil","Minas Gerais","Vazante, se of fazenda jaburu",NA,NA,"US00427642","US00427642_01","650",NA,"-46.9","-18.0167","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"31","2020-09-12 05:00:02-03","US","US","3240115","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Attalea","compta","Attalea compta",NA,"L. R. Noblick","4855","1992","3","29","South America - Neotropics","Brazil","Minas Gerais","Vazante, se of fazenda jaburu",NA,NA,"US00427643","US00427643_01","650",NA,"-46.9","-18.0167","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"32","2020-09-02 16:20:24-03","Cenargen","CEN","34932","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","compta","Attalea compta","Mart.","Michael Jeffrey Balick","1693","1984","11","30",NA,"Brasil","MG","In open forest.","Exsicatas","Palm with dbh ca. 25 cm. Leaves 15, pinnate; pinnae 140 per side, grouped toward basal 1/4 in 2 - 3' s: rachis 4,13 m; petiole ca. 10 cm; sheath 40 cm x 22 cm. Bract #1: 1,20 x 1,9 cm, beak 27 cm; bract #2: 1,20 x 24 cm, beak 33 cm. Female inflorescence with primary axis ca. 90 cm. Doação - Fieldwork for agronomic domestication and related botanical studies undertaken through the sponsorship of the U. S. Agency for International Development and the Charles A. Lindbergh Fund..","CEN00034932","CEN00034932 CEN00034932_1 CEN00034932_2",NA,"SANTA FE DE MINAS","-45.5","-15.666666",NA,NA,NA,NA,NA,NA,NA,"-45.5","-15.666666",NA,NA,"1",NA
"33","2020-09-02 16:20:24-03","Cenargen","CEN","10757","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","compta","Attalea compta","Mart.","José Geraldo Alves Vieira","423","1986","01","23",NA,"Brasil","MG","BR-135 12 km da cidade de Montes Claros - margem direita da rodovia.","Exsicatas","Altura: 2m; folhas: 9; 1 bráctea fechada - masculina.","CEN00010757","CEN00010757 CEN00010757_1 CEN00010757_2","1100","MONTES CLAROS","-43.8616981506348","-16.7350006103516","1100","L. R. Noblick","1992","04",NA,"72568","auto",NA,NA,NA,NA,"6",NA
"34","2020-09-02 16:20:24-03","Cenargen","CEN","10754","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","compta","Attalea compta","Mart.","José Geraldo Alves Vieira","422","1986","01","23",NA,"Brasil","MG","BR-135 12 km da cidade de Montes Claros - margem direita da rodovia.","Exsicatas","Altura: 3 m; DAP: 21 cm; cachos novos 4; cachos velhos: 10; inflorescências masculinas velhas: 9; folhas: 14; infl. masc. novas: -.","CEN00010754","CEN00010754 CEN00010754_1 CEN00010754_2","1100","MONTES CLAROS","-43.8616981506348","-16.7350006103516","1100","L. R. Noblick","1992","04",NA,"72568","auto",NA,NA,NA,NA,"6",NA
"35","2021-03-15 18:25:07-03","USP","SPF","158743","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","brasiliensis","Attalea brasiliensis","Glassman","Martins, RC; Ramos, F; Gomes, L","203","1998","03","13",NA,"Brasil","Distrito Federal","Área de Proteção Ambiental de Cafuringa, Fazenda Ribeirão.",NA,"Palmeira solitária com aproximadamente 3,5 m de altura. Folhas 21 (+-). Bainha da folha + peciolo c/ 41 cm de comprimento. Pecíolo: 16 cm de circunferência e 65 cm de espessura, face adaxial achatada e abaxial + - triangular. Raquis","SPF00158743",NA,NA,NA,NA,NA,NA,"Martins, RC","2000","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-09-04 18:19:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Attalea","brasiliensis","Attalea brasiliensis",NA,"S. F. Glassman","13059","1976","8","24","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"Paratype"
"37","2019-09-04 18:11:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Attalea","brasiliensis","Attalea brasiliensis",NA,"S. F. Glassman","13058","1976","8","24","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"Paratype"
"38","2019-09-04 17:47:01-03","F","FMNH-SEEDPLANTS","V0092007F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Attalea","brasiliensis","Attalea brasiliensis",NA,"S. F. Glassman","13057","1976","8","24","South America","Brazil","Goiás","Fertile area 23-1/2 km N of central Brazilia, Fer Cal area.",NA,NA,"V0092007F","V0092007F_01 V0092007F_02 V0092007F_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"Holotype"
"39","2019-09-04 19:49:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Attalea","compta","Attalea compta",NA,"C. F. P. von Martius","851",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"Lectotype"
"40","2020-11-19 14:06:01-03","Unimontes","MCMG","1178","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","compta","Attalea compta","Mart.","Bahia, T.O. | Àvila,M.A. | Braga,L.L. | Matos,F.S. | Mota,G.S. | Mota,N.M. | Nunes,Y.R.F. | Oliveira,M.H. | Silva,M.A.P. | Souza, S.R. |",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","APA do Rio PandeirosVereda Agua doce",NA,"Arbóreo",NA,NA,NA,"Januária","-44.3616981506348","-15.4881000518799",NA,"Santos, R. M.",NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA
"41","2020-09-18 09:34:03-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Sapindales","Staphyleaceae","Attalea","compta","Attalea compta","Diels","Rosas, A","30",NA,NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-01 15:13:06-03","UnB","UB","216896","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Attalea","compta","Attalea compta","Mart.","Kuhlmann, MP","207","2013","05","05","Southern America","Brasil","Goiás","Instituto Caraívas",NA,"Foto em www.frutosatrativosdocerrado.bio.br; Palmeira arbórea 5 a 15 m; frutos maduros cor marrom; 1 caroço p/fruto; zoocórico.; Mata de Galeria",NA,NA,NA,"Pirenópolis","-48.9592018127441","-15.852499961853",NA,"Martins, RC","2013","05","05","40887","auto",NA,NA,NA,NA,NA,NA
"43","2019-11-01 15:13:06-03","UnB","UB","216622","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Attalea","compta","Attalea compta","Mart.","Kuhlmann, MP","207","2013","05","05","Southern America","Brasil","Goiás","Instituto Caraívas",NA,"Foto em www.frutosatrativosdocerrado.bio.br; Palmeira arbórea 5 a 15 m; frutos maduros cor marrom; 1 caroço p/fruto; zoocórico.; Mata de Galeria",NA,NA,NA,"Pirenópolis","-48.9592018127441","-15.852499961853",NA,"Martins, RC","2013","05","05","40887","auto",NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:07:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Attalea","compta","Attalea compta","Mart.","Wallis, G","s.n.",NA,NA,NA,"Southern America","Brazil","Maranhão","et in Maranhão",NA,NA,NA,"P03P2N0099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:07:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Attalea","compta","Attalea compta","Mart.","?","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,"Crescit in Brasilia aequatoriali et subaequatoriali orientali et praecipue litorali, saepe silvas constituens (vel campestris)",NA,"P03P2N0099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:07:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Attalea","compta","Attalea compta","Mart.","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in prov. Bahia, (etiam Goyaz), Piauhy, Pernambuco et Maranhão",NA,NA,NA,"P03P2N0099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
