"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","year","month","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","475414","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","myricifolia","glandulosa","Byrsonima myricifolia glandulosa","Nied.","F. J. Niedenzu","A. F. M. Glaziou","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116537' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475414","NY00475414_01 NY00475414_02","16728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","475413","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","myricifolia","glandulosa","Byrsonima myricifolia glandulosa","Nied.",NA,"A. F. M. Glaziou","South America","Brazil","Rio de Janeiro","Nova Friburgo","Alto Macahé","-42.5308","-22.2819","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116538' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475413","NY00475413_01","17489","1882","06","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","475415","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","myricifolia","glandulosa","Byrsonima myricifolia glandulosa","Nied.",NA,"A. F. M. Glaziou","South America","Brazil","Rio de Janeiro","Petrópolis","Petrópolis, au Morro da Bandeira","-43.1783","-22.505","sheet","Collection number illegible: 13596? <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116539' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475415","NY00475415_01",NA,"1883","01","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:43:30-03","EAO","IAN","94395","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Byrsonima","myricifolia","glandulosa","Byrsonima myricifolia glandulosa","Griseb.",NA,"Glaziou, AFM","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN094395",NA,"17489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:12:35-03","ESALQ","ESA","119962","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"Mamede, M.C.H.","Moura, C.",NA,"Brasil","São Paulo","Paranapiacaba","Reserva Florestal do alto da Serra.",NA,NA,NA,NA,"ESA119962","ESA119962",NA,"1968","02","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:12:35-03","ESALQ","ESA","104293","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia",NA,"Aguiar, O.T.","Aguiar, O.T.",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA104293","ESA104293","1131.0","2002","03","12",NA,NA,"2002","03","17","27904","auto",NA,NA,NA,NA,NA,NA,NA
"17","2019-02-15 11:44:52-02","IPA","IPA","20497","S","Plantae","Plantae",NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Francener, A.","Hoehne, F.C.; Gehrt, A.; Gehrt, A.","Southern America","Brasil","São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,"Arbusto com flores róseo-claras.","IPA0020497",NA,"s.n.","1939","12","08",NA,NA,"2015","08","11","30093","auto",NA,NA,NA,NA,NA,NA,NA
"18","2019-02-15 11:44:52-02","IPA","IPA","18045","S","Plantae","Plantae",NA,"Malpighiaceae","Byrsonima","myricifolia","glandulifera","Byrsonima myricifolia glandulifera","Nied.","NIedenzu","Hoehne","Southern America","Brasil","São Paulo","Santos","alto da serra.","-46.3300018310547","-23.9599990844727",NA,NA,"IPA0018045",NA,"4677","1920","12","23",NA,NA,NA,NA,NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:30:01-03","IAP","PACA-AGP","87284","PreservedSpecimen","Plantae","Magnoliophyta","Geraniales","Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","W.R. Anderson","J.M. Silva",NA,"Brasil","PR","Tunas do Paraná","Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,"Habitat: mata atlântica Fenofase: fruto imaturo Hábito: árvore","PACA087284",NA,"3361","2001","03","23",NA,NA,"2002",NA,NA,"41885","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:38:36-03","UFJF","CESJ","49302","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","A.S.M. Valente","A.S.M. Valente; P.O. Garcia","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Mata acima da casa do Sr. Benedito, ca. 1000 m.s.m.","-43.8278007507324","-22.0891990661621",NA,"Árvore ca. 9 m alt., no interior da mata. Fitossociologia=76B.","CESJ049302",NA,"505","2006","11","29",NA,NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:38:36-03","UFJF","CESJ","44670","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","W.R. Anderson","O.S. Ribas; J.M. Silva; J.Vaz","América do Sul","Brasil","São Paulo","Barra do Turvo","Bela Vista","-48.5046997070312","-24.7563991546631",NA,"Árvore, 5m alt., fruto maduro verde. Floresta Atlântica.","CESJ044670",NA,"4607","2002","04","06",NA,NA,"2003",NA,NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:33:27-03","UNICAMP","UEC","163405","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Mamede, MCH","Sugiyama, M; Custódio-Filho, A",NA,"Brazil","São Paulo","Paranapiacaba","Estação Biológica.","-46.316667","-23.783333",NA,"Arbusto 2 m, flores brancas e róseas, frutos verdes.; Campo grande.","UEC008852","UEC008852","224","1983","01","28","750","900","2010","06",NA,NA,NA,NA,"-46.316667","-23.783333",NA,NA,NA,NA
"23","2021-03-01 16:33:27-03","UNICAMP","UEC","156889","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Mamede, MCH","Moura, C",NA,"Brazil","São Paulo","Santo André","Reserva Florestal do Alto da Serra., Paranapiacaba.","-46.5299987792969","-23.6599998474121",NA,"Árvore pequena.","UEC008850","UEC008850","s.n.","1968","02","17",NA,NA,"2010","06",NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-10-14 10:02:34-03","FURB","FURB","747","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Anderson, WR","Silva, J.M.; Barbosa, E. & Vaz, J.",NA,"Brasil","São Paulo","Cajati","Torre da Embratel, Estação Repetidora da Serra do Aleixo.","-48.1199989318848","-24.7299995422363",NA,NA,"FURB02106","FURB02106",NA,"2002","09","30",NA,NA,"2003",NA,NA,"24646","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-03-06 16:40:28-03","UTFPR","HCF","30725","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","E. Barboza","M.L. Brotto",NA,"Brasil","PR","Adrianópolis","Parque Estadual das Lauráceas","-48.716667","-24.863889",NA,"árvore com 6 m de altura, pétalas vermelho-róseas.",NA,NA,"2090","2015","10","26","1010","1010","2015","12","03",NA,NA,NA,"48°43'00 W","24°51'50 S",NA,NA,NA,NA
"26","2020-06-29 09:30:43-03","UFRRJ","RBR","26993","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"S.J. Silva-Neto",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Pico do Tinguá. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00026993",NA,"1659","2002","01","30",NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:32:39-03","MBM","MBM","236672","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Anderson, W.R.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","Southern America","Brazil","Espírito Santo","Alfredo Chaves","Estrada São Bento de Urânia - Alfredo Chaves","-40.749698638916","-20.6350002288818",NA,NA,"MBM236672","MBM236672","69056","1999","05","16",NA,NA,NA,NA,NA,"32447","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:32:39-03","MBM","MBM","253174","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Anderson, W.R.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","Southern America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras","-41.1347007751465","-20.3397006988525",NA,NA,"MBM253174","MBM253174","71483","2000","10","20",NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:32:39-03","MBM","MBM","236674","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Anderson, W.R.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","Southern America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mirante da torre de TV","-41.1347007751465","-20.3397006988525",NA,NA,"MBM236674","MBM236674","69125","1999","05","17",NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:32:39-03","MBM","MBM","138453","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Anderson, W.R.","Kuniyoshi, Y.S.; Ponciano; Ponciano","Southern America","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"MBM138453","MBM138453","4716",NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:32:39-03","MBM","MBM","42622","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Pereira, E.","Hatschbach, G.","Southern America","Brazil","Paraná","Piraquara","Morro Anhangava","-49.0633010864258","-25.4416999816895",NA,NA,"MBM042622","MBM042622","1236",NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:32:39-03","MBM","MBM","17055","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Anderson, W.R.","Hatschbach, G.","Southern America","Brazil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM017055","MBM017055","26538","1971","03","12",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:32:39-03","MBM","MBM","228483","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Dalcin, E.C.","Martinelli, G.; et al.; et al.","Southern America","Brazil","Rio de Janeiro","Santa Maria Madalena","Parque Nacional do Desengano","-42.0080986022949","-21.9552993774414",NA,NA,"MBM228483","MBM228483","13222",NA,NA,NA,NA,NA,NA,NA,NA,"30526","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:32:39-03","MBM","MBM","248421","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Anderson, W.R.","Custódio Filho, A.","Southern America","Brazil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-46.0299987792969","-23.5699996948242",NA,NA,"MBM248421","MBM248421","2678",NA,NA,NA,NA,NA,NA,NA,NA,"19656","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:32:39-03","MBM","MBM","397067","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Biral, L.","Biral, L.","Southern America","Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar, núcleo Cunha. Trilha do Maé até parcela Mata de Neblina","-44.9599990844727","-23.0699996948242",NA,"Árvore, frutos imaturos verdes.; Floresta Ombrófila Densa Montana.","MBM397067","MBM397067","918","2013","09","15",NA,NA,"2013","12",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:32:39-03","MBM","MBM","401034","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Barboza, E.","Brotto, M.L.; Barboza, E.; Barboza, E.","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.716642","-24.863797",NA,"Árvore com 6m de altura; pétalas vermelho-róseas.; Floresta Ombrófila Densa Altomontana.","MBM401034","MBM401034","2090","2015","10","26","1010","1010","2015","12","03",NA,NA,NA,"-48.716642","-24.863797",NA,NA,NA,NA
"37","2020-12-21 16:32:39-03","MBM","MBM","422947","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Barboza, E.","Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","Southern America","Brazil","Espírito Santo","Venda Nova do Imigrante","Pedra do Rego, trilha","-41.172222","-20.301944",NA,"árvore com 7 m de altura; frutos verdes.; Floresta Ombrófila Densa Montana.","MBM422947",NA,"6267","2019","04","09","1280","1280","2019","06","26",NA,NA,NA,"-41.172222","-20.301944",NA,NA,NA,NA
"38","2020-12-21 16:32:39-03","MBM","MBM","429938","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Lumiar, Pico da Boa Vista, cume","-42.266222","-22.315139",NA,"Árvore com 5 m de altura; frutos verdes.; Floresta Ombrófila Densa Altomontana.","MBM429938",NA,"3913","2020","07","24","1770","1770","2020","08","21",NA,NA,NA,"-42.266222","-22.315139",NA,NA,NA,NA
"39","2020-12-21 16:32:39-03","MBM","MBM","258750","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Anderson, W.R.","Silva, J.M.; Barboza, E.; Costa, E.F.; Barboza, E.; Costa, E.F.","Southern America","Brazil","Paraná","Tunas do Paraná","Estrada Pacas - Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,NA,"MBM258750","MBM258750","3361","2001","03","23",NA,NA,NA,NA,NA,"41885","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:32:39-03","MBM","MBM","269117","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Anderson, W.R.","Ribas, O.S.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","Southern America","Brazil","São Paulo","Barra do Turvo","Bela Vista","-48.5046997070312","-24.7563991546631",NA,NA,"MBM269117","MBM269117","4607","2002","04","06",NA,NA,NA,NA,NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:32:39-03","MBM","MBM","248423","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Anderson, W.R.","Dias, A.C.; et al.; et al.","Southern America","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Betelho","-47.9900016784668","-23.8700008392334",NA,NA,"MBM248423","MBM248423","506",NA,NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-01 15:28:22-03","PUC-RIO","FCAB","5309","PreservedSpecimen","Plantae",NA,"Angiospermae","Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"G. Martinelli",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima. Nasc","-42.5311012268066","-22.2819004058838",NA,"&nf;&nf;; Arbusto, 5 metros de altura, folhas discolores, frutos imaturos verdes, botões florais verdes. Floresta Pluvial Tropical Costeira, 1100msm.","005309",NA,"11915","1986","11","26","1150","1200",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"43","2019-08-15 09:03:50-03","UESC","UESC","8549","S","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","A.Francener","Romero, R.",NA,"Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,"Beira do córrego. Arbusto, ca. 1m.","UESC0008549",NA,"3315","1996","01","14",NA,NA,"2013","07",NA,"57119","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"44","2016-03-09 17:11:56-03","MNHN","RECOLNAT_MNHN_P","P01033073","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"Sugiyama, M.|Custodio Filho, A.",NA,"Brasil","São Paulo","Santo André","Estação Biológica","-46.31667","-23.78333","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01033073' target='other'> <mi>dwc_moreinfo</mi></a>","P01033073","P01033073_01",NA,"1983","1","28","750","900",NA,NA,NA,NA,NA,NA,NA,NA,"224",NA,NA,NA
"45","2016-03-09 17:11:56-03","MNHN","RECOLNAT_MNHN_P","P01033074","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"Sugiyama, M.|Custodio Filho, A.",NA,"Brasil","São Paulo","Santo André","Estação Biológica. Campo Grande","-46.31667","-23.78333","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01033074' target='other'> <mi>dwc_moreinfo</mi></a>","P01033074","P01033074_01",NA,"1983","1","28","750","900",NA,NA,NA,NA,NA,NA,NA,NA,"224",NA,NA,NA
"46","2015-11-06 22:47:52-02","MNHN","RECOLNAT_MNHN_P","P02428621","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.","Elias","Glaziou, A.",NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428621' target='other'> <mi>dwc_moreinfo</mi></a>","P02428621","P02428621_01",NA,"1870","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3893","isotype",NA,NA
"47","2016-03-09 17:11:54-03","MNHN","RECOLNAT_MNHN_P","P01033071","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Byrsonima","myricifolia",NA,"Byrsonima myricifolia","Griseb.",NA,"Moura, C.",NA,"Brasil","São Paulo","Santo André","Reserva do Alto da Serra","-46.5299987792969","-23.6599998474121","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01033071' target='other'> <mi>dwc_moreinfo</mi></a>","P01033071","P01033071_01",NA,"1989","2","17",NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
