"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","class","individualCount","typeStatus"
"11","2021-03-30 12:37:33-03","EAO","IAN","173120","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","D, R","s.n.","2001","03","22","Southern America","Brasil","Pará","Carajás","Jazida N5, próx. ao ETA, em canga.",NA,NA,NA,NA,NA,"IAN173120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:37:33-03","EAO","IAN","173120","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","CVRD","s.n.","2001","03","22","Southern America","Brasil","Pará","Carajás","Jazida N5, próx. ao ETA, em canga.",NA,NA,NA,NA,NA,"IAN173120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:37:33-03","EAO","IAN","173791","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Souza, MAD de; Pereira, EC","1021","2000","06","29","Southern America","Brasil","Amazonas",NA,"Parque Nacional do Jaú. Alto rio Jaú. Floresta de Igapó.",NA,NA,NA,NA,"Liana herbácea. Aprox. a 50cm de altura, frequente em ilhas, sobre Symeria sp. e outras. Brácteas verdes com porção superior marrom-vináceo. Cálice verde, demais partes brancas. Sem perfume. Ocasional.","IAN173791",NA,NA,"Cordeiro, MR","2001","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:37:33-03","EAO","IAN","187617","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Lima, HC de; Silva, DF","7099","2011","02","10","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás, Nucleo urbano de Carajás, mina N1, ca 8km da estrada do Manganês, área da parcela de testemunho de canga, restauração de área degradada.","-50.302778","-6.036389",NA,NA,"Trepadeira com ramos voluveis. Flores vermelhas. Frequente.","IAN187617",NA,NA,"Lima, HC de","2011","02",NA,"-50.302778","-6.036389",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:37:33-03","EAO","IAN","192481","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Chaves, PP; Lobato, LCB; Melo, P","19","2012","02","27","Southern America","Brasil","Pará","Serra dos Carajás","N5. Vegetação de canga.",NA,NA,NA,NA,"Liana. Flores vermelhas.","IAN192481",NA,NA,"Lobato, LCB","2013","02","27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:37:33-03","EAO","IAN","193760","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Mehlig, U; Cardoso, JCO; Morena, EN","438","2007","10","29","Southern America","Brasil","Amapá","Amapá","Sucuriju, área pouco inundada de solo arenoso leste da vila Sucuriju","-49.927139","1.67275",NA,NA,"Corola branca. Material fixado em álcool antes de secar.","IAN193760",NA,NA,"Nascimento, MP do","2015","11","20","-49.927139","1.67275",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:37:33-03","EAO","IAN","173242","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Martins-da-Silva, RCV","47","2001","03","13","Southern America","Brasil","Pará","Parauapebas","Carajás, Serra dos Carajás, mina de ferro. Vegetação de Canga","-49.9021987915039","-6.06750011444092",NA,NA,"Flores vermelhas.","IAN173242",NA,NA,NA,"2001","03",NA,NA,NA,"147801","auto",NA,NA,NA,NA,NA
"18","2021-03-30 12:37:33-03","EAO","IAN","174768","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Rodrigues, IA","1652","1995","01","11","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás, (CVRD). N1/L1.","-49.9021987915039","-6.06750011444092",NA,NA,NA,"IAN174768",NA,NA,"Vasconcelos, L","2016","03","22",NA,NA,"147801","auto",NA,NA,NA,NA,NA
"19","2019-12-12 15:31:40-03","UFABC","HUFABC","000148","PreservedSpecimen","Plantae","Angiospermas",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","A.F. Austin","Araujo, AO; Almeida, GSC","1148","2014","09","09",NA,"Brasil","Pará","Parauapebas","Serra dos Carajás, Serra N1, ca de 700m da estrada, na canga, ao lado do alojamento.","-50.288081","-6.036361","697",NA,"Arbusto, ca 2m. cálice amarelo avermelhado, corola vermelha, estames brancos.","HUFABC000148","HUFABC000148","697","R.S.Bianchini","2014","03","19","-50.288081","-6.036361",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:28:38-03","UNICAMP","UEC","33464","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Joly, CA; Stubblebine, WH; Benson, WW","14835","1983","08","10",NA,"Brazil","Pará","Marabá","Complexas Carajás, Serra Norte.","-49.1178016662598","-5.36860990524292",NA,NA,"Herbácea, decumbente, flores vermelhas.; Campo rupestre.","UEC044448","UEC044448",NA,NA,NA,NA,NA,NA,NA,"262883","auto",NA,NA,NA,NA,NA
"21","2021-03-21 19:33:50-03","UFC","EAC","16892","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","Austin","Otoch, R.","s.n.","1990","09","21","Southern America","Brasil","Pará",NA,"Serra dos Carajás",NA,NA,NA,NA,"Trepadeira, flor vermelha.; Caatinga","EAC0016892","EAC0016892",NA,"Otoch, R.","1990","09","21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:21:24-03","MBM","MBM","415055","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F. Austin","Chaves, P.P.; Lobato, L.C.B.; Melo, P.; Lobato, L.C.B.; Melo, P.","19","2013","02","27","Southern America","Brazil","Pará",NA,"Serra dos Carajás, N5",NA,NA,NA,NA,"Liana. Flores vermelhas.; Vegetação de canga.","MBM415055",NA,NA,"Lobato, L.C.B.","2012","02","27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:34:44-03","UFMG","BHCB","130633","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Viana, PL; Versieux, LM; Garcia, LC; Giorni, VT; Silva, LVC; Silva, DF","4032","2009","03","12","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N1.","-50.289722","-6.031111","655",NA,NA,"BHCB020634",NA,"655",NA,NA,NA,NA,"-50.289722","-6.031111",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:34:44-03","UFMG","BHCB","130794","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Giorni, VT; Viana, PL; Silva, LVC; Silva, DF","85","2009","03","11","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N1.","-50.273889","-6.035556","750",NA,NA,"BHCB020635",NA,"750",NA,NA,NA,NA,"-50.273889","-6.035556",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:34:44-03","UFMG","BHCB","157624","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Marino, F; Meyer, PB; Jorge, TB; Arruda, LJ","829","2012","03","24","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N4SW.","-50.183056","-6.109444","710",NA,"Mata baixa sobre canga.","BHCB020602",NA,"710",NA,NA,NA,NA,"-50.183056","-6.109444",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:34:44-03","UFMG","BHCB","157626","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Marino, F; Meyer, PB; Jorge, TB; Arruda, LJ","831","2012","03","24","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N4SW.","-50.183056","-6.109444","710",NA,"Mata baixa sobre canga.","BHCB020636",NA,"710",NA,NA,NA,NA,"-50.183056","-6.109444",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:34:44-03","UFMG","BHCB","157627","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Marino, F; Meyer, PB; Jorge, TB; Arruda, LJ","832","2012","03","24","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N4SW.","-50.183056","-6.109444","710",NA,"Mata baixa sobre canga.","BHCB020603",NA,"710",NA,NA,NA,NA,"-50.183056","-6.109444",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:34:44-03","UFMG","BHCB","157768","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Marino, F; Meyer, PB; Jorge, TB; Arruda, LJ","903","2012","03","27","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N3.","-50.207778","-6.041667","694",NA,"Campo graminoso sobre canga.","BHCB020637",NA,"694",NA,NA,NA,NA,"-50.207778","-6.041667",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:34:44-03","UFMG","BHCB","157955","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Marino, F; Arruda, LJ; Jorge, TB","955","2012","04","19","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N2.","-50.246667","-6.056944","724",NA,"Vegetação rupestre sobre canga.","BHCB020638",NA,"724",NA,NA,NA,NA,"-50.246667","-6.056944",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:34:44-03","UFMG","BHCB","157956","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Marino, F; Arruda, LJ; Jorge, TB","1065","2012","04","23","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N4SW.","-50.186667","-6.108611","682",NA,"Vegetação rupestre sobre canga próxima a campo graminoso alagado.","BHCB020604",NA,"682",NA,NA,NA,NA,"-50.186667","-6.108611",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:34:44-03","UFMG","BHCB","159041","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Meyer, PB; Arruda, AJ; Viana, PL; Marino, F; Jorge, TB; Arruda, LJ","1236","2012","03","26","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N1.","-50.290278","-6.031111","688",NA,"Campo rupestre sobre canga couraçada.","BHCB020639",NA,"688",NA,NA,NA,NA,"-50.290278","-6.031111",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:34:44-03","UFMG","BHCB","162029","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Pivari, MOD; Leles, BP; Marino, F","1349","2013","01","26","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N4.","-50.188056","-6.095","732",NA,"Mata baixa.","BHCB020640",NA,"732",NA,NA,NA,NA,"-50.188056","-6.095",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:34:44-03","UFMG","BHCB","162041","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Pivari, MOD; Leles, BP; Marino, F","1361","2013","01","26","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N4.","-50.186944","-6.110278","681",NA,"Campo rupestre sobre canga couraçada.","BHCB020650",NA,"681",NA,NA,NA,NA,"-50.186944","-6.110278",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:34:44-03","UFMG","BHCB","162042","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Pivari, MOD; Leles, BP; Marino, F","1362","2013","01","26","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N4.","-50.188889","-6.110833","706",NA,"Floresta Ombrófila Densa.","BHCB020606",NA,"706",NA,NA,NA,NA,"-50.188889","-6.110833",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:34:44-03","UFMG","BHCB","162055","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Pivari, MOD; Leles, BP; Marino, F","1375","2013","01","27","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N3.","-50.209444","-6.043056","699",NA,"Campo rupestre sobre canga couraçada.","BHCB020641",NA,"699",NA,NA,NA,NA,"-50.209444","-6.043056",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:34:44-03","UFMG","BHCB","162056","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Pivari, MOD; Leles, BP; Marino, F","1376","2013","01","27","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N3.","-50.209444","-6.043056","699",NA,"Campo rupestre sobre canga couraçada.","BHCB020642",NA,"699",NA,NA,NA,NA,"-50.209444","-6.043056",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:34:44-03","UFMG","BHCB","162057","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Pivari, MOD; Leles, BP; Marino, F","1377","2013","01","27","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N3.","-50.209444","-6.043056","699",NA,"Campo rupestre sobre canga couraçada.","BHCB020643",NA,"699",NA,NA,NA,NA,"-50.209444","-6.043056",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:34:44-03","UFMG","BHCB","162060","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Pivari, MOD; Leles, BP; Marino, F","1380","2013","01","27","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N3.","-50.209444","-6.043056","699",NA,"Campo rupestre sobre canga couraçada.","BHCB020644",NA,"699",NA,NA,NA,NA,"-50.209444","-6.043056",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:34:44-03","UFMG","BHCB","162065","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Pivari, MOD; Leles, BP; Marino, F","1385","2013","01","27","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N3.","-50.218611","-6.042778","640",NA,"Campo rupestre sobre canga couraçada.","BHCB020645",NA,"640",NA,NA,NA,NA,"-50.218611","-6.042778",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:34:44-03","UFMG","BHCB","162112","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Pivari, MOD; Leles, BP; Marino, F","1432","2013","01","29","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N1.","-50.322778","-5.990556","429",NA,"Campo rupestre sobre canga couraçada.","BHCB020646",NA,"429",NA,NA,NA,NA,"-50.322778","-5.990556",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:34:44-03","UFMG","BHCB","162114","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Pivari, MOD; Leles, BP; Marino, F","1434","2013","01","29","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N1.","-50.322778","-5.990556","429",NA,"Campo rupestre sobre canga couraçada.","BHCB020647",NA,"429",NA,NA,NA,NA,"-50.322778","-5.990556",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:34:44-03","UFMG","BHCB","162122","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Pivari, MOD; Leles, BP; Marino, F","1442","2013","01","29","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N4.","-50.186944","-6.110278","681",NA,"Campo rupestre sobre canga couraçada.","BHCB020648",NA,"681",NA,NA,NA,NA,"-50.186944","-6.110278",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:34:44-03","UFMG","BHCB","162123","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Arruda, AJ; Viana, PL; Pivari, MOD; Leles, BP; Marino, F","1443","2013","01","29","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, N4.","-50.186944","-6.110278","681",NA,"Campo rupestre sobre canga couraçada.","BHCB020649",NA,"681",NA,NA,NA,NA,"-50.186944","-6.110278",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:34:44-03","UFMG","BHCB","199739","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Viana, PL; Giulietti, AM; Harley, RM; Cardoso, A; Cruz, APO","5631","2015","03","26","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás, Serra dos Carajás, Serra Norte, N2.","-50.253611","-6.055833","689",NA,"Arbusto escandente. Flores vermelhas.","BHCB199739","BHCB199739","689",NA,NA,NA,NA,"-50.253611","-6.055833",NA,NA,NA,NA,NA,NA,NA
"45","2014-01-23 05:32:00-02","MO","MOBOT","2833789","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F. Austin","Calvin R. Sperling|Ricardo S. Secco|M. Condon|A.L. Mesquita|B.G. Ribeiro|Lucival R. Marinho","Sperling 5584","1982","5","12","South America","Brazil","Pará",NA,"Amza camp N-5, Scrubby vegetation around the camp on ferric rock outcrops.","-50.13333","-6.06666","700.00000000",NA,NA,NA,NA,"750.00000000","D.F. Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","3418190","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F. Austin","SECCO","SECCO 120","1982","5","12","South America","Brazil","Pará",NA,"Maraba, Alto da Serra, arredores do N5, solo de canga (ferro).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-08-31 08:59:42-03","INPA","INPA","232321","S","Plantae","Dicotyledon Asterids","Solanales","Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Ramos, JF","2982","2010","01","10","Southern America","Brasil","Pará","Paraopeba","FLONA de Carajás, Serra Norte, Mineração Vale do Rio Doce, Serra Norte, mata primária, solo argiloso.","-50","-6",NA,NA,NA,"INPA0232321","INPA0232321 INPA0232321_e",NA,"Ramos, JF","2010","02",NA,"-50","-6",NA,NA,NA,NA,NA,NA,NA
