"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"608","2020-10-14 10:01:44-03","FURB","FURB","41185","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Volkmann, A","Volkmann, A.; Coradini, C.",NA,"2013","04","17","Brasil","Santa Catarina","Gaspar","Igreja Santo Antônio, Bairro Gasparinho.","-48.9602778","-26.9980555","-48.9602778","-26.9980555",NA,NA,"FURB25404","FURB25404",NA,"2013","04","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","2020-10-14 10:01:44-03","FURB","FURB","52272","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Funez, L.A.","Funez, L.A.","5773","2017","01","23","Brasil","Santa Catarina","Indaial","Encano.","-49.1897222","-26.8880555","-49.1897222","-26.8880555","42","42","FURB52272","FURB52272","Flores amarelas Habitat: Margem de um córrego Habito: árvore","2017","01","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","2020-10-14 10:01:44-03","FURB","FURB","57471","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Schwirkowski, P.","Schwirkowski, P.","2657","2018","02","06","Brasil","Santa Catarina","São Bento do Sul","Centro. Na estação de Tratamento de Água - ETA - do SAMAE.","-49.3825","-26.245","-49.3825000","-26.2450000","850","850","FURB57471","FURB57471","Flores amarelas Habitat: Heliófita, aparentemente em cultivo abandonado Habito: Árvore","2018","02","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","2020-10-14 10:01:44-03","FURB","FURB","61905","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Cordeiro, J.","Sulkoski, D.","510","2015","02","11","Brasil","Paraná","São José das Palmeiras",NA,"-54.18","-24.84","-54.1800000","-24.8400000",NA,NA,"FURB61905","FURB61905",NA,"2015","04","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","2020-10-14 10:01:44-03","FURB","FURB","37984","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.",NA,"Nascimen, J.C.",NA,"2003","04","23","Brasil","Paraná","Irati","Praça Etelvina Andrade Gomes.","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"FURB25405","FURB25405",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA,NA,NA
"613","2021-03-16 17:52:16-03","UCS","HUCS","49485","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Caxambu, M.G.","Molina, L.S.","s.n.","2014","11","08","Brasil","Paraná","Terra Rica","fazenda Santo Antônio","-52.784303","-22.774675","-52.784303","-22.774675","307","307",NA,NA,"Relevo suave-ondulado. &nf;Doação HCF 16134&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;; Árvore ca. 12m, heliófita. Flores com cálice verde e corola amarela. Floresta Estacional Semidecidual Submontana","2015","02","11",NA,NA,NA,"Angiospermae","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2021-03-16 17:52:16-03","UCS","HUCS","09893","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Guedes, M.L.","Guedes, M.L.","2774","1993","01","15","Brasil","Bahia","Caetité",NA,"-42.4749984741211","-14.0693998336792",NA,NA,NA,NA,NA,NA,"Herbario Alexandre Leal Costa 24296; Folhas bipenadas",NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales","53684","auto",NA,NA,NA,NA,NA,NA,NA,NA
"615","2021-03-16 17:52:16-03","UCS","HUCS","11727","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Butzke, A.","Butzke, A.","s.n.","1993","04","23","Brasil","Rio Grande do Sul","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,NA,NA,"em campo limpo",NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales","46790","auto",NA,NA,NA,NA,NA,NA,NA,NA
"616","2021-03-16 17:52:16-03","UCS","HUCS","49482","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Caxambu, M.G.","Macieski, M.","s.n.","2013","12","09","Brasil","Paraná","Mandaguaçu","COAMO Guarani","-52.0952987670898","-23.3472003936768",NA,NA,NA,NA,NA,NA,"Relevo suave-ondulado. Solo Latossolo&nf;Doação HCF 13540&nf;&nf;&nf;&nf;&nf;&nf;&nf;; Árvore 19m, heliófita. Flores amarelas, próximo a entrada","2014","04","03",NA,NA,NA,"Angiospermae","Fabales","24565","auto",NA,NA,NA,NA,NA,NA,NA,NA
"617","2021-03-16 17:52:16-03","UCS","HUCS","12494","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Hatschbach, G.","Ribas, O.S.","2485","1998","02","03","Brasil","Mato Grosso do Sul","Caracol","Estrada Bela Vista Caracol, 10 km de Caracol","-57.0243988037109","-22.0139007568359",NA,NA,NA,NA,NA,NA,"Campo cerrado","1998",NA,NA,NA,NA,NA,"Angiospermae","Fabales","53879","auto",NA,NA,NA,NA,NA,NA,NA,NA
"618","2021-03-16 17:52:16-03","UCS","HUCS","28037","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.",NA,"Benites-Silva, S.Y.","05","2000","10","26","Brasil","Mato Grosso do Sul","Corumbá","Estrada do Parque","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"Herbario COR",NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"619","2021-03-16 17:52:16-03","UCS","HUCS","22500","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Gonzatti, F.","Wasum, R.A.","2097","2004","02","22","Brasil","Rio Grande do Sul","Torres","Lagoa do Violão","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"árvore com flores amarelas; orla da lagoa","2018","11",NA,NA,NA,NA,"Angiospermae","Fabales","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"620","2021-03-16 17:52:16-03","UCS","HUCS","28250","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Hatschbach, G.","Cordeiro, J.","414","1987","01","29","Brasil","Paraná","Antonina","Reserva Biológica de Sapinduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,"árvore, 5m, flores amarelas.; cultivada","1987","04",NA,NA,NA,NA,"Angiospermae","Fabales","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"621","2020-04-27 16:10:01-03","UFES","VIES","24963","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Queiroz, L.P.","Bautista, H.P.; Jesus, N.G.; Ribeiro, T.; Tourinho, R.","3040","2001","04","05","Brasil","Bahia","Miguel Calmon","Estrada Brejo Grande/Miguel Calmon.","-40.554444","-11.4075","40º33'16''W","11º24'27''S",NA,NA,"VIES024963","VIES024963",NA,"2002","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2020-04-27 16:10:01-03","UFES","VIES","20172","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Folli, D.A.","Acácio, G.","22","1993","03","18","Brasil","Espírito Santo","Cachoeiro de Itapemirim","R.F. Bananal do Norte.","-41.1128005981445","-20.8488998413086",NA,NA,NA,NA,"VIES020172","VIES020172",NA,"1993","06",NA,NA,NA,NA,NA,NA,"35694","auto",NA,NA,NA,NA,NA,NA,NA,NA
"623","2019-06-27 10:25:12-03","UFES","VIES","20176","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Acácio, G.","Acácio, G.","105","1993","11","30","Brasil","Espírito Santo","Cachoeiro de Itapemirim","R.F. Bananal do Norte.","-41.1128005981445","-20.8488998413086",NA,NA,NA,NA,"VIES020176","VIES020176",NA,"1993",NA,NA,NA,NA,NA,NA,NA,"35694","auto",NA,NA,NA,NA,NA,NA,NA,NA
"624","2019-06-27 10:25:12-03","UFES","VIES","12575","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Amaral Júnior, A.","Amaral Júnior, A.; Mendonça, J.O.; Barbosa, S.B. & Campos, C.J.","414","1999","04","11","Brasil","Mato Grosso do Sul","Bataguassu",NA,"-52.4221992492676","-21.7141990661621",NA,NA,NA,NA,"VIES012575","VIES012575",NA,"1999",NA,NA,NA,NA,NA,NA,NA,"65610","auto",NA,NA,NA,NA,NA,NA,NA,NA
"625","2021-02-12 18:12:10-03","UFES","VIES","7969","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Lima, H.C. de","Costa, A.L.","s.n.","1968","02","10","Brasil","Bahia","Bom Jesus da Lapa",NA,"-43.418098449707","-13.2550001144409",NA,NA,NA,NA,"VIES007969","VIES007969",NA,"2008","08","22",NA,NA,NA,NA,NA,"66899","auto",NA,NA,NA,NA,NA,NA,NA,NA
"626","2020-04-27 16:10:01-03","UFES","VIES","24950","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Cardoso, D.","Moutinho, L.; Carvalho, R.; Santos, V.J.; Rebouças, R.","21","2003","02","07","Brasil","Bahia","Senhor do Bonfim","Serra de Santana, base da serra.","-40.1893997192383","-10.4614000320435",NA,NA,"700","700","VIES024950","VIES024950",NA,"2007","05",NA,NA,NA,NA,NA,NA,"27716","auto",NA,NA,NA,NA,NA,NA,NA,NA
"627","2020-04-27 16:10:01-03","UFES","VIES","21630","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Zorzanelli, J.P.F.","Kollmann, L.J.C.","11068","2008","06","25","Brasil","Espírito Santo","Alegre","São João do Norte.","-41.5331001281738","-20.763599395752",NA,NA,NA,NA,"VIES021630","VIES021630",NA,"2013","06","12",NA,NA,NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA,NA
"628","2019-06-27 10:25:12-03","UFES","VIES","20177","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Folli, D.A.","Acácio, G.","15","1993","03","05","Brasil","Espírito Santo","Cachoeiro de Itapemirim","R.F. Bananal do Norte.","-41.1128005981445","-20.8488998413086",NA,NA,NA,NA,"VIES020177","VIES020177 VIES020177_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35694","auto",NA,NA,NA,NA,NA,NA,NA,NA
"629","2020-04-27 16:10:01-03","UFES","VIES","20351","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Zorzanelli, J.P.F.","Dias, H.M.; Silva, A.E.","534","2010","12","16","Brasil","Espírito Santo","Jerônimo Monteiro",NA,"-41.3950004577637","-20.789400100708",NA,NA,"100","100","VIES020351","VIES020351",NA,"2011","01","28",NA,NA,NA,NA,NA,"14151","auto",NA,NA,NA,NA,NA,NA,NA,NA
"630","2021-03-30 17:43:01-03","UTFPR","HCF","21907","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M.G. Caxambu","C.H.C, Almeida","5","2016","05","19","Brasil","BA","Ubaira","Alto da Lagoinha, Mata Atlântica","-38.905556","-12.657222","38°54'20 W","12°39'26 S",NA,NA,NA,NA,"árvore de grande porte, 15 a 25 m, bastante copada.","2016","11","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","2019-08-16 08:39:30-03","UTFPR","HCF","18803","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M.G. Caxambu","M.G. Caxambu","7132","2015","12","10","Brasil","PR","Céu Azul","Parque Nacional do Iguaçu - Posto de","-53.84725","-25.155167","53°50'50,1 W","25°09'18,6 S","659","659",NA,NA,"árvore 15 m, heliófita. Flores amarelas.","2016","01","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","2021-03-30 17:43:01-03","UTFPR","HCF","29059","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","J.E.M.Nascimento & M.A.Milaneze-Gutierre","J.E.M. Nascimento","194","2019","02","06","Brasil","PR","Maringá","Distrito de Iguatemi. Fazenda Experimen","-51.95","-23.416667","51°57'00 W","23°25'00 S",NA,NA,NA,NA,"árvore. Flores odoríferas. Visitadas por abelhas Apis e Trigona.","2019","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","2019-08-16 08:39:30-03","UTFPR","HCF","15978","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M.G. Caxambu","M.G. Caxambu","5843","2014","12","04","Brasil","PR","Fênix","RPPN Muricy - Propriedade de José","-52.010528","-23.868556","52°00'37,9 W","23°52'06,8 S","349","349",NA,NA,"árvore ca. 10 m, heliófita. Flores amarelas.","2015","01","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","2021-03-30 17:43:01-03","UTFPR","HCF","31225","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M.G. Caxambu","M.G. Caxambu","9256","2021","03","18","Brasil","PR","Guaraniaçu","Fazenda Slaviero","-52.817778","-24.823056","52°49'04 W","24°49'23 S","489","489",NA,NA,"árvore ca. 17 m, heliófita. Frutos do tipo legume, amarelo-esverdeados.","2021","03","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","2019-08-16 08:39:30-03","UTFPR","HCF","6576","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M.G. Caxambu","M.G. Caxambu","1991","2007","12","28","Brasil","PR","Campo Mourão","Parque Estadual Lago Azul (PELA)","-52.31825","-24.107333","52°19'05,7 W","24°06'26,4 S","656","656",NA,NA,"árvore heliófita ca. 6 m. Flores amarelas. Comum.","2012","05","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","2019-08-16 08:39:30-03","UTFPR","HCF","16134","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M.G. Caxambu","L.S. Molina",NA,"2014","11","08","Brasil","PR","Terra Rica","Fazenda Santo Antônio","-52.784303","-22.774675","52°47'03,49 W","22°46'28,83 S","307","307",NA,NA,"árvore ca. 12 m, heliófita. Flores com cálice verde e corola amarela.","2015","02","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","2021-03-30 17:43:01-03","UTFPR","HCF","28438","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","G. Hatschbach","E. Buttura","7","1979","03","23","Brasil","PR","Foz do Iguaçu","Rodovia BR-277, Km 12","-54.573611","-25.500278","54°34'25 W","25°30'01 S",NA,NA,NA,NA,"porte ereto 5 m. Mata alta.","1979","05","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","2021-02-15 17:43:15-03","UTFPR","HCF","31124","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M.G. Caxambu","E.V. Guimarães","22","2020","09","19","Brasil","PR","Umuarama","Nascente Piava (Deva)","-53.320167","-23.695056","53°19'12,6 W","23°41'42,2 S","390","390",NA,NA,"árvore ca. 9 m de altura e 26 cm de DAP. Frutos marrons escuros.","2021","02","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","2021-03-30 17:43:01-03","UTFPR","HCF","7025","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M.G. Caxambu","F.M. Alves","500","2007","12","05","Brasil","MS","Porto Murtinho","Fazenda Agro Comercial Aubi","-57.688083","-21.700972","57°41'17,1 W","21°42'03,5 S",NA,NA,NA,NA,"arbóreo; 8 m; flor amarela; fruto. OBS: flor com cheiro agradável. Cálice amarelo-esverdeado com estria avermelhada. Chaco (savana estépica). Solo argiloso ou siltoso branco. Relevo: planície inundável.","2012","05","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","2019-08-16 08:39:30-03","UTFPR","HCF","15991","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M.G. Caxambu","M.G. Caxambu","5856","2014","12","04","Brasil","PR","Fênix","RPPN Porto Velho, Propriedade de Ivan","-51.953361","-23.894333","51°57'12,1 W","23°53'39,6 S","355","355",NA,NA,"árvore ca. 12 m, heliófita. Flores odoríferas.","2015","01","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","2021-03-30 17:43:01-03","UTFPR","HCF","762","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M.G. Caxambu","A.E. Bianek","175","2004","02","02","Brasil","PR","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"árvore com cerca de 10 m de altura. Flores amarelas.","2012","05","23",NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA
"642","2021-03-30 17:43:01-03","UTFPR","HCF","1897","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M.G. Caxambu","W.R. Sartorato",NA,"2005","02","15","Brasil","PR","Campo Mourão","arborização urbana","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"folhas compostas bipinadas, fruto legume indeiscente.","2012","05","23",NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA
"643","2019-08-16 08:39:30-03","UTFPR","HCF","13540","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M.G. Caxambu","M. Macieski",NA,"2013","12","09","Brasil","PR","Mandaguaçu","COAMO Guarani","-52.0952987670898","-23.3472003936768",NA,NA,NA,NA,NA,NA,"árvore ca. 19 m, heliófita. Flores amarelas. Próxima a entrada.","2014","04","03",NA,NA,NA,NA,NA,"24565","auto",NA,NA,NA,NA,NA,NA,NA,NA
"644","2021-03-30 17:43:01-03","UTFPR","HCF","25632","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","A.V. Marangão","T.M. Cordeiro",NA,"2017","03","25","Brasil","PR","Saudade do Iguaçu","Linha Tateto","-52.6189002990723","-25.6944007873535",NA,NA,NA,NA,NA,NA,"árvore, aproximadamente 7 metros, fruto na cor verde.","2017",NA,NA,NA,NA,NA,NA,NA,"12212","auto",NA,NA,NA,NA,NA,NA,NA,NA
"645","2021-03-30 17:43:01-03","UTFPR","HCF","3306","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M.G. Caxambu","M.G. Caxambu","961","2006","01","26","Brasil","PR","Tuneiras do Oeste","Fazenda Água do Índio","-52.8760986328125","-23.8705997467041",NA,NA,NA,NA,NA,NA,"árvore com flores amarelas ca. 12 m.","2012","05","23",NA,NA,NA,NA,NA,"24014","auto",NA,NA,NA,NA,NA,NA,NA,NA
"646","2020-06-29 09:30:28-03","UFRRJ","RBR","32076","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M.C. Dias","R.A. Libanori","s.n.","1986","06","10","Brasil","Paraná","Guairacá","Sítio Vista Alegre",NA,NA,NA,NA,NA,NA,"RBR00032076",NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","2020-06-29 09:30:28-03","UFRRJ","RBR","26979","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","H.C. Lima","S.J. Silva-Neto; W. Silva","1679","2002","11","20","Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Margem da estrada para Arcádia. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00026979",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"648","2020-06-29 09:30:28-03","UFRRJ","RBR","16268","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.",NA,"S.M. Souto","345","2001","06",NA,"Brasil","Rio de Janeiro","Cantagalo","Fazenda Bravet, Latitude 21° 57#?# 11,9' / Long. 42° 19#?# 42,3'.","-42.3680992126465","-21.9811000823975",NA,NA,NA,NA,"RBR00016268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33898","auto",NA,NA,NA,NA,NA,NA,NA,NA
"649","2020-06-29 09:30:28-03","UFRRJ","RBR","5032","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","H.C. Lima","M.L.C.V. Spolidoro","74","1999","12","20","Brasil","Rio de Janeiro","Valença","Fazenda Santa Mônica, Distrito de Barão de Juparanã. 22° 21#?# S / 43° 43#?# W.","-43.7002983093262","-22.2455997467041",NA,NA,NA,NA,"RBR00005032",NA,NA,"2000","04","27",NA,NA,NA,NA,NA,"47830","auto",NA,NA,NA,NA,NA,NA,NA,NA
"650","2020-06-29 09:30:28-03","UFRRJ","RBR","28940","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","D.C. Carvalho","H.F. Baylão-Junior; D.C. Carvalho","235","2005","10","28","Brasil","Rio de Janeiro","Piraí","'Sitio Monumento, Bosque do Morro.'","-43.8981018066406","-22.6291999816895",NA,NA,NA,NA,"RBR00028940",NA,NA,"2005","10","28",NA,NA,NA,NA,NA,"20293","auto",NA,NA,NA,NA,NA,NA,NA,NA
"651","2020-06-29 09:30:28-03","UFRRJ","RBR","14599","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.",NA,"A. Gentry; E. Zardini","49279","1985","01","06","Brasil","São Paulo","Piracicaba","SP-304 between Americana and Piracicaba, km. 149. alt: 570 m. Ca. 22° 45#?# S, 47° 30#?# W.","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"RBR00014599",NA,NA,"2008","06","10",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"652","2020-06-29 09:30:28-03","UFRRJ","RBR","33342","S","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.",NA,"C.S. Nunes","s.n.","2007","01","22","Brasil","Rio de Janeiro","Seropédica","Universidade Federal Rural do Rio de Janeiro, Jardim Botânico.","-43.7075004577637","-22.7439002990723",NA,NA,NA,NA,"RBR00033342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13730","auto",NA,NA,NA,NA,NA,NA,NA,NA
"653","2020-06-29 09:30:28-03","UFRRJ","RBR","16272","S","Plantae","Fabaceae","Peltophorum","vogelianum","Peltophorum vogelianum","Benth.",NA,"C.A.A. Santana","s.n.","1991","12","29","Brasil","Rio de Janeiro","Guaratiba","restinga.",NA,NA,NA,NA,NA,NA,"RBR00016272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","2020-06-29 09:30:28-03","UFRRJ","RBR","16270","S","Plantae","Fabaceae","Peltophorum","vogelianum","Peltophorum vogelianum","Benth.",NA,"H. Monteiro","3178","1951","12","02","Brasil","Rio de Janeiro","Seropédica","(...) em meio de uma pastagem, arredores da Universidade Rural.","-43.7075004577637","-22.7439002990723",NA,NA,NA,NA,"RBR00016270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13730","auto",NA,NA,NA,NA,NA,NA,NA,NA
"655","2020-06-18 10:57:06-03","UFRRJ","RBR","8230","S","Plantae","Fabaceae","Peltophorum","vogelianum","Peltophorum vogelianum","Benth.",NA,NA,"s.n.","1999","11","03","Brasil","Rio de Janeiro","Rio de Janeiro","Instituto de Veterinária, UFRRJ.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00008230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"656","2020-06-29 09:30:28-03","UFRRJ","RBR","18213","S","Plantae","Fabaceae","Peltophorum","vogelianum","Peltophorum vogelianum","Benth.",NA,"H. Monteiro","3178","1951","12","02","Brasil","Rio de Janeiro","Seropédica","Arredores da UFRRJ.","-43.7075004577637","-22.7439002990723",NA,NA,NA,NA,"RBR00018213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13730","auto",NA,NA,NA,NA,NA,NA,NA,NA
"657","2020-06-29 09:30:28-03","UFRRJ","RBR","18212","S","Plantae","Fabaceae","Peltophorum","vogelianum","Peltophorum vogelianum","Benth.","H. Monteiro","H. Monteiro","3487",NA,NA,NA,"Brasil","Rio de Janeiro","Cabo Frio","Entrada para Armação dos Búzios","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,"RBR00018212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA
"658","2020-06-29 09:30:28-03","UFRRJ","RBR","16271","S","Plantae","Fabaceae","Peltophorum","vogelianum","Peltophorum vogelianum","Benth.",NA,"H. Monteiro","2598","1948","04",NA,"Brasil","Rio de Janeiro","Seropédica","Universidade Federal Rural do Rio de Janeiro, em frente ao alojamento dos alunos.","-43.7075004577637","-22.7439002990723",NA,NA,NA,NA,"RBR00016271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13730","auto",NA,NA,NA,NA,NA,NA,NA,NA
"659","2013-04-01 09:19:05-03","IPT","BCTW","1720","S","Plantae",NA,"Peltophorum","dubium","Peltophorum dubium","(Spreng) Taub.",NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Classificação Original: Peltophorum vogelianum",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
