"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1034346","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","R. Spichiger","A. C. Cervi","CA7318","1994","12","28","Brazil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada","-36.42","-9.25",NA,NA,NA,NA,"NY01034346","NY01034346_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1251489' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","582351","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","R. S. Cowan","T. S. dos Santos","2953","1975","04","16","Brazil","Bahia","Belmonte","Faz Boa Vista, margem do Jequitinhonha","-38.88","-15.86",NA,NA,NA,NA,"NY00582351","NY00582351_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409707' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00979514","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","M. T. K. Arroyo","H. S. Irwin","26747","1970","03","02","Brazil","Minas Gerais","Corinto","Ca. 13 km W of Corinto, near Minas Gerais","-44.5663","-18.352",NA,NA,"600","600","NY00979514","NY00979514_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083349' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-11-07 11:40:00-02","NY","NYBG","01093141","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,"C. M. Mynssen","C. M. Mynssen","535","2004","03","23","Brazil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, estrada do Calais para o Pico do Itacolomi.","-43.4981","-20.4147",NA,NA,NA,NA,"NY01093141","NY01093141_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250474' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","582345","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","R. S. Cowan","T. S. dos Santos","2479","1972","11","22","Brazil","Bahia","Anagé","BA. km 10 a 15 da Rod. Conquista x Anagé","-41.13","-14.61",NA,NA,NA,NA,"NY00582345","NY00582345_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409706' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1144588","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","L. P. de Queiroz","D. B. O. S. Cardoso","243","2005","02","07","Brazil","Bahia","Ruy Barbosa","Rui Barbosa: Serra do Orobó.","-40.4864","-12.305",NA,NA,"500","500","NY01144588","NY01144588_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297019' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02694690","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.",NA,"L. Nusbaumer","4368","2014","11","21","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.452382","-9.268699",NA,NA,"520",NA,"NY02694690","NY02694690_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952137' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","582353","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","R. S. Cowan","R. S. Pinheiro","337","1965","01","29","Brazil","Bahia","Vitória da Conquista","29 km S de Vitória da Conquista. Rodovia BR-4","-40.8392","-14.8661",NA,NA,NA,NA,"NY00582353","NY00582353_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409704' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","777496","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","L. P. de Queiroz","W. Ganev","2979","1994","02","03","Brazil","Bahia","Abaíra","Mendonça de Daniel Abreu","-41.85","-13.28",NA,NA,"1000","1000","NY00777496","NY00777496_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409713' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-11-01 12:49:00-02","NY","NYBG","582366","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,NA,"J. de S. Silva","441","1977","12","28","Brazil","São Paulo","Teodoro Sampaio","Morro do Diabo,15 km W de Teodoro Sampaio","-52.1597","-22.5303",NA,NA,NA,NA,"NY00582366","NY00582366_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409735' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-10-28 17:03:00-02","NY","NYBG","00979490","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,"R. C. Barneby","G. J. Shepherd","3830","1976","11","30","Brazil","Minas Gerais",NA,"Estrada Santo Hipólito a Diamantina km 6",NA,NA,NA,NA,NA,NA,"NY00979490","NY00979490_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083394' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-11-01 12:49:00-02","NY","NYBG","582373","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,"M. R. de S. Dias","A. Cavalheiro","196","2000","03","21","Brazil","Paraná","Londrina","Ribeirao Lindóia, fundo de vale Conjunto Joao Paz","-51.1628","-23.3106",NA,NA,NA,NA,"NY00582373","NY00582373_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409702' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-11-01 12:49:00-02","NY","NYBG","582355","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,NA,"J. S. Blanchet","2659","1839",NA,NA,"Brazil","Bahia",NA,"Serra de Jacobina",NA,NA,NA,NA,NA,NA,"NY00582355","NY00582355_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409726' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-10-28 17:03:00-02","NY","NYBG","00979589","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,NA,"L. Riedel","1374","1825","01",NA,"Brazil","Minas Gerais",NA,"Minas Geraes",NA,NA,NA,NA,NA,NA,"NY00979589","NY00979589_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083391' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","582361","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","A. E. Burkart","R. Reitz","3853","1951","02","03","Brazil","Santa Catarina","Itapiranga","Chapecó","-53.7119","-27.1694",NA,NA,NA,NA,"NY00582361",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409724' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","582356","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","R. S. Cowan","G. Davidse","12006","1976","04","05","Brazil","Bahia","Xique-Xique","Ca. 4 -5 km N of Xique-Xique on the west side of the Rio Sao Francisco","-42.7308","-10.8219",NA,NA,"25","25","NY00582356","NY00582356_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409705' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-11-01 12:49:00-02","NY","NYBG","582370","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,NA,"W. J. Burchell","1700","1826","01","26","Brazil","Rio de Janeiro",NA,"Morro da Ladira",NA,NA,NA,NA,NA,NA,"NY00582370","NY00582370_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409727' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","469927","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.",NA,"G. Gardner","1279","1875","01","02","Brazil","Alagoas",NA,"dos Alagoas",NA,NA,NA,NA,NA,NA,"NY00469927","NY00469927_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490447' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02686824","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.",NA,"O. L. C. Oliveira","17","1983","02","08","Brazil","Distrito Federal","Brasília","Campus da UnB, ao lado do Restaurante Universitario","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"NY02686824","NY02686824_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2966056' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02686826","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.",NA,"L. V. Ferreira","1","1983","01","15","Brazil","Distrito Federal","Brasília","Campus da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"1200","1200","NY02686826","NY02686826_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2966058' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-11-07 11:48:00-02","NY","NYBG","01132038","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,NA,"H. C. de Lima","6494","2007","02","12","Brazil","Rio de Janeiro","Sao Pedro da Aldeia","Via Lagos, km. 39.5, antes do SOS Via Lagos.","-42.2986","-22.8158",NA,NA,NA,NA,"NY01132038","NY01132038_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287155' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-11-01 12:49:00-02","NY","NYBG","582347","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,"R. C. Barneby","G. Pereira-Silva","3086","1995","10","07","Brazil","Bahia","Palmeiras","BR-242 Entroncamento para Irece","-41.63","-12.45",NA,NA,"750","750","NY00582347","NY00582347_01","Germoplasma coletado de 7 arvores <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409717' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-11-01 12:49:00-02","NY","NYBG","582344","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,NA,"R. P. Belém","3259","1967","02","01","Brazil","Bahia","Belmonte",NA,"-38.88","-15.86",NA,NA,NA,NA,"NY00582344","NY00582344_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409733' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-11-01 12:20:00-02","NY","NYBG","582343","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,"J. G. Rando","E. Pereira","9751","1965","01","26","Brazil","Bahia","Vitória da Conquista","A 35 km de Vitória da Conquista rumo Anagé","-40.8392","-14.8661",NA,NA,NA,NA,"NY00582343","NY00582343_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490446' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-10-28 17:03:00-02","NY","NYBG","00979489","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,"R. C. Barneby","J. M. Pires","17310","1980","10","23","Brazil","Mato Grosso do Sul","Porto Murtinho","20 km E de Porto Murtinho, P8 (Radam)","-57.8822","-21.6992",NA,NA,NA,NA,"NY00979489","NY00979489_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083346' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00979539","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","R. S. Cowan","H. S. Irwin","2496","1959","01","19","Brazil","Minas Gerais","Inimutaba","96 km S. W. of Diamantina on road to Curvelo","-44.3606","-18.7294",NA,NA,NA,NA,"NY00979539","NY00979539_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083351' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-11-01 12:49:00-02","NY","NYBG","582377","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,"E. A. Ulibarri","N. B. Deginani","1205","1999","05","09","Argentina","Misiones","San Pedro","Cruzando el puente sobre el Yabotí hacia los obrajes. Ruta proyectada 102","-53.88","-27.07",NA,NA,"200","200","NY00582377","NY00582377_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409718' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-11-01 12:49:00-02","NY","NYBG","582378","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,"R. C. Barneby","A. Salino","3564","1997","10","11","Brazil","Minas Gerais",NA,"Entre os municipíos de Guarani e Astolfo Dutra, áreas das Usinas Hidreléctricas de Ponte I, Palestina II e Triunfo I",NA,NA,NA,NA,NA,NA,"NY00582378","NY00582378_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409716' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-11-01 12:49:00-02","NY","NYBG","582362","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,"J. C. Lindeman","J. C. Lindeman","13235","1965","12","07","Brazil","Paraná","Maringá","Horto Florestal de Maringá","-51.9383","-23.4256",NA,NA,NA,NA,"NY00582362","NY00582362_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409722' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-11-01 12:49:00-02","NY","NYBG","582372","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,NA,"E. H. Camargo","58","2000","03","28","Brazil","Paraná","Jataizinho",NA,"-50.9797","-23.2544",NA,NA,NA,NA,"NY00582372","NY00582372_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409736' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-11-01 12:49:00-02","NY","NYBG","582346","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,"M. Sobral","M. Sobral","5878","1988","01",NA,"Brazil","Bahia","Maracás","6 km SW de Maracás","-40.4306","-13.4411",NA,NA,NA,NA,"NY00582346","NY00582346_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409701' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","582341","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","L. P. de Queiroz","L. P. de Queiroz","1167","1986","11","17","Brazil","Bahia","Caldeirao Grande","Estrada entre Porto Novo e Saúde, 24 km SW de Porto Novo","-40.3044","-10.9264",NA,NA,NA,NA,"NY00582341","NY00582341_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409715' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-10-28 17:03:00-02","NY","NYBG","00979540","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,NA,"R. P. Belém","1608","1965","08","14","Brazil","Minas Gerais",NA,"Margem da Rodovia Nanuque- Teófilo Otoni",NA,NA,NA,NA,NA,NA,"NY00979540","NY00979540_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083399' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-11-01 12:49:00-02","NY","NYBG","582374","PreservedSpecimen","Plantae","Fabaceae","Peltophorum","dubium","Peltophorum dubium",NA,NA,"P. R. J. Bamps","5016","1975","12","18","Brazil","São Paulo",NA,"Est. Sao Paulo. Carrefour autoroute Castello Branco (km 141) - route de Conchas","-47.92","-23.25",NA,NA,NA,NA,"NY00582374","NY00582374_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409737' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
