"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","individualCount","fieldNumber","relatedCatalogItem"
"14","2021-01-14 15:29:40-03","MN","R","198292","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Cardoso, D.","Hatschbach, G.; Carneiro, J. & Silva, J.M.","69942","2000","01","14",NA,"Brasil","Paraná","Jundiaí do Sul",NA,"-50.247501373291","-23.4367008209229",NA,"Prefeitura Municipal de Curitiba. Museu Botânico Municipal.",NA,NA,"2008","17300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-14 15:29:40-03","MN","R","199674","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Cardoso, D.","Chagas e Silva, F.; Silva, L.H.S. e","1982","1995","12","08",NA,"Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,"Universidade Estadual de Londrina. Depto. de Biologia Vegetal.",NA,NA,"2008","21990","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2015-07-02 14:02:00-03","JBP","HPL","4531","S","Plantae",NA,NA,"Fabaceae-Faboideae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","V.C. Souza","G.F. Arbocz","1020","1997","11","27",NA,"Brasil","SP","Lindóia","Coletada nas proximidades do município de Lindóia, na estrada da ponte.","-46.65","-22.52",NA,NA,NA,NA,"2012","6377","auto","11","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:29:31-03","IAP","PACA-AGP","85937","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","H. C. de Lima","Hatschbach, G.","69942","2000","01","14",NA,"Brasil","PR","Jundiaí do Sul","Fazenda Monte Verde","-50.247501373291","-23.4367008209229",NA,"10 m de altura e com flor vermelha. Habitat: na floresta Hábito: árvore","PACA085937",NA,"2009","17300","auto","06",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"18","2020-12-20 21:17:31-03","UFV","VIC","25899","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Vieira, A.O.S.","Cavalheiro, A.L.; et al.","s.n.","2000","03","09",NA,"Brasil","Paraná","Londrina","Sítio Rampazzo - Distrito de São Luiz","-51.1627998352051","-23.3103008270264",NA,"Árvore, c.a. de 8,0 metros de altura; frutos imaturos verdes e maduros marrons. CAP de 98 cm;projeção da copa 4 x 5 metros; copa cheia; com queda de folhas. Viveiro 189.","VIC025899","VIC025899","2000","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:30:49-03","UNICAMP","UEC","155241","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Santos, K","Santos, K","2397","2000","06","28",NA,"Brazil","São Paulo","Campinas","Campinas/Itatiba, Mata Santa Helena.","-46.883333","-22.916667",NA,"Árvore decídua; anemocórica. Altura total: 17m.; altura do fuste: 12m. PAP: 94cm. Casca rugosa; madeira moderadamente pesada.","UEC070616","UEC070616","2001",NA,NA,NA,NA,"-46.883333","-22.916667",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:30:49-03","UNICAMP","UEC","155242","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Santos, K","Santos, K","1823","2000","05","23",NA,"Brazil","São Paulo","Campinas","Campinas/Itatiba, Mata Ribeirão Cachoeira.","-46.916667","-22.816667",NA,"Árvore decídua; anemocórica. Altura total: 5m.; altura do fuste: 3,5m. PAP: 26cm. Casca rugosa; madeira moderadamente pesada.","UEC070615","UEC070615","2001",NA,NA,NA,NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:30:49-03","UNICAMP","UEC","155243","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Santos, K","Santos, K","1874","2000","06","10",NA,"Brazil","São Paulo","Campinas","Campinas/Itatiba, Mata Santana do Atalaia.","-46.883333","-22.8",NA,"Árvore decídua; anemocórica. Altura total: 8m.; altura do fuste: 5m. PAP: 50cm. Casca rugosa; madeira moderadamente pesada.","UEC070614","UEC070614","2001",NA,NA,NA,NA,"-46.883333","-22.8",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:30:49-03","UNICAMP","UEC","155250","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Santos, K","Santos, K","301","1999","07","20",NA,"Brazil","São Paulo","Campinas","Campinas/Itatiba, Mata Furnas.","-47","-22.783333",NA,"Árvore decídua; anemocórica. Altura total: 3m.; altura do fuste: 3m. PAP: 32cm. Casca rugosa; madeira moderadamente pesada.","UEC070613","UEC070613","2001",NA,NA,NA,NA,"-47","-22.783333",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:30:49-03","UNICAMP","UEC","155262","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Santos, K","Santos, K","2508","2000","07","01",NA,"Brazil","São Paulo","Campinas","Campinas/Itatiba, Mata Fazenda Malabar.","-46.883333","-22.916667",NA,"Árvore decídua; anemocórica. Altura total: 8m.; altura do fuste: 5m. PAP: 25cm. Casca rugosa; madeira moderadamente pesada.","UEC070612","UEC070612","2001",NA,NA,NA,NA,"-46.883333","-22.916667",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:30:49-03","UNICAMP","UEC","155263","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Santos, K","Santos, K","3933","2001","01","23",NA,"Brazil","São Paulo","Morungaba","Campinas/Itatiba, Mata Malabar III","-46.866667","-22.916667",NA,"Árvore decídua; anemocórica. Altura total: 9m.; altura do fuste: 7,5m. PAP: 38cm. Casca rugosa; madeira moderadamente pesada.","UEC070611","UEC070611","2001",NA,NA,NA,NA,"-46.866667","-22.916667",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:30:49-03","UNICAMP","UEC","156125","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Santos, K","Santos, K","3720","2000","12","18",NA,"Brazil","São Paulo","Campinas","Mata do Macuco, Campinas/Itatiba.","-46.933333","-22.783339",NA,"Árvore decídua; anemocórica. Altura total 8,0m;&nf;altura do fuste:6m.&nf;PAP: 25cm.&nf;Casca rugosa; madeira moderadamente pesada.","UEC067951","UEC067951","2001",NA,NA,NA,NA,"-46.933333","-22.783339",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:30:49-03","UNICAMP","UEC","156126","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Santos, K","Santos, K","3460","2000","08","25",NA,"Brazil","São Paulo","Campinas","Mata Malabar II, Campinas/Itatiba.","-46.85","-22.9",NA,"Árvore decídua; anemocórica. Altura total 9,0m;&nf;altura do fuste:5m.&nf;PAP: 35cm.&nf;Casca rugosa; madeira moderadamente pesada.","UEC067952","UEC067952","2001",NA,NA,NA,NA,"-46.85","-22.9",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:30:49-03","UNICAMP","UEC","156132","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Santos, K","Santos, K","389","1999","08","16",NA,"Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira, Campinas/Itatiba.","-46.916667","-22.816667",NA,"Árvore decídua; anemocórica. Altura total 9,0m;&nf;altura do fuste:8m.&nf;PAP: 105cm.&nf;Casca rugosa; madeira moderadamente pesada.","UEC067958","UEC067958","2001",NA,NA,NA,NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:30:49-03","UNICAMP","UEC","156624","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Franco, GADC","Guillaumon, JR","s.n.","2005","01","23",NA,"Brazil","São Paulo","Vinhedo","Condomínio Estância Marambaia, Rua Guarujá.","-46.974722","-23.004722",NA,"Árvore 9-10m altura, flores cor vinho.; Mata natural.","UEC008978","UEC008978","2005",NA,NA,"02","04","-46.974722","-23.004722",NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:14:00-03","UNICAMP","UEC","96260","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Cardoso, D","Penha, AS; Hayashi, AH","20","1997","11","05",NA,"Brazil","São Paulo","Campinas","Fazenda Santa Elisa, IAC.","-47.833333","-22.9",NA,"folha, Árvore 6m de altura.","UEC124262","UEC124262","2009",NA,NA,"10",NA,"-47.833333","-22.9",NA,NA,NA,NA,NA,NA,NA
"30","2019-08-20 10:14:00-03","UNICAMP","UEC","84400","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Toledo, JF","Kuhlmann, M","179","1942","12","18",NA,"Brazil","São Paulo","Amparo","Monte Alegre.","-46.75","-22.7",NA,"fruto, Árvore muito comum nas matas, capoeiras, pastos e beira de caminhos. N.Vulgar: Guaissara, Guajussara.","UEC055503","UEC055503","1951",NA,NA,"02",NA,"-46.75","-22.7",NA,NA,NA,"paratypus",NA,NA,NA
"31","2021-03-01 16:30:49-03","UNICAMP","UEC","35145","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Cardoso, D","Leitão Filho, HF","15801","1984","03","02",NA,"Brazil","São Paulo","Campinas","Barão de Geraldo, em frente a igreja central em praça pública","-47.060001373291","-22.8999996185303",NA,"Árvore, 16 metros; flores vinosas","UEC124269","UEC124269","2009","23900","auto","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:14:00-03","UNICAMP","UEC","91045","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Lima, HC","Santin, DA; Cielo-Filho, R","30892","1996","01","23",NA,"Brazil","São Paulo","Campinas","Barão de Geraldo, praça em frente ao supermercado Barão","-47.060001373291","-22.8999996185303",NA,NA,"UEC124261","UEC124261","2001","23900","auto","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:14:00-03","UNICAMP","UEC","70854","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Lima, HC","Santin, DA; Bertani, DF; Cielo-Filho, R","33583","1995","03","23",NA,"Brazil","São Paulo","Campinas","Bosque São José","-47.060001373291","-22.8999996185303",NA,"folha","UEC124264","UEC124264","2001","23900","auto","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:14:00-03","UNICAMP","UEC","114966","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Cardoso, D","Gaspar, D","113","2000","01","28",NA,"Brazil","São Paulo","Campinas","Distrito de Sousas, Condomínio Colinas do Atibaia, próximo à portaria 1.","-47.060001373291","-22.8999996185303",NA,"Árvore de aproximadamente 7 m de altura.","UEC124265","UEC124265","2009","23900","auto","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:14:00-03","UNICAMP","UEC","144928","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Cardoso, D","Ikemoto, E","04100","2005","05","04",NA,"Brazil","São Paulo","Campinas","Entorno da lagoa principal","-47.060001373291","-22.8999996185303",NA,NA,"UEC124263","UEC124263","2009","23900","auto","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-20 10:14:00-03","UNICAMP","UEC","62715","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Cardoso, D","Bernacci, LC","25876","1990","08","09",NA,"Brazil","São Paulo","Campinas","Fazenda São Vicente, mata mesófila semid","-47.060001373291","-22.8999996185303",NA,"folha, Árvore ca. 8-9m alt., material vegetativo. Interior da mata.","UEC124266","UEC124266","2009","23900","auto","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:14:00-03","UNICAMP","UEC","8548","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Lima, HC","Matthes, LAF","7329","1978","03","20",NA,"Brazil","São Paulo","Campinas","Nativo na Fazenda Rio das Pedras.","-47.060001373291","-22.8999996185303",NA,"fruto, Árvore até 16m, flores violáceas.","UEC124260","UEC124260","1984","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-20 10:14:00-03","UNICAMP","UEC","57243","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Leitão Filho, HF","Morellato-Fonzar, LPC","23020","1990","01","17",NA,"Brazil","São Paulo","Campinas","Reserva Municipal Santa Genebra.","-47.060001373291","-22.8999996185303",NA,"flor, Árvore 20m de altura, flores cor de vinho.","UEC124270","UEC124270","2001","23900","auto","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:14:00-03","UNICAMP","UEC","8666","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Lima, HC","Leitão Filho, HF; Gabrielli, AC; Tamashiro, JY; Stubblebine, WH; Taroda, N; Ratter, JA","8637","1978","11","14",NA,"Brazil","São Paulo","Campinas","Souzas.","-47.060001373291","-22.8999996185303",NA,"flor, Árvore de 8m, com botões florais.","UEC124267","UEC124267","1984","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-20 10:14:00-03","UNICAMP","UEC","84399","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Cardoso, D","Lorenzi, H","s.n.","1992","01","03",NA,"Brazil","São Paulo","Jaguariúna","Fazenda Holambra.","-46.9799995422363","-22.7000007629395",NA,"flor, Frutos colhidos em 15/2/1992. Árvore esbelta de 8-12m dotada de copa globosa. Nome vulgar: Guaiçara.","UEC124268","UEC124268","2009","12963","auto","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:30:49-03","UNICAMP","UEC","90921","S","Plantae","Magnoliopsida",NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Sartori, A","Rapini, A; Catharino, ELM; Ribeiro, W","191","1996","05","19",NA,"Brazil","São Paulo","Piraju",NA,"-49.3800010681152","-23.1900005340576",NA,"Árvore ca. 12m alt.; Campo sujo. Pasto.","UEC051593","UEC051593","1997","20806","auto","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:01:39-03","FURB","FURB","13699","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Lopes, CP","Lopes, C.P.",NA,"2009","02","17",NA,"Brasil","Santa Catarina","Florianópolis","Baixa encosta (Canto dos Araças).","-48.4616667","-27.5891666",NA,"30 cm DAP Habitat: Floresta Ombrófila Densa; Habito: árvore; flor rosa","FURB25180","FURB25180","2009",NA,NA,"02","17","-48.4616667","-27.5891666","17","17",NA,NA,NA,NA,NA
"43","2020-10-14 10:01:39-03","FURB","FURB","34961","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Oliveira, AA de","Korte, A.; Kniess, A.","6980","2010","01","28",NA,"Brasil","Santa Catarina","Taió","Barragem Oeste.","-50.0380555","-27.0922222",NA,"Voucher estéril IFFSC 568 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB25179","FURB25179","2010",NA,NA,NA,NA,"-50.0380555","-27.0922222","400","400",NA,NA,NA,NA,NA
"44","2020-10-14 10:01:39-03","FURB","FURB","37359","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Gasper, AL de","Caetano, J.O.",NA,"2012","01","31",NA,"Brasil","Santa Catarina","Benedito Novo","Próximo a Ceesan Liberdade.","-49.4238889","-26.7863889",NA,NA,"FURB25178","FURB25178","2012",NA,NA,"02","01","-49.4238889","-26.7863889","371","371",NA,NA,NA,NA,NA
"45","2020-10-14 10:01:39-03","FURB","FURB","37879","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Sevegnani, L","Sevegnani, L.; Spredemann, L.","61","2012","01","24",NA,"Brasil","Santa Catarina","Presidente Getúlio","Serra Vencida.","-49.7425","-27.1333333",NA,"Indivíduo com mais de 6 anos sem registro de floração Habitat: pastagem Habito: arbórea; flor púpura","FURB01733","FURB01733","2012",NA,NA,"01","24","-49.7425000","-27.1333333","570","570",NA,NA,NA,NA,NA
"46","2020-10-14 10:01:39-03","FURB","FURB","38843","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Smith, SF","Reitz, R.","6916","1972","04","25",NA,"Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú.","-48.8272018432617","-26.8997001647949",NA,NA,"FURB25177","FURB25177","1992","18275","auto",NA,NA,NA,NA,"230","230",NA,NA,NA,NA,NA
"47","2020-12-21 16:26:56-03","MBM","MBM","31523","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Lima, H.C. de","Hatschbach, G.","33786",NA,NA,NA,"Southern America","Brazil","Paraná","Antonina","Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,"MBM031523","MBM031523",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:26:56-03","MBM","MBM","44228","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Stirton, C.H.","Hatschbach, G.","9674",NA,NA,NA,"Southern America","Brazil","Paraná","Guaratuba","Pedra Branca de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,"MBM044228","MBM044228",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:26:56-03","MBM","MBM","82728","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Luetzelburgia","guaissara","Luetzelburgia guaissara","Toledo","Lima, H.C. de","Hatschbach, G.; Lima, H.C. de; Lima, H.C. de","46098",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Barro Branco","-48.834400177002","-25.476900100708",NA,NA,"MBM082728","MBM082728",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
