"","family","species","threat"
"42","ACANTHACEAE","Ruellia chamaedrys","DD"
"43","ACANTHACEAE","Ruellia curviflora","LC"
"44","ACANTHACEAE","Ruellia dissitifolia","LC"
"45","ACANTHACEAE","Ruellia epallocaulos","LC"
"46","ACANTHACEAE","Ruellia erythropus","LC"
"47","ACANTHACEAE","Ruellia multifolia","LC"
"48","ACANTHACEAE","Ruellia solitaria","LC"
"49","ACANTHACEAE","Schaueria lophura","NT"
"50","ACANTHACEAE","Schaueria virginea","DD"
"51","ACANTHACEAE","Staurogyne anigozanthus","NT"
"52","ACANTHACEAE","Staurogyne brachiata","EN"
"53","ACANTHACEAE","Staurogyne carvalhoi","VU"
"54","ACANTHACEAE","Staurogyne elegans","VU"
"55","ACANTHACEAE","Staurogyne itatiaiae","EN"
"56","ACANTHACEAE","Staurogyne minarum","EN"
"57","ACANTHACEAE","Staurogyne vauthieriana","EN"
"58","ACANTHACEAE","Staurogyne veronicifolia","EN"
"59","ACANTHACEAE","Staurogyne warmingiana","EN"
"60","ACANTHACEAE","Stenandrium diphyllum","LC"
"61","ACANTHACEAE","Stenandrium goiasense","DD"
"62","ACANTHACEAE","Stenandrium hatschbachii","EN"
"63","ACANTHACEAE","Stenandrium irwinii","EN"
"64","ACANTHACEAE","Stenandrium stenophyllum","EN"
"65","ACANTHACEAE","Stenostephanus lobeliiformis","DD"
"66","ACANTHACEAE","Streblacanthus dubiosus","EN"
"67","ACHATOCARPACEAE","Achatocarpus praecox","LC"
"68","ADELOTHECIACEAE","Adelothecium bogotense","LC"
"69","ALISMATACEAE","Echinodorus bolivianus","LC"
"70","ALISMATACEAE","Echinodorus lanceolatus","LC"
"71","ALISMATACEAE","Echinodorus paniculatus","LC"
"72","ALISMATACEAE","Sagittaria lancifolia","VU"
"73","ALISMATACEAE","Sagittaria rhombifolia","LC"
"74","ALSTROEMERIACEAE","Alstroemeria amabilis","EN"
"75","ALSTROEMERIACEAE","Alstroemeria apertiflora","LC"
"76","ALSTROEMERIACEAE","Alstroemeria brasiliensis","EN"
"77","ALSTROEMERIACEAE","Alstroemeria capixaba","CR"
"78","ALSTROEMERIACEAE","Alstroemeria caryophyllaea","EN"
"79","ALSTROEMERIACEAE","Alstroemeria chapadensis","EN"
"80","ALSTROEMERIACEAE","Alstroemeria inodora","LC"
"81","ALSTROEMERIACEAE","Alstroemeria isabellana","LC"
"82","ALSTROEMERIACEAE","Alstroemeria malmeana","CR"
"83","ALSTROEMERIACEAE","Alstroemeria orchidioides","EN"
"84","ALSTROEMERIACEAE","Alstroemeria penduliflora","EN"
"85","ALSTROEMERIACEAE","Alstroemeria variegata","DD"
"86","AMARANTHACEAE","Alternanthera decurrens","EN"
"87","AMARANTHACEAE","Alternanthera hirtula","VU"
"88","AMARANTHACEAE","Alternanthera januarensis","EN"
"89","AMARANTHACEAE","Alternanthera malmeana","DD"
"90","AMARANTHACEAE","Alternanthera micrantha","LC"
"91","AMARANTHACEAE","Alternanthera paronychioides","LC"
"92","AMARANTHACEAE","Alternanthera praelonga","LC"
"93","AMARANTHACEAE","Alternanthera puberula","LC"
"94","AMARANTHACEAE","Alternanthera reineckii","LC"
"95","AMARANTHACEAE","Alternanthera sessilis","LC"
"96","AMARANTHACEAE","Alternanthera tenella","LC"
"97","AMARANTHACEAE","Amaranthus rosengurtii","EN"
"98","AMARANTHACEAE","Blutaparon portulacoides","LC"
"99","AMARANTHACEAE","Celosia grandifolia","LC"
"100","AMARANTHACEAE","Chamissoa acuminata","LC"
"101","AMARANTHACEAE","Chamissoa acuminata var. maximilianii","DD"
"102","AMARANTHACEAE","Chamissoa altissima","LC"
"103","AMARANTHACEAE","Froelichia interrupta","DD"
"104","AMARANTHACEAE","Froelichia procera","DD"
"105","AMARANTHACEAE","Froelichiella grisea","EN"
"106","AMARANTHACEAE","Gomphrena agrestis","LC"
"107","AMARANTHACEAE","Gomphrena centrota","EN"
"108","AMARANTHACEAE","Gomphrena chrestoides","NT"
"109","AMARANTHACEAE","Gomphrena duriuscula","DD"
"110","AMARANTHACEAE","Gomphrena elegans","LC"
"111","AMARANTHACEAE","Gomphrena graminea","LC"
"112","AMARANTHACEAE","Gomphrena hatschbachiana","EN"
"113","AMARANTHACEAE","Gomphrena hermogenesii","VU"
"114","AMARANTHACEAE","Gomphrena hillii","EN"
"115","AMARANTHACEAE","Gomphrena macrocephala","LC"
"116","AMARANTHACEAE","Gomphrena marginata","EN"
"117","AMARANTHACEAE","Gomphrena nigricans","CR"
"118","AMARANTHACEAE","Gomphrena paranensis","VU"
"119","AMARANTHACEAE","Gomphrena perennis","LC"
"120","AMARANTHACEAE","Gomphrena pulchella","EN"
"121","AMARANTHACEAE","Gomphrena regeliana","VU"
"122","AMARANTHACEAE","Gomphrena scandens","NT"
"123","AMARANTHACEAE","Gomphrena schlechtendaliana","DD"
"124","AMARANTHACEAE","Gomphrena sellowiana","DD"
"125","AMARANTHACEAE","Gomphrena vaga","LC"
"126","AMARANTHACEAE","Hebanthe eriantha","LC"
"127","AMARANTHACEAE","Hebanthe pulverulenta","LC"
"128","AMARANTHACEAE","Herbstia brasiliana","DD"
"129","AMARANTHACEAE","Lecosia oppositifolia","DD"
"130","AMARANTHACEAE","Pfaffia argyrea","EN"
"131","AMARANTHACEAE","Pfaffia glabrata","LC"
"132","AMARANTHACEAE","Pfaffia glomerata","LC"
"133","AMARANTHACEAE","Pfaffia gnaphaloides","LC"
"134","AMARANTHACEAE","Pfaffia jubata","LC"
"135","AMARANTHACEAE","Pfaffia minarum","VU"
"136","AMARANTHACEAE","Pfaffia townsendii","LC"
"137","AMARANTHACEAE","Quaternella glabratoides","EN"
"138","AMARYLLIDACEAE","Eithea blumenavia","EN"
"139","AMARYLLIDACEAE","Griffinia aracensis","CR"
"140","AMARYLLIDACEAE","Griffinia colatinensis","CR"
"141","AMARYLLIDACEAE","Griffinia espiritensis","EN"
"142","AMARYLLIDACEAE","Griffinia gardneriana","EN"
"143","AMARYLLIDACEAE","Griffinia hyacinthina","EN"
"144","AMARYLLIDACEAE","Griffinia liboniana","EN"
"145","AMARYLLIDACEAE","Griffinia nocturna","CR"
"146","AMARYLLIDACEAE","Griffinia parviflora","CR"
"147","AMARYLLIDACEAE","Griffinia paubrasilica","CR"
"148","AMARYLLIDACEAE","Griffinia rochae","DD"
"149","AMARYLLIDACEAE","Habranthus irwinianus","VU"
"150","AMARYLLIDACEAE","Hippeastrum angustifolium","VU"
"151","AMARYLLIDACEAE","Hippeastrum brasilianum","EN"
"152","AMARYLLIDACEAE","Hippeastrum breviflorum","EN"
"153","AMARYLLIDACEAE","Hippeastrum goianum","EN"
"154","AMARYLLIDACEAE","Hippeastrum guarapuavicum","EN"
"155","AMARYLLIDACEAE","Hippeastrum leucobasis","CR"
"156","AMARYLLIDACEAE","Hippeastrum morelianum","VU"
"157","AMARYLLIDACEAE","Hippeastrum papilio","CR"
"158","AMARYLLIDACEAE","Hippeastrum psittacinum","EN"
"159","AMARYLLIDACEAE","Hippeastrum reginae","EN"
"160","AMARYLLIDACEAE","Hippeastrum santacatarina","EN"
"161","AMARYLLIDACEAE","Hippeastrum striatum","EN"
"162","AMARYLLIDACEAE","Hippeastrum vittatum","CR"
"163","AMARYLLIDACEAE","Worsleya rayneri","EN"
"164","AMARYLLIDACEAE","Zephyranthes brasiliensis","VU"
"165","AMARYLLIDACEAE","Zephyranthes caerulea","VU"
"166","AMARYLLIDACEAE","Zephyranthes candida","EN"
"167","AMARYLLIDACEAE","Zephyranthes capivarina","VU"
"168","AMARYLLIDACEAE","Zephyranthes paranaensis","EN"
"169","ANACARDIACEAE","Anacardium humile","LC"
"170","ANACARDIACEAE","Astronium fraxinifolium","LC"
"171","ANACARDIACEAE","Astronium graveolens","LC"
"172","ANACARDIACEAE","Cyrtocarpa caatingae","LC"
"173","ANACARDIACEAE","Myracrodruon balansae","EN"
"174","ANACARDIACEAE","Myracrodruon urundeuva","LC"
"175","ANACARDIACEAE","Schinopsis balansae","EN"
"176","ANACARDIACEAE","Schinopsis brasiliensis","LC"
"177","ANACARDIACEAE","Schinopsis brasiliensis var. glabra","DD"
"178","ANACARDIACEAE","Schinus engleri","NT"
"179","ANEMIACEAE","Anemia blechnoides","VU"
"180","ANEMIACEAE","Anemia elegans","LC"
"181","ANEMIACEAE","Anemia espiritosantensis","DD"
"182","ANEMIACEAE","Anemia gardneri","VU"
"183","ANEMIACEAE","Anemia mirabilis","VU"
"184","ANEMIACEAE","Anemia organensis","NT"
"185","ANEMIACEAE","Anemia trichorhiza","VU"
"186","ANEMIACEAE","Anemia warmingii","NT"
"187","ANEURACEAE","Aneura pinguis","LC"
"188","ANNONACEAE","Anaxagorea dolichocarpa","LC"
"189","ANNONACEAE","Anaxagorea silvatica","NT"
"190","ANNONACEAE","Annona bahiensis","NT"
"191","ANNONACEAE","Annona burchellii","DD"
"192","ANNONACEAE","Annona cacans","LC"
"193","ANNONACEAE","Annona calcarata","DD"
"194","ANNONACEAE","Annona coriacea","LC"
"195","ANNONACEAE","Annona dioica","LC"
"196","ANNONACEAE","Annona emarginata","LC"
"197","ANNONACEAE","Annona ferruginea","DD"
"198","ANNONACEAE","Annona glabra","LC"
"199","ANNONACEAE","Annona glaucophylla","NT"
"200","ANNONACEAE","Annona leptopetala","LC"
"201","ANNONACEAE","Annona malmeana","DD"
"202","ANNONACEAE","Annona maritima","VU"
"203","ANNONACEAE","Annona monticola","LC"
"204","ANNONACEAE","Annona parviflora","EN"
"205","ANNONACEAE","Annona pickelii","VU"
"206","ANNONACEAE","Annona sericea","LC"
"207","ANNONACEAE","Annona spinescens","NT"
"208","ANNONACEAE","Annona ubatubensis","EN"
"209","ANNONACEAE","Annona xylopiifolia","NT"
"210","ANNONACEAE","Bocagea viridis","NT"
"211","ANNONACEAE","Cymbopetalum brasiliense","LC"
"212","ANNONACEAE","Duguetia fufuracea","LC"
"213","ANNONACEAE","Duguetia glabriuscula","LC"
"214","ANNONACEAE","Duguetia lanceolata","LC"
"215","ANNONACEAE","Duguetia magnolioidea","EN"
"216","ANNONACEAE","Duguetia restingae","CR"
"217","ANNONACEAE","Duguetia reticulata","EN"
"218","ANNONACEAE","Duguetia rotundifolia","DD"
"219","ANNONACEAE","Duguetia salicifolia","LC"
"220","ANNONACEAE","Duguetia scottmorii","CR"
"221","ANNONACEAE","Duguetia sooretamae","EN"
"222","ANNONACEAE","Guatteria australis","LC"
"223","ANNONACEAE","Guatteria campestris","LC"
"224","ANNONACEAE","Guatteria notabilis","NT"
"225","ANNONACEAE","Guatteria pohliana","NT"
"226","ANNONACEAE","Guatteria rupestris","NT"
"227","ANNONACEAE","Guatteria sellowiana","LC"
"228","ANNONACEAE","Guatteria villosissima","LC"
"229","ANNONACEAE","Hornschuchia alba","CR"
"230","ANNONACEAE","Hornschuchia cauliflora","EN"
"231","ANNONACEAE","Hornschuchia obliqua","EN"
"232","ANNONACEAE","Malmea obovata","DD"
"233","ANNONACEAE","Oxandra reticulata","LC"
"234","ANNONACEAE","Trigynaea axilliflora","CR"
"235","ANNONACEAE","Trigynaea oblongifolia","EN"
"236","ANNONACEAE","Unonopsis riedeliana","EN"
"237","ANNONACEAE","Xylopia aromatica","LC"
"238","ANNONACEAE","Xylopia brasiliensis","NT"
"239","APIACEAE","Apium prostratum","LC"
"240","APIACEAE","Eryngium corallinum","CR"
"241","APIACEAE","Eryngium divaricatum","EN"
"242","APIACEAE","Eryngium dorae","CR"
"243","APIACEAE","Eryngium dusenii","DD"
"244","APIACEAE","Eryngium ekmanii","LC"
"245","APIACEAE","Eryngium eriophorum","LC"
"246","APIACEAE","Eryngium eurycephalum","NT"
"247","APIACEAE","Eryngium falcifolium","EN"
"248","APIACEAE","Eryngium glaziovianum","DD"
"249","APIACEAE","Eryngium koehneanum","VU"
"250","APIACEAE","Eryngium ombrophilum","EN"
"251","APIACEAE","Eryngium ramboanum","CR"
"252","APIACEAE","Eryngium sanguisorba","LC"
"253","APIACEAE","Eryngium scirpinum","EN"
"254","APIACEAE","Eryngium smithii","EN"
"255","APIACEAE","Eryngium stenophyllum","DD"
"256","APIACEAE","Eryngium urbanianum","EN"
"257","APIACEAE","Eryngium zosterifolium","VU"
"258","APIACEAE","Klotzschia rhizophylla","EN"
"259","APIACEAE","Lilaeopsis brasiliensis","VU"
"260","APIACEAE","Spananthe paniculata","LC"
"261","APOCYNACEAE","Asclepias aequicornu","LC"
"262","APOCYNACEAE","Asclepias langsdorffii","LC"
"263","APOCYNACEAE","Asclepias mellodora","LC"
"264","APOCYNACEAE","Aspidosperma album","DD"
"265","APOCYNACEAE","Aspidosperma australe","LC"
"266","APOCYNACEAE","Aspidosperma cylindrocarpon","LC"
"267","APOCYNACEAE","Aspidosperma desmanthum","LC"
"268","APOCYNACEAE","Aspidosperma macrocarpon","LC"
"269","APOCYNACEAE","Aspidosperma nobile","LC"
"270","APOCYNACEAE","Aspidosperma polyneuron","NT"
"271","APOCYNACEAE","Aspidosperma quebracho-blanco","DD"
"272","APOCYNACEAE","Aspidosperma ramiflorum","LC"
"273","APOCYNACEAE","Aspidosperma riedelii","LC"
"274","APOCYNACEAE","Aspidosperma sandwithianum","DD"
"275","APOCYNACEAE","Aspidosperma spruceanum","LC"
"276","APOCYNACEAE","Aspidosperma tomentosum","LC"
"277","APOCYNACEAE","Barjonia erecta","LC"
"278","APOCYNACEAE","Barjonia grazielae","EN"
"279","APOCYNACEAE","Barjonia harleyi","EN"
"280","APOCYNACEAE","Blepharodon bicuspidatum","LC"
"281","APOCYNACEAE","Blepharodon hatschbachii","EN"
"282","APOCYNACEAE","Blepharodon manicatum","LC"
"283","APOCYNACEAE","Cynanchum morrenioides","CR"
"284","APOCYNACEAE","Ditassa aequicymosa","LC"
"285","APOCYNACEAE","Ditassa arianeae","EN"
"286","APOCYNACEAE","Ditassa auriflora","CR"
"287","APOCYNACEAE","Ditassa cipoensis","EN"
"288","APOCYNACEAE","Ditassa cordeiroana","EN"
"289","APOCYNACEAE","Ditassa emmerichii","DD"
"290","APOCYNACEAE","Ditassa insignis","EN"
"291","APOCYNACEAE","Ditassa itambensis","EN"
"292","APOCYNACEAE","Ditassa laevis","EN"
"293","APOCYNACEAE","Ditassa leonii","VU"
"294","APOCYNACEAE","Ditassa linearis","NT"
"295","APOCYNACEAE","Ditassa longisepala","EN"
"296","APOCYNACEAE","Ditassa maricaensis","EN"
"297","APOCYNACEAE","Ditassa oberdanii","EN"
"298","APOCYNACEAE","Ditassa obscura","EN"
"299","APOCYNACEAE","Gonolobus dorothyanus","CR"
"300","APOCYNACEAE","Gonolobus parviflorus","LC"
"301","APOCYNACEAE","Gyrostelma bornmulleri","EN"
"302","APOCYNACEAE","Gyrostelma oxypetaloides","EN"
"303","APOCYNACEAE","Hemipogon abietoides","CR"
"304","APOCYNACEAE","Hemipogon furlanii","EN"
"305","APOCYNACEAE","Hemipogon harleyi","EN"
"306","APOCYNACEAE","Hemipogon hatschbachii","CR"
"307","APOCYNACEAE","Hemipogon irwinii","LC"
"308","APOCYNACEAE","Hemipogon piranii","CR"
"309","APOCYNACEAE","Jobinia hatschbachii","EN"
"310","APOCYNACEAE","Macroditassa adnata","LC"
"311","APOCYNACEAE","Macroditassa lagoensis","LC"
"312","APOCYNACEAE","Macroditassa marianae","CR"
"313","APOCYNACEAE","Macroscepis aurea","DD"
"314","APOCYNACEAE","Macroscepis magnifica","DD"
"315","APOCYNACEAE","Malouetia cestroides","LC"
"316","APOCYNACEAE","Mandevilla coccinea","LC"
"317","APOCYNACEAE","Mandevilla fragrans","LC"
"318","APOCYNACEAE","Mandevilla hirsuta","LC"
"319","APOCYNACEAE","Mandevilla rubra","EN"
"320","APOCYNACEAE","Mandevilla sellowii","NT"
"321","APOCYNACEAE","Mandevilla semirii","EN"
"322","APOCYNACEAE","Mandevilla venulosa","NT"
"323","APOCYNACEAE","Marsdenia altissima","LC"
"324","APOCYNACEAE","Marsdenia fontellana","DD"
"325","APOCYNACEAE","Marsdenia neomanarae","EN"
"326","APOCYNACEAE","Marsdenia otoniense","CR"
"327","APOCYNACEAE","Marsdenia queirozii","EN"
"328","APOCYNACEAE","Marsdenia sessilifolia","EN"
"329","APOCYNACEAE","Marsdenia virgultorum","DD"
"330","APOCYNACEAE","Matelea bahiensis","EN"
"331","APOCYNACEAE","Matelea glaziovii","VU"
"332","APOCYNACEAE","Matelea hatschbachii","EN"
"333","APOCYNACEAE","Matelea marcoassisii","VU"
"334","APOCYNACEAE","Matelea matogrossensis","DD"
"335","APOCYNACEAE","Matelea refracta","DD"
"336","APOCYNACEAE","Matelea santosii","EN"
"337","APOCYNACEAE","Metastelma giuliettianum","EN"
"338","APOCYNACEAE","Metastelma harleyi","EN"
"339","APOCYNACEAE","Minaria abortiva","DD"
"340","APOCYNACEAE","Minaria acerosa","LC"
"341","APOCYNACEAE","Minaria bifurcata","CR"
"342","APOCYNACEAE","Minaria campanuliflora","CR"
"343","APOCYNACEAE","Minaria diamantinensis","CR"
"344","APOCYNACEAE","Minaria grazielae","EN"
"345","APOCYNACEAE","Minaria hemipogonoides","CR"
"346","APOCYNACEAE","Minaria inconspicua","EN"
"347","APOCYNACEAE","Minaria lourteigiae","DD"
"348","APOCYNACEAE","Minaria magisteriana","EN"
"349","APOCYNACEAE","Minaria monocoronata","CR"
"350","APOCYNACEAE","Minaria polygaloides","EN"
"351","APOCYNACEAE","Minaria refractifolia","VU"
"352","APOCYNACEAE","Minaria semirii","EN"
"353","APOCYNACEAE","Nephradenia filipes","CR"
"354","APOCYNACEAE","Orthosia itatiaiensis","LC"
"355","APOCYNACEAE","Oxypetalum arnnotianum","NT"
"356","APOCYNACEAE","Oxypetalum capitatum","LC"
"357","APOCYNACEAE","Oxypetalum confusum","LC"
"358","APOCYNACEAE","Oxypetalum dusenii","EN"
"359","APOCYNACEAE","Oxypetalum ekblomii","EN"
"360","APOCYNACEAE","Oxypetalum glaziovii","EN"
"361","APOCYNACEAE","Oxypetalum habrogynum","CR"
"362","APOCYNACEAE","Oxypetalum helios","EN"
"363","APOCYNACEAE","Oxypetalum leonii","EN"
"364","APOCYNACEAE","Oxypetalum lineare","LC"
"365","APOCYNACEAE","Oxypetalum mexiae","CR"
"366","APOCYNACEAE","Oxypetalum pardense","DD"
"367","APOCYNACEAE","Oxypetalum regnellii","NT"
"368","APOCYNACEAE","Oxypetalum strictum","LC"
"369","APOCYNACEAE","Oxypetalum warmingii","LC"
"370","APOCYNACEAE","Petalostelma calcaratum","DD"
"371","APOCYNACEAE","Prestonia bahiensis","LC"
"372","APOCYNACEAE","Prestonia quinquangularis","LC"
"373","APOCYNACEAE","Prestonia riedelii","LC"
"374","APOCYNACEAE","Prestonia solanifolia","EN"
"375","APOCYNACEAE","Prestonia tomentosa","LC"
"376","APOCYNACEAE","Rauvolfia ligustrina","LC"
"377","APOCYNACEAE","Tabernaemontana cumata","EN"
"378","APOCYNACEAE","Tabernaemontana muricata","LC"
"379","APOCYNACEAE","Tassadia geniculata","EN"
"380","APOCYNACEAE","Tassadia obovata","LC"
"381","APOCYNACEAE","Tassadia rizzoana","CR"
"382","APOCYNACEAE","Temnadenia violacea","LC"
"383","APODANTHACEAE","Apodanthes minarum","EN"
"384","AQUIFOLIACEAE","Ilex auricula","CR"
"385","AQUIFOLIACEAE","Ilex chamaedryfolia","LC"
"386","AQUIFOLIACEAE","Ilex loranthoides","VU"
"387","AQUIFOLIACEAE","Ilex mucugensis","EN"
"388","AQUIFOLIACEAE","Ilex neblinensis","LC"
"389","AQUIFOLIACEAE","Ilex paraguariensis","LC"
"390","AQUIFOLIACEAE","Ilex prostrata","CR"
"391","ARACEAE","Anthurium bromelicola","NT"
"392","ARACEAE","Anthurium coriaceum","LC"
"393","ARACEAE","Anthurium fontellanus","DD"
"394","ARACEAE","Anthurium ianthinopodum","NT"
"395","ARACEAE","Anthurium jilekii","LC"
"396","ARACEAE","Anthurium jureianum","VU"
"397","ARACEAE","Anthurium kunthii","LC"
"398","ARACEAE","Anthurium langsdorffii","EN"
"399","ARACEAE","Anthurium longifolium","LC"
"400","ARACEAE","Anthurium lucidum","EN"
"401","ARACEAE","Anthurium luschnathianum","EN"
"402","ARACEAE","Anthurium megapetiolatum","EN"
"403","ARACEAE","Anthurium organense","NT"
"404","ARACEAE","Anthurium parasiticum","LC"
"405","ARACEAE","Anthurium parvum","NT"
"406","ARACEAE","Anthurium radicans","VU"
"407","ARACEAE","Anthurium xanthophylloides","VU"
"408","ARACEAE","Asterostigma cubense","DD"
"409","ARACEAE","Asterostigma lividum","LC"
"410","ARACEAE","Asterostigma lombardii","LC"
"411","ARACEAE","Dieffenbachia aglaonematifolia","LC"
"412","ARACEAE","Dracontioides desciscens","LC"
"413","ARACEAE","Heteropsis flexuosa","VU"
"414","ARACEAE","Heteropsis spruceana","NT"
"415","ARACEAE","Lemna valdiviana","LC"
"416","ARACEAE","Philodendron cipoense","EN"
"417","ARACEAE","Philodendron fragile","EN"
"418","ARACEAE","Philodendron hatschbachii","NT"
"419","ARACEAE","Philodendron missionum","LC"
"420","ARACEAE","Philodendron pachyphyllum","EN"
"421","ARACEAE","Philodendron rhizomatosum","EN"
"422","ARACEAE","Philodendron spiritus-sancti","EN"
"423","ARACEAE","Philodendron vargealtense","LC"
"424","ARACEAE","Stenospermation ulei","DD"
"425","ARACEAE","Taccarum peregrinum","LC"
"426","ARACEAE","Wolffiella oblonga","DD"
"427","ARALIACEAE","Aralia warmingiana","LC"
"428","ARALIACEAE","Dendropanax cuneatus","LC"
"429","ARALIACEAE","Hydrocotyle exigua","DD"
"430","ARALIACEAE","Hydrocotyle langsdorffii","EN"
"431","ARALIACEAE","Hydrocotyle pusilla","LC"
"432","ARALIACEAE","Oreopanax capitatus","LC"
"433","ARALIACEAE","Oreopanax fulvus","LC"
"434","ARALIACEAE","Schefflera aurata","CR"
"435","ARALIACEAE","Schefflera botumirimensis","CR"
"436","ARALIACEAE","Schefflera calva","LC"
"437","ARALIACEAE","Schefflera cephalantha","CR"
"438","ARALIACEAE","Schefflera fruticosa","EN"
"439","ARALIACEAE","Schefflera gardneri","EN"
"440","ARALIACEAE","Schefflera glaziovii","EN"
"441","ARALIACEAE","Schefflera lucumoides","EN"
"442","ARALIACEAE","Schefflera sprucei","VU"
"443","ARALIACEAE","Schefflera succinea","EN"
"444","ARALIACEAE","Schefflera varisiana","LC"
"445","ARAUCARIACEAE","Araucaria angustifolia","EN"
"446","ARECACEAE","Acrocomia emensis","VU"
"447","ARECACEAE","Acrocomia hassleri","LC"
"448","ARECACEAE","Aiphanes ulei","LC"
"449","ARECACEAE","Allagoptera arenaria","LC"
"450","ARECACEAE","Allagoptera brevicalyx","VU"
"451","ARECACEAE","Astrocaryum aculeatissimum","LC"
"452","ARECACEAE","Astrocaryum minus","DD"
"453","ARECACEAE","Attalea barreirensis","VU"
"454","ARECACEAE","Attalea brasiliensis","EN"
"455","ARECACEAE","Attalea funifera","NT"
"456","ARECACEAE","Attalea oleifera","LC"
"457","ARECACEAE","Attalea phalerata","LC"
"458","ARECACEAE","Attalea pindobassu","LC"
"459","ARECACEAE","Attalea tessmannii","LC"
"460","ARECACEAE","Bactris constanciae","LC"
"461","ARECACEAE","Bactris ferruginea","NT"
"462","ARECACEAE","Bactris hatschbachii","LC"
"463","ARECACEAE","Bactris pickelii","LC"
"464","ARECACEAE","Bactris timbuiensis","EN"
"465","ARECACEAE","Butia archeri","LC"
"466","ARECACEAE","Butia capitata","VU"
"467","ARECACEAE","Butia eriospatha","VU"
"468","ARECACEAE","Butia leiospatha","DD"
"469","ARECACEAE","Butia leptospatha","CR"
"470","ARECACEAE","Butia microspadix","VU"
"471","ARECACEAE","Butia paraguayensis","LC"
"472","ARECACEAE","Butia purpurascens","EN"
"473","ARECACEAE","Butia yatay","VU"
"474","ARECACEAE","Euterpe edulis","VU"
"475","ARECACEAE","Geonoma gamiova","LC"
"476","ARECACEAE","Geonoma schottiana","LC"
"477","ARECACEAE","Itaya amicorum","LC"
"478","ARECACEAE","Lytocaryum insigne","VU"
"479","ARECACEAE","Mauritia carana","LC"
"480","ARECACEAE","Prestoea tenuiramosa","LC"
"481","ARECACEAE","Syagrus botryophora","LC"
"482","ARECACEAE","Syagrus glaucescens","VU"
"483","ARECACEAE","Syagrus macrocarpa","EN"
"484","ARECACEAE","Syagrus mendanhensis","CR"
"485","ARECACEAE","Syagrus picrophylla","VU"
"486","ARECACEAE","Syagrus pseudococos","LC"
"487","ARECACEAE","Syagrus romanzoffiana","LC"
"488","ARECACEAE","Syagrus ruschiana","VU"
"489","ARECACEAE","Syagrus schizophylla","NT"
"490","ARECACEAE","Syagrus smithii","LC"
"491","ARECACEAE","Syagrus werdermannii","LC"
"492","ARECACEAE","Trithrinax brasiliensis","NT"
"493","ARECACEAE","Wettinia drudei","DD"
"494","ARISTOLOCHIACEAE","Aristolochia curviflora","DD"
"495","ARISTOLOCHIACEAE","Aristolochia cymbifera","LC"
"496","ARISTOLOCHIACEAE","Aristolochia hypoglauca","EN"
"497","ARISTOLOCHIACEAE","Aristolochia labiata","LC"
"498","ARISTOLOCHIACEAE","Aristolochia odora","VU"
"499","ARISTOLOCHIACEAE","Aristolochia odoratissima","LC"
"500","ARISTOLOCHIACEAE","Aristolochia wendeliana","LC"
"501","ARNELLIACEAE","Gongylanthus liebmannianus","EN"
"502","ARNELLIACEAE","Southbya organensis","CR"
