"","threat.status","search.str"
"2166","DD","Fritzschia integrifolia"
"2167","DD","Froelichia interrupta"
"2168","DD","Froelichia procera"
"2169","EN","Froelichiella grisea"
"2170","LC","Frullania beyrichiana"
"2171","LC","Fuchsia regia"
"2172","LC","Fuscocephaloziopsis crassifolia"
"2173","LC","Galactia benthamiana"
"2174","LC","Galactia decumbens"
"2175","LC","Galactia glaucescens"
"2176","LC","Galactia marginalis"
"2177","LC","Galactia neesii"
"2178","LC","Galactia striata"
"2179","LC","Galeandra beyrichii"
"2180","LC","Galeandra cristata"
"2181","NT","Galeandra paraguayensis"
"2182","LC","Galeandra styllomisantha"
"2183","LC","Galeottia ciliata"
"2184","NT","Galianthe cymosa"
"2185","VU","Galianthe elegans"
"2186","EN","Galianthe macedoi"
"2187","DD","Galianthe matogrossiana"
"2188","LC","Galianthe peruviana"
"2189","NT","Galianthe pseudopeciolata"
"2190","EN","Galianthe souzae"
"2191","EN","Galianthe vaginata"
"2192","CR","Galipea carinata"
"2193","CR","Galium diphyllum"
"2194","LC","Galium equisetoides"
"2195","LC","Galium humile"
"2196","LC","Galium nigroramosum"
"2197","CR","Galium rubidiflorum"
"2198","CR","Galium shepherdii"
"2199","DD","Gardnerina angustata"
"2200","CR","Gaultheria sleumeriana"
"2201","LC","Gaya domingensis"
"2202","LC","Gaya guerkeana"
"2203","LC","Gaya pilosa"
"2204","EN","Gaylussacia angulata"
"2205","EN","Gaylussacia caparoensis"
"2206","EN","Gaylussacia centunculifolia"
"2207","NT","Gaylussacia decipiens"
"2208","VU","Gaylussacia harleyi"
"2209","LC","Gaylussacia montana"
"2210","EN","Gaylussacia oleifolia"
"2211","CR","Gaylussacia pruinosa"
"2212","CR","Gaylussacia retivenia"
"2213","NT","Gaylussacia retusa"
"2214","LC","Gaylussacia rhododendron"
"2215","CR","Gaylussacia setosa"
"2216","NT","Gaylussacia vitis-idaea"
"2217","NT","Gelasine coerulea"
"2218","LC","Genipa americana"
"2219","LC","Genipa infundibuliformis"
"2220","LC","Genlisea aurea"
"2221","LC","Genlisea filiformis"
"2222","EN","Genlisea lobata"
"2223","LC","Genlisea repens"
"2224","LC","Genlisea violacea"
"2225","EN","Geoblasta penicillata"
"2226","LC","Geonoma gamiova"
"2227","LC","Geonoma schottiana"
"2228","EN","Glaziophyton mirabile"
"2229","VU","Gleditsia amorphoides"
"2230","LC","Glinus radiatus"
"2231","EN","Gochnatia argyrea"
"2232","EN","Gochnatia cordata"
"2233","VU","Gochnatia hatschbachii"
"2234","CR","Gochnatia mollisima"
"2235","LC","Gochnatia orbiculata"
"2236","LC","Gochnatia polymorpha subsp. polymorpha"
"2237","VU","Gochnatia ramboi"
"2238","VU","Gochnatia rotundifolia"
"2239","VU","Gochnatia sordida"
"2240","LC","Godmania dardanoi"
"2241","NT","Goeppertia aemula"
"2242","LC","Goeppertia brasiliensis"
"2243","LC","Goeppertia cylindrica"
"2244","DD","Goeppertia fatimae"
"2245","LC","Goeppertia longibracteata"
"2246","LC","Goeppertia monophylla"
"2247","LC","Goeppertia sciuroides"
"2248","DD","Goeppertia singularis"
"2249","EN","Goeppertia tuberosa"
"2250","EN","Goeppertia widgrenii"
"2251","DD","Goeppertia wiotiana"
"2252","LC","Goeppertia zebrina"
"2253","LC","Gomesa barbaceniae"
"2254","LC","Gomesa barbata"
"2255","LC","Gomesa concolor"
"2256","LC","Gomesa cornigera"
"2257","LC","Gomesa cruciata"
"2258","CR","Gomesa cuneata"
"2259","DD","Gomesa doeringii"
"2260","LC","Gomesa gardneri"
"2261","LC","Gomesa glaziovii"
"2262","LC","Gomesa gomezoides"
"2263","LC","Gomesa hydrophila"
"2264","LC","Gomesa imperatoris-maximiliani"
"2265","EN","Gomesa kautskyi"
"2266","DD","Gomesa laxiflora"
"2267","LC","Gomesa lietzei"
"2268","VU","Gomesa longicornu"
"2269","EN","Gomesa majevskyae"
"2270","CR|CR","Gomesa pectoralis"
"2271","LC|LC","Gomesa praetexta"
"2272","LC","Gomesa pubes"
"2273","LC","Gomesa radicans"
"2274","LC","Gomesa ramosa"
"2275","NT","Gomesa sarcodes"
"2276","CR|LC","Gomesa uniflora"
"2277","LC","Gomesa varicosa"
"2278","LC","Gomesa venusta"
"2279","LC","Gomesa warmingii"
"2280","CR","Gomidesia cambessedeana"
"2281","LC","Gomphrena agrestis"
"2282","EN","Gomphrena centrota"
"2283","NT","Gomphrena chrestoides"
"2284","DD","Gomphrena duriuscula"
"2285","LC","Gomphrena elegans"
"2286","LC","Gomphrena graminea"
"2287","EN","Gomphrena hatschbachiana"
"2288","VU","Gomphrena hermogenesii"
"2289","EN","Gomphrena hillii"
"2290","LC","Gomphrena macrocephala"
"2291","EN","Gomphrena marginata"
"2292","CR","Gomphrena nigricans"
"2293","VU","Gomphrena paranensis"
"2294","LC","Gomphrena perennis"
"2295","EN","Gomphrena pulchella"
"2296","VU","Gomphrena regeliana"
"2297","NT","Gomphrena scandens"
"2298","DD","Gomphrena schlechtendaliana"
"2299","DD","Gomphrena sellowiana"
"2300","LC","Gomphrena vaga"
"2301","LC","Gongora bufonia"
"2302","LC","Gongora quinquenervis"
"2303","EN","Gongylanthus liebmannianus"
"2304","EN","Goniopteris cutiataensis"
"2305","EN","Goniopteris littoralis"
"2306","VU","Goniopteris montana"
"2307","CR","Goniopteris multigemmifera"
"2308","CR","Gonolobus dorothyanus"
"2309","LC","Gonolobus parviflorus"
"2310","LC","Gouania blanchetiana"
"2311","VU","Gouania corylifolia"
"2312","EN","Gouania inornata"
"2313","LC","Gouania ulmifolia"
"2314","LC","Govenia utriculata"
"2315","EN","Goyazia petraea"
"2316","EN","Grammitis fluminensis"
"2317","VU","Grandiphyllum divaricatum"
"2318","VU","Grandiphyllum hians"
"2319","LC","Grazielia schultzii"
"2320","NT","Grazielodendron rio-docensis"
"2321","CR","Griffinia aracensis"
"2322","CR","Griffinia colatinensis"
"2323","EN","Griffinia espiritensis"
"2324","EN","Griffinia gardneriana"
"2325","EN","Griffinia hyacinthina"
"2326","EN","Griffinia liboniana"
"2327","CR","Griffinia nocturna"
"2328","CR","Griffinia parviflora"
"2329","CR","Griffinia paubrasilica"
"2330","DD","Griffinia rochae"
"2331","NT","Griselinia ruscifolia"
"2332","CR","Grobya cipoensis"
"2333","VU","Grobya fascifera"
"2334","CR","Guadua magna"
"2335","LC","Guapira hirsuta"
"2336","LC","Guapira nitida"
"2337","LC","Guapira obtusata"
"2338","LC","Guarea convergens"
"2339","DD","Guarea crispa"
"2340","DD","Guarea cristata"
"2341","LC","Guarea humaitensis"
"2342","LC","Guarea juglandiformis"
"2343","DD","Guarea sprucei"
"2344","LC","Guarea trunciflora"
"2345","LC","Guarea velutina"
"2346","LC","Guarea venenata"
"2347","LC","Guatteria australis"
"2348","LC","Guatteria campestris"
"2349","NT","Guatteria notabilis"
"2350","NT","Guatteria pohliana"
"2351","NT","Guatteria rupestris"
"2352","LC","Guatteria sellowiana"
"2353","LC","Guatteria villosissima"
"2354","CR","Guettarda paludosa"
"2355","DD","Guettarda platyphylla"
"2356","EN","Gunnera herteri"
"2357","NT","Gunnera manicata"
"2358","LC","Gustavia acuminata"
"2359","DD","Gustavia erythrocarpa"
"2360","DD","Gustavia longepetiolata"
"2361","VU","Guzmania monostachia"
"2362","EN","Guzmania sanguinea"
"2363","EN","Gymnocalycium denudatum"
"2364","DD","Gymnocalycium horstii"
"2365","DD","Gymnocalycium horstii subsp. buenekeri"
"2366","LC","Gymnopogon burchellii"
"2367","CR","Gymnopogon doellii"
"2368","LC","Gymnosiphon refractus"
"2369","EN","Gyptis lanigera"
"2370","EN","Gyptis vernoniopsis"
"2371","EN","Gyrostelma bornmuelleri"
"2372","EN","Gyrostelma bornmulleri"
"2373","EN","Gyrostelma oxypetaloides"
"2374","VU","Habenaria achalensis"
"2375","DD","Habenaria aphylla"
"2376","LC","Habenaria armata"
"2377","CR","Habenaria brachyplectron"
"2378","DD","Habenaria crucifera"
"2379","LC","Habenaria culicina"
"2380","EN","Habenaria ernesti-ulei"
"2381","EN","Habenaria ernestulei"
"2382","LC","Habenaria exaltata"
"2383","CR","Habenaria galeandriformis"
"2384","LC","Habenaria gourlieana"
"2385","LC","Habenaria hexaptera"
"2386","DD","Habenaria hydrophila"
"2387","CR","Habenaria itaculumia"
"2388","DD","Habenaria jordanensis"
"2389","LC","Habenaria leucosantha"
"2390","LC","Habenaria macronectar"
"2391","CR","Habenaria novaesii"
"2392","LC","Habenaria nuda"
"2393","EN","Habenaria piraquarensis"
"2394","LC","Habenaria regnellii"
"2395","LC","Habenaria rodeiensis"
"2396","DD","Habenaria santensis"
"2397","LC","Habenaria schwackei"
"2398","LC","Habenaria trifida"
"2399","LC","Habenaria umbraticola"
"2400","VU","Habranthus irwinianus"
"2401","CR","Hadrolaelia alaori"
"2402","VU","Hadrolaelia brevipedunculata"
"2403","LC","Hadrolaelia coccinea"
"2404","VU","Hadrolaelia crispa"
"2405","VU","Hadrolaelia grandis"
"2406","EN","Hadrolaelia jongheana"
"2407","EN","Hadrolaelia lobata"
"2408","VU","Hadrolaelia perrinii"
"2409","VU","Hadrolaelia pumila"
"2410","VU","Hadrolaelia purpurata"
"2411","EN","Hadrolaelia pygmaea"
"2412","EN","Hadrolaelia sincorana"
"2413","EN","Hadrolaelia tenebrosa"
"2414","LC","Hadrolaelia virens"
"2415","EN","Hadrolaelia wittigiana"
"2416","EN","Hadrolaelia xanthina"
"2417","DD","Halodule emarginata"
"2418","LC","Halodule wrightii"
"2419","LC","Handroanthus albus"
"2420","EN","Handroanthus arianeae"
"2421","NT","Handroanthus botelhensis"
"2422","LC","Handroanthus catarinensis"
"2423","NT","Handroanthus cristatus"
"2424","LC","Handroanthus heptaphyllus"
"2425","NT","Handroanthus impetiginosus"
"2426","EN","Handroanthus riodocensis"
"2427","NT","Handroanthus selachidentatus"
"2428","EN","Handroanthus spongiosus"
"2429","LC","Hapalorchis lineatus"
"2430","EN","Harpalyce lanata"
"2431","EN","Harpalyce parvifolia"
"2432","DD","Hatiora cylindrica"
"2433","VU","Hatiora herminiae"
"2434","DD","Hatiora rosea"
"2435","NT","Hatschbachiella polyclada"
"2436","LC","Hatschbachiella tweedieana"
"2437","LC","Hebanthe eriantha"
"2438","LC","Hebanthe pulverulenta"
"2439","EN","Heladena multiflora"
"2440","LC","Helanthium bolivianum"
"2441","EN","Helianthemum brasiliense"
"2442","LC","Heliconia angusta"
"2443","LC","Heliconia episcopalis"
"2444","LC","Heliconia farinosa"
"2445","LC","Heliconia richardiana"
"2446","DD","Helicostylis heterotricha"
"2447","LC","Helicostylis tomentosa"
"2448","LC","Helosis cayennensis"
"2449","CR","Hemipogon abietoides"
"2450","EN","Hemipogon furlanii"
"2451","EN","Hemipogon harleyi"
"2452","CR","Hemipogon hatschbachii"
"2453","LC","Hemipogon irwinii"
"2454","CR","Hemipogon piranii"
"2455","DD","Henriettea gomesii"
"2456","DD","Herbstia brasiliana"
"2457","LC","Herissantia nemoralis"
"2458","NT","Herpetacanthus longiflorus"
"2459","LC","Heteranthera limosa"
"2460","LC","Heteranthera rotundifolia"
"2461","LC","Heteranthera zosterifolia"
"2462","CR","Heterocoma albida"
"2463","LC","Heterocondylus amphidyctius"
"2464","VU","Heterocondylus lysimachioides"
"2465","LC","Heterocondylus pumilus"
"2466","VU","Heteropsis flexuosa"
"2467","NT","Heteropsis spruceana"
"2468","EN","Heteropterys admirabilis"
"2469","CR","Heteropterys aliciae"
"2470","LC","Heteropterys alternifolia"
"2471","CR","Heteropterys bahiensis"
"2472","LC","Heteropterys bicolor"
"2473","EN","Heteropterys brasiliensis"
"2474","EN","Heteropterys bullata"
"2475","EN","Heteropterys capixaba"
"2476","CR","Heteropterys conformis"
"2477","VU","Heteropterys crinigera"
"2478","VU","Heteropterys dusenii"
"2479","EN","Heteropterys fragilis"
"2480","CR","Heteropterys hatschbachii"
"2481","EN","Heteropterys marginata"
"2482","EN","Heteropterys megaptera"
"2483","VU","Heteropterys oberdanii"
"2484","CR","Heteropterys occhionii"
"2485","NT","Heteropterys patens"
"2486","LC","Heteropterys pauciflora"
"2487","LC","Heteropterys perplexa"
"2488","CR","Heteropterys sanctorum"
"2489","EN","Heteropterys ternstroemiifolia"
"2490","EN","Heteropterys thyrsoidea"
"2491","LC","Heteropterys trigoniifolia"
"2492","LC","Heterotaxis sessilis"
"2493","LC","Heterotaxis valenzuelana"
"2494","LC","Hexasepalum sarmentosum"
"2495","LC","Hibiscus bifurcatus"
"2496","LC","Hibiscus diversifolius"
"2497","LC","Hibiscus furcellatus"
"2498","LC","Hibiscus sororius"
"2499","LC","Hillia parasitica"
"2500","LC","Hillia ulei"
"2501","EN","Hindsia glabra"
"2502","CR","Hindsia ibitipocensis"
"2503","DD","Hindsia violacea"
"2504","VU","Hippeastrum angustifolium"
"2505","EN","Hippeastrum brasilianum"
"2506","EN","Hippeastrum breviflorum"
"2507","EN","Hippeastrum goianum"
"2508","EN|CR","Hippeastrum guarapuavicum"
"2509","CR","Hippeastrum leucobasis"
"2510","VU","Hippeastrum morelianum"
"2511","CR","Hippeastrum papilio"
"2512","EN","Hippeastrum psittacinum"
"2513","EN","Hippeastrum reginae"
"2514","EN","Hippeastrum santacatarina"
"2515","EN","Hippeastrum stapfianum"
"2516","EN","Hippeastrum striatum"
"2517","EN|CR","Hippeastrum vittatum"
"2518","VU","Hiraea bullata"
"2519","LC","Hiraea cuiabensis"
"2520","LC","Hiraea cuneata"
"2521","EN","Hiraea macrophylla"
"2522","EN","Hiraea wiedeana"
"2523","EN","Hirtella insignis"
"2524","EN","Hirtella juruensis"
"2525","CR","Hirtella parviunguis"
"2526","LC","Hirtella racemosa"
"2527","EN","Hirtella santosii"
"2528","EN","Hochreutinera hasslerana"
"2529","CR","Hoehneella heloisae"
"2530","EN","Hoehnephytum almasense"
"2531","LC","Hoehnephytum trixoides"
"2532","EN","Hoffmannseggella briegeri"
"2533","EN","Hoffmannseggella caulescens"
"2534","LC","Hoffmannseggella cinnabarina"
"2535","NT","Hoffmannseggella crispata"
"2536","CR","Hoffmannseggella endsfeldzii"
"2537","EN","Hoffmannseggella ghillanyi"
"2538","CR","Hoffmannseggella gloedeniana"
"2539","CR","Hoffmannseggella kautskyana"
"2540","CR","Hoffmannseggella milleri"
"2541","EN","Hoffmannseggella mixta"
"2542","CR","Hoffmannseggella munchowiana"
"2543","LC","Hohenbergia augusta"
"2544","NT","Hohenbergia belemii"
"2545","EN","Hohenbergia castellanosii"
"2546","CR","Hohenbergia correia-araujoi"
"2547","EN","Hohenbergia littoralis"
"2548","EN","Holocheilus hieracioides"
"2549","EN","Holocheilus monocephalus"
"2550","LC","Holocheilus pinnatifidus"
"2551","LC","Hololepis pedunculata"
"2552","LC","Homalolepis floribunda"
"2553","VU","Homalolepis glabra"
"2554","EN","Homalolepis insignis"
"2555","CR","Homalolepis salubris"
"2556","CR","Homalolepis suaveolens"
"2557","EN","Homalolepis warmingiana"
"2558","DD","Homalopetalum hypoleptum"
"2559","CR","Hoplocryptanthus caracensis"
"2560","CR","Hoplocryptanthus glaziovii"
"2561","CR","Hornschuchia alba"
"2562","EN","Hornschuchia cauliflora"
"2563","EN","Hornschuchia obliqua"
"2564","NT","Hortia brasiliana"
"2565","EN","Houlletia brocklehurstiana"
"2566","EN","Huberia carvalhoi"
"2567","VU","Huberia espiritosantensis"
"2568","DD","Huberia laurina"
"2569","NT","Huberia nettoana"
"2570","EN","Huberia pirani"
"2571","EN","Huberia piranii"
"2572","LC","Huberia semiserrata"
"2573","CR","Humiriastrum spiritu-sancti"
"2574","LC","Huntleya meleagris"
"2575","EN","Huperzia aqualupiana"
"2576","LC","Huperzia biformis"
"2577","DD","Huperzia catharinae"
"2578","EN","Huperzia christii"
"2579","LC","Huperzia flexibilis"
"2580","LC","Huperzia fontinaloides"
"2581","CR","Huperzia hemleri"
"2582","LC","Huperzia hexasticha"
"2583","EN","Huperzia itambensis"
"2584","EN","Huperzia martii"
"2585","EN","Huperzia mollicoma"
"2586","EN","Huperzia mooreana"
"2587","EN","Huperzia nuda"
"2588","LC","Huperzia quadrifariata"
"2589","CR","Huperzia regnellii"
"2590","CR","Huperzia rubra"
"2591","VU","Huperzia sellowiana"
"2592","EN","Huperzia taxifolia"
"2593","CR","Huperzia treitubensis"
"2594","CR","Hybanthus albus"
"2595","EN","Hybanthus strigoides"
"2596","DD","Hybanthus velutinus"
"2597","DD","Hydrocotyle exigua"
"2598","EN","Hydrocotyle langsdorffii"
"2599","LC","Hydrocotyle pusilla"
"2600","LC","Hylocereus setaceus"
"2601","LC","Hymenachne donacifolia"
"2602","LC","Hymenachne pernambucensis"
"2603","LC","Hymenaea courbaril"
"2604","LC","Hymenaea martiana"
"2605","VU","Hymenaea parvifolia"
"2606","VU","Hymenolobium excelsum"
"2607","LC","Hymenolobium janeirense"
"2608","CR","Hymenophyllum elegans"
"2609","LC","Hymenophyllum fragile"
"2610","LC","Hymenophyllum magellanicum"
"2611","LC","Hymenophyllum peltatum"
"2612","LC","Hymenophyllum rufum"
"2613","CR","Hymenophyllum sampaioanum"
"2614","CR","Hymenophyllum silveirae"
"2615","CR","Hymenophyllum trichophyllum"
"2616","CR","Hypenia aristulata"
"2617","DD","Hypenia concinna"
"2618","EN","Hypenia crispata"
"2619","EN","Hypenia micrantha"
"2620","EN","Hypenia paradisi"
"2621","NT","Hypenia simplex"
"2622","EN","Hypenia subrosea"
"2623","LC","Hypericum caprifoliatum"
"2624","NT","Hypericum carinatum"
"2625","VU","Hypericum mutilum"
"2626","NT","Hypericum piriai"
"2627","LC","Hypericum rigidum"
"2628","CR","Hypolytrum amorimii"
"2629","EN","Hypolytrum bahiense"
"2630","VU","Hypolytrum lucennoi"
"2631","EN","Hypolytrum paraense"
"2632","LC","Hyptidendron amethystoides"
"2633","LC","Hyptidendron asperrimum"
"2634","EN","Hyptidendron claussenii"
"2635","EN","Hyptidendron conspersum"
"2636","EN","Hyptidendron dictiocalyx"
"2637","EN","Hyptis alpestris"
"2638","LC","Hyptis althaeifolia"
"2639","EN","Hyptis angustifolia"
"2640","VU","Hyptis apertiflora"
"2641","VU","Hyptis arenaria"
"2642","EN","Hyptis argyrophylla"
"2643","DD","Hyptis asteroides"
"2644","EN","Hyptis bahiensis"
"2645","DD","Hyptis bombycina"
"2646","DD","Hyptis caduca"
"2647","EN","Hyptis caprariifolia"
"2648","VU","Hyptis carvalhoi"
"2649","EN","Hyptis colligata"
"2650","DD","Hyptis coriacea"
"2651","EN","Hyptis cruciformis"
"2652","VU","Hyptis cuniloides"
"2653","EN","Hyptis delicatula"
"2654","VU","Hyptis dictyodea"
"2655","EN","Hyptis digitata"
"2656","LC","Hyptis eriophylla var. coriifolia"
"2657","LC","Hyptis fallax"
"2658","VU","Hyptis frondosa"
"2659","VU","Hyptis hagei"
"2660","EN","Hyptis halimifolia"
"2661","VU","Hyptis hamatidens"
"2662","DD","Hyptis heterophylla"
"2663","EN","Hyptis humilis"
"2664","EN","Hyptis imbricatiformis"
"2665","NT","Hyptis irwinii"
"2666","LC","Hyptis lagenaria"
"2667","DD","Hyptis loeseneriana"
"2668","LC","Hyptis lutescens"
"2669","EN","Hyptis nivea"
"2670","EN","Hyptis nubicola"
"2671","VU","Hyptis pachyphylla"
"2672","LC","Hyptis paludosa"
"2673","EN","Hyptis penaeoides"
"2674","EN","Hyptis pinheiroi"
"2675","CR","Hyptis piranii"
"2676","EN","Hyptis rhypidiophylla"
"2677","EN","Hyptis sancti-gabrielii"
"2678","EN","Hyptis silvinae"
"2679","LC","Hyptis simulans"
"2680","NT","Hyptis stachydifolia"
"2681","EN","Hyptis tagetifolia"
"2682","NT","Hyptis tenuifolia"
"2683","DD","Hyptis tetracephala"
"2684","DD","Hyptis tricephala"
"2685","EN","Hyptis viatica"
"2686","EN","Hysterionica pinnatiloba"
"2687","CR","Hysterionica pinnatisecta"
"2688","CR","Ianthopappus corymbosus"
"2689","LC","Ichnanthus bambusiflorus"
"2690","LC","Ichthyothere connata"
"2691","EN","Ichthyothere elliptica"
"2692","LC","Ichthyothere integrifolia"
"2693","DD","Ichthyothere mattogrossensis"
"2694","DD","Ichthyothere petiolata"
"2695","LC","Idiothamnus pseudorgyalis"
"2696","CR","Ildefonsia bibracteata"
"2697","CR","Ilex auricula"
"2698","LC","Ilex chamaedryfolia"
"2699","VU","Ilex loranthoides"
"2700","EN","Ilex mucugensis"
"2701","LC","Ilex neblinensis"
"2702","LC","Ilex paraguariensis"
"2703","CR","Ilex prostrata"
"2704","LC","Indigofera bongardiana"
"2705","LC","Indigofera guaranitica"
"2706","VU","Inga aptera"
"2707","EN","Inga arenicola"
"2708","LC","Inga bicoloriflora"
"2709","LC","Inga blanchetiana"
"2710","DD","Inga bollandii"
"2711","NT","Inga bullata"
"2712","LC","Inga bullatorugosa"
"2713","DD","Inga cabelo"
"2714","LC","Inga calantha"
"2715","DD","Inga caudata"
"2716","CR","Inga enterolobioides"
"2717","NT","Inga exfoliata"
"2718","DD","Inga exilis"
"2719","VU","Inga grazielae"
"2720","LC","Inga hispida"
"2721","LC","Inga lanceifolia"
"2722","LC","Inga laurina"
"2723","LC","Inga lenticellata"
"2724","NT","Inga lentiscifolia"
"2725","DD","Inga leptantha"
"2726","VU","Inga maritima"
"2727","VU","Inga mendoncaei"
"2728","DD","Inga microcalyx"
"2729","CR","Inga pedunculata"
"2730","VU","Inga platyptera"
"2731","VU","Inga pleiogyna"
"2732","VU","Inga praegnans"
"2733","DD","Inga salicifoliola"
"2734","DD","Inga santaremnensis"
"2735","NT","Inga sellowiana"
"2736","DD","Inga suberosa"
"2737","VU","Inga suborbicularis"
"2738","VU","Inga unica"
"2739","DD","Inga xinguensis"
"2740","LC","Inulopsis camporum"
"2741","LC","Inulopsis scaposa"
"2742","LC","Ionopsis utricularioides"
"2743","LC","Ipomoea acutisepala"
"2744","DD","Ipomoea argentea"
"2745","DD","Ipomoea calyptrata"
