Família,Espécies,Espécie sem autor,Categoria,Critério,Territórios GEF,CR Lacuna,Fluxo,Ano,Tipo de avaliação,OBS
Annonaceae,Duguetia bahiensis Maas,Duguetia bahiensis,VU,"B2ab(i,ii,iii)",TER33 - TER35,,P.A.,2018,Nova avaliação,
Annonaceae,Duguetia chrysocarpa Maas,Duguetia chrysocarpa,LC,,TER33 - TER35,,P.A.,2018,Nova avaliação,
Annonaceae,Duguetia dicholepidota Mart.,Duguetia dicholepidota,DD,,,,P.A.,2018,Nova avaliação,
Annonaceae,Duguetia elliptica R.E.Fr.,Duguetia elliptica,DD,,,,P.A.,2020,Nova avaliação,
Annonaceae,Duguetia gardneriana Mart.,Duguetia gardneriana,LC,,,,P.N.A.,2018,Nova avaliação,
Annonaceae,Duguetia longicuspis Benth.,Duguetia longicuspis,LC,,,,P.A.,2018,Nova avaliação,
Annonaceae,Duguetia magnolioidea Maas,Duguetia magnolioidea,EN,"B1ab(i,iii)+2ab(ii,iii)",TER35,,P.A.,2019,Reavaliação,
Annonaceae,Duguetia manausensis Maas & Boon,Duguetia manausensis,LC,,,,P.A.,2018,Nova avaliação,
Annonaceae,Duguetia megalocarpa Maas,Duguetia megalocarpa,LC,,,,P.A.,2018,Nova avaliação,
Annonaceae,Duguetia riedeliana R.E.Fr.,Duguetia riedeliana,LC,,TER32 - TER33,,P.A.,2018,Nova avaliação,
Annonaceae,Duguetia rotundifolia R.E.Fr.,Duguetia rotundifolia,VU,"B1ab(i,iii)",TER12,,P.A.,2019,Reavaliação,
Annonaceae,Duguetia sessilis (Vell.) Maas,Duguetia sessilis,LC,,TER32 - TER33,,P.A.,2018,Nova avaliação,
Annonaceae,Duguetia sooretamae Maas,Duguetia sooretamae,EN,"B2ab(i,ii,iii)",TER33,,P.A.,2019,Reavaliação,
Annonaceae,Duguetia subcordata Maas & J.A.C.Dam,Duguetia subcordata,EN,B2ab(iii),,,P.A.,2020,Nova avaliação,
Annonaceae,"Ephedranthus dimerus J.C. Lopes, Chatrou & Mello-Silva",Ephedranthus dimerus,LC,,TER33 - TER35,,P.A.,2018,Nova avaliação,
Annonaceae,Ephedranthus pisocarpus R.E.Fr.,Ephedranthus pisocarpus,LC,,TER1 - TER18,,P.N.A.,2019,Nova avaliação,
Annonaceae,Guatteria candolleana Schltdl.,Guatteria candolleana,LC,,TER20 - TER32 - TER33 - TER35,,P.N.A.,2018,Nova avaliação,
Annonaceae,Guatteria cryandra Erkens & Maas,Guatteria cryandra,LC,,TER2,,P.A.,2018,Nova avaliação,
Annonaceae,Guatteria duckeana R.E.Fr.,Guatteria duckeana,LC,,,,P.A.,2018,Nova avaliação,
Annonaceae,"Guatteria emarginata Lobão, Maas & Mello-Silva",Guatteria emarginata,DD,,TER33,,P.A.,2018,Nova avaliação,
Annonaceae,Guatteria ferruginea A.St.-Hil.,Guatteria ferruginea,LC,,TER10 - TER30 - TER32 - TER33 - TER35 - TER39,,P.N.A.,2018,Nova avaliação,
Annonaceae,Guatteria friesiana (W.A.Rodrigues) Erkens & Maas,Guatteria friesiana,LC,,,,P.A.,2018,Nova avaliação,
Annonaceae,Guatteria hispida (R.E.Fr.) Erkens & Maas,Guatteria hispida,EN,"B1ab(i,iii)+2ab(ii,iii)",,,P.A.,2018,Nova avaliação,
Annonaceae,Guatteria latifolia R.E.Fr.,Guatteria latifolia,EN,"B1ab(i,iii)+2ab(ii,iii)",,,P.A.,2018,Nova avaliação,
Annonaceae,Guatteria macropus Mart.,Guatteria macropus,LC,,TER33 - TER35,,P.N.A.,2018,Nova avaliação,
Annonaceae,Guatteria oligocarpa Mart.,Guatteria oligocarpa,LC,,TER35 - TER39,,P.N.A.,2018,Nova avaliação,
Annonaceae,Guatteria pogonopus Mart.,Guatteria pogonopus,LC,,TER10 - TER12 - TER33 - TER35 - TER39 - TER9,,P.N.A.,2018,Nova avaliação,
Annonaceae,Guatteria rigida R.E.Fr.,Guatteria rigida,LC,,,,P.N.A.,2018,Nova avaliação,
Annonaceae,"Guatteria stenocarpa Lobão, Maas & Mello-Silva",Guatteria stenocarpa,EN,"B1ab(i,iii)+2ab(ii,iii)",TER35,,P.A.,2018,Nova avaliação,
Annonaceae,Hornschuchia citriodora D.M.Johnson,Hornschuchia citriodora,NT,,TER33 - TER35,,P.A.,2018,Nova avaliação,
Annonaceae,Hornschuchia myrtillus Nees,Hornschuchia myrtillus,VU,"B2ab(ii,iii)",TER33 - TER35,,P.A.,2019,Nova avaliação,
Annonaceae,Malmea manausensis Maas & Miralha,Malmea manausensis,LC,,,,P.A.,2018,Nova avaliação,
Annonaceae,Oxandra martiana (Schltdl.) R.E.Fr.,Oxandra martiana,LC,,TER10 - TER33,,P.A.,2018,Nova avaliação,
Annonaceae,"Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva",Oxandra unibracteata,CR,"B1ab(i,iii,iv)+2ab(ii,iii,iv)",TER33,CR Lacuna,P.A.,2018,Nova avaliação,
Annonaceae,Porcelia macrocarpa (Warm.) R.E.Fr.,Porcelia macrocarpa,LC,,TER10 - TER18 - TER19 - TER20 - TER24 - TER32 - TER35,,P.N.A.,2018,Nova avaliação,
Annonaceae,Pseudoxandra bahiensis Maas,Pseudoxandra bahiensis,VU,"B2ab(i,ii,iii)",TER35,,P.A.,2018,Nova avaliação,
Annonaceae,Pseudoxandra duckei Maas,Pseudoxandra duckei,DD,,,,P.A.,2018,Nova avaliação,
Annonaceae,Pseudoxandra obscurinervis Maas,Pseudoxandra obscurinervis,LC,,,,P.A.,2018,Nova avaliação,
Annonaceae,Pseudoxandra pilosa Maas,Pseudoxandra pilosa,DD,,,,P.A.,2020,Nova avaliação,
Annonaceae,Pseudoxandra rionegrensis Maas,Pseudoxandra rionegrensis,DD,,,,P.A.,2018,Nova avaliação,
Annonaceae,Pseudoxandra spiritus-sancti Maas,Pseudoxandra spiritus-sancti,EN,"B1ab(i,iii)+2ab(ii,iii)",TER33,,P.A.,2018,Nova avaliação,
Annonaceae,Trigynaea flagelliflora Lobão,Trigynaea flagelliflora,DD,,TER33,,P.A.,2018,Nova avaliação,
Annonaceae,Trigynaea oblongifolia Schltdl.,Trigynaea oblongifolia,EN,"B2ab(ii,iii)",,,P.A.,2019,Reavaliação,
Annonaceae,Unonopsis aurantiaca Maas & Westra,Unonopsis aurantiaca,EN,"B1ab(i,iii)+2ab(ii,iii)",TER33,,P.A.,2018,Nova avaliação,
Annonaceae,Unonopsis bahiensis Maas & Orava,Unonopsis bahiensis,LC,,TER35,,P.A.,2018,Nova avaliação,
Annonaceae,Unonopsis bauxitae Maas et al.,Unonopsis bauxitae,CR,"B1ab(i,iii,iv)+2ab(ii,iii,iv)",,CR Lacuna,P.A.,2018,Nova avaliação,
Annonaceae,Unonopsis duckei R.E.Fr.,Unonopsis duckei,LC,,,,P.N.A.,2018,Nova avaliação,
Annonaceae,Unonopsis heterotricha Maas & Westra,Unonopsis heterotricha,DD,,,,P.A.,2020,Nova avaliação,
Annonaceae,Unonopsis renati Maas & Westra,Unonopsis renati,CR,"B1ab(i,iii,iv)+2ab(ii,iii,iv)",TER33,CR Lacuna,P.A.,2018,Nova avaliação,
Annonaceae,Unonopsis sanctae-teresae Maas & Westra,Unonopsis sanctae-teresae,CR,"B1ab(i,iii,iv)+2ab(ii,iii,iv)",TER33,,P.A.,2018,Nova avaliação,
Annonaceae,Xylopia brasiliensis Spreng.,Xylopia brasiliensis,VU,A2cd,TER10 - TER15 - TER18 - TER19 - TER20 - TER24 - TER29 - TER32 - TER33 - TER35,,P.A.,2019,Reavaliação,
Annonaceae,Xylopia calophylla R.E.Fr.,Xylopia calophylla,LC,,,,P.N.A.,2020,Nova avaliação,
Annonaceae,Xylopia decorticans D.M.Johnson & Lobão,Xylopia decorticans,EN,"B1ab(i,iii)+2ab(ii,iii)",TER33,,P.A.,2018,Nova avaliação,
Annonaceae,Xylopia involucrata M.C.Dias & Kinoshita,Xylopia involucrata,VU,"B2ab(i,ii,iii)",TER35,,P.A.,2018,Nova avaliação,
Annonaceae,Xylopia langsdorfiana A.St.-Hil. & Tul.,Xylopia langsdorfiana,LC,,TER19 - TER20 - TER32 - TER35,,P.N.A.,2018,Nova avaliação,
Annonaceae,Xylopia longicuspis R.E.Fr.,Xylopia longicuspis,DD,,,,P.A.,2019,Nova avaliação,
Annonaceae,Xylopia nitida Dunal,Xylopia nitida,LC,,,,P.N.A.,2020,Nova avaliação,
Annonaceae,Xylopia ochrantha Mart.,Xylopia ochrantha,LC,,TER32 - TER33 - TER35,,P.N.A.,2018,Nova avaliação,
Annonaceae,Xylopia uniflora R.E.Fr.,Xylopia uniflora,DD,,,,P.A.,2020,Nova avaliação,
Annonaceae,Xylopia xylantha R.E.Fr.,Xylopia xylantha,DD,,,,P.A.,2020,Nova avaliação,
Apocynaceae,Ambelania duckei Markgr.,Ambelania duckei,LC,,,,P.N.A.,2018,Nova avaliação,
Apocynaceae,Aspidosperma camporum Müll.Arg.,Aspidosperma camporum,LC,,TER10 - TER18 - TER19 - TER20 - TER32 - TER33 - TER9,,P.N.A.,2019,Nova avaliação,
Apocynaceae,Aspidosperma carapanauba Pichon,Aspidosperma carapanauba,LC,,,,P.A.,2018,Nova avaliação,
Apocynaceae,Aspidosperma dispermum Müll.Arg.,Aspidosperma dispermum,LC,,TER10 - TER33,,P.N.A.,2019,Nova avaliação,
Apocynaceae,Aspidosperma illustre (Vell.) Kuhlm. & Pirajá,Aspidosperma illustre,NT,,TER33 - TER35,,P.A.,2019,Nova avaliação,
Apocynaceae,Aspidosperma inundatum Ducke,Aspidosperma inundatum,DD,,,,P.A.,2018,Nova avaliação,
Apocynaceae,Aspidosperma salgadense Markgr.,Aspidosperma salgadense,EN,"B2ab(i,ii,iii)",TER1 - TER2,,P.A.,2020,Nova avaliação,
Apocynaceae,Aspidosperma thomasii Marc.-Ferr.,Aspidosperma thomasii,EN,"B1ab(i,ii,iii)+2ab(ii,iii)",,,P.A.,2019,Nova avaliação,
Apocynaceae,Lacmellea bahiensis J.F.Morales,Lacmellea bahiensis,EN,"B1ab(i,ii,iii)+2ab(ii,iii)",TER35,,P.A.,2019,Nova avaliação,
Apocynaceae,Lacmellea pauciflora (Kuhlm.) Markgr.,Lacmellea pauciflora,EN,B2ab(iii),TER33 - TER35,,P.A.,2019,Nova avaliação,
Apocynaceae,Malouetia amplexicaulis Spruce ex Müll.Arg.,Malouetia amplexicaulis,DD,,,,P.A.,2018,Nova avaliação,
Apocynaceae,Malouetia aquatica Markgr.,Malouetia aquatica,DD,,,,P.A.,2020,Nova avaliação,
Apocynaceae,Malouetia gracillima Woodson,Malouetia gracillima,EN,"B1ab(i,iii)+2ab(ii,iii)",,,P.A.,2018,Nova avaliação,
Apocynaceae,Molongum zschokkeiforme (Markgr.) Pichon,Molongum zschokkeiforme,LC,,,,P.A.,2018,Nova avaliação,
Apocynaceae,Parahancornia amara (Markgr.) Monach.,Parahancornia amara,DD,,,,P.A.,2018,Nova avaliação,
Apocynaceae,Rauvolfia atlantica Emygdio,Rauvolfia atlantica,NT,,TER35,,P.A.,2019,Nova avaliação,
Apocynaceae,Rauvolfia capixabae I.Koch & Kin.-Gouv.,Rauvolfia capixabae,EN,B2ab(iii),TER33,,P.A.,2019,Nova avaliação,
Apocynaceae,Rauvolfia pentaphylla Huber ex Ducke,Rauvolfia pentaphylla,LC,,,,P.N.A.,2018,Nova avaliação,
Apocynaceae,Rauvolfia pruinosifolia I.Koch & Kin.-Gouv.,Rauvolfia pruinosifolia,DD,,,,P.A.,2019,Nova avaliação,
Apocynaceae,Spongiosperma longilobum (Markgr.) Zarucchi,Spongiosperma longilobum,EN,"B1ab(i,iii)+2ab(ii,iii)",,,P.A.,2018,Nova avaliação,
Apocynaceae,Tabernaemontana brasiliensis Leeuwenb.,Tabernaemontana brasiliensis,DD,,,,P.A.,2020,Nova avaliação,
Apocynaceae,Tabernaemontana cumata Leeuwenb.,Tabernaemontana cumata,EN,"B1ab(i,iii)+2ab(ii,iii)",,,P.A.,2019,Reavaliação,
Aquifoliaceae,Ilex auricula S.Andrews,Ilex auricula,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",TER39,,P.A.,2019,Reavaliação,
Aquifoliaceae,Ilex cerasifolia Reissek,Ilex cerasifolia,LC,,TER10 - TER15 - TER18 - TER20 - TER29 - TER32,,P.N.A.,2019,Nova avaliação,
Aquifoliaceae,Ilex euryaeformis Reissek,Ilex euryaeformis,EN,B2ab(iii),TER10 - TER29,,P.A.,2019,Nova avaliação,
Aquifoliaceae,Ilex floribunda Reissek ex Maxim.,Ilex floribunda,LC,,TER33 - TER35 - TER39,,P.N.A.,2019,Nova avaliação,
Aquifoliaceae,Ilex grandis Reissek,Ilex grandis,VU,B1ab(iii),TER10,,P.A.,2019,Nova avaliação,
Aquifoliaceae,Ilex lundii Warm.,Ilex lundii,LC,,TER10 - TER29 - TER39 - TER9,,P.N.A.,2019,Nova avaliação,
Aquifoliaceae,Ilex petiolaris Benth.,Ilex petiolaris,LC,,,,P.A.,2018,Nova avaliação,
Aquifoliaceae,Ilex sapiiformis Reissek,Ilex sapiiformis,CR*,B1ab(iii)+B2ab(iii),,,P.A.,2020,Nova avaliação,Ausente no shapefile
Aquifoliaceae,Ilex sapotifolia Reissek,Ilex sapotifolia,LC,,TER18,,P.A.,2019,Nova avaliação,
Aquifoliaceae,Ilex velutina Reissek,Ilex velutina,LC,,TER10 - TER19 - TER39,,P.N.A.,2019,Nova avaliação,
Araliaceae,Aralia bahiana J. Wen,Aralia bahiana,EN,"B1ab(i,iii)+2ab(ii,iii)",TER39,,P.A.,2018,Nova avaliação,
Araliaceae,"Crepinella pallens (Maguire, Steyerm. & Frodin) G.M. Plunkett, Lowry & D.A. Neill",Crepinella pallens,DD,,,,P.A.,2020,Nova avaliação,
Araliaceae,Dendropanax amorimii Fiaschi,Dendropanax amorimii,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",TER35,,P.A.,2019,Nova avaliação,
Araliaceae,Dendropanax brasiliensis (Seem.) Frodin,Dendropanax brasiliensis,LC,,TER33 - TER35,,P.A.,2019,Nova avaliação,
Araliaceae,Dendropanax denticulatus Fiaschi,Dendropanax denticulatus,EN,"B1ab(i,ii,iii)+2ab(ii,iii)",,,P.A.,2019,Nova avaliação,
Araliaceae,Dendropanax nebulosus Fiaschi & Jung-Mend.,Dendropanax nebulosus,EN,"B1ab(i,ii,iii)+2ab(ii,iii)",TER20,,P.A.,2019,Nova avaliação,
Araliaceae,Schefflera aurata Fiaschi,Schefflera aurata,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",TER35,,P.A.,2019,Reavaliação,
Araliaceae,Schefflera burchellii (Seem.) Frodin & Fiaschi,Schefflera burchellii,LC,,TER12 - TER33,,P.N.A.,2019,Nova avaliação,
Araliaceae,Schefflera capixaba Fiaschi,Schefflera capixaba,CR,"B1ab(i,ii,iii)",TER33,,P.A.,2019,Nova avaliação,
Araliaceae,Schefflera cephalantha (Harms) Frodin,Schefflera cephalantha,DD,,,,P.A.,2019,Reavaliação,
Araliaceae,Schefflera kollmannii Fiaschi,Schefflera kollmannii,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",TER33,,P.A.,2019,Nova avaliação,
Araliaceae,Schefflera longipetiolata (Pohl ex DC.) Frodin & Fiaschi,Schefflera longipetiolata,LC,,TER10 - TER30 - TER32 - TER33,,P.N.A.,2019,Nova avaliação,
Araliaceae,Schefflera plurifolia Fiaschi & Frodin,Schefflera plurifolia,NT,,,,P.A.,2018,Nova avaliação,
Araliaceae,Schefflera prancei Fiaschi & G.M. Plunkett,Schefflera prancei,LC,,,,P.A.,2018,Nova avaliação,
Araliaceae,Schefflera pubicarpa Fiaschi & G.M. Plunkett,Schefflera pubicarpa,LC,,,,P.A.,2018,Nova avaliação,
Araliaceae,Schefflera ruschiana Fiaschi & Pirani,Schefflera ruschiana,CR,"B1ab(i,ii,iii)+2ab(i,ii,iii)",TER33,,P.A.,2019,Nova avaliação,
Araliaceae,Schefflera selloi (Marchal) Frodin & Fiaschi,Schefflera selloi,LC,,TER10 - TER33 - TER35,,P.N.A.,2019,Nova avaliação,
Araliaceae,Schefflera sprucei (Seem.) Harms,Schefflera sprucei,EN,B1ab(iii)+2ab(iii),,,P.A.,2020,Reavaliação,
Araliaceae,Schefflera umbrosa Frodin & Fiaschi,Schefflera umbrosa,LC,,,,P.A.,2018,Nova avaliação,
Araliaceae,Schefflera villosissima Fiaschi & Pirani,Schefflera villosissima,EN,"B1ab(i,iii)+2ab(ii,iii)",TER10,,P.A.,2018,Nova avaliação,
Asteraceae,Acritopappus catolesensis D.J.N.Hind & Bautista,Acritopappus catolesensis,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",TER39,,P.A.,2019,Reavaliação,
Asteraceae,Acritopappus connatifolius (Soar.Nunes) R.M.King & H.Rob.,Acritopappus connatifolius,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",TER39,,P.A.,2019,Reavaliação,
Asteraceae,Acritopappus harleyi R.M.King & H.Rob.,Acritopappus harleyi,CR,"B1ab(i,ii,iii)",TER39,CR Lacuna,P.A.,2019,Nova avaliação,
Asteraceae,Acritopappus irwinii R.M.King & H.Rob.,Acritopappus irwinii,VU,"B2ab(i,ii,iii)",TER10,,P.A.,2019,Reavaliação,
Asteraceae,"Acritopappus pereirae Bautista, S.Ortiz & Rodr.Oubiña",Acritopappus pereirae,CR,"B1ab(i,ii,iii)+2ab(ii,iii)",TER10,CR Lacuna,P.A.,2019,Nova avaliação,
Asteraceae,Acritopappus pintoi Bautista & D.J.N.Hind,Acritopappus pintoi,EN,B1ab(iii)+2ab(iii),TER39,,P.A.,2020,Reavaliação,
Asteraceae,Acritopappus prunifolius R.M.King & H.Rob.,Acritopappus prunifolius,VU,B1ab(iii),TER39,,P.A.,2019,Nova avaliação,
Asteraceae,Acritopappus subtomentosus R.M.King & H.Rob.,Acritopappus subtomentosus,CR,B1ab(iii),TER10,,P.A.,2019,Nova avaliação,
Asteraceae,Anteremanthus hatschbachii H.Rob.,Anteremanthus hatschbachii,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",TER10,,P.A.,2019,Reavaliação,
Asteraceae,Anteremanthus piranii Roque & F.A. Santana,Anteremanthus piranii,EN,"B1ab(i,iii)+2ab(ii,iii)",,,P.A.,2018,Nova avaliação,
Asteraceae,Chronopappus bifrons (DC. ex Pers.) DC.,Chronopappus bifrons,EN,"B2ab(i,ii,iii,iv)",TER10,,P.A.,2019,Reavaliação,
Asteraceae,Critoniopsis quinqueflora (Less.) H.Rob.,Critoniopsis quinqueflora,LC,,TER19 - TER20,,P.N.A.,2018,Nova avaliação,
Asteraceae,Dendrophorbium glaziovii (Baker) C.Jeffrey,Dendrophorbium glaziovii,NT,,TER18,,P.A.,2018,Nova avaliação,
Asteraceae,Eremanthus arboreus (Gardner) MacLeish,Eremanthus arboreus,CR,"B1ab(i,iii,iv)+2ab(ii,iii,iv)",,,P.A.,2018,Nova avaliação,
Asteraceae,Eremanthus argenteus MacLeish & H.Schumach.,Eremanthus argenteus,EN,B1ab(iii)+2ab(iii),,,P.A.,2020,Reavaliação,
Asteraceae,Eremanthus auriculatus MacLeish & H.Schumach.,Eremanthus auriculatus,VU,"B2ab(i,ii,iii)",,,P.A.,2018,Nova avaliação,
Asteraceae,Eremanthus brasiliensis (Gardner) MacLeish,Eremanthus brasiliensis,DD,,,,P.A.,2018,Nova avaliação,
Asteraceae,Eremanthus brevifolius Loeuille,Eremanthus brevifolius,CR,"B1ab(i,iii,iv)+2ab(ii,iii,iv)",TER10,CR Lacuna,P.A.,2018,Nova avaliação,
Asteraceae,Eremanthus cinctus Baker,Eremanthus cinctus,LC,,,,P.A.,2018,Nova avaliação,
Asteraceae,Eremanthus elaeagnus (Mart. ex DC.) Sch.Bip.,Eremanthus elaeagnus,LC,,TER10 - TER15,,P.N.A.,2018,Nova avaliação,
Asteraceae,Eremanthus glomerulatus Less.,Eremanthus glomerulatus,LC,,TER10 - TER15 - TER18 - TER29 - TER39 - TER9,,P.N.A.,2018,Nova avaliação,
Asteraceae,Eremanthus goyazensis (Gardner) Sch.Bip.,Eremanthus goyazensis,LC,,TER10 - TER9,,P.N.A.,2018,Nova avaliação,
Asteraceae,Eremanthus polycephalus (DC.) MacLeish,Eremanthus polycephalus,NT,,TER10,,P.A.,2019,Reavaliação,
Asteraceae,Eremanthus uniflorus MacLeish & H.Schumach.,Eremanthus uniflorus,LC,,,,P.A.,2018,Nova avaliação,
Asteraceae,Eremanthus veadeiroensis H.Rob.,Eremanthus veadeiroensis,EN,"B1ab(i,iii)+2ab(ii,iii)",,,P.A.,2018,Nova avaliação,
Asteraceae,Gorceixia decurrens Baker,Gorceixia decurrens,LC,,TER10 - TER33 - TER39,,P.A.,2018,Nova avaliação,
Asteraceae,Hololepis hatschbachii H.Rob.,Hololepis hatschbachii,CR,B2ab(iii),TER33,,P.A.,2020,Nova avaliação,
Asteraceae,Lychnocephalus candelabrum Schultz-Bipontinus,Lychnocephalus candelabrum,VU,B1ab(iii),TER10,,P.A.,2020,Reavaliação,
Asteraceae,"Lychnocephalus leucodendron (Matffeld) Loeuille, Semir & Pirani",Lychnocephalus leucodendron,EN,B1ab(iii)+2ab(iii),TER39,,P.A.,2020,Reavaliação,
Asteraceae,"Lychnocephalus sellowii (Schultz-Bipontinus) Loeuille, Semir & Pirani",Lychnocephalus sellowii,EN,B1ab(iii)+2ab(iii),TER10,,P.A.,2020,Reavaliação,
Asteraceae,Lychnocephalus tomentosus Mart. ex Candolle,Lychnocephalus tomentosus,VU,B1ab(iii),TER10,,P.A.,2020,Reavaliação,
Asteraceae,Lychnophora crispa Mattf.,Lychnophora crispa,EN,"B2ab(i,ii,iii)",TER10 - TER39,,P.A.,2019,Reavaliação,
Asteraceae,Lychnophora diamantinana Coile & Jones,Lychnophora diamantinana,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",TER10,,P.A.,2019,Reavaliação,
Asteraceae,Lychnophora ericoides Mart.,Lychnophora ericoides,NT,,TER10 - TER15 - TER39 - TER9,,P.A.,2019,Reavaliação,
Asteraceae,Lychnophora gardneri Sch.Bip.,Lychnophora gardneri,VU,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",TER10,,P.A.,2019,Reavaliação,
Asteraceae,Lychnophora granmogolensis (Duarte) Semir,Lychnophora granmogolensis,NT,,TER10 - TER39,,P.A.,2019,Reavaliação,
Asteraceae,Lychnophora martiana Gardner,Lychnophora martiana,EN,"B2ab(i,ii,iii)",TER10,,P.A.,2019,Reavaliação,
Asteraceae,Lychnophora mello-barretoi G.M.Barroso,Lychnophora mello-barretoi,EN,"B2ab(i,ii,iii)",TER10,,P.A.,2019,Reavaliação,
