"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","coordinatePrecision","geoFlag","infraspecificEpithet","class","order","individualCount","phylum"
"11","2020-09-12 05:00:02-03","US","US","2569985","PreservedSpecimen","Plantae","Begoniaceae","Begonia","scharffii","Begonia scharffii",NA,NA,NA,NA,NA,"O. Handro","680","1956","11","30","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00324412","US00324412_01","South America - Neotropics",NA,NA,NA,"Dicotyledonae","Violales","1",NA
"12","2020-09-12 05:00:02-03","US","US","3082668","PreservedSpecimen","Plantae","Begoniaceae","Begonia","scharffii","Begonia scharffii",NA,NA,NA,NA,NA,"D. Araujo","6234","1984","5","2","Brazil","Rio de Janeiro","Cachoeiras de Macacu","Valley of rio paraiso","-42.6530990600586","-22.4624996185303",NA,NA,NA,NA,NA,"US00313967","US00313967_01","South America - Neotropics","32671","auto",NA,"Dicotyledonae","Violales","1",NA
"13","2020-09-12 05:00:02-03","US","US","2569986","PreservedSpecimen","Plantae","Begoniaceae","Begonia","scharffii","Begonia scharffii",NA,NA,NA,NA,NA,"O. Handro","680","1956","11","30","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00324388","US00324388_01","South America - Neotropics",NA,NA,NA,"Dicotyledonae","Violales","1",NA
"14","2020-09-12 05:00:02-03","US","US","2197737","PreservedSpecimen","Plantae","Begoniaceae","Begonia","schenckii","Begonia schenckii",NA,NA,NA,NA,NA,"L. B. Smith","6216","1952","3","14","Brazil","Santa Catarina","Palhoça","Piloes","-48.6678009033203","-27.645299911499",NA,NA,"700","700",NA,"US00327566","US00327566_01","South America","31105","auto",NA,"Dicotyledonae","Violales","1",NA
"15","2020-09-12 05:00:02-03","US","US","2552584","PreservedSpecimen","Plantae","Begoniaceae","Begonia","schenckii","Begonia schenckii",NA,NA,NA,NA,NA,"R. Reitz & R. M. Klein","3625","1956","9","6","Brazil","Santa Catarina",NA,"Piloes, palhoca",NA,NA,NA,NA,"350","350",NA,"US00327564","US00327564_01","South America",NA,NA,NA,"Dicotyledonae","Violales","1",NA
"16","2020-09-12 05:00:02-03","US","US","2561500","PreservedSpecimen","Plantae","Begoniaceae","Begonia","schenckii","Begonia schenckii",NA,NA,NA,NA,NA,"R. M. Klein","504","1953","4","5","Brazil","Santa Catarina",NA,"Teresopolis, palhoca",NA,NA,NA,NA,"500","500",NA,"US00327559","US00327559_01","South America",NA,NA,NA,"Dicotyledonae","Violales","1",NA
"17","2020-09-12 05:00:02-03","US","US","2561501","PreservedSpecimen","Plantae","Begoniaceae","Begonia","schenckii","Begonia schenckii",NA,NA,NA,NA,NA,"R. M. Klein","504","1953","4","5","Brazil","Santa Catarina",NA,"Teresopolis, palhoca",NA,NA,NA,NA,"500","500",NA,"US00323865","US00323865_01","South America",NA,NA,NA,"Dicotyledonae","Violales","1",NA
"18","2020-09-12 05:00:02-03","US","US","3238642","PreservedSpecimen","Plantae","Begoniaceae","Begonia","schenckii","Begonia schenckii",NA,NA,NA,NA,NA,"G. Hatschbach","54853","1990","12","2","Brazil","Santa Catarina",NA,"Serra do Rio do Rastro, Lauro Muller",NA,NA,NA,NA,"1100","1100",NA,"US00424928","US00424928_01","South America",NA,NA,NA,"Dicotyledonae","Violales","1",NA
"19","2020-09-12 05:00:02-03","US","US","2829902","PreservedSpecimen","Plantae","Begoniaceae","Begonia","schenckii","Begonia schenckii",NA,NA,NA,NA,NA,"L. Dombrowski","4637","1973","3",NA,"Brazil","Paraná",NA,"Curitiba",NA,NA,NA,NA,NA,NA,NA,"US00313965","US00313965_01","South America",NA,NA,NA,"Dicotyledonae","Violales","1",NA
"20","2020-09-12 05:00:02-03","US","US","2561498","PreservedSpecimen","Plantae","Begoniaceae","Begonia","schenckii","Begonia schenckii",NA,NA,NA,NA,NA,"R. M. Klein & -- Souza-Sobrinho","8080","1969","1","21","Brazil","Santa Catarina",NA,"Morro costa da lagoa",NA,NA,NA,NA,"490","490",NA,"US00327562","US00327562_01","South America",NA,NA,NA,"Dicotyledonae","Violales","1",NA
"21","2020-09-12 05:00:02-03","US","US","2197736","PreservedSpecimen","Plantae","Begoniaceae","Begonia","schenckii","Begonia schenckii",NA,NA,NA,NA,NA,"L. B. Smith","6216","1952","3","14","Brazil","Santa Catarina","Palhoça","Piloes","-48.6678009033203","-27.645299911499",NA,NA,"700","700",NA,"US00327565","US00327565_01","South America","31105","auto",NA,"Dicotyledonae","Violales","1",NA
"22","2020-09-12 05:00:02-03","US","US","2561499","PreservedSpecimen","Plantae","Begoniaceae","Begonia","schenckii","Begonia schenckii",NA,NA,NA,NA,NA,"R. M. Klein & -- Souza-Sobrinho","8080","1969","1","21","Brazil","Santa Catarina",NA,"Morro costa da lagoa",NA,NA,NA,NA,"490","490",NA,"US00327560","US00327560_01","South America",NA,NA,NA,"Dicotyledonae","Violales","1",NA
"23","2020-09-12 05:00:02-03","US","US","2552583","PreservedSpecimen","Plantae","Begoniaceae","Begonia","schenckii","Begonia schenckii",NA,NA,NA,NA,NA,"L. B. Smith & R. Reitz","14179","1965","1","2","Brazil","Santa Catarina","Lauro Müller","Sao cristobal, serra roi de rastro","-49.3967018127441","-28.3927993774414",NA,NA,"700","700",NA,"US00327563","US00327563_01","South America","15992","auto",NA,"Dicotyledonae","Violales","1",NA
"24","2020-09-12 05:00:02-03","US","US","3668173","PreservedSpecimen","Plantae","Begoniaceae","Begonia","schenckii","Begonia schenckii",NA,"Smith, S. F., (US), NMNH",NA,NA,NA,"J. M. Silva","4064","2004","5","15","Brazil","Santa Catarina",NA,"Serra do Corvo Branco (Mun. Grao Para).",NA,NA,NA,NA,NA,NA,NA,"US01234919","US01234919_01","South America",NA,NA,NA,"Dicotyledonae","Violales","1",NA
"25","2020-09-12 05:00:02-03","US","US","2552582","PreservedSpecimen","Plantae","Begoniaceae","Begonia","schenckii","Begonia schenckii",NA,NA,NA,NA,NA,"L. B. Smith & R. Reitz","14179","1965","1","2","Brazil","Santa Catarina","Lauro Müller","Sao cristobal, serra roi de rastro","-49.3967018127441","-28.3927993774414",NA,NA,"700","700",NA,"US00327561","US00327561_01","South America","15992","auto",NA,"Dicotyledonae","Violales","1",NA
"26","2020-08-20 14:55:42-03","UFSC","FLOR","63035","PreservedSpecimen","Plantae","Begoniaceae","Begonia","scharffii","Begonia scharffii","Hook.","Jaramillo, J.",NA,NA,NA,"Jaramillo, J.C.; Fiaschi, P.; Kollmann, L.","216","2016","10","22","Brasil","Santa Catarina","Florianópolis","Unidade de Conservação Ambiental Desterro (Morro da lagoa).","-48.511389","-27.531389","48º30'41''W","27º31'53''S",NA,NA,"Erva, flores brancas com indumento vermelho, interior da mata, em paredões rochosos","FLOR0063035","FLOR0063035",NA,NA,NA,NA,NA,"Cucurbitales",NA,NA
"27","2020-08-20 14:55:42-03","UFSC","FLOR","68181","PreservedSpecimen","Plantae","Begoniaceae","Begonia","scharffii","Begonia scharffii","Hook.","Giuffre, P.M.W.","2019","10","04","Giuffre, P.M.W.; Caddah, M.K.","27","2019","09","27","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa, Trilha para mirante do Morro do Assopro.","-48.473611","-27.581667","48º28'25''W","27º34'54''S","337","337",NA,"FLOR0068181",NA,NA,NA,NA,NA,NA,"Cucurbitales",NA,NA
"28","2020-08-20 14:55:42-03","UFSC","FLOR","38242","PreservedSpecimen","Plantae","Begoniaceae","Begonia","scharffii","Begonia scharffii","Hook.","Jaramillo, J.C.V.","2017","06","29","Queiroz, M.H. de","1148","1995","08","31","Brasil","Santa Catarina","Florianópolis","Área de Educação Ambiental da Unidade de Conservação Ambiental Desterro, Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"rupícola, 0,3m altura. A aproximadamente 8m de altura. Folhas de coloração intensa avermelhada. L-273. Habitat: sobre rocha a pleno sol","FLOR0038242","FLOR0038242",NA,"27000","auto",NA,NA,"Cucurbitales",NA,NA
"29","2020-08-20 14:55:42-03","UFSC","FLOR","2827","PreservedSpecimen","Plantae","Begoniaceae","Begonia","scharffii","Begonia scharffii","Hook.","Jaramillo, J.C.V.","2017","06","29","Klein, R.M.; Souza Sobrinho, R.J. de","8080","1969","01","21","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"490","490","erva, flor branca Habitat: rupestre da mata","FLOR0002827","FLOR0002827",NA,"27000","auto",NA,NA,"Cucurbitales",NA,NA
"30","2020-08-20 14:55:42-03","UFSC","FLOR","47468","PreservedSpecimen","Plantae","Begoniaceae","Begonia","scharffii","Begonia scharffii","Hook.","Jaramillo, J.C.V.","2017","06","29","Falkenberg, D.B.","9307","1997","01","19","Brasil","Santa Catarina","Grão Pará","SC 439, encosta superior da face leste da Serra do Corvo Branco.","-49.2146987915039","-28.1849994659424",NA,NA,"900","900","erva rupícola, flor tépalas brancas, cálice com setas vermelhas, estames amarelos, 0,3m altura. folhas discolores, hipófilo violácio, pecíolo e pêlos verdes Habitat: beira de mata atlântica de encosta arenítica","FLOR0047468","FLOR0047468",NA,"24844","auto",NA,NA,"Cucurbitales",NA,NA
"31","2021-02-08 12:38:47-03","UFRGS","ICN","195318","S","Plantae","Begoniaceae","Begonia","cf. scharffii","Begonia cf. scharffii","Hook.f.","Villada, J C J","2017","05","15","Rabuske, C; Santos-Jr, R","185","2017","03","11","Brasil","SC","Nova Veneza","Área Particular de Preservação Ambiental São Francisco.","-49.4977989196777","-28.6366996765137",NA,NA,NA,NA,"Erva frequente no sub-bosque florestal do cume do morro. Folhas com matiz verde-escuro na face adax., violáceas na face abax. Pétalas alvas. Frutos com projeções avermelhadas.; Cume do Morro São Francisco, no sub-bosque florestal.",NA,NA,"América do Sul","20545","auto",NA,NA,NA,NA,"Dicotyledon"
