"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","infraspecificEpithet","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1113853","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","A. C. Cervi","1994","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1251496' target='other'> <mi>dwc_moreinfo</mi></a>","NY01113853","CA7247","Magnoliophyta","Ericales","A.DC.","R. Spichiger","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada","-36.42","-9.25","NY01113853_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2063524","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","D. C. Imig","2011","11","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499968' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063524","26","Magnoliophyta","Ericales","A.DC.",NA,"Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.65","-24.17","NY02063524_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1039007","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","M. G. Bovini","2003","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1479225' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039007","2365","Magnoliophyta","Ericales","A.DC.","M. F. d. Santos","Minas Gerais","Januária","Parque Nacional Grande Sertão Veredas. Estrada Pandeiros, sentido Parque Nacional Grande Sertão Veredas. APA-Pandeiros.","-44.81","-15.4917","NY01039007_01 NY01039007_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","471915","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","M. Silveira","1999","05","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471915","1659","Magnoliophyta","Ericales","A.DC.","M. Silveira","Acre","Brasiléia","Reserva Extrativista Chico Mendes, Seringal Porongaba, colocaçao Santa Rita.","-68.7717","-10.8203","NY00471915_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","778400","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","A. Schinini","1997","12","13","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778400","33804","Magnoliophyta","Ericales","A.DC.","B. Wallnöfer","Amambay",NA,"51 km por ruta 3 luego del cruce con ruta 5.","-56.42","-22.28",NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","778254","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","R. M. Harley","1980","04","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778254","21130","Magnoliophyta","Ericales","A.DC.","B. Wallnöfer","Bahia",NA,"Serra Geral de Caitité ca. 5 km S from Caitité along the Brejinhos das Amestistas road. G5","-42.48","-14.12","NY00778254_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00972871","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","J. R. Pirani","1985","10","11","South America","Brazil","sheet",NA,"Coletas no Parque Indígena <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972871","1228","Magnoliophyta","Ericales","A.DC.","B. Wallnöfer","Mato Grosso",NA,"Ilha do Bananal, na divisa com o Parque Nacional do Araguaia.","-50.5","-10.42","NY00972871_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00983850","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","H. S. Irwin","1971","03","17","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983850","32083","Magnoliophyta","Ericales","A.DC.","P. B. Cavalcante","Goiás","Água Fria de Goiás","Serra Geral do Paraná, ca. 20 km S.of São João de Aliança","-47.5333","-14.88076","NY00983850_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1144680","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","J. R. Pirani","1996","04","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297322' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144680","3668","Magnoliophyta","Ericales","A.DC.","B. Wallnöfer","Minas Gerais","Santana do Riacho","Santana do Riacho: Morro da Pedreira, segundo grupo (grande afloramento de metacalcário).","-43.67","-19.33","NY01144680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","886495","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","P. Fiaschi","2004","09",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886495","2549","Magnoliophyta","Ericales","A.DC.","B. Wallnöfer","Bahia","Ilhéus","RPPN Salto Apepique. Rodovia Ilhéus-Itacaré, na altura do km 20 (Ponta do Tulha), entrada à esq., rumo ao Retiro. Estrada de acesso à RPPN.","-39.0769261","-14.589398","NY00886495_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02447569","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","R. C. de Mendonça","2004","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623516' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447569","5839","Magnoliophyta","Ericales","A.DC.",NA,"Goiás","Flores de Goiás","Fazenda Cachoeirama, na estrada de chão entre Flores e Iaciara na direção do Rio Corrente.","-46.9522","-14.2983","NY02447569_01","435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","778401","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","R. Guillén","1995","05","04","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778401","3499","Magnoliophyta","Ericales","A.DC.","R. Guillén","Santa Cruz","José Miguel de Velasco","Reserva Ecológica El Refugio; a 4 km del campamento, sobre el camino a la serranía de Caparúch, en el Potrero #2","-61.0028333","-14.7365",NA,"180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1145906","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","P. G. Delprete","2007","11","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1322448' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145906","10466","Magnoliophyta","Ericales","(Mart.) B.Walln.","B. Wallnöfer","Goiás","Pirenópolis","Parque Estadual dos Pirineus. Floresta umbrófila na base dos Três Picos.","-48.8408","-15.7903","NY01145906_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-09-10 12:23:18-03","MCN-PUC-MINAS","HPUC-MG","CARP020","S","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","M.F.V.Starling","2013","03","29",NA,"Brasil",NA,NA,"Fruto simples - Bacóide. - Campomanésio.",NA,NA,NA,NA,NA,"CUNHA, J. S.","Minas Gerais",NA,"Santana do Pirapama - Fazenda dos Inhames","-44.030833","-19.235",NA,"644","644","44º01'51''W","19º14'06''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","14405","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Bicudo, L.R.H.","1986","10","02",NA,"Brasil",NA,NA,"Planta de 2 m de altura e 10 cm de circunferência do tronco a 30 cm do solo, botões verdes","BOTU014405","1539",NA,NA,"A.DC.","Bicudo, L.R.H.","São Paulo","Botucatu",NA,"-48.284722","-22.8",NA,NA,NA,"48°17'5w","22°48's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","14404","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Bicudo, L.R.H.","1986","10","16",NA,"Brasil",NA,NA,"Planta de 1 m de altura, cálice e corola verde, sem odor","BOTU014404","1592",NA,NA,"A.DC.","Bicudo, L.R.H.","São Paulo","Botucatu",NA,"-48.284722","-22.8",NA,NA,NA,"48°17'5w","22°48's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:29:11-03","UNESP-IBB","BOTU","20084","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Bertoncini, A.P.","1994","09","28",NA,"Brasil",NA,NA,"Arvoreta, 2,5 m de altura, caule suberoso, folhas membranáceas, flores de corola verde e estames creme","BOTU020084","408",NA,NA,"A.DC.","Bertoncini, A.P.","São Paulo","Agudos",NA,NA,NA,NA,NA,NA,"9999","9999","1994","09","28",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","14409","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","hispida","Diospyros hispida","Bicudo, L.R.H.","1986","10","23",NA,"Brasil",NA,NA,"Planta de 2 m de altura e 10 cm de circunferência do tronco a 30 cm do solo, flores esverdeadas","BOTU014409","1628",NA,NA,"A.DC.","Bicudo, L.R.H.","São Paulo","Botucatu",NA,"-48.733333","-22.566667",NA,NA,NA,"48°44'w","22°34's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","10722","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Gottsberger, I.S.","1972","10","19",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. ; Coleção: Cerrado Estação 13 de Maio","BOTU010722","191072",NA,NA,"(Mart.) B. Walln.","Gottsberger, I.S.","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"48°25'w","22°45's","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","22553","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Amaral Jr., A.","1999","04","12",NA,"Brasil",NA,NA,"Arbusto 1,8m, estéril.","BOTU022553","483",NA,NA,"(Mart.) B. Walln.",NA,"Mato Grosso do Sul","Bataguassu",NA,"-52.277694","-21.643833",NA,NA,NA,"52°16'39.7w","21°38'37.8s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","10717","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Gottsberger, I.S.","1971","09","30",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010717","30971",NA,NA,"(Mart.) B. Walln.","Gottsberger, I.S.","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"48°25'w","22°45's","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:29:11-03","UNESP-IBB","BOTU","33461","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Vergílio, P.C.B.","2015","10","01",NA,"Brasil",NA,NA,NA,"BOTU033461","57/6.1",NA,NA,"(Mart.) B.Walln.",NA,"São Paulo","Botucatu","Estância Santa Catarina, distrito de Rubião Jr.",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-08 11:07:37-03","UNESP-IBB","BOTU","15208","PreservedSpecimen","Plantae","Bignoniaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Bicudo, L.R.H.","1986","11","01",NA,"Brasil",NA,NA,"Planta de 80 cm de altura, cálice verde, corola verde, odor fraco","BOTU015208","1646",NA,NA,"(Mart.) B. Walln.",NA,"São Paulo","Botucatu",NA,"-48.284722","-22.8",NA,NA,NA,"48°17'5w","22°48's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:11-03","UNESP-IBB","BOTU","33462","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Vergílio, P.C.B.","2015","11","04",NA,"Brasil",NA,NA,NA,"BOTU033462","92/6.3",NA,NA,"(Mart.) B.Walln.",NA,"São Paulo","Botucatu","Estância Santa Catarina, distrito de Rubião Jr.",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","24601","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Destro, G.F.G.","2004","09","30",NA,"Brasil",NA,NA,NA,"BOTU024601","194",NA,NA,"(Mart.) B. Walln.","Destro, G.F.G.","São Paulo","Botucatu","Centroflora, Anidro do Brasil, Rodovia Eduardo Zucari, km 21,14","-48.522222","-22.959444",NA,NA,NA,"48°31'20w","22°57'34s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","24255","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Ishino, M.N.","2004","02","10",NA,"Brasil",NA,NA,"Cerrado s.s. Árvore, 1,60m, início de frutificação; frutos verdes, arredondados e pelosos e com restos florais.; Coleção: Biota - Cerrado Pratânia","BOTU024255","84",NA,NA,"(Mart.) B. Walln.","Campos, C.J.","São Paulo","Pratânia","Reserva Particular Fazenda Palmeira da Serra, Rodovia João Mellão , Km 218","-48.743056","-22.813889",NA,NA,NA,"48°44'35w","22° 48' 50s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","16563","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Carmello, S.M.","1987","09","09",NA,"Brasil",NA,NA,"Flores verdes, planta de 2 m de altura","BOTU016563","31",NA,NA,"(Mart.) B. Walln.",NA,"Goiás","Mossâmedes",NA,"-50.383333","-16.183333",NA,NA,NA,"50°23'w","16°11's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","10719","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Gottsberger, I.S.","1971","10","14",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Small tree.; Coleção: Cerrado Estação 13 de Maio","BOTU010719","2096-141071",NA,NA,"(Mart.) B. Walln.","Gottsberger, I.S.","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"48°25'w","22°45's","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","10720","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Gottsberger, I.S.","1971","09","03",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. ; Coleção: Cerrado Estação 13 de Maio","BOTU010720","2096",NA,NA,"(Mart.) B. Walln.","Gottsberger, I.S.","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"48°25'w","22°45's","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","10718","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Gottsberger, I.S.","1972","09","28",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010718","28972",NA,NA,"(Mart.) B. Walln.","Gottsberger, I.S.","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"48°25'w","22°45's","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","10721","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Gottsberger, I.S.","1970","10","29",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. ; Coleção: Cerrado Estação 13 de Maio","BOTU010721","746",NA,NA,"(Mart.) B. Walln.","Gottsberger, I.S.","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"48°25'w","22°45's","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:29:11-03","UNESP-IBB","BOTU","30074","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Souza, V.C.","1995","11","10",NA,"Brasil",NA,NA,NA,"BOTU030074","9381",NA,NA,"(Mart.) B.Walln.",NA,"São Paulo","São Carlos","Estrada entre Itirapina e a represa do Lobo, próximo ao pedágio municipal",NA,NA,NA,NA,NA,"9999","9999","2019","04","09",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","24268","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Ishino, M.N.","2004","01","12",NA,"Brasil",NA,NA,"Cerrado s s . Árvore de 2m, frutos verdes, arredondados, imaturos (4cm diâmetro).; Coleção: Biota - Cerrado Pratânia","BOTU024268","97",NA,NA,"(Mart.) B. Walln.","Campos, C.J.","São Paulo","Pratânia","Reserva Particular Fazenda Palmeira da Serra, Rodovia João Mellão , Km 218","-48.743056","-22.813889",NA,NA,NA,"48°44'35w","22° 48' 50s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 11:08:04-03","UNESP-IBB","BOTU","22660","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","lasiocalyx","Diospyros lasiocalyx","Amaral Jr., A.","1999","04","13",NA,"Brasil",NA,NA,"Árvore 4m, estéril.","BOTU022660","590",NA,NA,"(Mart.) B. Walln.",NA,"Mato Grosso do Sul","Bataguassu",NA,"-52.277694","-21.643833",NA,NA,NA,"52°16'39.7w","21°38'37.8s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
