"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","locality","fieldNumber","individualCount","class","typeStatus"
"11","2021-03-31 13:41:13-03","MN","R","35434","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","Mello Barreto, H.L.","Sampaio, A.J.","7499","1934","03","08",NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711","17082",NA,"Jardim Botânico de Belo Horizonte",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-31 13:41:13-03","MN","R","221997","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","Pabst, G.F.J.","Maciel, A.",NA,"1948","02","07",NA,"Brasil","Minas Gerais","Ituiutaba","-49.4650001525879","-18.968900680542","50022",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"1958","11","30",NA,NA,NA,NA,NA
"13","2016-07-05 11:14:20-03","FFCLRP","LBMBP","422","S","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","E.R. Pansarin","E.R. Pansarin",NA,NA,NA,NA,NA,"Brasil","Goiás","Cavalcante","-47.45","-13.783333",NA,NA,NA,NA,NA,NA,NA,NA,"47°27'W","13°47'S",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:38:42-03","MBM","MBM","34532","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","Pabst, G.","Hatschbach, G.; Anderson, W.; Gates, B.; Anderson, W.; Gates, B.","36321","1975","02","20","Southern America","Brazil","Goiás","Alto Paraíso",NA,NA,NA,NA,NA,"MBM034532",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. GO-12, Chapada dos Veadeiros",NA,NA,NA,NA
"15","2013-05-16 11:19:48-03","MNHN","RECOLNAT_MNHN_P","P00331062","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Selenipedium","vittatum","Selenipedium vittatum","(Vell.) Rchb.f",NA,"Regnell, A.F.",NA,"1857","3","18",NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331062' target='other'> <mi>dwc_moreinfo</mi></a>","P00331062","P00331062_01",NA,NA,NA,NA,NA,NA,NA,NA,"Prov. de S. Paulo","III 1206",NA,NA,NA
"16","2020-10-01 14:26:07-03","JBB","HEPH","7748","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","Lima, IV","Lima, IV","42","1992","03","09","Southern America","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"1992","03",NA,"Reserva Ecológica do Guará",NA,NA,NA,NA
"17","2020-10-01 14:26:07-03","JBB","HEPH","7821","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","Salles, AEH","Salles, AEH","1876","1993","02","06","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242","44724",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"1993","02",NA,NA,NA,NA,NA,NA
"18","2020-10-01 14:26:07-03","JBB","HEPH","21476","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","Salles, AEH","Salles, AEH; Oliveira, MS; Teixeira, RS; Azevedo, INC de","3612A,B","2005","02","18","Southern America","Brasil","Goiás","Formosa","-47.334400177002","-15.5371999740601","113054",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"2005","02","18","Fazenda Indaiá",NA,NA,NA,NA
"19","2020-12-11 11:44:48-03","UFMG","BHCB","64011","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe",NA,"Sampaio, AJ","7499","1934","03","08","Southern America","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711","17082",NA,"herbácea.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Acaba Mundo, Serra do Curral.",NA,NA,NA,NA
"20","2020-12-11 11:44:48-03","UFMG","BHCB","99688","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe",NA,"Mota, RC da","3022","2006","03","25","Southern America","Brasil","Minas Gerais","Miravânia","-44.4035987854004","-14.7411003112793","20180",NA,"erva terrestre ; sépalas verde-acastanhadas, pétalas verde acastanhadas com margens castanhas, labelo predominantemente castanho esverdeado.; em mata de galeria","BHCB001471","BHCB001471","auto","840","840",NA,NA,"2006","04",NA,"Fazenda Tropeiros",NA,NA,NA,NA
"21","2020-12-11 11:44:48-03","UFMG","BHCB","46916","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe",NA,"Tameirão Neto, E","2782","1998","12","01","Southern America","Brasil","Minas Gerais","Oliveira","-44.8272018432617","-20.6963996887207","38796",NA,"Campo Hidromórfico em área de cerrado (meia encosta). Herbáceo.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Usina de Tronqueiras, rio Tronqueiras.",NA,NA,NA,NA
"22","2015-04-28 11:42:00-03","MO","MOBOT","100811650","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","L.M. McCook","Gert G. Hatschbach|et al.","Hatschbach 36321","1975","2","20","South America","Brazil","Goiás","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242","44724",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Protected due to name conservation status",NA,"1",NA,NA
"23","2013-08-23 04:12:00-03","MO","MOBOT","100198665","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe",NA,"Roberto Vásquez","Vásquez C. 2845",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protected due to name conservation status",NA,"1",NA,NA
"24","2015-04-28 11:45:00-03","MO","MOBOT","100811653","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","L.M. McCook","William R. Anderson","Anderson 6404","1973","3","5","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,"Protected due to name conservation status",NA,"1",NA,NA
"25","2015-08-13 05:50:00-03","MO","MOBOT","100811654","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","L.M. McCook","Howard S. Irwin|R.M. Harley|Gary L. Smith","Irwin 33179","1971","3","25","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,"Protected due to name conservation status",NA,"1",NA,NA
"26","2020-08-01 18:19:15-03","UNESP-IBILCE","SJRP","12456","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","Pietrobom da Silva, M.R.","Pietrobom da Silva, M.R.",NA,NA,NA,NA,"América do Sul","Brasil","Minas Gerais","Gurinhatã","-49.7863998413086","-19.2133007049561","50608",NA,"Terrestre; herbácea 50 cm, flor amarela-roxa;",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"serra do lajeado",NA,NA,"Liliopsida",NA
"27","2017-11-24 14:11:54-02","UFLA","ESAL","26886","S","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","T.L. Vieira; L.R.S. Guimarães, CFHall","Domingos, DQ; Wilder","61",NA,NA,NA,NA,"Brasil","Minas Gerais","Gouvea",NA,NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hidrelétrica de Paraúnas",NA,NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","2839405","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe",NA,"G. Hatschbach, W. R. Anderson, R. C. Barneby & B. Gates","36321","1975","2","20","South America - Neotropics","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"US00323161","US00323161_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"29","2020-09-12 05:00:02-03","US","US","37143","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","McCook, Lucile M.","A. F. Regnell","1206","1857","3","18","South America - Neotropics","Brazil","São Paulo",NA,NA,NA,NA,NA,"Annotated by L. McCook (1989) as NEOTYPE [of Phragmipedium vittatum (Vellozoa) Rolfe] but neotypification apparently never published.","US00323936","US00323936_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"30","2020-09-12 05:00:02-03","US","US","2602045","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe",NA,"H. S. Irwin, J. W. Grear, R. Souza & R. G. P. Santos","12950","1966","2","16","South America - Neotropics","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"US00323162","US00323162_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"31","2020-09-12 05:00:02-03","US","US","2196599","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe",NA,"A. Macedo","1492","1948","12","13","South America - Neotropics","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"US00323160","US00323160_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"32","2020-09-12 05:00:02-03","US","US","203864","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","McCook, Lucile M.","A. F. Regnell","1206",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"Annotated by L.M. McCook (1989) as isoneotype of Phragmipedium vittatum (Vellozo) Rolfe, neotypification apparently never published.","US00323937","US00323937_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"33","2020-09-02 16:35:18-03","Cenargen","CEN","86827","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","L. B. Bianchetti","Marcelo Fragomeni Simon","1816","2013","05","01",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","-47.5099983215332","-14.1324996948242","44724","Unicata",NA,"CEN00086827","CEN00086827","auto",NA,NA,NA,NA,"2013","05",NA,NA,NA,"1",NA,NA
"34","2020-09-02 16:35:18-03","Cenargen","CEN","41045","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","L. B. Bianchetti","Glocimar Pereira-Silva","4727","2001","02","21",NA,"Brasil","GO","CAVALCANTE","-47.4583015441895","-13.7974996566772","92497","Exsicatas","Sépalas verde-amareladas, pétalas com margem vinácea, labelo globoso verde-amarelado.&nf;Área de influência da futura Hidrelétrica de Cana Brava, influência indireta.","CEN00041045","CEN00041045","auto","450","450",NA,NA,"2001","02",NA,"Estrada para Limoeiro, a cerca de 28 km da balsa dos Paulistas rio Tocantins.",NA,"5",NA,NA
"35","2020-09-02 16:35:18-03","Cenargen","CEN","73722","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","T. E. C. Meneguzzo","Gustavo Martinelli","16434","2009","04","15",NA,"Brasil","GO","CAVALCANTE","-47.4583015441895","-13.7974996566772","92497","Exsicatas","Doação do Jardim Botânico do Rio de Janeiro, RB - 485590","CEN00073722","CEN00073722","auto","1320","1320",NA,NA,"2011","03",NA,"Parque Nacional da Chapada dos Veadeiros. Alto do Cruzeiro, campos rupestres.",NA,"1",NA,NA
"36","2020-09-02 16:35:18-03","Cenargen","CEN","65784","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","A. A. Santos","Aécio Amaral-Santos","540","1999","10","29",NA,"Brasil","GO","COLINAS DO SUL","-48.0783004760742","-14.1513996124268","58154","Unicata","Área de Influência da UHE Serra da Mesa.","CEN00065784","CEN00065784","auto",NA,NA,NA,NA,"1999","10",NA,"Estrada de acesso á fazenda Mato Verde, próximo ás torres LT 500 Kv 69.",NA,"1",NA,NA
"37","2020-09-02 16:35:18-03","Cenargen","CEN","45073","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe",NA,"Sebastião Pinheiro Cordovil da Silva","584","1997","04","04",NA,"Brasil","GO","COLINAS DO SUL","-48.0783004760742","-14.1513996124268","58154","Unicata","Planta cultivada em casa de vegetação no CENARGEN e posteriormente herborizada (X/2002).","CEN00045073","CEN00045073","auto",NA,NA,NA,NA,NA,NA,NA,"Margem esquerda do rio Tocantins, 3,5 km abaixo da foz do Tocantinzinho.",NA,"1",NA,NA
"38","2020-09-02 16:35:18-03","Cenargen","CEN","65813","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","A. A. Santos","Aécio Amaral-Santos","566","1999","12","14",NA,"Brasil","GO","COLINAS DO SUL","-48.0783004760742","-14.1513996124268","58154","Unicata","Área de influência da UHE Serra da Mesa.","CEN00065813","CEN00065813","auto",NA,NA,NA,NA,"1999","12",NA,"Próximo da LT 500 Kv, torre 103 (OP) dentro da fazenda Vale do Tocantins.",NA,"1",NA,NA
"39","2020-09-02 16:35:18-03","Cenargen","CEN","27141","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","L. B. Bianchetti & J. A. N. Batista","João Aguiar Nogueira Batista","743","1997","06","29",NA,"Brasil","GO","FORMOSA","-47.334400177002","-15.5371999740601","113054","Exsicatas","Próxima ao rio. Solo hidromorfo, escuro, com blocos de rocha na superfície. Área não queimada, mas relativamente perturbada em função da trilha e da passagem de pessoas pelo local. Cobertura graminosa em média bem desenvolvida, mas as plantas encontravam-se em pontos mais abertos. Ocorrendo ao lado de Cyrtopodium paludicolum, Epidendrum secundum e Bletia catenulata, todas espécies de local úmido. Restrita a este único ponto do campo, mas no local observado vários exemplares. Floração atípica, observado este único exemplar com uma última flor. Doação da Flora do Brasil Estado de Goiás.","CEN00027141","CEN00027141","auto",NA,NA,NA,NA,"1997","06",NA,"A Oeste de Formosa, Fazenda Indaiá, próximo ao Camping Club do Brasil. Abaixo da área de captação de água da Indaiá, na margem direita do rio (rio abaixo), um pouco abaixo da cachoeira maior, ao lado da trilha que margeia o rio.",NA,"1",NA,NA
"40","2020-09-02 16:35:18-03","Cenargen","CEN","35048","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","Z. J. G. Miranda","Zenilton de Jesus Gayoso Miranda","32","2000","02","24",NA,"Brasil","GO","FORMOSA","-47.334400177002","-15.5371999740601","113054","Exsicatas","Área aberta inundável. Solo argilo-arenoso. Em início de floração. Flores verdes com nervuras evidentes; pétalas vinho. Labelo calceolado, piloso em sua parte interna. Aroma não percebido. Doação da Flora do Brasil - Distrito Federal.","CEN00035048","CEN00035048","auto",NA,NA,NA,NA,"2000","04",NA,"Fazenda Indaiá, caminho para São João d'Aliança, próximo à 1ª cachoeira.",NA,"1",NA,NA
"41","2020-09-02 16:35:18-03","Cenargen","CEN","65835","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","J. A. N. Batista","Aécio Amaral-Santos","588","1999","12","15",NA,"Brasil","GO","MINACU",NA,NA,NA,"Exsicatas","Área de influência da UHE Serra da Mesa.","CEN00065835","CEN00065835",NA,NA,NA,NA,NA,"2000","01",NA,"Cerca de 5 km após a barragem de Serra da Mesa, á esquerda, subindo em direção ao rio Tocantinzinho.",NA,"3",NA,NA
"42","2020-09-02 16:35:18-03","Cenargen","CEN","34297","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","B. M. T. Walter","Bruno Machado Teles Walter","4365","1999","06","24",NA,"Brasil","GO","COLINAS DO SUL","-48.0783004760742","-14.1513996124268","58154","Exsicatas","Planta é freqüente em todo o local, nas linhas de drenagem dos córregos permanentes ou não. Toda a população com flores velhas, secas. Área de influência do AHE Serra da Mesa.","CEN00034297","CEN00034297","auto","650","650",NA,NA,"1999","06",NA,"Estrada de terra Colinas - Serra da Mesa. A 41 km de Colinas, cerca de 7 km após a Vila Borba.",NA,"1",NA,NA
"43","2020-09-22 10:17:57-03","UFG","HJ","6034","S","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe",NA,"Guilherme, FAG; Carneiro, SES; Bernasol, WP","1691","2009","04","19",NA,"Brasil","Goiás","Caçu","-51.204722","-18.675556",NA,NA,NA,"HJ00006034",NA,NA,"450","450","51º12'17''W","18º40'32''S",NA,NA,NA,"UHE Salto.",NA,NA,NA,NA
"44","2019-07-09 12:46:52-03","F","FMNH-SEEDPLANTS","V0434738F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum",NA,"RRC ID Flag","H. S. Irwin et al.","12950","1966","2","16","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"V0434738F","V0434738F_01 V0434738F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12950",NA,"Monocotyledoneae",NA
"45","2019-05-06 12:01:21-03","UFU","HUFU","64951","S","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe",NA,"Rezende, A.R.; Teodoro, V.M.","603","2012","03","31",NA,"Brasil","Minas Gerais","Ituiutaba","-49.467778","-19.033333",NA,NA,"Erva, 0,5 m alt. Cálice amarelo-esverdeado, pétalas verdes com bordos vináceos, labelo verde-amarelado com máculas vináceas, anteras amarelas.; Cerrado.","HUFU00030624","HUFU00030624",NA,"680","680","-49.467778","-19.033333",NA,NA,NA,"Serra do Corpo Seco",NA,NA,NA,NA
"46","2020-05-19 17:19:40-03","UFMT","UFMT","13113","S","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe",NA,"Petini-Benelli, A.","457","2010","03","13",NA,"Brasil","Mato Grosso","Cuiabá","-56.0966987609863","-15.5960998535156","74875",NA,"Planta terrestre, herbácea até 50 cm, flores verdes com máculas e estrias marrons. Labelo sacciforme, verde brilhante.; Brejo, área úmida com gramineas.","UFMT00013113",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Estrada para rio Aricá, nas proximidades da UHE Manso.",NA,NA,NA,NA
"47","2020-05-19 17:19:40-03","UFMT","UFMT","11775","S","Plantae",NA,NA,"Orchidaceae","Phragmipedium","vittatum","Phragmipedium vittatum","(Vell.) Rolfe","Hall, C.F.","Petini-Benelli, A.","138","2009","09","08",NA,"Brasil","Mato Grosso","Cuiabá","-56.0966987609863","-15.5960998535156","74875",NA,"Solo argiloso.; Herbácea terrestre. Frutos imaturos verdes.; Brejo.","UFMT00011775",NA,"auto",NA,NA,NA,NA,"2013","03","25","Próximo UHE. APM-Mnaso. Estrada para o Rio Aricá. Área particular.",NA,NA,NA,NA
"48","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Selenipedium","vittatum","Selenipedium vittatum","(Vell.) Rchb.f.",NA,"Regnell, AF","1206",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"P03P4N0001",NA,NA,NA,NA,NA,NA,NA,NA,"Habitat in fissuris rupium ad Serra Cajurú prope Retiro de Lagem prov. S.Paulo e prov. Rio de Janeiro in hortis Europ. culta.",NA,NA,NA,NA
