"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus"
"11","2016-09-29 18:48:00-03","NY","NYBG","778708","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata",NA,"J. C. Lindeman","J. C. Lindeman","992","1966","04","25","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00778708","NY00778708_01",NA,NA,NA,"N. of Rio Chopim.","680","680","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797372' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","538430","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.",NA,"R. Reitz","7064","1958","09","11","Brazil","Santa Catarina","Rio do Sul","-49.6431","-27.2144",NA,NA,"NY00538430","NY00538430_01",NA,NA,NA,"Serra do Matador","550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472919' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 13:41:00-03","NY","NYBG","538431","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata",NA,NA,"L. B. Smith","12964","1964","10","26","Brazil","Santa Catarina","Videira","-51.15","-27",NA,NA,"NY00538431","NY00538431_01",NA,NA,NA,"Parque de Uva","700","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472920' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","569231","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","W. W. Thomas","E. M. N. Ferraz","46","1991","12","07","Brazil","Pernambuco","Triunfo","-38.1017","-7.8383",NA,NA,"NY00569231","NY00569231_01",NA,NA,NA,"Triunfo, Sítio Lagoa Nova","1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472921' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-08 11:10:15-03","UNESP-IBB","BOTU","26020","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Santos, A.S.","Santos, A.S.","304","2008","12","15","Brasil","Santa Catarina","Celso Ramos","-51.301944","-27.629722","51°18'07w","27°37'47 s","BOTU026020",NA,"2008","12","15",NA,NA,NA,"Fruto imaturo verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-24 17:11:04-03","UTFPR","DVPR","5033","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Cielo-Filho, R","Cielo-Filho, R; Periotto, F","1574","2014","11","20","Brasil","Paraná","Matelândia","-53.5726","-25.17575","-53.5726","-25.17575","DVPR005033",NA,"2014","12","10","Sítio do Sr. Raimundo Rissardi.","331","331","árvore, 5m, fruto maduro negro.; Coletada no potreiro da fazenda.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-24 17:11:04-03","UTFPR","DVPR","802","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Estevan, DA","Francisco, EM","s.n.","2005","11","21","Brasil","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,"DVPR000802","DVPR000802","2007",NA,NA,NA,NA,NA,"Árvore com 10 m, com flor cor amarela-esverdeada.","Magnoliophyta",NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-24 17:11:04-03","UTFPR","DVPR","2647","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Medri, C; Dias, MC","Medri, C; Kinnup, VF; Francisco, EM","706","1998","09","19","Brasil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,"DVPR002647",NA,"1999",NA,NA,"Salto das Orquídeas",NA,NA,"Árvore 5m, flores esverdeadas.; Encosta rochosa, área aberta","Magnoliophyta",NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:44:12-03","EAO","IAN","19502","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","vellozii","Picrasma vellozii","Planch.",NA,"Glaziou, AFM","1592",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"IAN019502",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:51-03","PUCPR","HUCP","12470","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","Engl. in Engl. & Prantl.","Cervi, AC","Cervi, AC","6861","1999","10","28","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"HUCP00019023","HUCP00019023",NA,NA,NA,"Parque Estadual de Vila Velha",NA,NA,"Nº 40119.","Eudicotiledonea",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:25:03-03","UFBA","ALCB","134429","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Guedes, ML","Guedes, ML; Alunos de Botânica BIOC05","31109","2018","11","11","Brasil","Bahia","Tucano","-39.318611","-11.608611","-39.318611","-11.608611","ALCB059206","ALCB059206 ALCB059206_1","2019","06",NA,"Torre do Quererá.",NA,NA,"de ca 5 m de altura. Folhas com folíolos discolores. Inflorescência com flores em botões. Frutos jovens esverdeados.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:33:39-03","NBC","NL-BOTANY","L.2130752","PreservedSpecimen","Plantae","Simaroubaceae","Aeschrion","crenata","Aeschrion crenata","Vell.",NA,"Reitz R; Klein RM",NA,"1958","09","11","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2130752","NL-L2130752",NA,NA,NA,"Santa Catarina. Serra do Matador, Rio do Sul.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2130752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:33:45-03","NBC","NL-BOTANY","L.1081841","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.",NA,"Reitz R",NA,"1961","01","01","Brazil","Santa Catarina",NA,"-53.733333","-26.533333","-53.733333","-26.533333","NL-L1081841","NL-L1081841",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1081841 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0055921 | Uw 6963",NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:33:45-03","NBC","NL-BOTANY","L.1081842","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.",NA,"Reitz R",NA,"1961","01","01","Brazil","Santa Catarina",NA,"-53.733333","-26.533333","-53.733333","-26.533333","NL-L1081842","NL-L1081842",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1081842 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw6963",NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:33:45-03","NBC","NL-BOTANY","U 0055922","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.",NA,"Reitz R",NA,"1961","01","01","Brazil","Santa Catarina",NA,"-53.733333","-26.533333","-53.733333","-26.533333","NL-U0055922",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200055922 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw 6963",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:33:45-03","NBC","NL-BOTANY","U 0281100","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.",NA,"Lindeman JC; Haas JH de",NA,"1966","04","27","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0281100",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200281100 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw12854",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:33:45-03","NBC","NL-BOTANY","U.1722347","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.",NA,"Lindeman JC; Haas JH de",NA,"1966","04","27","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1722347","NL-U1722347",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1722347 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0089271",NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:33:45-03","NBC","NL-BOTANY","U.1722348","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.",NA,"Solomon JC",NA,"1983","10","05","Bolivia",NA,NA,"-64.216667","-21.483333","-64.216667","-21.483333","NL-U1722348","NL-U1722348",NA,NA,NA,"Dpto. Tarija, Prov. O'Connor, 21.5 km E of Narvaez on road to Entre Rios (6.9 km W of the Entre Rios).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1722348 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:33:34-03","MN","R","7967","PreservedSpecimen","Plantae","Simaroubaceae","Aeschrion","crenata","Aeschrion crenata","Vell.","Kissiau, T.","Glaziou, A.F.M.","19008","1891","10","15","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R000007967","R000007967_001","1975",NA,NA,NA,NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-07-02 14:04:18-03","JBP","HPL","11705","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata",NA,"H. Lorenzi","H. Lorenzi","6352","2007","10","08","Brasil","RS","Porto Alegre","-51.23","-30.0331",NA,NA,NA,NA,"2007","10","08","Coletado em cultivo no Instituto Zoobotânico.",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-07-02 14:04:18-03","JBP","HPL","10878","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata",NA,"H. Lorenzi","H. Lorenzi","6548","2008","11","25","Brasil","RS","Santa Maria do Herval","-50.9928","-29.4981",NA,NA,NA,NA,"2008","11","25","Coletado no bosque de lazer da represa.",NA,NA,NA,NA,NA,NA,NA,"10918","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-02-15 11:50:43-02","IPA","IPA","58260","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","Engl.","Bocage, A.","Correia, M.","176","1995","09","28","Brasil","Pernambuco","Pesqueira","-36.6963996887207","-8.35778045654297",NA,NA,"IPA0058260",NA,"1996","05","07","Serra do Ororobá, Fazenda São Francisco.",NA,NA,NA,"Plantae",NA,"Southern America",NA,"36615","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-02-15 11:50:43-02","IPA","IPA","59968","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","Engl.","Silva, A.G.","Silva, A.G. da; Nascimento, L.M.; Nascimento, L.M.","363","2001","01","16","Brasil","Pernambuco","Brejo da Madre de Deus","-36.401944","-8.187222","-36.401944","-8.187222","IPA0059968",NA,"2001","07","19","Mata do Malhada, borda da mata, próximo ao córrego.","565","960","Árvore ca. 8m de altura. Ramos com lenticelas. Frutos imaturos verdes. Frequente.; Mata Estacional.","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-02-15 11:50:43-02","IPA","IPA","52945","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","Engl.","Rita Pereira","Elba Ferraz","46","1991","11","07","Brasil","Pernambuco","Triunfo","-38.1016998291016","-7.83805990219116",NA,NA,"IPA0052945",NA,"1993","12",NA,"Sìtio Lagoa Nova",NA,NA,"Árvore. Flores verdes. Frequência alta.; Brejo de Altitude.","Plantae",NA,"Southern America",NA,"14606","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:50:43-02","IPA","IPA","53507","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","Engl.","; Thomas, W.","Elba Ferraz","62","1992","01","17","Brasil","Pernambuco","Triunfo","-38.1016998291016","-7.83805990219116",NA,NA,"IPA0053507",NA,"1993","01","27","Sìtio Lagoa Nova","1100","1100","Arvoreta.; Brejo de Altitude.","Plantae",NA,"Southern America",NA,"14606","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:50:43-02","IPA","IPA","90289","S","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","Engl.","Equipe do Herbário-IPA","Costa, T.L. da; Chagas, M.A.; Chagas, M.A.","78","2015","01","20","Brasil","Pernambuco","Triunfo","-38.1016998291016","-7.83805990219116",NA,NA,"IPA0090289",NA,"2015","06",NA,"Mata de Julho Ramos (Brejinho).",NA,NA,"Material em estudo na UFRPE, doutorado em Botânica - Investigação de Capacidade de Fixação de Nitrogênio - da aluna Tânia Lucia da Costa, sob a orientação do Prof. Everardo Valadares de Sá Barreto Sampaio.; Árvore ca. 4m de altura.;","Plantae",NA,"Southern America",NA,"14606","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:34:27-03","IAP","PACA-AGP","115795","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Gasper, A. L. de","Verdi, M.","1110","2008","11","29","Brasil","SC","Peritiba","-51.885","-27.360278","51°53'06,00W","27°21'37,00S","PACA115795",NA,"2009","05","12","Centro/próximo aos Biscoitos Nani","611","611","Fito IFFSC 1616/S/35; estádio suces.: avançado (explorado) Ecossistema: Floresta Estacional Decidual","Magnoliophyta","Rutales",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:34:27-03","IAP","PACA-AGP","53479","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Emrich-Rambo Sicher","Rambo, B.",NA,"1953","01","09","Brasil","Pr","Larangeiras",NA,NA,NA,NA,"PACA053479",NA,NA,NA,NA,NA,NA,NA,"Habitat: In silva primaeva. Fenofase: folium","Magnoliophyta","Rutales",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:34:27-03","IAP","PACA-AGP","105399","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Sobral, M.","Jagmin, N.",NA,"1999","01","19","Brasil","RS","Aratiba","-52.3003005981445","-27.3941993713379",NA,NA,"PACA105399",NA,NA,NA,NA,NA,NA,NA,"Xiloteca nº 955&nf;Altura: 8,00m; Circunferência: 29cm; Fuste: 5,00m.","Magnoliophyta","Rutales",NA,NA,"18075","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:34:27-03","IAP","PACA-AGP","57707","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Emrich-Rambo Sicher","Pivetta","704","1953","09","13","Brasil","RS","Ijuí","-53.9146995544434","-28.3878002166748",NA,NA,"PACA057707",NA,"1957","05","13","Dr. Pestana",NA,NA,"Árvore pequena. Habitat: In silva Fenofase: flor verde Hábito: árvore","Magnoliophyta","Rutales",NA,NA,"36807","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:34:27-03","IAP","PACA-AGP","52778","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Emrich-Rambo","Sehnem, A.","3905","1949","10","19","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"PACA052778",NA,"1954","09","17","Linha Bonita",NA,NA,"Habitat: in silva Hábito: árvore","Magnoliophyta","Rutales",NA,NA,"21601","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:34:27-03","IAP","PACA-AGP","27598","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Emrich-Rambo Sicher","Henz, E.",NA,"1944",NA,NA,"Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"PACA027598",NA,"1954","09","17","Parecí",NA,NA,"Habitat: In silva Fenofase: folium","Magnoliophyta","Rutales",NA,NA,"21601","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:34:27-03","IAP","PACA-AGP","105456","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Sobral, M.","Jagmin, N.",NA,"1999","08","25","Brasil","RS","Aratiba","-52.3003005981445","-27.3941993713379",NA,NA,"PACA105456",NA,NA,NA,NA,NA,NA,NA,"Xiloteca nº 1006","Magnoliophyta","Rutales",NA,NA,"18075","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:34:27-03","IAP","PACA-AGP","104541","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Sobral, M.","Jagmin, N.",NA,"1995","07","06","Brasil","RS","Aratiba","-52.3003005981445","-27.3941993713379",NA,NA,"PACA104541",NA,NA,NA,NA,NA,NA,NA,"Xiloteca nº 640&nf;Altura: 14,30m; Circunferência: 97cm; Fuste: 1,80m.","Magnoliophyta","Rutales",NA,NA,"18075","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:34:27-03","IAP","PACA-AGP","140797","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Sobral, M.","Jagmin, N.",NA,"1995","11","21","Brasil","RS","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,"PACA140797",NA,NA,NA,NA,NA,NA,NA,"Xiloteca nº 717&nf;Altura: 7m; Circunferência: 50cm; Fuste: 3m.","Magnoliophyta","Rutales",NA,NA,"18635","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:34:27-03","IAP","PACA-AGP","32921.1","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Emrich-Rambo Sicher","E. Friderichs",NA,"1945","10","10","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"PACA032921-1",NA,"1954","09","17","Kappesberg",NA,NA,"Habitat: In silva Fenofase: flor","Magnoliophyta","Rutales",NA,NA,"21601","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:34:27-03","IAP","PACA-AGP","34295","PreservedSpecimen","Plantae","Simaroubaceae","Picrasma","crenata","Picrasma crenata","(Vell.) Engl.","Emrich-Rambo Sicher","E. Friderichs",NA,"1947","12",NA,"Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"PACA034295",NA,"1954","09","17","Kappesberg",NA,NA,"Habitat: In silva Fenofase: flor","Magnoliophyta","Rutales",NA,NA,"21601","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
