"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","identifiedBy","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","502015","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","G. Davidse","11941","1976","04","04","Brazil","Bahia","Morro do Chapéu","Chapada da Diamantina, along water fall of the Rio Ferro Doido, ca. 21 km E of Morro do Chapéu","-41.1558","-11.5503",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126685' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502015","850","850","NY00502015_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. W. Hamilton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01108129","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","A. S. L. da Silva","180","1977","10","25","Brazil","Pará",NA,"Transamazonian Highway, km 123, Tucuruí","-49.6742","-3.7692",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271005' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108129",NA,NA,"NY01108129_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01108132","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","H. M. Curran","19",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271031' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108132",NA,NA,"NY01108132_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","502008","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","A. M. Amorim","900","1992","12","14","Brazil","Bahia","Itacaré","Estrada de Itacaré/Taboquinhas, ca. 6 km de Itacaré. Loteamento da Marambaia","-39.026455","-14.310972",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502008",NA,NA,"NY00502008_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-27 00:30:00-03","NY","NYBG","1329283","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides",NA,"W. E. Broadway","4758","1914","03","23","Trinidad and Tobago",NA,NA,"Mesina[?]. Tobago.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1554642' target='other'> <mi>dwc_moreinfo</mi></a>","NY01329283",NA,NA,"NY01329283_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","502017","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","C. E. F. von Glocker","46","1842",NA,NA,"Brazil","Bahia",NA,NA,"-39.039072","-15.159747",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502017",NA,NA,"NY00502017_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. W. Hamilton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","416446","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","W. W. Thomas","11995","1999","02","05","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal, along road from entrance to visitor's center and road to E side of park.","-39.415","-16.86722222",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00416446","50","50","NY00416446_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1005345","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides chionantha","(DC.) Steyerm.","R. de Lemos Fróes","1742","1932","05","06","Brazil","Maranhão",NA,"Maracassumé River Region. Ubim [palm].",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083995' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005345",NA,NA,"NY01005345_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","J. A. Steyermark","chionantha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1033936","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","J. A. Rizzo","9589","1974","02","08","Brazil","Tocantins",NA,"a 20 km de Porto Nacional para Natividade. Estacionalmente pantanosa.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228516' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033936",NA,NA,"NY01033936_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","502045","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","A. C. Cervi","2452","1987","08","13","Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.72","-25.42",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502045",NA,NA,"NY00502045_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","502039","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","H. de F. Leitão Filho","10766","1979","12","11","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502039",NA,NA,"NY00502039_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","502013","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","W. W. Thomas","10006","1993","10","20","Brazil","Bahia","Prado","8 km west of Cumuruxatiba on road to Itamaraju","-39.25","-17.25",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502013",NA,NA,"NY00502013_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1033953","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","H. S. Irwin","7891","1965","08","25","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 20 km E. of Brasília","-47.73004","-15.7833",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228764' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033953","1000","1000","NY01033953_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. W. Hamilton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","502053","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides mapourioides","DC.","R. P. Belém","2475","1966","07","06","Brazil","Bahia","Belmonte",NA,"-38.88","-15.86",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502053",NA,NA,"NY00502053_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","J. A. Steyermark","mapourioides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1033958","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","H. S. Irwin","15655a","1966","05","06","Brazil","Distrito Federal","Brasília","Rio Torto, ca. 10 km N.E. of Brasília","-47.87","-15.72",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228771' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033958","975","975","NY01033958_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. W. Hamilton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01108103","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","B. V. Rabelo","2409","1983","10","02","Brazil","Amapá",NA,"Rio Falsino, approx. 10 Km upstream of confluence with Rio Araguari.","-51.75","-0.833333",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271023' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108103",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01108098","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","B. V. Rabelo","2543",NA,NA,NA,"Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270992' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108098",NA,NA,"NY01108098_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","583338","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","L. A. de Lima","286","1992","02","20","Brazil","Acre","Brasiléia","Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 2, M152.","-72.7","-9.12",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583338",NA,NA,"NY00583338_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00932402","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","I. Cordeiro","1117","1992","11","22","Brazil","Mato Grosso do Sul","Bataguassu","Bataguaçu, mata ciliar do córrego Agua Branca, próximo a cidade de Bataguaçu","-52.4219","-21.7144",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1005590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932402",NA,NA,"NY00932402_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1033937","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","J. A. Rizzo","10194","1981","10","16","Brazil","Tocantins",NA,"Estaçao Ecológica Coco Javaés, a margem do Javalzinho.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228518' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033937",NA,NA,"NY01033937_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1033945","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","E. P. Heringer","10643","1965","10","12","Brazil","Distrito Federal","Brasília","Parque Nacional do Gama.","-47.9294","-15.7797",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228534' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033945",NA,NA,"NY01033945_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1033941","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","A. B. Sampaio","198","1998","08","24","Brazil","Distrito Federal","Brasília","Mata do Riacho Fundo, Fazenda Sucupira (CENARGEN/EMBRAPA). Parcela no. 21 da fitossociologia, transecto no. 1.","-48.03","-15.92",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228526' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033941",NA,NA,"NY01033941_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1005353","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","R. de Lemos Fróes","11809","1940",NA,NA,"Brazil","Maranhão","Rosário","Island of São Luiz. Rozario, São Simão.","-44.235","-2.9344",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084024' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005353",NA,NA,"NY01005353_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. W. Hamilton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01108099","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","C. A. Cid Ferreira","7950","1986","08","22","Brazil","Pará","Oriximiná","BR 163 a 14 Km ao N de Cachoeira Porteira. Vicinal ES-9-6. Mata de terra firme, solo argiloso.","-56.9911909","-0.9808896",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268230' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108099",NA,NA,"NY01108099_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","J. F. Ramos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","502043","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","G. G. Hatschbach","41787","1978","12","14","Brazil","Paraná","Antonina","Rio Pequeno","-48.7117","-25.4286",NA,NA,NA,"xiloteca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502043",NA,NA,"NY00502043_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. W. Hamilton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1015356","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","P. Fiaschi","2897","2005","03","18","Brazil","Bahia","Camacan","RPPN Serra Bonita, 9.7 km W de Camacã na estrada para Jacareci, ramal para a RPPN, ca. 6 km da entrada.","-39.5653","-15.3917",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021243' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015356","850","850","NY01015356_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","298232","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","W. W. Thomas","9152","1992","05","06","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Atlantic Coastal Forest, study site revisited","-39.0617","-14.4231",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00298232",NA,NA,"NY00298232_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01108109","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","N. T. da Silva","57844A",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270997' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108109",NA,NA,"NY01108109_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1033951","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","D. R. Hunt","6628","1966","07","13","Brazil","Distrito Federal","Brasília","Côrrego Samambaia, Taguatinga, ca. 20 km. west of Brasilia.","-47.9294","-15.7797",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228758' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033951","900","1150","NY01033951_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","C. W. Hamilton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1033950","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","P. G. Delprete","6747","1998","09","21","Brazil","Goiás","Colinas do Sul","Sao Jorge. Chapada dos Veadeiros. Trilha do povoado de Sao Joaquim até as Termas de Aguas Quentes. Fazenda Morro Vermelho","-47.9","-14.22",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=484765' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033950","570","570","NY01033950_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1551039","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","DC.","B. V. Rabelo","2409","1983","10","02","Brazil","Amapá",NA,"Rio Falsino, approx. 10 Km upstream of confluence with Rio Araguari.","-51.75","-0.833333",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1907688' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551039",NA,NA,"NY01551039_01 NY01551039_02",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-27 02:37:00-03","NY","NYBG","502061","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides",NA,"G. Davidse","16499","1979","04","04","Venezuela","Delta Amacuro",NA,"Departamento Tucupita, mountain area ca. 13 km by road ESE of the town of Sierra Imata","-62.38","8.38",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502061","200","200",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","J. D. Dwyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
