"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"11","2019-10-09 11:09:57-03","UFBA","ALCB","91966","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Guedes, ML; et al.","16237","2007","07","18","Southern America","Brasil","Bahia","Chapada Diamantina","-41.366667","-13",NA,NA,NA,"caule glabro, estriado, ramificado, ramos marrom-avermelhado.Folhas lineares.Inflorescência capítulos solitários. Capítulos femininos sésseis, filárias em 3 séries..",NA,NA,"Guedes, ML","Mucugê",NA,NA,"2009","07","-41.366667","-13",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:09:57-03","UFBA","ALCB","94676","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER; et al.","17137","2010","06","14","Southern America","Brasil","Bahia","Chapada Diamantina","-41.370556","-13.072222","1021","1021",NA,"aromática. Capítulos paucifloros.Inflorescência com capítulos cremes.",NA,NA,"Guedes, ML","Mucugê",NA,NA,"2010","06","-41.370556","-13.072222",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:09:57-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Giulietti, AM; Campos, GL; Conceição, AS; Brito, AT; Oliveira, RP de","1450","1998","08","15","Southern America","Brasil","Bahia","Chapada Diamantina, Pico do Barbado","-41.65","-13.233333","2120","2120",NA,"Ca. 50cm. Capítulos alvos.; Entre pedras.",NA,NA,NA,"Abaíra",NA,NA,NA,NA,"-41.65","-13.233333",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:09:57-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Ganev, W","788","1992","07","30","Southern America","Brasil","Bahia","Chapada Diamantina, Caminho Ribeirão de Baixo. Quebradas, próximo a encosta da Serra do Atalho","-41.833333","-13.25","1200","1200",NA,"De até 1,5m. Folhas verdes. Brácteas amareladas. Flores amarelas.; Solo argiloso.",NA,NA,NA,"Abaíra",NA,NA,NA,NA,"-41.833333","-13.25",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:09:57-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Oliveira, RP de; Giulietti, AM; Turma Sist. Monocots Mestrado","622","2000","08","10","Southern America","Brasil","Bahia","Chapada Diamantina, Campo do Queiroz","-41.950278","-13.550278",NA,NA,NA,"Ca. 90cm. Folhas concolores. Sépalas e capítulos esverdeados.",NA,NA,"Bautista, HP; Hind, DJN","Rio de Contas",NA,NA,"2000","09","-41.950278","-13.550278",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:09:57-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Ganev, W","PCD3532","1994","07","14","Southern America","Brasil","Bahia","Chapada Diamantina, Caminho Jambreiro-Belo Horizonte","-41.85","-13.3","1120","1120",NA,"De ca. 2m. Bem ramificado. Folhas cartáceas, verdes. Flores com brácteas creme-amareladas. Corola creme. Planta em início de floração. Pouco comum.; Carrasco de encosta. Solo arenoso com muitas rochas.",NA,NA,"Hind, DJN","Abaíra",NA,NA,"1996","11","-41.85","-13.3",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:09:57-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Miranda, EB; Leite, KRB; Correia, C; Marques da Silva, B","487","2000","05","14","Southern America","Brasil","Bahia","Chapada Diamantina, Catolés.Encosta da Serra da Tromba","-41.792222","-13.286667","1015","1015",NA,"Ereto até 1,5m de altura. Folha coriácea, concolor. Inflorescências esverdeadas.; Gerais.",NA,NA,"Bautista, HP","Abaíra",NA,NA,"2001","05","-41.792222","-13.286667",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:09:57-03","UFBA","ALCB","62670","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Ganev, W","1905","1993","07","19","Southern America","Brasil","Bahia","Chapada Diamantina, Guarda Mor, Capão de quinca","-42.333333","-13.866667","1300","1300",NA,"1,2 m alt. Folhas verdes brácteas amareladas. Flores creme.; Solo argiloso, capão de campo rupestre. Entre rochas.",NA,NA,NA,"Rio de Contas",NA,NA,NA,NA,"-42.333333","-13.866667",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:09:57-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Ganev, W","1905","1993","07","19","Southern America","Brasil","Bahia","Chapada Diamantina, Guarda Mor. Capão de Quinca","-42.333333","-13.866667","1300","1300",NA,"De até 1,2m. Folhas verdes. Brácteas amareladas. Flores creme.; Solo argiloso. Capão de campo rupestre. Entre rochas.",NA,NA,NA,"Rio de Contas",NA,NA,NA,NA,"-42.333333","-13.866667",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:09:57-03","UFBA","ALCB","62665","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Ganev, W","1820","1993","07","12","Southern America","Brasil","Bahia","Chapada Diamantina, Serra do Barbado, subida do Pico","-42.316667","-13.9","1800","1800",NA,"Ca. 80 cm alt. Folhas verde-amareladas. Brácteas e flores creme amareladas.; Encosta com vegetação baixa. Solo arenoso entre rochas.",NA,NA,NA,"Abaíra",NA,NA,NA,NA,"-42.316667","-13.9",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:09:57-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Ganev, W","1820","1993","07","12","Southern America","Brasil","Bahia","Chapada Diamantina, Serra do Barbado. Subida do Pico","-42.316667","-13.9","1900","1900",NA,"De até 80cm. Folhas verde amareladas. Brácteas e flores creme amareladas.; Encosta com vegetação baixa. Solo arenoso entre rochas.",NA,NA,NA,"Abaíra",NA,NA,NA,NA,"-42.316667","-13.9",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:09:57-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Queiroz, LP de; Gusmão, LFP; Silva, BM da","5671","2000","01","24","Southern America","Brasil","Bahia","Chapada Diamantina","-41.3708000183105","-13.0052995681763",NA,NA,NA,"ca. 1,5 m alt., muito ramificado, viscoso. Folhas cartáceas. Capítulos com filárias verdes e flores brancas.",NA,NA,NA,"Mucugê","52493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:09:57-03","UFBA","ALCB","127260","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Bautista, HP; Ortiz, S","2909","1998","09","30","Southern America","Brasil","Bahia","Na estrada para Inúbia, desvio à direita.","-41.7728004455566","-13.1519002914429",NA,NA,NA,"60 cm. Folhas aciculares, flores creme. Frequente.; Campo rupestre.","ALCB045119","ALCB045119",NA,"Piatã","41184","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:48:07-03","NBC","NL-BOTANY","U.1110763","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Harley RM",NA,"1980","05","25","Southern America","Brazil",NA,"ESTADO DA BAHIA. Serras dos Lençois. Serra da Lrhuinha, ca. 2 km N.E. of Caet'-Açu (Capão Grande). West facing ridge with sandstone outcrops and summit plateau. Open scrub, low woodland and marsh. E6.","-41.483333","-12.6",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1110763 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1110763","NL-U1110763",NA,NA,NA,NA,NA,NA,"-41.483333","-12.6","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:01:11-03","ESALQ","ESA","88414","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Udulutsch, R.G. ; Temponi, L.G.","1269.0","2002","11","27",NA,"Brasil","Minas Gerais","Estrada Diamantina-Biriri, Cachoeira da Sentinela.",NA,NA,NA,NA,NA,"Erva. Capítulos creme.","ESA088414","ESA088414","Heiden, G.","Biriri",NA,NA,"2015","05",NA,NA,NA,"28",NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:01:11-03","ESALQ","ESA","22795","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla",NA,"Sano, P.T. et al.",NA,"1994","02","26",NA,"Brasil","Bahia",NA,"-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"ESA022795","ESA022795","Hind, N.","Abaíra","26531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:24:07-03","MN","R","11592","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Glaziou, A.F.M.","19492","1892","04","06",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000011592","R000011592_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-22 17:44:37-03","UFPI","TEPB","17730","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner.","Harley, R.M","28297","1996","09","05",NA,"Brasil","Bahia","Estrada para Abaíra","-41.75","-13.216667","1066","1066",NA,"Arbusto de até 1,2 m com folhas semi-suculentas. Capítulo com brácteas verdes e flores brancas. Planta viscosa.",NA,NA,NA,"Piatã",NA,NA,NA,NA,"41°45'W","13°13'S",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-07-29 15:17:32-03","UFPI","TEPB","25856","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla",NA,"C. S. Zickel",NA,"1989","07","03",NA,"Brasil","Minas Gerais","17 km da entrada da Rod. Para Conselheiro Mota","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arvoreta ca. 4m, flores esbranquiçadas. Ambiente: Campo rupestre",NA,NA,NA,"Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-29 15:17:32-03","UFPI","TEPB","25856","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla",NA,"C. S. Zickel",NA,"1989","07","03",NA,"Brasil","Minas Gerais","17 km da estrada da rodovia para Conselheiro Mota.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arvoreta ca 4m, capítulos esbranquiçados. Ambiente: Campo Rupestre",NA,NA,NA,"Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-02-15 11:33:48-02","IPA","IPA","80653","S","Plantae","Plantae",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner, G.","Bautista, H.P.","2909","1998","09","30","Southern America","Brasil","Bahia","Na estrada para Inúbia, desvio a direita.","-41.7728004455566","-13.1519002914429",NA,NA,NA,"Arbusto ca. 60cm de altura, folhas aciculares, flores creme. Frequente.; Campo rupestre.","IPA0080653",NA,"Ortiz, S.","Piatã","41184","auto","1998","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-02-15 11:33:48-02","IPA","IPA","49648","S","Plantae","Plantae",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner, G.","Harley, R.M.","22545","1980","05","25","Southern America","Brasil","Bahia","Serras dos Lençois, Serra da Larguinha. Ca. 2 Km NE of Caeté-açu (Capão Grande). West facing ridge with sandstone outcrops and summit plateau. Open scrub, low woodland and marsh.","-41.483333","-12.6","1000","1400",NA,"Bushymshrub with wiry stems to 1 m. Leaves rather bright green. Capitula yellow-green.","IPA0049648","IPA0049648",NA,NA,NA,NA,NA,NA,"-41.483333","-12.6",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-20 21:15:41-03","UFV","VIC","27479","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Miranda, E.B.; et al.","487","2000","05","14",NA,"Brasil","Bahia","Catolés, Encosta da Serra da Tromba.","-41.792222","-13.286667",NA,NA,NA,"Arbusto ereto, c.a. de 1,5 metros de altura, viscoso. Folha coriácea concolor. Inflorescências esverdeadas.","VIC027479","VIC027479","Bautista, H.P.","Abaíra",NA,NA,"2001","05","-41.792222","-13.286667",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-20 21:15:41-03","UFV","VIC","27478","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Giulietti, A.M.; et al.","1450","1998","08","15",NA,"Brasil","Bahia","Pico do Barbado","-41.6636009216309","-13.2496995925903",NA,NA,NA,"Erva, c.a. de 50 cm de altura. Capítulos alvos. Entre pedras.","VIC027478","VIC027478","Bautista, H.P.","Abaíra","26531","auto","2001","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-27 13:46:09-03","UFS","ASE","7478","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Harley, RM; ; A.M.Giulietti; M.A.Mayworn","28297","1996","09","05","Southern America","Brasil","Bahia","10km ao sul de Piatã, na estrada para Abaíra","-41.75","-13.216667",NA,NA,NA,"arbusto. 1.25. m. folhas semi-suculewntas, capítulo com brácteas verdes e flores brancas, planta viscosa.; arbusto. 1.25. m. folhas semi-suculewntas, capítulo com brácteas verdes e flores brancas, planta viscosa.","ASE0017505","ASE0017505",NA,"Piatã",NA,NA,NA,NA,"-41.75","-13.216667",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:23:21-03","UNICAMP","UEC","1637","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Davis, PH; Shepherd, GJ","59620","1976","07","31",NA,"Brazil","Minas Gerais","Dist. Urso Preto, between Itabirita and Belo Horizonte road, at km. 15. Alt. c. 1200 m.",NA,NA,NA,NA,NA,"Alt. c. 1200m. Campo rupestre. 1 m shrub (in bud).; Campo rupestre.","UEC113831","UEC113831","Queiroz, LP",NA,NA,NA,"1989","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:23:21-03","UNICAMP","UEC","28145","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Giulietti, AM; Furlan, A; Pirani, JR; Cordeiro, I; Rossi, L; Hensold, N; Menezes, NL","21086","1981","10","30",NA,"Brazil","Minas Gerais","Estrada Dimantina-Curvelo, a 8 km de Diamantina.",NA,NA,NA,NA,NA,"Subarbusto de 80 cm, caule vermelho. Flores verde-amareladas.","UEC113823","UEC113823","Zickel, CS",NA,NA,NA,"1989","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:23:21-03","UNICAMP","UEC","51482","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Zickel, CS; Queiroz, LP; et al.","21675","1989","07","03",NA,"Brazil","Minas Gerais","17 Km da estrada da rodovia para Conselheiro Mata.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arvoreta ca. 4 m. Capítulos esbranquiçados.; Em campo rupestre.","UEC113822","UEC113822",NA,"Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:23:21-03","UNICAMP","UEC","28194","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Giulietti, AM; Menezes, NL; Semir, J; Giulietti, N; Matos, AJ","CFCR1843","1981","08","30",NA,"Brazil","Minas Gerais","24km na estrada Diamantina-Conselheiro","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto mais ou menos 1,20m alt., flores cremes; Mata.","UEC093980","UEC093980","Franco, IM","Diamantina","101169","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:23:21-03","UNICAMP","UEC","40162","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Semir, J; Martins, FR; Leitão Filho, HF; Semir, J; Tamashiro, JY","17478","1985","06","05",NA,"Brazil","Minas Gerais","Estrada Diamantina Biri-Biri, km 10","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto até 1m, flores creme, planta feminina","UEC093977","UEC093977","Franco, IM","Diamantina","101169","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:23:21-03","UNICAMP","UEC","40161","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Leitão Filho, HF; Martins, FR; Semir, J; Tamashiro, JY","17477","1985","06","05",NA,"Brazil","Minas Gerais","Estrada Diamantina Biri-Biri, km 10","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto até 1m, flores creme, planta masculina","UEC093975","UEC093975","Franco, IM","Diamantina","101169","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-05 16:43:42-03","UFOP","OUPR","4846","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Perto de Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,"Lisboa, M.A.",NA,NA,NA,"1974","05",NA,NA,NA,"23",NA,NA,NA,NA,NA,NA
"43","2019-11-05 16:43:42-03","UFOP","OUPR","4843","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Badini, J.","s.n.","1977","07","04",NA,"Brasil","Minas Gerais","Chapada","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Beira do Corrego. Arbusto. Flores amarelas",NA,NA,"Badini, J.; Kassis, A.","Ouro Preto","44599","auto","1977","07",NA,NA,NA,"07",NA,NA,NA,NA,NA,NA
"44","2019-11-05 16:43:42-03","UFOP","OUPR","4847","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Badini, J.","s.n.","1976","11","26",NA,"Brasil","Minas Gerais","Serra do Itatiaia","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Beira do Corrego. Arbusto. Flores amarelas",NA,NA,"Badini, J.; Kassis, A.","Ouro Preto","44599","auto","1977","07",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:14:52-03","MBM","MBM","345900","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","polyphylla","Baccharis polyphylla","Gardner","Bautista, H.P.; Ortiz, S.; Ortiz, S.","2909","1998","09","30","Southern America","Brazil","Bahia",NA,"-41.7728004455566","-13.1519002914429",NA,NA,NA,"Arbusto, 60 cm, folhas aciculares, flores creme. Frequente.; Campo rupestre.","MBM345900","MBM345900",NA,"Piatã","41184","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
