"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"356","2019-12-19 11:19:05-03","UFG","UFG","18915","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Hahey R.M; H.D. Ferreira","28150","1996","08","14",NA,"Brasil",NA,NA,NA,"UFG0018915",NA,NA,"Benth.","Schliewe, M.A.","Goiás","Corumba",NA,"-48.853611","-16.064167","UFG0018915",NA,NA,NA,NA,"-48.853611","-16.064167","2007","11","27",NA,NA,NA,NA,NA,NA
"357","2019-12-19 11:19:05-03","UFG","UFG","26339","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","F. Bucci","1472","2000","10","14",NA,"Brasil",NA,NA,NA,"UFG0026339",NA,NA,"Benth.","M.T. Faria","Goiás","Cavalcante",NA,"-48.059722","-13.521389","UFG0026339",NA,NA,NA,NA,"-48.059722","-13.521389","2011","09","08",NA,NA,NA,NA,NA,NA
"358","2019-12-19 11:19:05-03","UFG","UFG","27412","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.R. Paula","35","2003","07","12",NA,"Brasil",NA,NA,NA,"UFG0027412",NA,NA,"Benth.","H.D. Ferreira","Goiás","Senador Canedo",NA,"-49.112056","-16.686111","UFG0027412",NA,NA,NA,NA,"-49.112056","-16.686111","2004","06","28",NA,NA,NA,NA,NA,NA
"359","2019-12-19 11:19:05-03","UFG","UFG","30237","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Schliewe, M.A.; H.D. Ferreira","04","2006","03","18",NA,"Brasil",NA,NA,NA,"UFG0030237",NA,NA,"Benth.","Schliewe, M.A.","Goiás","Cristalina",NA,"-47.613611","-16.768611","UFG0030237",NA,NA,NA,NA,"-47.613611","-16.768611","2006","07","01",NA,NA,NA,NA,NA,NA
"360","2019-12-19 11:19:05-03","UFG","UFG","30242","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Schliewe, M.A.","09","2006","09","07",NA,"Brasil",NA,NA,"Obs: porte herbáceo, 70 cm de altura, com cálices fruticosos, cerrado com afloramento rochoso.","UFG0030242",NA,NA,"Benth.","Schliewe, M.A.","Goiás","Uruaçu",NA,"-49.140833","-14.524722","UFG0030242",NA,NA,NA,NA,"-49.140833","-14.524722","2006","09","07",NA,NA,NA,NA,NA,NA
"361","2019-12-19 11:19:05-03","UFG","UFG","30243","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Schliewe, M.A.; H.D. Ferreira","10","2006","09","07",NA,"Brasil",NA,NA,"Obs: porte herbáceo, 50 cm de altura, com cálices fruticosos, cerrado com afloramento rochoso.","UFG0030243",NA,NA,"Benth.","Schliewe, M.A.","Goiás","Uruaçu",NA,"-49.140833","-14.524722","UFG0030243",NA,NA,NA,NA,"-49.140833","-14.524722","2006","09","07",NA,NA,NA,NA,NA,NA
"362","2019-12-19 11:19:05-03","UFG","UFG","30244","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Schliewe, M.A.; H.D. Ferreira","11","2006","09","09",NA,"Brasil",NA,NA,NA,"UFG0030244",NA,NA,"Benth.","H.D. Ferreira; Schliewe M.A.","Goiás","Colinas do Sul",NA,"-48.078333","-14.151389","UFG0030244",NA,NA,NA,NA,"-48.078333","-14.151389","2006","09","01",NA,NA,NA,NA,NA,NA
"363","2019-12-19 11:19:05-03","UFG","UFG","30253","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Schliewe, M.A.; H.D. Ferreira","20","2006","10","14",NA,"Brasil",NA,NA,"Obs: porte herbáceo, 50 cm de altura, apresentando cálices fruticosos, caule com pêlos hirsutos na base, cerrado modificado.","UFG0030253",NA,NA,"Benth.","Schliewe, M.A.","Tocantins","Arraias",NA,"-46.935833","-12.938889","UFG0030253",NA,NA,NA,NA,"-46.935833","-12.938889","2006","10","14",NA,NA,NA,NA,NA,NA
"364","2019-12-19 11:19:05-03","UFG","UFG","50633","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Schliewe, M.A.; Reis, A.B.","24","2013","10","25",NA,"Brasil",NA,NA,"Ramo da inflorescência inflado; presença de xilopódio.","UFG0050633",NA,NA,"Benth.","Schliewe, M.A.","Goiás","Cristalina",NA,"-47.613611","-10.768611","UFG0050633",NA,NA,NA,NA,"-47.613611","-10.768611","2015","03","01",NA,NA,NA,NA,NA,NA
"365","2019-12-19 11:19:05-03","UFG","UFG","50637","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Schliewe, M.A.; Reis, A.B.","25","2013","10","26",NA,"Brasil",NA,NA,"Erva de até 0,5 cm. Ramos fertéis.","UFG0050637",NA,NA,"Benth.","Schliewe, M.A.","Goiás","Caldas Novas",NA,"-49.366667","-17.283333","UFG0050637",NA,NA,NA,NA,"-49.366667","-17.283333","2013","10","26",NA,NA,NA,NA,NA,NA
"366","2019-12-19 11:19:05-03","UFG","UFG","30245","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Schliewe, M.A.; H.D. Ferreira","12","2006","09","23",NA,"Brasil",NA,NA,"Obs: porte herbáceo, 40 cm de altura, apresentando cálices fruticosos, caule com pêlos hirsiutos na base.","UFG0030245",NA,NA,"Benth.","Schliewe, M.A.","Goiás","Cidade de Goiás",NA,"-50.1075","-15.971944","UFG0030245",NA,NA,NA,NA,"-50.1075","-15.971944","2006","09","23",NA,NA,NA,NA,NA,NA
"367","2019-12-19 11:19:05-03","UFG","UFG","41152","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Delprete, P.G.","8955","2004","10","24",NA,"Brasil",NA,NA,"Obs: Erva perene, 35-60 cm. Folhas firmemente subscoriáceas. Corola lilás.","UFG0041152",NA,NA,"Benth.","Ferreira, H.D.","Goiás","Cocalzinho",NA,"-48.8","-15.8","UFG0041152",NA,NA,NA,NA,"-48.8","-15.8","2008","01","01",NA,NA,NA,NA,NA,NA
"368","2019-12-19 11:19:05-03","UFG","UFG","43314","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","G. F. Árbocz","6087","1998","09","24",NA,"Brasil",NA,NA,NA,"UFG0043314",NA,NA,"Benth.","R.C. Mendonça","Tocantins","Miracema",NA,"-48.491944","-10.002222","UFG0043314",NA,NA,NA,NA,"-48.491944","-10.002222","2001","09","01",NA,NA,NA,NA,NA,NA
"369","2019-12-19 11:19:05-03","UFG","UFG","47014","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","A. Francener; T.C. Conceição & R.T.C. Sousa","492","2007","11","14",NA,"Brasil",NA,NA,NA,"UFG0047014",NA,NA,"Benth.","M.T. Faria","Goiás","Niquelândia",NA,"-48.364722","-14.131389","UFG0047014",NA,NA,NA,NA,"-48.364722","-14.131389","2007","11","22",NA,NA,NA,NA,NA,NA
"370","2019-12-19 11:19:05-03","UFG","UFG","30254","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Schliewe, M.A.; H.D. Ferreira","21","2006","10","14",NA,"Brasil",NA,NA,"Obs: Porte herbáceo, 30 cm de altura, apresentando flores e cálices fruticosos, cerrado pós queimado, solo arenoso.","UFG0030254",NA,NA,"Benth.","Ferreira, H.D.","Tocantins","Natividade",NA,"-47.236944","-12.312222","UFG0030254",NA,NA,NA,NA,"-47.236944","-12.312222","2006","10","01",NA,NA,NA,NA,NA,NA
"371","2019-12-19 11:19:05-03","UFG","UFG","42157","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","P.G. Delprete; A. Cervi & Gomes-Klein, V.L.","10422","2007","11","24",NA,"Brasil",NA,NA,NA,"UFG0042157",NA,NA,"Benth.","Schliewe, M.A.","Goiás","Cocalzinho","Serra dos Pireneus","-48.891944","-15.706111","UFG0042157",NA,NA,NA,NA,"-48.891944","-15.706111","2016","03","16",NA,NA,NA,NA,NA,NA
"372","2019-12-19 11:19:05-03","UFG","UFG","24891","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","João Marcelo de Rezende","88","1995","07","30",NA,"Brasil",NA,NA,"Obs: Flor zigomorfa com anteras amarelase estigma roxo: Folhas membranaceas: Xilopodial.","UFG0024891",NA,NA,"Benth.","Rezende, J.M.","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358","UFG0024891",NA,NA,NA,NA,NA,NA,"1996","03","11","70570","auto",NA,NA,NA,NA
"373","2019-12-19 11:19:05-03","UFG","UFG","9181","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo","9181","1973","08","22",NA,"Brasil",NA,NA,NA,"UFG0009181",NA,NA,"Benth.","R.M. Harley","Goiás","Cristalina",NA,"-47.6136016845703","-16.7686004638672","UFG0009181",NA,NA,NA,NA,NA,NA,"1991","01","01","85457","auto",NA,NA,NA,NA
"374","2019-12-19 11:19:05-03","UFG","UFG","8416","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo","8380","1972","09","30",NA,"Brasil",NA,NA,NA,"UFG0008416",NA,NA,"Benth.","Schliewe, M.A.","Goiás","Cristalina",NA,"-47.6136016845703","-16.7686004638672","UFG0008416",NA,NA,NA,NA,NA,NA,"2007","11","27","85457","auto",NA,NA,NA,NA
"375","2021-03-23 14:24:19-03","UFG","UFG","20123","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H.D. Ferreira; Ludimila & Jaison","3466","1997","09","06",NA,"Brasil",NA,NA,NA,"UFG0020123",NA,NA,"Benth.","Schliewe, M.A.","Goiás","Cristalina",NA,"-47.6136016845703","-16.7686004638672","UFG0020123",NA,NA,NA,NA,NA,NA,"2008","04","16","85457","auto",NA,NA,NA,NA
"376","2019-12-19 11:19:05-03","UFG","UFG","2636","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo; A. Barbosa","1951","1968","08","07",NA,"Brasil",NA,NA,"Obs: Herbáceo. Corola roxa.","UFG0002636",NA,NA,"Benth.","Ferreira, H.D.","Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793","UFG0002636",NA,NA,NA,NA,NA,NA,"1968","08","07","25250","auto",NA,NA,NA,NA
"377","2019-12-19 11:19:05-03","UFG","UFG","3429","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo; A. Barbosa","2120","1968","09","05",NA,"Brasil",NA,NA,"Obs: Herbáceo. Corola roxo.","UFG0003429",NA,NA,"Benth.","Rizzo, J.A.","Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793","UFG0003429",NA,NA,NA,NA,NA,NA,"1968","09","05","25250","auto",NA,NA,NA,NA
"378","2019-12-19 11:19:05-03","UFG","UFG","6862","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo","6962","1970","09","17",NA,"Brasil",NA,NA,"Obs: Subarbustos 40 cm. Corola arroxeada. Folhas coriáceas.","UFG0006862",NA,NA,"Benth.","Harley, R.M.","Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793","UFG0006862",NA,NA,NA,NA,NA,NA,"1970","09","17","25250","auto",NA,NA,NA,NA
"379","2019-12-19 11:19:05-03","UFG","UFG","7105","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo; A. Barbosa","7105","1971","10","16",NA,"Brasil",NA,NA,NA,"UFG0007105",NA,NA,"Benth.","H.D. Ferreira","Goiás","Rio Verde",NA,"-50.9281005859375","-17.7980995178223","UFG0007105",NA,NA,NA,NA,NA,NA,"1996","10","28","96378","auto",NA,NA,NA,NA
"380","2019-12-19 11:19:05-03","UFG","UFG","16464","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H.D. Ferreira","2775","1994","11","18",NA,"Brasil",NA,NA,"Obs: Cerrado. Flor lilás.","UFG0016464",NA,NA,"Benth.","R.M. Harley","Goiás","São Luiz do Norte",NA,"-49.3293991088867","-14.8625001907349","UFG0016464",NA,NA,NA,NA,NA,NA,"1996","08","16","25479","auto",NA,NA,NA,NA
"381","2019-12-19 11:19:05-03","UFG","UFG","620","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo; A. Barbosa","2222","1968","09","06",NA,"Brasil",NA,NA,NA,"UFG0000620",NA,NA,"Benth.","H.D. Ferreira","Goiás","Trindade",NA,"-49.488899230957","-16.6494007110596","UFG0000620",NA,NA,NA,NA,NA,NA,"1996","10","28","26001","auto",NA,NA,NA,NA
"382","2019-12-19 11:19:05-03","UFG","UFG","8199","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo","8206","1972","07","12",NA,"Brasil",NA,NA,NA,"UFG0008199",NA,NA,"Benth.","Schliewe, M.A.","Goiás","Uruaçu",NA,"-49.1408004760742","-14.5247001647949","UFG0008199",NA,NA,NA,NA,NA,NA,"2007","11","27","80860","auto",NA,NA,NA,NA
"383","2019-12-19 11:19:05-03","UFG","UFG","30238","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Schliewe, M.A.; H.D. Ferreira","05","2006","08","19",NA,"Brasil",NA,NA,NA,"UFG0030238",NA,NA,"Benth.","Schliewe M.A","Goiás","Vianópolis",NA,"-48.5163993835449","-16.7418994903564","UFG0030238",NA,NA,NA,NA,NA,NA,"2006","09","01","43219","auto",NA,NA,NA,NA
"384","2019-12-19 11:19:05-03","UFG","UFG","15253","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","FEEP","291","1992","10","02",NA,"Brasil",NA,NA,"Obs: Campo sujo. herbáceo, ca 0,20 cm Flor lilás.","UFG0015253",NA,NA,"Benth.","Harley, R.M.","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975","UFG0015253",NA,NA,NA,NA,NA,NA,"1996","08","16","58223","auto",NA,NA,NA,NA
"385","2019-12-19 11:19:05-03","UFG","UFG","15436","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","M.B. Alcantara; J.N. Nakajima","30","1994","11","24",NA,"Brasil",NA,NA,NA,"UFG0015436",NA,NA,"Benth.","H.D. Ferreira","Goiás","Pirenópolis","Parque Estadual da Serra dos Pireneus","-48.9592018127441","-15.852499961853","UFG0015436",NA,NA,NA,NA,NA,NA,"1996","10","28","40887","auto",NA,NA,NA,NA
"386","2019-12-19 11:19:05-03","UFG","UFG","30255","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Schliewe, M.A.; H.D. Ferreira","22","2008","10","21",NA,"Brasil",NA,NA,"Observações: porte herbáceo, 40 cm de altura, apresentam flores e cálices fruticosos, corola lilás.","UFG0030255",NA,NA,"Benth.","M.A. Schliewe","Goiás","Caldas Novas","Parque Estadual de Caldas Novas","-48.625","-17.74169921875","UFG0030255",NA,NA,NA,NA,NA,NA,"2006","10","01","36612","auto",NA,NA,NA,NA
"387","2019-12-19 11:19:05-03","UFG","UFG","13166","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H.D. Ferreira","2016","1991","11","24",NA,"Brasil",NA,NA,NA,"UFG0013166",NA,NA,"Benth.","Harley, R.M.","Goiás","Mineiros","Parque Nacional das Emas","-52.5511016845703","-17.5694007873535","UFG0013166",NA,NA,NA,NA,NA,NA,"1996","08","11","100343","auto",NA,NA,NA,NA
"388","2019-12-19 11:19:05-03","UFG","UFG","6717","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo; A. Barbosa","6717","1971","09","04",NA,"Brasil",NA,NA,"Obs: Subarbusto. 30 cm. Cerrado.","UFG0006717",NA,NA,"Benth.","Ferreira, H.D.","Goiás","Pirenópolis","Serra dos Pireneus","-48.9592018127441","-15.852499961853","UFG0006717",NA,NA,NA,NA,NA,NA,"1996","10","28","40887","auto",NA,NA,NA,NA
"389","2019-12-19 11:19:05-03","UFG","UFG","18869","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","V.L. Gomer-Klein","3181","1996","09","10",NA,"Brasil",NA,NA,"Obs: Herbácea de ca. 0,50 m de altura. Botões e flores lilazes. Odor forte.","UFG0018869",NA,NA,"Benth.","Klein, V.L.G.","Goiás","Pirenópolis","Serra dos Pireneus","-48.9592018127441","-15.852499961853","UFG0018869",NA,NA,NA,NA,NA,NA,"1996","09","12","40887","auto",NA,NA,NA,NA
"390","2019-12-19 11:19:05-03","UFG","UFG","9140","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo","9140","1973","07","23",NA,"Brasil",NA,NA,NA,"UFG0009140",NA,NA,"Benth.","M.A. Schliewe","Goiás","Cristalina","Serra dos Topázios","-47.6136016845703","-16.7686004638672","UFG0009140",NA,NA,NA,NA,NA,NA,"2017","07","14","85457","auto",NA,NA,NA,NA
"391","2019-12-19 11:19:05-03","UFG","UFG","22814","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo","11836","1994","10","18",NA,"Brasil",NA,NA,"Obs: 30 cm, corola lilás. Campo cerrado;","UFG0022814",NA,NA,"Benth.","Ferreira, H.D.","Goiás","Mossâmedes","Serra Dourada","-50.2150001525879","-16.1266994476318","UFG0022814",NA,NA,NA,NA,NA,NA,"1998","03","27","30139","auto",NA,NA,NA,NA
"392","2019-12-19 11:19:05-03","UFG","UFG","4040","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo","4408","1969","08","02",NA,"Brasil",NA,NA,"Obs: Herbáceo. Corola roxa.","UFG0004040",NA,NA,"Benth.","Ferreira, H.D.","Goiás","Mossâmedes","Serra Dourada","-50.2150001525879","-16.1266994476318","UFG0004040",NA,NA,NA,NA,NA,NA,"1996","10","28","30139","auto",NA,NA,NA,NA
"393","2019-12-19 11:19:05-03","UFG","UFG","10158","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo","8587","1972","11","10",NA,"Brasil",NA,NA,"Obs: Campo. Corola roxa. Estrada de Serranópolis.","UFG0010158",NA,NA,"Benth.","Harley, R.M.","Goiás","Jataí",NA,"-51.7144012451172","-17.8813991546631","UFG0010158",NA,NA,NA,NA,NA,NA,"1991","01","01","75073","auto",NA,NA,NA,NA
"394","2019-12-19 11:19:05-03","UFG","UFG","18553","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","Ferreira, H.D.; et al.","3250","1994","10","28",NA,"Brasil",NA,NA,NA,"UFG0018553",NA,NA,"Benth.","R.M. Harley","Goiás","Leopoldo de Bulhões",NA,"-48.7435989379883","-16.6191997528076","UFG0018553",NA,NA,NA,NA,NA,NA,"1996","08","16","30231","auto",NA,NA,NA,NA
"395","2019-12-19 11:19:05-03","UFG","UFG","14104","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H.D. Ferreira","2557","1992","08","20",NA,"Brasil",NA,NA,"Obs: Planta herbácea, mais ou menos 30 cm de altura &nf;Inflorescência lilás.","UFG0014104",NA,NA,"Benth.","Harley, R.M.","Goiás","Pirenópolis",NA,"-48.9592018127441","-15.852499961853","UFG0014104",NA,NA,NA,NA,NA,NA,"1996","08","16","40887","auto",NA,NA,NA,NA
"396","2019-12-19 11:19:05-03","UFG","UFG","30792","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H.D. Ferreira","4625","2007","09","08",NA,"Brasil",NA,NA,"Obs: Erva com 50 cm de altura, campo rupestre solo arenoso.","UFG0030792",NA,NA,"Benth.","Schliewe, M.A.","Goiás","Pirenópolis","Morro dos três Picos","-48.9592018127441","-15.852499961853","UFG0030792",NA,NA,NA,NA,NA,NA,"2007","09","08","40887","auto",NA,NA,NA,NA
"397","2019-12-19 11:19:05-03","UFG","UFG","29856","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H.D. Ferreira","4434","2006","08","12",NA,"Brasil",NA,NA,"Obs: Campo sujo, relevo plano, erva, flor lilás.","UFG0029856",NA,NA,"Benth.","Ferreira, H.D.","Goiás","Mineiros","Parque Nacional das Emas","-52.5511016845703","-17.5694007873535","UFG0029856",NA,NA,NA,NA,NA,NA,"2006","08","12","100343","auto",NA,NA,NA,NA
"398","2019-12-19 11:19:05-03","UFG","UFG","11208","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H.D. Ferreira","224","1983","07","01",NA,"Brasil",NA,NA,"Obs: Cerrado.","UFG0011208",NA,NA,"Benth.","Harley, R.M.","Goiás","Mineiros","Parque Nacional das Emas","-52.5511016845703","-17.5694007873535","UFG0011208",NA,NA,NA,NA,NA,NA,"1996","08","16","100343","auto",NA,NA,NA,NA
"399","2019-12-19 11:19:05-03","UFG","UFG","20904","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo; J.A. Rizzo","11943","1994","10","18",NA,"Brasil",NA,NA,"Obs: 50 cm, coroloa lilás. Formação rupestre.","UFG0020904",NA,NA,"Benth.","Rizzo, J.A.","Goiás","Mossâmedes","Serra Dourada","-50.2150001525879","-16.1266994476318","UFG0020904",NA,NA,NA,NA,NA,NA,"1996","08","06","30139","auto",NA,NA,NA,NA
"400","2019-12-19 11:19:05-03","UFG","UFG","4058","S","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J.A. Rizzo","4537","1969","11","08",NA,"Brasil",NA,NA,"Obs: Subarbusto.","UFG0004058",NA,NA,"Benth.","Graziela, M.B.","Goiás","Mossâmedes","Serra Dourada","-50.2150001525879","-16.1266994476318","UFG0004058",NA,NA,NA,NA,NA,NA,"1970","01","03","30139","auto",NA,NA,NA,NA
"401","2021-02-04 10:27:43-03","UFRPE","HST","21329","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","R.C.Mendonça; E.Cardoso & E.C.Oliveira","5157","2002","09","30",NA,"Brasil",NA,NA,"Subarbusto heliófilo ca. 35 cm alt.; folhagem nova; caule com casca lisa; flores lilás claro; fruto imaturo cor verde.","HST021329",NA,NA,"Benth.","R.M.Harley","Distrito Federal","Brasília","Área de Proteção Ambiental (APA) Gama - Cabeça de Veado","-47.953889","-15.897639",NA,"1030","1030",NA,NA,"47W57'14''","15S53'51,5''","2014","03",NA,NA,NA,NA,NA,NA,NA
"402","2020-09-12 05:00:02-03","US","US","2675506","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H. S. Irwin, R. M. Harley & Geo. L. Smith","31423","1971","3","3","South America - Neotropics","Brazil",NA,NA,NA,"US02884291",NA,"Lamiales","Benth.",NA,"Bahia",NA,"Planalto do Brasil. Valley of the Rio das Ondas. Cerrado on slopes of Espigão Mestre, ca. 8km NW of Barreiras, incomplete road to Santa Rita da Cássia.",NA,NA,"US02884291_01","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"403","2020-09-12 05:00:02-03","US","US","2404877","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","I. Mimura","16","1961","10","10","South America - Neotropics","Brazil",NA,NA,NA,"US02884286",NA,"Lamiales","Benth.",NA,"São Paulo",NA,"Municipio de São José dos Campos. Ca. 7 km SW em linha reta da praça principal ao SE de São José dos Campos.",NA,NA,"US02884286_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"404","2020-09-12 05:00:02-03","US","US","2934241","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes cristalinae","H. S. Irwin, R. Souza & R. Reis dos Santos","9795","1965","11","2","South America - Neotropics","Brazil",NA,NA,NA,"US02884284",NA,"Lamiales","Harley",NA,"Goiás",NA,"Planalto do Brasil. Serra do Cristais. Cerrado, 5 km. W. of Cristalina.","-48","-17","US02884284_01","1175",NA,"cristalinae",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"405","2020-09-12 05:00:02-03","US","US","2523103","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J. R. de Mattos & N. Mattos","8496","1960","11","17","South America - Neotropics","Brazil",NA,NA,NA,"US02884227",NA,"Lamiales","Benth.",NA,"São Paulo",NA,"Município de Moji-Guaçu: Fazenda Campininha, 7 km NNW de Padua Sales.",NA,NA,"US02884227_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"406","2020-09-12 05:00:02-03","US","US","1879581","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","T. Lasser","227","1942","4",NA,"South America - Neotropics","Venezuela",NA,NA,NA,"US02884298",NA,"Lamiales","Benth.",NA,"Barinas",NA,"Near Santa Bárbara de Barinas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"407","2020-09-12 05:00:02-03","US","US","2675517","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H. S. Irwin, R. M. Harley & Geo. L. Smith","31663","1971","3","7","South America - Neotropics","Brazil",NA,NA,NA,"US02884290",NA,"Lamiales","Benth.",NA,"Bahia",NA,"Planalto do Brasil. Valley of the Rio das Ondas. Cerrado, ca. 80km W. of Barreiras.",NA,NA,"US02884290_01","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"408","2020-09-12 05:00:02-03","US","US","2851598","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","G. Eiten & L. T. Eiten","8403-A","1968","8","27","South America - Neotropics","Brazil",NA,NA,NA,"US02884296",NA,"Lamiales","Benth.",NA,"Mato Grosso",NA,"Município de Barra do Garças: city of Xavantina on the Rio das Mortes. About ½ km SSW of center of the city.","-52.35","-14.7","US02884296_01","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"409","2020-09-12 05:00:02-03","US","US","2752809","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H. S. Irwin & T. R. Soderstrom","6754","1964","10","10","South America - Neotropics","Brazil",NA,NA,NA,"US02884305",NA,"Lamiales","Benth.",NA,"Mato Grosso",NA,"Planalto do Brasil. Vicinity of Xavantina. Ca. 70km N. of Xavantina.","-52.33","-14.67","US02884305_01","300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"410","2020-09-12 05:00:02-03","US","US","2369459","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","S. Machado","5","1959","9","16","South America - Neotropics","Brazil",NA,NA,NA,"US02884229",NA,"Lamiales","Benth.",NA,"São Paulo",NA,"Mun. São Miguel Arcanjo. Arredores da cid. de São Miguel Arcanjo Campo.",NA,NA,"US02884229_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
