"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"19","2021-03-15 16:37:00-03","NY","NYBG","00498630","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","M. H. Nee","36975","1988","11","29","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727557' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498630","Magnoliophyta","Lamiales","Benth.","M. H. Nee","Santa Cruz","Andrés Ibáñez","7 km. NW of Terevinto on road to El Hondo","-63.43","-17.67",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00857093","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","G. C. G. Argent","6724","1967","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857093","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Mato Grosso",NA,"Brickworks near Olaria, just S.W. of Xavantina.","-52.23","-14.63","NY00857093_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00498622","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","I. Mimura","545","1962","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727560' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498622","Magnoliophyta","Lamiales","Benth.","L. B. Smith; S. F. Smith","São Paulo","Sao José dos Campos","Parte superior da encosta leste do vale do Córrego da Ressaca, 6-6 1/2 km ao SW (ao longo da Rodovia Pres. Dutra) da saída para Sao José dos Campos, 100-500 m ao lado SE da rodovia","-45.88","-23.1703","NY00498622_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00498623","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","R. Goodland","34","1965","09","21","South America","Brazil","sheet",NA,"McGill University Expedition <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498623","Magnoliophyta","Lamiales","Benth.","R. M. Harley","São Paulo","Pirassununga","Emas","-47.370228","-21.932532","NY00498623_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00498621","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","G. Eiten","2866","1961","05","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498621","Magnoliophyta","Lamiales","Benth.","S. F. Smith; L. B. Smith","São Paulo","Sao José dos Campos","At 7 1/2 km. S of Sao José dos Campos (along highway to Paraibuna) & ca. 1 km. further south on dirt road","-45.88","-23.1703","NY00498621_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01023629","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","F. N. Costa","111","1999","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1198778' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023629","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Minas Gerais","Sacramento","Parque Nacional da Serra da Canastra. 10 km da portaria de Sacramento, 57 km da área de desenvolvimento Jaguaré (Jaguari). Nascentes do córrego Mata Carvalo.","-47.4397","-19.8656","NY01023629_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00857019","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H. S. Irwin","6073","1964","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857019","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Distrito Federal","Brasília","Near Brasília.","-47.9","-15.77","NY00857019_01","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00857088","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H. S. Irwin","6754","1964","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857088","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Mato Grosso",NA,"Ca. 70 km. N. of Xavantina, on rd. to Garapú.","-52.37","-14.22","NY00857088_01","300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00857095","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","P. W. Richards","6605","1968","08","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857095","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Mato Grosso",NA,"Campo at end of R 11, Base Camp Square","-51.77","-12.82","NY00857095_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00857050","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","R. Goodland","735","1967",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936039' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857050","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Minas Gerais",NA,"Triângulo region.",NA,NA,"NY00857050_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00857091","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","G. T. Prance","18961","1973","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857091","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Mato Grosso",NA,"Vicinity Veu de Noiva; Chapada dos Guimarães.","-55.832445","-15.40761","NY00857091_01","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00857017","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J. A. Ratter","3359","1976","08","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857017","Magnoliophyta","Lamiales","Benth.",NA,"Distrito Federal","Brasília","In the area of the Córrego Cabeça de Veado c. 9.5 km SSE of Brasília TV Tower.","-47.9294","-15.7797","NY00857017_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-29 18:01:00-03","NY","NYBG","00498629","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","J. L. Fernández Alonso","5898","1986","03","17","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727561' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498629","Magnoliophyta","Lamiales",NA,"J. L. Fernández Alonso","Casanare",NA,"Municipio de Villanueva. Cercánias de la población",NA,NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00857021","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","A. F. Regnell","I318",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=935963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857021","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Minas Gerais","Caldas",NA,"-46.3858","-21.9236","NY00857021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00857100","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","L. Riedel","2447","1833","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936311' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857100","Magnoliophyta","Lamiales","Benth.","R. M. Harley",NA,NA,"S. Paulo, Minas Gerais et Goyaz",NA,NA,"NY00857100_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00857020","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H. S. Irwin","6073","1964","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936014' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857020","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Distrito Federal","Brasília","Near Brasília.","-47.9","-15.77","NY00857020_01","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00857096","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","G. Gardner","VIII-3387","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936320' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857096","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Goiás",NA,"Goyaz",NA,NA,"NY00857096_01",NA,NA,NA,"paratype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00857015","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","A. Macedo","3606","1952","12","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936030' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857015","Magnoliophyta","Lamiales","Benth.","C. C. Epling","Goiás","Pirenópolis",NA,"-48.9592","-15.8525","NY00857015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00857013","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","R. Goodland","735","1967",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857013","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Minas Gerais",NA,"Triângulo region.",NA,NA,"NY00857013_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00498628","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","C. A. Cid Ferreira","9403","1987","11","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498628","Magnoliophyta","Lamiales","Benth.",NA,"Pará","Alenquer","Estrada Cuamba (ramal a direita da Estr. Lauro Sodré), 12 km de Alenquer, a caminho da Faz. Capintuba","-54.65","-1.88","NY00498628_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00857098","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","L. Riedel","2447","1833","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936315' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857098","Magnoliophyta","Lamiales","Benth.","R. M. Harley",NA,NA,"S. Paulo, Minas Gerais et Goyaz",NA,NA,"NY00857098_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00749323","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","B. Maguire","56887","1963","09","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=890357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749323","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Mato Grosso",NA,"85 km. from Cuiaba en route to Rondonoplois",NA,NA,"NY00749323_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00498614","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H. S. Irwin","31423","1971","03","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498614","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Bahia",NA,"Cerrado on slopes of Espigao Mestre, ca. 8 km NW of Barreiras, inomplete road to Santa Rita da Cássia",NA,NA,"NY00498614_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00857014","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","G. G. Hatschbach","27319","1971","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857014","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Minas Gerais","Gouveia","Serra do Espinhaço","-43.7406","-18.4544","NY00857014_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00498615","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","H. S. Irwin","31423","1971","03","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498615","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Bahia",NA,"Cerrado on slopes of Espigao Mestre, ca. 8 km NW of Barreiras, inomplete road to Santa Rita da Cássia",NA,NA,"NY00498615_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00857092","PreservedSpecimen","Plantae","Lamiaceae","Eriope","crassipes","Eriope crassipes","R. Kral","75049","1988","09","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936329' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857092","Magnoliophyta","Lamiales","Benth.","R. M. Harley","Mato Grosso","Cuiabá","Chapada dos Guimarães, Salgadeira","-56.0967","-15.5961","NY00857092_01","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
