"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","locality","phylum","order","minimumElevationInMeters","occurrenceRemarks","continentOcean","barcode","imagecode","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","individualCount","class","typeStatus"
"18","2020-12-11 11:38:53-03","UFMG","BHCB","15742","PreservedSpecimen","Plantae","Moraceae","Dorstenia","sucrei","Dorstenia sucrei","Carauta",NA,"Salino, A","2370","1995","12","11","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434","49886","auto","2007","07",NA,"Estação Biológica de Caratinga.","Dicotyledon",NA,NA,"Erva rasteira, com uma parte crescendo entre a serrapilheira. Parte ereta com 60-70cm de compr.; Floresta. Interior da floresta.","Southern America","BHCB039459",NA,NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:38:53-03","UFMG","BHCB","69405","PreservedSpecimen","Plantae","Moraceae","Dorstenia","sucrei","Dorstenia sucrei","Carauta",NA,"Hatschbach, G","71411","2000","10","18","Brasil","Espírito Santo","Alfredo Chaves","-40.749698638916","-20.6350002288818","32447","auto","2007","07",NA,"Santa Luzia","Dicotyledon",NA,"900","Ascendente, até 50cm.; Floresta atlântica.","Southern America","BHCB039442",NA,NA,NA,"900",NA,NA,NA
"20","2013-03-19 11:00:00-03","MO","MOBOT","3281992","PreservedSpecimen","Plantae","Moraceae","Dorstenia","sucrei","Dorstenia sucrei","Carauta","M. D. M. Vianna f. (RB)","Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 71463","2000","10","20","Brazil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,"Alto Bananeiras (Mun. Venda Nova do Imigrante).",NA,NA,"900.00000000",NA,"South America",NA,NA,NA,NA,"1000.00000000","1",NA,NA
"21","2020-07-10 09:47:44-03","MBML","MBML-HERBARIO","15245",NA,"Plantae","Moraceae","Dorstenia","cf. sucrei","Dorstenia cf. sucrei","Carauta","A.F.P. Machado/26-05-2008","L. Kollmann; et al","4622","2001","09","18","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,NA,NA,NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,NA,"Erva 1m na sombra. Inflorescência verde.",NA,"MBML015245","MBML015245","40W33'11","19S54'27",NA,NA,NA,NA
"22","2020-07-10 09:47:44-03","MBML","MBML-HERBARIO","18412",NA,"Plantae","Moraceae","Dorstenia","cf. sucrei","Dorstenia cf. sucrei","Carauta","Vianna Filho & Carrijo/2005","L. Kollmann; et al","5808","2002","12","03","Brasil","Espírito Santo","Santa Maria de Jetibá","-40.697222","-20.043333",NA,NA,NA,NA,NA,"Belém",NA,NA,NA,"Terrestre, planta com 40cm, na sombra, inflorescências verdes.",NA,"MBML018412","MBML018412","40W41'50","20S2'36",NA,NA,NA,NA
"23","2020-07-10 09:47:44-03","MBML","MBML-HERBARIO","23408",NA,"Plantae","Moraceae","Dorstenia","cf. sucrei","Dorstenia cf. sucrei","Carauta","Vianna Filho & Carrijo/2005","L. Kollmann; et al","7284","2005","01","22","Brasil","Espírito Santo","Santa Teresa","-40.555833","-19.935",NA,NA,NA,NA,NA,"Penha, Sítio do R. Pizziolo",NA,NA,NA,"Erva 40cm. Na sombra.",NA,"MBML023408","MBML023408","40W33'21","19S56'6",NA,NA,NA,NA
"24","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","13558",NA,"Plantae","Moraceae","Dorstenia","sucrei","Dorstenia sucrei","Carauta","A.F.P. Machado/26-05-2008","M. Alves; et al","1934","2000","05","31","Brasil","Espírito Santo","Santa Teresa","-40.683611","-19.931111",NA,NA,NA,NA,NA,"São Lourenço, Mata Fria",NA,NA,NA,"Próximo a córrego, solo rochoso arbusto ereta, não ramificado, látex branco leitoso, inflorescência verde amarelada com a margem vinácea.",NA,"MBML013558","MBML013558","40W41'1","19S55'52",NA,NA,NA,NA
"25","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","21138",NA,"Plantae","Moraceae","Dorstenia","sucrei","Dorstenia sucrei","Carauta","A.F.P. Machado/26-05-2008","L. Kollmann; et al","6239","2003","06","24","Brasil","Espírito Santo","Santa Maria de Jetibá","-40.676944","-20.096389",NA,NA,NA,NA,NA,"Caramuru",NA,NA,NA,"Terrestre 40cm, na sombra. Inflorescência verde.",NA,"MBML021138","MBML021138","40W40'37","20S5'47",NA,NA,NA,NA
"26","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","25492",NA,"Plantae","Moraceae","Dorstenia","sucrei","Dorstenia sucrei","Carauta","L. Kollmann/24-03-2006","L. Kollmann; et al","8806","2006","03","24","Brasil","Espírito Santo","Santa Teresa","-40.573056","-19.836944",NA,NA,NA,NA,NA,"Santo Anselmo",NA,NA,NA,"Erva 50cm. Flores rosas.",NA,"MBML025492","MBML025492","40W34'23","19S50'13",NA,NA,NA,NA
"27","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","29095",NA,"Plantae","Moraceae","Dorstenia","sucrei","Dorstenia sucrei","Carauta","A.F.P. Machado/01-10-2009","L. Kollmann","9500","2007","02","28","Brasil","Espírito Santo","Santa Teresa","-40.555833","-19.935",NA,NA,NA,NA,NA,"Penha, Sítio do R. Pizziolo",NA,NA,NA,"Erva 50cm na sombra, inflorescência amarelada com as margens vinaceas, estípulas vinaceas",NA,"MBML029095","MBML029095","40W33'21","19S56'6",NA,NA,NA,NA
"28","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","9091",NA,"Plantae","Moraceae","Dorstenia","sucrei","Dorstenia sucrei","Carauta","Vianna Filho & Carrijo/2005","L. Kollmann; E. Bausen","1616","1999","01","20","Brasil","Espírito Santo","Santa Maria de Jetibá","-40.645833","-19.981944",NA,NA,NA,NA,NA,"Rio Nove",NA,NA,NA,"Planta de 40cm na sombra. Flores brancas.",NA,"MBML009091","MBML009091","40W38'45","19S58'55",NA,NA,NA,NA
"29","2019-10-07 09:36:25-03","UEFS","HUEFS","124428","PreservedSpecimen","Plantae","Moraceae","Dorstenia","sucrei","Dorstenia sucrei","Carauta","A.F.P.Machado","Miranda, A.M.","1014","2007","08","25","Brasil","São Paulo","Ubatuba","-44.816667","-23.335",NA,NA,"2010","12",NA,"Picinguaba Parque Estadual da Serra do Mar. Núcleo Picinguaba. Casa da Farinha. Trilha para o Corisco.","Angiospermae","Rosales","304","Mata Atlântica.",NA,"HUEFS0124428","HUEFS0124428","44W49'0''","23S20'6''","304",NA,"Rosanae",NA
"30","2019-09-04 20:02:03-03","F","FMNH-SEEDPLANTS","V0064381F","PreservedSpecimen","Plantae","Moraceae","Dorstenia","sucrei","Dorstenia sucrei",NA,NA,"A. C. Brade & et al.","18278","1946","5","17","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"South America","V0064381F","V0064381F_01",NA,NA,NA,NA,"Dicotyledoneae","Isotype"
"31","2020-07-16 10:05:37-03","IBt","SP","288800","S","Plantae","Moraceae","Dorstenia","sucrei","Dorstenia sucrei","Carauta",NA,"Hatschbach, G","61146","1994","10","08","Brasil","Espírito Santo","Alfredo Chaves","-40.749698638916","-20.6350002288818","32447","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-22 10:13:27-03","IBt","SP","346679","S","Plantae","Moraceae","Dorstenia","sucrei","Dorstenia sucrei","Carauta",NA,"Alves, M","1934","2000","05","31","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-10 11:27:57-03","IBt","SP","399767","S","Plantae","Moraceae","Dorstenia","sucrei","Dorstenia sucrei","Carauta",NA,"Miranda, AM","1014","2007","08","25","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
