"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber","sex"
"11","2021-04-05 14:25:35-03","UNESC","CRI","6931","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","T. D. Pennington","R. Reitz; R. M. Klein","1958","12","17","Brasil","Santa Catarina","Lauro Muller","Vragem Grande.","-49.396944","-28.393333","49º23'49''W","28º23'36''S",NA,NA,"Habito: arbórea","CRI004659","CRI004659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:44-03","UNESC","CRI","6631","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","T. D. Pennington","R. Klein","1965","01","13","Brasil","Santa Catarina","Itajaí","Braco Joaquim, Luiz Alves.","-48.662222","-26.908333","48º39'44''W","26º54'30''S","4","4","Habito: arbórea","CRI004658","CRI004658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:33:44-03","UNESC","CRI","2359","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","T. D. Pennington","R. Klein","1955","01","13","Brasil","Santa Catarina","Itajaí","Braço Joaquim, Luiz Alves.","-48.662222","-26.908333","48º39'44''W","26º54'30''S","4","4","Habito: arbórea","CRI004661","CRI004661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:35-03","UNESC","CRI","2126","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","T. D. Pennington","R. Reitz; R. M. Klein","1958","12","17","Brasil","Santa Catarina","Lauro Muller","vargem grande.","-49.396944","-28.393333","49º23'49''W","28º23'36''S",NA,NA,"Habito: arbórea","CRI004664","CRI004664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:33:44-03","UNESC","CRI","6897","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","T. D. Pennington","R. Klein","1955","01","13","Brasil","Santa Catarina","Itajaí","Braço Joaquim, Luiz Alves.","-48.662222","-26.908333","48º39'44''W","26º54'30''S","4","4","Habito: arbórea","CRI004670","CRI004670","1067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:44-03","UNESC","CRI","2101","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","T. D. Pennington","R. Reitz; R. M. Klein","1957","07","26","Brasil","Santa Catarina","São Francisco do Sul","Três Barras, Garuva.","-48.638333","-26.243889","48º38'18''W","26º14'38''S","21","21","Habito: arbórea","CRI004669","CRI004669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:33:44-03","UNESC","CRI","6234","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Vanilde Citadini- Zanette","Denise Piacentini Cesconeto","1996","10","13","Brasil","Santa Catarina","Santa Rosa do Sul",NA,"-49.700278","-29.136667","49º42'1''W","29º8'12''S","19","19",NA,"CRI004667","CRI004667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:25:35-03","UNESC","CRI","12634","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","Aline Votri Guislon","Alexandre Medeiros","2017","07","19","Brasil","Santa Catarina","Balneário Camboriú","Praia da Barra.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Fruto castanho. Coleta 491.","CRI010848",NA,NA,"2017","09","18","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","777890","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","T. D. Pennington","J. G. Jardim","2000","02","21","Brazil","Bahia","Camamu","Fazenda Exílio, entrada no km 10.7 da BA 650 Camamú-Travessao, ca. 2 km L da sede da fazenda","-39.1686","-14.0019",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777890","NY00777890_01","2720",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","408409","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","D. C. Daly","A. M. V. de Carvalho","1980","02","26","Brazil","Bahia","Maraú","Rodovia BR-030, trecho Porto de Campinhos-Maraú, km 11","-38.9333","-13.9666",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408409","NY00408409_01","191",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01282042","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota schumanniana","(Harms) T.D.Penn.","T. D. Pennington","W. W. Thomas","2004","09","25","Brazil","Bahia","Mun. Guaratinga","Forest to the south of Pedra Cruzeiro do Sul, 8.7 km SE of São João do Sul (first on road to Cabeceira do Sul and then on fazenda road that goes around east side of Pedia Cruzeiro do Sul).",NA,NA,NA,NA,"250","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828379' target='other'> <mi>dwc_moreinfo</mi></a>","NY01282042","NY01282042_01","14260",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","schumanniana",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","408415","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota lepidota","Mart.","T. D. Pennington","J. Almeida","1968","09","13","Brazil","Bahia","Porto Seguro","Saída da Itabela-Eunápolis, 1 km da BR101. Lado leste","-39.0644","-16.4497",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599232' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408415","NY00408415_01","25",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","lepidota",NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 10:47:00-03","NY","NYBG","01788347","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota lepidota","Mart.","J. A. Kallunki","L.A. Gomes","2011","09","09","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto: Trilha no interior da mata.","-37.4197","-11.395",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2057678' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788347","NY01788347_01","197",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","lepidota",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","408402","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota lepidota","Mart.","T. D. Pennington","L. A. Mattos Silva","1982","02","05","Brazil","Bahia","Ilhéus","Fazenda Barra do Manquinho. Ramal com entrada no km 10 da Rod. Pontal/Olivença, lado direito, 3 km a Oeste da Rod.","-39.0492","-14.7892",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614144' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408402","NY00408402_01","1438",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","lepidota",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","408423","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota schumanniana","(Harms) T.D.Penn.","T. D. Pennington","G. G. Hatschbach","1995","01","16","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1344","-20.3397",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=592880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408423","NY00408423_01","61547",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","schumanniana",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","54858","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.",NA,"C. F. P. von Martius","1839","09",NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Martii Herbar Florae Brazil <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00054858","NY00054858_01 NY00054858_02","393",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,"isotype",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01092768","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota schumanniana","(Harms) T.D.Penn.","T. D. Pennington","G. L. Farias","1991","11","26","Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Est. Perobo Osso, ant. 221, lado esquerdo.","-40.0719","-19.3911",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233279' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092768","NY01092768_01","477",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","schumanniana",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","408419","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota lepidota","Mart.","D. C. Daly","A. M. Amorim","1993","03","08","Brazil","Bahia","Una","Picada paralela ao Rio Maruim. Reserva Biológica do Mico-Leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","-39.08","-15.15",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408419","NY00408419_01","1151",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","lepidota",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","408403","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","T. D. Pennington","A. M. V. de Carvalho","1994","09","07","Brazil","Bahia","Ilhéus","Mata da Esperança. Entrada a 2 km a partir da antiga ponte do Rio Fundao","-39.0692","-14.7819",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614148' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408403","NY00408403_01","4646",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","408422","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota schumanniana","(Harms) T.D.Penn.","G. G. Hatschbach","G. G. Hatschbach","1983","04","28","Brazil","Paraná","Antonina","Mangue Maior Santo","-48.7117","-25.4286",NA,NA,"20","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=592883' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408422","NY00408422_01","46270",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","schumanniana",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1015808","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.",NA,"E. Barbosa","2003","05","16","Brazil","Paraná","Guaraqueçaba","Itaqui, arredores.","-48.3289","-25.3069",NA,NA,"20","70","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113788' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015808","NY01015808_01","770",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","408406","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","T. D. Pennington","A. M. Amorim","1992","12","14","Brazil","Bahia","Itacaré","Estrada Itacaré/Taboquinhas, ca. 6 km de Itacaré. Loteamento de Marambaia","-39.026455","-14.310972",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614147' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408406","NY00408406_01","890",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1552014","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota schumanniana","(Harms) T.D.Penn.","T. D. Pennington","D. A. Folli","2009","08","27","Brazil","Espírito Santo",NA,"Reserva Natural Vale, Linhares, Estrada Jueirana facão.",NA,NA,NA,NA,"100",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1433972' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552014","NY01552014_01","6400",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","schumanniana",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01092769","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota schumanniana","(Harms) T.D.Penn.","T. D. Pennington","I. A. Silva","1979","12","27","Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Est. Peroba Amarela, ant. 143, km 2,405, lado esquer.","-40.0719","-19.3911",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233287' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092769","NY01092769_01","138",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","schumanniana",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02099164","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","T. D. Pennington","R. M. Déda","2012","04","17","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto.","-37.4258","-11.3828",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2276513' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099164","NY02099164_01","163",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00837023","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota leucastera","(Sandwith) T.D.Penn.","T. D. Pennington","E. L. Taylor","1983","04","22","Brazil","Maranhão","Grajaú","Mondelandia (42 km N from BR 226 on road that starts E of Grajau); land of Senhor Baltazar, 5 km S of town.","-46.18","-5.67",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837023","NY00837023_01","E1304",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","leucastera",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","408418","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota lepidota","Mart.","T. D. Pennington","A. M. Amorim","1991","11","20","Brazil","Bahia","Itacaré","Ramal à esquerda na estrada Ubaitaba/Itacaré, a 4 km do loteamento da Marabaia","-38.9967","-14.2778",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408418","NY00408418_01","418",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","lepidota",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","408412","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota lepidota","Mart.","J. A. Kallunki","J. A. Kallunki","1993","02","01","Brazil","Bahia","Maraú","75 km from Ubaitaba and BR-101 on road to Campinhos, past turn to Maraú","-38.97","-14.0014",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599241' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408412","NY00408412_01","422",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","lepidota",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","402016","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","T. D. Pennington","M. M. Arbo","1997","01","23","Brazil","Bahia","Maracás","6 km al E de Maracás, camino a Itiruçú","-40.38","-13.45",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402016","NY00402016_01","7693",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","686697","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","T. D. Pennington","J. G. Jardim","2001","04","14","Brazil","Bahia",NA,"Serra do Ramalho. Ca. 18 km da cidade, entrada pela agrovila 10.","-43.75222222","-13.5105556",NA,NA,"510","510","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=839151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686697","NY00686697_01","3466",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","408416","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota lepidota","Mart.","T. D. Pennington","J. Almeida","1968","10","17","Brazil","Bahia","Itacaré","Ramal da barragem","-38.9967","-14.2778",NA,NA,NA,NA,"Col. madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408416","NY00408416_01","170",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","lepidota",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","54855","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.",NA,"Martii Herbar. Florae Brasil.","1839","09",NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00054855","NY00054855_01 NY00054855_02","393",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,"isotype",NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","408408","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota ferruginea","T.D.Penn.","T. D. Pennington","A. M. Amorim","1993","11","27","Brazil","Sergipe","Santa Luzia do Itanhi","Cerca de 2,5 km do Distrito de Crasto, na estrada para Sta Luzia do Itanhi","-37.4481","-11.3508",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408408","NY00408408_01","1484",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","ferruginea","isotype",NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","408401","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota lepidota","Mart.","T. D. Pennington","A. M. V. de Carvalho","1982","01","07","Brazil","Bahia","Maraú","10 km ao S do Porto de Campinhos, estrada Porto de Campinhos/Ubaitaba","-39.0144","-14.1033",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408401","NY00408401_01","1117",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet","lepidota",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","408400","PreservedSpecimen","Plantae","Meliaceae","Trichilia","lepidota","Trichilia lepidota","Mart.","S. A. Mori","S. A. Mori","1979","08","14","Brazil","Bahia","Santa Cruz Cabrália","Antiga Rodovia que liga a Estaçao Ecológica Pau-Brasil à Sta. Cruz, 7 km ao NE da estaçao. ca. 12 km ao NW de Porto-Seguro","-39.13","-16.38",NA,NA,"80","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614154' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408400","NY00408400_01","12728",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
