"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","typeStatus","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","454247","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","R. Reitz",NA,NA,NA,"R. Reitz","4570","1957","07","26","Brazil","Santa Catarina","Sao Francisco do Sul","Três Barras, Garuva","-48.6381","-26.2433",NA,NA,"100","100","NY00454247","NY00454247_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222338' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","454243","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","P. K. H. Dusén",NA,NA,NA,"G. Jönsson","641a","1914","07","06","Brazil","Paraná","Piraquara","Banhado","-49.0631","-25.4419",NA,NA,NA,NA,"NY00454243","NY00454243_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222335' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","454262","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"R. A. Wasum",NA,"1994","06","03","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional I","-50.395632","-29.433343",NA,NA,"830","830","NY00454262","NY00454262_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222347' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","454249","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","R. Reitz",NA,NA,NA,"R. Reitz","4690","1957","08","24","Brazil","Santa Catarina","Garuva","Três Barras, Garuva. Sao Francisco do Sul","-48.8547","-26.0269",NA,NA,"200","200","NY00454249","NY00454249_01","Lenho na xiloteca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222339' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","454257","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"R. A. Wasum",NA,"1994","10","29","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional III","-50.395632","-29.433343",NA,NA,"850","850","NY00454257","NY00454257_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222348' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","454244","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","R. Reitz",NA,NA,NA,"L. B. Smith","14888","1965","01","20","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.03","-25.22",NA,NA,"800","920","NY00454244","NY00454244_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222341' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","454251","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"R. A. Wasum","390","1999","12","27","Brazil","Rio Grande do Sul","Sao Francisco de Paula","José Velho","-50.7347","-29.3142",NA,NA,"750","750","NY00454251","NY00454251_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222355' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","454241","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","R. Reitz",NA,NA,NA,"R. Reitz","4038","1957","08","23","Brazil","Santa Catarina","Joinville","Estrada Dona Francisca","-48.8456","-26.3044",NA,NA,"650","650","NY00454241","NY00454241_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222337' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","454263","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"R. A. Wasum",NA,"1989","04","04","Brazil","Rio Grande do Sul","Sao Leopoldo","Sao Leopoldo - Bairro Sao José","-51.1469","-29.7606",NA,NA,"8","8","NY00454263","NY00454263_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222344' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","454254","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"R. A. Wasum",NA,"1995","01","18","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional","-50.395632","-29.433343",NA,NA,"800","800","NY00454254","NY00454254_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222351' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","454238","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","M. C. Dias",NA,NA,NA,"M. E. Medri",NA,"1995","02","10","Brazil","Paraná","Teixeira Soares","Fazenda Capao Bonito","-50.4606","-25.3683",NA,NA,NA,NA,"NY00454238","NY00454238_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222336' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","454261","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"R. A. Wasum",NA,"1994","09","24","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional I","-50.395632","-29.433343",NA,NA,"850","850","NY00454261","NY00454261_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222346' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","592240","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"R. A. Wasum","983","2001","03","04","Brazil","Rio Grande do Sul","Sao Francisco de Paula","José Velho","-50.5833","-29.4483",NA,NA,"750","750","NY00592240","NY00592240_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222357' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","454253","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"R. A. Wasum",NA,"1995","01","18","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional","-50.395632","-29.433343",NA,NA,"800","800","NY00454253","NY00454253_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222350' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","454260","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"G. Cararo",NA,"1996","02","29","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional III","-50.395632","-29.433343",NA,NA,"800","800","NY00454260","NY00454260_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222353' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","454252","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"F. Gava",NA,"1985","08","25","Brazil","Rio Grande do Sul","Farroupilha","Sao Roque","-51.339909","-29.218747",NA,NA,NA,NA,"NY00454252",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222342' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","454255","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"R. A. Wasum",NA,"1995","07","12","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional","-50.395632","-29.433343",NA,NA,"800","800","NY00454255","NY00454255_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222352' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","454259","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"R. A. Wasum",NA,"1996","08","17","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional III","-50.395632","-29.433343",NA,NA,"800","800","NY00454259","NY00454259_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222354' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","454240","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","332","1966","01","14","Brazil","Paraná","Morretes","Serra do Mar; Atlantic slope above Bela Vista, near old road from Curitiba to Morretes","-48.887212","-25.350515",NA,NA,"550","550","NY00454240","NY00454240_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222360' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","778623","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"A. Kegler","1217","2002","01","19","Brazil","Rio Grande do Sul","Caxias do Sul","Forqueta.","-51.1792","-29.1683",NA,NA,"780","780","NY00778623","NY00778623_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796505' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","454258","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.",NA,NA,NA,NA,"R. A. Wasum",NA,"1994","10","29","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional III","-50.395632","-29.433343",NA,NA,"850","850","NY00454258","NY00454258_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222363' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","454245","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","R. Reitz",NA,NA,NA,"R. Reitz","10196","1960","10","14","Brazil","Santa Catarina","Sao José","Serra da Boa Vista","-48.6272","-27.6156",NA,NA,"900","900","NY00454245","NY00454245_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222340' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","454242","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"A. C. Cervi","2935","1989","10","27","Brazil","Paraná","Ponta Grossa","Parque Vila Velha, Rio Perna","-50.011477","-25.232383",NA,NA,NA,NA,"NY00454242","NY00454242_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222345' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","454256","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","S. F. Smith",NA,NA,NA,"R. A. Wasum",NA,"1994","12","16","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional","-50.395632","-29.433343",NA,NA,"850","850","NY00454256","NY00454256_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222349' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1019392","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","fruticulosa","Mollinedia fruticulosa","Perkins","A. B. F. Peixoto",NA,NA,NA,"R. C. Forzza","4288","2006","09","21","Brazil","Minas Gerais","Lima Duarte","Parque Estadual da Serra do Ibitipoca.","-43.7931","-21.8428",NA,NA,NA,NA,"NY01019392","NY01019392_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282164' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1019499","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","fruticulosa","Mollinedia fruticulosa","Perkins",NA,NA,NA,NA,"R. C. Forzza","3160","2004","03","10","Brazil","Minas Gerais","Lima Duarte","Parque Estadual da Serra do Ibitipoca, Mata Grande","-43.88433","-21.70183",NA,NA,"1400","1400","NY01019499","NY01019499_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1284993' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1016199","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","hatschbachii","Mollinedia hatschbachii","Peixoto","A. L. Peixoto",NA,NA,NA,"M. R. F. Melo","525","1984","03","21","Brazil","São Paulo","Cananéia","Ilha do Cardoso. Trilha do morro da Captação para a praia de Ipanema,","-47.9197","-25.0103",NA,NA,NA,NA,"NY01016199","NY01016199_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142653' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1802168","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","hatschbachii","Mollinedia hatschbachii","Peixoto",NA,NA,NA,NA,"M. P. M. de Lima","315","1994","09","14","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Trilha para o Véu da Noiva.","-44.65833","-22.35833",NA,NA,"1050",NA,"NY01802168","NY01802168_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2046848' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","454386","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","micrantha","Mollinedia micrantha","Perkins","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","16210","1914","12","29","Brazil","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511",NA,NA,NA,NA,"NY00454386","NY00454386_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=72225' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","454385","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","micrantha","Mollinedia micrantha","Perkins",NA,NA,NA,NA,"R. R. Guedes","2189","1988","11","07","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores","-42.5311","-22.2819",NA,NA,NA,NA,"NY00454385","NY00454385_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=72226' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 11:10:15-03","UNESP-IBB","BOTU","29507","PreservedSpecimen","Plantae","Siparunaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Mantovani, W.","2013","08","16","Bignotto, R.B.","289","2004","05","05","Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667","48°26'w","22°52's",NA,NA,"BOTU029507",NA,"Árvore 3m, frutos imaturos verdes.; Coleção: Jardim Botânico UNESP Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-24 17:10:51-03","UTFPR","DVPR","5717","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Brotto, ML","2016","11","29","Silva, JM; Bayeri, I; Noguchi, G","9570","2016","10","29","Brasil","Paraná","Castro","PCH Rio Iapó, Fazenda Marumbi.","-50.0712","-24.4414","-50.0712","-24.4414","980","980","DVPR005717",NA,"Subarbusto com 80 cm de altura , flores de cor creme.; Foresta Ombrófila Mista.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:25:28-03","PUCPR","HUCP","16760","S","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","302","2005","03","20","Brasil","Paraná","Curitiba","Bosque da Fazendinha","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00015006","HUCP00015006",NA,"Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-12-04 15:25:28-03","PUCPR","HUCP","16761","S","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","420","2005","06","18","Brasil","Paraná","Curitiba","Bosque Hauer","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00015012","HUCP00015012",NA,"Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"45","2019-12-04 15:25:28-03","PUCPR","HUCP","23660","S","Plantae","Monimiaceae","Mollinedia","elegans","Mollinedia elegans","Tul.","Dunaiski, A",NA,NA,NA,"Amaral, W","578","1999","07","28","Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"HUCP00015027","HUCP00015027",NA,"Eudicotiledonea",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
