"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00897658","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"A. Amaral","1998","10","13","Brazil","Mato Grosso do Sul","Três Lagoas","Margem do Rio Verde.","-51.6933","-20.9506",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897658","NY00897658_01","121","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00897663","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","J. E. Zavortink","F. C. Hoehne","1911","07",NA,"Brazil","Mato Grosso",NA,"São Luís de Cáceres.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897663","NY00897663_01","4079","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00897649","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","R. C. Barneby","R. M. Harley","1988","10","31","Brazil","Minas Gerais","Diamantina","Estrada para Medanha a 15 km. de Diamantina.","-43.5","-18.12",NA,NA,"1225","1225","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897649","NY00897649_01","25482","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00897643","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","D. G. Rhodes","H. S. Irwin","1972","01","16","Brazil","Goiás","Corumbá de Goiás","Serra dos Pirineus, ca. 20 km E. of Pirenópolis","-48.7633333","-15.85",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978425' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897643","NY00897643_01","34348","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","867764","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","R. C. Barneby","D. C. Daly","1991","11","10","Brazil","Acre","Xapuri","Rio Acre @ 3 hours by boat downstream from Xapuri and 1 hr walking inland from left bank","-68.33","-10.75",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867764","NY00867764_01","7269","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2239378","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"R. M. Harley","1987","03","06","Brazil","Roraima","Boa Vista","Reserva Ecológica de Maracá. Road between Station and the Rio Urariquera.","-61.83","3.58",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2411415' target='other'> <mi>dwc_moreinfo</mi></a>","NY02239378","NY02239378_01","24724","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00897638","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","E. Forero","G. T. Prance","1964","10","19","Brazil","Goiás","Caiapônia","Serra do Caiapó. 20 Km south of Caiaponia, road to Jataí.","-51.8103","-16.9569",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897638","NY00897638_01","59490","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00897667","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","D. G. Rhodes","H. S. Irwin","1965","10","09","Brazil","Distrito Federal","Brasília","Confluence of Rio Torto with Lagoa Paranoá, Brasília","-47.88","-15.73",NA,NA,"975","975","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897667","NY00897667_01","9094","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","486638","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"P. K. H. Dusén","1903","11","27","Brazil","Paraná","Curitiba",NA,"-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486638","NY00486638_01","2266","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00897653","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","R. C. Barneby","G. G. Hatschbach","1974","07","19","Brazil","Goiás","Rio Verde","Rod. BR-060.","-51.3156","-17.825",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978476' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897653","NY00897653_01","34599","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","867763","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","R. C. Barneby","M. Silveira","1993","10","25","Brazil","Acre","Sena Madureira","Bacia do Rio Purus, Faz. Nova Olinda, Varacão do Caju|4. Terreno plano, floresta secundaria ao lado da pista.","-69.22","-10.12",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867763","NY00867763_01","636","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01197946","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","X. Cornejo","J. L. Paixão","2003","11","12","Brazil","Bahia","Camamu","Rod. BA 650 Camamú/Travessão. Faz. Zumbi dos Palmares. Cascalheira","-39.1753","-14.0311",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408336' target='other'> <mi>dwc_moreinfo</mi></a>","NY01197946","NY01197946_01","299","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","870295","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","R. Ortiz-Gentry","L. Buscalioni","1899","06","21","Brazil","Pará",NA,"Rio Tocantins, nel Tauiry Grande presso il Rebojo do Jahu.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870295",NA,"2404","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00897655","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"J. A. Ratter","1972","08","30","Brazil","Mato Grosso",NA,"Vale de Sonhos (80 km N of Barra do Garças on the road to Xavantina).","-52.33","-15.67",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897655","NY00897655_01","2329","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00897673","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"J. A. Ratter","1976","10","07","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897673","NY00897673_01","R3708","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","486635","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"R. Kummrow","1974","01","30","Brazil","Paraná","Curitiba","Rio Atuba.","-49.205854","-25.379421",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447140' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486635","NY00486635_01","213","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00897637","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","D. G. Rhodes","G. T. Prance","1964","10","18","Brazil","Goiás","Caiapônia","Serra do Caiapó. Banks of Rio Claro, 40 km south of Caiaponia, road to Jatai.","-51.8103","-16.9569",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897637","NY00897637_01","59466","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00897648","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","R. C. Barneby","R. M. Harley","1984","11","20","Brazil","Minas Gerais","Diamantina","Estrada Diamantina-Extração, cerca de 10 km. da cidade.","-43.6003","-18.2494",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897648","NY00897648_01","CFCR6242","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00897572","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","D. G. Rhodes","H. S. Irwin","1965","09","27","Brazil","Distrito Federal","Brasília","Universidade de Brasília","-47.875","-15.758",NA,NA,"975","975","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897572","NY00897572_01","8702","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00897666","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","R. C. Barneby","G. G. Hatschbach","1975","02","09","Brazil","Mato Grosso do Sul","Coxim","Taquari","-54.7597","-18.5069",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897666","NY00897666_01","36004","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00897644","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","D. G. Rhodes","P. Clausen","1838",NA,NA,"Brazil","Minas Gerais",NA,"Brésil (Minas Geraes)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978428' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897644","NY00897644_01","s.n.","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1183707","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","S. F. Smith","J. Magrão","2005","08","25","Brazil","Minas Gerais","Campina Verde","Margem.","-49.4864","-19.5356",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452575' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183707","NY01183707_01","2925","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","309663","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","M. H. Nee","M. H. Nee","1998","06","20","Bolivia","Santa Cruz","Andrés Ibáñez","8 km NNW (by dirt road) of center of Cotoca, near cemetery just E of Estancia Itapaqui.","-63.0083","-17.7",NA,NA,"360","360","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447124' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309663",NA,"49798","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00897654","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","R. C. Barneby","P. Nogueira Silva","2000","01","14","Brazil","Tocantins","Caseara","Parque Estadual do Cantao; transecto 1.","-50.0194","-9.2867",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897654","NY00897654_01","621","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00897639","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","D. G. Rhodes","H. S. Irwin","1965","09","17","Brazil","Distrito Federal","Brasília","East side of Lagôa Paranoá","-47.9297","-15.7797",NA,NA,"975","975","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978413' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897639","NY00897639_01","8407","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00897512","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","M. L. Kawasaki","R. de Mello-Silva","1984","10","14","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Fazenda Vargem da Angélica Morro da Virada.","-43.0092","-18.2936",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897512","NY00897512_01","CFCR5512","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00897660","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","R. C. Barneby","R. M. Harley","1968","11","01","Brazil","Mato Grosso",NA,"49.5 km. North along road from base camp","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897660","NY00897660_01","10917","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00897664","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","J. E. Zavortink","F. C. Hoehne","1911","08",NA,"Brazil","Mato Grosso",NA,"São Luís de Cáceres.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978727' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897664","NY00897664_01","4364","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00897641","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","D. G. Rhodes","H. S. Irwin","1965","12","16","Brazil","Distrito Federal","Brasília","Córrego Landím, ca. 20 km N. of Brasília","-47.9167","-15.60256",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978420' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897641","NY00897641_01","11350","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","2239375","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"G. A. Black","1951","08","17","Brazil","Roraima","Boa Vista",NA,"-60.6733016967773","2.81972002983093",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2411412' target='other'> <mi>dwc_moreinfo</mi></a>","NY02239375","NY02239375_01","51-12661","South America","sheet",NA,"Magnoliophyta","Ranunculales","90031","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","2239374","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"G. P. Lewis","1987","03","27","Brazil","Roraima","Boa Vista","Reserva Ecológica de Maracá, Estrada from base camp to Rio Urariquera, by banks of river","-61.83","3.58",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2411411' target='other'> <mi>dwc_moreinfo</mi></a>","NY02239374","NY02239374_01","1577","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00897657","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","R. C. Barneby","M. Aparecida da Silva","1999","03","23","Brazil","Tocantins","Lagoa da Confusão","Ilha do Bananal, Parque Nacional do Araguaia. Barreira do Gado, entre a Sede do Parque e a Ponta da Ilha","-50.3636","-10.1136",NA,NA,"175","175","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897657","NY00897657_01","4093","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","486636","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"G. G. Hatschbach","1971","12","13","Brazil","Paraná","Curitiba","Vila Nova.","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486636","NY00486636_01","28456","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","486639","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"A. C. Cervi","1982","11","06","Brazil","Paraná","Morretes","Serra da Graciosa, Volta Grande.","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486639","NY00486639_01","2033","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","486641","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.",NA,"Y. Saito","1965","03","01","Brazil","Paraná","Sao José dos Pinhais","Col. Murici.","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486641","NY00486641_01","1305","South America","sheet",NA,"Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
