"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","797315","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","L. Riedel","1424",NA,NA,NA,"South America","Brazil","Bahia","sheet","[Collection date = Febr. 1821 or 1822; illegible, see specimen label] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797315","NY00797315_01","J. F. Pruski","Ilhéus",NA,"-39.0492","-14.7892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","330572","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","M. H. Nee","49266","1998","05","08","South America","Bolivia","Santa Cruz","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=391667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330572",NA,"H. E. Robinson","Florida","Along dirt road from Mairana to Alto de Mairana, 1.8 km (by road) W of Todos Santos, 5.4 km (by road) W of Mairana.","-64.0083","-18.13","1415","1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","811665","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","L. B. Smith","12941","1964","10","24","South America","Brazil","Santa Catarina","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00811665","NY00811665_01","L. B. Smith","Piratuba","Vila Rica, by Rio do Peixe.","-51.85","-27.45","350","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01214179","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","J. J. Strudwick","3281","1981","07","20","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1340049' target='other'> <mi>dwc_moreinfo</mi></a>","NY01214179","NY01214179_01","J. F. Pruski",NA,"Lageira, airstrip on Rio Maicuru. On riverbanks of Maicuru up to 1 Km upstream of airstrip","-54.433333","-0.916667","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:34:56-03","EAO","IAN","185950","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Rodrigues, ST; Nascimento, MP do","391","2010","04","20","Southern America","Brasil","Pará",NA,NA,"IAN185950",NA,NA,"Belém","Brasil, Pará, Belém. Horto de plantas medicinais. Embrapa Amazônia Oriental.","-48.5043983459473","-1.4558299779892",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:34:56-03","EAO","IAN","13275","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ducke, A","1936","1946","06","14","Southern America","Brasil","Pará",NA,"Semiarbustinho escandente, flor branca.","IAN013275","IAN013275 IAN013275_e",NA,"Belém","Mata no subúrbio.","-48.5043983459473","-1.4558299779892",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:34:56-03","EAO","IAN","165047","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Martins-da-Silva, RCV; Ferreira, GC","24","1997","05","09","Southern America","Brasil","Pará",NA,NA,"IAN165047",NA,NA,"Moju","Campo Experimental da Embrapa Amazonia Oriental no Km-30 da rodovia PA-150. Margem da PA-150 no quintal da Sra. Adalgisa Almeida localizado entre o trevo e a area da Embrapa.","-48.7689018249512","-1.88389003276825",NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:34:56-03","EAO","IAN","165416","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Nitta, A","17219","1996","09","12","Southern America","Brasil","Pará",NA,NA,"IAN165416",NA,NA,"Santa izabel do Pará",NA,"-48.1605987548828","-1.29860997200012",NA,NA,"27708","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:34:56-03","EAO","IAN","184102","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Monteiro, MVB; Alessandra","s.n.","2009","02","18","Southern America","Brasil","Pará",NA,"Trepadeira/cipó. Vegetação associada a limão galego; folhas com odor adocicado.","IAN184102",NA,NA,"Soure","Restaurante Paraiso verde.","-48.5233001708984","-0.716666996479034",NA,NA,"69952","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:34:56-03","EAO","IAN","165532","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Nitta, A","17814","1997","03","03","Southern America","Brasil","Pará",NA,NA,"IAN165532",NA,NA,"Tomé-Açu","Jardim do Sr. Kikuchi.","-48.1521987915039","-2.41888999938965",NA,NA,"97524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:10:51-03","UFBA","ALCB","128928","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Gonzatti, F","1992","2015","07","11","Southern America","Brasil","Rio Grande do Sul",NA,"sobre Ficus, em botão floral; Em mata paludosa","ALCB046465","ALCB046465","Christ, AL","Osório","Fazenda do Arroio","-50.212778","-29.976944","8","8",NA,NA,"2017","03","-50.212778","-29.976944",NA,NA,NA,NA,NA,NA,NA
"25","2020-05-19 10:29:39-03","UFBA","ALCB","96149","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Guedes, ML; Gomes, FS; Lisboa, MS","17607","2010","07","18","Southern America","Brasil","Bahia",NA,"herbácea. Folhas cartáceas, discolores. Inflorescência axilares, capítulos paucifloros, flores com pappus de cerdas cremes.; Borda da Mata",NA,NA,"Gandara, A","Grapiúna","Litoral Sul, Povoado de Laranjeiras","-39.207778","-13.905278","153","153",NA,NA,"2017","09","-39.207778","-13.905278","12",NA,NA,NA,NA,NA,NA
"26","2020-02-08 08:50:31-03","NBC","NL-BOTANY","L 0002155","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Mikania","lindleyana","Mikania lindleyana","DC.","Ule EHG",NA,"1911","06","01","Southern America","Brazil","Amazonas",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200002155 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0002155","NL-L0002155","Ritter MR",NA,"Seringal Sao Francisco, Rio Acre.",NA,NA,NA,NA,NA,NA,"2001","01",NA,NA,"30","Magnoliopsidae","isotype","915106270",NA,NA,NA
"27","2020-02-08 08:50:31-03","NBC","NL-BOTANY","L.3656288","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Mikania","lindleyana","Mikania lindleyana","DC.","Samuels JA",NA,"1916","04","30","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3656288 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3656288","NL-L3656288",NA,NA,"forest of Plantation, Spieringshoek.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 08:50:31-03","NBC","NL-BOTANY","L.3656290","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Mikania","lindleyana","Mikania lindleyana","DC.","Ule EHG",NA,"1901","07","01","Southern America","Brazil","Amazonas",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3656290 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3656290","NL-L3656290","Ritter MR",NA,NA,NA,NA,NA,NA,NA,NA,"2001","01",NA,NA,"30","Magnoliopsidae",NA,"L 0276591",NA,NA,NA
"29","2020-02-08 08:50:31-03","NBC","NL-BOTANY","U.1135634","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Mikania","lindleyana","Mikania lindleyana","DC.","Raes N; Iraipi G",NA,"2003","06","06","Southern America","Bolivia","Santa Cruz",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1135634 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1135634","NL-U1135634","Pruski JF",NA,NA,"-62.916667","-15.783333",NA,NA,NA,NA,NA,NA,"-62.916667","-15.783333",NA,"Magnoliopsidae",NA,"U 0102725",NA,NA,NA
"30","2020-02-08 08:50:31-03","NBC","NL-BOTANY","U.1135991","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Mikania","lindleyana","Mikania lindleyana","DC.","Prance GT; et al.",NA,"1971","06","19","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1135991 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1135991","NL-U1135991",NA,NA,"Amazonia, State of Amazonas. Rio Purus, Rio Ituxi. Rio Purus between Campina and Tambaqui. Flooded river banks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2016-02-02 14:37:57-02","BGBM","B","B 10 0002074","S","Plantae",NA,NA,"Compositae","Mikania","lindleyana","Mikania lindleyana",NA,"Reitz","12941",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"ca. 27°27' S, 51°51' W <a href=http://herbarium.bgbm.org/object/B100002074 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002074","B100002074",NA,NA,"Mun. Uruguai.","-51.8499984741","-27.4500007629","350","400",NA,NA,NA,NA,"-51.8499984741","-27.4500007629",NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:27:41-03","IAP","PACA-AGP","43048","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Mikania","lindleyana","Mikania lindleyana","DC.","Rambo, B.",NA,"1949","08","22",NA,"Brasil","RS",NA,"VULNERÁVEL&nf;det. (Emrich-Rambo): Mikania cynanchifolia Hook. & Arn. Habitat: ad silvam primaevam in dumetosis Fenofase: flor","PACA043048",NA,"M. R. Ritter","Novo Hamburgo","Schwabenschneis","-51.1305999755859","-29.6783008575439",NA,NA,"20722","auto","1989","12",NA,NA,"21","Magnoliatae",NA,NA,NA,NA,NA
"33","2021-03-01 16:24:46-03","UNICAMP","UEC","113731","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","A.DC.","Árbocz, GF; Ivanauskas, NM; Tamashiro, JY; Silva, MMR","3868","1997","05","30",NA,"Brazil","Mato Grosso",NA,"Liana herbácea; frutos marrons; Floresta Ombrófila Aberta; relevo suave ondulado. Solo tipo Podzólico.","UEC126790","UEC126790","Oliveira, CT","Nova Bandeirantes","Estrada para Rolândia.","-57.826944","-9.836667",NA,NA,NA,NA,"2015","05","-57.826944","-9.836667",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:24:46-03","UNICAMP","UEC","2171","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","A.DC.","Davis, PH; Shepherd, GJ","D60948","1976","09","16",NA,"Brazil","Paraná",NA,"Climbing on trees/shrubs. Flowers creamy; leaves dark green.; Rain Forest.","UEC126791","UEC126791","Meira Neto, JAA; Neto, M",NA,"Iguaçu Falls; near Devil's Throat.",NA,NA,NA,NA,NA,NA,"1987","04",NA,NA,"24",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:24:46-03","UNICAMP","UEC","43287","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","A.DC.","Leitão Filho, HF; Semir, J; Tamashiro, JY; et al.","18414","1986","07","23",NA,"Brazil","São Paulo",NA,"Trepadeira de local úmido; capítulos com flores brancas.; Em mata.","UEC126794","UEC126794",NA,"Teodoro Samapaio","Reserva Florestal do Morro do Diabo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:24:46-03","UNICAMP","UEC","175971","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","A.DC.","Spina, AP","121","1993","08","23",NA,"Brazil","São Paulo",NA,"Liana; flores brancas.; Mata Higrófila. Borda da mata.","UEC126793","UEC126793","Leitão Filho, HF","Campinas","Barão Geraldo, Fazenda Santa Genebra.","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:24:46-03","UNICAMP","UEC","193383","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","A.DC.","Spina, AP","121","1993","08","23",NA,"Brazil","São Paulo",NA,"Liana; flores brancas.; Mata Higrófila. Borda da mata.","UEC126792","UEC126792","Leitão Filho, HF","Campinas","Barão Geraldo, Fazenda Santa Genebra.","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:24:46-03","UNICAMP","UEC","121312","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","A.DC.","Romão, GO; Souza, VC; Rodrigues, RR; Pereira, M; Herrerias, C; Zevallos, P","599","2001","04","11",NA,"Brazil","São Paulo",NA,"Liana, capítulos creme-esverdeados. Campo","UEC163107","UEC163107",NA,"São Paulo","Parque Estadual da Sera do Mar, Núcleo Curucutu, trilha do campo. Floresta altomontana com campo adjacente","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-16 17:50:58-03","UCS","HUCS","45779","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Gonzatti, F.","1992","2015","07","11",NA,"Brasil","Rio Grande do Sul",NA,"em botão floral.; liana sobre Ficus em mata paludosa.",NA,NA,"Christ, A.L.","Osório","Fazenda do Arroio","-50.212736","-29.976883","8","8",NA,NA,"2017","03","-50.212736","-29.976883","24",NA,NA,NA,NA,NA,NA
"40","2021-03-16 17:50:58-03","UCS","HUCS","24907","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Spina, A.P.","121","1993","07","23",NA,"Brasil","São Paulo",NA,"Flora Fanerogâmica do Estado de SP; Borda de mata",NA,NA,"Leitão Filho, H.F.","Campinas","Distrito de Barão Geraldo - Floresto do Brejo da Fazenda Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-06-27 10:24:10-03","UFES","VIES","24695","S","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ritter, M.R.","1379","2001","08","10",NA,"Brasil","Rio Grande do Sul",NA,NA,"VIES024695","VIES024695","Ritter, M.R.","Torres","Mata do faxinal face sul.","-49.7268981933594","-29.3353004455566",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-25 12:11:35-03","UFSM","SMDB","3365","S","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ritter, MR; Leite, SL","422","1989","09","02",NA,"Brasil","Santa Catarina",NA,NA,"SMDB003365","SMDB003365","Ritter, MR","Santa Catarina","Junto a ponte da RFFSA sobre o Rio Itajaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-25 12:11:35-03","UFSM","SMDB","3364","S","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ritter, MR; Leite, SL","426","1989","09","03",NA,"Brasil","Santa Catarina",NA,NA,"SMDB003364","SMDB003364","Ritter, MR","Santa Catarina","Pomerode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:16:38-03","MBM","MBM","143357","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Zardini, E.M.; et al.; et al.","2609","1987","05","25","Southern America","Paraguay",NA,NA,NA,"MBM143357","MBM143357","Robinson, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:16:38-03","MBM","MBM","299172","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Spina, A.P.","121","1993","08","23","Southern America","Brazil","São Paulo",NA,NA,"MBM299172","MBM299172","Leitão f.; H.F.",NA,"Fazenda Santa Genebra, Camoínas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:16:38-03","MBM","MBM","418053","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Gonzatti, F.","1992","2015","07","11","Southern America","Brazil","Rio Grande do Sul",NA,"Em botão floral.; Liana sobre Ficus em mata paludosa.","MBM418053",NA,"Christ, A.L.","Osório","Fazenda do Arroio","-50.212778","-29.976944","8","8",NA,NA,"2017","03","-50.212778","-29.976944","24",NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:16:38-03","MBM","MBM","190555","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Dombrowski, L.T.","13514","1978","05",NA,"Southern America","Brazil","Paraná",NA,NA,"MBM190555","MBM190555","Ritter, M.R.","Morretes","Centro de Pesquisa Experimental (CPE)","-48.834400177002","-25.476900100708",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:16:38-03","MBM","MBM","15911","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Hatschbach, G.","24511","1970","07","21","Southern America","Brazil","Paraná",NA,NA,"MBM015911","MBM015911","Hatschbach, G.","Cerro Azul","Rio do Turvo","-49.261100769043","-24.823600769043",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
