"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","sex"
"100","2012-02-22 15:23:00-02","MO","MOBOT","598593","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Boris A. Krukoff","Krukoff 10207","1939","7","1","South America","Bolivia","La Paz",NA,NA,NA,NA,"W.C. Holmes (BAYLU)","Sud Yungas","Basin of Río Bopi, San Bartolome (near Calisaya).","-68.58333","-17.68333","750.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"101","2015-02-23 11:34:00-03","MO","MOBOT","798080","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Percy Núñez V.|P. Monice","Núñez Vargas 5367","1986","6","30","South America","Peru","Madre de Dios",NA,NA,NA,NA,"John Pruski (MO)","Tambopata","Cusco Amazónico lodge. Río Madre de Dios, 1 hour from Puerto Maldonado. Main trail and clearing around lodge.","-69.15944","-12.66305","180.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-11","4",NA
"102","2008-05-27 22:02:00-03","MO","MOBOT","909666","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ernesto Ancuash Atsut","Ancuash Atsut 583","1973","6","7","South America","Peru","Amazonas",NA,NA,NA,NA,"John Pruski (MO)","Condorcanqui","Río Cenepa. Quebrada Chichijam entsa. Monte.","-78.15","-4.91666","280.41600000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA
"103","2015-02-23 11:31:00-03","MO","MOBOT","938349","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Mario Saldias P.|Luzmila Arroyo P.|Bonifacio Mostacedo C.|René Guillén V.|E. Gutiérrez|G. Zapata|M. Peña-Chocarro","Saldias Paz 2723","1993","6","26","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"John Pruski (MO)","Velasco","Parque Nacional Noel Kempff Mercado. El Encanto. Senda entre las cabañas y las cataratas. Bosque alto en pie de monte y cerca al arroyo.","-60.7166667","-14.6333333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"104","2008-05-27 22:02:00-03","MO","MOBOT","943129","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Antony Jardim","Jardim 883","1994","6","3","South America","Bolivia","Pando",NA,NA,NA,NA,"J. Pruski (US)","Manuripi","35 km al norte de Puerto América, entrando bosque alto cerca Pando x-1, pozo antigua de Mobil con Bertholletia, Couratari guianensis y macrosperma, Apuleia leoicarpa, Parkia pendula, Hymenolobium, Brosimum guianense, Castilla ulei, Mezilaurus itauba, Glycydendron, Iriartea deltoidea, Chelyocarpus chuco..Substrato ultisol con mucho hierro.","-67.98333","-11.73333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2008-05-27 22:02:00-03","MO","MOBOT","568679","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Elsa M. Zardini","Zardini 5697","1988","7","14","South America","Paraguay","Paraguarí",NA,NA,NA,NA,"H. Robinson (US)",NA,"Macizo Acahay. In forest on Eastern peak.","-57.15","-26.9","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-50","2",NA
"106","2015-02-20 16:37:00-02","MO","MOBOT","100780836","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","J.J. Strudwick","Strudwick 3304","1981","7","20","South America","Brazil","Pará",NA,NA,NA,NA,"J. Pruski (NY)",NA,"Lageira, airstrip on Rio Maicuru. On riverbanks of Maicuru up to 1 km upstream of airstrip. Overhanging river.","-54.4333333","0.9166667","243.84000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"107","2020-08-31 08:53:03-03","INPA","INPA","120924","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ferreira, CAC","4551","1984","06","15","Southern America","Brasil","Rondônia",NA,NA,"INPA0120924","INPA0120924 INPA0120924_e INPA0120924_e1","Wasshausen, DC","Costa Marques","BR174, Chapada dos Parecís, Alta Floresta, P56 km, Chapada dos Parecís, Distrito de Alta Floresta, estrada P-56, km 17","-63.05","-11.2",NA,NA,NA,NA,"1988",NA,"-63.05","-11.2",NA,NA,NA,NA,NA,NA,NA
"108","2020-08-31 08:53:03-03","INPA","INPA","135777","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Silva, MG da","6499","1983","06","28","Southern America","Brasil","Rondônia",NA,NA,"INPA0135777","INPA0135777 INPA0135777_e","Pruski, JF",NA,"Alvoarada-Costa Marques, km 90, Rodovia Alvorada-Costa Marques, km 90. Mata de terra firme, solo areno-argiloso.","-62.9","-11.8",NA,NA,NA,NA,"1987",NA,"-62.9","-11.8",NA,NA,NA,NA,NA,NA,NA
"109","2020-08-31 08:53:03-03","INPA","INPA","31778","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Prance, GT","13414","1971","06","19","Southern America","Brasil","Amazonas",NA,NA,"INPA0031778","INPA0031778 INPA0031778_e","Barroso, GM",NA,"Rio Purús, between Campina and Tambaqui, Rio Purús between Campina and Tambaqui. Flooded river banks.","-62.878443","-4.995765",NA,NA,NA,NA,"1972",NA,"-62.878443","-4.995765",NA,NA,NA,NA,NA,NA,NA
"110","2020-08-31 08:53:03-03","INPA","INPA","50508","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Anderson, AB","174","1975","04","27","Southern America","Brasil","Amazonas",NA,NA,"INPA0050508","INPA0050508 INPA0050508_e INPA0050508_nd","Holmes, WC","Manaus","Rio Cuieiras., Rio Cuieiras near mouth of Rio Branquinho.","-60.320089","-2.545115",NA,NA,NA,NA,NA,NA,"-60.320089","-2.545115",NA,NA,NA,NA,NA,NA,NA
"111","2020-08-31 08:53:03-03","INPA","INPA","137275","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Strudwick, JJ","3281","1981","07","20","Southern America","Brasil","Pará",NA,NA,"INPA0137275","INPA0137275 INPA0137275_e","Pruski, JF",NA,"Lageira, airstrip on rio Maicuru. On riverbanks of Maicuru up to 1 km upstream of airstrip. Overhanging river.","-54.433333","-0.916667","800","800",NA,NA,"1987","09","-54.433333","-0.916667",NA,NA,NA,NA,NA,NA,NA
"112","2020-07-10 09:45:20-03","MBML","MBML-HERBARIO","53375",NA,"Plantae",NA,NA,"Compositae","Mikania","lindleyana","Mikania lindleyana","DC.","F. Gonzatti","1992","2015","07","11",NA,"Brasil","Rio Grande do Sul",NA,"Hábitat: Liana sobre Ficus em mata paludosa. Em botão floral","MBML053375","MBML053375","A.L. Christ/2017","Osório","Fazenda do Arroio","-50.212778","-29.976944","8","8",NA,NA,NA,NA,"50W12'46","29S58'37",NA,NA,NA,NA,NA,NA,NA
"113","2021-01-26 14:12:24-03","CPACT","ECT","5237","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","F.Gonzatti","1992","2015","07","11",NA,"Brasil","Rio Grande do Sul",NA,NA,"ECT0005237","ECT0005237","A.L.Christ","Osório","Fazenda Arroio.","-50.212778","-29.976944","8","8",NA,NA,"2017","03","50º12'46''W","29º58'37''S","24",NA,NA,NA,NA,NA,NA
"114","2020-09-12 05:00:02-03","US","US","1457440","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","G. Klug","3060","1933","5",NA,"South America - Neotropics","Peru","Loreto",NA,NA,"US01672408","US01672408_01",NA,NA,"Dept. Loreto: Balsapuerto",NA,NA,"220",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"115","2020-09-12 05:00:02-03","US","US","3176396","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","E. Gudiño","37","1989","7","10","South America - Neotropics","Ecuador","Pastaza",NA,NA,"US01671808",NA,NA,NA,"Pastaza: Pozo Petrolero Golondrina de Petro-Canada. 30 km al noroeste de Curaray. Bosque húmedo Tropical, primario. Colinas de suelo rojo, Dystrandept.","-77.1","-1.17","400",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"116","2020-09-12 05:00:02-03","US","US","1399160","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","O. Buchtien","7558","1922","8",NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US01672805",NA,NA,NA,"Tipuani - Valley: hacienda Casana",NA,NA,"1400",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"117","2020-09-12 05:00:02-03","US","US","3105622","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","J. J. Strudwick, G. L. Sobel, B. W. Nelson, A. N. Pinheiro & et al.","3307","1981","7","20","South America - Neotropics","Brazil","Pará",NA,NA,"US01673573","US01673573_01",NA,NA,"Lageira, airstrip on Rio Maicuru. On riverbanks of Maicuru up to 1 km upstream of airstrip","-54.43","-0.92","244",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"118","2020-09-12 05:00:02-03","US","US","3330887","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","A. Jardim","883","1994","6","3","South America - Neotropics","Bolivia","Pando",NA,NA,"US01672803",NA,NA,NA,"Pando: Manuripi. 35 km al norte de Puerto América, entrando bosque alto cerca Pando x-1; pozo antigua de Mobil","-67.98","-11.73","200",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"119","2020-09-12 05:00:02-03","US","US","2778490","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","J. Denslow","2713","1975","2","14","South America - Neotropics","Colombia","Antioquia",NA,NA,"US01671327",NA,NA,NA,"Transition Zone Vic. Planta Providencia, 26 kms S & 23 kms W (air) of Zaragoza, in Valley of Rio anori between Dos Bocas & Anori","-75.05","7.22","400","700",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"120","2020-09-12 05:00:02-03","US","US","3026298","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","M. O. Dillon, J. Aronson, A. Herra & P. Berry","1197","1978","7","17","South America - Neotropics","Peru","Puno",NA,NA,"US01672404",NA,NA,NA,"Below San Gabon on Río San Gabon",NA,NA,"500","1000",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"121","2020-09-12 05:00:02-03","US","US","3366483","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","J. Giraldo-Gensini & L. O. Agredo","224","1994","3","13","South America - Neotropics","Colombia","Valle del Cauca",NA,NA,"US01671329","US01671329_01",NA,NA,"Depto. Valle, Mun. Cali, Finca Zingara, km 18 de la carretera Cali-Buenaventura, km 4 via a Dapa, corregimiento de la Elvira, cordillera Occidental","-76.57","3.5","1900",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"122","2020-09-12 05:00:02-03","US","US","3224095","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","P. A. Silverstone-Sopkin, J. Arroyo & J. Giraldo","6039","1991","1","25","South America - Neotropics","Colombia","Risaralda",NA,NA,"US01671328",NA,NA,NA,"Municipio Pereira, Hacienda Cerritos Alejandria, km 6 (desde Cerritos) carretera Cerritos-La Virginia, extremo norte de parte ancha del Valle del Rio Cauca",NA,NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"123","2020-09-12 05:00:02-03","US","US","2583902","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","J. A. Steyermark & Cora Steyermark","95178","1966","3","27","South America - Neotropics","Venezuela","Carabobo",NA,NA,"US01671070",NA,NA,NA,"Selva siempre verde a lomlargo del Rio San Gian, al sur de Borburata, arriba de la Planta Electrica, entre Los Tanques y La Toma",NA,NA,"750",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"124","2020-09-12 05:00:02-03","US","US","3313044","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","P. Acevedo-Rodriguez & J. A. Cedeno","7447","1995","6","21","South America - Neotropics","Ecuador","Napo",NA,NA,"US01671806",NA,NA,NA,"Napo Province: Yasuni Forest Reserve; along Tiputini River, E of Pontificia Universidad Católica del Ecuador Sci. Station","-76.3949","-0.68089","225",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"125","2020-09-12 05:00:02-03","US","US","1615156","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","E. H. Ule","9883","1911","6",NA,"South America - Neotropics","Brazil","Acre",NA,NA,"US01673565","US01673565_01",NA,NA,"Bl. Weischlich,Schlingpl, Seringal S. Francisco, Rio Acre [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"126","2020-09-12 05:00:02-03","US","US","3633966","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","A. Aubréville","302","1961","4",NA,"South America - Neotropics","French Guiana","Inini",NA,NA,"US01088078","US01088078_01","Oliveira, C. T.",NA,"Comté R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"127","2020-09-12 05:00:02-03","US","US","3121760","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","C. A. Cid Ferreira, J. Lima, J. Guedes & J. Coêlho","4551","1984","6","15","South America - Neotropics","Brazil","Rondônia",NA,NA,"US01673567","US01673567_01",NA,NA,"Município de Costa Marques, Chapada dos Parecís, Distrito de Alta Floresta, estrada P-56, km 17. Mata de terra firne, solo argiloso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"128","2020-09-12 05:00:02-03","US","US","3264379","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","W. H. Lewis, M. Elvin-Lewis, M. Gnerre & C. Díaz S.","10703","1986","6","4","South America - Neotropics","Peru","Loreto",NA,NA,"US01672405",NA,NA,NA,"Peru. Loreto Dept.: Loreto Prov. Pampa Hermosa and vicinity, Río Corrientes, 1 km S of jct. with Río Macusari. mayna Jivaro","-75.83","-30.25","160",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"129","2020-09-12 05:00:02-03","US","US","3630464","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","P. Acevedo-Rodriguez, M. Chocce, P. Maceda & J. Carrillo","14375","2004","8","16","South America - Neotropics","Peru","Madre de Dios",NA,"MO, NY, K, P, US","US01110248",NA,NA,NA,"Madre de Dios: CICRA Camp vicinity","-70.1004","-12.5694",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"130","2020-09-12 05:00:02-03","US","US","3355698","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","J. R. Abbott","16825","1995","5","18","South America - Neotropics","Bolivia","Santa Cruz",NA,NA,"US01672804",NA,NA,NA,"Santa Cruz Department, Velasco Province: 'Noel Kempff Mercado' National Park; 1-3 km east of Los Fierros encampment","-60.9","-14.55","200",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"131","2020-09-12 05:00:02-03","US","US","1901173","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","H. F. Pittier","15378","1947",NA,NA,"South America - Neotropics","Venezuela","Aragua",NA,NA,"US01671071",NA,NA,NA,"Entre el Alto de Rancho Grande y la Regresiva, P. N.",NA,NA,"1000","1100",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"132","2020-09-12 05:00:02-03","US","US","2758930","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","G. T. Prance, P. J. M. Maas, A. A. Atchley, W. C. Steward & et al.","13414","1971","6","19","South America - Neotropics","Brazil","Amazonas",NA,NA,"US01673572","US01673572_01",NA,NA,"Brazilian Amazonia, Rio Purus, Rio Ituxi, Rio Purus between Campina and Tambaqui. Flooded river banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"133","2020-09-12 05:00:02-03","US","US","3031189","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","A. Fournet","A.F.488","1984","8","15","South America - Neotropics","Bolivia",NA,NA,NA,"US01672808",NA,NA,NA,"Région de Rurrénabaque, Bords du Rio Tuichi, Brecha 22, Héliport 14",NA,NA,"260",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"134","2020-09-12 05:00:02-03","US","US","3406254","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","E. M. Zardini & J. Rodriguez","52125","1999","11","25","South America","Paraguay","Itapua",NA,NA,"US01673568",NA,NA,NA,"Yacyretá Dam Island reserve: Punta de observación. Collecting area: around two hectares. Sandy soil and black soil mosaic with savannas and forest islands","-56.8231","-26.4486",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"135","2020-09-12 05:00:02-03","US","US","3189169","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","M. Nee","35262","1987","7","19","South America - Neotropics","Bolivia","Santa Cruz",NA,NA,"US01672799",NA,NA,NA,"Depto. Santa Cruz, Prov. Andres Ibanez, Jardin Botanico de Santa Cruz, 12 km.E of center of Santa Cruz, on road to Cotoca","-63.07","-17.77","375",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"136","2020-09-12 05:00:02-03","US","US","1456618","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","G. Klug","1859","1930","12",NA,"South America - Neotropics","Colombia","Putumayo",NA,NA,"US01671326",NA,NA,NA,"Umbria","-76.17","0.9","325",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"137","2020-09-12 05:00:02-03","US","US","1359684","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","E. P. Killip & A. C. Smith","25482","1929","6","28","South America - Neotropics","Peru","Junín",NA,NA,"US01672406","US01672406_01",NA,NA,"Dept. Junín: Pichis Trail, Yapas",NA,NA,"1350","1600",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"138","2020-09-12 05:00:02-03","US","US","2198670","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","B. Maguire & D. B. Fanshawe","22880","1944","4","18","South America - Neotropics","Guyana","Essequibo Isl-W. Demerara",NA,NA,"US00600996","US00600996_01",NA,NA,"Kamuni Creek, Groete Creek, Essequibo River","-58.28","6.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"139","2020-09-12 05:00:02-03","US","US","3311997","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","M. Saldias, Arroyo, --, Mostacedo, --, -- Guillen & et al.","2723","1993","6","26","South America - Neotropics","Bolivia","Santa Cruz",NA,NA,"US01672809",NA,NA,NA,"Santa Cruz: Velasco. Parque Nacional Noel Kempff M. El Encanto.","-60.7167","-14.6333","250",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"140","2020-09-12 05:00:02-03","US","US","3389021","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","M. Mercado & R. Fernández Navia","MM 1870","1998","5",NA,"South America - Neotropics","Bolivia","Cochabamba",NA,NA,"US01672801","US01672801_01",NA,NA,"Cochabamba. Prov. Chapare, San Francisco bajo",NA,NA,"290",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"141","2020-09-12 05:00:02-03","US","US","3354735","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","A. Fuentes","744","1995","6","26","South America - Neotropics","Bolivia","Santa Cruz",NA,NA,"US01672798",NA,NA,NA,"Santa Cruz: San Miguelito, 200 km NE de la ciudad de Santa Cruz; campamento Pascana WCS. Rio San Julian, cubierto en partes por colchas de vegetación acuática","-61.78","-17.075","270",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"142","2020-09-12 05:00:02-03","US","US","3433784","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","M. Kessler","3751","1993","7","6","South America - Neotropics","Bolivia","La Paz",NA,NA,"US01672807",NA,NA,NA,"Depto. La Paz, Prov. Franz Tamayo, 1-3 Kms al W de Atén en carretera a Apolo","-68.33","-14.93","1400",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"143","2020-09-12 05:00:02-03","US","US","1908368","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","A. Ducke","1936","1946","4","14","South America - Neotropics","Brazil","Pará",NA,NA,"US01673571","US01673571_01",NA,NA,"Amazonia, Belem, cult. no suburbio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"144","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","P. Acevedo-Rodriguez & J. A. Cedeño M.","7447","1995","6","21","South America - Neotropics","Ecuador","Napo",NA,NA,NA,NA,"Robinson, H. E., (US)",NA,"Napo Province: Yasuni Forest Reserve; along Tiputini River, E of Pontificia Universidad Católica del Ecuador Sci. Station.","-76.395","-0.6808","225",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"145","2020-09-12 05:00:02-03","US","US","3387770","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","E. M. Zardini & G. Hellman","49023","1998","7","23","South America","Paraguay","Caazapa",NA,NA,"US01673566","US01673566_01",NA,NA,"Estancia Golondrina. reserva Privada Ypeti. Tall forest, including permanent plots of the School of Forestry of Paraguay/Universität de Freiburg of Germany","-55.53","-25.6831","200",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"146","2020-09-12 05:00:02-03","US","US","3356434","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","G. W. Harling & L. Andersson","17205","1980","3","12","South America - Neotropics","Ecuador","Pastaza",NA,NA,"US01671807",NA,NA,NA,"Pastaza: Puyo-Arajuno trail, 5 km NE of Diez de agosto, remnants of primary rain forest",NA,NA,"850","900",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"147","2020-09-12 05:00:02-03","US","US","1460901","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","E. P. Killip & A. C. Smith","27104","1929","8","3","South America - Neotropics","Peru","Loreto",NA,NA,"US01672407",NA,NA,NA,"Dept. Loreto: Iquitos",NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"148","2020-09-12 05:00:02-03","US","US","3262706","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","J. J. Strudwick, G. L. Sobel, B. W. Nelson, A. N. Pinheiro & et al.","3281","1981","7","20","South America - Neotropics","Brazil","Pará",NA,NA,"US01673569","US01673569_01",NA,NA,"Lageira, airstrip on Rio Maicuru. On riverbanks of Maicuru up to 1 km upstream of airstrip. Overhanging river","-54.43","-0.92","244",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"149","2020-09-12 05:00:02-03","US","US","3461804","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","P. Mutchnick & B. Allicock","411","1994","11","30","South America - Neotropics","Guyana","Potaro-Siparuni",NA,NA,"US00808952",NA,"Funk, V. A., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"Iwokrama; Siparuni R, Pakatau Falls and 2 km upstream","-59.025","4.72583","100",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"150","2020-09-12 05:00:02-03","US","US","2533374","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","R. F. Steinbach","452","1966","10","28","South America - Neotropics","Bolivia","Cochabamba",NA,NA,"US01672800",NA,NA,NA,"Todos Santos - prov. Chapare - dep. Cochabamba",NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"151","2020-09-12 05:00:02-03","US","US","538069","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","J. A. Samuels","s.n.","1916","4","30","South America - Neotropics","Suriname",NA,NA,NA,"US00600997",NA,NA,NA,"Spierengshoek Plantation","-54.96","5.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
