"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","class","individualCount","relatedCatalogItem"
"11","2019-11-21 14:33:09-03","UFJF","CESJ","8537","PreservedSpecimen","Plantae","Angiosperma",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","L. Krieger; U.C. Câmara","CESJ8537","1970","05","13","América do Sul","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,"Arbusto, flores roxas. Campo.","CESJ008537",NA,NA,NA,"A.O.S.Vieira","1997","09","25",NA,NA,NA,NA,NA,NA,NA
"12","2019-11-21 14:33:09-03","UFJF","CESJ","8538","PreservedSpecimen","Plantae","Angiosperma",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","L. Krieger","CESJ8538","1970","05","14","América do Sul","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,"No brejo, cerca de 2m, flores roxas. N.v.: rabo de onça.","CESJ008538",NA,NA,NA,"A.O.S.Vieira","1997","09","25",NA,NA,NA,NA,NA,NA,NA
"13","2020-11-09 19:01:09-03","UFJF","CESJ","32748","PreservedSpecimen","Plantae","Angiosperma",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","F.R.G. Salimena; et al.","s.n.,","2000","12",NA,"América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Erva 1,5 m no campo encharcado. Flores de base verde, pedunculo e ápice arroxeadas. Flores arroxeadas com látex creme.","CESJ032748",NA,"30417","auto","G.Heiden","2008","08","20",NA,NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:33:09-03","UFJF","CESJ","48728","PreservedSpecimen","Plantae","Angiosperma",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","F.R.G. Salimena; P.H. Nobre","2393","2007","02","10","América do Sul","Brasil","Minas Gerais","Santa Bárbara do Monte Verde","Serra Negra, Fazenda Cachoeira Alta. Pé da Serra, área de pastagem. 21º57'57,2W, 43º50'21,1W. Ca. 1072 m.s.m.","-43.7022018432617","-21.9591999053955",NA,NA,NA,"Erva, ca. 3m alt., flores róseas, anteras escuras. Em afloramento no campo rupestre.","CESJ048728",NA,"16174","auto","A.O.S.Vieira","2009","05","22",NA,NA,NA,NA,NA,NA,NA
"15","2019-11-21 14:33:09-03","UFJF","CESJ","32393","PreservedSpecimen","Plantae","Angiosperma",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","L.C.S. Assis","30","2001","03","01","América do Sul","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"Fanerófita com 1,5 m, encontrada na mata ciliar em clareira. Flores roxas e inflorescência exuberante. Caule verde e liso. Encontrei apenas dois individuos.","CESJ032393",NA,"7934","auto","R.M. Castro","2001","03",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-21 14:33:09-03","UFJF","CESJ","29859","PreservedSpecimen","Plantae","Angiosperma",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","S.M.S. Verardo","s.n.,","1997","08",NA,"América do Sul","Brasil","Minas Gerais","Juiz de Fora","UFJF","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Planta expontanea, em capoeira. Local seco e ensolarado. Flores rosa-forte.","CESJ029859",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:33:09-03","UFJF","CESJ","37597","PreservedSpecimen","Plantae","Angiosperma",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","F.R.G. Salimena; F.M. Ferreira; P.H. Nobre","1035","2002","03","24","América do Sul","Brasil","Minas Gerais","Lima Duarte","Hotel Serra do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Erva ca. 5 m, flores roxas, estigma verde, anteras vináceas próximo ao brejo do moinho, na estrada.","CESJ037597",NA,"30417","auto","A.S.M. Valente","2004","03","24",NA,NA,NA,NA,NA,NA,NA
"18","2020-06-30 18:32:06-03","UFJF","CESJ","31980","PreservedSpecimen","Plantae","Angiosperma",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","F.S. Araújo; R.C. Forzza; M.A.Heluy","26","2001","02","10","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, 21°43'45,7 S, 43°54'42,4 W.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Planta de ca. 2m, folhas discolores, face abaxial vinácea, flores rosa. Campo encharcado 6. Material prensado em álcool.","CESJ031980",NA,"30417","auto","A.S.M. Valente","2002","12",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-30 18:32:06-03","UFJF","CESJ","32619","PreservedSpecimen","Plantae","Angiosperma",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","M.A. Heluey; R.M. Castro","67","2001","03","24","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Morro da Lombada.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Erva com cerca de 2,5m, no campo encharcável.","CESJ032619",NA,"30417","auto","A.S.M. Valente","2002","12",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-07-02 18:52:21-03","UFJF","CESJ","59778","PreservedSpecimen","Plantae","Angiosperma",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","L. Menini Neto; E.T. Amorim; C.R.Fonseca; J.H.C. Ribeiro","1029","2012","04","01","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Afloramento do Ninho da Égua. 21°58'30S, 43°53'28'W, 1344 m.s.m.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Planta arbustiva, em afloramento quartzítico no campo rupestre. Caule verde, matizado de vináceo, folhas levemente discolores, com nervuras rosadas, cálice verde, matizado de róseo, corola rósea, anteras acinzentadas, látex abundante, amarelo leitoso. Vi","CESJ059778",NA,"20815","auto","L. Menini Neto","2012","04","01",NA,NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:33:09-03","UFJF","CESJ","46693","PreservedSpecimen","Plantae","Angiosperma",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","T.M. Machado; T.U.P. Konno; C.N. Matozinhos; V. Belchior","4","2006","01","21","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Lage perto do ninho da égua. S21°58', W43°53'","-43.8278007507324","-22.0891990661621","1367","1367",NA,"Erva de 1,72m, heliófila, flor lilás.","CESJ046693",NA,"20815","auto","P.L. Viana; T. Mota; V. Belchior","2006","02",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:33:09-03","UFJF","CESJ","41564","PreservedSpecimen","Plantae","Angiosperma",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","K. Antunes; C.N. Matozinhos; A.S.M. Valente; F.R.G. Salimena; L.C.S. Assis","25","2004","02","23","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Serra da Caveira D'Anta, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Arbusto, campo rupestre. Caule e nervação principal das folhas magenta. Presença de látex, folhas discolores, flores magenta, anteras negras. Prensada em álcool.","CESJ041564",NA,"20815","auto","C.N. Matozinhos","2010","04","07",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:33:09-03","UFJF","CESJ","44035","PreservedSpecimen","Plantae","Angiosperma",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","N.L. Abreu; C.N. Matozinhos; A.S.M. Valente; F.S. Souza; K. Antunes","25","2005","04","22","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Erva terrestre em campo rupestre. Herbáceo, caule arroxeado e verde. Nervura do limbo arroxeada. Cálice arroxeado.","CESJ044035",NA,"20815","auto","G.A. Souza","2012","10","01",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:27:38-03","UNICAMP","UEC","46753","S","Plantae","Magnoliopsida",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Sucre, D; Krieger, L","6711","1970","05","12",NA,"Brazil","Minas Gerais","Ibitipoca","Pico do Pião, Formação de arenito.",NA,NA,"1580","1600",NA,"Bastante frequente no campo com caule cstanho arooxeado, flolhas arroxeadas ba face dorsal everlúcido na face ventral, pétalas vermelhas, com o terço inferior amarelo em ambas as faces, estames amarelos.","UEC094714","UEC094714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-05 16:46:34-03","UFOP","OUPR","2492","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","s.col.","s.n.","1951",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Colhido próximo à fazenda da Caieira.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto","Lisboa, M.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-03-12 10:29:06-03","UFOP","OUPR","35045","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Pedrosa, L.G.","2501","2020","01","29",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva ca. 1,8-2m, flores lilases. Campo úmido",NA,NA,"44599","auto","Pedrosa, L.G.","2020","01",NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-09-04 08:30:32-03","MNHN","RECOLNAT_MNHN_P","P02870858","PreservedSpecimen",NA,NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Glaziou, A.",NA,"1876","1","8",NA,"Brasil","São Paulo",NA,"Campos da Bocaina, au Sobrado",NA,NA,NA,NA,"hb","Prélèvement de feuille pour Knox E., Bloomington, USA, 01/2020, demande 142093 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02870858' target='other'> <mi>dwc_moreinfo</mi></a>","P02870858","P02870858_01",NA,NA,NA,NA,NA,NA,NA,NA,"8148",NA,NA,NA,NA
"28","2015-09-04 08:30:32-03","MNHN","RECOLNAT_MNHN_P","P02870859","PreservedSpecimen",NA,NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Glaziou, A.",NA,"1876","1","8",NA,"Brasil","São Paulo",NA,"Campos da Bocaina au Sobrado.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02870859' target='other'> <mi>dwc_moreinfo</mi></a>","P02870859","P02870859_01",NA,NA,NA,NA,NA,NA,NA,NA,"8148",NA,NA,NA,NA
"29","2017-07-21 13:49:52-03","MNHN","RECOLNAT_MNHN_P","P00714442","PreservedSpecimen",NA,NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00714442' target='other'> <mi>dwc_moreinfo</mi></a>","P00714442","P00714442_01",NA,NA,NA,NA,NA,NA,NA,NA,"C1 54","holotype",NA,NA,NA
"30","2015-09-27 09:27:40-03","MNHN","RECOLNAT_MNHN_P","P00714443","PreservedSpecimen",NA,NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00714443' target='other'> <mi>dwc_moreinfo</mi></a>","P00714443","P00714443_01",NA,NA,NA,NA,NA,NA,NA,NA,"C1 54","isotype",NA,NA,NA
"31","2017-06-20 14:00:44-03","MNHN","RECOLNAT_MNHN_P","P00714444","PreservedSpecimen",NA,NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00714444' target='other'> <mi>dwc_moreinfo</mi></a>","P00714444","P00714444_01",NA,NA,NA,NA,NA,NA,NA,NA,"C1 54","isotype",NA,NA,NA
"32","2015-09-04 08:30:32-03","MNHN","RECOLNAT_MNHN_P","P02870856","PreservedSpecimen",NA,NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02870856' target='other'> <mi>dwc_moreinfo</mi></a>","P02870856","P02870856_01",NA,NA,NA,NA,NA,NA,NA,NA,"D 71",NA,NA,NA,NA
"33","2015-09-04 08:30:32-03","MNHN","RECOLNAT_MNHN_P","P02870857","PreservedSpecimen",NA,NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02870857' target='other'> <mi>dwc_moreinfo</mi></a>","P02870857","P02870857_01",NA,NA,NA,NA,NA,NA,NA,NA,"D 71",NA,NA,NA,NA
"34","2020-01-07 16:22:42-03","MNHN","RECOLNAT_MNHN_P","P02870860","PreservedSpecimen",NA,NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02870860' target='other'> <mi>dwc_moreinfo</mi></a>","P02870860","P02870860_01",NA,NA,NA,NA,NA,NA,NA,NA,"8148",NA,NA,NA,NA
"35","2020-12-11 11:34:20-03","UFMG","BHCB","15295","PreservedSpecimen","Plantae","Dicotyledon",NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","Andrade, PM de; Renato; Hilde","909","1987","02","18","Southern America","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-09-04 16:38:11-03","FVD","FVD","15","MachineObservation","Plantae",NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E. Wimm.",NA,NA,"2013","03","02",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.895556","-21.693333","1690","1690",NA,"Herbácea de 2,2m de altura a aproximadamente 1690m de altitude; Domínio fitogeográfico: Cerrado; Vegetação: Campo rupestre","FVD00015","FVD00015_v1 FVD00015_v2 FVD00015_v3 FVD00015_v4",NA,NA,"G.A. Souza","2013","04",NA,"43°53'44W","21°41'36S",NA,NA,NA,NA,NA
"37","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","15190",NA,"Plantae",NA,NA,"Campanulaceae","Lobelia","cf. hilaireana","Lobelia cf. hilaireana","(Kanitz) E.Wimm.","L. Kollmann; et al","4597","2001","09","18",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Erva 2m no sol. Solo úmido. Flores lilás.","MBML015190","MBML015190",NA,NA,"H.Q.Boudet Fernandes/Fev.2004",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"38","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","17448",NA,"Plantae",NA,NA,"Campanulaceae","Lobelia","cf. hilaireana","Lobelia cf. hilaireana","(Kanitz) E.Wimm.","R.R. Vervloet; et al","374","2002","06","18",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Planta com 3m de altura, inflorescência apical, sépalas vinho esverdeados, pétalas lilás, vegetação primária, meia encosta, local íngrime.","MBML017448","MBML017448",NA,NA,"H.Q.Boudet Fernandes/Fev.2004",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"39","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","17667",NA,"Plantae",NA,NA,"Campanulaceae","Lobelia","cf. hilaireana","Lobelia cf. hilaireana","(Kanitz) E.Wimm.","R.R. Vervloet; et al","552","2002","07","25",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Herbácea, terrestre, atingindo 4m de altura, topo de morro, dossel aproximado de 6m, esparso, flores com sépalas verdes, pétalas brancas, estames verde, frutos imaturos de cor verde.","MBML017667","MBML017667",NA,NA,"H.Q.Boudet Fernandes/Fev.2004",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"40","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","21412",NA,"Plantae",NA,NA,"Campanulaceae","Lobelia","cf. hilaireana","Lobelia cf. hilaireana","(Kanitz) E.Wimm.","R.R. Vervloet; et al","2544","2003","08","16",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço","-40.620556","-19.931111",NA,NA,NA,"Planta com 2m de altura, flores de cálice verde, corola lilás, frutos imaturos de cor verde, látex amarelado, topo de morro, dossel 10m, capoeira.","MBML021412","MBML021412",NA,NA,"H.Q.Boudet Fernandes/Fev.2004",NA,NA,NA,"40W37'14","19S55'52",NA,NA,NA,NA,NA
"41","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","1999",NA,"Plantae",NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","H. Q. Boudet Fernandes","1314","1985","07","02",NA,"Brasil","Espírito Santo","Santa Teresa","Vargem Alta","-40.65","-19.915556",NA,NA,NA,"Arbusto de 2m, com inflorescência de cálice verde e corola lilás, apresentando um pouco de látex, solo úmido, planta bastante frequente nesta região.","MBML001999","MBML001999",NA,NA,"H.Q.Boudet Fernandes/Fev.2004",NA,NA,NA,"40W39'0","19S54'56",NA,NA,NA,NA,NA
"42","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","2000",NA,"Plantae",NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","H. Q. Boudet Fernandes","1443","1985","08","27",NA,"Brasil","Espírito Santo","Santa Teresa","Pátio do Museu de Biologia Mello Leitão","-40.6","-19.936111",NA,NA,NA,"Arbusto com 4m, flores com cálice verde vináceo e corola lilás, heliófila, sobre barranco próximo a casa de hóspedes.","MBML002000","MBML002000",NA,NA,"H.Q.Boudet Fernandes/Fev.2004",NA,NA,NA,"40W36'0","19S56'10",NA,NA,NA,NA,NA
"43","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","2001",NA,"Plantae",NA,NA,"Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E.Wimm.","W. Boone","631","1985","08","06",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Arbusto 3,5m, lactescentes flores com corola lilás, frutos verdes, heliófila, higrófila, rupestre.","MBML002001","MBML002001",NA,NA,"H.Q.Boudet Fernandes/Fev.2004",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","1706187","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Lobelia","hilaireana","Lobelia hilaireana","(Kanitz) E. Wimm.","ex herb. Mus. Paris","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02715560","US02715560_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
