"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","infraspecificEpithet","typeStatus","recordNumber","continentOcean","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","eventTime","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01538501","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","M. Sobral",NA,NA,NA,"M. Kuhlmann","1959","09","16","Brazil","Pará",NA,"Rodovia Belém-Brasília, km. 92.","-47.6753533","-1.3224905",NA,NA,"NY01538501","NY01538501_01","Magnoliophyta","Myrtales",NA,NA,"239","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792378' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-27 07:45:00-03","NY","NYBG","616795","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella",NA,NA,NA,NA,NA,"E. Hassler",NA,NA,NA,"Paraguay",NA,NA,"Iter ad Yerbales Montium Sierra de Maracayu. In altoplanitie Yeruti",NA,NA,NA,NA,"NY00616795",NA,NA,"Myrtales",NA,NA,"5753","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532109' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","616790","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"J. S. Blanchet",NA,NA,NA,"Brazil","Bahia",NA,NA,"-39.039072","-15.159747",NA,NA,"NY00616790","NY00616790_01","Magnoliophyta","Myrtales",NA,NA,"1804","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532103' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","616793","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"N. A. Rosa","1982","05","04","Brazil","Amapá",NA,"Quadrícula SA-22-VB- ponto 396",NA,NA,NA,NA,"NY00616793","NY00616793_01","Magnoliophyta","Myrtales",NA,NA,"4297","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532096' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00908483","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","N. T. da Silva",NA,NA,NA,"J. Jangoux","1978","12","07","Brazil","Maranhão","Pinheiro","Rio Alto Turiaçu, Nova Esperança","-45.75","-2.92",NA,NA,"NY00908483","NY00908483_01","Magnoliophyta","Myrtales",NA,NA,"288","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993563' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","616787","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","M. Sobral",NA,NA,NA,"P. K. H. Dusén","1911","11","13","Brazil","Paraná","Pinhais","Pinhaes","-49.157618","-25.419851",NA,NA,"NY00616787","NY00616787_01","Magnoliophyta","Myrtales",NA,NA,"13393","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532087' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","616779","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","M. Sobral",NA,NA,NA,"J. Mattos","1964","11","10","Brazil","Santa Catarina",NA,"Perto da encruzilhada das rodovias Videiras-Caçador-Curitibanos",NA,NA,NA,NA,"NY00616779","NY00616779_01","Magnoliophyta","Myrtales",NA,NA,"11972","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532085' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","616778","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"NY00616778","NY00616778_01","Magnoliophyta","Myrtales",NA,NA,"1232","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532097' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","405517","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella elliptica","O.Berg",NA,NA,NA,NA,"Martii Herbar. Florae Brasil.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Prope Rio de Janeiro et litore maris ad montium Gavia [?illegible]",NA,NA,NA,NA,"NY00405517","NY00405517_01","Magnoliophyta","Myrtales","elliptica","isotype","47","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93631' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01538682","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","B. K. Holst",NA,NA,NA,"J. Revilla","1983","08","22","Brazil","Pará","Tucuruí","P.A.-129 ± 15 km no ramal da massa falida.","-49.6725006103516","-3.76610994338989",NA,NA,"NY01538682","NY01538682_01","Magnoliophyta","Myrtales",NA,NA,"8301","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807066' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"59618","auto",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01538505","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","R. McVaugh",NA,NA,NA,"N. T. da Silva","1968","10","15","Brazil","Pará",NA,"R. Jarí, Monte Dourado, Planalto B.","-52.6008224","-0.8809315",NA,NA,"NY01538505","NY01538505_01","Magnoliophyta","Myrtales",NA,NA,"1210","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792389' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00908459","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","M. L. Kawasaki",NA,NA,NA,"W. L. Balée","1987","06","16","Brazil","Maranhão","Monçao","P.I. Guajá, Rio Turiaçu. Guajá Indians","-46.08","-3.12",NA,NA,"NY00908459","NY00908459_01","Magnoliophyta","Myrtales",NA,NA,"3343","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532107' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","616792","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","M. Sobral",NA,NA,NA,"M. Sobral","1983","04","14","Brazil","Rio Grande do Sul","Tenente Portela","Parque Est. Turvo, Tenente Portela; à beira do rio Uruguai","-53.7581","-27.3711",NA,NA,"NY00616792","NY00616792_01","Magnoliophyta","Myrtales",NA,NA,"1906","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532084' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01538503","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","I. Bemerguy",NA,NA,NA,"N. A. Rosa","1976","09","16","Brazil","Pará","Salvaterra","Marajó, Campos de Joanes","-48.5123152","-0.875396",NA,NA,"NY01538503","NY01538503_01","Magnoliophyta","Myrtales",NA,NA,"915","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792386' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","616781","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","L. R. Landrum",NA,NA,NA,"S. L. Ginzbarg","1988","03","24","Brazil","Bahia","Iramaia","Estrada que liga Iramaia a Barra de Estiva, km 38 (10 km ao SE do povoado de Jequí (Novo Acre)","-41.17","-13.5",NA,NA,"NY00616781","NY00616781_01","Magnoliophyta","Myrtales",NA,NA,"868","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532104' target='other'> <mi>dwc_moreinfo</mi></a>","570","570",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","616797","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","M. Sobral",NA,NA,NA,"J. A. Steyermark","1972","07","18","Venezuela","Bolívar",NA,"Región de Canaima, isla de la laguna del Río Carrao frente del Salto Hacha y el hotel","-62.78","6.25",NA,NA,"NY00616797",NA,"Magnoliophyta","Myrtales",NA,NA,"106322","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532089' target='other'> <mi>dwc_moreinfo</mi></a>","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","616784","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"NY00616784","NY00616784_01","Magnoliophyta","Myrtales",NA,NA,"1232","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532098' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","616782","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","J. C. Lindeman",NA,NA,NA,"G. G. Hatschbach","1967","02","03","Brazil","Paraná",NA,"Rio Capivara, 15 km S of Tibagí",NA,NA,NA,NA,"NY00616782","NY00616782_01","Magnoliophyta","Myrtales",NA,NA,"15705(4217)","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532100' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1522498","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","M. C. Souza",NA,NA,NA,"C. Farney","2007","03","30","Brazil","Rio de Janeiro","Cabo Frio","Restinga arbustiva próxima ao Aeroporto.","-42.0186","-22.8794",NA,NA,"NY01522498","NY01522498_01","Magnoliophyta","Myrtales",NA,NA,"4653","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753132' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","616775","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","C. M. D. E. Legrand",NA,NA,NA,"L. B. Smith","1965","01","17","Brazil","Paraná","Jaguariaíva","Road to Arapoti near boundary","-49.33","-24.13",NA,NA,"NY00616775","NY00616775_01","Magnoliophyta","Myrtales",NA,NA,"14648","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532094' target='other'> <mi>dwc_moreinfo</mi></a>","850","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","616780","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","M. Sobral",NA,NA,NA,"J. Mattos","1964","12","13","Brazil","São Paulo","Igaratá","Perto do Km 71 da Rodovia Santa Izabel - Igaratá","-46.15","-23.2003",NA,NA,"NY00616780","NY00616780_01","Magnoliophyta","Myrtales",NA,NA,"12164","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532086' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","616783","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","1965","12","11","Brazil","Santa Catarina","Mafra","Potreiro Grande, Mafra","-49.8053","-26.1117",NA,NA,"NY00616783","NY00616783_01","Magnoliophyta","Myrtales",NA,NA,"17415","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532092' target='other'> <mi>dwc_moreinfo</mi></a>","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00908457","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","M. L. Kawasaki",NA,NA,NA,"W. L. Balée","1987","06","29","Brazil","Maranhão","Monçao","P.I. Guajá,Rio Turiaçu. Guajá Indians","-46.08","-3.12",NA,NA,"NY00908457","NY00908457_01","Magnoliophyta","Myrtales",NA,NA,"3514","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532108' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","616791","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","M. Sobral",NA,NA,NA,"O. Handro","1933","02","07","Brazil","São Paulo","Sao Paulo","Butantan","-46.724373","-23.565521",NA,NA,"NY00616791","NY00616791_01","Magnoliophyta","Myrtales",NA,NA,"s.n.","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532088' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00908484","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","M. Sobral",NA,NA,NA,"W. J. Burchell","1827","03","07","Brazil","São Paulo",NA,"Morumbe (=Morumbí now in NW part of the city of Sao Paulo), to the Porto SSE.",NA,NA,NA,NA,"NY00908484","NY00908484_01","Magnoliophyta","Myrtales",NA,NA,"4417","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993566' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","616796","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","R. McVaugh",NA,NA,NA,"G. Klug","1935","12",NA,"Peru","San Martín",NA,"Juan Jui, Alto Río Huallaga.","-76.730683","-7.179499",NA,NA,"NY00616796",NA,"Magnoliophyta","Myrtales",NA,NA,"4172","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532102' target='other'> <mi>dwc_moreinfo</mi></a>","400","800",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","616785","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"L. Riedel","1834","01","18","Brazil","São Paulo","Tietê","Tieté","-47.7097","-23.1003",NA,NA,"NY00616785","NY00616785_01","Magnoliophyta","Myrtales",NA,NA,"1833","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532099' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","616777","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","1961","03","24","Brazil","Santa Catarina","Sao Francisco do Sul","Morro do Campo Alegre","-48.6381","-26.2433",NA,NA,"NY00616777","NY00616777_01","Magnoliophyta","Myrtales",NA,NA,"10946","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532091' target='other'> <mi>dwc_moreinfo</mi></a>","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","616786","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg",NA,NA,NA,NA,"L. R. Landrum","1977","11","16","Brazil","Paraná",NA,"Limit between Mun. Ponta Grossa and Mun. Palmeira, gorge of the Rio Tibagi at point where BR 376 highway crosses","-49.83","-25.33",NA,NA,"NY00616786","NY00616786_01","Magnoliophyta","Myrtales",NA,NA,"2539","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532105' target='other'> <mi>dwc_moreinfo</mi></a>","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01538502","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","N. A. Rosa",NA,NA,NA,"N. A. Rosa","1980","04","22","Brazil","Pará",NA,"Marajó, Campos de Joanes.","-48.5123152","-0.875396",NA,NA,"NY01538502","NY01538502_01","Magnoliophyta","Myrtales",NA,NA,"3616","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792385' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01538504","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","L. R. Landrum",NA,NA,NA,"T. C. Plowman","1980","03","16","Brazil","Pará","Tucuruí","Km. 25 south of Reprêsa Tucuruí on road (BR 422) to Breu Branco.","-49.733333","-3.866667",NA,NA,"NY01538504","NY01538504_01","Magnoliophyta","Myrtales",NA,NA,"9629","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792387' target='other'> <mi>dwc_moreinfo</mi></a>","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1280115","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","tenella","Myrciaria tenella","(DC.) O.Berg","A. S. do Rosário",NA,NA,NA,"M. A. Freitas","2004","03","08","Brazil","Pará","Melgaço","Caxiuanã.","-51.7639","-1",NA,NA,"NY01280115","NY01280115_01","Magnoliophyta","Myrtales",NA,NA,"1044","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1589280' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
