"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"41","2021-03-15 16:37:00-03","NY","NYBG","2172113","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"N. T. da Silva","1144","1968","10","08","South America","Brazil","Pará",NA,"Região do Rio Jarí. R. Jarí, Monte Dourado, Estrada do Munguba.","-52.4926543","-0.8920989",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319761' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172113","NY02172113_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","2172106","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"M. G. da Silva","5508","1980","07","15","South America","Brazil","Pará","Tucuruí","Margem direita da BR-263, Km 20.","-49.5178995","-3.741961",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319750' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172106","NY02172106_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","2172074","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"M. G. da Silva","5508","1980","07","15","South America","Brazil","Pará","Tucuruí","Margem direita da BR-263, Km 20.","-49.5178995","-3.741961",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319259' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172074","NY02172074_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","2172109","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"U. N. Maciel","438","1979","12","04","South America","Brazil","Pará","Paragominas","Itinga do Pará, Fazenda Caboré.","-47.538503","-4.436442",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319753' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172109","NY02172109_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","869141","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","M. dos R. Cordeiro","1290","1976","12","02","South America","Brazil","Mato Grosso","Matupá","Fazenda Cachimbo, sub. Base Projeto RADAM. Estrada Santarém Cuiabá, BR.165, km. 755, PT.10.","-54.9328","-10.0575",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869141","NY00869141_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","2172101","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"G. T. Prance","25888","1977","11","29","South America","Brazil","Pará",NA,"BR 230, Transamazon highway; 15 km W of Ruropolis Presidente Medici towards Itaituba","-55.0481","-4.1075",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319336' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172101","NY02172101_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","2172102","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"J. M. Pires","118","1946","11","30","South America","Brazil","Amazonas",NA,"Maués","-57.711871","-3.3920171",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319337' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172102","NY02172102_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","02172092","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"G. T. Prance","26381","1980","11","22","South America","Brazil","Pará",NA,"Basin of Rio Xingu, Gleba Bacaja, lote 88, just below mouth of Rio Bacaja","-51.7328","-3.535",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319322' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172092","NY02172092_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","2172098","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"G. T. Prance","10535","1971","02","15","South America","Brazil","Roraima",NA,"Indian Trail from Surucucu to Ucaicá. Vicinity of Maitá Indian village","-63.4","3.33",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319333' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172098","NY02172098_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","565894","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","S. A. Mori","S. A. Mori","10659","1978","09","18","South America","Brazil","Bahia","Prado","Rod. BA 284, trecho Prado/Itamaraju, ca. de 65 km a NW de Prado. Folha SE - 24 (17-39c)","-39.2206","-17.3411",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251373' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565894","NY00565894_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","1183663","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","W. Milliken","D. C. Zappi","1255","2008","02","12","South America","Brazil","Mato Grosso","Novo Mundo","Parque Estadual do Cristalino. Base do afloramento a sudeste a sudeste da pousada.","-55.8083","-9.500031","268","268","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452118' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183663","NY01183663_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","565886","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","L. Riedel","1013","1824",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565886","NY00565886_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","565892","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","J. A. Kallunki","562","1994","02","16","South America","Brazil","Bahia","Aurelino Leal","10-11 km W of BR-101 on road from Aurelino Leal to Lage do Banco","-39.38","-14.33",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565892","NY00565892_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","886822","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","W. W. Thomas","11791","1998","02","09","South America","Brazil","Bahia","Jussari","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso, Transect Quadrat 3","-39.58","-15.17","300","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500811' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886822","NY00886822_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","865291","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","C. A. Cid Ferreira","2875","1980","10","12","South America","Brazil","Acre","Porto Acre","Rio Branco - Porto Acre road, km 33, 2km from the river","-67.7","-9.58",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865291","NY00865291_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","565897","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","J. C. Solomon","6289","1981","09","17","South America","Bolivia","El Beni","Vaca Díez","7.7 km from the road between Riberalta and Guayaramerín, on the old road to Cachuela Esperanza, ca. 18 km E of Riberalta","-65.83","-11.08","230","230","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251382' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","2172108","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"D. C. Daly","1932","1981","12",NA,"South America","Brazil","Pará",NA,"Serra dos Carajás: Azul, near camp at Serra Norte (22 km NW, then 10-15 km SW).","-50.47","-5.98",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319752' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172108","NY02172108_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","869140","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","Y. E. J. Mexia","5158","1930","10","08","South America","Brazil","Minas Gerais","Viçosa","Agricultural College lands. Barbado.","-42.860644","-20.766686","725","725","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030321' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869140","NY00869140_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2016-09-27 14:55:00-03","NY","NYBG","565896","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"C. C. Berg","B. Hoffman","3748","1993","02","13","South America","Guyana","Upper Takutu-Upper Essequibo",NA,"NW Kanuku Mtns.; along road from mtn. foot basecamp to Nappi village","-59.5","3.38","100","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","01805925","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","P. Fiaschi","1204","2002","12","01","South America","Brazil","Bahia","Jussari","Estrada Jussari-Palmira, entrada à esquerda ca. 7.5 km. Fazenda Teimosos. RPPN Serra do Teimoso","-39.5286111","-15.1580556",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264066' target='other'> <mi>dwc_moreinfo</mi></a>","NY01805925","NY01805925_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","585793","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","A. M. Amorim","2585","1998","11","07","South America","Brazil","Bahia","Jussari","Rod. Jussari-Palmira. Entrada ca. 7.5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585793","NY00585793_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","2172116","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"M. G. da Silva","3435","1977","10","21","South America","Brazil","Pará",NA,"Altamira, km 23 da Transamazonica, Centro de Experimentação da EMBRAPA.","-52.3978758","-3.271835",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319764' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172116","NY02172116_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","02172063","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"J. J. Strudwick","4486","1981","08","10","South America","Brazil","Pará",NA,"Sete Varas airstrip on Rio Curua.","-55.1657197","-0.2209974",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319244' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172063","NY02172063_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","886823","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","W. W. Thomas","11719","1998","02","07","South America","Brazil","Bahia","Jussari","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso.","-39.58","-15.17","300","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240513' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886823","NY00886823_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","565885","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","L. Riedel","1013","1832","09",NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565885","NY00565885_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","2172097","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"N. T. da Silva","1689","1969","01","24","South America","Brazil",NA,NA,"Regiao do Rio Jarí. Pilão, estrada de Castanheiro","-52.52","-0.72",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319332' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172097","NY02172097_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","2172085","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"M. J. P. Pires-O'Brien","1841","1987","11","09","South America","Brazil","Pará","Almeirim","M. Dourado, gleba MD da res. gen.","-52.539719","-0.8678545",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319304' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172085","NY02172085_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","02688422","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","C. Figueiredo","303","1994","01","11","South America","Brazil","Acre","Rio Branco","Fazenda Experimental Catuaba. Estrada de Seringa.","-67.62","-10.07",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=849064' target='other'> <mi>dwc_moreinfo</mi></a>","NY02688422","NY02688422_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","565893","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","J. G. Jardim","1257","1998","01","21","South America","Brazil","Bahia","Almadina","Rod. Almadina/Ibitupa, entrada ca. 5 km W da sede do município. Fazenda Cruzeiro do Sul. Serra do Sete-paus; ca. 8 km da entrada","-39.7294","-14.735",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251352' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565893","NY00565893_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","2172064","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"J. Bowie","s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319246' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172064","NY02172064_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","01240697","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","M. M. M. Lopes","1110","2006","10","04","South America","Brazil","Bahia","Almadina","Serra do Corcovado. 9,8 km ao SW de Coaraci na estrada para Almadina, daí N até a Fazenda São José. Proprietario Senhor Francisco. Meio da encosta","-39.6033","-14.7058","650","870","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1463036' target='other'> <mi>dwc_moreinfo</mi></a>","NY01240697","NY01240697_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","2172089","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"C. A. Cid Ferreira","4555","1984","06","15","South America","Brazil","Rondônia","Costa Marques","Chapada dos Parecís, Distrito de Alta Floresta, estrada P-56, km 17","-63.05","-11.2",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319308' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172089","NY02172089_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","2172114","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"M. G. Vieira","512","1979","10","18","South America","Brazil","Rondônia",NA,"Mineração Campo Novo BR 421 a 2 Km a Oeste da Mineração Campo Novo a 120 Km de Ariquemes WSW","-63.616667","-10.583333",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319762' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172114","NY02172114_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","2172067","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"M. J. P. Pires-O'Brien","1730","1987","07","21","South America","Brazil","Pará","Almeirim","Gleba Monte Dourado","-52.539719","-0.8678545",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319249' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172067","NY02172067_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","2172076","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"M. G. da Silva","3435","1977","10","21","South America","Brazil","Pará",NA,"Altamira, km 23 da Transamazonica, Centro de Experimentação da EMBRAPA.","-52.3978758","-3.271835",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319261' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172076","NY02172076_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","2172086","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"M. J. P. Pires-O'Brien","2062","1988","03","31","South America","Brazil","Pará","Almeirim","Gleba Monte Dourado,","-52.55","-0.87",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319305' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172086","NY02172086_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","565890","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","C. C. Berg","S. A. Mori","14117","1981","05","26","South America","Brazil","Bahia","Itanagra","Road from Itanagra to Subaúma, 8 km of Itanagra","-38.0417","-12.2633","50","50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251337' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565890","NY00565890_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
