"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","sex"
"419","2020-09-12 05:00:02-03","US","US","1198464","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens alba",NA,"Moldenke, H. N.",NA,NA,NA,"L. H. Bailey & E. Z. Bailey","1921","3","5","Venezuela","Bolívar",NA,"Ciudad Bolívar and vicinity, Orinoco R.","-63.55","8.11",NA,NA,NA,"US00837323",NA,NA,"Lamiales","1764","South America - Neotropics",NA,"61",NA,NA,NA,"alba",NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"420","2020-09-12 05:00:02-03","US","US","2400034","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens lopez-palacii","Moldenke","Moldenke, H. N.",NA,NA,NA,"J. A. Steyermark","1961","2","1","Venezuela","Bolívar",NA,"Cerro El Picacho, SE of; N of Las Nieves, 45 km N of Tumeremo, Altiplanicie de Nuria","-61.21","7.61",NA,NA,NA,"US00837324",NA,NA,"Lamiales","88945","South America - Neotropics",NA,"100","300",NA,NA,"lopez-palacii",NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"421","2020-09-12 05:00:02-03","US","US","1591415","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens serrata","Moldenke",NA,NA,NA,NA,"S. Venturi","1929","5","15","Argentina","Tucumán","Capital","Parque Centenario.",NA,NA,NA,NA,NA,"US00119029","US00119029_01",NA,"Lamiales","9059","South America",NA,"450","450",NA,NA,"serrata","Isotype","Dicotyledonae",NA,"1",NA,NA,NA,NA
"422","2020-09-12 05:00:02-03","US","US","1198464","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens alba",NA,"Moldenke, H. N.",NA,NA,NA,"L. H. Bailey & E. Z. Bailey","1921","3","5","Venezuela","Bolívar",NA,"Ciudad Bolívar and vicinity, Orinoco R.","-63.55","8.11",NA,NA,NA,"US00837323",NA,NA,"Lamiales","1764","South America - Neotropics",NA,"61",NA,NA,NA,"alba",NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"423","2020-09-12 05:00:02-03","US","US","1591415","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens serrata","Moldenke",NA,NA,NA,NA,"S. Venturi","1929","5","15","Argentina","Tucumán","Capital","Parque Centenario.",NA,NA,NA,NA,NA,"US00119029","US00119029_01",NA,"Lamiales","9059","South America",NA,"450","450",NA,NA,"serrata","Isotype","Dicotyledonae",NA,"1",NA,NA,NA,NA
"424","2019-06-05 10:34:08-03","UFG","HJ","2719","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"Gielf, F.S. et al.","2008","06","06","Brasil","Goiás","Jataí","Zona urbana, jardim.","-51.7144012451172","-17.8813991546631",NA,NA,NA,"HJ00002719",NA,NA,NA,"90",NA,NA,NA,NA,"75073","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2019-06-05 10:34:08-03","UFG","HJ","2607","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"Souza, L.F. et al.","2008","11","26","Brasil","Goiás","Jataí","zona urbana, quintal.","-51.7144012451172","-17.8813991546631",NA,NA,NA,"HJ00002607",NA,NA,NA,"3961",NA,NA,NA,NA,"75073","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2019-10-29 10:08:42-03","UFPR","EFC","11489","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Vieira, R.S.","2013","04","12","Vieira, R.S.","2013","04","12","Brasil","Paraná","Curitiba","Arborizacão Urbana","-49.2731018066406","-25.4277992248535",NA,NA,"Arbusto com 1,5m. Com flores azuis e frutos alaranjados. __COMMOM_NAME__: pingo-de-ouro","EFC011489",NA,NA,NA,"177",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2021-03-15 18:30:19-03","USP","SPF","228640","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Antar, GM","2017","05",NA,"Bittar, PB","2014","01","29","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira, Instituto de Biociências. Jardim do Sobre-as-Ondas.","-46.6300010681152","-23.5400009155273",NA,NA,"Fruto imaturo verde e maduro amarelo-alaranjado. Folhas verde claras. Sépalas verdes. Pétalas roxas com centro branco e feixe central roxo escuro.; Jardim heterogênio com representações de diversos biomas e plantas nativas e exóticas","SPF00228640","SPF00228640",NA,NA,"3",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2019-11-13 11:32:39-03","USP","SPF","15675","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Hoehne, W","1956","04",NA,"Moreira Filho, H","1955","12",NA,"Brasil","Paraná",NA,"Bariguí.",NA,NA,NA,NA,NA,"SPF00015675","SPF00015675",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","2019-11-13 11:32:39-03","USP","SPF","19053","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Hatschbach, G","1980",NA,NA,"Oliveira, PI","1980","02","26","Brasil","Paraná","Curitiba","Parque Iguaçu","-49.2731018066406","-25.4277992248535",NA,NA,NA,"SPF00019053","SPF00019053",NA,NA,"243",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2019-11-13 11:32:39-03","USP","SPF","12836","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Hoehne, W",NA,NA,NA,"Hoehne, W","1942","01","06","Brasil","São Paulo","Caieiras",NA,"-46.7400016784668","-23.3600006103516",NA,NA,NA,"SPF00012836","SPF00012836",NA,NA,"945",NA,NA,NA,NA,"9448","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2019-11-13 11:32:39-03","USP","SPF","78357","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Anônimo",NA,NA,NA,"Sciamarelli, A","1990","03","18","Brasil","São Paulo","Cajuru",NA,"-47.2999992370605","-21.2700004577637",NA,NA,NA,"SPF00078357","SPF00078357",NA,NA,"596",NA,NA,NA,NA,"21243","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2021-03-15 18:30:19-03","USP","SPF","34890","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Zappi, DC","1984","08",NA,"Bittar, M","1984","06","11","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"Arbusto, 1,5-2m. Ramos pendentes. Flores azuis, muito perfumadas, frutos laranja.","SPF00034890","SPF00034890",NA,NA,"s.n.",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2019-11-13 11:32:39-03","USP","SPF","79609","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Villaça, C","1990","04",NA,"Villaça, C","1990","06","06","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00079609","SPF00079609",NA,NA,"6",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2019-11-13 11:32:39-03","USP","SPF","79608","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","et al.; Priscila","1990",NA,NA,"Santos, P","1990","04","20","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00079608","SPF00079608",NA,NA,"15",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2019-11-13 11:32:39-03","USP","SPF","79607","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Oliveira, AA","1990","05",NA,"Oliveira, AA","1990","04","04","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00079607","SPF00079607",NA,NA,"21",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2019-11-13 11:32:39-03","USP","SPF","67056","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Anônimo",NA,NA,NA,"Ferraz, DK","1990","06","06","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00067056","SPF00067056",NA,NA,"s.n.",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2019-11-13 11:32:39-03","USP","SPF","135356","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Pirani, JR",NA,NA,NA,"Oliveira, F","1966","12",NA,"Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00135356","SPF00135356",NA,NA,"601",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2019-11-13 11:32:39-03","USP","SPF","34891","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Zappi, DC","1984","08",NA,"Bittar, M","1984","06","11","Brasil","São Paulo","São Paulo","Parque Luz.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00034891","SPF00034891",NA,NA,"s.n.",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2018-10-08 09:56:53-03","UFSS","REAL","398","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Dalprai, V.C.",NA,NA,NA,"Nazario, S.L.; Nazario, N.L.; Nazario, N.L.","2013","11","20","Brasil","Paraná","Salto do Lontra","Comunidade da Sede da Luz","-53.521936","-26.303681","-53.521936","-26.303681",NA,NA,NA,"Magnoliophyta",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2018-10-08 09:56:53-03","UFSS","REAL","498","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Dalprai, V.C.",NA,NA,NA,"Teixeira, Q.; Teixeira, H.A.; Teixeira, H.A.","2014","05","10","Brasil","Paraná","Pranchita",NA,"-53.739806","-26.025731","-53.739806","-26.025731",NA,NA,NA,"Magnoliophyta",NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2018-10-08 09:56:53-03","UFSS","REAL","872","S","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Ristow, R.","2015","11","18","Sossella, C.","2015","03","22","Brasil","Paraná","Realeza","Centro Cívico n° 2353","-53.533583","-25.776944","-53.533583","-25.776944",NA,NA,NA,"Magnoliophyta",NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2020-03-05 14:12:23-03","UNEMAT","HPAN","3692","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Carniello, MA","2013","11","06","Carniello, MA; Batista, JS; Santos, TM","2013","10","13","Brasil","Mato Grosso","Cáceres","Assentamento Laranjeira I, Sitio do Genão","-57.558278","-16.555056","-57.558278","-16.555056","Estudo do conhecimento de moradores do Assentamento Laranjeira I sobre o uso e conservação de plantas presentes nas unidades de pastagem locais: conservação da diversidade biológica e cultural.","HPAN000003692",NA,"Magnoliidae","Lamiales","4740","América",NA,"167","167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2020-03-05 14:12:23-03","UNEMAT","HPAN","3376.1","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Carniello, MA","2014","08","08","Carniello, MA; Santos, TM","2014","04","10","Brasil","Mato Grosso","Cáceres","Assentamento Laranjeira I, Propriedade do Antonio.","-57.544528","-16.559389","-57.544528","-16.559389","Estudo da composição e uso das plantas presentes nas áreas próximas ás residências das propriedades estabelicidads na região de nascentes de água do Assentamento Laranjeira I, Cáceres-MT","HPAN000003376.1",NA,"Magnoliidae","Lamiales","4956","América",NA,"154","154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2020-03-10 21:22:28-03","UNEMAT","HPAN","5096","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"Carniello, MA","2008","02","13","Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliidae","Lamiales","1703","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2020-03-10 21:22:28-03","UNEMAT","HPAN","4922","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"Carniello, MA","2005","01","29","Brasil","Mato Grosso","Cáceres","Porto Limão","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,NA,"Magnoliidae","Lamiales","700","América",NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2014-04-04 18:28:49-03","PNFM","IRAI","307","S","Plantae","Verbenaceae","Duranta","plumieri","Duranta plumieri","Jacq.","Cordeiro, J.; Barbosa, E.","2008","01","01","Gerber, E.","2007","10","15","Brasil","Paraná","Curitiba","Fazendinha",NA,NA,NA,NA,NA,"IRAI00000307",NA,"Magnoliophyta",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2014-04-04 18:28:49-03","PNFM","IRAI","6145","S","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Cordeiro, J.","2011","01","01","Homcznski, I.","2009","03","31","Brasil","Santa Catarina","Porto União","Jardim Bela Vista","-51.064806","-26.261028","-51.064806","-26.261028","1 m, flor roxa com centro branco. Cultivada","IRAI00006145",NA,"Magnoliophyta",NA,"66",NA,NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2014-04-04 18:28:49-03","PNFM","IRAI","4691","S","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Ristow, R.","2011","10","26","Medina, G.R.","2011","10","21","Brasil","Paraná","Pinhais","Parque Newton Freire Maia, Jardim Boa Vista","-49.120167","-25.380833","-49.120167","-25.380833","Arbusto, flor pentâmera lilás. Cultivada","IRAI00004691",NA,"Magnoliophyta",NA,"001",NA,NA,"895","895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2014-04-04 18:28:49-03","PNFM","IRAI","645","S","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Cordeiro, J.; Lozano, E.D.","2009","01","01","Macedo, J.C.","2009","04","07","Brasil","Paraná","Pinhais","Parque Newton Freire Maia, Jardim Boa Vista","-49.120722","-25.384028","-49.120722","-25.384028","Flores lilás, frutos redondos e amarelos","IRAI00000645",NA,"Magnoliophyta",NA,"056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2014-04-04 18:28:49-03","PNFM","IRAI","2130","S","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Ristow, R.","2010","01","01","Kuchler, R.M.","2010","04","30","Brasil","Paraná","Pinhais","Área 1, Parque Newton Freire Maia, Jardim Boa Vista","-49.122306","-25.3815","-49.122306","-25.3815","Arbusto, 50 cm, flor azul, cultivada","IRAI00002130",NA,"Magnoliophyta",NA,"239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2014-04-04 18:28:49-03","PNFM","IRAI","114","S","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Cordeiro, J.; Barbosa, E.","2008","01","01","Macedo, J.C.","2008","06","04","Brasil","Paraná","Pinhais","Parque Newton Freire Maia","-49.120722","-25.384028","-49.120722","-25.384028","Arbusto, espinhos, folhas verdes e marrons, flores lilás","IRAI00000114",NA,"Magnoliophyta",NA,"025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2014-04-04 18:28:49-03","PNFM","IRAI","2075","S","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Ristow, R.","2010","01","01","Kuchler, R.M.","2010","04","11","Brasil","Paraná","Curitiba","Boa Vista","-49.246389","-25.376111","-49.246389","-25.376111","Arbusto, 1 m, flor roxa","IRAI00002075",NA,"Magnoliophyta",NA,"197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2014-04-04 18:28:49-03","PNFM","IRAI","932","S","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Dunaiski Jr, A.","2009","01","01","Age, S.G.","2009","08","26","Brasil","Paraná","Curitiba","Jardim Botânico Municipal","-49.236639","-25.4425","-49.236639","-25.4425","Arbusto, fruto laranja, cultivada","IRAI00000932",NA,"Magnoliophyta",NA,"026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2014-04-04 18:28:49-03","PNFM","IRAI","2078","S","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Cordeiro, J.; Canestraro, B.K.","2011","01","01","Kuchler, R.M.","2010","04","11","Brasil","Paraná","Curitiba","Boa Vista","-49.246389","-25.376111","-49.246389","-25.376111","Árvore, 3 m, flor roxa","IRAI00002078",NA,"Magnoliophyta",NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2014-04-04 18:28:49-03","PNFM","IRAI","1498","S","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Spoladore, J.","2009","01","01","Spoladore, J.","2009","04","26","Brasil","Paraná","Curitiba","Cajuru",NA,NA,NA,NA,"Arbusto lenhoso, flor lilás, fruto amarelo-alaranjado","IRAI00001498",NA,"Magnoliophyta",NA,"014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2021-03-25 13:53:46-03","UNIVILLE","JOI","1192","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Hering-Rinnert, C.","2005","07","20","Hering-Rinnert, C.",NA,NA,NA,"Brasil","Santa Catarina","Joinville",NA,"-48.8456001281738","-26.3043994903564",NA,NA,"; HABITO: arbusto","JOI001192",NA,NA,NA,"806",NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2020-06-15 07:53:28-03","UEFS","HUEFS","27962","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","F.R.G.Salimena","2012","01",NA,"Teixeira, B.C.","1967","03","01","Brasil","São Paulo","Campinas","Instituto Agronômico, Fazenda Santa Elisa.","-47.060001373291","-22.8999996185303",NA,NA,NA,"HUEFS0027962","HUEFS0027962_e1","Angiospermae","Lamiales","183",NA,NA,NA,NA,"23900","auto",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"458","2020-06-15 07:53:28-03","UEFS","HUEFS","27965","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","V.A.Thode","2013","04",NA,"Barros, F.de","1985","11","07","Brasil","São Paulo","Pereira Barreto","próximo a Ilha Solteira.","-51.0999984741211","-20.6299991607666",NA,NA,NA,"HUEFS0027965","HUEFS0027965_e1","Angiospermae","Lamiales","1200",NA,NA,NA,NA,"36734","auto",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"459","2019-10-07 09:16:57-03","UEFS","HUEFS","7390","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","G.Bromley","1984","12",NA,"Sohn, S.","1981","03","13","Brasil","Santa Catarina","Lage",NA,NA,NA,NA,NA,NA,"HUEFS0007390","HUEFS0007390","Angiospermae","Lamiales","33",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"460","2020-06-15 07:53:28-03","UEFS","HUEFS","226540","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"Oliveira, M.","2016","09","27","Brasil","Pernambuco","Arcoverde","Serras das Varas, Sítio Mocó, Santuário da Misericórdia.","-37.0539016723633","-8.41888999938965",NA,NA,"Savana Estépica. Neossolo Litólico Eutrófico","HUEFS0226540","HUEFS0226540","Angiospermae","Lamiales","6482",NA,NA,"959","959","23066","auto",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"461","2019-10-07 09:16:57-03","UEFS","HUEFS","27960","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.",NA,NA,NA,NA,"Luederwaldt, H.","1912","12",NA,"Brasil","São Paulo","São Paulo","Ipiranga, cult. No Hort. Bot.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"HUEFS0027960",NA,"Angiospermae","Lamiales",NA,NA,NA,NA,NA,"53584","auto",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"462","2019-10-07 09:16:57-03","UEFS","HUEFS","27964","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.",NA,NA,NA,NA,"Rodrigues, L.","1971","05","13","Brasil","São Paulo","São Paulo","Parque do Estado e Jardim Boânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"HUEFS0027964",NA,"Angiospermae","Lamiales","49",NA,NA,NA,NA,"53584","auto",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"463","2019-10-07 09:16:57-03","UEFS","HUEFS","5192","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.",NA,NA,NA,NA,"Santos, F.S.","1984","11","28","Brasil","Bahia","Santa Cruz Cabrália",NA,"-30.133333","-16.383333","30W8'","16S23'",NA,"HUEFS0005192","HUEFS0005192","Angiospermae","Lamiales","475",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"464","2019-10-07 09:16:57-03","UEFS","HUEFS","32414","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.",NA,NA,NA,NA,"Fernandes, G.D.","1993","04","12","Brasil","São Paulo","Piracicaba","Parque da ESALQ (E.D)","-47.633333","-22.7","47W38'","22S42'","Borda de mata.","HUEFS0032414","HUEFS0032414","Angiospermae","Lamiales","244",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"465","2019-10-07 09:16:57-03","UEFS","HUEFS","49873","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.",NA,NA,NA,NA,"Nicolau, S.A.","1999","12","16","Brasil","São Paulo","Cajuru","Barrosa, fazenda Santa Carlota.","-47.2999992370605","-21.2700004577637",NA,NA,NA,"HUEFS0049873","HUEFS0049873","Angiospermae","Lamiales","2124",NA,NA,NA,NA,"21243","auto",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"466","2019-10-07 09:16:57-03","UEFS","HUEFS","32427","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.",NA,NA,NA,NA,"Ivanauskas, N.M.","1990","04","06","Brasil","São Paulo","Piracicaba","Parque da ESALQ/USP.","-47.6399993896484","-22.7199993133545",NA,NA,NA,"HUEFS0032427","HUEFS0032427","Angiospermae","Lamiales","18",NA,NA,NA,NA,"44778","auto",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"467","2019-10-07 09:16:57-03","UEFS","HUEFS","32429","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.",NA,NA,NA,NA,"Zandoval, J.A.","1985","12","18","Brasil","São Paulo","Piracicaba","Parque ESALQ/USP.","-47.6399993896484","-22.7199993133545",NA,NA,NA,"HUEFS0032429","HUEFS0032429","Angiospermae","Lamiales","75",NA,NA,NA,NA,"44778","auto",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"468","2015-03-06 21:37:56-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta",NA,"C. J. Niezgoda : Field Museum of Natural History",NA,NA,NA,"N. Valencia","1988","8","15","Peru","Lambayeque","Ferreñafe","Bosque de Chinama",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"2247","South America",NA,"2300","2700",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"469","2017-01-17 13:18:42-02","F","FMNH-SEEDPLANTS","V0082026F","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens",NA,NA,NA,NA,NA,"N. Angula","1948","12","5","Peru","Lambayeque","Lambayeque","Naranjal cerca de Jayanca",NA,NA,NA,NA,NA,"V0082026F","V0082026F_01","Spermatophyta",NA,"398","South America",NA,"100",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"470","2015-03-06 22:38:54-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens alba",NA,"Harold N. Moldenke",NA,NA,NA,"R. A. Ferreyra","1949","4","28","Peru","Piura","Sullana","Querocotillo, cerca a Sullana",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"6006","South America",NA,"50","100",NA,NA,"alba",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"471","2019-01-23 11:23:57-02","F","FMNH-SEEDPLANTS","V0074358F","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens canescens",NA,NA,NA,NA,NA,"E. P. Killip & A. C. Smith","1926","12","11","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,NA,"V0074358F","V0074358F_01","Spermatophyta",NA,"14990","South America",NA,NA,NA,NA,NA,"canescens","Isotype","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"472","2017-01-04 13:17:57-02","F","FMNH-SEEDPLANTS","V0413946F","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens lopez-palacii",NA,"Harold N. Moldenke",NA,NA,NA,"J. Cuatrecasas & L. Willard","1961","10","14","Colombia","Cauca",NA,NA,"-76.8333","2.5",NA,NA,NA,"V0413946F","V0413946F_01","Spermatophyta",NA,"26452","South America",NA,NA,NA,NA,NA,"lopez-palacii",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"473","2015-03-06 22:38:54-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens alba",NA,"Harold N. Moldenke",NA,NA,NA,"R. A. Ferreyra","1949","4","28","Peru","Piura","Sullana","Querocotillo, cerca a Sullana",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"6006","South America",NA,"50","100",NA,NA,"alba",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
