"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","486806","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","A. C. Cervi","s.n.","1986","12","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486806",NA,"Reserva Biológica de Sapitanduva",NA,NA,"Magnoliophyta","Ericales","Benth.",NA,"Paraná","Antonina","-48.72","-25.42","NY00486806_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","486817","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","G. G. Hatschbach","12982","1965","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486817",NA,"Campo Mourao",NA,NA,"Magnoliophyta","Ericales","Benth.","L. B. Smith; S. F. Smith","Paraná","Campo Mourao","-52.3831","-24.0458","NY00486817_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2063511","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","F. R. da Maia","20","2011","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499716' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063511",NA,"Chacara do Renato",NA,NA,"Magnoliophyta","Ericales","Benth.",NA,"Paraná","Piraquara","-49.2242","-25.2917","NY02063511_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","486816","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","G. G. Hatschbach","Ha13660","1966","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486816",NA,NA,NA,NA,"Magnoliophyta","Ericales","Benth.","G. G. Hatschbach","Paraná","General Carneiro","-51.3156","-26.4275","NY00486816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","486822","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","G. Gardner","343","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486822",NA,"Brasilia",NA,NA,"Magnoliophyta","Ericales","Benth.",NA,NA,NA,NA,NA,"NY00486822_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","03066021","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","L. G. Rigon","1183","2015","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3287044' target='other'> <mi>dwc_moreinfo</mi></a>","NY03066021",NA,"Conglomerado 61-2-6-41. UTM do Ponto Central: E (592693m)N (7531478m). Fuso do GPS (23K)",NA,NA,"Magnoliophyta","Ericales","Benth.",NA,"Rio de Janeiro","Valença","-43.7002983093262","-22.2455997467041","NY03066021_01","47830","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:30:49-03","UNESP-IBB","BOTU","21288","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Cervi, A.C.","3616","1992","12","20",NA,"Brasil",NA,NA,"Árvore.","BOTU021288",NA,NA,NA,NA,NA,NA,"Benth.","Bidá, A.","Paraná","Antonina",NA,NA,NA,NA,NA,"1997","03","9999","9999",NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:21:02-03","UFRJ","RFA","Foto 17142","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Gardner","343",NA,NA,NA,NA,"Brasil",NA,NA,NA,"RFA-Foto36343",NA,"Serra dos Órgãos",NA,NA,NA,NA,"Benth.",NA,"Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:32:45-03","UFRJ","RFA","11412","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","P. Occhioni","4789","1972","01","18",NA,"Brasil",NA,NA,"Árvore 10-12 m, flores brancas, corola caduca","RFA49926",NA,"Serra dos Órgãos, Escalavrado",NA,NA,NA,NA,"Benth.","P. Occhioni","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:32:45-03","UFRJ","RFA","11762","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","P. Occhioni","4824","1972","04","01",NA,"Brasil",NA,NA,"Árvore 10 m altura, fruto verde, muito procurado por pássaros","RFA49929",NA,"Serra dos Órgãos, Horto da Faculdade de Farmácia",NA,NA,NA,NA,"Benth.","A. Bidá","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,"38539","auto","1996","05",NA,NA,"17",NA,NA,NA,NA,NA
"21","2020-06-29 11:32:45-03","UFRJ","RFA","13468","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","P. Occhioni","5447","1973","01","28",NA,"Brasil",NA,NA,"Árvore 8 m altura, flores alvas","RFA49927",NA,"Serra dos Órgãos",NA,NA,NA,NA,"Benth.","A. Bidá","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,"38539","auto","1996","05",NA,NA,"17",NA,NA,NA,NA,NA
"22","2020-11-13 09:21:02-03","UFRJ","RFA","14513","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","G.G. Hatschbach","477","1946","09","29",NA,"Brasil",NA,NA,"Árvore 4 m, flor lilás rosado a alvacente","RFA49930",NA,"Florestal",NA,NA,NA,NA,"Benth.","G.G. Hatschbach","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,"55154","auto","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-24 17:11:07-03","UTFPR","DVPR","4531","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Caxambu, MG; et al.","4032","2012","04","28",NA,"Brasil",NA,NA,"árvore ca. 4 m. Frutos imaturos verdes e maduros pretos.; Relevo: suave - ondulado - Vegetação: Floresta Ombrófila Densa Submontana.","DVPR004531",NA,"Propriedade do Sr. Flávio.","32","32","Magnoliophyta",NA,"Benth.","Cordeiro, J; Larocca, P","São Paulo","Pariquera Açu","-47.51326","-24.48325",NA,NA,NA,"2012",NA,"-47.51326","-24.48325",NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:50:03-03","EAO","IAN","85648","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Koscinsky, M","151",NA,NA,NA,"Southern America","Brasil",NA,NA,"Floração dezembro, frutificação março.","IAN085648",NA,NA,NA,NA,"Dicotiledônea",NA,"Benth.",NA,"São Paulo","Serra da Cantareira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-26 18:09:55-03","CPAN-UFMS","COR","7508","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","J.M.Silva,A. Soares & W. Marchio.","2287","1997","11","26",NA,"Brasil",NA,NA,"Com Flor: Alva",NA,NA,"Picada de Eng.Longe à estação Murumbi. Floresta Atlântica; ;.",NA,NA,NA,NA,"Benth.","G.Hatschbach","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:25:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Silva, JM; Poliquesi, CB; Ferreira, LA","2704","1998","12","15","Southern America","Brasil",NA,NA,"10,0 m. Flor alva.",NA,NA,"Serra da Prata, trilha para a Torre da Prata",NA,NA,"Dicotyledon",NA,"Benth.","Hatschbach, G","Paraná","Morretes","-48.833333","-25.466667",NA,NA,NA,"1999",NA,"-48.833333","-25.466667",NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1746884","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Kuhlmann M",NA,"1958","11","24","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1746884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1746884",NA,NA,NA,NA,NA,"Ericales","Benth.","Bida A","São Paulo",NA,NA,NA,"NL-U1746884",NA,NA,"1996","02",NA,NA,"01","Magnoliopsidae","U 0098166",NA,NA,NA
"28","2020-02-08 09:04:58-03","NBC","NL-BOTANY","WAG.1244884","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Hatschbach GG",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1244884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1244884",NA,"Rio Atuba (mun. Curitiba), Paraná.",NA,NA,NA,"Ericales","Benth.",NA,NA,NA,NA,NA,"NL-WAG1244884",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 09:04:58-03","NBC","NL-BOTANY","WAG.1244885","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Hatschbach GG",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1244885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1244885",NA,"Rio Atuba (mun. Curitiba), Paraná.",NA,NA,NA,"Ericales","Benth.",NA,NA,NA,NA,NA,"NL-WAG1244885",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 09:04:58-03","NBC","NL-BOTANY","WAG.1244886","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Smith LB; Klein RM",NA,"1964","11","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1244886 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1244886",NA,"Santa Catarina, Mun. Guaraciaba: Forest, Liso.",NA,NA,NA,"Ericales","Benth.",NA,NA,NA,"-53.566667","-26.533333","NL-WAG1244886",NA,NA,NA,NA,"-53.566667","-26.533333",NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-11-04 11:20:09-03","ESALQ","ESA","32150","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Silva, J.M.","1063.0","1991","12","20",NA,"Brasil",NA,NA,NA,"ESA032150",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"Paraná","Antonina","-48.7118988037109","-25.4286003112793","ESA032150","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:20:09-03","ESALQ","ESA","89148","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Rocha, F.T. ; Aguiar, O.T.","130.0","2000","10","18",NA,"Brasil",NA,NA,NA,"ESA089148",NA,NA,NA,NA,"Magnoliophyta",NA,"Benth.","Aranha Filho, J.L.M.","São Paulo","Ilhabela","-45.3499984741211","-23.7700004577637","ESA089148","23719","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:20:09-03","ESALQ","ESA","80767","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Bortoleto, S.; Araújo, A.O.; Freire, R.A.P.; Capretz, R.L.; Castellen, M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","79.0","2002","04","22",NA,"Brasil",NA,NA,"Árvore de 10m de altura. Fruto imaturo verde, maduro verde-azulado escuro.","ESA080767",NA,"Parque Estadual Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana.Trilha do Rio Taquaral. Beira da Trilha.",NA,NA,"Magnoliophyta",NA,"Benth.","Groppo Jr., M.","São Paulo","São Miguel Arcanjo.","-47.9900016784668","-23.8700008392334","ESA080767","27904","auto",NA,NA,"-47,993,333","-24,053,889",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:20:09-03","ESALQ","ESA","29125","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Ivanauskas, N.M.","553.0","1995","11","12",NA,"Brasil",NA,NA,NA,"ESA029125",NA,NA,NA,NA,"Magnoliophyta",NA,"Benth.","Bidá, A.","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727","ESA029125","17990","auto","1996","09",NA,NA,"03",NA,NA,NA,NA,NA
"35","2020-11-04 11:20:09-03","ESALQ","ESA","82526","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Mazine, F.F.; Sampaio, D.; Forster, W.; Salmazo, P.B.; Ribeiro Jr., E.","784.0","2002","12","10",NA,"Brasil",NA,NA,"Árvore ca. 10m. Flores brancas.","ESA082526",NA,"Parque Estadual da Ilha do Cardoso. Restinga arbustivo-arbórea, próxima à Casa do Pescador.",NA,NA,"Magnoliophyta",NA,"Benth.","Aranha Filho, J.L.M.","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818","ESA082526","37574","auto","2004","12",NA,NA,"21",NA,NA,NA,NA,NA
"36","2020-11-04 11:20:09-03","ESALQ","ESA","128944","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Colletta, G.D.","1360.0","2014","04","14",NA,"Brasil",NA,NA,"Árvore, 6m, frutos imaturos verdes","ESA128944",NA,"Reserva CBA",NA,NA,"Magnoliophyta",NA,NA,"Colletta, G.D. et al.","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,"41034","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:20:09-03","ESALQ","ESA","85096","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","34.0","2003","04","17",NA,"Brasil",NA,NA,"Árvore","ESA085096",NA,"Parque Estadual Intervales, Trilha da Bocaina em direção à gruta da Mãozinha e do Minotauro.Vegetação Secundária de Floresta Ombrófila Densa Montana, com trechos mais preservados sobre rochas cársticas (calcáreas)","820","820","Magnoliophyta",NA,"Benth.","Rodrigues, R.R.","São Paulo","Guapiara","-48.5299987792969","-24.1800003051758","ESA085096","20045","auto",NA,NA,"-48,447,222","-24,270,833",NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:20:09-03","ESALQ","ESA","62496","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Silva, J.M. et al.","2704.0","1998","12","15",NA,"Brasil",NA,NA,NA,"ESA062496",NA,NA,NA,NA,"Magnoliophyta",NA,"Benth.","Hatschbach, G.","Paraná","Morretes","-48.834400177002","-25.476900100708","ESA062496","30514","auto","1999","01",NA,NA,"01",NA,NA,NA,NA,NA
"39","2020-11-04 11:20:09-03","ESALQ","ESA","34385","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Hatschbach, G.","40654.0","1977","12","28",NA,"Brasil",NA,NA,NA,"ESA034385",NA,NA,NA,NA,"Magnoliophyta",NA,"Benth.","Bidá, A.","Paraná","Morretes","-48.834400177002","-25.476900100708","ESA034385","30514","auto","1995","01",NA,NA,"01",NA,NA,NA,NA,NA
"40","2020-11-04 11:20:09-03","ESALQ","ESA","109278","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Sampaio, D.","95.0",NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA109278",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"São Paulo","Cananéia","-47.9199981689453","-25.0100002288818","ESA109278","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:20:09-03","ESALQ","ESA","29219","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Ivanauskas, N.M.","206.0","1995","06","20",NA,"Brasil",NA,NA,NA,"ESA029219",NA,NA,NA,NA,"Magnoliophyta",NA,"Benth.","Bidá, A.","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727","ESA029219","17990","auto","1996","09",NA,NA,"03",NA,NA,NA,NA,NA
"42","2020-11-04 11:20:09-03","ESALQ","ESA","57720","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Moraes, P.L.R.","1210.0","1995","04","08",NA,"Brasil",NA,NA,"número ESA antigo (duplicado) 67720","ESA057720",NA,NA,NA,NA,"Magnoliophyta",NA,"Benth.","Aranha Filho, J.L.M.","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,"27904","auto","2004","10",NA,NA,"07",NA,NA,NA,NA,NA
"43","2020-11-04 12:16:10-03","ESALQ","ESA","139138","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Colletta, G.D","2657.0","2016","03","30",NA,"Brasil",NA,NA,"Árvore, 5m, estéril","ESA139138",NA,"Ilha do Cardoso",NA,NA,NA,NA,"Benth.",NA,"SP","Cananéia","-47.9199981689453","-25.0100002288818",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-02-02 14:39:16-02","BGBM","B","B 10 0158581","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Lyman B. Smith & R. Reitz","9875",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100158581 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100158581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100158581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2016-02-02 14:39:16-02","BGBM","B","B 10 0158582","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Hatschbach","10717",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100158582 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100158582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100158582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-07-26 11:41:26-03","IPA","IPA","10014","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Koscinski, M.","10014","1937","12",NA,"Southern America","Brasil",NA,NA,"Fruto em março.","IPA0010014",NA,"Serra da Cantareira",NA,NA,"Plantae",NA,"Benth.",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-07-26 11:41:26-03","IPA","IPA","8656","S","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Koscinski, M.","8656",NA,NA,NA,"Southern America","Brasil",NA,NA,"Floração em dezembro; frutificação em março.","IPA0008656",NA,"Serra da Cantareira",NA,NA,"Plantae",NA,"Benth.",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-20 21:19:33-03","UFV","VIC","042418","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","laxiflora","Symplocos laxiflora","Tinti, B.V.; Nunes, J.","s.n.","2010",NA,NA,NA,"Brasil",NA,NA,NA,"VIC042418",NA,"Parque Nacional do Caparaó",NA,NA,NA,NA,"Benth",NA,"Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105","VIC042418","21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
