"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","infraspecificEpithet","individualCount","typeStatus"
"11","2021-02-08 11:07:10-03","UNESP-IBB","BOTU","29292","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Galhego, A.A.","105","1994","02","18",NA,"Brasil",NA,NA,"Mata mesófila semidecidual secundária com árvores de até 20m e sub-bosque pouco denso; Coleção: Jardim Botânico UNESP Botucatu","BOTU029292",NA,NA,"Reissek","Montovani, W.","São Paulo",NA,"BOTU029292","Botucatu","-48.433333","-22.866667",NA,NA,"48°26'w","22°52's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-08 11:07:10-03","UNESP-IBB","BOTU","29156","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Bignotto, R.B.","51","2003","10","07",NA,"Brasil",NA,NA,"Mata mesófila semidecidual secundária, 4 fragmentos internos ao JB com predomínio de Eucalyptus sp em 3 deles. Árvore de 2,5m, botões florais imaturos verdes.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029156",NA,NA,"Reissek",NA,"São Paulo",NA,"BOTU029156","Botucatu","-48.433333","-22.866667",NA,NA,"48°26'w","22°52's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:18:54-03","UFRJ","RFA","14929","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","A.P. Duarte","12165","1969","12","19",NA,"Brasil",NA,NA,"Pequena árvore em formação de arenito.","RFA13107",NA,NA,"Reissek","Helena Texeira","Minas Gerais","Estação de Enologia do Ministério da Agricultura.",NA,"Baependi","-44.8899993896484","-21.9589004516602","29865","auto",NA,NA,NA,NA,"1970","01","04",NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:44:08-03","NBC","NL-BOTANY","L.2282039","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Vieira MGG; Zarucchi JL; Petersen RH; Ramos JF; Mota CDA",NA,"1979","10","26","Southern America","Brazil",NA,NA,"Campo. Solo argiloso.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2282039 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2282039",NA,"Aquifoliales","Reissek","Andrews SM","Rondônia","Brasi, T.F. de Rondônia a 4 km próximo de Vilhena.","NL-L2282039",NA,"-60.166667","-12.75",NA,NA,"-60.166667","-12.75",NA,NA,"1985","12","03","Magnoliopsidae","L 0760348",NA,NA,NA,NA
"15","2020-11-04 11:00:13-03","ESALQ","ESA","17356","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Ettori Jr., O.","4.0","1995","01","31",NA,"Brasil",NA,NA,NA,"ESA017356","Magnoliophyta",NA,"Lam.","Ettori Jr., O.","Mato Grosso",NA,"ESA017356","Pontes e Lacerda","-59.3353004455566","-15.2260999679565","110136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:00:13-03","ESALQ","ESA","89007","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Duarte, A.P.","12165.0","1969","12","19",NA,"Brasil",NA,NA,NA,"ESA089007","Magnoliophyta",NA,"Reissek",NA,"Minas Gerais",NA,"ESA089007","Baependi","-44.8899993896484","-21.9589004516602","29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:00:13-03","ESALQ","ESA","11026","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Leitão Filho, H.F. Rodrigues, R.R.","24387.0","1991","07","07",NA,"Brasil",NA,NA,NA,"ESA011026","Magnoliophyta",NA,"Lum.",NA,"São Paulo",NA,"ESA011026","Itirapina","-47.8199996948242","-22.25","22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:00:13-03","ESALQ","ESA","19445","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Barreto, K.D. et al.","2854.0","1994","08","10",NA,"Brasil",NA,NA,NA,"ESA019445","Magnoliophyta",NA,"Reissek","Viani, R.A.G.","São Paulo",NA,"ESA019445","Torrinha","-48.1599998474121","-22.4200000762939","16860","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:00:13-03","ESALQ","ESA","87443","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Guillaumon, J.R.",NA,"2002","08","31",NA,"Brasil",NA,NA,NA,"ESA087443","Magnoliophyta",NA,NA,"Franco, G.A.D.C.","São Paulo",NA,"ESA087443","Vinhedo","-46.9700012207031","-23.0300006866455","9595","auto",NA,NA,NA,NA,"2004","04","02",NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:00:13-03","ESALQ","ESA","23209","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1941.0","1994","02","02",NA,"Brasil",NA,NA,"Árvore, 4 m alt.; flores alvas. Borda.","ESA023209","Magnoliophyta",NA,"Lum.","Souza, V.C.","São Paulo","Mata da UNESP. Cerradão.","ESA023209","Corumbataí","-474.128","-221.428",NA,NA,"-474,128","-221,428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:23:12-03","MN","R","8082","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Glaziou, A.F.M.","11872","1880","07","14",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000008082",NA,NA,"Reissek","Edwin, G.","Rio de Janeiro",NA,"R000008082_001","São Gonçalo","-43.0539016723633","-22.8269004821777","16990","auto",NA,NA,NA,NA,"1965","12",NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:23:12-03","MN","R","8083","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Glaziou, A.F.M.","14602","1884","09","22",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000008083",NA,NA,"Reissek",NA,"Minas Gerais","Rio das Velhas","R000008083_001","Santa Luzia","-43.8513984680176","-19.7696990966797","19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2015-07-02 14:00:24-03","JBP","HPL","9881","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","A.G. Ribeiro","170","1995","06","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","V.C.Souza",NA,"Coletado no Bosque Luís Freitas (material sem a localidade da cidade)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","10","28",NA,NA,NA,NA,NA,NA
"24","2015-07-02 14:00:24-03","JBP","HPL","561","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","E.R. Salviani & H. Lorenzi","115","1998","07","08",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reiss.","E.R. Salviani & H. Lorenzi","MG","Bosque Luz de Campos.",NA,"São Sebastião do Paraiso","-46.9914","-20.9169","24792","auto",NA,NA,NA,NA,"1998","07","08",NA,NA,NA,NA,NA,NA
"25","2015-07-02 14:00:24-03","JBP","HPL","13526","S","Plantae","Aquifoliaceae","Ilex","cf. cerasifolia","Ilex cf. cerasifolia","L.S. Leoni","6550","2006","08","08",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reiss.","L.S. Leoni","MG","Rio Carangola, fazenda Ventania. GFJP.",NA,"Carangola","-42.0294","-20.7331","21913","auto",NA,NA,NA,NA,"2007","10","10",NA,NA,NA,NA,NA,NA
"26","2020-12-20 21:15:29-03","UFV","VIC","16160","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Paula, A. de; et al.","s.n.","1994","09","11",NA,"Brasil",NA,NA,"Casca externa fina com fissuras pequenas e sem continuidade, alburno bege e lenticelas proeminentes.","VIC016160",NA,NA,"Reissek","Groppo Júnior, M.","Minas Gerais","Campus da UFV, Jardim Botânico, seguindo a trilha do Pau-brasil, face nordeste.","VIC016160","Viçosa","-42.8819007873535","-20.7539005279541","13937","auto",NA,NA,NA,NA,"1996","09","12",NA,NA,NA,NA,NA,NA
"27","2020-12-20 21:15:29-03","UFV","VIC","16161","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Paula, A. de; et al.","s.n.","1994","01","16",NA,"Brasil",NA,NA,"Casca fina, alburno branco com oxidação rápida, cicatrizes proeminentes.","VIC016161",NA,NA,"Reissek","Groppo Júnior, M.","Minas Gerais","Campus da UFV, Jardim Botânico, seguindo a trilha do Pau-Brasil, face nordeste.","VIC016161","Viçosa","-42.8819007873535","-20.7539005279541","13937","auto",NA,NA,NA,NA,"1996","09","12",NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:30:45-03","UFJF","CESJ","44410","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","A.P. Duarte","s.n.","1969","12","19","América do Sul","Brasil",NA,NA,NA,"CESJ044410","Angiosperma",NA,"Reiss.",NA,"Minas Gerais","Estação de Enologia do Min da Agricultur","CESJ044410","Baependi","-44.8899993896484","-21.9589004516602","29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-08 09:20:38-03","UNICAMP","UEC","246","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Matthes, LAF","7978",NA,NA,NA,NA,"Brazil",NA,NA,"flor, Coleção Bosque dos Jequitibás nº654A","UEC164630","Magnoliopsida",NA,"Reissek","Mariz, J; Groppo Jr, M","São Paulo","Bosque dos Jequitibás","UEC164630","Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,"2001","02",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-08 09:20:38-03","UNICAMP","UEC","247","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Matthes, LAF","7979",NA,NA,NA,NA,"Brazil",NA,NA,"estéril, Coleção Bosque dos Jequitibás nº621a","UEC164627","Magnoliopsida",NA,"Reissek","Mariz, J; Groppo Jr, M","São Paulo","Bosque dos Jequitibás","UEC164627","Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-08 09:20:38-03","UNICAMP","UEC","126552","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Cielo-Filho, R","282","2000","12","13",NA,"Brazil",NA,NA,"flor, Árvore de aprox. de 13 m de alt. Flores em botão branco.","UEC164610","Magnoliopsida",NA,"Reissek","Cielo-Filho, R","São Paulo","Praça João Lech Junior. (Bosque dos Alem","UEC164610","Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-08 09:20:38-03","UNICAMP","UEC","64386","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Leitão Filho, HF; Rodrigues, RR","24387","1991","07","05",NA,"Brazil",NA,NA,"fruto, Árvore até 7m de altura. Frutos verdes de cor amarelada, quando maduros vermelhos. Área de cerrado.","UEC164628","Magnoliopsida",NA,"Reissek","Mariz, J; Groppo Jr, M","São Paulo","Estação Experimental do Instituto Flores","UEC164628","Itirapina","-47.8199996948242","-22.25","22843","auto",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-08 09:20:38-03","UNICAMP","UEC","20922","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Leitão Filho, HF","10387","1979","02",NA,NA,"Brazil",NA,NA,"fruto, Árvore até 5m, em frutificação","UEC164626","Magnoliopsida",NA,"Reissek","Mariz, J; Groppo Jr, M","São Paulo","Estação Experimental de Moji-Mirim","UEC164626","Mogi Mirim","-46.9500007629395","-22.4300003051758","19575","auto",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-08 09:20:38-03","UNICAMP","UEC","33820","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Nucci, T; Rodrigues, RR","15090","1983","10","19",NA,"Brazil",NA,NA,"flor, Árvore com 7m, flores creme","UEC164625","Magnoliopsida",NA,"Reissek","Mariz, J; Groppo Jr, M","São Paulo","Estação Experimental de Moji-Mirim","UEC164625","Mogi Mirim","-46.9500007629395","-22.4300003051758","19575","auto",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:04:08-03","UNICAMP","UEC","51377","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Alves, LF","21927","1989","05","03",NA,"Brazil",NA,NA,"fruto, Arbórea; frutos roxos ou vermelhos","UEC160263","Magnoliopsida",NA,"Reissek","Mariz, J; Groppo Jr, M","São Paulo","Horto Florestal","UEC160263","Mogi Mirim","-46.9500007629395","-22.4300003051758","19575","auto",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:22:31-03","UNICAMP","UEC","136987","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Yamamoto, LF","84a","1997","10","24",NA,"Brazil",NA,NA,"Flores brancas, árvore 12 m.","UEC164611","Magnoliopsida",NA,"Reissek","Yamamoto, LF","São Paulo","Brasil, São Paulo, Pedreira, Fazenda Bela Vista.","UEC164611","Pedreira","-46.9000015258789","-22.7399997711182","12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:22:31-03","UNICAMP","UEC","136987","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Yamamoto, LF","84","1997","10","24",NA,"Brazil",NA,NA,"Flores brancas, árvore 12 m.","UEC164611","Magnoliopsida",NA,"Reissek","Yamamoto, LF","São Paulo","Brasil, São Paulo, Pedreira, Fazenda Bela Vista.","UEC164611","Pedreira","-46.9000015258789","-22.7399997711182","12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:22:31-03","UNICAMP","UEC","136987","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Yamamoto, LF","84","1997","10","24",NA,"Brazil",NA,NA,"Flores brancas, árvore 12 m.",NA,"Magnoliopsida",NA,"Reissek",NA,"São Paulo","Fazenda Bela Vista",NA,"Pedreira","-46.9000015258789","-22.7399997711182","12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-08 09:20:38-03","UNICAMP","UEC","30047","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Pagano, SN","442","1982","10",NA,NA,"Brazil",NA,NA,"flor, Árvore até 5m de altura, DAP=8cm. Flores pequenas, brancas","UEC164624","Magnoliopsida",NA,"Reissek","Mariz, J; Groppo Jr, M","São Paulo","Fazenda São José","UEC164624","Rio Claro","-47.560001373291","-22.4099998474121","21773","auto",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-08 09:20:38-03","UNICAMP","UEC","30090","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","?","464","1982","11","21",NA,"Brazil",NA,NA,"fruto, Árvore com frutos verde-amarelados","UEC164629","Magnoliopsida",NA,"Reissek","Mariz, J; Groppo Jr, M","São Paulo","Faz. São josé","UEC164629","Rio Claro","-47.560001373291","-22.4099998474121","21773","auto",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 09:29:14-03","UFRRJ","RBR","5024","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","M.L.C.V. Spolidoro","42","1999","09","10",NA,"Brasil",NA,NA,NA,"RBR00005024",NA,NA,"Reissek","T.A. Amorim","Rio de Janeiro","'Barão de Juparanã, Fazenda Santa Mônica22°21#?# S - 43°43#?# W'","RBR00005024","Valença","-43.7002983093262","-22.2455997467041","47830","auto",NA,NA,NA,NA,"2014","09",NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 09:29:14-03","UFRRJ","RBR","5023","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","M.L.C.V. Spolidoro","72","1999","09","22",NA,"Brasil",NA,NA,NA,"RBR00005023",NA,NA,"Reissek","T.A. Amorim","Rio de Janeiro","'Barão de Juparanã, Fazenda Santa Mônica, curral de Santa Mariana, Alto do Sabino, pastagem abandonada.Sub-parcela B9, indivíduo 1.22°21#?# S - 43°43#?# W'","RBR00005023","Valença","-43.7002983093262","-22.2455997467041","47830","auto",NA,NA,NA,NA,"2014","11","04",NA,NA,NA,NA,NA,NA
"43","2020-06-29 09:29:14-03","UFRRJ","RBR","4996","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","M.L.C.V. Spolidoro","47","1999","09","10",NA,"Brasil",NA,NA,NA,"RBR00004996",NA,NA,"Reissek","H.C. Lima","Rio de Janeiro","'Barão de Juparanã, Fazenda Santa Mônica, curral de Santa Mariana, picada para o Sabino, antes da subida do atalho.Sub-parcela A10, indivíduo 28.22°21#?# S - 43°43#?# W'","RBR00004996","Valença","-43.7002983093262","-22.2455997467041","47830","auto",NA,NA,NA,NA,"2001","02","13",NA,NA,NA,NA,NA,NA
"44","2020-06-29 09:29:14-03","UFRRJ","RBR","11452","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","A.L. Peixoto","6278","1991","05","27",NA,"?",NA,NA,NA,"RBR00011452",NA,NA,"Reissek","T.A. Amorim",NA,NA,"RBR00011452","?",NA,NA,NA,NA,NA,NA,NA,NA,"2014","09",NA,NA,NA,NA,NA,NA,NA
"45","2020-06-29 09:29:14-03","UFRRJ","RBR","43124","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","L.H. Soares",NA,"2015","06","12",NA,"Brasil",NA,NA,NA,"RBR00043124",NA,NA,"Reissek","L.H. Soares","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F48/65.","RBR00043124","Rio de Janeiro","-43.370833","-22.892778",NA,NA,"43º22'15''W","22º53'34''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-06-29 09:29:14-03","UFRRJ","RBR","43358","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","L.H. Soares",NA,"2014","01","27",NA,"Brasil",NA,NA,NA,"RBR00043358",NA,NA,"Reissek","T.P.P. Alverga","Rio de Janeiro","Sulacap. F48/27 INDET01.","RBR00043358","Rio de Janeiro","-43.370833","-22.892778",NA,NA,"43º22'15''W","22º53'34''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:13:04-03","MBM","MBM","47928","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Hatschbach, G.","37369","1975","11","14","Southern America","Brazil",NA,NA,NA,"MBM047928",NA,NA,"Reissek","Andrews, S.","Mato Grosso","Chapada dos Guimarães, arredores","MBM047928","Chapada dos Guimarães","-55.749698638916","-15.460599899292","107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:13:04-03","MBM","MBM","23387","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Hatschbach, G.","30200","1972","08","01","Southern America","Brazil",NA,NA,NA,"MBM023387",NA,NA,"Reissek","Andrews, S.","Minas Gerais","Mendanha",NA,"Couto Magalhães",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:13:04-03","MBM","MBM","397116","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Lombardi, J.A.; Carvalho, S.M.; Hieda, S.M.; Saka, M.N.; Carvalho, S.M.; Hieda, S.M.; Saka, M.N.","7291","2008","02","20","Southern America","Brazil",NA,NA,"Árvore ca. 5 m, folhas cartáceas, frutos imaturos verde claros.; Mata atlântica, floresta estacional semidecídual, área seca de topo de morro.","MBM397116",NA,NA,"Reissek","Villaseñor Rios, J.L.","São Paulo","Reserva Biologica da Municipal Serra do Japi, Base-Mirante estrada para DAE-cachoeira das Jabuticabas-Base",NA,"Jundiaí","-46.935778","-23.230444",NA,NA,"-46.935778","-23.230444",NA,NA,"2008","04","03",NA,NA,NA,NA,NA,NA
