"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","coordinatePrecision","individualCount","geoFlag","recordNumber","continentOcean","preparationType","infraspecificEpithet","typeStatus","class","relatedCatalogItem","relationshipType","fieldNumber","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","894923","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"W. J. Burchell",NA,NA,NA,"Brazil",NA,NA,"Brasiliae Tropicae",NA,NA,NA,NA,NA,NA,"NY00894923","NY00894923_01","The collection number 6452 is crossed-out. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967877' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"s.n.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","811611","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Á. L. Cabrera",NA,NA,NA,"R. Reitz","1957","08","24","Brazil","Santa Catarina",NA,"Três Barras, Garuva, S. Francisco do Sul.",NA,NA,NA,NA,"50","50","NY00811611","NY00811611_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803341' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"4697","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02694372","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","H. E. Robinson",NA,NA,NA,"R. S. Moreira","2014","05","05","Brazil","Bahia","Piraí do Norte","Fazenda Piauí.","-40.071333","-13.873028",NA,NA,"226",NA,"NY02694372","NY02694372_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952940' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"263","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","797248","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","W. C. Holmes",NA,NA,NA,"F. Oliveira","1978","09",NA,"Brazil","São Paulo","Bertioga","Bertioga","-46.017404","-23.798221",NA,NA,NA,NA,"NY00797248","NY00797248_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659709' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"s.n.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","797238","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"H. de F. Leitão Filho","1976","08","18","Brazil","São Paulo","Campinas","Nativo no Bosque dos Jequitibas","-47.06","-22.9",NA,NA,NA,NA,"NY00797238","NY00797238_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659717' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"2605","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","797249","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","W. Hoehne",NA,NA,NA,"W. Hoehne","1949","08","04","Brazil","São Paulo","Sao Paulo","Sao Paulo, Sao Paulo: Jabaquara","-46.63","-23.5403",NA,NA,NA,NA,"NY00797249","NY00797249_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659706' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"3204","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","894921","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Robinson",NA,NA,NA,"Y. E. J. Mexia","1930","09","09","Brazil","Minas Gerais","Viçosa","Fazenda de Faziuma","-42.8817","-20.7542",NA,NA,"700","700","NY00894921","NY00894921_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967872' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"4941","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","797231","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","H. E. Robinson",NA,NA,NA,"S. A. Mori","1979","06","09","Brazil","Bahia","Uruçuca","Estrada que liga Uruçuca a Serra Grande, a 28-30 km a NE de Uruçuca","-39.1028872","-14.4796443",NA,NA,NA,NA,"NY00797231","NY00797231_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659695' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"11911","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","797244","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","B. L. Robinson",NA,NA,NA,"F. C. Hoehne","1919","10","10","Brazil","São Paulo","Sao Paulo","Sao Paulo, Sao Paulo, Butantan","-46.724373","-23.565521",NA,NA,NA,NA,"NY00797244","NY00797244_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659704' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"s.n.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","517972","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","H. E. Robinson",NA,NA,NA,"W. W. Thomas","1997","07","17","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Along park road 1-2 km. east of path to peak and visitor center","-39.415","-16.8672",NA,NA,NA,NA,"NY00517972","NY00517972_01","Site: MP <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659698' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"11586","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","811609","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","S. M. Silva",NA,NA,NA,"W. S. Souza","1986","08","30","Brazil","Paraná","Paranaguá","Morro do Meio, Ilha do Mel.","-48.3039826","-25.5539314",NA,NA,NA,NA,"NY00811609","NY00811609_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803337' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"848","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","894920","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","W. C. Holmes",NA,NA,NA,"E. P. Heringer","1979","03","23","Brazil",NA,NA,"Brasília, DF - Corumbá, GO.",NA,NA,NA,NA,NA,NA,"NY00894920","NY00894920_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967868' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"17361","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","797234","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","G. M. Barroso",NA,NA,NA,"R. P. Belém","1966","07","16","Brazil","Bahia","Santa Cruz Cabrália","Santa Cruz Cabrália","-39.039317","-16.289196",NA,NA,NA,NA,"NY00797234","NY00797234_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659702' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"2590","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","797242","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"G. Gardner","1836",NA,NA,"Brazil","Rio de Janeiro",NA,"Midis Corcovado prope Rio Janeiro","-43.212076","-22.951842",NA,NA,NA,NA,"NY00797242","NY00797242_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659715' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"61","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","811610","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","W. C. Holmes",NA,NA,NA,"G. G. Hatschbach","1980","09","04","Brazil","Paraná","Antonina","Sapitanduva.","-48.7117","-25.4286",NA,NA,NA,NA,"NY00811610","NY00811610_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803340' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"43182","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","797240","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","M. M. S. Conde",NA,NA,NA,"M. M. T. Rosa","1984","09","25","Brazil","Rio de Janeiro",NA,"Estaçao Ecológica de Piraí",NA,NA,NA,NA,NA,NA,"NY00797240","NY00797240_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659703' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"209","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","797241","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"G. Gardner","1836","07",NA,"Brazil","Rio de Janeiro",NA,"Midis Corcovado prope Rio Janeiro","-43.212076","-22.951842",NA,NA,NA,NA,"NY00797241","NY00797241_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659714' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"I61","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","797232","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"W. W. Thomas","1993","05","02","Brazil","Bahia","Itacaré","6.7 km south of junction with BA 654 at Loteamento Marambaia on road to Serra Grande, the junction 6 km west of Itacaré","-39.27","-14.25",NA,NA,NA,NA,"NY00797232","NY00797232_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659712' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"9779","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","797243","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"L. Riedel","1828","08","06","Brazil",NA,NA,"Inhumerim",NA,NA,NA,NA,NA,NA,"NY00797243","NY00797243_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659713' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"1426","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","797236","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","G. M. Barroso",NA,NA,NA,"R. P. Belém","1968","05","03","Brazil","Bahia","Maraú","Maraú","-39","-14.1333",NA,NA,NA,NA,"NY00797236","NY00797236_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659701' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"3499","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","797247","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"W. Hoehne","1951","09","06","Brazil","São Paulo","Sao Paulo","Sao Paulo, Sao Paulo: Horto da Faculdade de Farmácia","-46.63","-23.5403",NA,NA,NA,NA,"NY00797247","NY00797247_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659719' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"3629","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","797233","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","G. M. Barroso",NA,NA,NA,"N. T. da Silva","1964","07","13","Brazil","Bahia","Itabuna","Km. 80 between Betanha and Canavieiros","-39.2803","-14.7858",NA,NA,NA,NA,"NY00797233","NY00797233_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659700' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"58413","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","797237","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","G. M. Barroso",NA,NA,NA,"R. P. Belém","1968","05","17","Brazil","Bahia",NA,"Pontal dos Ilhéus; saída para Buerarema",NA,NA,NA,NA,NA,NA,"NY00797237","NY00797237_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659711' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"3572","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","797239","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","H. E. Robinson",NA,NA,NA,"S. A. Mori","1978","07","28","Brazil","Bahia","Santa Cruz Cabrália","Estrada velha de Sta. Cruz de Cabrália, 2-4 km a W de Sta. Cruz de Cabrália. Folha SE-24 (16-39c)","-39.0440986","-16.2986237",NA,NA,NA,NA,"NY00797239","NY00797239_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659696' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"10373","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","797246","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","W. Hoehne",NA,NA,NA,"W. Hoehne","1951","09","06","Brazil","São Paulo","Sao Paulo","Sao Paulo, Sao Paulo: Horto da Faculdade de Farmácia","-46.63","-23.5403",NA,NA,NA,NA,"NY00797246","NY00797246_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659705' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"3629","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-27 02:06:00-03","NY","NYBG","797252","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,"W. C. Holmes",NA,NA,NA,"Rodríguez","1910","08","23","Argentina","Misiones",NA,"Salta Iguazú",NA,NA,NA,NA,NA,NA,"NY00797252",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659710' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"370","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","797235","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"R. P. Belém","1966","07","07","Brazil","Bahia","Belmonte","Belmonte","-38.88","-15.86",NA,NA,NA,NA,"NY00797235","NY00797235_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659716' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"2510","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","894922","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Baker",NA,NA,NA,"H. W. Schott",NA,NA,NA,"Brazil",NA,NA,"Brazil.",NA,NA,NA,NA,NA,NA,"NY00894922","NY00894922_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967875' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"D.n.230","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","811608","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","Á. L. Cabrera",NA,NA,NA,"R. Reitz","1959","08","21","Brazil","Santa Catarina",NA,"Morro Spitzkopf, Blumenau.",NA,NA,NA,NA,"200","200","NY00811608","NY00811608_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803336' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"8966","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","797245","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.",NA,NA,NA,NA,"F. Oliveira","1980","09","08","Brazil","São Paulo","Sao Paulo","Sao Paulo, Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"NY00797245","NY00797245_01","material referência de estudo quimico <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659718' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"45","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","797251","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","J. F. Pruski",NA,NA,NA,"L. Riedel","1821",NA,NA,"Brazil","Rio de Janeiro","Magé","Mandiocca","-43.0406","-22.6531",NA,NA,NA,NA,"NY00797251","NY00797251_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659708' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"s.n.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1262348","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","H. E. Robinson",NA,NA,NA,"M. M. M. Lopes","2007","04","12","Brazil","Bahia","Arataca","Serra do Peito-de-Moça. Estrada que liga Arataca a Una, ramal ca. 22,4 km de Arataca, com entrada no assentamento Sto. Antonio. RPPN Caminho das Pedras Trilha até Mormaço.","-39.3417","-15.1736",NA,NA,"1000","1000","NY01262348","NY01262348_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1531870' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"1184","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","566375","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","H. E. Robinson",NA,NA,NA,"J. G. Jardim","2000","05","01","Brazil","Bahia","Una","Reserva Biológica de Una, lado W. Rod. Una/Sao José, entrada ca. 26 km de Una para Vila Brasil, ca. 10 km da entrada","-39.1511","-15.1794",NA,NA,NA,NA,"NY00566375","NY00566375_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659699' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"3036","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-09-27 15:19:00-03","NY","NYBG","230502","PreservedSpecimen","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata montana","Hassl.",NA,NA,NA,NA,"E. Hassler","1912","08",NA,"Paraguay",NA,NA,"In regione calcarea cursus superioris fluminis Apa",NA,NA,NA,NA,NA,NA,"NY00230502","NY00230502_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330227' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales",NA,NA,NA,"11325","South America","sheet","montana","isotype",NA,NA,NA,NA,NA,NA
"45","2020-01-28 13:11:03-03","MCN-PUC-MINAS","HPUC-MG","ANG4738","S","Plantae","Asteraceae","Mikania","glomerata","Mikania glomerata",NA,NA,NA,NA,NA,"Ednéia C. Melo",NA,NA,NA,"Brasil","Minas Gerais","Jeceaba","Comunidade Santa Cruz","-43.9832992553711","-20.5352993011475",NA,NA,"906","906",NA,NA,"UTM: 603912 x, 7730288 y",NA,NA,"19534",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
