"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber"
"11","2020-11-24 17:10:47-03","UTFPR","DVPR","6397","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb","Silva, DR","2018","03","28","Rocha Filho, JA; Silva, DR; Piva, J; Machado, C","2018","02","21","Brasil","Paraná","Realeza","Mata da viúva, entrada ca, 850 m do trevo, BR-163/PR-182.","-53.3421","-25.3553","-53.3421","-25.3553","Árvore 12 m de altura. Folhas verde-discolores, cartáceas, glabras. Frutos verdes com manchas amarelas.; Floresta primária sobre solo argiloso. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006397",NA,"661",NA,NA,NA,"Magnoliophyta",NA,"404","404",NA,NA,NA,NA,NA,NA,NA
"12","2020-11-24 17:10:47-03","UTFPR","DVPR","2794","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb","Dias, MC","1998",NA,NA,"Kinupp, VF","1997","01","14","Brasil","Paraná","Arapongas","Fragmento de aprox. 20 ha. campinho","-51.4244003295898","-23.4193992614746",NA,NA,"Arvoreta 3,5m, frutos imaturos verdes e maduros amarelados.; Borda do fragmento.","DVPR002794",NA,"158",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"18630","auto",NA,NA,NA,NA,NA
"13","2020-11-24 17:10:47-03","UTFPR","DVPR","4332","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb","Barboza, E","2014",NA,NA,"Caxambu, MG; et al.","2012","04","28","Brasil","São Paulo","Pariquera Açu","Propriedade do senhor Flávio","-47.52216","-24.48286","-47.52216","-24.48286","Arvoreta ca. 4m, heliófta. frutos imaturos verdes e maduros amarelos.; Relevo: Suave - ondulado - vegetação: Floresta Ombrófila Densa das Terras Baixas","DVPR004332",NA,"3999",NA,NA,NA,"Magnoliophyta",NA,"17","17",NA,NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:25:20-03","PUCPR","HUCP","16335","S","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Cervi, AC",NA,NA,NA,"Barboza, E","2003","05","10","Brasil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"HUCP00013169","HUCP00013169","730",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"15","2019-10-09 11:18:43-03","UFBA","ALCB","032437","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg.","Anderson, WR","1987",NA,NA,"Hatschbach, G","1980","01","24","Brasil","Paraná","Cerro Azul","Cab. Rib. do Tigre","-49.25","-24.816667","-49.25","-24.816667","ca de 4m de comprimento, flores amarelas, frutos maduros amarelos.; Mata pluvial","ALCB039374",NA,"42748","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:18:43-03","UFBA","ALCB","050067","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg.","Hatschbach, G","1999",NA,NA,"Silva, JM; Hatschbach, G; Ferreira, LA","1999","04","27","Brasil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7","-25.416667","-48.7","-25.416667","ca de 3m de altura, fruto amarelo.; Floresta Atlântica.","ALCB039373",NA,"2949","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:18:43-03","UFBA","ALCB","73082","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg.","Hatschbach, G","2006",NA,NA,"Silva, JM","2006","02","28","Brasil","Santa Catarina","Itapoá","Rodovia Guaratuba - Itapoá","-48.6","-26.116667","-48.6","-26.116667","ca de 3m de altura, flor amarela.; Floresta Atlântica de planície litorânea.","ALCB039372",NA,"4709","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:54:52-03","NBC","NL-BOTANY","L.1068288","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"Cêrro Azul",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1068288 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1068288","NL-L1068288",NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae","Uw13459",NA,NA,NA
"19","2020-02-08 09:54:52-03","NBC","NL-BOTANY","L.3922871","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Zuloaga FO","1996","04","17","Argentina",NA,NA,"Dpto. Gral Manuel Belgrano: Ruta Nac. 101, de Pinalito a Deseado, 20 km S de Deseado.","-53.95","-25.883333","-53.95","-25.883333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3922871 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3922871","NL-L3922871",NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2020-02-08 09:54:52-03","NBC","NL-BOTANY","U 0274914","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"Cêrro Azul",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200274914 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0274914",NA,NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae","Uw13549",NA,NA,NA
"21","2020-02-08 09:54:52-03","NBC","NL-BOTANY","U.1371803","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Mamede MCH",NA,NA,NA,"Arbocz GF","1995","06","14","Brazil","Espírito Santo",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1371803 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1371803","NL-U1371803",NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae","U 0114037",NA,NA,NA
"22","2020-02-08 09:54:52-03","NBC","NL-BOTANY","U.1371804","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Mexia YEJ","1931","01","02","Brazil",NA,NA,"State of Minas Geraes. Districto Rio Branco. Fazenda do Bom Jardim; Pedera.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1371804 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1371804","NL-U1371804",NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 09:54:52-03","NBC","NL-BOTANY","U.1371805","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Fróes RL; Krukoff BA","1939","02","01","Brazil",NA,NA,"State of Maranhão: Island of São Luiz.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1371805 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1371805","NL-U1371805",NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 09:54:52-03","NBC","NL-BOTANY","U.1371806","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Fróes RL; Krukoff BA","1940","01","01","Brazil",NA,NA,"State of Maranhão: Island of São Luiz.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1371806 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1371806","NL-U1371806",NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 09:54:52-03","NBC","NL-BOTANY","U.1371807","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Hatschbach GG; Silva JM","1987","10","23","Brazil",NA,NA,"Rio Guaviral (mun. Bele Vista) Mato Grosso do Sul.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1371807 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1371807","NL-U1371807",NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 09:54:52-03","NBC","NL-BOTANY","U.1371808","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","09","Brazil",NA,NA,"Brasiliae Australis. Est. Paraná. Forest on slope of ridge in now dry valley above Rio pontagrossa S of Cêrro Azul.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1371808 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1371808","NL-U1371808",NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 09:54:52-03","NBC","NL-BOTANY","U.1371809","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Stutz de Ortega LC","1985","02","04","Paraguay",NA,NA,"Pto Stroessner, Km 12.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1371809 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1371809","NL-U1371809",NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 09:54:52-03","NBC","NL-BOTANY","U.1371810","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"Hatschbach GG","1987","02","04","Brazil",NA,NA,"Rio Bonito (mun. Morretes) Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1371810 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1371810","NL-U1371810",NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-11-04 11:12:28-03","ESALQ","ESA","41563","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens",NA,NA,NA,NA,NA,"Hatschbach, G. et al.","1987","10","23","Brasil","Mato Grosso do Sul","Bela Vista",NA,"-56.5210990905762","-22.1089000701904",NA,NA,NA,"ESA041563","ESA041563","51611.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"66197","auto",NA,NA,NA,NA,NA
"30","2020-11-04 11:12:28-03","ESALQ","ESA","16400","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens",NA,NA,NA,NA,NA,"Hatschbach, G. ; Ribas, O.S.","1987","02","04","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,"ESA016400","ESA016400","51870.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"31","2020-11-04 11:12:28-03","ESALQ","ESA","68165","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens",NA,NA,NA,NA,NA,"Barbosa, E. et al.","1998","02","19","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,"ESA068165","ESA068165","2282.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"32","2020-11-04 11:12:28-03","ESALQ","ESA","13875","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens",NA,NA,NA,NA,NA,"Hatschbach, G.","1992","01","07","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,"ESA013875","ESA013875","56185.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"33","2020-11-19 10:24:05-03","CPAP","CPAP","7086","PreserverdSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","M. C. H. Mamede","2002",NA,NA,"Pott, A.","1989","10","13","Brasil","MT","Poconé","Fazenda Porto Jofre, Sub-região de Poconé, Pantanal - invernada Embrapa, a 4km da Base de Pesquisa do IBDF","-56.916667","-17.083333","56°55' W","17°05' S","arboreta 3 m de altura. FLOR: amarela. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Aterro da estrada pantaneira, não alagável. SUBSTRATO: solo argiloso. RELEVO: plano convexo.",NA,NA,"5242",NA,NA,NA,NA,NA,"100","100",NA,NA,NA,NA,NA,NA,NA
"34","2019-12-19 08:15:21-03","FPS","FPS","479","MachineObservation","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","Schwirkowski, P.","2018","07","25","Schwirkowski, P.","2014","12","13","Brasil","Santa Catarina","São Bento do Sul","Rio Natal - Beira de estrada, sentido Corupá","-49.273742","-26.361184","-49.273742","-26.361184","<ll>dwc_commonname:</ll> Usama","FPS00479","FPS00479_v01 FPS00479_v02 FPS00479_v03 FPS00479_v04 FPS00479_v05 FPS00479_v06 FPS00479_v07 FPS00479_v08","714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:30:01-03","IAP","PACA-AGP","69140","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg","W. R. Anderson","1987",NA,NA,"Hatschbach, G.","1980","01","24","Brasil","PR","Cerro Azul","Cab. Rib. do Tigre","-49.261100769043","-24.823600769043",NA,NA,"arvoreta de 4m. Flor amarela Habitat: mata pluvial","PACA069140",NA,"42478",NA,NA,NA,"Magnoliophyta","Geraniales",NA,NA,"32006","auto","Magnoliatae",NA,NA,NA,NA
"36","2019-08-27 13:30:01-03","IAP","PACA-AGP","69327","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg","W. R. Anderson","1987",NA,NA,"Hatschbach, G.","1979","11","22","Brasil","PR","Cerro Azul","Rio Bom Sucesso","-49.261100769043","-24.823600769043",NA,NA,"arbusto de 3m flores amarelas Habitat: mata pluvial ao longo do rio","PACA069327",NA,"42575",NA,NA,NA,"Magnoliophyta","Geraniales",NA,NA,"32006","auto","Magnoliatae",NA,NA,NA,NA
"37","2020-12-20 21:18:11-03","UFV","VIC","1598","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg",NA,NA,NA,NA,"Kulhmann.;","1934","12","04","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,"VIC001598",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"38","2020-12-20 21:18:11-03","UFV","VIC","1167","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg",NA,NA,NA,NA,"Mexia, Y.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,"VIC001167",NA,"5476",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"39","2020-12-20 21:18:12-03","UFV","VIC","1601","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg",NA,NA,NA,NA,"Kulhmann.;","1934","12","26","Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,"VIC001601",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"40","2020-12-20 21:18:12-03","UFV","VIC","42211","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg",NA,NA,NA,NA,"Santos, M.L.","2004","12","03","Brasil","Minas Gerais","Viçosa","Sítio Bom Sucesso","-42.8819007873535","-20.7539005279541",NA,NA,"Arbusto com frutos amarelos.","VIC042211","VIC042211","s.n.",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"41","2020-12-20 21:18:11-03","UFV","VIC","042211","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg",NA,NA,NA,NA,"Santos, M.L.","2004","12","03","Brasil","Minas Gerais","Viçosa","Sitio Bom sucesso, próximo ao trevo da UFV.","-42.8819007873535","-20.7539005279541",NA,NA,"Arbusto de frutos amarelos.","VIC042211","VIC042211","s.n.",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"42","2020-12-20 21:18:12-03","UFV","VIC","26152","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsberg",NA,NA,NA,NA,"Silva, J.M.; et al.","1999","04","27","Brasil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,"Arbusto, 3 m, fruto amarelo, floresta atlântica.","VIC026152",NA,"2949",NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"43","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0025927","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","W. R. Anderson",NA,NA,NA,"G. Hatschbach","1980","1","24","Brazil","Parana",NA,"Cab. Rib. do Tigre (mun. Cerro Azul) Parana, Brazil","-49.27366","-24.79626",NA,NA,"PMC-SMMA 004; MS 67; Arvoreta 4 m, flor amarela, frutos maduros amarelos, mata pluvial.",NA,NA,"42748",NA,NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:38:32-03","UFJF","CESJ","31812","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","G. Hatschbach","1999",NA,NA,"J.M. Silva; G. Hatschbach; L.A. Ferreira","1999","04","27","Brasil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,"Arbusto, 3m alt., fruto amarelo. Floresta atlântica.","CESJ031812",NA,"2949","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"45","2019-11-21 14:38:32-03","UFJF","CESJ","47547","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.","G. Hatschbach","2006",NA,NA,"J.M. Silva; G. Hatschbach; L.A. Ferreira","2006","02","28","Brasil","Santa Catarina","Itapoá","Rio Saí-Guaçu, Rodovia Guaratuba - Itapoá.","-48.6161003112793","-26.1168994903564",NA,NA,"Arbusto, 3m alt., flor amarela. Floresta atlântica de planície litorânea.","CESJ047547",NA,"4709","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"46","2021-04-07 11:45:32-03","UFMS","CGMS","57346","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","pallescens","Bunchosia pallescens","Skottsb.",NA,NA,NA,NA,"A. Pott","2005","12","08","Brasil","Mato Grosso do Sul","Porto Murtinho","Córrego Bambuzal, Fazenda Harmonia, Parque Nacional da Serra da Bodoquena.","-56.7197223","-21.2602778","-56,7197223","-21,2602778","Flor amarelada. Fruto imaturo. Habitat: Bambuzal de taquaruçú/Guadua. Solo argiloso litólico. Relevo quase plano entre morros. Esparsa. Habito: Arbusto. 1,2m de altura (rebrota).","CGMS1087271",NA,"13708",NA,NA,NA,NA,NA,"497","497",NA,NA,NA,NA,NA,NA,NA
