"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2016-09-29 23:45:00-03","NY","NYBG","01054766","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans",NA,"F. L. R. Filardi",NA,NA,NA,"G. M. Magalhaes","s.n.","1960",NA,NA,"Brazil","Minas Gerais","Patos de Minas","Patos de Minas","-46.5181","-18.5792",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1163184' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054766","NY01054766_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01092799","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"F. C. Hoehne","s.n.",NA,NA,NA,"Brazil","São Paulo",NA,"Parque do Estado","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237600' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092799","NY01092799_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-11-01 12:08:00-02","NY","NYBG","603983","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans",NA,"M. C. Dias",NA,NA,NA,"E. M. Francisco","s.n.","1998","07","04","Brazil","Paraná",NA,"Sao Jerônimo da Serra",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514372' target='other'> <mi>dwc_moreinfo</mi></a>","NY00603983","NY00603983_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01092797","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"F. C. Hoehne","s.n.","1931","11","13","Brazil","São Paulo","São Paulo","Nativa no Jardim Botânico (Parque do Estado)","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237596' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092797","NY01092797_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-10-28 16:06:00-02","NY","NYBG","885173","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans",NA,NA,NA,NA,NA,"H. C. de Lima","284","1978","03","09","Brazil","Rio de Janeiro","Petrópolis","Serra da Etrela, antiga estrada de Ferro p/ Petrópolis","-43.1783","-22.505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885173","NY00885173_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01092800","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"G. G. Hatschbach","s.n.","1969","02","28","Brazil","Paraná","Antonina","Sapitanduva","-48.7117","-25.4286",NA,NA,"10","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237604' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092800","NY01092800_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01092812","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"P. K. H. Dusén","11658A","1911","04","16","Brazil","Paraná",NA,"Jaguariabyva",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237793' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092812","NY01092812_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-10-28 13:40:00-02","NY","NYBG","1019537","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans",NA,NA,NA,NA,NA,"R. D. Ribeiro","928","2007","08","18","Brazil","Rio de Janeiro","Barra do Priaí","Fazenda Ponte Alta.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1286166' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019537","NY01019537_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01092820","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"J. C. Lindeman","5533","1967","06","25","Brazil","Paraná",NA,"Near Telemacho Borba; Trevo.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238265' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092820","NY01092820_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01092801","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"G. G. Hatschbach","s.n.","1969","03","05","Brazil","Paraná","Campina Grande do Sul","Jaguatirica, Rio Capivari","-49.0553","-25.3058",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237605' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092801","NY01092801_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02642144","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.",NA,NA,NA,NA,"G. M. Antar","435","2014","04","25","Brazil","São Paulo","Atibaia","Cruzamento entre as Rodovias Fernão Dias e Rodovia Dom Pedro I. Bairro Jardim Trevo. Area particular, localizada paralela à Estrada do Mato Dentro. Area com matriz de herbáceas/arbustivas pioneiras, com árvores esparsamente localizadas.","-46.564922","-23.102656",NA,NA,"794",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2956536' target='other'> <mi>dwc_moreinfo</mi></a>","NY02642144","NY02642144_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01092816","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"G. G. Hatschbach","57111","1992","06","24","Brazil","Paraná","Cerro Azul","Mato Preto. Mata pluvial do vale do Rio Ribeira.","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237800' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092816","NY01092816_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01092815","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"G. G. Hatschbach","21610","1969","06","12","Brazil","Paraná","Palmeira","Col. Quero-Quero","-50.0064","-25.4294",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237799' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092815","NY01092815_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01054768","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"Y. E. J. Mexia","4741","1930","05","26","Brazil","Minas Gerais","Viçosa","Road to São Miguel; near bridge over Corriga Tusba","-42.8817","-20.7542",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1163188' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054768","NY01054768_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-11-07 11:40:00-02","NY","NYBG","01092819","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans",NA,"F. L. R. Filardi",NA,NA,NA,"A. P. Duarte","5515","1961","06","07","Brazil","Rio de Janeiro",NA,"São Conrado",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237810' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092819","NY01092819_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01092808","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"A. F. M. Glaziou","5814",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237631' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092808","NY01092808_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-11-01 12:08:00-02","NY","NYBG","777392","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans",NA,"M. C. Dias",NA,NA,NA,"O. C. Pavao","s.n.","2000","06","29","Brazil","Paraná",NA,"Fazenda Taquara, Sao Jerônimo da Serra",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777392","NY00777392_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01091645","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"F. C. Hoehne","s.n.",NA,NA,NA,"Brazil","São Paulo",NA,"Parque do Estado","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1240549' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091645","NY01091645_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-11-07 11:40:00-02","NY","NYBG","01092804","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans",NA,"F. L. R. Filardi",NA,NA,NA,"M. R. de V. Barbosa","403","1982","11","13","Brazil","Rio de Janeiro",NA,"Resende, Distrito de Mauá, Estr. para Mauá.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237612' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092804","NY01092804_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01092817","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"G. G. Hatschbach","17603","1967","10","27","Brazil","Paraná","Rio Branco do Sul","Curiola","-49.3142","-25.1903",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237801' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092817","NY01092817_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","468675","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","M. C. Dias",NA,NA,NA,"L. R. M. Souza","s.n.","2000","04","27","Brazil","Paraná","Sao Jerônimo da Serra","Próximo a entrada para Vila Nova","-50.7408","-23.7278",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00468675","NY00468675_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01092814","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"G. G. Hatschbach","16653","1967","06","25","Brazil","Paraná",NA,"Mun. Telamaco Borba. Trevo.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237796' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092814","NY01092814_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01092810","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"R. P. Belém","1364","1965","07","22","Brazil","Bahia",NA,"Rodovia Ilhéus - Uruçuca.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237640' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092810","NY01092810_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","777394","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"R. M. Harley","51590","1992","02","25","Brazil","Bahia","Abaíra","Mendonça de Daniel Abreu. Beira do Riacho do Cruz","-41.82","-13.27",NA,NA,"900","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290523' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777394","NY00777394_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-11-02 14:28:00-02","NY","NYBG","01048037","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans",NA,NA,NA,NA,NA,"V. de F. Mansano","07-372","2007","05","15","Brazil","Minas Gerais",NA,"Itamonte, estrada para Alagoas","-44.8414","-22.2372",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193753' target='other'> <mi>dwc_moreinfo</mi></a>","NY01048037","NY01048037_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00750037","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans gardneri","(Benth.) Rudd","C. V. Mendonça Filho",NA,NA,NA,"A. M. Amorim","1010","1993","02","21","Brazil","Bahia","Jacobina","Estrada Jacobina-Itaitu, ca. 30 km a partir da sede do município, na Cachoeira Pequena","-40.5181","-11.1808",NA,NA,NA,NA,"Sheet not found in Herbarium <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=372463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750037",NA,"South America","fluid-preserved",NA,"Magnoliophyta","Fabales","gardneri",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01092818","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"A. F. M. Glaziou","8404","1876","10","04","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237806' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092818","NY01092818_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01054767","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"Y. E. J. Mexia","4881","1930","07","20","Brazil","Minas Gerais","Viçosa","Agricultural College land. Road to São Miguel, near Km 2.5","-42.8817","-20.7542",NA,NA,"675","675","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1163185' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054767","NY01054767_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01092805","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.","F. L. R. Filardi",NA,NA,NA,"H. M. de Souza","s.n.","1968","04","19","Brazil","São Paulo","Indaiatuba","Nativa a beira da rodovia para Campinas.","-47.2097","-23.0903",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237615' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092805","NY01092805_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02679265","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.",NA,NA,NA,NA,"L. de S. Leoni","3958","1998","09","28","Brazil","Minas Gerais","Espera Feliz","Beira da estrada, rodovia Carangola-Espera Feliz","-41.9071998596191","-20.6502990722656",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2945871' target='other'> <mi>dwc_moreinfo</mi></a>","NY02679265","NY02679265_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,"21988","auto",NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","03082252","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","(Vell.) Benth.",NA,NA,NA,NA,"M. G. Bovini","1499","1998","09","19","Brazil","Rio de Janeiro","Macaé","Distrito de Frade, fazenda Crubixáis, trilha para o Pico do Frade.","-41.7868995666504","-22.3708000183105",NA,NA,"700","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3312376' target='other'> <mi>dwc_moreinfo</mi></a>","NY03082252","NY03082252_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,"47209","auto",NA,NA,NA,NA,NA
"42","2017-05-17 10:22:00-03","NY","NYBG","02682973","PreservedSpecimen","Plantae","Fabaceae","Machaerium","nyctitans","Machaerium nyctitans",NA,NA,NA,NA,NA,"Pessoal do Horto Florestal (Antenor)","1611","1928","05","05","Brazil","Rio de Janeiro","Resende","Horto Florestal.","-44.4467010498047","-22.468900680542",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2946729' target='other'> <mi>dwc_moreinfo</mi></a>","NY02682973","NY02682973_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,"36089","auto",NA,NA,NA,NA,NA
