"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","558622","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","A. Usteri","11487","1907","02","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663901' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558622","Magnoliophyta","Myrtales",NA,"DC.","E. Martins","São Paulo","Jaraguá","-46.63","-23.5403",NA,NA,"NY00558622_01","Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00942077","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","Y. E. J. Mexia","4310","1930","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942077","Magnoliophyta","Myrtales",NA,"DC.","H. A. Gleason","Minas Gerais","Fazenda da Gramma; trail south to São Francisco; open capôera, near streamlet.","-42.0294","-20.7331","900","900","NY00942077_01","Carangola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00942066","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","J. N. Nakajima","166","1994","02","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942066","Magnoliophyta","Myrtales",NA,"DC.","R. Romero","Minas Gerais","Estrada para Sacramento, 2 km da sede administrativa, PARNA Serra da Canastra.","-46.3656","-20.2456",NA,NA,"NY00942066_01","São Roque de Minas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00942073","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis quinquenervia","E. P. Heringer","8285-479","1961","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023315' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942073","Magnoliophyta","Myrtales","quinquenervia","Cogn.",NA,"Distrito Federal","Horto do Guará.","-47.9294","-15.7797",NA,NA,"NY00942073_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","558633","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","G. G. Hatschbach","29252","1972","02","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663899' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558633","Magnoliophyta","Myrtales",NA,"DC.","G. G. Hatschbach","Paraná","Sao Antonio, 5 km ao norte","-49.4633","-24.1131",NA,NA,"NY00558633_01","Sengés",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00942068","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis latifolia","W. R. Anderson","10118","1973","05","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942068","Magnoliophyta","Myrtales","latifolia","Cogn.","J. J. Wurdack","Goiás","Serra Dourada, ca. 16 km (straight line) S of Goiás Velho; cerrado on SE slopes","-50.1333","-16.06885","950","950","NY00942068_01","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00942040","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis quinquenervia","H. S. Irwin","18059","1966","07","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942040","Magnoliophyta","Myrtales","quinquenervia","Cogn.","J. J. Wurdack","Distrito Federal","Sobradinho, ca. 20 km. E. of Brasília.","-47.8167","-15.6333","1000","1000","NY00942040_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00942078","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","Z. A. Trinta","654","1964","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942078","Magnoliophyta","Myrtales",NA,"DC.","J. J. Wurdack","Minas Gerais","Entre S. João de Rey e Piedade.","-44.220006","-21.297509",NA,NA,"NY00942078_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00942075","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","J. A. Ratter","R.2852","1976","04","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023321' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942075","Magnoliophyta","Myrtales",NA,"DC.",NA,"Distrito Federal","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower.","-47.9294","-15.7797",NA,NA,"NY00942075_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02332282","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","P. H. Labiak E.","4348","2008","01","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2510140' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332282","Magnoliophyta","Myrtales",NA,"DC.",NA,"São Paulo","Estrada do Parque Nacional da Serra da Bocaina para Campos Novos.","-44.8497","-22.66","1500","1500","NY02332282_01","Silveiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00942083","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis quinquenervia","E. P. Heringer","4690","1980","05","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023337' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942083","Magnoliophyta","Myrtales","quinquenervia","Cogn.","J. J. Wurdack","Distrito Federal","Barragem do Rio Sao Bartolomeu, área de inundaçao","-47.9294","-15.7797",NA,NA,"NY00942083_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","558612","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","W. J. Burchell","5949","1827","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558612","Magnoliophyta","Myrtales",NA,"DC.","S. S. Renner","Goiás","Riácho to Catalao","-47.95","-18.17",NA,NA,"NY00558612_01","Catalão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","558619","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","L. H. Bailey","806","1924","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558619","Magnoliophyta","Myrtales",NA,"DC.","H. A. Gleason","São Paulo","Campos do Jordao","-45.540301","-22.687374","1600","1600","NY00558619_01","Campos do Jordao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","558607","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663908' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558607","Magnoliophyta","Myrtales",NA,"DC.",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,"NY00558607_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00942054","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis quinquenervia","H. S. Irwin","15774","1966","05","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942054","Magnoliophyta","Myrtales","quinquenervia","Cogn.","J. J. Wurdack","Distrito Federal","Côrrego Landim, ca. 20 km N.E. of Brasília","-47.78472222","-15.6555","900","900","NY00942054_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00942044","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","H. S. Irwin","29439","1971","01","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023224' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942044","Magnoliophyta","Myrtales",NA,"DC.","J. J. Wurdack","Minas Gerais","Serra do Espinhaço, on summit of Pico de Itacolomi, ca. 3 km S. of Ouro Preto","-43.5058333","-20.3874","1850","1850","NY00942044_01","Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00942079","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","Z. A. Trinta","593","1964","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023330' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942079","Magnoliophyta","Myrtales",NA,"DC.","J. J. Wurdack","Minas Gerais",NA,"-43.7733","-21.2258",NA,NA,"NY00942079_01","Barbacena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00942086","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis stachyoides","H. S. Irwin","28280","1970","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942086","Magnoliophyta","Myrtales","stachyoides","(Naudin) Cogn.","J. J. Wurdack","Minas Gerais","Serra do Espinhaço, ca. 3 km N. of São João da Chapada","-43.7833","-18.0833","1200","1200","NY00942086_01","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00942084","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis quinquenervia","E. P. Heringer","17417","1979","08","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023339' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942084","Magnoliophyta","Myrtales","quinquenervia","Cogn.","E. P. Heringer","Distrito Federal","Parque Nacional de Brasília.","-47.9294","-15.7797",NA,NA,"NY00942084_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00942070","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","G. Pabst","6852","1962","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023296' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942070","Magnoliophyta","Myrtales",NA,"DC.","J. J. Wurdack","Minas Gerais","Entre S. João del Rey e Rio das Mortes.",NA,NA,NA,NA,"NY00942070_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00942047","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","G. M. Magalhaes","19012","1963","05","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023232' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942047","Magnoliophyta","Myrtales",NA,"DC.","J. J. Wurdack","Minas Gerais","40 Km. L da cidade. (Buriti como elemento padrão).","-48.1869","-18.6472",NA,NA,"NY00942047_01","Araguari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","558617","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","G. G. Hatschbach","12266","1965","01","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663895' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558617","Magnoliophyta","Myrtales",NA,"DC.","J. J. Wurdack","Paraná","Fazenda Cajuru","-49.7056","-24.2511","1000","1100","NY00558617_01","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","558610","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis genuina","P. Clausen","201",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686393' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558610","Magnoliophyta","Myrtales","genuina","Cogn.",NA,NA,"Brasilia",NA,NA,NA,NA,"NY00558610_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","558632","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","P. C. Porto","3178","1937","02","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663894' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558632","Magnoliophyta","Myrtales",NA,"DC.","J. J. Wurdack","São Paulo","Campos do Jordao","-45.540301","-22.687374",NA,NA,"NY00558632_01","Campos do Jordao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00942065","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","J. N. Nakajima","865","1995","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942065","Magnoliophyta","Myrtales",NA,"DC.","R. Romero","Minas Gerais","Estrada para Sacramento, próximo ao córrego dos Passageiros, PARNA Serra da Canastra.","-46.3656","-20.2456",NA,NA,"NY00942065_01","São Roque de Minas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","558609","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis genuina","L. Riedel","55bis","1839","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686392' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558609","Magnoliophyta","Myrtales","genuina","Cogn.",NA,NA,"Brasilia",NA,NA,NA,NA,"NY00558609_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00942081","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","B. Maguire","56336","1963","08","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942081","Magnoliophyta","Myrtales",NA,"DC.","J. J. Wurdack","Mato Grosso","Serra da Saudade, camp 120 km beyond Alto Araguaia. Brasilia-Acre Highway","-53.7581","-16.3494","750","750","NY00942081_01","Guiratinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00942045","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","F. Segadas-Vianna","6030","1950","02",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942045","Magnoliophyta","Myrtales",NA,"DC.","J. J. Wurdack","Minas Gerais","Serra do Cipó. 5 km North of Chapeu de Sol.","-43.7447","-19.5136",NA,NA,"NY00942045_01","Jaboticatubas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1654171","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","F. A. Michelangeli","1584","2011","02","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568265' target='other'> <mi>dwc_moreinfo</mi></a>","NY01654171","Magnoliophyta","Myrtales",NA,"DC.","T. Rolim","Minas Gerais","Road from Parque Estadual do Itacolomi to Lavras Novas, area of campo vegetation","-43.52333333333","-20.45438333333","1321",NA,"NY01654171_01","Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00942061","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","J. H. Kirkbride Jr.","3622","1980","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942061","Magnoliophyta","Myrtales",NA,"DC.","J. J. Wurdack","Distrito Federal","Campo de Morundum, na margem de morundum encima. Fazenda Agua Limpia (FAL), campo experimental da Universidade de Brasília.","-47.9","-15.93","1080","1080","NY00942061_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00942053","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","H. S. Irwin","12248","1966","02","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942053","Magnoliophyta","Myrtales",NA,"DC.","J. J. Wurdack","Distrito Federal","Fazenda Vargem Bonita, ca. 10 km S. of Brasília","-47.9167","-15.87367","975","975","NY00942053_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00942055","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis quinquenervia","H. S. Irwin","15775","1966","05","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942055","Magnoliophyta","Myrtales","quinquenervia","Cogn.","J. J. Wurdack","Distrito Federal","Côrrego Landim, ca. 20 km N.E. of Brasília","-47.78472222","-15.6555","900","900","NY00942055_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
