"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","recordNumber","year","month","day","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","471054","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","R. C. Barneby","L. Vargas","Bolivia","Pando","Federico Román","-65.7","-9.87",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732733' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471054","Magnoliophyta","Fabales","1036","1992","07","17","South America","Rio Negro, tributario del Rio Abuná. Campamento Mocú, borde del Rio Negro a 15 km suroeste de la boca. A 3 horas en bote lento de Fortaleza","150","150","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00979237","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","G. Martinelli","Brazil","Mato Grosso","Rio Verde",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078727' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979237","Magnoliophyta","Fabales","349","1974","06","07","South America",NA,"600","600","sheet","NY00979237_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00979206","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","H. S. Irwin","Brazil","Mato Grosso",NA,"-52.07","-13.85",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078424' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979206","Magnoliophyta","Fabales","16584","1966","06","04","South America","Ca. 95 km. N. of Xavantina. Serra do Roncador.","550","550","separate fruit","NY00979206_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00979260","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","G. Eiten","Brazil","Mato Grosso","Barra do Garças","-51.75","-12.85",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078537' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979260","Magnoliophyta","Fabales","9655","1969","12","01","South America","Serra do Roncador. 260 Km along new road NNE of village of Xavantina (1 Km due W of Royal Society Royal Geographic Base camp.) On Base Camp turnoff road, 50 m west of main road","450","450","sheet","NY00979260_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00979184","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","W. R. Anderson","Brazil","Minas Gerais",NA,"-44.73","-15.52",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078459' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979184","Magnoliophyta","Fabales","9122","1973","04","18","South America","About 1 km E of Rio Pandeiros, near road to Januária","520","520","sheet","NY00979184_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00979212","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","N. R. Oliveira","R. C. de Mendonça","Brazil","Goiás","Vila Propício","-48.8883","-15.4569",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979212","Magnoliophyta","Fabales","2185","1994","10","25","South America","Chapada dos Veadeiros. Estrada de chao entre Goianesia e Padre Bernardo a 47 km de Goianesia",NA,NA,"sheet","NY00979212_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00979240","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","J. A. Ratter","Brazil","Mato Grosso",NA,"-51.87","-12.9",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979240","Magnoliophyta","Fabales","R1294","1968","05","06","South America","6 km S of the Base Camp of the Expedition. (c. 270 km N of Xavantina)",NA,NA,"sheet","NY00979240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1182823","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","H. S. Irwin","Brazil","Distrito Federal","Brasília","-47.82","-15.65",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409737' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182823","Magnoliophyta","Fabales","5087","1964","08","13","South America","Chapada da Contagem, ca. 20 km E. of Brasília.","700","1000","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00979207","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","H. S. Irwin","Brazil","Goiás","Niquelândia","-48.49637","-14.45",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979207","Magnoliophyta","Fabales","35021","1972","01","25","South America","ca. 5 km W. of Niquelândia","750","750","sheet","NY00979207_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00979214","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","D. Philcox","Brazil","Mato Grosso",NA,"-51.77","-12.82",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979214","Magnoliophyta","Fabales","4585","1968","03","20","South America","c. 0.25 km W. of km 264, Xavantina-Cachimbo road",NA,NA,"sheet","NY00979214_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00979208","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","W. R. Anderson","Brazil","Goiás","Cristalina","-47.68","-16.7",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979208","Magnoliophyta","Fabales","8011","1973","04","03","South America","12 km by road N of Cristalina. Serra dos Cristais.","1060","1060","sheet","NY00979208_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00979189","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","J. F. Ramos","Brazil","Mato Grosso",NA,"-51.87","-12.9",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979189","Magnoliophyta","Fabales","R. & S.155","1967","10",NA,"South America","Collected near the base camp of the expedition (c. 270 km N of Xavantina)",NA,NA,"sheet","NY00979189_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00979156","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","H. S. Irwin","Brazil","Distrito Federal","Brasília","-47.82","-15.65",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979156","Magnoliophyta","Fabales","5087","1964","08","13","South America","Chapada da Contagem, ca. 20 km E. of Brasília.","700","1000","sheet","NY00979156_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","470740","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"W. Hoehne","Brazil","São Paulo","Araraquara","-48.1697","-21.7903",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470740","Magnoliophyta","Fabales",NA,"1951","11","27","South America","Bairro do Arrial",NA,NA,"sheet","NY00470740_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00979287","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"J. A. Ratter","Brazil","Goiás","Goiás","-50.1403","-15.9344",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979287","Magnoliophyta","Fabales","R3931","1976","11","06","South America","Near Goiás Velho",NA,NA,"sheet","NY00979287_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00979165","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","B. Maguire","Brazil","Minas Gerais","Paracatú","-46.8744","-17.2222",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979165","Magnoliophyta","Fabales","44795","1959","12","25","South America","5 miles outside of Paracatu on road to Brasilia","869","869","sheet","NY00979165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00979261","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","A. A. Lasseigne","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979261","Magnoliophyta","Fabales","4357","1974","07","16","South America","Ca. 21 km NE of North Brasilia loop along highway to Formosa; ca. 52 km from Formosa",NA,NA,"sheet","NY00979261_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00979238","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","R. M. Harley","Brazil","Mato Grosso",NA,"-51.77","-12.82",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979238","Magnoliophyta","Fabales","10942","1968","11","05","South America","Base Camp",NA,NA,"sheet","NY00979238_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00979288","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","B. A. d. Silva Pereira","E. P. Heringer","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979288","Magnoliophyta","Fabales","4131","1980","03","28","South America","Bacia do Rio São Bartolomeu. Quadrícula no. 171.",NA,NA,"sheet","NY00979288_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00979209","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"G. M. Araújo","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979209","Magnoliophyta","Fabales","571","1989","11","21","South America","Estação Ecológica do Panga, Uberlândia.",NA,NA,"sheet","NY00979209_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00979284","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","H. C. de Lima","M. C. Weyland Vieira","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979284","Magnoliophyta","Fabales","1152","1987","05","12","South America","Fazenda Ponta da Serra. Alpinópolis",NA,NA,"sheet","NY00979284_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00979281","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","H. S. Irwin","Brazil","Minas Gerais","Joaquim Felício","-44.1708333","-17.7588",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979281","Magnoliophyta","Fabales","27041","1970","03","06","South America","On middle slopes of Serra do Cabral, immediately E. of Joaquim Felício","850","850","sheet","NY00979281_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","634094","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","G. P. Lewis","R. M. Harley","Brazil","Bahia","Correntina","-44.72","-13.48",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634094","Magnoliophyta","Fabales","21731","1980","04","25","South America","Ca. 15 km S.W. of Correntina on the road to Goiás","600","600","separate fruit","NY00634094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-26 23:59:00-03","NY","NYBG","4361","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis",NA,NA,"P. Clausen","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00004361","Magnoliophyta","Fabales","s.n.",NA,NA,NA,"South America","Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,"sheet","NY00004361_01","possible isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00979231","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","H. S. Irwin","Brazil","Minas Gerais","Paracatú","-46.93505","-17.16625",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078446' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979231","Magnoliophyta","Fabales","25894","1970","02","03","South America","Serra da Anta, summit of chapada, ca. 10 km N.W. of Paracatú","900","900","sheet","NY00979231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00979263","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","E. P. Heringer","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979263","Magnoliophyta","Fabales","10772","1965","11","26","South America","Cabeçeira do Veado",NA,NA,"sheet","NY00979263_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00979187","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","H. Veloso","Brazil","Mato Grosso",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078693' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979187","Magnoliophyta","Fabales","1245","1946","06","08","South America",NA,NA,NA,"sheet","NY00979187_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00979161","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"E. Miranda","Brazil","Minas Gerais","Uberlândia","-48.2769","-18.9186",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979161","Magnoliophyta","Fabales","1","1992","12","08","South America","Parque do Sabiá",NA,NA,"sheet","NY00979161_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00979158","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. F. da Silva","H. S. Irwin","Brazil","Minas Gerais","Joaquim Felício","-44.1708333","-17.7588",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979158","Magnoliophyta","Fabales","27041","1970","03","06","South America","On middle slopes of Serra do Cabral, immediately E. of Joaquim Felício","850","850","separate fruit","NY00979158_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00979163","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","J. H. Kirkbride Jr.","L. Pereira","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979163","Magnoliophyta","Fabales","19","1981","11","16","South America","Península Norte, Q18 no Plano Piloto",NA,NA,"sheet","NY00979163_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00979232","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.",NA,"J. C. Gomes","Brazil","Mato Grosso do Sul",NA,"-40.48","-12.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078468' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979232","Magnoliophyta","Fabales","2364","1964","10","20","South America","Três Lagoas. Fazenda Dr. José Mendes",NA,NA,"sheet","NY00979232_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1161597","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","M. R. Silva","C. A. Cid Ferreira","Brazil","Rondônia","Vilhena","-60.62","-12.13",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373769' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161597","Magnoliophyta","Fabales","4456","1984","06","10","South America","BR-364, rodovia Porto Velho-Cuiabá, Km 39",NA,NA,"sheet","NY01161597_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00979262","PreservedSpecimen","Plantae","Fabaceae","Dimorphandra","mollis","Dimorphandra mollis","Benth.","B. Dubs","B. Dubs","Brazil","Mato Grosso do Sul",NA,"-56.17","-19.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979262","Magnoliophyta","Fabales","218","1987","03","12","South America","Fazenda Salina, Pantanal do Rio Negro",NA,NA,"sheet","NY00979262_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
