"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","occurrenceRemarks","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","fieldNumber","relatedCatalogItem","previousCatalogNumber"
"11","2020-06-29 11:32:41-03","UFRJ","RFA","42923","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","Miers","Manão, C.Y.G.","2018","06","21","Manão, C.Y.G.; Castilhori, M; Castelar, J.V.; Vianna, M., Callado, C.H.","2018","04","24","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Praia Grande das Palmas.","-44.3180999755859","-23.0067005157471",NA,NA,"RFA39245",NA,"936","Flores esverdeadas e com coloração creme.",NA,NA,"32988",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:32:41-03","UFRJ","RFA","4430","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","Miers",NA,NA,NA,NA,"P. Occhioni","1945","05","20","Brasil","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,"RFA49170",NA,NA,"Epífita; flor verde",NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:32:41-03","UFRJ","RFA","3856","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","Miers",NA,NA,NA,NA,"P. Occhioni","1957","09","30","Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RFA49173",NA,NA,"Epífita; flor verde",NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:32:41-03","UFRJ","RFA","4429","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","Miers",NA,NA,NA,NA,"P. Occhioni","1943","09","19","Brasil","Rio de Janeiro","Rio de Janeiro","Margem da estrada da Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,"RFA49172",NA,NA,"Arbusto epítita; flor com corola verde, lacínios voltados para fora",NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-13 09:21:01-03","UFRJ","RFA","26389","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","M. Bovini","2001","04","25","A. Quinet","2001","01","26","Brasil","Rio de Janeiro","Magé","Distrito de Piabetá, Estrada do Matão","-43.040599822998","-22.6527996063232","43º7'73''W","22º34'80''S","RFA29644",NA,"37/67","Árvore, 4,5m de altura, 85cm de DAP, folha verde discolor, flor com cálice verde e anteras amarelas, comum no local",NA,NA,"20531",NA,"auto",NA,NA,"100","100",NA,NA,NA,NA,NA
"16","2020-06-29 11:32:41-03","UFRJ","RFA","37385","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","Eliza C.N. Melo","2019","11","13","R. S. Couto; M. Rocha e I.R. Lage","2010","07","20","Brasil","Rio de Janeiro","Itatiaia","Piscina da Maromba","-44.5633010864258","-22.4960994720459",NA,NA,"RFA23844",NA,"378","Árvore cerca de 4m, com flores verde-claro",NA,NA,"19648",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-01-20 14:40:51-03","UPM","MACK","1032","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","Miers.","F. O. Souza","2010","11","18","O. A. Fávero","2009","04","25","Brasil","SP","Campos do Jordão","Colônia Umuarama. Área próxima a um lago.","-45.5900001525879","-22.7299995422363","S","W",NA,NA,"CJ085",NA,NA,NA,"21048",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-01-20 14:40:51-03","UPM","MACK","1033","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","Miers.","F. O. Souza","2010","11","18","O. A. Fávero","2006","08","26","Brasil","SP","Campos do Jordão","Colônia Umuarama. Área próxima a um lago.","-45.5900001525879","-22.7299995422363","S","W",NA,NA,NA,NA,NA,NA,"21048",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-02-10 11:45:50-02","BM","SOLANACEAE_SOURCE_BR","61415","O","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers","Lucia, A.","2000","01","01","Anonymous","1838","02",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"BM001070807",NA,"561",NA,"Magnoliophyta","Solanales",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"20","2015-02-10 11:45:50-02","BM","SOLANACEAE_SOURCE_BR","61413","O","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers",NA,NA,NA,NA,"Vieira, C.M.","1989","09","14","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, caminho para o Corcovado","-42.5311","-22.2819",NA,NA,"BM001070805",NA,"92","Folhas levemente discolores verdes. Flores com cálice e corola verde, filetes e estigma verde-amarelados. Frutos verdes; Hemipifita primaria em fase terrestre de desenvolvimento","Magnoliophyta","Solanales","33190",NA,"auto","Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"21","2019-10-09 11:25:07-03","UFBA","ALCB","135669","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers",NA,NA,NA,NA,"Casas, JC; Andrade, S","2018","08","06","Brasil","Espírito Santo","Santa Tereza","Estação Biológica de Santa Lúcia, cachoeira do rio Timbuí.","-40.526667","-19.975","-40.526667","-19.975","ALCB064452","ALCB064452","7755","3 m de altura. Margem da floresta.","Dicotyledon",NA,NA,NA,NA,"Southern America",NA,"610","610",NA,NA,NA,NA,NA
"22","2019-10-09 11:25:07-03","UFBA","ALCB","035143","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers",NA,"1998",NA,NA,"Mattos Silva, LA; Araújo, M; Costa, TAO; Brito, S","1998","04","26","Brasil","Bahia","Una","Parque Ecoturístico de Una, próximo ao REBIO (Reserva Biológica de Una). Zona do Barro Vermelho.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"3725","5 m de altura. Flores com pétalas e sépalas de cor verde-claro e anteras amarronzadas. Folhas pilosas.; (Mata Atlântica). Solo argiloso.","Dicotyledon",NA,"36070",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:25:07-03","UFBA","ALCB","035367","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","Agra, MF","1996","12",NA,"Melo, E; Sena, MP; França, F","1995","02","21","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.47","-12.450278","-41.47","-12.450278",NA,NA,"PCD1680","volúvel. Folhas simples, discolores, superfície abaxial esbranquiçada. Flores esverdeadas, anteras marrons. Fruto imaturo verde-amarelado, estilete persistente.; Mata de grotão. Afloramentos rochosos e solo arenoso.","Dicotyledon",NA,NA,NA,NA,"Southern America",NA,"910","910",NA,NA,NA,NA,NA
"24","2019-10-09 11:25:07-03","UFBA","ALCB","035382","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers",NA,"1998",NA,NA,"Harley, RM; Nic Lughadha, E; Soffiatti, P; França, F; Gasson, P","1997","02","27","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41","-12","-41","-12",NA,NA,"PCD5883","caule pendente alcançando as copas das árvores. Folhas um pouco carnosas. Cálice verde, polpa verde-claro. Flores e frutos pendentes. Ocasional. Xiloteca.","Dicotyledon",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:19:54-03","ESALQ","ESA","62834","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora",NA,NA,NA,NA,NA,"Sztutman, M. et al.","1999","01","07","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,"ESA062834","ESA062834","158.0",NA,"Magnoliophyta",NA,"37574",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:19:54-03","ESALQ","ESA","11341","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora",NA,NA,NA,NA,NA,"Souza, V.C.","1989","04","01","Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,"ESA011341","ESA011341","532.0",NA,"Magnoliophyta",NA,"21922",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:19:54-03","ESALQ","ESA","18331","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora",NA,NA,NA,NA,NA,"Furlan, A. et al.","1994","04","15","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA018331","ESA018331","1412.0",NA,"Magnoliophyta",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:19:54-03","ESALQ","ESA","79754","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers",NA,NA,NA,NA,"Udulutsch, R.G.; Berndt, A.; Giannotti, M.; Muniz, M.R.A.; Botrel, R.T.; Vieira, S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","22","Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho. Estrada Estadual São Miguel Arcanjo - Sete Barras (SP139). Floresta Ombrófila Densa Submontana, 3,5 km acima do núcleo Sete-Barras.","-47.9199981689453","-24.3799991607666","-47,994,167","-24,183,611","ESA079754","ESA079754","651.0","Arbusto. Flores verdes.","Magnoliophyta",NA,"34059",NA,"auto",NA,NA,"300","300",NA,NA,NA,NA,NA
"29","2020-11-04 11:19:54-03","ESALQ","ESA","97347","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum",NA,"Sazima, M.",NA,NA,NA,"Rocca, M.A.","2004","10","25","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA097347","ESA097347","115.0",NA,"Magnoliophyta",NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:19:54-03","ESALQ","ESA","20991","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum",NA,NA,NA,NA,NA,"Miyagi, P.H. et al.","1994","09","07","Brasil","São Paulo","Pariquera Açu",NA,NA,NA,NA,NA,"ESA020991","ESA020991","152.0",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:19:54-03","ESALQ","ESA","107411","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum",NA,"Stehmann, J.R. & Mentz, L.A.","2006",NA,NA,"Medeiros, E.V.S.S.","2004","06","29","Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,"ESA107411","ESA107411","301.0",NA,"Magnoliophyta",NA,"30417",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:19:54-03","ESALQ","ESA","11370","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum",NA,NA,NA,NA,NA,"Souza, V.C.","1988","07","23","Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,"ESA011370","ESA011370","62.0",NA,"Magnoliophyta",NA,"21922",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:19:54-03","ESALQ","ESA","32225","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum",NA,NA,NA,NA,NA,"Leitão Filho, H.F. et al.","1996","02","07","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA032225","ESA032225","34361.0",NA,"Magnoliophyta",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-02-15 11:50:48-02","IPA","IPA","90588","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","Miers","Cano, O.","2015","08","10","Oliveira, M.; Mattos, M.R.; Mattos, M.R.","2010","11","06","Brasil","Pernambuco","Garanhuns","Fazenda Serra Branca., Magano.","-40.972222","-9.177222","-40.972222","-9.177222","IPA0090588",NA,"5261","Arvoreta ± 4m alt. Ramos acinzentados. Folhas membranáceas. Flores com cálice e corola esverdeados, estames e estigma verde-alvacento, anteras amarronzadas. Raro.; Brejo de Altitude. Vegetação arbórea densa.","Plantae",NA,NA,NA,NA,"Southern America",NA,"706","706",NA,NA,NA,NA,NA
"35","2019-02-15 11:50:48-02","IPA","IPA","11974","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","Miers","Stehmann, J.R.","2006","12","06","Andrade-Lima","1958","11","14","Brasil","Bahia",NA,"Itumirim, Encosta rochosa da serra da Cachoeira.",NA,NA,NA,NA,"IPA0011974",NA,"58-3306","Hábito: arb. Subescand. Fl.: verde-claro.","Plantae",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:50:48-02","IPA","IPA","7041","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","Miers","Giacomin, L.L.","2012","03","29","Pickel, B.","1936","03","11","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento. Epiphyta.","-35.0182991027832","-8.00222015380859",NA,NA,"IPA0007041",NA,"4128","Flor: verde. Raízes aéreas com grampos.","Plantae",NA,"21764",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:50:48-02","IPA","IPA","12718","S","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","Miers","Stehmann, J.R.","2006","12","06","Andrade-Lima","1961","08","15","Brasil","Rio de Janeiro","Mangaratiba","Fazenda Nossa Senhora do Carmo, próximo a represa de Ribeirão das Lajes.","-44.040599822998","-22.9596996307373",NA,NA,"IPA0012718",NA,"3801","Hábito: árvore de 3 m, epífita. Fl.: verde-claro.","Plantae",NA,"17272",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:19:29-03","UFV","VIC","023135","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers.",NA,NA,NA,NA,"Valente, G.E.; et al.","1995","08","03","Brasil","Minas Gerais","Guaraciaba","Fazenda Bom Jardim","-43.0074996948242","-20.57080078125",NA,NA,"VIC023135",NA,"106","Liana de flores verdes e forte odor, coletada em beira de riacho dentro da mata.",NA,NA,"16300",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:19:29-03","UFV","VIC","009233","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers.",NA,NA,NA,NA,"Vieira, M.F.; et al.","1985","02","09","Brasil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,"VIC009233",NA,"121","Árvore decerca de 1,8 m de altura, sobre pedra, sépalas e pétalas verdes, com frutos ,6 estames exertos, formigas na flor.",NA,NA,"44599",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-20 14:18:15-03","UFOPA","HSTM","12071","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","Gouvêa, Y. F.","2017","05","01","Gouvêa, Y. F.; A. Salino; F. S. Souza et al.","2017","05","23","Brasil","Rio de Janeiro","Itatiaia","Parque nacional de Itatiaia, seguindo a estrada de terra que leva da casa do pesquisador à Lagoa Azul, após passae pela ponte sobre a lagoa Azul, area á esquerda da estrada na primeira curva para a direita.","-44.619167","-22.429444","44º37'9''W","22º25'46''S","HSTM012071","HSTM012071","219",NA,NA,NA,NA,NA,NA,NA,NA,"1091","1091",NA,NA,NA,NA,NA
"41","2020-10-20 14:18:15-03","UFOPA","HSTM","7966","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers",NA,NA,NA,NA,"Ordones, J. et. al.; Ferreira Junior, C.A.","2013","06","21","Brasil","Minas Gerais","Catas Altas","RPPN do Caraça, reservatório. Mata Atlântica.","-43.491667","-20.100556","43º29'30''W","20º6'2''S","HSTM007966","HSTM007966","2219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:46:06-03","UFJF","CESJ","42724","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers","J.R. Stehmann",NA,NA,NA,"C.N. Matozinhos; O.J. Bastos Neto; B.F.Mello; F.R.G. Salimena; P.H. Nobre","2004","08","20","Brasil","Minas Gerais","Rio Preto","Serra Negra, Vilarejo do Funil.","-43.8278007507324","-22.0891990661621",NA,NA,"CESJ042724",NA,"21","Arvoreta, ca. 1,5m alt., no interior do cânion. Cálice e corola verdes, estames alvos, anteras escuras.","Angiosperma",NA,"20815",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 14:46:06-03","UFJF","CESJ","51839","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflora","Dyssochroma viridiflora","(Sims) Miers","N.L. Abreu","2008","09","12","N.L. Abreu; C.N. Matozinhos; J. Miloski; J.H.C. Ribeiro; S.M. Dutra","2008","08","30","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha que leva a cachoeira do marciano.","-43.8278007507324","-22.0891990661621",NA,NA,"CESJ051839",NA,"274","Arvoreta ca. 2m em campo rupesrte. Folhas e flor verdes.","Angiosperma",NA,"20815",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:46:06-03","UFJF","CESJ","12349","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","E.A. Feliciano","2007","11","16","L. Krieger","1972","07","27","Brasil","Amazonas","Tefé",NA,"-64.7114028930664","-3.35417008399963",NA,NA,"CESJ012349",NA,"CESJ12349","Epífita, na mata, ca#?#lice verde claro. Flores creme-claro.","Angiosperma",NA,"340205",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 14:46:06-03","UFJF","CESJ","32755","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","R.C. Almeida-Lafetá","2001","04","19","F.R.G. Salimena","2000","12",NA,"Brasil","Minas Gerais","Lima Duarte","Conceição do Ibitipoca - Parque Est. do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,"CESJ032755",NA,"s.n.",NA,"Angiosperma",NA,"30417",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-06-30 18:32:51-03","UFJF","CESJ","26105","PreservedSpecimen","Plantae","Solanaceae","Dyssochroma","viridiflorum","Dyssochroma viridiflorum","(Sims) Miers","M. Eiterer",NA,NA,NA,"M. Eiterer; G.S. Freitas","1992","02","23","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, trilha p/ o Pico do Pião.","-43.793098449707","-21.8425006866455",NA,NA,"CESJ026105",NA,"059","Mata, árvore ca. 4,0 m alt., corola e cálice verdes, local sombreado.","Angiosperma",NA,"30417",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
