"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","infraspecificEpithet","scientificNameAuthorship","imagecode","county","identifiedBy","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"3754","2020-08-31 09:07:44-03","INPA","INPA","196383","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Pipoly III, JJ","6662","1984","02","05","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0196383","0-3 km N of km 211 of Perimetral N Hwy. Pico Rondon","-62.8","1.533333","-62.8","1.533333","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0196383 INPA0196383_e",NA,"Sobral, MEG",NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA
"3755","2020-08-31 09:07:44-03","INPA","INPA","197884","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Pipoly III, JJ","6657","1984","02","05","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0197884","0-3 km N of km 211 of Perimetral N Hwy. Pico Rondon","-62.8","1.533333","-62.8","1.533333","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0197884 INPA0197884_e",NA,"Sobral, MEG; Souza, MAD de",NA,NA,NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA
"3756","2020-08-31 09:07:44-03","INPA","INPA","197889","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Pipoly III, JJ","6662","1984","02","05","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0197889","0-3 km N of km 211 of Perimetral N Hwy. Pico Rondon","-62.8","1.533333","-62.8","1.533333","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0197889 INPA0197889_e",NA,"Sobral, MEG",NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA
"3757","2020-08-31 09:07:44-03","INPA","INPA","133925","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Pipoly III, JJ","6657","1984","02","05","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0133925","0-3 km N of km 211 of Perimetral N Hwy. Pico Rondon","-62.8","1.533333","-62.8","1.533333","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0133925 INPA0133925_e INPA0133925_e1",NA,"Sobral, MEG; Souza, MAD de",NA,NA,NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA
"3758","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","42113",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"R.R. Vervloet; W. Desanti","3552","2010","07","23",NA,"Brasil","Espírito Santo",NA,NA,"Arbusto 4m alt., flores de cor branca. Vegetação em regeneração","MBML042113","Trecho entre Aracruz e Barra do Sahy","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,NA,"DC.","MBML042113","Aracruz","A. Giaretta/20-09-2017","37987",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"3759","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","26387",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2278","2006","04","27",NA,"Brasil","Espírito Santo",NA,NA,"Arvoreta 7m, frutos maduros vináceos. Mata em regeneração.","MBML026387","Santa Luzia, prop.: Ciro Ferreira","-40.665556","-18.978056","40W39'56","18S58'41",NA,NA,NA,"(Kunth) DC.","MBML026387","Águia Branca","M. C. Souza/10-08-2006",NA,"170","170",NA,"2006","08","10",NA,NA,NA,NA,NA
"3760","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","27218",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2581","2006","07","12",NA,"Brasil","Espírito Santo",NA,NA,"Arbusto 4m, botões florais, flores brancas. Ambiente rupestre.","MBML027218","Alto Moacir, Prop.: Lalau","-40.558611","-19.339167","40W33'31","19S20'21",NA,NA,NA,"(Kunth) DC.","MBML027218","Colatina","M. Sobral/Março-2007",NA,"270","270",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3761","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","29633",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3506","2007","04","03",NA,"Brasil","Espírito Santo",NA,NA,"Arvoreta 6m frutos vináceos. Afloramento rochoso.","MBML029633","Santa Luzia, propr.: Ciro Ferreira","-40.664444","-18.973889","40W39'52","18S58'26",NA,NA,NA,"(Kunth) DC.","MBML029633","Águia Branca","M. C. Souza/08-06-2007",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3762","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","29971",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3733","2007","04","24",NA,"Brasil","Espírito Santo",NA,NA,"Arbusto 60cm, frutos maduros vermelhos. Interior de mata.","MBML029971","Morelo, propr.: Fernando Nicolli (mata próximo da sede)","-40.459722","-19.139444","40W27'35","19S8'22",NA,NA,NA,"(Kunth) DC.","MBML029971","Governador Lindenberg","M. C. Souza/13-01-2008",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3763","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","29990",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3839","2007","04","26",NA,"Brasil","Espírito Santo",NA,NA,"Arbusto 1m, frutos vermelhos. Interior de mata secundária.","MBML029990","Pedra de Santa Luzia, prop.: Firmino Sottele","-40.461944","-19.281667","40W27'43","19S16'54",NA,NA,NA,"(Kunth) DC.","MBML029990","Governador Lindenberg","M. C. Souza/08-06-2007",NA,"350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3764","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","31036",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"R.R. Vervloet; V. Demuner, E. Bausen","3014","2007","07","31",NA,"Brasil","Espírito Santo",NA,NA,"Arbusto com 0,5m, frutos imaturos de cor verde, maduros de cor vermelho. Borda de mata","MBML031036","Morelo","-40.4575","-19.148333","40W27'27","19S8'54",NA,NA,NA,"(Kunth) DC.","MBML031036","Governador Lindenberg","M. C. Souza/13-01-2008",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3765","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","44520",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Turma de Licenciatura Intercultural Indígena da UNEB","8","2010","03","11",NA,"Brasil","Bahia",NA,NA,"Ambiente de Mussumunga. Folhas verdes claros, frutos vermelhos com cores brilhantes, inflorescência amarela","MBML044520","Distrito Cumuruxatiba - Mata de encosta, estrada da represa do Camping - Aldeia da Lua","-39.181667","-17.101111","39W10'54","17S6'4",NA,NA,NA,"(Kunth) DC.","MBML044520","Prado","M. Sobral/Março-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3766","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","4811",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"B. Weinberg","484","1981","07",NA,NA,"Brasil","Espírito Santo",NA,NA,NA,"MBML004811","Barra do Jucu","-40.327778","-20.426944","40W19'40","20S25'37",NA,NA,NA,"(Kunth) DC.","MBML004811","Vila Velha","M. Sobral/1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3767","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","50997",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"L. Kollmann; C.N.Fraga, C.Fraga e M.F.O.Siva","13236","2016","12","15",NA,"Brasil","Espírito Santo",NA,NA,"Arvoreto 4m rupicola na sombra, frutos vermelhos.","MBML050997","APA da Pedra do Elefante, pedra das torres","-40.444444","-18.781111","40W26'40","18S46'52",NA,NA,NA,"(Kunth) DC.","MBML050997","Nova Venécia","J. Gurtler/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3768","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","52531",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3381","2007","05","18",NA,"Brasil","Espírito Santo",NA,NA,"Arbusto, ca. 3m. Frutos imaturos verdes. Projeto CORES-JBRJ.","MBML052531","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167","41W2'13,6","20S4'34,2",NA,NA,NA,"(Kunth) DC.","MBML052531","Afonso Cláudio","K.S. Valdemarin/19-03-2019",NA,"1078","1078",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3769","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","6766",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"F. S. dos Santos; et al","729","1987","12","07",NA,"Brasil","Bahia",NA,NA,"Área de arboreto da Espab, quadra nº 85. árvore de 5,30m de altura x 0,8m de diâmetro de frutos de coloração vermelha.","MBML006766",NA,NA,NA,NA,NA,NA,NA,NA,"(Kunth) DC.","MBML006766","Santa Cruz de Cabrália","G. M. Barroso/Agosto.1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3770","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","30112",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1160","2006","07","27",NA,"Brasil","Espírito Santo",NA,NA,"Árvore 13m de alt. DAP 22cm. Fuste 3,5m. Frutos imaturos verdes e maturos vermelhos. Borda da mata.","MBML030112","Aguas Claras, propr.: Seu Voito.","-40.666944","-18.902778","40W40'1","18S54'10",NA,NA,NA,"(Kunth) DC.","MBML030112","Águia Branca","M. C. Souza/10-08-2006",NA,"300","300",NA,"2006","08","10",NA,NA,NA,NA,NA
"3771","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","6680",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"A. M. V. de Carvalho; et al","3034","1990","04","14",NA,"Brasil","Bahia",NA,NA,"Arbusto com ca. 1,0m de altura, frutos imaturos verdes, maduros ficando alaranjados até vermelhos.","MBML006680",NA,"-41.3314018249512","-12.8072004318237",NA,NA,NA,NA,NA,"(Kunth) DC.","MBML006680","Andaraí","M. Sobral/1998","58558",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"3772","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","6913",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"W. W. Thomas; et al","9969","1993","10","19",NA,"Brasil","Bahia",NA,NA,"Shrub 0,5m, leaves pale green, coriaceous erect, buds pale yellow-green, open flowers white fruits pale green.","MBML006913",NA,"-39.2207984924316","-17.341100692749",NA,NA,NA,NA,NA,"(Kunth) DC.","MBML006913","Prado","G. M. Barroso/1994","53161",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"3773","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","42115",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"R.R. Vervloet; W. Desanti","3542","2010","11","28",NA,"Brasil","Espírito Santo",NA,NA,"Arbusto 4m alt., frutos imaturos de cor verde","MBML042115","Barra do Riacho","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,NA,"(Kunth) DC.","MBML042115","Aracruz","M. Sobral/Março-2016","37987",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"3774","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","4882",NA,"Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"B. Weinberg","627","1983","09","08",NA,"Brasil","Espírito Santo",NA,NA,NA,"MBML004882","Vargem Alta","-41.0069007873535","-20.6714000701904",NA,NA,NA,NA,NA,"(Kunth) DC.","MBML004882","Vargem Alta","M. Sobral/2005","27188",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"3775","2021-01-04 11:29:56-03","UEMA","SLUI","4089","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Ariati, V.","782","2013","05","11",NA,"Brasil","Piauí",NA,NA,NA,"SLUI004089",NA,"-45.922222","-9.112222","45°55'20W","09°06'44S","Angiospermae",NA,NA,"(Kunth) DC.",NA,"Santa Filomena",NA,NA,"277","277",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3776","2021-01-04 11:29:56-03","UEMA","SLUI","4078","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"P. M. Santos","355","2013","05","08",NA,"Brasil","Maranhão",NA,NA,NA,"SLUI004078",NA,"-45.929722","-9.110833","45°55'47W","09°06'39S","Angiospermae",NA,NA,"(Kunth) DC.",NA,"Alto Parnaíba",NA,NA,"282","282",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3777","2021-01-04 11:29:56-03","UEMA","SLUI","1612","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"F. H. Muniz",NA,"1992","01",NA,NA,"Brasil","Maranhão",NA,NA,NA,"SLUI001612","Parque Estadual do Bacanga - Reserva Florestal do Sacavém","-44.276111","-2.599917","44°16'34W","02°35'59.7S","Angiospermae",NA,NA,"(Kunth) DC.",NA,"São Luís",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3778","2021-01-04 11:29:56-03","UEMA","SLUI","3614","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Lucas, F. C. A.","168","2012","02",NA,NA,"Brasil","Pará",NA,NA,"Doação","SLUI003614","Área da Cosipa","-48.6258010864258","-1.50583004951477",NA,NA,"Angiospermae",NA,NA,"(Kunth) DC.",NA,"Barcarena",NA,"34723",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"3779","2021-01-04 11:29:56-03","UEMA","SLUI","494","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"F. Noberto","190","1988","09","27",NA,"Brasil","Maranhão",NA,NA,NA,"SLUI000494","São Raimundo das Mangabeiras","-45.481217","-7.022197","45°28'52.38W","7°1'19.91S","Angiospermae",NA,NA,"(Kunth) DC.",NA,"São Raimundo das Mangabeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3780","2021-03-04 11:05:52-03","UFRB","HURB","10751","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Costa, G.; Fonseca, W.O.; Brandão, M.C.","1328","2015","06","10",NA,"Brasil","Bahia",NA,NA,NA,"HURB000010751","Rodovia de acesso à Barrocas;","-39.003056","-11.639167","39º00'11W","11º38'21S",NA,NA,NA,"(Kunth) DC.",NA,"Serrinha",NA,NA,"410","410",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3781","2021-03-04 11:05:52-03","UFRB","HURB","16805","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Gonçalves F.B.","373","2014","09","09",NA,"Brasil","Rio Grande do Norte",NA,NA,"UFRN 21796.","HURB000016805","RN 81 2-6-9F6;","-39.46","-5.94","39º27'36W","5º56'24S",NA,NA,NA,"(Kunth) DC.",NA,"Macaíba","G.C.Delgado-Junior",NA,NA,NA,NA,"2014","10","29",NA,NA,NA,NA,NA
"3782","2021-03-04 11:06:43-03","UFRB","HURB","1847","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Duarte, E.F.",NA,"2010","08","26",NA,"Brasil","Bahia",NA,NA,"<ll>dwc_commonname:</ll> pitanga nativa","HURB000001847","Fazenda Dendê;","-38.984917","-17.628528","38°59'05,7W","17°37'42,7S","Anthophyta",NA,NA,"(Kunth) DC.",NA,"Muritiba","L. Lima",NA,"208","208",NA,"2014","11",NA,NA,NA,NA,NA,NA
"3783","2021-03-04 11:05:52-03","UFRB","HURB","23771","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stadnik, A.; Vasconcelos, T. & Faria, J.","367","2016","07","11",NA,"Brasil","Minas Gerais",NA,NA,"árvore, ca. 7m, caule rugoso, folhas discolores, sépalas verdes","HURB000023771","Estrada de terra para o Morro do Pilar;","-43.326667","-19.346111","43º19'36W","19º20'46S",NA,NA,NA,"(Kunth) DC.","HURB000023771","Santana do Riacho","A. Stadnik",NA,"932","932",NA,"2016","07",NA,NA,NA,NA,NA,NA
"3784","2021-03-04 11:05:52-03","UFRB","HURB","24525","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Sampaio, J.R.",NA,"2019","05","30",NA,"Brasil","Bahia",NA,NA,"envolto por resto de cupinzeiro, próximo a eucalipto que foi suprimido (cortado) e ao lado de um tipo de araçá. Floração e frutificação observadas em fev/mar/abr/mai 2019","HURB000024525","Campos UFRB-CCAAB;","-39.084861","-12.659194","39º05'05,5W","12º39'33,1S",NA,NA,NA,"(Kunth.) DC.","HURB000024525","Cruz das Almas","K.Valdemarin",NA,NA,NA,NA,"2019","06",NA,NA,NA,NA,NA,NA
"3785","2021-03-04 11:05:52-03","UFRB","HURB","25626","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Alunos de Botânica BIOC05; Roque, N.","60","2019","05","18",NA,"Brasil","Bahia",NA,NA,"arbusto: 200cm, folhas discolores, botões verdes, frutos imaturos verdes/alaranjados, frutos maduros vermelhos","HURB000025626","Estrada Real; Trecho entre Santa Úrsula e Ventura","-41.120556","-11.658333","41º07'14W","11º39'30S",NA,NA,NA,"(Kunth) DC.","HURB000025626","Morro do Chapéu","L.Lucresia",NA,"1033","1033",NA,"2019","06",NA,NA,NA,NA,NA,NA
"3786","2021-03-04 11:05:52-03","UFRB","HURB","25645","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Alunos de Botânica BIOC05; Roque, N.","9","2019","05","18",NA,"Brasil","Bahia",NA,NA,"arbusto: ca. 60cm, folhas opostas cruzadas discolores, frutos vermelhos (maduros), amarelos e verdes (Imaturos)","HURB000025645","Trilha Estrada Real - Estrada para Ventura (St. Úrsula - Ventura);","-41.120556","-11.658333","41º07'14W","11º39'30S",NA,NA,NA,"(Kunth) DC.","HURB000025645","Morro do Chapéu","L.Lucresia",NA,"1033","1033",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3787","2021-03-04 11:05:52-03","UFRB","HURB","24391","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Martins, M.L.","2288","2019","03","29",NA,"Brasil","Bahia",NA,NA,"arbusto, ca. 2m, flores brancas, frutos jovens verdes.","HURB000024391","Bosque dos Eucaliptos; UFRB, divisa com o bairro Primavera","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,NA,"(Kunth) DC.",NA,"Cruz das Almas",NA,"14660",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"3788","2021-03-04 11:05:52-03","UFRB","HURB","8867","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Cunha, D.S.","70","2014","02","23",NA,"Brasil","Bahia",NA,NA,NA,"HURB000008867","UFRB; atras do CCAAB","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,NA,"(Kunth) DC.",NA,"Cruz das Almas",NA,"14660",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"3789","2021-03-15 09:30:44-03","UFRB","HURB","24463","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Aona, L.Y.S.; Campos, A.C.M. & Neto, A.","4910","2019","06","06",NA,"Brasil","Bahia",NA,NA,"subarbusto, até 2,5m alt., frutos amarelados e avermelhados, gosto adstringente.","HURB000024463","Entorno da Serra do Jatobá; Estrada velha rumo ao Cariri e beira de estrada de chão","-39.8588981628418","-12.8699998855591",NA,NA,NA,NA,NA,"(Kunth.) DC.",NA,"Milagres",NA,"24432",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"3790","2021-03-04 11:05:52-03","UFRB","HURB","18375","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Costa, G.; Martins, M.L.L.; Luz, P. & Carvalho, A.","3375","2018","07","17",NA,"Brasil","Bahia",NA,NA,NA,"HURB000018375","Serra do Jatobá;","-39.8588981628418","-12.8699998855591",NA,NA,NA,NA,NA,"(Kunth.) DC.",NA,"Milagres","M.Sobral","24432",NA,NA,"auto","2018","11",NA,NA,NA,NA,NA,NA
"3791","2021-03-04 11:05:52-03","UFRB","HURB","23060","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Costa, G.; Martins M.L.L.; Alunos de Sistematica Vegetal 2018.1","3618","2018","08","07",NA,"Brasil","Bahia",NA,NA,NA,"HURB000023060","Serra de São José;","-38.9900016784668","-12.6263999938965",NA,NA,NA,NA,NA,"(Kunth) DC.",NA,"Muritiba","M.Sobral","21641",NA,NA,"auto","2019","05",NA,NA,NA,NA,NA,NA
"3792","2021-02-08 13:25:39-03","UFBA-IMS","HVC","3333","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"A.F.P.Machado; J.de Oliveira Cruz.","1369","2013","11","02",NA,"Brasil","Bahia",NA,NA,NA,"HVC00003333","Serra do Periperi.","-40.793056","-14.848333","40º47'35''W","14º50'54''S",NA,NA,NA,"(Kunth) DC.",NA,"Vitória da Conquista","Porto, V.A.R.",NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3793","2021-02-08 13:25:39-03","UFBA-IMS","HVC","2204","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"A.K.A.Santos; A.F.P.Machado","1470","2016","10","28",NA,"Brasil","Bahia",NA,NA,NA,"HVC00002204","Serra do Periperi.","-40.790833","-14.850833","40º47'27''W","14º51'3''S",NA,NA,NA,"(Kunth) DC.",NA,"Vitória da Conquista","Porto, V.A.R.",NA,"1030","1030",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3794","2021-02-08 13:25:39-03","UFBA-IMS","HVC","1669","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"M.S. Gonçalves; M.M.C. Barbosa, A.F.P. Machado & A.K.A. Santos","219","2017","11","01",NA,"Brasil","Bahia",NA,NA,"Folhas concolores. Frutos amarelo a alaranjado Habitat: Mata de Cipó Habito: Arbusto","HVC00001669","Serra do Periperi, entorno dos condominios. Serra do Periperi, entorno dos condominios.","-40.794722","-14.851389","40º47'41''W","14º51'5''S",NA,NA,NA,"(Kunth) DC.",NA,"Vitória da Conquista",NA,NA,"990","990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3795","2017-11-24 14:11:43-02","UFLA","ESAL","21188","S","Plantae","Myrtaceae","Eugenia","linearifolia","Eugenia linearifolia",NA,"Silva, AF; Ribeiro, AO","278",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"arbusto; 60cm; botões florais fechados axilares;",NA,"Reserva do Boqueirão","-44.9171981811523","-21.4011001586914",NA,NA,NA,NA,NA,"O.Berg",NA,"Ingaí","Andreia F. Silva","16664",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"3796","2017-11-24 14:11:43-02","UFLA","ESAL","21203","S","Plantae","Myrtaceae","Eugenia","linearifolia","Eugenia linearifolia",NA,"Silva, AF; Ribeiro, AO","734",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"arbusto; 80cm; brancas axilares;",NA,"Reserva do Boqueirão","-44.9171981811523","-21.4011001586914",NA,NA,NA,NA,NA,"O.Berg",NA,"Ingaí",NA,"16664",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"3797","2017-12-06 12:32:45-02","UFLA","ESAL","29766","S","Plantae","Myrtaceae","Eugenia","linearifolia","Eugenia linearifolia",NA,"Mansanares, ME; Meireles, L; Domingos D.Q.","2710","2012","06","17",NA,"Brasil","Minas Gerais",NA,NA,"Arbusto com 40 cm. Flores com corola creme.; Campo rupestre",NA,"Ponto 13 - Morro da Janela","-44.883889","-21.346667","-44.883889","-21.346667",NA,NA,NA,"O.Berg",NA,"Itumirim","Sobral, MEG",NA,NA,NA,NA,"2013","02",NA,NA,NA,NA,NA,NA
"3798","2017-11-24 14:11:43-02","UFLA","ESAL","11355","S","Plantae","Myrtaceae","Eugenia","ovalifolia","Eugenia ovalifolia",NA,"Oliveira Filho, AT","410",NA,NA,NA,NA,"Brasil","Paraíba",NA,NA,"arbusto; 1,5; ;; restinga",NA,NA,"-35.0511016845703","-6.60138988494873",NA,NA,NA,NA,NA,"Camb.",NA,"Mataraca",NA,"15636",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"3799","2017-11-24 14:11:44-02","UFLA","ESAL","14736","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Tito R. de Alencastro Filho","s.n.",NA,NA,NA,NA,"Brasil","Distrito Federal",NA,NA,"arbusto; 0,80; ;; cerrado",NA,"Jardim Botânico","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"(Kunth) DC.",NA,"Brasília","Flávio Silva(JBB)","70570","10","10","auto",NA,NA,NA,NA,NA,NA,NA,NA
