"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","relationshipType","relatedCatalogItem","eventTime","fieldNumber","individualCount"
"93","2021-03-01 16:41:44-03","UNICAMP","UEC","188486","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Korte, A","2009","11","28","Korte, A","1144","2009","11","28","Brazil","Santa Catarina","Alfredo Wagner","Soldadinho.","-49.410833","-27.629167","-49.410833","-27.629167",NA,NA,"Arbustiva flor branca.; Floresta Ombrofila mista. Estávio médio de regeneração.","UEC118599","UEC118599",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-01 16:41:44-03","UNICAMP","UEC","77066","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Stehmann, JR",NA,NA,NA,"Stehmann, JR; Borba, EL; Ippolito, A; Reis, C","1726","1995","12","05","Brazil","Santa Catarina","São Bento do Sul","SC, São Bento do Sul;estrada para Corupá.","-49.441972","-26.255472","-49.441972","-26.255472","920","920","Arbusto, ca.1,5-2m de altura;inflorescências acastanhadas;corola branca.","UEC166608","UEC166608",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:41:44-03","UNICAMP","UEC","90614","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Stehmann, JR","2019","03",NA,"Ferretti, AR; Vanini, A; Nave, AG; Peneireiro, FM; Rodrigues, RR; Souza, VC; Tamashiro, JY","48","1996","12","13","Brazil","São Paulo","Cunha","Brasil, Estado de São Paulo, Município de Cunha;Estação Experimental da Serra do Mar-Núcleo Cunha-Trilha da Pedreira.","-45.004722","-23.239444","-45.004722","-23.239444",NA,NA,"Árvore de 3m;casca fina, lisa.; Floresta Ombrófila Densa, veg. secundária (foi pastagem há 20 anos).","UEC166609","UEC166609",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-08-20 10:26:43-03","UNICAMP","UEC","161150","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Yamamoto, LF",NA,NA,NA,"Yamamoto, LF","2041","2005","12","13","Brazil","Minas Gerais","Extrema","Serra do Lopo, Estrada da Serra do Lopo.","-46.3182983398438","-22.854700088501",NA,NA,NA,NA,NA,"UEC013386","UEC013386",NA,NA,NA,"Magnoliopsida",NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA
"97","2021-03-01 16:41:44-03","UNICAMP","UEC","161148","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Yamamoto, LF",NA,NA,NA,"Yamamoto, LF","647","2002","09","05","Brazil","Minas Gerais","Extrema","Serra do Lopo, Estrada da Serra do Lopo.","-46.3182983398438","-22.854700088501",NA,NA,"1625","1625","2,5m. Flor branca, estame amarelo.; Borda da estrada.","UEC013388","UEC013388",NA,NA,NA,"Magnoliopsida",NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA
"98","2019-08-20 10:26:43-03","UNICAMP","UEC","161149","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Yamamoto, LF",NA,NA,NA,"Yamamoto, LF","1982","2005","05","13","Brazil","Minas Gerais","Extrema","Serra do Lopo, Trilha Pedra das Flores.","-46.3182983398438","-22.854700088501",NA,NA,NA,NA,NA,"UEC013385","UEC013385",NA,NA,NA,"Magnoliopsida",NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA
"99","2021-03-01 16:41:44-03","UNICAMP","UEC","49013","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Britez, RM",NA,NA,NA,"Britez, RM; Silva, SM; Melo, E","s.n.","1986","11","29","Brazil","Paraná","São Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Subarbusto de até 1,7m, flores brancas, pilosas, a beira de caminho da floresta de araucária.","UEC166578","UEC166578",NA,NA,NA,"Magnoliopsida",NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA
"100","2021-03-01 16:41:44-03","UNICAMP","UEC","24690","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Hatschbach, G","1974","11",NA,"Kummrow, R","389","1974","02","26","Brazil","Paraná","Tijucas do Sul","Vossoroca (mun.Tijucas do Sul) Paraná.","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"Arbusto, fruto amarelado.; Orla mata.","UEC166607","UEC166607",NA,NA,NA,"Magnoliopsida",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"101","2021-03-01 16:41:44-03","UNICAMP","UEC","24621","S","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Hatschbach, G","1978","04",NA,"Hatschbach, G","40469","1977","10","21","Brazil","Paraná","Tijucas Do Sul","Rincão","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"Arbusto 2m,flores alvas, capoeira.","UEC166577","UEC166577",NA,NA,NA,"Magnoliopsida",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"102","2020-12-04 13:19:46-03","UDESC","LUSC","10109","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Cruz, E.P.",NA,NA,NA,"Cruz, E.P.",NA,"2015","10","25","Brasil","Santa Catarina","Correia Pinto","Localidade Campina dos Ribeiros.","-50.3610992431641","-27.5846996307373",NA,NA,NA,NA,NA,"LUSC009825",NA,NA,NA,NA,NA,NA,"21488","auto",NA,NA,NA,NA,NA,NA,NA
"103","2020-12-04 13:19:46-03","UDESC","LUSC","5000","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Tonello, L.",NA,NA,NA,"Tonello, L.",NA,"2009","04","11","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC001190","LUSC001190",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"104","2020-12-04 13:19:46-03","UDESC","LUSC","6741","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Floriani, M.M.P.",NA,NA,NA,"Floriani, M.M.P.","196","2012","01","03","Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,NA,NA,NA,"LUSC001202","LUSC001202",NA,NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA,NA,NA
"105","2020-10-14 10:06:45-03","FURB","FURB","1118","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Sevegnani, L","1997","04","20","Sevegnani, L.",NA,"1997","04","20","Brasil","Santa Catarina","Rio do Campo","Varaneira.","-49.9875","-26.8286111","-49.9875000","-26.8286111",NA,NA,NA,"FURB44194","FURB44194_1 FURB44194_2 FURB44194_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-10-14 10:06:45-03","FURB","FURB","11695","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Gasper, AL de","2009","03",NA,"Dreveck, S.; Gasper, A.L. de & Carneiro, F.E.","526","2009","01","22","Brasil","Santa Catarina","Irani","Lajeado Cordeiro.","-51.93","-27","-51.9300000","-27.0000000","1022","1022","Florística IFFSC 605(Arbusto) Habitat: Floresta Ombrófila Mista; Habito: arbustiva; Fruto creme;","FURB44219","FURB44219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-10-14 10:06:45-03","FURB","FURB","11734","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Verdi, M","2009","01","27","Verdi, M.; Hasckel, R.P. & Klemz, G.","1455","2009","01","27","Brasil","Santa Catarina","Cerro Negro","Araça.","-50.94","-27.63","-50.9400000","-27.6300000","995","995","Florística IFFSC 1195.","FURB44201","FURB44201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-10-14 10:06:45-03","FURB","FURB","12309","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Gasper, AL de","2009","03","10","Ceolin, L.M.","356","2009","03","10","Brasil","Paraná","Palmas","Rio Iratim, afluente do Iguaçú.","-51.5930555","-26.3058333","-51.5930555","-26.3058333",NA,NA,NA,"FURB44215","FURB44215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-10-14 10:06:45-03","FURB","FURB","13944","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Korte, A","2009","08","11","Korte, A.; Kruger, A.","21","2009","08","11","Brasil","Santa Catarina","Alfredo Wagner",NA,"-49.5","-27.63","-49.5000000","-27.6300000","635","635","Coleta Extra IFFSC (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB44216","FURB44216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-10-14 10:06:45-03","FURB","FURB","15805","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Korte, A","2009","10","21","Korte, A.; Kniess, A.","584","2009","10","21","Brasil","Santa Catarina","Vidal Ramos","Águas Frias.","-49.4105556","-27.3605556","-49.4105556","-27.3605556","895","895","Florística IFFSC 422 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva; flor branca","FURB44199","FURB44199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-10-14 10:06:45-03","FURB","FURB","16716","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Korte, A","2009","11","10","Korte, A.; Kniess, A.","803","2009","11","10","Brasil","Santa Catarina","Presidente Nereu","Rio Novo.","-49.2305556","-27.1802778","-49.2305556","-27.1802778","617","617","Florística IFFSC 518 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva; flor branca","FURB44220","FURB44220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-10-14 10:06:45-03","FURB","FURB","17139","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Korte, A","2009","11","28","Korte, A.; Kniess, A.","1144","2009","11","28","Brasil","Santa Catarina","Alfredo Wagner","Soldadinho.","-49.4108333","-27.6291667","-49.4108333","-27.6291667","772","772","Florística IFFSC 310 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: arbustiva; flor branca","FURB44222","FURB44222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-10-14 10:06:45-03","FURB","FURB","18326","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Sobral, M","2010","01",NA,"Dreveck, S.; Carneiro, F.E.","1407","2009","11","24","Brasil","Santa Catarina","Corupá","Sertãozinho.","-49.41","-26.3697223","-49.4100000","-26.3697223","857","857","Florística IFFSC 991 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva; flor branca","FURB44207","FURB44207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-10-14 10:06:45-03","FURB","FURB","19011","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Gasper, AL de","2009","12",NA,"Dreveck, S.; Carneiro, F.E.","1430","2009","11","26","Brasil","Santa Catarina","Joinville","Comfloresta.","-49.1408333","-26.1872222","-49.1408333","-26.1872222","822","822","Florística IFFSC 1047 (Arbusto) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arbustiva; flor botão floral com tricomas marrom","FURB44197","FURB44197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-10-14 10:06:45-03","FURB","FURB","19148","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Korte, A","2010","01","25","Korte, A.; Kniess, A.","1228","2009","12","01","Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras.","-49.3211111","-27.6313889","-49.3211111","-27.6313889","942","942","Florística IFFSC 311 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; interior do fragmento Habito: arbusto; flor branca com estames amarelos","FURB03601","FURB03601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-10-14 10:06:45-03","FURB","FURB","19739","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Korte, A","2010","01","25","Korte, A.; Kniess, A.","1698","2010","02","05","Brasil","Santa Catarina","Santa Terezinha","Nova Esperança.","-49.9505556","-26.7302778","-49.9505556","-26.7302778","535","535","Florística IFFSC 797 (Arbusto) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; flor branca","FURB44206","FURB44206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-10-14 10:06:45-03","FURB","FURB","19807","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Gasper, AL de","2010","01","25","Stival-Santos, A.; Legal, E. & Silveira, S.","1626","2010","02","01","Brasil","Santa Catarina","Angelina","Rancho das Tábuas.","-49.0494444","-27.6302778","-49.0494444","-27.6302778","590","590","Florística IFFSC 314 (Arbusto) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; entorno do fragmento, beira de estrada Habito: arbusto; Fruto verde;","FURB44208","FURB44208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-10-14 10:06:45-03","FURB","FURB","20886","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Korte, A","2010","03","15","Korte, A.; Kniess, A.","1535","2010","01","27","Brasil","Santa Catarina","Mirim Doce",NA,"-50.1308334","-27.1802778","-50.1308334","-27.1802778","596","596","Florística IFFSC 508 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbusto; flor branca","FURB44213","FURB44213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-10-14 10:06:45-03","FURB","FURB","22055","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Korte, A","2010","03","30","Korte, A.; Kniess, A.","1977","2010","02","22","Brasil","Santa Catarina","Rio do Campo","Anta Branca (Antigo Alto Rio do Oeste).","-50.2202778","-26.91","-50.2202778","-26.9100000","786","786","Florística IFFSC 681 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto com fruto;","FURB44212","FURB44212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-14 10:06:45-03","FURB","FURB","22169","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Korte, A","2010","03","11","Korte, A.; Kniess, A.","2106","2010","03","11","Brasil","Santa Catarina","Benedito Novo","Campo de Zinco.","-49.5002778","-26.9102778","-49.5002778","-26.9102778","853","853","Florística IFFSC 689 (Arbusto) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado Habito: arbustiva;","FURB44205","FURB44205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 10:06:45-03","FURB","FURB","26533","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Korte, A","2010","06","08","Korte, A.; Kniess, A.","3651","2010","06","08","Brasil","Santa Catarina","Santa Terezinha","Imbuial.","-49.9505556","-26.6402777","-49.9505556","-26.6402777","626","626","Florística IFFSC 852 (Arbusto) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB44209","FURB44209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:06:45-03","FURB","FURB","28266","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Gasper, AL de","2010","08","25","Dreveck, S.","2342","2010","07","13","Brasil","Santa Catarina","Rio dos Cedros","Rio Mergulhão.","-49.41","-26.55","-49.4100000","-26.5500000","914","914","Florística IFFSC 905 (Arbusto) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio médio de regeneração; entorno do fragmento Habito: arbustiva; Fruto verde-claro;","FURB44210","FURB44210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 10:06:45-03","FURB","FURB","32195","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Korte, A","2010","10","27","Korte, A.; Kniess, A.","4811","2010","10","27","Brasil","Santa Catarina","Major Vieira","Rio da Serra.","-50.4","-26.64","-50.4000000","-26.6400000","1009","1009","Florística IFFSC 847 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Avançado - explorado; interior do fragmento Habito: arbustiva; flor branca","FURB44211","FURB44211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-14 10:06:45-03","FURB","FURB","33848","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Verdi, M","2010","10","09","Verdi, M.; Dreveck, S.","5752","2010","10","09","Brasil","Santa Catarina","São Bento do Sul","Rio Mandioca - Apa do Rio Vermelho/Humbold.","-49.39","-26.3416666","-49.3900000","-26.3416666","838","838","Plano de Manejo APA do Rio Vermelho/Humbold Habitat: Floresta Ombrófila Mista; Estágio Médio; área aberta Habito: arbustiva;","FURB44203","FURB44203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 10:06:45-03","FURB","FURB","34104","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Oliveira, AA de","2011","03","09","Korte, A.","5968","2011","02","17","Brasil","Santa Catarina","Rio Negrinho","Rio do Salto.","-49.5002778","-26.2802778","-49.5002778","-26.2802778","860","860","Florística IFFSC 1021 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: arbusto;","FURB44198","FURB44198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 10:06:45-03","FURB","FURB","34679","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Korte, A","2011","05","18","Korte, A.","6205","2011","03","17","Brasil","Santa Catarina","Alfredo Wagner","Morro da Bracatinga.","-49.32","-27.72","-49.3200000","-27.7200000","600","600","Florística IFFSC 280 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: arbusto;","FURB44200","FURB44200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-10-14 10:06:45-03","FURB","FURB","36672","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Klemz, G","2011","10","24","Klemz, G.; Doerner, W.","51","2011","10","24","Brasil","Santa Catarina","Joinville","Ribeirão Manso.","-49.1541667","-26.3008333","-49.1541667","-26.3008333","606","606",NA,"FURB44202","FURB44202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-10-14 10:06:45-03","FURB","FURB","50087","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Funez, L.A.","2016","10","24","Funez, L.A.; Zermiani, A.E.","4286","2015","05","05","Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.9544444","-26.0391666","-48.9544444","-26.0391666","1200","1200",NA,"FURB50087","FURB50087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-10-14 10:06:45-03","FURB","FURB","50804","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Oliveira, A. A.","2017","08","31","Funez, L.A.; Schwirkowski, P.","5050","2015","11","16","Brasil","Santa Catarina","São Bento do Sul","Linha férrea em Serra Alta.","-49.3661111","-26.2788889","-49.3661111","-26.2788889","817","817",NA,"FURB50804","FURB50804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 10:06:45-03","FURB","FURB","51403","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Maçaneiro, J.P.; Cunha, J.E.","88","2016","08","15","Brasil","Santa Catarina","Indaial","Faxinal do Bepe. Vegetação em estágio inicial de regeneração. Parque Nacional da Serra do Itajaí","-49.1969444","-27.1155556","-49.1969444","-27.1155556","695","695",NA,"FURB51403","FURB51403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-14 10:06:45-03","FURB","FURB","53566","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Farias, D.M.","2017","05","10","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","270","2017","04","27","Brasil","Santa Catarina","Vargem",NA,"-50.9408333","-27.4494444","-50.9408333","-27.4494444","941","941","fruto imaturo Habitat: interior da U.A. Habito: arbusto","FURB53566","FURB53566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 10:06:45-03","FURB","FURB","56438","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Farias, D.M.","2018","02","07","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1807","2018","01","24","Brasil","Santa Catarina","Ituporanga",NA,"-49.41","-27.54","-49.4100000","-27.5400000",NA,NA,"fruto imaturo Habitat: borda do fragmento Habito: arbusto","FURB56438","FURB56438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-10-14 10:06:45-03","FURB","FURB","56607","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Farias, D.M.","2018","02","15","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1840","2018","01","28","Brasil","Santa Catarina","Agrolândia",NA,"-49.7705556","-27.54","-49.7705556","-27.5400000","915","915","flor branca Habitat: borda do fragmento Habito: arbusto","FURB56607","FURB56607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-10-14 10:06:45-03","FURB","FURB","57201","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Kassner-Filho, A.","2018","02","14","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2016","2018","02","14","Brasil","Santa Catarina","José Boiteux",NA,"-49.5880555","-26.9116667","-49.5880555","-26.9116667",NA,NA,"fruto imaturo Habitat: Borda do fragmento florestal Habito: arbusto","FURB57201","FURB57201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-10-14 10:06:45-03","FURB","FURB","57762","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Farias, D.M.","2018","03","28","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2397","2018","03","15","Brasil","Santa Catarina","Urubici",NA,"-49.4919444","-28.0130556","-49.4919444","-28.0130556","105","105",NA,"FURB57762","FURB57762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-10-14 10:06:45-03","FURB","FURB","66049","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Schwirkowski, P.","2020","01","18","Schwirkowski, P.","3946","2020","01","18","Brasil","Santa Catarina","Rio Negrinho","Bairro Vista Alegre. Linha férrea, próximo ao Rio Negrinho.","-49.5436111","-26.2394444","-49.5436111","-26.2394444","900","900","FOM. Borda de mata Habitat: Heliófita, frutos arroxeados Habito: Arbusto","FURB66049","FURB66049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-10-14 10:06:45-03","FURB","FURB","6854","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Sevegnani, L","2007","12","07","Gasper, A.L. de; Brogni, E. & Santos, E.M.","886","2007","11","06","Brasil","Santa Catarina","Bela Vista do Toldo","Rio da Areia de Cima.","-50.4880555","-26.3702778","-50.4880555","-26.3702778","800","800","Florística IFFSC 979","FURB44204","FURB44204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-14 10:06:45-03","FURB","FURB","7604","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Sobral, M","2008","04","01","Verdi, M.; Godoy, M.B. & Dreveck, S.","20","2007","11","12","Brasil","Santa Catarina","Itaiópolis","Butiazinho de Cima.","-49.95","-26.2772223","-49.9500000","-26.2772223","896","896","Florística IFFSC 1016 Habitat: Floresta Ombrófila Mista; Habito: flor branca","FURB44225","FURB44225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-10-14 10:06:45-03","FURB","FURB","7619","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Gasper, AL de","2008","04","01","Gasper, A.L. de; Brogni, E.","1532","2008","02","28","Brasil","Santa Catarina","Taió","Sentido Fazenda Bretzke.","-50.22","-27.0925","-50.2200000","-27.0925000","802","802","Florística IFFSC 566(Erva Terrícola) Habitat: Floresta Ombrófila Mista; Habito: herbácea;","FURB44217","FURB44217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-10-14 10:06:45-03","FURB","FURB","8191","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Gasper, AL de","2008","04","01","Dreveck, S.; Verdi, M. & Godoy, M.B.","69","2007","12","12","Brasil","Santa Catarina","Itaiópolis","Moema.","-49.7708334","-26.55","-49.7708334","-26.5500000","943","943","Florística IFFSC 901. Habitat: Floresta Ombrófila Mista; Habito: flor branca","FURB44223","FURB44223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
