"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","relationshipType","relatedCatalogItem","eventTime","fieldNumber","individualCount"
"12","2021-03-15 16:37:00-03","NY","NYBG","770107","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","L. B. Smith",NA,NA,NA,"G. G. Hatschbach","14963","1966","10","17","Brazil","Paraná","Bituruna","Rio Jangada.","-51.5525","-26.1617",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770107","NY00770107_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","770103","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","L. B. Smith",NA,NA,NA,"G. F. J. Pabst","6935","1961","11","12","Brazil","São Paulo","Iporanga","40km depois de Jacupiranga rumo Curitiba.","-48.59","-24.58",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770103","NY00770103_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","770097","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","G. G. Hatschbach",NA,NA,NA,"L. R. Landrum","2450","1977","11","07","Brazil","Paraná","Contenda","Forest near Contenda.","-49.58","-25.67",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385676' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770097","NY00770097_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","770106","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","L. B. Smith",NA,NA,NA,"L. B. Smith","8920","1956","12","20","Brazil","Santa Catarina","Pôrto Uniao","South of Matos Costa on the road to Calmon (22km); 3km from MC.","-51.0781","-26.2383",NA,NA,"900","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770106","NY00770106_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","770100","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"R. E. Braga","1506","1959","11","16","Brazil","Paraná","Lapa",NA,"-49.7156","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770100","NY00770100_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","770099","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","G. G. Hatschbach",NA,NA,NA,"L. R. Landrum","2645","1977","11","21","Brazil","Santa Catarina","Lajes","Ca. 15km east of Otacilio Costa, that is ca. 2km west of the crest of the Serra Geral.","-50","-27.42",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770099","NY00770099_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","770110","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","40469","1977","10","21","Brazil","Paraná","Tijucas do Sul","Rincao.","-49.13368","-25.799321",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385675' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770110","NY00770110_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","770108","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","25493","1970","11","18","Brazil","Paraná","Jaguariaíva","Sertao de Cima.","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770108","NY00770108_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","770114","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","13208","1911","10","13","Brazil","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770114","NY00770114_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","770105","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","J. P. Mul",NA,NA,NA,"J. C. Lindeman","3799","1966","12","24","Brazil","Paraná",NA,"Ca. 12km N of Curitiba.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770105","NY00770105_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","770116","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","8585","1910","10","10","Brazil","Paraná",NA,"Serrinha.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385663' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770116","NY00770116_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","770098","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","G. G. Hatschbach",NA,NA,NA,"L. R. Landrum","3959","1981","12","02","Brazil","Paraná","Palmeira","Fazenda Santa Rita, ca. 65km W of Curitiba on rd to Ponta Grossa.","-49.83","-25.42",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770098","NY00770098_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","770102","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","J. R. Stehmann",NA,NA,NA,"M. R. C. Paiva","s.n.","1996","02","29","Brazil","Paraná","Teixeira Soares","Fazenda Capao Bonito; proximo a casa do Romao.","-50.4606","-25.3683",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770102","NY00770102_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","770112","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","15578","1914","10","09","Brazil","Paraná",NA,"Serrinha.",NA,NA,NA,NA,"840","840","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770112","NY00770112_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","770113","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","15155","1914","06","10","Brazil","Paraná","Porto Amazonas",NA,"-49.8903","-25.5447",NA,NA,"840","840","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770113","NY00770113_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","770109","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","32695","1973","10","17","Brazil","Paraná","Prudentópolis","Rio dos Patos.","-50.9778","-25.2133",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385674' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770109","NY00770109_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","770101","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","J. R. Stehmann",NA,NA,NA,"J. R. Stehmann","1726","1995","12","05","Brazil","Santa Catarina","Sao Bento do Sul","Estrada para Corupá.","-49.4419","-26.2553",NA,NA,"920","920","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385666' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770101","NY00770101_01","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-08 11:10:21-03","UNESP-IBB","BOTU","27962","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Ishara, K.L.",NA,NA,NA,"Ishara, K.L.","139","2008","07","01","Brasil","São Paulo","Pratânia","Fazenda Palmeira da Serra","-48.733333","-22.8","48°44'w","22°48's",NA,NA,"Arbusto 2m, flores brancas com faixas roxas","BOTU027962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","26688","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Sthemann, J.R.","2000",NA,NA,"Manoel, R.C.",NA,"1996","02","29","Brasil","Paraná","Teixeira Soares",NA,NA,NA,"9999","9999",NA,NA,"escandene, 5m alt.; frutos imaturos amarelo-esverdeados","BOTU026688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","10307","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Kummrow, R.","1983",NA,NA,"Gemtchújnicov, I.D.","2097","1982","11","17","Brasil","Paraná","Ponta Grossa",NA,NA,NA,"9999","9999",NA,NA,"arbusto de 2m alt., flor alva; mata de galeria","BOTU010307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:32:43-03","UFRJ","RFA","43349","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Eliza C. N. Melo","2019","03","12","Eliza C. N. Melo","34","2017","12","07","Brasil","Minas Gerais","Itamonte","Estado de Minas Gerais, Itamonte, Parque Nacional do Itatiaia, beira da estrada para o Brejo da Lapa.","-44.735","-22.365556","44º44'6''W","22º21'56''S","1900","1900","Árvore, ca. 6m alt. Espinhos curtos sobre o caule. Folhas discolores face abaxial esbranquiçada, adaxial verde. Sépalas verdes com densa pilosidade ferrugínea. Pétalas brancas com estria central roxa. Fruto imaturo branco com manchas li","RFA46279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:21:01-03","UFRJ","RFA","10839","PreservedSpecimen","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach; O. Guimarães","25493","1970","11","18","Brasil","Paraná","Jaguariaíva","Sertão de Cima","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"Arbusto 2m, flor alva","RFA49373",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"34","2015-02-10 11:46:26-02","BM","SOLANACEAE_SOURCE_BR","69554","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Roe, K.E.","1969","01","01","Dusén, P.","477","1902","06","06","Brazil",NA,NA,"Serra do Itatiaia.",NA,NA,NA,NA,NA,NA,"Retiro in silva occid.",NA,NA,"Southern America",NA,"09-22989","Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae","syntype",NA,NA,NA,NA,NA
"35","2015-02-10 11:46:26-02","BM","SOLANACEAE_SOURCE_BR","69660","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Giacomin, L.L.","2013","02",NA,"Dusén, P.","280","1902","05","21","Brazil",NA,NA,"Serra do Itatiaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"12-27622","Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"36","2015-02-10 11:46:26-02","BM","SOLANACEAE_SOURCE_BR","69660","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Giacomin, L.L.","2013","02",NA,"Dusén, P.","280","1902","05","21","Brazil",NA,NA,"Serra do Itatiaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"12-27621","Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"37","2015-02-10 11:46:26-02","BM","SOLANACEAE_SOURCE_BR","69675","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Giacomin, L.L.","2013","02",NA,"Dusén, P.","15578","1914","10","09","Brazil","Paraná",NA,"Serrinha.",NA,NA,NA,NA,"840","840","ad marginem silvae primaeva",NA,NA,"Southern America",NA,"12-27733","Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"38","2015-02-10 11:46:26-02","BM","SOLANACEAE_SOURCE_BR","69675","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Giacomin, L.L.","2013","02",NA,"Dusén, P.","15578","1914","10","09","Brazil","Paraná",NA,"Serrinha.",NA,NA,NA,NA,"840","840","ad marginem silvae primaeva",NA,NA,"Southern America",NA,"12-27729","Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"39","2015-02-10 11:46:27-02","BM","SOLANACEAE_SOURCE_BR","73240","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Giacomin, L.L.; Knapp, S.; Rodrigues, I.M.C.","2040","2013","11","20","Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia; margens da rodovia não pavimentada que leva para o Pico das Agulhas Negras (BR-485); ca. 5 km após a entrada","-44.741917","-22.367083","-44.741917","-22.367083","2002","2002","Arvoreta, 2 m, ramos apicais pendentes. Indumentação ferrugínea. Flores com corola alva, anteras amarelas. Frutos verdes recobertos pelo cálice; em borda de Floresta Ombrófila Densa",NA,NA,"Southern America",NA,"166993","Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"40","2015-02-10 11:46:27-02","BM","SOLANACEAE_SOURCE_BR","73240","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Giacomin, L.L.; Knapp, S.; Rodrigues, I.M.C.","2040","2013","11","20","Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia; margens da rodovia não pavimentada que leva para o Pico das Agulhas Negras (BR-485); ca. 5 km após a entrada","-44.741917","-22.367083","-44.741917","-22.367083","2002","2002","Arvoreta, 2 m, ramos apicais pendentes. Indumentação ferrugínea. Flores com corola alva, anteras amarelas. Frutos verdes recobertos pelo cálice; em borda de Floresta Ombrófila Densa","BM001035297",NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"41","2015-02-10 11:46:27-02","BM","SOLANACEAE_SOURCE_BR","73240","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Giacomin, L.L.; Knapp, S.; Rodrigues, I.M.C.","2040","2013","11","20","Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia; margens da rodovia não pavimentada que leva para o Pico das Agulhas Negras (BR-485); ca. 5 km após a entrada","-44.741917","-22.367083","-44.741917","-22.367083","2002","2002","Arvoreta, 2 m, ramos apicais pendentes. Indumentação ferrugínea. Flores com corola alva, anteras amarelas. Frutos verdes recobertos pelo cálice; em borda de Floresta Ombrófila Densa","BM001035298",NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"42","2015-02-10 11:46:26-02","BM","SOLANACEAE_SOURCE_BR","73240","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén",NA,NA,NA,NA,"Giacomin, L.L.; Knapp, S.; Rodrigues, I.M.C.","2040","2013","11","20","Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia; margens da rodovia não pavimentada que leva para o Pico das Agulhas Negras (BR-485); ca. 5 km após a entrada","-44.741917","-22.367083","-44.741917","-22.367083","2002","2002","Arvoreta, 2 m, ramos apicais pendentes. Indumentação ferrugínea. Flores com corola alva, anteras amarelas. Frutos verdes recobertos pelo cálice; em borda de Floresta Ombrófila Densa",NA,NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"43","2015-02-10 11:46:27-02","BM","SOLANACEAE_SOURCE_BR","96266","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Giacomin, L.L.","2012","01","01","Thode, V.","502","2009","12","14","Brazil","Paraná","Bituruna","Bituruna","-51.534167","-26.221944","-51.534167","-26.221944","977","977","arbusto ca. 2 m; flor branca; fruto com cálice acrescente","BM001120427",NA,"Southern America",NA,NA,"Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"44","2015-02-10 11:46:26-02","BM","SOLANACEAE_SOURCE_BR","40140","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Knapp, S.","2009","11",NA,"Ribas, O.S.; Pereira, E.","1974","1997","10","19","Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, subida para o Pico Paraná","-49.0553","-25.3056",NA,NA,"1600","1600","arbusto 3.5 m; flor alva, estames amarelos; floresta atlantica da encosta do morro","E00287576",NA,"Southern America",NA,NA,"Magnoliophyta","Solanales","55154","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"45","2015-02-10 11:46:26-02","BM","SOLANACEAE_SOURCE_BR","69658","O","Plantae","Solanaceae","Solanum","lacerdae","Solanum lacerdae","Dusén","Giacomin, L.L.","2013","02",NA,"Dusén, P.","s.n.","1904","03","02","Brazil","Paraná","Ponta Grossa",NA,"-50.1619","-25.095",NA,NA,NA,NA,"prope rivulum",NA,NA,"Southern America",NA,"12-27730","Magnoliophyta","Solanales","46557","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA
