"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","identifiedBy","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"712","2020-08-31 09:07:13-03","INPA","INPA","130251","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Sobral, MEG","1985","07",NA,"Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"INPA0130251","INPA0130251 INPA0130251_e INPA0130251_e1","Dicotyledon Com-Clade","Myrtales","Renner, SS","3992","Southern America","Reserva da Floresta Rio Doce, Linhares. Reserva da Floresta Rio Doce.",NA,NA,NA,NA,"48094","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA
"713","2020-08-31 09:07:13-03","INPA","INPA","6680","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Fróes, RL","1951","01","15","Brasil","Maranhão","São Luís","-44.507778","-2.893611","-44.507778","-2.893611",NA,NA,"INPA0006680","INPA0006680 INPA0006680_e","Dicotyledon Com-Clade","Myrtales","Pires, JM","26820","Southern America","Anil, Ilha de São Luiz. Reservatório Secaven ao longo da estrada, perto da água",NA,NA,NA,NA,NA,NA,"1954",NA,NA,NA,NA,NA,NA,NA,NA
"714","2020-08-31 09:07:13-03","INPA","INPA","171284","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Absy, ML","1992","05","01","Brasil","Roraima","Boa Vista","-60","3.1","-60","3.1",NA,NA,"INPA0171284","INPA0171284 INPA0171284_e INPA0171284_e1","Dicotyledon Com-Clade","Myrtales","Renner, SS","22","Southern America","Lago Redondo, Lago Redondo",NA,NA,NA,NA,NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA,NA
"715","2020-08-31 09:07:13-03","INPA","INPA","187235","S","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Miranda, IS","1995","03","26","Brasil","Roraima","Mormandia","-59.7","3.8","-59.7","3.8",NA,NA,"INPA0187235","INPA0187235 INPA0187235_e INPA0187235_e1","Dicotyledon Com-Clade","Myrtales",NA,"537","Southern America","Lago Caracaranã, Lago Caracaranã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","2020-07-10 09:47:35-03","MBML","MBML-HERBARIO","47621",NA,"Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","A. M. Assis; J. Santos","2012","06","17","Brasil","Espírito Santo","Linhares","-39.84225","-19.615278","39W50'32,1","19S36'55","3","3","MBML047621","MBML047621",NA,NA,"R. Goldenberg/2015","3124",NA,"Lagoa Parda",NA,"Erva higrófila; flores brancas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","2020-07-10 09:47:35-03","MBML","MBML-HERBARIO","47962",NA,"Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","M.K. Caddah; R. Goldenberg, C. Snak, W.Mancinelli, B. Kellermann & E. Smidt","2009","09","11","Brasil","Paraná","Antonina","-48.666667","-25.333333","48W40'0","25S20'0",NA,NA,"MBML047962","MBML047962",NA,NA,"M.K. Caddah/XI-2009","702",NA,"Reserva Natural do Rio Cachoeira-SPVS. Floresta Ombrófila Densa",NA,"Subarbusto ca 40cm, pétalas roxas, anteras amarelas a roxas, conectivo amarelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","2021-03-04 11:05:48-03","UFRB","HURB","6750","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Aona, L.Y.S.; Fonseca, W.O. & Simões, S.S.","2013","07","21","Brasil","Bahia","Ubirataia","-39.670833","-13.879167","39°40'15 W","13°52'45 S","710","710","HURB000006750",NA,NA,NA,NA,"2871",NA,"Mata próxima a Torre, entre o povoado de Mineiros e Algodão.; Vegetação perturbada com retirada de árvore, trilhas na fazenda do Sr. Juju",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","2021-03-04 11:05:48-03","UFRB","HURB","10794","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Costa, G.; Fonseca, W. O.; Simões, S.","2015","06","15","Brasil","Bahia","Saubara","-38.775556","-12.8","38º46'32W","12º48'S","35","35","HURB000010794",NA,NA,NA,"C.A.Ferreira","1372",NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA
"720","2021-03-04 11:05:48-03","UFRB","HURB","11020","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Aona, L.Y.S.; Costa, G.; Ribeiro, P.L. & Sousa, N.X.M.","2015","08","27","Brasil","Bahia","Jaguaripe","-38.968889","-13.122222","38º58'08W","13º07'20S",NA,NA,"HURB000011020",NA,NA,NA,NA,"4237",NA,"Areal Itapixacara; Fazenda de Carcinocultura do Seu Junior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","2021-03-04 11:05:48-03","UFRB","HURB","16539","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Silva, T.T.; Martins, M.L.L.; Fonseca, W.O.; Santiago, M.L.G.","2017","08","28","Brasil","Bahia","Laje","-39.337222","-13.150278","39º20'14W","13º09'01S",NA,NA,"HURB000016539","HURB000016539",NA,NA,NA,"125",NA,"Fazenda Sete Voltas;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","2021-03-04 11:05:48-03","UFRB","HURB","1906","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Aona, L.Y.S.; et al.","1997","07","30","Brasil","São Paulo","São Bernado do Campo",NA,NA,NA,NA,NA,NA,"HURB000001906",NA,NA,NA,NA,"97/177",NA,"estrada velha de Santos; brejo localizado próx.a rádio Eldorado",NA,"n.º de coleta: 97/177.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","2021-03-04 11:05:48-03","UFRB","HURB","4183","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Costa, G.; Conceição, S.F; Sales, R.","2012","09","05","Brasil","Bahia","Conceição da Feira","-38.9986000061035","-12.5058002471924",NA,NA,NA,NA,"HURB000004183",NA,NA,NA,"C.A.Ferreira","716",NA,"Área alagada na base da Serra; Saída para Feira de Santana",NA,NA,NA,NA,"13560","auto","2015",NA,NA,NA,NA,NA,NA,NA,NA
"724","2021-03-04 11:05:48-03","UFRB","HURB","2004","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Aona, L.Y.S.; J.J.S.A. Divino, T.P. Santos & C.Mascarenhas","2010","09","29","Brasil","Bahia","Cruz das Almas","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,"HURB000002004",NA,NA,NA,"C.A.Ferreira","1356",NA,"Córrego Machado de Dentro, margem de lago;",NA,NA,NA,NA,"14660","auto","2015",NA,NA,NA,NA,NA,NA,NA,NA
"725","2021-03-04 11:05:48-03","UFRB","HURB","7881","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Costa, G.; Aona, L.Y.S. et al","2014","09","27","Brasil","Bahia","Jaguaripe","-38.8955993652344","-13.1133003234863",NA,NA,NA,NA,"HURB000007881",NA,NA,NA,NA,"1027",NA,"Depois da estação da Petrobrás;",NA,NA,NA,NA,"41836","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","2021-03-04 11:05:48-03","UFRB","HURB","15913","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Costa, G.; Silva, T.T.; Pereira, R.","2017","09","27","Brasil","Bahia","Laje","-39.4249992370605","-13.1822004318237",NA,NA,NA,NA,"HURB000015913","HURB000015913",NA,NA,NA,"2809",NA,"Fazenda Sete Voltas;",NA,NA,NA,NA,"32928","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","2021-03-04 11:05:48-03","UFRB","HURB","2119","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Silva, L.C.","2009","10","01","Brasil","Bahia","Muritiba","-38.9900016784668","-12.6263999938965",NA,NA,NA,NA,"HURB000002119",NA,NA,NA,NA,"214",NA,"Fazenda Capivari;",NA,NA,NA,NA,"21641","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","2021-03-04 11:06:42-03","UFRB","HURB","140","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Goldenberg, R.","2014","10","11","Brasil","Bahia","Wenceslau Guimarães","-39.4794006347656","-13.686900138855",NA,NA,NA,NA,"HURB000000140",NA,"Anthophyta",NA,"R. Goldenberg","2048",NA,"Estação Ecológica Estadual; trilha para a pedra da Torre",NA,"SEMINOTECA.",NA,NA,"37469","auto","2014","10",NA,NA,NA,NA,NA,NA,NA
"729","2021-01-26 13:56:28-03","IMA","MAC","44074","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Chagas-Mota; A.I.L.Pinheiro; D.S.Correia","2009","09","25","Brasil","Alagoas","Joaquim Gomes","-35.7482986450195","-9.13333034515381",NA,NA,NA,NA,"MAC0044074","MAC0044074",NA,NA,"E.C.O.Chagas","5578",NA,"Fazenda Boa Vontade.",NA,"Erva ca. 25 cm de altura. Frutos vermelhos.; Mata Atlântica.",NA,NA,"18045","auto","2009","09","25",NA,NA,NA,NA,NA,NA
"730","2021-01-26 13:56:28-03","IMA","MAC","53537","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Chagas-Mota; E.S.França; W.T.C.C.Santos","2011","10","22","Brasil","Alagoas","Quebrangulo","-36.4710998535156","-9.31888961791992",NA,NA,NA,NA,"MAC0053537","MAC0053537",NA,NA,"E.C.O.Chagas","11299",NA,"Reserva Biológica Pedra Talhada.",NA,"Erva ca. 25 cm de altura. Flores róseas. Frutos verdes.; Mata Atlântica.",NA,NA,"16583","auto","2011","10","22",NA,NA,NA,NA,NA,NA
"731","2021-01-26 13:56:28-03","IMA","MAC","49321","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Chagas-Mota","2010","09","08","Brasil","Pernambuco","Jaqueira","-35.7933006286621","-8.72667026519775",NA,NA,NA,NA,"MAC0049321","MAC0049321",NA,NA,"E.C.O.Chagas","8360",NA,"Serra do Urubu.",NA,"Arbusto ca. 60 cm de altura. Flores lilases. Frutos roxos.; Mata Atlântica.",NA,NA,"11830","auto","2010","09","08",NA,NA,NA,NA,NA,NA
"732","2021-01-26 13:56:28-03","IMA","MAC","48807","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Chagas-Mota; A.P.Prata; M.R.V.Barbosa; W.W.Thomas","2010","07","04","Brasil","Sergipe","Santa Luzia do Itanhy","-37.448299407959","-11.3507995605469",NA,NA,NA,NA,"MAC0048807","MAC0048807",NA,NA,"E.C.O.Chagas","7846",NA,"Mata do Crasto.",NA,"Arbusto ca. 50 cm de altura. Flores lilases. Frutos vermelhos.; Mata Atlântica.",NA,NA,"26417","auto","2010","07","07",NA,NA,NA,NA,NA,NA
"733","2021-01-26 13:56:28-03","IMA","MAC","21829","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","M.Kuhlmann; -","1939","08","30","Brasil","Paraná","Morro Grande","-49.355494","-25.425281","-49.355494","-25.425281",NA,NA,"MAC0021829","MAC0021829",NA,NA,NA,"s.n.",NA,NA,NA,"Erva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","2021-01-26 13:56:28-03","IMA","MAC","25661","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","S.J.G.Silva; E.A.Anunciação","1990","08","23","Brasil","São Paulo","Cananéia","-48.554339","-25.017944","-48.554339","-25.017944",NA,NA,"MAC0025661","MAC0025661",NA,NA,"S.A.C.Chiea","33",NA,"Ilha do Cardoso, Estrada para o Morro da Captação.",NA,"Erva ca. de 0,5m de altura. Corola lilás. Estames amarelos, estigma branco, cálice avermelhado.; Restinga.",NA,NA,NA,NA,"1990","10",NA,NA,NA,NA,NA,NA,NA
"735","2021-01-26 13:56:28-03","IMA","MAC","17229","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","R.P.Lyra-Lemos; et al.","2003","03","15","Brasil","Alagoas","Piaçabuçu","-35.885556","-9.751667","-35.885556","-9.751667",NA,NA,"MAC0017229","MAC0017229",NA,NA,"E.C.O.Chagas","7463",NA,"Povoado Murici, Várzea de Marituba.",NA,"Erva ereta ca. de 60cm de altura. Flores lilás.; Restinga árborea.",NA,NA,NA,NA,"2009","02","20",NA,NA,NA,NA,NA,NA
"736","2021-01-26 13:56:28-03","IMA","MAC","155","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","O.Viégas; D.Andrade-Lima","1976","12","28","Brasil","Alagoas","Coqueiro Sêco","-35.803058","-9.638328","-35.803058","-9.638328",NA,NA,"MAC0000155","MAC0000155",NA,NA,"E.C.O.Chagas","154",NA,"APA de Santa Rita., rio dos Remédios.",NA,NA,NA,NA,NA,NA,"2009","02","20",NA,NA,NA,NA,NA,NA
"737","2021-01-26 13:56:28-03","IMA","MAC","16523","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","M.J.N.Rodal; M.R.V.Barbosa; A.G.Silva; et al.","2002","09","15","Brasil","Alagoas","Murici","-35.904722","-9.271111","-35.904722","-9.271111",NA,NA,"MAC0016523","MAC0016523",NA,NA,"E.C.O.Chagas","1336",NA,"Estação Ecológica de Murici, Mata próxima à antena de TV desativada.",NA,"Erva com 80cm. Flores róseas com estames amarelos. Raro.; Mata Atlântica em serra. Borda da mata.",NA,NA,NA,NA,"2009","02","19",NA,NA,NA,NA,NA,NA
"738","2021-01-26 13:56:28-03","IMA","MAC","21926","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","J.Correa Gomes Jr.; -","1964","05","23","Brasil","Mato Grosso do Sul","Três lagoas","-51.683333","-20.783333","-51.683333","-20.783333",NA,NA,"MAC0021926","MAC0021926",NA,NA,NA,"1802",NA,"Margem do Córrego Água Tirata.",NA,"Arbusto ca. de 1,5m de altura. Relativamente frequente.; Cerrado. Banhado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","2021-01-26 13:56:28-03","IMA","MAC","25174","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","M.N.Rodrigues; P.A.F.Rios; Moura, DC","2006","08","19","Brasil","Alagoas","Penedo","-36.441667","-10.268056","-36.441667","-10.268056",NA,NA,"MAC0025174","MAC0025174",NA,NA,"E.C.O.Chagas","1997",NA,"Marituba do Peixe.",NA,"Erva ca. de 50cm de altura. Flores lilás.; Restinga.",NA,NA,NA,NA,"2009","02","20",NA,NA,NA,NA,NA,NA
"740","2021-01-26 13:56:28-03","IMA","MAC","25604","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","S.A.C.Chiea; et al.","1986","07","22","Brasil","São Paulo","Cananéia","-47.938686","-25.081767","-47.938686","-25.081767",NA,NA,"MAC0025604","MAC0025604",NA,NA,"S.A.C.Chiea","511",NA,"Ilha do Cardoso, Estrada da captação.",NA,"Erva ca. 50 cm de altura. Flores e frutos rosas.",NA,NA,NA,NA,"1986","08","08",NA,NA,NA,NA,NA,NA
"741","2021-01-26 13:56:28-03","IMA","MAC","42524","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Chagas-Mota; J.W.A.Silva","2009","06","21","Brasil","Alagoas","Matriz do Camaragibe",NA,NA,NA,NA,NA,NA,"MAC0042524","MAC0042524",NA,NA,"E.C.O.Chagas","4044",NA,"Usina Serra D'Água.",NA,"Erva ca. 40 cm de altura. Flores rosas. Frutos verdes.; Mata Pluvial Atlântica.",NA,NA,NA,NA,"2009","06","21",NA,NA,NA,NA,NA,NA
"742","2021-01-26 13:56:28-03","IMA","MAC","6479","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","G.L.Esteves; et al.","1978","11","17","Brasil","Alagoas","Piaçabuçu","-36.4444","-10.405558","-36.4444","-10.405558",NA,NA,"MAC0006479","MAC0006479",NA,NA,"E.C.O.Chagas","1945",NA,"Cruiri Seco, Vegetação fechada sobre cordões litorâneos.",NA,"Erva ereta ca. de 60cm de alt., vivendo em clareira com estrato herbáceo denso. Pétalas lilases.; Restinga arbórea",NA,NA,NA,NA,"2009","02","20",NA,NA,NA,NA,NA,NA
"743","2021-01-26 13:56:28-03","IMA","MAC","6697","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","R.P.Lyra-Lemos; G.L.Esteves","1987","09","18","Brasil","Alagoas","Marechal Deodoro","-35.799997","-9.7","-35.799997","-9.7",NA,NA,"MAC0006697","MAC0006697",NA,NA,"E.C.O.Chagas","1373",NA,"APA de Santa Rita, Sítio Beira Mar.",NA,"Erva.; Restinga",NA,NA,NA,NA,"2009","02","20",NA,NA,NA,NA,NA,NA
"744","2021-01-26 13:56:28-03","IMA","MAC","61780","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","L.Y.S.Aona; G.Costa; P.L.Ribeiro; N.X.M.Sousa","2015","08","27","Brasil","Bahia","Jaguaripe","-39.439911","-13.094369","-39.439911","-13.094369",NA,NA,"MAC0061780","MAC0061780",NA,NA,NA,"4237",NA,"Fazenda de Carcinocultura do Seu Júnior.",NA,"Flores róseas.; Restinga arbórea e herbácea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","2021-01-26 13:56:28-03","IMA","MAC","64602","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Gerleni L.; Esteves et Andrade-Lima","1980","10","28","Brasil","Alagoas","São Miguel dos Campos","-35.3935","-9.166667","-35.3935","-9.166667",NA,NA,"MAC0064602","MAC0064602",NA,NA,"E.C.O.Chagas","601",NA,"Fazenda Pau brasil, Mata pluvial tropical (tendo sofrido abate seletivo).",NA,"Erva, estames amarelos, flor lilas.",NA,NA,NA,NA,"2009","02","20",NA,NA,NA,NA,NA,NA
"746","2021-02-04 10:29:20-03","UFRPE","HST","13077","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","A.M.Miranda; et M.I.Silva","2005","07","18","Brasil","Bahia","Camamu","-39.1039009094238","-13.9447002410889",NA,NA,NA,NA,"HST013077",NA,NA,NA,"J.G.Freitas & A.K.A.Santos","5183",NA,"Povoado de Barcelos do Sul",NA,"Subarbusto; caule verde a avermelhado; flores membranáceas; flores rósea.",NA,NA,"33730","auto","2007","09",NA,NA,NA,NA,NA,NA,NA
"747","2021-02-04 10:29:20-03","UFRPE","HST","13755","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","S.M.Rodrigues; et al.","1994","11","27","Brasil","Pernambuco","Camaragibe","-34.9810981750488","-8.0216703414917",NA,NA,NA,NA,"HST013755",NA,NA,NA,"R.Goldemberg","199",NA,"Granja Recanto",NA,"Erva, caule verde-amarronzado, folhas membranáceas; flores lilás.",NA,NA,"11122","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA
"748","2021-02-04 10:29:20-03","UFRPE","HST","17787","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","G.Viana","1981","09","25","Brasil","Sergipe","Areia Branca","-37.315299987793","-10.7578001022339",NA,NA,NA,NA,"HST017787",NA,NA,NA,"C.M.L.R.Araújo","137",NA,NA,NA,"Erva; flores lilases.",NA,NA,"11840","auto","2011","05","24",NA,NA,NA,NA,NA,NA
"749","2021-02-25 10:13:02-03","CVRD","CVRD","16018","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","Miq.","Siqueira, G.S.","2019","08","20","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD016018","CVRD016018","Magnoliophyta","Myrtales","Renato Gordenberg","1314","América do Sul","proximo a represa, da RNV.",NA,"<ll>dwc_commonname:</ll> Quaresma do campo",NA,NA,"48094","auto","2019","08","20","Magnoliopsida",NA,NA,NA,NA,NA
"750","2021-02-25 10:13:02-03","CVRD","CVRD","5288","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","Miq.","Folli, D.A.","1995","08","29","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD005288",NA,"Magnoliophyta","Myrtales","J. J. Wurdack","2651","América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Quaresma do campo",NA,NA,"48094","auto","1997","06","21","Magnoliopsida",NA,NA,NA,NA,NA
"751","2021-02-25 10:13:02-03","CVRD","CVRD","13546","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","Miq.","Ferreira, V.B.R.","2010","06","18","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD013546",NA,"Magnoliophyta","Myrtales","Geovane S. Siqueira","114","América do Sul","C.N.Gávea (Graminóide denso)",NA,"<ll>dwc_commonname:</ll> Quaresma do campo",NA,NA,"48094","auto","2011","11","21","Magnoliopsida",NA,NA,NA,NA,NA
"752","2021-02-25 10:13:02-03","CVRD","CVRD","1519","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","Miq.","Sobral, M.","1985","07","15","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD001519",NA,"Magnoliophyta","Myrtales","Marcos Sobral","3992","América do Sul","Erva algo apoiante, em campo nativo.",NA,"<ll>dwc_commonname:</ll> Quaresma do campo",NA,NA,"48094","auto","1986","07","25","Magnoliopsida",NA,NA,NA,NA,NA
"753","2021-02-25 10:13:02-03","CVRD","CVRD","5740","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","Miq.","Folli, D.A.","1997","06","17","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD005740","CVRD005740","Magnoliophyta","Myrtales","katherine Rankin","3048","América do Sul","próximo área do cajú",NA,"<ll>dwc_commonname:</ll> Quaresma do campo",NA,NA,"48094","auto","1998","09","22","Magnoliopsida",NA,NA,NA,NA,NA
"754","2021-03-01 11:49:15-03","UFPE","UFP","43227","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Lemos, L; Figueiras, T; Melo, E; Santana, C","2003","03","15","Brasil","Alagoas","Piaçabuçu","-35.885556","-9.751667","-35.885556","-9.751667",NA,NA,"UFP043227",NA,NA,NA,"Goldenbey, R","7463",NA,NA,NA,"Erva ereta ca. de 60cm de altura. Flores lilás.; Várzea de Marituba.",NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"755","2021-03-01 11:49:15-03","UFPE","UFP","22489","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Baracho, GS; Siqueira-Filho, JA","1997","04","24","Brasil","Pernambuco","Maraial","-35.833333","-8.8","-35.833333","-8.8","260","260","UFP022489",NA,NA,NA,"Baumgartz, JF","579",NA,NA,NA,"Erva pilosa, ca. 38cm, com caule quadrangular. Indivíduo frequente em grande população dentro do Cercado do Gado. Flores terminais, liláses, com órgãos reprodutivos amarelos. Em solo alagadiço, frequente.; Erva pilosa, ca. 38cm, com ca",NA,NA,NA,NA,"1997","05",NA,NA,NA,NA,NA,NA,NA
"756","2021-03-01 11:49:15-03","UFPE","UFP","22640","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Campelo, MJA; Siqueira-Filho, JA","1998","11","15","Brasil","Pernambuco",NA,"-34.875","-9.216667","-34.875","-9.216667",NA,NA,"UFP022640",NA,NA,NA,"Siqueira Filho, JA","846",NA,NA,NA,"Macrófita aquática emersa fixa, em águas rasas e turvas levemente ávida. Flores com 4 pétalas lilás e anteras amarelas.; Macrófita aquática emersa fixa, em águas rasas e turvas levemente ávida. Flores com 4 pétalas lilás e anteras amar",NA,NA,NA,NA,"2003","08","14",NA,NA,NA,NA,NA,NA
"757","2021-03-01 11:49:15-03","UFPE","UFP","35648","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Falcão, M","1996","02","29","Brasil","Pernambuco","Igarassu","-34.947778","-7.824167","-34.947778","-7.824167",NA,NA,"UFP035648",NA,NA,NA,"Olieira, JB","130",NA,NA,NA,"Erva ereta ca. de 0,50cm alt., corola roxa; cálice verde ou rosa; anteras amarelas.; Erva ereta ca. de 0,50cm alt., corola roxa; cálice verde ou rosa; anteras amarelas.",NA,NA,NA,NA,"2004","09",NA,NA,NA,NA,NA,NA,NA
"758","2021-03-01 11:49:15-03","UFPE","UFP","39620","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","glomerata","Pterolepis glomerata","(Rottb.) Miq.","Locatelli, E; Medeiros, P","1998","10","05","Brasil","Pernambuco","Caruaru","-36","-8.31","-36","-8.31",NA,NA,"UFP039620",NA,NA,NA,"Goldenbey, R","s.n.",NA,NA,NA,"Flor bordô, herbacea.",NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
