"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","typeStatus","fieldNumber","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","individualCount","infraspecificEpithet","relatedCatalogItem"
"11","2020-09-12 05:00:02-03","US","US","14000","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera","A. Juss.","Wilkes Explor. Exped.","s.n.","1838",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Organ Mountains",NA,NA,NA,NA,NA,"US00898687","US00898687_01 US00898687_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"12","2020-09-12 05:00:02-03","US","US","2775298","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera","A. Juss.","J. A. Steyermark & M. Rabe","96031","1966","8","6","South America - Neotropics","Venezuela","Sucre",NA,"Peninsula de Paria: Cerro Espejo: selva siempre verde en la cumbre, entre Manacal y Pauji, arriba de Mundo Nuevo, arriba de Río Seco de Irapa.",NA,NA,NA,NA,NA,"US03326024","US03326024_01",NA,NA,NA,NA,"750","850",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"13","2020-09-12 05:00:02-03","US","US","2424036","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera","A. Juss.","J. A. Steyermark & G. Agostini","91402","1962","7","25","South America - Neotropics","Venezuela","Sucre",NA,"Peninsula de Paria. Cerro Patao, Norte de Puerto de Hierro, Noreste de Güiria.",NA,NA,NA,NA,NA,"US03326025","US03326025_01",NA,NA,NA,NA,"870",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"14","2020-09-12 05:00:02-03","US","US","2424025","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera","A. Juss.","J. A. Steyermark & G. Agostini","91166","1962","7","20","South America - Neotropics","Venezuela","Sucre",NA,"Peninsula de Paria. Cerro Patao, Norte de Puerto de Hierro, Noreste de Güiria.",NA,NA,NA,NA,NA,"US03326023","US03326023_01",NA,NA,NA,NA,"850","860",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"15","2020-09-12 05:00:02-03","US","US","703511","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera","A. Juss.","Riedel, --","360","1832","6","5","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"US01871324","US01871324_01 US01871324_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"16","2019-10-07 09:31:59-03","UEFS","HUEFS","197000","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera","A.Juss.","García G, J.D.","1257","2009","10","29",NA,"Brasil","Pernambuco","Igarassu","Mata da Piedade.","-35.000833","-7.839722",NA,NA,"Mata Atlântica Semidecidual.","HUEFS0197000","HUEFS0197000",NA,NA,NA,NA,"164","164","35W0'3''","7S50'23''","Rosanae",NA,NA,NA,NA,NA,NA
"17","2019-09-04 18:58:30-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera",NA,"L. Riedel","360",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"18","2019-09-04 18:58:30-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera",NA,"J. B. A. Guillemin","757","1839","4",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"19","2019-09-04 18:58:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera glandulifera",NA,"B. Luschnath",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"glandulifera",NA
"20","2020-07-23 12:11:30-03","CEPLAC","CEPEC","130948","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera",NA,"J. D. Garcia G.","1245","2009","10","28",NA,"Brasil","Pernambuco","IGARASSÚ","Mata da Piedade.","-35.05","-7.842222",NA,NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,"35W3'","7S50'32",NA,NA,NA,NA,NA,NA,"30/12/2010"
"21","2020-07-23 12:11:30-03","CEPLAC","CEPEC","130196","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera",NA,"J.D. García G.","1315",NA,NA,NA,NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"Amorim, A. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-07-23 12:11:30-03","CEPLAC","CEPEC","69561","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera",NA,"A. M. de Carvalho","6206","1996","07","08",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão. Entrada no KM 46 BA-001 Ilheus/Una. 8-10Kms na estrada que margeia ao Rio Maruim.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,"W. R. Anderson",NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,NA,NA,"30/12/1996"
"23","2020-07-23 12:11:30-03","CEPLAC","CEPEC","78989","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera",NA,"D. Sucre","8437","1978","03","03",NA,"Brasil","Espírito Santo","LINHARES","Reserva de Linhares, DOCEMADE.","-40.0722007751465","-19.3910999298096","48094",NA,NA,NA,NA,"auto","A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2004"
"24","2020-07-23 12:11:30-03","CEPLAC","CEPEC","84687","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera",NA,"Pessoal do Horto Florestal","555","1929","04","26",NA,"Brasil","Rio de Janeiro","rio de janeiro","Mata do Horto Florestal.","-43.2075004577637","-22.9027996063232","57442",NA,NA,NA,NA,"auto","G. Kulhmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1929"
"25","2021-04-08 17:12:54-03","UESB","HUESB","8829","S","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera","A. Juss.","Brandão, G.S.; Silva, G.S.; Silva, G.S.","343","2013","07","30",NA,"Brasil","Bahia","Boa Nova","Parque Nacional de Boa Nova","-40.13625","-14.412611",NA,NA,"Trepadeira. Folhas opostas com margem inteira, crassas. Presença de látex abundante. Flores brancas com 5 estames e cálice piloso.; Mata Atlântica.","HUESB000008829",NA,NA,NA,NA,NA,NA,NA,"-40.13625","-14.412611",NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:12:54-03","UESB","HUESB","8830","S","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera","A. Juss.","Brandão, G.S.; Silva, G.S.; Silva, G.S.","344","2013","07","30",NA,"Brasil","Bahia","Boa Nova","Parque Nacional de Boa Nova","-40.13625","-14.412611",NA,NA,"Trepadeira. Folhas compostas opostas. Fruto alado.; Mata Atlântica.","HUESB000008830",NA,NA,"Amorim, A.; Almeida, R.F.",NA,NA,NA,NA,"-40.13625","-14.412611",NA,"2013","10","10",NA,NA,NA
"27","2017-09-11 17:10:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera","A.Juss.","?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In prov. Rio de Janeiro",NA,NA,NA,NA,"herb. Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 10:08:53-03","IBt","SP","311769","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera","A.Juss.","Carvalho, AMV; Amorim, AM; Sant'Ana, SC; Jardim, JG","6206","1996","06","06",NA,"Brasil","Bahia","Una","Reserva Biológica do Mico-leão, Km 46 Rodov. BA-001","-39.083333","-15.15",NA,NA,NA,"SP018729","SP018729",NA,"Amorim, AM",NA,NA,NA,NA,"-39.083333","-15.15",NA,"1999",NA,NA,NA,NA,NA
"29","2019-11-21 10:08:53-03","IBt","SP","445354A","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera","A.Juss.","Sucre, D","8437","1972","11","03",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale do Rio Doce","-40.0722007751465","-19.3910999298096","48094",NA,NA,NA,NA,"auto","Amorim, AM",NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA
"30","2019-11-21 10:08:53-03","IBt","SP","445355A","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","megaptera","Heteropterys megaptera","A.Juss.","Folli, DA","5279","2006","05","23",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale do Rio Doce, Estrada Louro","-40.0722007751465","-19.3910999298096","48094",NA,NA,NA,NA,"auto","Anderson, WR",NA,NA,NA,NA,NA,NA,NA,"2010","03","09",NA,NA,NA
